,날짜,종목,종목코드,종가,수익률
88,2013-04-01,대한항공,003490,28033.0,
89,2014-04-01,대한항공,003490,22179.0,-0.20882531302393603
90,2015-04-01,대한항공,003490,30907.0,0.39352540691645244
91,2016-04-01,대한항공,003490,18958.0,-0.38661144724496066
92,2017-04-03,대한항공,003490,20166.0,0.06371980166684255
93,2018-04-02,대한항공,003490,22273.0,0.10448279281959727
94,2019-04-01,대한항공,003490,21106.0,-0.05239527679252909
95,2020-04-01,대한항공,003490,12223.0,-0.4208755804036767
96,2021-04-01,대한항공,003490,27200.0,1.2253129346314324
97,2022-04-01,대한항공,003490,31200.0,0.1470588235294117
98,2023-04-03,대한항공,003490,23150.0,-0.2580128205128205
99,2016-04-01,더블유게임즈,192080,35950.0,
100,2017-04-03,더블유게임즈,192080,39600.0,0.10152990264255912
101,2018-04-02,더블유게임즈,192080,68600.0,0.7323232323232323
102,2019-04-01,더블유게임즈,192080,62400.0,-0.09037900874635574
103,2020-04-01,더블유게임즈,192080,48100.0,-0.22916666666666663
104,2021-04-01,더블유게임즈,192080,67500.0,0.40332640332640324
105,2022-04-01,더블유게임즈,192080,51300.0,-0.24
106,2023-04-03,더블유게임즈,192080,44100.0,-0.14035087719298245
107,2013-04-01,동서,026960,14280.0,
108,2014-04-01,동서,026960,15900.0,0.11344537815126055
109,2015-04-01,동서,026960,31800.0,1.0
110,2016-04-01,동서,026960,32600.0,0.02515723270440251
111,2017-04-03,동서,026960,30300.0,-0.07055214723926384
112,2018-04-02,동서,026960,26700.0,-0.1188118811881188
113,2019-04-01,동서,026960,20450.0,-0.23408239700374533
114,2020-04-01,동서,026960,15600.0,-0.23716381418092913
115,2021-04-01,동서,026960,32300.0,1.0705128205128207
116,2022-04-01,동서,026960,27000.0,-0.16408668730650156
117,2023-04-03,동서,026960,19270.0,-0.28629629629629627
118,2013-04-01,두산,000150,103193.0,
119,2014-04-01,두산,000150,108314.0,0.049625459091217516
120,2015-04-01,두산,000150,85469.0,-0.2109145632143583
121,2016-04-01,두산,000150,67509.0,-0.21013466871029263
122,2017-04-03,두산,000150,74362.0,0.10151239094046716
123,2018-04-02,두산,000150,80743.0,0.0858099566983137
124,2019-04-01,두산,000150,75701.0,-0.062445041675439406
125,2020-04-01,두산,000150,35000.0,-0.5376547205453033
126,2021-04-01,두산,000150,49350.0,0.4099999999999999
127,2022-04-01,두산,000150,102500.0,1.077001013171226
128,2023-04-03,두산,000150,96300.0,-0.060487804878048834
129,2013-04-01,보령,003850,3783.0,
130,2014-04-01,보령,003850,5111.0,0.35104414485857793
131,2015-04-01,보령,003850,6344.0,0.24124437487771466
132,2016-04-01,보령,003850,8087.0,0.2747477931904161
133,2017-04-03,보령,003850,7824.0,-0.03252133053048101
134,2018-04-02,보령,003850,8623.0,0.10212167689161555
135,2019-04-01,보령,003850,9136.0,0.05949205612895736
136,2020-04-01,보령,003850,8534.0,-0.06589316987740801
137,2021-04-01,보령,003850,17216.0,1.017342395125381
138,2022-04-01,보령,003850,13050.0,-0.24198420074349447
139,2023-04-03,보령,003850,8680.0,-0.3348659003831418
140,2018-04-02,비지에프리테일,282330,169500.0,
141,2019-04-01,비지에프리테일,282330,211000.0,0.2448377581120944
142,2020-04-01,비지에프리테일,282330,127500.0,-0.39573459715639814
143,2021-04-01,비지에프리테일,282330,162500.0,0.27450980392156854
144,2022-04-01,비지에프리테일,282330,179500.0,0.10461538461538455
