,회사명,종목코드,회계년도,종가,ROE,상장주식수,시가총액,수익률,PER,PBR,PCR,PSR,ROA,NEW,EY,수정종가
96,두산,150,2020,52400.0,-3.326535273637156,16523835.0,865848954000.0,-5.376547205453033,-0.46972272730383574,-0.8629034626476093,-0.5402110800881436,-0.36648361526129053,-1.3773193368456158,4.234402616892188,-0.3036047089287882,35000.0
97,두산,150,2021,118000.0,0.38590620046856156,16523835.0,1949812530000.0,4.1,-0.4786851643954,-0.7292104859133218,-0.5402110800881436,-0.24358940982437352,-0.22107496770010887,0.8413539698452791,-0.6994648491524817,49350.0
98,두산,150,2022,83100.0,-3.397645447183434,16523835.0,1373130688500.0,10.77001013171226,-0.3860499747693104,-0.7448079998656554,-0.5402110800881436,-0.2642786699989387,-1.1769940930680505,2.3233444621636927,-0.540161553390469,102500.0
99,보령,3850,2014,40250.0,0.526491830927871,7668000.0,308637000000.0,3.5104414485857798,-0.3541212926306128,-0.19666679525507758,0.08585353193655477,-0.35241491834258626,0.8129569936622176,0.26783237311470787,0.2553778969788692,5111.0
100,보령,3850,2015,56400.0,0.36955903413608376,8040000.0,453456000000.0,2.412443748777146,-0.21870446970025967,0.17321710704311727,0.0036655706245709834,-0.32262238369121243,0.5079001412556573,-0.057876544684622014,-0.029129198668765063,6344.0
101,보령,3850,2016,62000.0,-0.28514497747965367,8430000.0,522660000000.0,2.747477931904161,0.742586927409781,0.2690304070360231,0.533472263379508,-0.3168293908423342,-0.4460489275613891,-0.09895572639507934,-0.16978871615591934,8087.0
102,보령,3850,2017,48000.0,1.3364939227021477,8840000.0,424320000000.0,-0.3252133053048101,-0.43828417844358314,-0.16547176735041053,-0.5402110800881436,-0.3354497249994428,2.102650999514368,0.14891008131401837,-0.6089431339323813,7824.0
103,보령,3850,2018,9980.0,0.13661191389827448,44200000.0,441116000000.0,1.0212167689161555,-0.351320531039499,-0.4328577208189851,-0.37884321744135596,-0.36317333363336013,0.18031113765261028,0.0926620605934573,-0.071819593946262,8623.0
104,보령,3850,2019,16600.0,0.4570163740148401,44200000.0,733720000000.0,0.5949205612895736,-0.31274004012190615,-0.0696584673575046,-0.3006336580346748,-0.32965673215056457,0.5509007648430648,-0.21381631827264297,-0.21170627444439424,9136.0
105,보령,3850,2020,19050.0,0.18483605457908409,47620000.0,907161000000.0,-0.6589316987740801,-0.17914371222577694,0.05512164426116344,-0.23086607340266024,-0.31227775360392984,0.10611313117711835,-0.3147656013611816,-0.2875009646008429,8534.0
