회사명,종목코드,회계년도,종가,EBITDA,ROE,자산,당기순이익,판관비,상장주식수,시가총액,수익률,PER,PBR,PCR,PSR,ROA,NEW
(주)케이씨씨,2380,2014/12,520000.0,356035.74,5.79,8654534051.0,326693598.0,524825537.0,10520000.0,5470400000000.0,10.992529348986135,21.73,1.045,28.915,2.065,3.7748259591427886,0.09593915198157356
(주)케이씨씨,2380,2015/12,417500.0,398310.27,3.05,8668411154.0,185052521.0,576555330.0,10556513.0,4407344177500.0,-19.71153846153846,31.85,0.8899999999999999,22.02,1.6349999999999998,2.134791690338873,0.130816951610764
(주)케이씨씨,2380,2016/12,359500.0,461321.15,2.58,9162368432.0,152961874.0,602516355.0,10556513.0,3795066423500.0,-13.892215568862277,32.055,0.74,11.035,1.345,1.6694577950584644,0.15876305913094646
(주)케이씨씨,2380,2017/12,381000.0,481313.81,0.71,9543776838.0,42299634.0,595090238.0,10556513.0,4022031453000.0,5.980528511821981,0.0,0.71,10.41,1.165,0.4432169225874768,0.14795762911205657
(주)케이씨씨,2380,2018/12,309000.0,461193.71,-0.41,8965418419.0,-23103553.0,602080896.0,10556513.0,3261962517000.0,-18.89763779527559,0.0,0.645,7.155,1.065,-0.25769631622588524,0.18457627666234766
(주)케이씨씨,2380,2019/12,233500.0,358192.69,-4.37,9382221503.0,-221877262.0,505576308.0,10556513.0,2464945785500.0,-24.433656957928807,0.0,0.6799999999999999,11.785,1.24,-2.364869150968712,0.20510646155953763
(주)케이씨씨,2380,2020/12,197500.0,266210.54,12.79,12347572328.0,560873031.0,907999321.0,8886471.0,1755078022500.0,-15.417558886509642,2.315,0.32999999999999996,3.8550000000000004,0.785,4.542374938984038,0.5173555302724441
(주)케이씨씨,2380,2021/12,315000.0,230326.91,-0.92,12878863209.0,-53211168.0,937794654.0,8886471.0,2799238365000.0,59.493670886075954,46.905,0.595,28.22,1.3,-0.4131666524947249,0.3350177911697777
(주)케이씨씨,2380,2022/12,204500.0,322745.18,0.67,13118486308.0,28661657.0,1017247228.0,8886471.0,1817283319500.0,-35.079365079365076,373.96,0.565,14.105,1.0150000000000001,0.21848295852945598,0.5597625956748897
(주)케이티,30200,2013/12,31550.0,3280743.0,-1.35,34846533000.0,-60251000.0,22971256000.0,261111808.0,8238077542400.0,-84.57212713936431,0.0,1.125,2.335,0.515,-0.17290385818296472,2.7884243480072635
(주)케이티,30200,2014/12,31250.0,2367979.0,-9.55,33775502000.0,-966176000.0,23713326000.0,261111808.0,8159744000000.0,-0.9508716323296307,0.0,1.1800000000000002,5.43,0.485,-2.8605822054103,2.906136025836105
(주)케이티,30200,2015/12,28250.0,3940411.0,5.22,29341185000.0,631288000.0,20988277000.0,261111808.0,7376408576000.0,-9.599999999999998,10.355,0.935,2.2350000000000003,0.47,2.151542277518785,2.8453246296968677
(주)케이티,30200,2016/12,29400.0,4123807.0,6.38,30587733000.0,797844000.0,21303686000.0,261111808.0,7676687155200.0,4.070796460176984,9.620000000000001,0.905,1.7650000000000001,0.46,2.608378986438779,2.7751145213165818
(주)케이티,30200,2017/12,30250.0,4021026.0,4.12,29580628000.0,561526000.0,22011981000.0,261111808.0,7898632192000.0,2.8911564625850428,18.095,0.9299999999999999,2.41,0.485,1.8982896509161333,2.786809217714236
(주)케이티,30200,2018/12,29800.0,3918450.0,5.53,32188830000.0,762305000.0,22198621000.0,261111808.0,7781131878400.0,-1.4876033057851235,13.445,0.7749999999999999,2.12,0.435,2.3682283574768017,2.8528781348150862
(주)케이티,30200,2019/12,27000.0,4019291.0,4.61,34061292000.0,669347000.0,23190999000.0,261111808.0,7050018816000.0,-9.395973154362414,17.395,0.72,2.66,0.41500000000000004,1.9651251044734297,3.2894946248041332
(주)케이티,30200,2020/12,24000.0,4144345.0,4.75,33662545000.0,703392000.0,22732560000.0,261111808.0,6266683392000.0,-11.111111111111116,8.67,0.51,1.3050000000000002,0.32,2.0895389816783014,3.627526488576112
(주)케이티,30200,2021/12,30600.0,4325724.0,9.36,37159341000.0,1459395000.0,23226181000.0,261111808.0,7990021324800.0,27.499999999999993,7.744999999999999,0.685,1.545,0.41500000000000004,3.9273974207454327,2.906898499495729
(주)케이티,30200,2022/12,33800.0,4323146.0,7.99,40980681000.0,1387663000.0,23959923000.0,261111808.0,8825579110400.0,10.457516339869288,11.85,0.72,2.23,0.495,3.3861394348229594,2.7148272878508104
(주)케이티앤지,33780,2013/12,74500.0,1033972.95,10.94,7002640648.0,558194389.0,1107873513.0,137292497.0,10228291026500.0,120.41420118343194,21.855,2.31,16.75,4.195,7.971198538645903,0.10831462559382232
(주)케이티앤지,33780,2014/12,76100.0,1178923.08,14.93,7317144547.0,800411846.0,1090255983.0,137292497.0,10447959021700.0,2.147651006711415,15.995000000000001,2.5,16.185,4.3950000000000005,10.938855189462748,0.10435109677742622
(주)케이티앤지,33780,2015/12,104500.0,1345535.29,17.8,8586509523.0,1046154494.0,1163088096.0,137292497.0,14347065936500.0,37.319316688567675,13.8,2.48,10.165000000000001,4.745,12.183699222574077,0.08106801077989177
(주)케이티앤지,33780,2016/12,101000.0,1407020.28,18.37,9729918448.0,1203742347.0,1225734579.0,137292497.0,13866542197000.0,-3.349282296650713,14.595,2.64,11.835,5.390000000000001,12.371556384909178,0.08839511405122939
(주)케이티앤지,33780,2017/12,115500.0,1359558.22,16.37,10020315627.0,1211446576.0,1320371581.0,137292497.0,15857283403500.0,14.356435643564346,15.225,2.3049999999999997,13.775,5.0649999999999995,12.08990436125311,0.08326593826963888
(주)케이티앤지,33780,2018/12,101500.0,1100603.45,11.39,10197870417.0,903359164.0,1382025085.0,137292497.0,13935188445500.0,-12.121212121212121,16.905,2.12,22.005000000000003,5.52,8.858311853954204,0.09917519884320534
(주)케이티앤지,33780,2019/12,93800.0,1243621.65,12.32,10752439456.0,1037198625.0,1495035712.0,137292497.0,12878036218600.0,-7.586206896551728,15.65,1.9500000000000002,18.11,4.74,9.64617033413036,0.11609190148422557
(주)케이티앤지,33780,2020/12,83100.0,1467922.93,13.22,11468383152.0,1171643099.0,1489051054.0,137292497.0,11409006500700.0,-11.407249466950963,10.285,1.495,9.32,3.2199999999999998,10.216288411986604,0.13051540060991632
(주)케이티앤지,33780,2021/12,79000.0,1224870.99,10.67,11637271194.0,971758745.0,1539788398.0,137292497.0,10846107263000.0,-4.933814681107096,13.275,1.545,10.254999999999999,3.245,8.350400440105101,0.1419669159323895
(주)케이티앤지,33780,2022/12,91500.0,1268760.99,11.0,12301715784.0,1005327163.0,1692590184.0,137292497.0,12562263475500.0,15.822784810126578,12.655000000000001,1.65,14.74,3.285,8.172251583860849,0.13473608377192806
(주)크래프톤,259960,2021/12,460000.0,749739.5,17.86,5635100724.0,519877623.0,1246677242.0,48967045.0,22524840700000.0,402.7322404371585,7.735,0.915,6.195,2.29,9.225702404676307,0.05534677286308178
(주)크래프톤,259960,2022/12,168000.0,798429.84,10.29,6030311641.0,500154032.0,1102409521.0,49081545.0,8245699560000.0,-63.47826086956522,31.875,3.085,28.51,8.785,8.293999742889904,0.1336950871152041
(주)포스코인터내셔널,47050,2013/12,41300.0,164364.94,6.26,8268621927.0,132993497.0,785488560.0,113876291.0,4703090818300.0,-75.41666666666667,31.335,6.35,0.0,0.25,1.6084118753298997,0.1670153927165553
(주)포스코인터내셔널,47050,2014/12,31450.0,447213.4,8.01,9340867224.0,176385469.0,862138239.0,113876291.0,3581409351950.0,-23.8498789346247,23.490000000000002,5.98,0.0,0.20500000000000002,1.8883200539110887,0.24072596966068244
(주)포스코인터내셔널,47050,2015/12,16350.0,489226.18,5.35,8043303770.0,108577876.0,920151638.0,113876291.0,1861877357850.0,-48.012718600953896,33.18,3.9899999999999998,2.465,0.16,1.3499163913835373,0.4942063633356301
(주)포스코인터내셔널,47050,2016/12,27000.0,451562.44,4.49,8288782432.0,122212627.0,817736458.0,113876291.0,3074659857000.0,65.1376146788991,18.985,2.8649999999999998,2.765,0.155,1.4744340076798388,0.26595997477193456
(주)포스코인터내셔널,47050,2017/12,18150.0,536858.75,6.61,9169985984.0,166818739.0,907230886.0,123375149.0,2239258954350.0,-32.77777777777777,18.785,2.27,8.125,0.135,1.8191820499079185,0.4051478209956946
(주)포스코인터내셔널,47050,2018/12,18200.0,552861.54,5.45,9881020333.0,115741119.0,501432847.0,123375149.0,2245427711800.0,0.2754820936639035,27.259999999999998,1.9500000000000002,0.0,0.115,1.1713478476858834,0.22331284341281996
(주)포스코인터내셔널,47050,2019/12,18650.0,806547.49,7.06,8959415088.0,202398051.0,519276554.0,123375149.0,2300946528850.0,2.4725274725274637,11.94,1.365,1.4649999999999999,0.1,2.2590542910673546,0.22567953991505027
(주)포스코인터내셔널,47050,2020/12,14550.0,686018.36,7.69,8328038736.0,229524209.0,450586904.0,123375149.0,1795108417950.0,-21.983914209115284,8.635,0.93,2.01,0.095,2.756041563637607,0.2510081839594774
(주)포스코인터내셔널,47050,2021/12,22450.0,626279.27,10.86,10770734147.0,356487962.0,549333423.0,123375149.0,2769772095050.0,54.295532646048116,13.12,1.375,0.0,0.09,3.309783317781486,0.19833163312668997
(주)포스코인터내셔널,47050,2022/12,22600.0,758157.28,15.79,12516336931.0,604912380.0,665130879.0,123375149.0,2788278367400.0,0.6681514476614803,9.75,1.405,2.155,0.09,4.832982551802161,0.23854536432824602
(주)포스코퓨처엠,3670,2019/12,49250.0,131276.98,11.57,1730132565.0,101163401.0,76677503.0,60988220.0,3003669835000.0,117.92035398230087,33.59,3.385,51.155,2.1,5.847147383183323,0.025527939890903486
(주)포스코퓨처엠,3670,2020/12,104000.0,124513.47,2.96,2088053324.0,29747509.0,84122853.0,60988220.0,6342774880000.0,111.16751269035534,78.07,4.785,153.29000000000002,2.8600000000000003,1.4246527451230935,0.013262783969403624
(주)포스코퓨처엠,3670,2021/12,144000.0,201330.06,5.61,3922480304.0,133761699.0,116418951.0,77463220.0,11154703680000.0,38.46153846153846,92.12,4.825,120.28999999999999,5.654999999999999,3.4101305458078346,0.010436758728852222
(주)포스코퓨처엠,3670,2022/12,180000.0,237572.59,4.87,4637476140.0,121928567.0,168886340.0,77463220.0,13943379600000.0,25.0,113.0,5.465,0.0,4.27,2.6292009558457803,0.012112295931468436
(주)풍산,103140,2013/12,28600.0,183003.36,6.18,2684089621.0,60503280.0,126441494.0,28024278.0,801494350800.0,-84.11111111111111,9.29,0.77,7.58,0.32999999999999996,2.254145298526155,0.15775718677716724
(주)풍산,103140,2014/12,25050.0,187636.53,7.23,2859105521.0,73734126.0,121526659.0,28024278.0,702008163900.0,-12.412587412587417,8.675,0.745,76.83500000000001,0.36,2.5789228644562505,0.17311288564631463
(주)풍산,103140,2015/12,27550.0,176236.41,4.83,2607569919.0,51652436.0,129205867.0,28024278.0,772068858900.0,9.980039920159678,9.795,0.66,2.44,0.375,1.9808648513558804,0.16735018581643768
(주)풍산,103140,2016/12,40500.0,234288.44,11.84,2714949032.0,137705683.0,153289620.0,28024278.0,1134983259000.0,47.00544464609799,6.8950000000000005,0.795,5.26,0.46499999999999997,5.0721277407759455,0.13505892601011482
(주)풍산,103140,2017/12,47500.0,256505.96,11.86,2729495592.0,150694835.0,167373351.0,28024278.0,1331153205000.0,17.28395061728396,9.05,1.065,12.675,0.595,5.520977408488155,0.1257356030630599
(주)풍산,103140,2018/12,27350.0,179099.2,4.62,2668117561.0,62100098.0,159654226.0,28024278.0,766464003300.0,-42.421052631578945,17.075,0.785,13.64,0.49,2.327487323186956,0.20829970528636826
(주)풍산,103140,2019/12,23800.0,126591.25,1.28,2562507866.0,17625569.0,146472059.0,28024278.0,666977816400.0,-12.979890310786102,49.235,0.5499999999999999,4.140000000000001,0.395,0.6878249715390337,0.2196055931673712
(주)풍산,103140,2020/12,27950.0,173473.32,5.09,2552025017.0,71907051.0,149861918.0,28024278.0,783278570100.0,17.436974789915972,8.14,0.43,8.985,0.31,2.81764679111686,0.19132646253920538
(주)풍산,103140,2021/12,31150.0,308624.53,15.56,3148260459.0,243387044.0,185478172.0,28024278.0,872956259700.0,11.449016100178898,4.475,0.6599999999999999,0.0,0.42500000000000004,7.73084206880737,0.212471323664878
(주)풍산,103140,2022/12,33650.0,271418.82,9.94,3395297192.0,175261943.0,230342636.0,28024278.0,943016954700.0,8.02568218298556,4.735,0.46,11.375,0.255,5.161902864142562,0.24426139408413758
(주)하나투어,39130,2013/12,64700.0,40538.41,19.48,376496384.0,36062740.0,312295912.0,11616185.0,751567169500.0,92.27340267459138,24.725,5.075,31.275,2.7199999999999998,9.578508993063796,0.41552628251146617
(주)하나투어,39130,2014/12,77900.0,36754.63,18.25,437391987.0,35387288.0,345013490.0,11616185.0,904900811500.0,20.401854714064903,29.45,5.645,8.875,2.625,8.09052041458638,0.38127216333035635
(주)하나투어,39130,2015/12,115000.0,40726.69,16.83,504354080.0,34161709.0,414676177.0,11616185.0,1335861275000.0,47.62516046213094,57.019999999999996,10.115,47.455000000000005,4.545,6.7733583120810685,0.3104185926790939
(주)하나투어,39130,2016/12,66100.0,38337.61,4.16,520249642.0,7527451.0,574606757.0,11616185.0,767829828500.0,-42.52173913043479,107.345,6.545,21.814999999999998,2.64,1.4468921056941353,0.7483516993895998
(주)하나투어,39130,2017/12,103000.0,54570.39,6.58,604729719.0,12714207.0,641476905.0,11616185.0,1196467055000.0,55.82450832072616,39.965,6.27,20.385,2.335,2.102461083114058,0.5361425559686639
(주)하나투어,39130,2018/12,68800.0,33959.57,4.32,716121751.0,10586798.0,803404831.0,11616185.0,799193528000.0,-33.20388349514564,79.72999999999999,6.609999999999999,51.195,1.9700000000000002,1.47835168883175,1.0052694408205969
(주)하나투어,39130,2019/12,51100.0,22618.48,-4.22,1007555858.0,-11951852.0,757258614.0,11616185.0,593587053500.0,-25.726744186046513,0.0,6.925000000000001,0.0,1.47,-1.186222272949159,1.2757330361821984
(주)하나투어,39130,2020/12,56000.0,-55206.07,-108.93,703260915.0,-218571040.0,224438313.0,13939185.0,780594360000.0,9.589041095890405,0.0,4.98,0.0,8.165,-31.079651284189453,0.28752233490388013
(주)하나투어,39130,2021/12,74600.0,-79004.24,-39.92,430595585.0,-70446260.0,167551792.0,13939185.0,1039863201000.0,33.21428571428571,0.0,11.36,0.0,96.64,-16.360190966658426,0.1611286867723286
(주)하나투어,39130,2022/12,60500.0,-72004.72,-64.01,455429440.0,-64572425.0,216153549.0,16039185.0,970370692500.0,-18.900804289544237,0.0,7.92,0.0,15.649999999999999,-14.178359879414032,0.22275358341987436
(주)하이브,352820,2020/12,160000.0,112681.53,12.52,1924442638.0,87061118.0,229229622.0,35623760.0,5699801600000.0,164.46280991735537,7.4,0.36,5.395,0.905,4.523965343569778,0.04021712299600042
(주)하이브,352820,2021/12,349000.0,65314.37,6.83,4728915303.0,140834607.0,432751459.0,41353387.0,14432332063000.0,118.12499999999999,954.55,4.0600000000000005,435.565,19.97,2.9781587949070527,0.029984860181359037
(주)하이브,352820,2022/12,173500.0,45305.74,1.87,4870434315.0,48032125.0,605731451.0,41353387.0,7174812644500.0,-50.286532951289395,191.495,3.9850000000000003,64.505,17.265,0.986197983454377,0.08442470640182304
(주)한샘,9240,2013/12,50300.0,79822.23,25.62,506202072.0,61367612.0,225998912.0,23533928.0,1183756578400.0,-71.00864553314122,14.295,3.33,9.705,0.84,12.123145161681597,0.19091671051616604
(주)한샘,9240,2014/12,114500.0,109789.29,28.79,544027391.0,86692477.0,297512247.0,23533928.0,2694634756000.0,127.63419483101393,29.73,7.635,47.785,1.82,15.935314734915618,0.11040911809570678
(주)한샘,9240,2015/12,231500.0,148568.39,29.67,768849170.0,114715975.0,378737104.0,23533928.0,5448104332000.0,102.18340611353712,50.295,13.955,27.27,3.32,14.920478486046878,0.06951722671231693
(주)한샘,9240,2016/12,199000.0,170382.96,26.12,899418181.0,127527432.0,439183723.0,23533928.0,4683251672000.0,-14.038876889848817,41.915,10.71,34.78,2.83,14.178880824736186,0.0937775190741447
(주)한샘,9240,2017/12,180000.0,177883.62,18.29,975706063.0,95937543.0,457773894.0,23533928.0,4236107040000.0,-9.547738693467334,35.395,9.19,45.265,2.29,9.832627533851863,0.10806476079981207
(주)한샘,9240,2018/12,67400.0,102382.52,16.63,940149892.0,89957037.0,455777698.0,23533928.0,1586186747200.0,-62.55555555555555,39.655,5.1049999999999995,28.78,1.465,9.568371784698348,0.28734176401647343
(주)한샘,9240,2019/12,62200.0,120117.63,7.32,1202637977.0,42714882.0,417750056.0,23533928.0,1463810321600.0,-7.71513353115727,47.445,3.545,22.235,1.2249999999999999,3.5517656033574596,0.2853853739351854
(주)한샘,9240,2020/12,104500.0,152713.67,10.83,1229509761.0,66840592.0,449202465.0,23533928.0,2459295476000.0,68.0064308681672,39.98,3.6149999999999998,10.335,1.16,5.436361232759665,0.18265493893829293
(주)한샘,9240,2021/12,92600.0,127033.72,9.0,1246352553.0,57218187.0,516814573.0,23533928.0,2179241732800.0,-11.387559808612435,53.285000000000004,4.77,145.91,1.525,4.590850868181276,0.23715339387153278
(주)한샘,9240,2022/12,44600.0,41144.9,-13.37,1099679541.0,-71320633.0,460906091.0,23533928.0,1049613188800.0,-51.83585313174945,0.0,3.67,0.0,1.005,-6.485583330498644,0.4391199500141037
(주)한섬,20000,2013/12,31550.0,65601.64,6.13,1002393310.0,40824265.0,218374881.0,24630000.0,777076500000.0,-29.260089686098656,14.580000000000002,1.01,15.260000000000002,1.54,4.0726793158665435,0.2810210847966706
(주)한섬,20000,2014/12,32550.0,63804.68,5.01,1048239684.0,36375237.0,250221463.0,24630000.0,801706500000.0,3.1695721077654504,15.075,0.98,49.05,1.44,3.470125922078714,0.31211105685185286
(주)한섬,20000,2015/12,40600.0,81640.82,9.31,957470937.0,72891938.0,291963525.0,24630000.0,999978000000.0,24.731182795698924,11.184999999999999,1.065,17.935000000000002,1.415,7.612966115544874,0.2919699483388634
(주)한섬,20000,2016/12,34850.0,90389.97,6.6,1038024262.0,56475911.0,330361728.0,24630000.0,858355500000.0,-14.162561576354681,17.25,1.13,17.95,1.38,5.440712039927251,0.38487751054196073
(주)한섬,20000,2017/12,31450.0,90889.04,5.96,1252267494.0,53856248.0,629090254.0,24630000.0,774613500000.0,-9.756097560975608,14.329999999999998,0.86,17.515,1.02,4.300698393757077,0.8121343792743091
(주)한섬,20000,2018/12,36250.0,93494.38,7.75,1219779752.0,74357934.0,654830958.0,24630000.0,892837500000.0,15.262321144674097,12.59,0.9,5.5649999999999995,1.145,6.096013143198986,0.7334268083497837
(주)한섬,20000,2019/12,31550.0,132044.31,8.36,1323644545.0,85260970.0,644844430.0,24630000.0,777076500000.0,-12.96551724137931,12.41,0.99,7.22,0.9450000000000001,6.4413796228050035,0.8298339095314297
(주)한섬,20000,2020/12,30250.0,157624.79,7.85,1438544149.0,84888784.0,603656694.0,24630000.0,745057500000.0,-4.120443740095093,7.695,0.665,4.38,0.56,5.901020421167484,0.8102149082453367
(주)한섬,20000,2021/12,35600.0,211755.73,9.26,1557084758.0,111523597.0,680983449.0,24630000.0,876828000000.0,17.68595041322314,8.55,0.885,5.525,0.72,7.162333098889663,0.7766442780111948
(주)한섬,20000,2022/12,27050.0,231191.04,9.56,1684715499.0,120699266.0,776657927.0,24630000.0,666241500000.0,-24.01685393258427,6.25,0.63,10.775,0.51,7.164370843127147,1.1657303350211596
(주)한솔케미칼,14680,2013/12,27350.0,39367.12,10.7,427996740.0,20294730.0,31944755.0,11295195.0,308923583250.0,1.109057301293892,13.73,1.72,7.18,1.01,4.741795463208435,0.10340665696004289
(주)한솔케미칼,14680,2014/12,38950.0,43514.34,10.42,474362300.0,21422845.0,39192682.0,11295195.0,439947845250.0,42.41316270566728,16.485,2.0,9.620000000000001,1.32,4.516135662551598,0.08908483681225621
(주)한솔케미칼,14680,2015/12,62100.0,59502.91,15.01,521035797.0,34294928.0,42891801.0,11295195.0,701431609500.0,59.43517329910142,24.46,3.76,19.6,2.755,6.582067527310412,0.06114894227617496
(주)한솔케미칼,14680,2016/12,83300.0,81401.36,21.29,699716322.0,58922578.0,56610090.0,11295195.0,940889743500.0,34.13848631239935,15.780000000000001,3.2399999999999998,11.53,2.555,8.420923758299868,0.06016655021598713
(주)한솔케미칼,14680,2017/12,72500.0,79977.63,17.99,723320120.0,58071494.0,63135177.0,11295195.0,818901637500.0,-12.965186074429768,19.025,3.085,13.625,2.545,8.028463801062246,0.07709738765786751
(주)한솔케미칼,14680,2018/12,77500.0,107538.04,20.12,791727785.0,67755735.0,64352767.0,11295195.0,875377612500.0,6.896551724137923,12.95,2.55,9.555,2.095,8.557958465484447,0.07351429380997564
(주)한솔케미칼,14680,2019/12,106000.0,119553.48,20.88,939194151.0,91031210.0,64336868.0,11295195.0,1197290670000.0,36.77419354838709,14.23,2.665,14.1,2.58,9.692480506088671,0.05373537906212866
(주)한솔케미칼,14680,2020/12,196500.0,150871.2,24.5,999200502.0,130080716.0,61942196.0,11295195.0,2219505817500.0,85.37735849056605,14.15,3.15,11.145,3.255,13.018479848601997,0.027908102565719
(주)한솔케미칼,14680,2021/12,305500.0,194861.49,23.88,1197174769.0,158670882.0,70287140.0,11335195.0,3462902072500.0,55.470737913486005,24.92,5.58,27.36,5.6899999999999995,13.25377765291009,0.020297178068699198
(주)한솔케미칼,14680,2022/12,185500.0,177770.41,21.36,1253310603.0,166977755.0,79691991.0,11335195.0,2102678672500.0,-39.279869067103114,22.14,4.29,20.685000000000002,4.195,13.322934841555792,0.0379002231973226
(주)한진칼,180640,2014/12,30700.0,34652.3,17.37,2416821444.0,324085761.0,70506861.0,52482995.0,1611227946500.0,-83.45013477088949,35.985,0.65,18.545,19.02,13.409586455158912,0.043759705852395976
(주)한진칼,180640,2015/12,19500.0,28067.41,-14.94,2315048939.0,-193723899.0,84917981.0,52773256.0,1029078492000.0,-36.48208469055375,155.91500000000002,1.1400000000000001,54.965,36.04,-8.368026080851676,0.08251846837743453
(주)한진칼,180640,2016/12,15350.0,42552.28,-36.81,2062032036.0,-422943694.0,94053208.0,59170458.0,908266530300.0,-21.282051282051285,0.0,0.835,26.07,17.415,-20.511014698900635,0.10355243187144006
(주)한진칼,180640,2017/12,18300.0,45300.23,17.56,2775783760.0,229432997.0,101922085.0,59170458.0,1082819381400.0,19.218241042345284,5.074999999999999,0.835,31.715,21.08,8.265521266685413,0.09412657988096113
(주)한진칼,180640,2018/12,29800.0,47331.04,-2.36,2850066743.0,-12795634.0,149832414.0,59170458.0,1763279648400.0,62.841530054644814,47.519999999999996,0.98,0.0,23.759999999999998,-0.44895910004308276,0.08497371028807481
(주)한진칼,180640,2019/12,40000.0,49801.78,-17.65,2693659191.0,-260570999.0,138483835.0,59170458.0,2366818320000.0,34.228187919463096,72.21000000000001,1.46,43.72,34.03,-9.673495439609235,0.058510547188936744
(주)한진칼,180640,2020/12,63100.0,20312.31,-19.55,3488569253.0,-341532739.0,91041221.0,66262510.0,4181164381000.0,57.74999999999999,0.0,2.205,191.77,106.245,-9.790051858832914,0.0217741310085077
(주)한진칼,180640,2021/12,61400.0,17660.76,1.11,3754742183.0,-35695759.0,93886115.0,66738873.0,4097766802200.0,-2.694136291600635,0.0,2.2199999999999998,195.71499999999997,129.69,-0.9506846877960462,0.022911531947009435
(주)한진칼,180640,2022/12,37450.0,25660.61,33.64,3915077621.0,659568334.0,62600962.0,66761796.0,2500229260200.0,-39.00651465798045,8.855,1.45,0.0,73.30000000000001,16.84687758071911,0.025038088705110338
(주)한화,880,2013/12,39200.0,159369.98,2.8,113322609673.0,224668731.0,1902975864.0,74958735.0,2938382412000.0,4.672897196261672,49.595,1.06,8.395,0.5,0.19825587466463815,0.6476270264307585
(주)한화,880,2014/12,31250.0,214552.49,-8.42,123684262290.0,-163026544.0,1710600805.0,74958735.0,2342460468750.0,-20.280612244897956,25.19,0.945,10.83,0.475,-0.13180863998505724,0.7302581314906128
(주)한화,880,2015/12,39400.0,235674.35,-6.7,145621715231.0,120514957.0,2190236766.0,74958735.0,2953374159000.0,26.07999999999999,84.63499999999999,1.2149999999999999,1287.58,0.605,0.08275891875660639,0.7416049061462652
(주)한화,880,2016/12,35050.0,304571.7,11.48,154871038000.0,1288691000.0,2384544000.0,74958735.0,2627303661750.0,-11.040609137055835,27.235,0.98,8.85,0.5700000000000001,0.8321058712087924,0.9076012166829996
(주)한화,880,2017/12,41500.0,342691.62,9.06,160194978000.0,1310937000.0,2324387000.0,74958735.0,3110787502500.0,18.402282453637664,26.575,1.4,7.3549999999999995,0.92,0.8183383876116267,0.7472021146195279
(주)한화,880,2018/12,31350.0,385988.06,10.73,169548577000.0,799340000.0,2454774000.0,74958735.0,2349956342250.0,-24.457831325301203,12.915000000000001,1.125,15.225000000000001,0.7,0.47145190726077285,1.0446040872613152
(주)한화,880,2019/12,25000.0,283193.15,2.09,182286178000.0,231054000.0,2627329000.0,74958735.0,1873968375000.0,-20.25518341307815,27.56,0.8400000000000001,13.855,0.625,0.12675343930904076,1.4020135211726825
(주)한화,880,2020/12,28300.0,266452.01,4.79,191178338000.0,740501000.0,2552485000.0,74958735.0,2121332200500.0,13.199999999999989,17.71,0.6799999999999999,6.405,0.57,0.38733520112514,1.2032462428083526
(주)한화,880,2021/12,31400.0,319774.07,19.33,202366402000.0,2162057000.0,2776610000.0,74958735.0,2353704279000.0,10.954063604240272,24.314999999999998,0.93,10.785,0.815,1.0683873304225668,1.1796766589470096
(주)한화,880,2022/12,25650.0,293429.51,26.13,211175324000.0,2243337000.0,3397376000.0,74958735.0,1922691552750.0,-18.312101910828027,9.55,0.855,26.240000000000002,0.705,1.0623101968106843,1.7669896115894297
(주)현대미포조선,10620,2013/12,178000.0,-162790.3,-7.58,10227698199.0,-267114970.0,278501031.0,20000000.0,3560000000000.0,593.9571150097466,0.0,0.94,67.75999999999999,0.8400000000000001,-2.6116821674119874,0.07823062668539327
(주)현대미포조선,10620,2014/12,69700.0,-788833.43,-25.88,10063720316.0,-679259389.0,335320861.0,20000000.0,1394000000000.0,-60.84269662921349,0.0,1.44,0.0,0.77,-6.749585319060053,0.24054581133428982
(주)현대미포조선,10620,2015/12,52100.0,84658.26,2.2,9438010980.0,25678786.0,339744268.0,20000000.0,1042000000000.0,-25.251076040172173,55.334999999999994,0.855,0.0,0.385,0.27207836539304386,0.3260501612284069
(주)현대미포조선,10620,2016/12,67200.0,192605.57,1.81,9226316948.0,39599709.0,343588627.0,20000000.0,1344000000000.0,28.9827255278311,33.735,0.625,0.0,0.395,0.42920386567235885,0.2556462998511905
(주)현대미포조선,10620,2017/12,78700.0,109845.61,20.05,8319438717.0,445156720.0,100594363.0,20000000.0,1574000000000.0,17.113095238095234,4.205,0.805,0.0,0.735,5.35080232143983,0.06391001461245235
(주)현대미포조선,10620,2018/12,60000.0,83884.09,3.77,3463733941.0,120655434.0,100619243.0,39942149.0,2396528940000.0,-23.761118170266837,19.605,0.76,0.0,0.715,3.48339208655172,0.04198540702788258
(주)현대미포조선,10620,2019/12,46050.0,94218.58,2.31,3380628394.0,61178074.0,98343287.0,39942149.0,1839335961450.0,-23.250000000000004,47.725,0.895,0.0,0.685,1.8096657446461712,0.05346673422427583
(주)현대미포조선,10620,2020/12,48000.0,45932.46,-0.84,3599025550.0,-12262320.0,94741300.0,39942149.0,1917223152000.0,4.234527687296419,0.0,0.635,6.2749999999999995,0.53,-0.340712224174124,0.049415896058405205
(주)현대미포조선,10620,2021/12,70000.0,-186114.32,-7.11,3878320283.0,-160108518.0,96299817.0,39942149.0,2795950430000.0,45.83333333333333,0.0,1.2850000000000001,60.355,0.97,-4.128295404116319,0.034442605264643406
