회사명,종목코드,회계년도,종가,ROE,시가총액,PER,PBR,PCR,PSR,PRR,RDS,RDO,RDN,ROA,판관비,EY,수정종가,수익률
DB하이텍,000990,2016,15900.0,3.046630838186684,705448528800.0,-0.5104109283613721,0.4469049776454373,-0.5108430123909847,-0.34146335674732214,-0.04854032201765284,2.6558405020992844,0.015880031730881598,0.11233187023304722,1.3267164808839536,-0.477949169873098,0.05399415617795531,18100.0,20.782312925170068
DB하이텍,000990,2017,12000.0,2.7599678787629283,532413984000.0,-0.4784544206173043,0.28110254226836523,-0.4746412354011579,-0.31010301150078096,-0.048550261739987007,3.1252886306286225,0.04397037310057913,0.07684361735518695,1.9205835736128123,-0.369356634638675,0.06522891964322351,20350.0,1.2430939226519344
DB하이텍,000990,2018,10850.0,1.27722843346764,481724679800.0,-0.5261272436453399,-0.10694571074180367,-0.48828652057424654,-0.32813521001754214,-0.04855222302711995,3.073470865485923,0.07979114088438277,0.11230932903875321,1.100670048743993,-0.3555995373296101,0.06453013542768941,14150.0,-3.0466830466830466
DB하이텍,000990,2019,27600.0,1.3167681520088474,1225401028800.0,-0.5272498375941949,-0.06108546265878375,-0.44317353694076994,-0.3210791323370704,-0.048513484273451715,2.6104749183609455,0.013152966532638786,0.08754026495952891,1.5096871371031382,-0.6773467534577721,0.025110753090008264,13000.0,-0.8127208480565373
DB하이텍,000990,2020,51000.0,2.1174474524683036,2264327988000.0,-0.499708866048956,0.3163796561783805,-0.45946433658619207,-0.2395422346960634,-0.04846434839340168,2.3453140468512936,-0.011693182041325034,0.032869106687769045,2.7569292953053766,-0.7823385900793766,0.005489500014182707,20900.0,6.0769230769230775
HJ중공업,097230,2020,7320.0,2.7726770740083166,609567736920.0,-0.5213375094635593,0.21054831444833447,-0.5293616136973193,-0.43554439248694554,-0.04768894401719414,-0.3790598053858008,-0.09586211036047491,-0.06852010195800255,-0.17238512093654465,-0.5777455109206892,-0.0383816691234302,4390.0,-6.700984444277448
MH에탄올,023150,2016,7900.0,0.7533271627966381,58290355400.0,-0.5297943838782657,-0.41032889036793574,-0.4639199399080169,-0.30696697697612685,-0.04857932414232407,-0.43235074890596875,-0.11203147544783282,-0.07658309202675136,1.9691603557568516,-0.7831362674896588,0.03605614053633876,7640.0,-0.6257668711656439
MH에탄올,023150,2017,6340.0,0.33109945408874175,46779854840.0,-0.5012056579807624,-0.4702999840149619,-0.4572365349252796,-0.31872710644357977,-0.04857932414232407,-0.43235074890596875,-0.11203147544783282,-0.07658309202675136,-0.9272542598339321,-0.5443600084082856,0.003976989230581184,7810.0,0.22251308900523625
MH에탄올,023150,2018,5890.0,-1.2716712796352128,43459518140.0,-0.5377273811168399,-0.6114084396550233,-0.416718392217435,-0.34773542579663036,-0.04857932414232407,-0.43235074890596875,-0.11203147544783282,-0.07658309202675136,-1.5057245459112998,0.18623490414654834,-0.0016429874080501504,6580.0,-1.574903969270166
MH에탄올,023150,2020,8410.0,0.4821976642283569,62053403660.0,0.30429292012088216,-0.135167401869816,-0.3285809890075873,-0.2669825367867869,-0.04857932414232407,-0.43235074890596875,-0.11203147544783282,-0.07658309202675136,-0.9316079581007758,-0.1033581342703291,-0.01610758067837788,8050.0,2.1601208459214494
