,회사명,거래소코드,회계년도,정상영업이익증가율,순이익증가율,1주당순이익,부채비율,매출액정상영업이익률,매출액증가율,PER,PBR,PCR
12,(주)DB하이텍,990,2007/12,0.0,0.0,-1151.0,319.3,-2.62,0.0,0.0,0.75,0.0
13,(주)DB하이텍,990,2008/12,0.0,0.0,-8904.0,342.61,1.8,28.57,0.0,0.35,0.0
14,(주)DB하이텍,990,2009/12,0.0,0.0,-5481.0,348.79,-11.01,-34.26,0.0,0.505,3.13
15,(주)DB하이텍,990,2010/12,0.0,0.0,-5072.0,247.03,-61.04,-49.85,0.0,1.2149999999999999,6.58
16,(주)DB하이텍,990,2011/12,0.0,0.0,-2541.0,289.22,-7.81,-10.94,0.0,2.435,8.705
17,(주)DB하이텍,990,2012/12,0.0,0.0,-780.0,298.0,-2.64,6.98,0.0,1.9200000000000002,5.575
18,(주)DB하이텍,990,2013/12,0.0,0.0,-2066.0,416.9,-1.95,-16.42,0.0,2.52,10.870000000000001
19,(주)DB하이텍,990,2014/12,0.0,0.0,-1915.0,715.95,8.03,14.98,0.0,3.635,5.695
20,(주)DB하이텍,990,2015/12,174.29,0.0,3112.0,287.57,18.75,17.42,4.105,2.15,3.48
21,(주)DB하이텍,990,2016/12,37.98,-30.29,2042.0,188.6,22.3,15.98,8.26,2.145,2.945
22,(주)DB하이텍,990,2017/12,-16.95,24.71,2546.0,118.07,21.07,-12.08,10.395,1.9100000000000001,4.245
23,(주)DB하이텍,990,2018/12,-21.09,-21.19,2002.0,91.0,16.88,-1.54,7.21,1.36,3.755
24,(주)DB하이텍,990,2019/12,60.45,20.51,2410.0,68.91,22.45,20.64,7.135,1.425,5.375
25,(주)DB하이텍,990,2020/12,32.02,58.67,3822.0,48.33,25.57,15.92,8.975,1.96,4.79
26,(주)DB하이텍,990,2021/12,66.76,90.87,7292.0,40.13,32.86,29.78,8.98,2.665,7.275
27,(주)DB하이텍,990,2022/12,92.62,76.35,12858.0,29.57,45.89,37.92,4.79,1.71,3.675
53,(주)강원랜드,35250,2007/12,0.0,0.0,1383.0,28.85,39.21,0.0,16.225,3.305,10.96
54,(주)강원랜드,35250,2008/12,12.58,5.63,1472.0,27.28,40.96,7.76,11.815,2.46,9.62
55,(주)강원랜드,35250,2009/12,0.0,0.0,1902.0,26.31,38.42,0.0,7.925,1.82,6.285
56,(주)강원랜드,35250,2010/12,19.84,9.28,2088.0,24.29,42.29,8.88,11.450000000000001,2.605,10.120000000000001
57,(주)강원랜드,35250,2011/12,-12.08,-10.57,1875.0,20.11,38.6,-3.66,14.969999999999999,2.81,13.73
58,(주)강원랜드,35250,2012/12,-17.13,-19.66,1509.0,22.54,31.24,2.41,19.555,2.6,12.65
59,(주)강원랜드,35250,2013/12,-4.16,-2.82,1468.0,23.21,28.51,5.02,22.895,2.825,15.535
60,(주)강원랜드,35250,2014/12,32.25,20.75,1772.0,24.76,34.29,9.94,19.025,2.7199999999999998,13.395
61,(주)강원랜드,35250,2015/12,16.02,22.9,2178.0,23.12,36.44,9.17,18.81,2.8949999999999996,13.92
62,(주)강원랜드,35250,2016/12,3.9,2.93,2242.0,22.33,36.46,3.84,18.795,2.8049999999999997,14.235
63,(주)강원랜드,35250,2017/12,-14.18,-3.73,2159.0,19.55,33.09,-5.43,17.61,2.33,16.52
64,(주)강원랜드,35250,2018/12,-18.87,-32.06,1467.0,17.97,29.95,-10.37,21.424999999999997,1.87,17.405
65,(주)강원랜드,35250,2019/12,16.36,12.56,1651.0,19.38,32.97,5.7,19.825,1.88,16.265
66,(주)강원랜드,35250,2020/12,0.0,0.0,-1361.0,12.15,-90.18,-68.52,0.0,1.51,0.0
67,(주)강원랜드,35250,2021/12,0.0,0.0,-52.0,17.66,-6.68,64.74,0.0,1.69,25.509999999999998
68,(주)강원랜드,35250,2022/12,0.0,0.0,570.0,22.03,17.12,61.17,47.305,1.645,13.059999999999999
69,(주)녹십자,6280,2007/12,0.0,0.0,5041.0,80.35,13.21,0.0,15.165000000000001,3.09,19.095
70,(주)녹십자,6280,2008/12,16.23,10.18,5525.0,105.62,13.16,16.69,15.625,3.13,0.0
71,(주)녹십자,6280,2009/12,75.75,64.76,9021.0,98.71,18.56,24.63,16.655,4.015000000000001,11.969999999999999
72,(주)녹십자,6280,2010/12,0.0,0.0,12040.0,39.98,19.21,0.0,11.205,2.4899999999999998,15.030000000000001
73,(주)녹십자,6280,2011/12,0.0,0.0,5544.0,36.5,11.5,0.0,27.965,2.585,28.405
74,(주)녹십자,6280,2012/12,-15.83,-3.11,5305.0,39.28,9.16,5.71,26.985,2.315,29.545
75,(주)녹십자,6280,2013/12,5.99,30.62,6140.0,31.55,8.87,9.41,22.625,1.99,64.655
76,(주)녹십자,6280,2014/12,23.04,19.81,7260.0,44.5,9.94,9.81,25.475,1.895,28.97
77,(주)녹십자,6280,2015/12,-5.45,13.13,8213.0,41.84,8.75,7.43,21.48,2.63,38.995
78,(주)녹십자,6280,2016/12,-14.43,-33.69,5451.0,46.42,6.55,14.32,36.225,2.485,0.0
79,(주)녹십자,6280,2017/12,15.1,-15.44,4665.0,53.65,7.01,7.51,40.755,2.355,48.06
80,(주)녹십자,6280,2018/12,-44.46,-35.34,3017.0,53.03,3.76,3.65,46.265,2.31,181.535
81,(주)녹십자,6280,2019/12,-19.73,-110.57,-319.0,65.47,2.94,2.61,126.285,1.5699999999999998,35.015
82,(주)녹십자,6280,2020/12,24.84,0.0,7101.0,69.49,3.34,9.81,60.51,3.255,65.86
83,(주)녹십자,6280,2021/12,46.58,52.02,10796.0,64.17,4.79,2.24,31.009999999999998,3.995,37.260000000000005
84,(주)녹십자,6280,2022/12,10.32,-46.88,5735.0,61.21,4.75,11.28,36.365,1.805,23.915
85,(주)녹십자홀딩스,5250,2007/12,0.0,0.0,6884.0,592.62,6.13,0.0,29.534999999999997,1.9649999999999999,8.375
86,(주)녹십자홀딩스,5250,2008/12,-9.36,-13.09,5975.0,694.22,5.11,8.85,15.665000000000001,1.615,38.37
87,(주)녹십자홀딩스,5250,2009/12,108.82,76.06,10549.0,540.01,8.63,23.58,11.4,1.44,55.7
88,(주)녹십자홀딩스,5250,2010/12,29.73,93.34,1845.0,392.43,20.24,-44.69,32.8,0.99,181.33499999999998
89,(주)녹십자홀딩스,5250,2011/12,-41.49,-61.94,571.0,413.89,12.2,-2.95,252.81,8.11,457.34000000000003
90,(주)녹십자홀딩스,5250,2012/12,-10.84,122.39,1426.0,48.67,10.39,4.72,19.735,1.42,351.83000000000004
91,(주)녹십자홀딩스,5250,2013/12,6.66,-29.24,974.0,47.69,10.11,9.54,45.735,1.335,0.0
92,(주)녹십자홀딩스,5250,2014/12,21.38,30.34,1259.0,51.63,11.03,11.35,46.855,1.69,179.245
93,(주)녹십자홀딩스,5250,2015/12,-6.58,15.26,1439.0,57.46,9.5,8.43,113.2,3.7249999999999996,0.0
94,(주)녹십자홀딩스,5250,2016/12,-7.76,-27.89,1039.0,63.34,7.33,19.56,66.05499999999999,3.2,31.935000000000002
95,(주)녹십자홀딩스,5250,2017/12,12.81,-8.08,955.0,77.87,7.64,8.2,78.19,2.81,26.275
96,(주)녹십자홀딩스,5250,2018/12,-55.94,-57.42,406.0,80.89,3.19,5.68,82.02000000000001,2.81,26.79
97,(주)녹십자홀딩스,5250,2019/12,-38.42,-83.98,59.0,84.11,1.99,-1.54,39.515,1.92,32.42
98,(주)녹십자홀딩스,5250,2020/12,132.83,0.0,3793.0,93.68,4.11,12.76,31.52,2.63,33.800000000000004
99,(주)녹십자홀딩스,5250,2021/12,21.93,-67.67,1222.0,83.01,4.69,7.05,55.879999999999995,3.165,56.32
100,(주)녹십자홀딩스,5250,2022/12,-17.49,-40.61,727.0,82.61,3.42,12.99,68.155,1.74,95.73
101,(주)농심,4370,2007/12,0.0,0.0,17870.0,54.83,7.37,0.0,13.475000000000001,1.395,8.425
102,(주)농심,4370,2008/12,-9.14,-24.1,13569.0,59.9,5.94,12.71,15.87,1.155,7.8500000000000005
103,(주)농심,4370,2009/12,9.75,62.44,22041.0,53.98,5.72,14.02,10.965,1.19,7.015000000000001
104,(주)농심,4370,2010/12,42.08,9.65,24168.0,49.96,7.83,3.78,10.120000000000001,1.005,6.5600000000000005
105,(주)농심,4370,2011/12,-28.98,-39.34,14662.0,49.44,5.34,4.23,16.835,1.015,12.91
106,(주)농심,4370,2012/12,-16.36,0.0,-1173.0,47.42,4.45,0.22,7315.405,1.085,54.224999999999994
107,(주)농심,4370,2013/12,-4.43,0.0,15286.0,46.07,4.44,-4.09,19.425,1.225,11.9
108,(주)농심,4370,2014/12,-20.58,-26.46,11241.0,43.17,3.6,-2.15,25.115000000000002,1.1400000000000001,21.02
109,(주)농심,4370,2015/12,60.84,80.51,20291.0,46.9,5.42,6.85,17.955000000000002,1.3,11.094999999999999
110,(주)농심,4370,2016/12,-24.17,69.84,34464.0,37.67,4.05,1.62,12.870000000000001,1.43,11.934999999999999
111,(주)농심,4370,2017/12,7.45,-54.51,15678.0,33.07,4.36,-0.39,25.33,1.13,24.48
112,(주)농심,4370,2018/12,-8.12,-7.02,14577.0,33.44,3.96,1.28,22.95,0.9349999999999999,16.39
113,(주)농심,4370,2019/12,-11.0,-15.77,12277.0,36.7,3.36,4.81,29.0,0.87,12.265
114,(주)농심,4370,2020/12,103.38,109.18,25682.0,33.02,6.07,12.62,20.455,0.98,10.335
115,(주)농심,4370,2021/12,-33.79,-32.78,17263.0,31.77,3.99,0.88,26.295,0.94,13.525
116,(주)농심,4370,2022/12,5.68,16.32,20081.0,31.07,3.58,17.5,24.69,0.92,14.965
117,(주)대우건설,47040,2007/12,0.0,0.0,2893.0,121.01,9.45,0.0,8.085,2.66,0.0
118,(주)대우건설,47040,2008/12,-38.48,-74.83,767.0,184.43,5.43,7.08,21.985,1.72,0.0
119,(주)대우건설,47040,2009/12,-33.06,-59.71,310.0,191.1,3.37,7.84,48.165,1.285,47.02
120,(주)대우건설,47040,2010/12,0.0,0.0,-2578.0,193.99,-14.77,-5.55,0.0,1.4900000000000002,0.0
121,(주)대우건설,47040,2011/12,0.0,0.0,431.0,177.49,4.73,4.56,21.65,1.49,0.0
122,(주)대우건설,47040,2012/12,4.17,-0.1,431.0,189.05,4.2,17.15,26.060000000000002,1.255,0.0
123,(주)대우건설,47040,2013/12,0.0,0.0,-1747.0,281.46,-2.79,6.79,0.0,1.395,0.0
124,(주)대우건설,47040,2014/12,0.0,0.0,255.0,276.44,4.27,13.81,30.55,1.28,9.094999999999999
125,(주)대우건설,47040,2015/12,-19.57,36.73,349.0,258.64,3.46,-0.59,20.52,1.115,4.225
126,(주)대우건설,47040,2016/12,-236.05,-613.53,-1791.0,381.68,-4.21,11.78,0.0,1.34,11.61
127,(주)대우건설,47040,2017/12,0.0,0.0,630.0,285.25,3.65,5.95,12.51,1.29,17.009999999999998
128,(주)대우건설,47040,2018/12,46.55,15.35,727.0,276.83,5.93,-9.87,9.855,1.13,35.44
129,(주)대우건설,47040,2019/12,-42.1,-30.16,508.0,289.74,4.21,-18.42,264.305,0.96,0.0
130,(주)대우건설,47040,2020/12,53.34,36.05,691.0,247.63,6.86,-5.95,9.045,0.695,5.97
131,(주)대우건설,47040,2021/12,0.0,0.0,1180.0,225.15,8.5,0.0,8.5,1.1400000000000001,2.05
132,(주)대우건설,47040,2022/12,2.94,3.99,1227.0,199.1,7.29,19.97,9.345,0.81,0.0
137,(주)대웅,3090,2011/12,0.0,0.0,5290.0,41.91,16.96,0.0,18.375,0.675,20.375
138,(주)대웅,3090,2012/12,-12.82,2.15,5246.0,30.1,13.56,9.01,10.035,0.78,13.780000000000001
139,(주)대웅,3090,2013/12,123.43,-7.76,4816.0,30.77,11.53,162.9,37.25,1.28,50.44
140,(주)대웅,3090,2014/12,-19.07,-41.6,2794.0,42.61,8.8,6.0,47.925,1.875,48.665
141,(주)대웅,3090,2015/12,1.33,62.21,4533.0,49.95,8.0,11.51,114.01,3.4,84.72999999999999
142,(주)대웅,3090,2016/12,-23.49,-48.66,2301.0,69.7,6.01,1.82,111.53999999999999,2.19,71.34
143,(주)대웅,3090,2017/12,38.61,234.07,1534.0,64.93,7.52,10.74,39.815,1.445,51.114999999999995
144,(주)대웅,3090,2018/12,1.46,-54.92,692.0,65.11,6.97,9.55,90.9,3.5,171.04
145,(주)대웅,3090,2019/12,25.38,109.08,1446.0,62.55,7.87,10.91,155.695,3.105,94.39500000000001
146,(주)대웅,3090,2020/12,-8.82,57.56,2343.0,64.52,7.23,-0.76,58.985,8.02,65.24
147,(주)대웅,3090,2021/12,0.0,0.0,1897.0,67.13,12.08,0.0,60.22,7.620000000000001,59.160000000000004
148,(주)대웅,3090,2022/12,13.53,30.15,2467.0,68.73,12.22,12.3,29.365000000000002,3.6550000000000002,34.879999999999995
153,(주)대웅제약,69620,2011/12,0.0,0.0,5148.0,37.54,8.96,0.0,7.735,1.225,4.995
154,(주)대웅제약,69620,2012/12,-42.04,-32.09,3401.0,24.77,5.51,-5.85,11.579999999999998,1.155,8.825
155,(주)대웅제약,69620,2013/12,93.51,71.36,5658.0,32.21,10.46,2.02,13.355,1.955,14.065
156,(주)대웅제약,69620,2014/12,-27.22,-45.99,3056.0,52.42,7.06,7.82,24.91,1.93,29.545
157,(주)대웅제약,69620,2015/12,-16.13,36.09,4160.0,62.78,5.19,14.1,24.345,2.635,31.88
158,(주)대웅제약,69620,2016/12,-40.56,-37.18,2613.0,89.35,2.93,5.27,32.085,2.2750000000000004,77.155
159,(주)대웅제약,69620,2017/12,50.45,17.1,3060.0,92.15,4.06,8.64,38.555,3.0500000000000003,22.365
160,(주)대웅제약,69620,2018/12,-36.94,-147.98,-1468.0,98.72,2.38,7.41,1406.0149999999999,4.52,38.74
161,(주)대웅제약,69620,2019/12,81.91,0.0,2132.0,95.88,4.01,7.95,98.81,4.395,52.614999999999995
162,(주)대웅제약,69620,2020/12,-62.0,-42.05,1196.0,96.61,1.61,-5.21,645.4499999999999,4.34,20.595
163,(주)대웅제약,69620,2021/12,0.0,0.0,2241.0,101.48,7.71,0.0,52.6,4.09,39.265
164,(주)대웅제약,69620,2022/12,7.76,71.28,3816.0,110.91,7.48,11.03,38.475,3.925,20.2
165,(주)대한항공,3490,2007/12,0.0,0.0,182.0,256.52,8.02,0.0,413.72499999999997,1.07,6.6049999999999995
166,(주)대한항공,3490,2008/12,0.0,0.0,-28767.0,436.01,-0.42,15.62,0.0,1.4649999999999999,0.0
167,(주)대한항공,3490,2009/12,0.0,0.0,-1464.0,429.76,1.81,-7.86,0.0,1.135,6.3999999999999995
168,(주)대한항공,3490,2010/12,606.5,0.0,8339.0,510.57,10.62,20.49,13.55,2.255,1.655
169,(주)대한항공,3490,2011/12,-62.76,0.0,-3240.0,708.55,3.75,5.4,0.0,2.3,2.355
170,(주)대한항공,3490,2012/12,-30.77,0.0,3673.0,690.99,2.5,3.67,14.27,1.7850000000000001,1.795
171,(주)대한항공,3490,2013/12,0.0,0.0,-3517.0,736.45,-0.17,-6.85,0.0,1.3399999999999999,1.4649999999999999
172,(주)대한항공,3490,2014/12,0.0,0.0,-8185.0,966.06,3.32,0.52,0.0,1.46,1.3199999999999998
173,(주)대한항공,3490,2015/12,123.54,0.0,-7968.0,867.59,7.65,-3.06,0.0,1.435,1.085
174,(주)대한항공,3490,2016/12,26.92,0.0,-7639.0,1178.12,9.55,1.62,0.0,1.705,0.7849999999999999
175,(주)대한항공,3490,2017/12,-16.15,0.0,8639.0,557.1,7.77,3.07,3.255,0.895,1.05
176,(주)대한항공,3490,2018/12,-33.61,-126.03,-2148.0,783.45,4.8,7.6,0.0,1.2,1.2
177,(주)대한항공,3490,2019/12,-59.79,0.0,-6557.0,871.45,2.03,-2.59,0.0,1.195,1.325
178,(주)대한항공,3490,2020/12,-57.7,0.0,-1979.0,660.63,1.43,-40.03,0.0,0.66,1.43
179,(주)대한항공,3490,2021/12,0.0,0.0,1743.0,288.48,15.73,0.0,14.99,1.4249999999999998,2.7350000000000003
180,(주)대한항공,3490,2022/12,99.62,199.19,4787.0,212.06,20.08,56.33,5.495,1.1199999999999999,1.82
182,(주)더블유게임즈,192080,2015/12,0.0,0.0,2527.0,3.88,26.05,0.0,0.0,0.0,0.0
183,(주)더블유게임즈,192080,2016/12,0.0,0.0,2952.0,15.53,28.82,0.0,0.0,0.0,0.0
184,(주)더블유게임즈,192080,2017/12,80.61,-27.59,2204.0,146.45,25.37,105.19,0.0,0.0,0.0
185,(주)더블유게임즈,192080,2018/12,67.56,148.16,5279.0,92.33,28.11,51.25,0.0,0.0,0.0
186,(주)더블유게임즈,192080,2019/12,13.89,25.67,6541.0,66.07,30.09,6.38,10.209999999999999,1.755,15.079999999999998
187,(주)더블유게임즈,192080,2020/12,25.6,1.82,6634.0,10.27,29.5,28.09,8.355,1.605,12.98
188,(주)더블유게임즈,192080,2021/12,-1.97,11.72,7391.0,16.63,30.5,-5.18,10.145,1.4900000000000002,18.575000000000003
189,(주)더블유게임즈,192080,2022/12,-3.42,0.0,-7815.0,22.79,29.79,-1.09,0.0,1.4,21.125
190,(주)동서,26960,2007/12,0.0,0.0,2603.0,16.85,12.01,0.0,0.0,0.0,0.0
191,(주)동서,26960,2008/12,19.56,17.85,3068.0,15.17,12.1,18.58,0.0,0.0,0.0
192,(주)동서,26960,2009/12,31.3,19.64,3670.0,12.68,14.61,8.76,0.0,0.0,0.0
193,(주)동서,26960,2010/12,7.25,8.36,3977.0,12.71,13.64,14.92,0.0,0.0,0.0
194,(주)동서,26960,2011/12,2.77,-22.12,3312.0,13.15,11.85,15.19,0.0,0.0,0.0
195,(주)동서,26960,2012/12,-2.26,25.82,2084.0,11.11,11.17,3.73,0.0,0.0,0.0
196,(주)동서,26960,2013/12,-0.73,1.02,1246.0,10.86,10.83,2.32,0.0,0.0,0.0
197,(주)동서,26960,2014/12,6.25,3.1,1284.0,9.45,10.77,6.86,0.0,0.0,0.0
198,(주)동서,26960,2015/12,-9.8,-4.65,1225.0,10.2,9.59,1.34,0.0,0.0,0.0
199,(주)동서,26960,2016/12,-6.63,-2.1,1199.0,10.83,8.88,0.86,25.104999999999997,2.6950000000000003,30.68
200,(주)동서,26960,2017/12,4.54,2.78,1233.0,11.49,8.53,8.81,23.770000000000003,2.5300000000000002,30.285
201,(주)동서,26960,2018/12,-9.35,-4.7,1179.0,11.01,7.67,0.79,19.68,1.9250000000000003,26.425
202,(주)동서,26960,2019/12,-10.98,17.45,1388.0,9.34,7.66,-10.88,14.015,1.5150000000000001,15.575
203,(주)동서,26960,2020/12,17.27,-14.54,1186.0,9.2,9.15,-1.83,21.689999999999998,1.935,33.565
204,(주)동서,26960,2021/12,0.0,0.0,1149.0,9.25,7.17,0.0,32.015,2.665,44.605000000000004
205,(주)동서,26960,2022/12,2.09,48.08,1701.0,5.33,7.04,3.95,15.04,1.7349999999999999,30.535
206,(주)두산,150,2007/12,0.0,0.0,4159.0,442.18,7.75,0.0,156.315,8.31,29.99
207,(주)두산,150,2008/12,-12.26,0.0,4623.0,441.03,4.85,40.24,37.71,2.725,35.805
208,(주)두산,150,2009/12,-48.65,0.0,9627.0,407.56,2.6,-4.3,13.239999999999998,1.755,107.225
209,(주)두산,150,2010/12,68.65,0.0,40361.0,72.85,23.98,-81.7,29.085,1.915,40.9
210,(주)두산,150,2011/12,-49.63,-60.26,15521.0,80.46,11.24,7.48,27.02,2.2199999999999998,22.865000000000002
211,(주)두산,150,2012/12,-54.78,-72.54,3871.0,85.78,5.35,-4.95,50.31,2.235,19.625
212,(주)두산,150,2013/12,463.5,47.43,5849.0,244.07,5.26,472.18,23.65,1.9,15.3
213,(주)두산,150,2014/12,-12.71,-47.11,3129.0,252.37,4.93,-6.69,17.085,1.6,12.91
214,(주)두산,150,2015/12,-73.75,0.0,-20292.0,275.96,1.4,-7.37,25.525,1.595,14.96
215,(주)두산,150,2016/12,246.67,0.0,9972.0,262.81,5.59,-13.45,16.525,1.2999999999999998,15.2
216,(주)두산,150,2017/12,28.64,-79.36,1909.0,278.37,6.71,7.16,15.11,1.5150000000000001,15.2
217,(주)두산,150,2018/12,3.05,-388.06,-5955.0,304.2,6.69,3.34,18.810000000000002,1.345,37.125
218,(주)두산,150,2019/12,3.78,0.0,21900.0,327.74,6.81,2.0,3.4699999999999998,1.065,15.43
219,(주)두산,150,2020/12,-78.21,0.0,-31092.0,290.65,1.62,-8.45,5.699999999999999,0.39999999999999997,0.0
220,(주)두산,150,2021/12,243.98,0.0,11890.0,206.1,7.16,-22.19,5.0600000000000005,0.7000000000000001,0.0
221,(주)두산,150,2022/12,19.04,0.0,-39132.0,155.54,6.63,28.72,11.675,0.665,0.0
234,(주)보령,3850,2007/12,0.0,0.0,2964.0,39.49,6.95,0.0,15.190000000000001,1.12,6.32
235,(주)보령,3850,2008/12,-42.9,-38.17,1797.0,38.76,3.51,13.04,22.035,0.97,8.765
236,(주)보령,3850,2009/12,29.87,-0.45,1668.0,42.55,3.8,19.97,19.71,0.835,28.424999999999997
237,(주)보령,3850,2010/12,106.41,176.89,2200.0,80.23,6.98,12.36,11.5,1.355,6.85
238,(주)보령,3850,2011/12,-53.44,-56.94,951.0,90.18,3.18,2.34,26.535000000000004,1.3199999999999998,17.85
239,(주)보령,3850,2012/12,-65.53,52.17,1387.0,87.26,1.08,1.32,14.504999999999999,1.065,7.42
240,(주)보령,3850,2013/12,467.58,50.27,1901.0,67.25,5.85,4.87,16.165,1.6099999999999999,8.004999999999999
241,(주)보령,3850,2014/12,27.69,52.84,2774.0,59.23,6.8,9.84,13.955000000000002,1.895,32.26
242,(주)보령,3850,2015/12,12.76,-5.97,2484.0,68.89,6.86,11.64,23.625,2.725,28.025
243,(주)보령,3850,2016/12,-20.1,-72.35,656.0,103.69,5.38,1.94,92.27000000000001,2.94,55.325
244,(주)보령,3850,2017/12,0.0,0.0,1334.0,61.23,0.24,0.0,7.945,1.965,0.0
245,(주)보령,3850,2018/12,2346.43,-64.18,483.0,75.72,5.42,8.91,14.155,1.365,8.315000000000001
246,(주)보령,3850,2019/12,56.53,58.67,766.0,79.4,7.45,13.87,16.91,2.18,12.344999999999999
247,(주)보령,3850,2020/12,2.36,-16.65,554.0,90.43,7.12,7.17,26.450000000000003,2.46,15.940000000000001
248,(주)보령,3850,2021/12,3.66,60.28,689.0,74.7,6.61,11.64,52.870000000000005,3.895,20.065
249,(주)보령,3850,2022/12,36.56,-2.67,636.0,72.8,7.44,21.23,16.355,2.55,30.525000000000002
251,(주)비지에프리테일,282330,2018/12,614.71,450.98,8925.0,184.2,3.28,515.28,21.105,8.16,9.405
252,(주)비지에프리테일,282330,2019/12,3.75,-1.82,8763.0,248.93,3.31,2.95,22.705,6.805,6.4
253,(주)비지에프리테일,282330,2020/12,-17.51,-18.94,7103.0,240.28,2.62,3.96,19.285,4.085,4.835
254,(주)비지에프리테일,282330,2021/12,0.0,0.0,8547.0,220.81,2.94,0.0,19.174999999999997,4.01,5.34
255,(주)비지에프리테일,282330,2022/12,26.56,31.09,11203.0,206.06,3.31,12.31,16.13,3.7299999999999995,4.985
256,(주)셀트리온,68270,2007/12,0.0,0.0,390.0,131.14,2.75,0.0,0.0,0.0,0.0
257,(주)셀트리온,68270,2008/12,942.39,536.89,148.0,127.23,36.77,70.87,0.0,0.0,0.0
258,(주)셀트리온,68270,2009/12,133.18,301.79,573.0,95.75,49.3,73.92,0.0,0.0,0.0
259,(주)셀트리온,68270,2010/12,0.0,0.0,986.0,46.03,58.37,0.0,0.0,0.0,0.0
260,(주)셀트리온,68270,2011/12,69.75,53.84,1446.0,56.45,64.26,54.18,0.0,0.0,0.0
261,(주)셀트리온,68270,2012/12,0.0,0.0,1009.0,65.02,55.81,0.0,0.0,0.0,0.0
262,(주)셀트리온,68270,2013/12,-48.92,-41.26,1040.0,81.99,44.14,-35.41,0.0,0.0,0.0
263,(주)셀트리온,68270,2014/12,101.78,9.98,1112.0,72.31,42.77,108.24,0.0,0.0,0.0
264,(주)셀트리온,68270,2015/12,28.53,36.75,1409.0,51.85,42.91,28.1,0.0,0.0,0.0
265,(주)셀트리온,68270,2016/12,-14.56,3.16,1371.0,39.93,32.99,11.13,0.0,0.0,0.0
266,(주)셀트리온,68270,2017/12,125.81,131.65,3015.0,36.66,52.64,41.53,0.0,0.0,0.0
267,(주)셀트리온,68270,2018/12,-35.32,-33.26,1971.0,34.98,32.9,3.48,154.885,21.405,104.73
268,(주)셀트리온,68270,2019/12,18.07,22.49,2369.0,34.35,33.81,14.91,80.64,12.45,52.224999999999994
269,(주)셀트리온,68270,2020/12,88.34,72.0,3873.0,46.46,38.86,63.86,71.08,15.69,114.53
270,(주)셀트리온,68270,2021/12,5.33,11.92,4244.0,40.09,39.59,3.38,69.825,14.79,50.114999999999995
271,(주)셀트리온,68270,2022/12,-14.49,-7.18,3894.0,37.84,28.34,19.48,48.72,8.915,910.28
272,(주)신세계,4170,2007/12,0.0,0.0,26543.0,158.52,7.93,0.0,24.34,3.71,15.875
273,(주)신세계,4170,2008/12,9.98,14.07,30278.0,171.93,8.2,6.45,17.5,2.585,15.204999999999998
274,(주)신세계,4170,2009/12,2.99,-0.82,30030.0,144.15,8.12,4.0,16.25,2.065,9.645
275,(주)신세계,4170,2010/12,-74.39,92.0,0.0,92.78,12.8,-83.75,9.525,1.47,22.71
276,(주)신세계,4170,2011/12,11.96,221.99,0.0,90.15,12.24,16.99,1.2550000000000001,2.255,0.0
277,(주)신세계,4170,2012/12,-11.62,-95.38,16429.0,124.74,10.3,5.09,16.865,1.125,12.055
278,(주)신세계,4170,2013/12,29.55,-2.47,16024.0,124.29,12.55,6.31,19.295,1.035,10.93
279,(주)신세계,4170,2014/12,-10.75,-0.64,15922.0,122.23,10.97,2.08,16.07,0.895,6.140000000000001
280,(주)신세계,4170,2015/12,-4.14,156.75,40879.0,94.99,10.22,2.88,5.68,0.8,11.175
281,(주)신세계,4170,2016/12,-4.1,-43.51,23091.0,112.12,8.53,14.96,12.55,0.6799999999999999,8.1
282,(주)신세계,4170,2017/12,37.51,-19.75,18530.0,106.36,8.93,31.35,16.35,0.75,7.505
283,(주)신세계,4170,2018/12,14.94,31.11,23415.0,121.93,7.66,33.95,18.995,1.145,9.684999999999999
284,(주)신세계,4170,2019/12,17.73,120.29,52658.0,136.05,7.32,23.31,3.9000000000000004,0.7350000000000001,8.915
285,(주)신세계,4170,2020/12,-81.09,0.0,-11011.0,152.49,1.86,-25.41,12.245000000000001,0.7350000000000001,9.78
286,(주)신세계,4170,2021/12,484.74,0.0,31193.0,136.78,8.19,32.44,12.135,0.7150000000000001,4.535
287,(주)신세계,4170,2022/12,24.75,32.34,41282.0,129.51,8.26,23.69,9.545,0.605,4.86
288,(주)신세계인터내셔날,31430,2007/12,0.0,0.0,4152.0,115.16,9.97,0.0,0.0,0.0,0.0
289,(주)신세계인터내셔날,31430,2008/12,6.25,-0.66,4124.0,124.34,8.16,29.89,0.0,0.0,0.0
290,(주)신세계인터내셔날,31430,2009/12,-2.7,33.13,5491.0,105.48,6.49,22.27,0.0,0.0,0.0
291,(주)신세계인터내셔날,31430,2010/12,39.07,34.33,6829.0,95.68,6.83,32.28,0.0,0.0,0.0
292,(주)신세계인터내셔날,31430,2011/12,42.1,37.87,7536.0,47.8,7.11,36.44,19.04,2.4699999999999998,26.35
293,(주)신세계인터내셔날,31430,2012/12,0.0,0.0,7003.0,51.91,3.91,0.0,14.495,1.7200000000000002,10.57
294,(주)신세계인터내셔날,31430,2013/12,-28.37,-35.21,4537.0,73.18,2.75,1.63,19.85,1.42,23.715
295,(주)신세계인터내셔날,31430,2014/12,-28.2,-36.91,2863.0,97.42,1.74,13.54,113.81,1.895,57.845
