,회사명,거래소코드,회계년도,당기순이익,영업손익,매출액
0,(주)BNK금융지주,138930,2011,0,0,0
1,(주)BNK금융지주,138930,2012,0,0,0
2,(주)BNK금융지주,138930,2013,0,0,0
3,(주)BNK금융지주,138930,2014,0,0,0
4,(주)BNK금융지주,138930,2015,0,0,0
5,(주)BNK금융지주,138930,2016,0,0,0
6,(주)BNK금융지주,138930,2017,0,0,0
7,(주)BNK금융지주,138930,2018,0,0,0
8,(주)BNK금융지주,138930,2019,0,0,0
9,(주)BNK금융지주,138930,2020,0,0,0
10,(주)BNK금융지주,138930,2021,0,0,0
11,(주)BNK금융지주,138930,2022,0,0,0
12,(주)DB하이텍,990,2007,-20231013,9553681,396519599
13,(주)DB하이텍,990,2008,40388426,3522316,399891705
14,(주)DB하이텍,990,2009,-16121994,8040285,371831986
15,(주)DB하이텍,990,2010,-45202495,-2206401,301860616
16,(주)DB하이텍,990,2011,-8433421,2076253,149627080
17,(주)DB하이텍,990,2012,-7332434,4871351,157485197
18,(주)DB하이텍,990,2013,-2542631,12210807,132526157
19,(주)DB하이텍,990,2014,-5221648,10268658,143736471
20,(주)DB하이텍,990,2015,25295340,27698942,151345896
21,(주)DB하이텍,990,2016,19781248,44217795,190050596
22,(주)DB하이텍,990,2017,26125935,45072407,174683071
23,(주)DB하이텍,990,2018,34196294,33886130,174061145
24,(주)DB하이텍,990,2019,31371761,49299447,213485074
25,(주)DB하이텍,990,2020,50352602,77062361,241651067
26,(주)DB하이텍,990,2021,59042973,81389693,274650520
27,(주)DB하이텍,990,2022,160944371,213196902,435741783
28,(주)JB금융지주,175330,2014,0,0,0
29,(주)JB금융지주,175330,2015,0,0,0
30,(주)JB금융지주,175330,2016,0,0,0
31,(주)JB금융지주,175330,2017,0,0,0
32,(주)JB금융지주,175330,2018,0,0,0
33,(주)JB금융지주,175330,2019,0,0,0
34,(주)JB금융지주,175330,2020,0,0,0
35,(주)JB금융지주,175330,2021,0,0,0
36,(주)JB금융지주,175330,2022,0,0,0
37,(주)KB금융지주,105560,2009,0,0,0
38,(주)KB금융지주,105560,2010,0,0,0
39,(주)KB금융지주,105560,2011,0,0,0
40,(주)KB금융지주,105560,2012,0,0,0
41,(주)KB금융지주,105560,2013,0,0,0
42,(주)KB금융지주,105560,2014,0,0,0
43,(주)KB금융지주,105560,2015,0,0,0
44,(주)KB금융지주,105560,2016,0,0,0
45,(주)KB금융지주,105560,2017,0,0,0
46,(주)KB금융지주,105560,2018,0,0,0
47,(주)KB금융지주,105560,2019,0,0,0
48,(주)KB금융지주,105560,2020,0,0,0
49,(주)KB금융지주,105560,2021,0,0,0
50,(주)KB금융지주,105560,2022,0,0,0
51,(주)강원랜드,35250,2007,83173279,102393617,252069317
52,(주)강원랜드,35250,2008,95138760,124108330,281611166
53,(주)강원랜드,35250,2009,103091544,117809565,287685082
54,(주)강원랜드,35250,2010,109823444,142635425,311389106
55,(주)강원랜드,35250,2011,94819028,113240002,295670152
56,(주)강원랜드,35250,2012,80853637,102033342,305766095
57,(주)강원랜드,35250,2013,76198219,93040991,309278543
58,(주)강원랜드,35250,2014,100539353,123590338,355642020
59,(주)강원랜드,35250,2015,97345111,147896427,388894120
60,(주)강원랜드,35250,2016,123683481,160259182,411816554
61,(주)강원랜드,35250,2017,110426003,135450575,386991092
62,(주)강원랜드,35250,2018,94555198,114997712,338701947
63,(주)강원랜드,35250,2019,50943108,172772060,364262885
64,(주)강원랜드,35250,2020,-45560111,-103812198,34632817
65,(주)강원랜드,35250,2021,20907619,2701682,203614783
66,(주)강원랜드,35250,2022,37547415,69946650,311520185
67,(주)녹십자,6280,2007,13675018,16464353,110568543
68,(주)녹십자,6280,2008,18737045,19716437,124362003
69,(주)녹십자,6280,2009,14465977,20247344,140856610
70,(주)녹십자,6280,2010,16304161,21476877,160675378
71,(주)녹십자,6280,2011,10738083,14477471,186298820
72,(주)녹십자,6280,2012,11996550,16233803,203258038
73,(주)녹십자,6280,2013,16657567,17068675,206416568
74,(주)녹십자,6280,2014,13544824,19457251,235696179
75,(주)녹십자,6280,2015,29467409,30225862,268409672
76,(주)녹십자,6280,2016,16890088,24039717,303530361
77,(주)녹십자,6280,2017,26897214,34533007,330158678
78,(주)녹십자,6280,2018,2722028,13311771,341838465
79,(주)녹십자,6280,2019,-14435351,19635993,359611997
80,(주)녹십자,6280,2020,13865082,15623799,360019937
81,(주)녹십자,6280,2021,7457074,11108305,387596834
82,(주)녹십자,6280,2022,10854909,13076812,423230316
83,(주)녹십자홀딩스,5250,2007,6232361,10108313,12354468
84,(주)녹십자홀딩스,5250,2008,11721465,14255018,16226194
85,(주)녹십자홀딩스,5250,2009,9059400,10886214,11414803
86,(주)녹십자홀딩스,5250,2010,14572074,18989826,21851266
87,(주)녹십자홀딩스,5250,2011,13990736,23322572,437121456
88,(주)녹십자홀딩스,5250,2012,13556672,18934162,214761951
89,(주)녹십자홀딩스,5250,2013,18592727,22140882,219650958
90,(주)녹십자홀딩스,5250,2014,17117527,24896264,252259375
91,(주)녹십자홀딩스,5250,2015,37069152,34960292,288430274
92,(주)녹십자홀딩스,5250,2016,17258276,25674500,343244376
93,(주)녹십자홀딩스,5250,2017,30497529,41757092,378996789
94,(주)녹십자홀딩스,5250,2018,-5409115,15891339,407212726
95,(주)녹십자홀딩스,5250,2019,-29487640,12351021,384412788
96,(주)녹십자홀딩스,5250,2020,29582763,10520705,418642361
97,(주)녹십자홀딩스,5250,2021,4973302,13874641,456919332
98,(주)녹십자홀딩스,5250,2022,-2977546,9887929,517094656
99,(주)농심,4370,2007,22064772,25056453,366745922
100,(주)농심,4370,2008,15178667,19171819,394829401
101,(주)농심,4370,2009,44535923,25043062,459940958
102,(주)농심,4370,2010,20675666,20281672,464852458
103,(주)농심,4370,2011,27644941,26512747,494060074
104,(주)농심,4370,2012,16690505,18733116,469170090
105,(주)농심,4370,2013,11779236,13780261,496373525
106,(주)농심,4370,2014,12123062,9876666,490353696
107,(주)농심,4370,2015,36495259,24192080,529470192
108,(주)농심,4370,2016,14842835,12417909,527220242
109,(주)농심,4370,2017,15816089,18248787,536293588
110,(주)농심,4370,2018,7602472,6462690,532769143
111,(주)농심,4370,2019,4636008,8199061,568169934
112,(주)농심,4370,2020,36402530,41385728,668018467
113,(주)농심,4370,2021,18241207,17276767,647916104
114,(주)농심,4370,2022,27982729,4253400,756163606
115,(주)대우건설,47040,2007,119116850,157916135,1594971074
116,(주)대우건설,47040,2008,64627340,136245360,1709799851
117,(주)대우건설,47040,2009,161109117,50460348,1791102266
118,(주)대우건설,47040,2010,22475082,46717846,1805814037
119,(주)대우건설,47040,2011,104345947,157473679,1758839536
120,(주)대우건설,47040,2012,68973668,126505667,2196561913
121,(주)대우건설,47040,2013,38493210,104895051,2326916141
122,(주)대우건설,47040,2014,30450230,113770340,2545879540
123,(주)대우건설,47040,2015,78082851,104258318,2577575115
124,(주)대우건설,47040,2016,36757538,105960142,3028401462
125,(주)대우건설,47040,2017,130648754,245812994,3114054063
126,(주)대우건설,47040,2018,86729365,161688684,2963903387
127,(주)대우건설,47040,2019,82592624,101747896,2230829301
128,(주)대우건설,47040,2020,52384062,81119834,1963206649
129,(주)대우건설,47040,2021,139020250,192304566,2207390634
130,(주)대우건설,47040,2022,48421516,86453666,2440885164
131,(주)대웅,3090,2012,3087557,3980714,10814103
132,(주)대웅,3090,2013,24749802,31774182,203891627
133,(주)대웅,3090,2014,18489477,22733865,221411775
134,(주)대웅,3090,2015,19620734,25335624,240938338
135,(주)대웅,3090,2016,-92283,12990587,246198034
136,(주)대웅,3090,2017,18251056,24387299,286209596
137,(주)대웅,3090,2018,17128251,25160875,308418002
138,(주)대웅,3090,2019,25101544,40833708,360437621
139,(주)대웅,3090,2020,11543273,19345383,329010276
140,(주)대웅,3090,2021,27590267,43340959,381498146
141,(주)대웅,3090,2022,40130832,59292327,422065219
142,(주)대웅제약,69620,2012,1032054,1093041,173345943
143,(주)대웅제약,69620,2013,16859158,21509874,159695663
144,(주)대웅제약,69620,2014,14561323,17520457,183673269
145,(주)대웅제약,69620,2015,12599076,16241856,204172976
146,(주)대웅제약,69620,2016,4915011,5626561,215946417
147,(주)대웅제약,69620,2017,11061072,11093863,245265062
148,(주)대웅제약,69620,2018,6622396,8570263,261617988
149,(주)대웅제약,69620,2019,10852805,22747681,292666355
150,(주)대웅제약,69620,2020,-3531665,-3226050,253940761
151,(주)대웅제약,69620,2021,8960037,18701616,289692226
152,(주)대웅제약,69620,2022,16237101,30031503,322058586
153,(주)대한항공,3490,2007,-214412623,75435549,2107326739
154,(주)대한항공,3490,2008,-288903947,-116448556,2476299548
155,(주)대한항공,3490,2009,78522025,-127342238,2074489896
156,(주)대한항공,3490,2010,-233087257,352099600,2836387360
157,(주)대한항공,3490,2011,21149429,-19730403,2944364035
158,(주)대한항공,3490,2012,-164572739,125661935,3245893953
159,(주)대한항공,3490,2013,-358742999,-74002232,2742527669
160,(주)대한항공,3490,2014,361806924,-19717898,2897490647
161,(주)대한항공,3490,2015,-169230461,-2594199,2785943223
162,(주)대한항공,3490,2016,-250834163,159211743,2817708931
163,(주)대한항공,3490,2017,-200325760,172810808,2905224889
164,(주)대한항공,3490,2018,-304704435,66696989,3105748499
165,(주)대한항공,3490,2019,-396298893,-98636286,3121010166
166,(주)대한항공,3490,2020,117369529,110177114,1728443995
167,(주)대한항공,3490,2021,116822276,193552530,2012577570
168,(주)대한항공,3490,2022,449311963,740303522,3421420221
169,(주)더블유게임즈,192080,2016,12781579,12461722,38232666
170,(주)더블유게임즈,192080,2017,6211012,7608518,60383515
171,(주)더블유게임즈,192080,2018,32955563,34489790,118679996
172,(주)더블유게임즈,192080,2019,29833768,40329496,129889872
173,(주)더블유게임즈,192080,2020,21562067,59302853,188751313
174,(주)더블유게임즈,192080,2021,39212271,49007362,158551333
175,(주)더블유게임즈,192080,2022,-39060231,41773524,149637670
176,(주)동서,26960,2007,20293965,6976975,61279614
177,(주)동서,26960,2008,23528123,7693202,69636722
178,(주)동서,26960,2009,29820625,12535163,80902443
179,(주)동서,26960,2010,32282227,12050448,90638260
180,(주)동서,26960,2011,13631546,14188108,110926189
181,(주)동서,26960,2012,12109554,12414001,109191812
182,(주)동서,26960,2013,35433043,14778421,118418043
183,(주)동서,26960,2014,37948055,15711551,125827254
184,(주)동서,26960,2015,31214364,11836998,122152181
185,(주)동서,26960,2016,32933883,12329070,126883144
186,(주)동서,26960,2017,32401764,12072170,135798546
187,(주)동서,26960,2018,29128875,10455739,135482684
188,(주)동서,26960,2019,32903734,8181685,133017479
189,(주)동서,26960,2020,34306519,8764062,117215747
190,(주)동서,26960,2021,27799726,8864169,134004041
191,(주)동서,26960,2022,29914852,10587912,150121457
192,(주)두산,150,2007,31390726,29642421,464665292
193,(주)두산,150,2008,39856172,20258057,471217771
194,(주)두산,150,2009,7936055,11019700,298682562
195,(주)두산,150,2010,86120523,104956791,443004529
196,(주)두산,150,2011,153358161,188074170,958303636
197,(주)두산,150,2012,88321921,119357968,1049901651
198,(주)두산,150,2013,50589170,381998105,5845256586
199,(주)두산,150,2014,33025535,328512360,5299364870
200,(주)두산,150,2015,20883219,307131368,4891108645
201,(주)두산,150,2016,186420650,298871145,4070954414
202,(주)두산,150,2017,23144642,389028444,4588381051
203,(주)두산,150,2018,87948296,438315294,4746417582
204,(주)두산,150,2019,189555285,456602982,4988279231
205,(주)두산,150,2020,-237165149,7899759,4209197974
206,(주)두산,150,2021,200103804,174488148,2290042296
207,(주)두산,150,2022,-134942492,366626390,4283744180
208,(주)메리츠금융지주,138040,2015,0,0,0
209,(주)메리츠금융지주,138040,2016,0,0,0
210,(주)메리츠금융지주,138040,2017,0,0,0
211,(주)메리츠금융지주,138040,2018,0,0,0
212,(주)메리츠금융지주,138040,2019,0,0,0
213,(주)메리츠금융지주,138040,2020,0,0,0
214,(주)메리츠금융지주,138040,2021,0,0,0
215,(주)메리츠금융지주,138040,2022,0,0,0
216,(주)보령,3850,2007,2372275,3803429,47750228
217,(주)보령,3850,2008,3064314,2280460,58685127
218,(주)보령,3850,2009,3264950,6305893,71735841
219,(주)보령,3850,2010,6275176,7878942,80232996
220,(주)보령,3850,2011,1334889,2780673,81121569
221,(주)보령,3850,2012,2256536,1521457,76910092
222,(주)보령,3850,2013,9525421,8412628,83725145
223,(주)보령,3850,2014,3242451,4299777,89833923
224,(주)보령,3850,2015,5332666,7018728,100732352
225,(주)보령,3850,2016,8678059,10026333,105302531
226,(주)보령,3850,2017,681076,778734,108946584
227,(주)보령,3850,2018,3085091,4191759,114468097
228,(주)보령,3850,2019,10140921,11395452,127265232
229,(주)보령,3850,2020,6431432,9700327,134498055
230,(주)보령,3850,2021,-3002044,6510224,150254448
231,(주)보령,3850,2022,15108707,13809444,182476521
232,(주)비지에프리테일,282330,2018,45275753,56425324,1478486429
233,(주)비지에프리테일,282330,2019,45945570,60954994,1516513163
234,(주)비지에프리테일,282330,2020,33043191,44560638,1549208137
235,(주)비지에프리테일,282330,2021,46793613,58647738,1700416669
236,(주)비지에프리테일,282330,2022,57388012,70795450,1918580371
237,(주)셀트리온,68270,2007,447800,525829,10695999
238,(주)셀트리온,68270,2008,-1733518,-466480,12470779
239,(주)셀트리온,68270,2009,16504198,20775250,42855978
240,(주)셀트리온,68270,2010,29071148,30018964,42912130
241,(주)셀트리온,68270,2011,41525993,43303977,68573802
242,(주)셀트리온,68270,2012,40669248,44130720,80114629
243,(주)셀트리온,68270,2013,35845617,35616668,61810088
244,(주)셀트리온,68270,2014,74268018,97950040,179168109
245,(주)셀트리온,68270,2015,58178299,81105123,168053361
246,(주)셀트리온,68270,2016,59597356,77102677,185034819
247,(주)셀트리온,68270,2017,115248323,138329381,246148187
248,(주)셀트리온,68270,2018,82973482,108220571,263438800
249,(주)셀트리온,68270,2019,78290988,83361637,234974552
250,(주)셀트리온,68270,2020,138607541,181842188,428799158
251,(주)셀트리온,68270,2021,129538276,163209997,431769037
252,(주)셀트리온,68270,2022,184025269,198966520,596065510
253,(주)신세계,4170,2007,123866213,186762675,1987392112
254,(주)신세계,4170,2008,139047903,199723791,2122097835
255,(주)신세계,4170,2009,136776034,221157952,2391487749
256,(주)신세계,4170,2010,604883000,258069737,2612252974
257,(주)신세계,4170,2011,3265142607,73105732,550443606
258,(주)신세계,4170,2012,55753303,62007765,538782058
259,(주)신세계,4170,2013,55107285,82018690,584857046
260,(주)신세계,4170,2014,43668741,58239616,568627946
261,(주)신세계,4170,2015,274910204,49546290,601087243
262,(주)신세계,4170,2016,282424565,42549670,656678662
263,(주)신세계,4170,2017,46998596,41310078,876581626
264,(주)신세계,4170,2018,52055692,79758334,1182729158
265,(주)신세계,4170,2019,24297503,68061288,1506043798
266,(주)신세계,4170,2020,-103010087,-43126994,1014403801
267,(주)신세계,4170,2021,16650217,96230172,1395320807
268,(주)신세계,4170,2022,82274272,187363304,1877100759
269,(주)신세계인터내셔날,31430,2012,9284539,12372790,194536553
270,(주)신세계인터내셔날,31430,2013,2040638,4401199,184376207
271,(주)신세계인터내셔날,31430,2014,5114193,1954389,196500633
