회사명,거래소코드,회계년도,종가,PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),PCR(최고)(IFRS),PCR(최저)(IFRS),PSR(최고)(IFRS),PSR(최저)(IFRS),EV/EBITDA(IFRS),자기자본순이익률(IFRS),자산(*)(IFRS),당기순이익(손실)(IFRS),판매비와 관리비(물류원가 등 포함)(*)(IFRS),연구개발비(IFRS),매출액(수익)(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS)
다스코(주),058730,2016/12,6180,7.56,4.78,0.95,0.6,7.15,4.52,0.59,0.37,5.33,13.08,157087155,12321719,16827258,1006305,157137164,15884745
다스코(주),058730,2017/12,6570,7.01,4.69,1.14,0.77,0,0,0.58,0.39,5.38,16.58,225818139,18631925,29155211,706697,223311391,21047022
다스코(주),058730,2018/12,8190,11.9,4.52,1.82,0.69,8.51,3.23,0.89,0.34,6.28,14.59,212293504,18050041,21446054,901430,240254463,19320102
다스코(주),058730,2019/12,6960,63.59,30.52,1.34,0.64,14.61,7.01,0.73,0.35,16.43,1.98,214790061,2482284,27163232,986019,214770746,3350855
다스코(주),058730,2020/12,5020,0,0,0.98,0.51,10.51,5.45,0.56,0.29,0,-6.67,240138998,-8054706,20569220,850064,195878325,-6860957
대덕전자(주),353200,2020/12,12600,,,,,,,,,,,797350352,-11486946,26572456,470708,614383246,11929625
대림비앤코(주),005750,2015/12,12350,57.25,6.56,3.31,0.38,60.46,6.93,2.74,0.31,12.09,5.55,264094737,8218584,22380320,352106,171601003,17112391
대림비앤코(주),005750,2016/12,8330,34.98,13.8,2.03,0.8,24.52,9.67,1.57,0.62,8.64,5.86,282522438,8841760,27896402,390630,196442878,16807590
대림비앤코(주),005750,2017/12,6380,24.4,14.33,1.09,0.64,18.85,11.07,0.78,0.46,7.95,4.44,287399785,7037660,29678470,451760,218856107,15822805
대림비앤코(주),005750,2018/12,4565,25.34,12.28,0.77,0.37,6.95,3.37,0.5,0.24,8.46,2.93,301509879,4704080,37521474,475766,238215856,10646299
대림비앤코(주),005750,2019/12,4175,29.94,18.43,0.62,0.38,34.78,21.41,0.41,0.25,9.8,1.98,309384525,3179175,42782833,679632,234711849,5233021
대림비앤코(주),005750,2020/12,6370,0,0,0.73,0.22,4.19,1.25,0.48,0.14,16.34,-1.26,325621192,-2011569,43843281,870868,230292155,1407218
대림통상(주),006570,2015/12,5080,0,0,1.15,0.49,73.74,31.69,0.96,0.41,101.55,-4.33,230117987,-5838658,22228390,297515,151353000,-1717068
대림통상(주),006570,2016/12,6100,86.63,44.07,1.11,0.57,11.73,5.97,0.89,0.45,16.78,1.24,227459707,1616797,19700766,242165,158197468,6139497
대림통상(주),006570,2017/12,5500,0,0,0.85,0.63,44.06,32.75,0.56,0.41,24.86,-3.02,225994754,-3828692,25243309,246948,183331404,2207939
대림통상(주),006570,2018/12,4180,0,0,0.74,0.46,0,0,0.46,0.29,33.77,-1.26,195263948,-1526378,22770000,205213,184186211,30671
대림통상(주),006570,2019/12,4120,0,0,0.71,0.57,0,0,0.44,0.35,0,-11.16,176394259,-12491584,24517010,251212,161928026,-4113192
대림통상(주),006570,2020/12,3975,0,0,0.89,0.44,12.3,6.04,0.56,0.28,0,-17.59,154247721,-16594945,29606656,311900,132462556,-12333847
대상(주),001680,2015/12,32600,24.48,13.83,2.4,1.35,20.4,11.53,1.08,0.61,9.62,9.79,1597455104,72919045,391877182,21059000,1648286248,120335336
대상(주),001680,2016/12,26400,19.07,13.04,1.69,1.16,23.82,16.28,0.74,0.51,9.91,8.93,1909289889,71969374,421954120,21619000,1852714894,100306376
대상(주),001680,2017/12,27550,19.17,14.07,1.26,0.93,8.36,6.14,0.48,0.35,9.35,6.44,1894468926,54779760,541274234,23169000,2190129354,103140644
대상(주),001680,2018/12,25050,13.8,10.01,1.21,0.87,10.51,7.62,0.48,0.35,7.75,8.68,1830365152,77362714,492488395,25178000,2235924263,110583406
대상(주),001680,2019/12,23200,9.54,6.43,1.13,0.76,8.35,5.63,0.45,0.3,8.09,11.92,2207996552,114753404,531568415,26092000,2457055173,103421851
대상(주),001680,2020/12,26050,9.48,4.11,1.06,0.46,9.82,4.26,0.42,0.18,6.02,11.07,2329225496,115152308,582498195,25746000,2604922342,135541301
대상홀딩스(주),084690,2015/12,19150,110.89,62.07,2.93,1.64,119.05,66.63,73.55,41.17,75.69,2.58,404102642,9809661,5691903,0,14789937,9098034
대상홀딩스(주),084690,2016/12,10300,95.53,47.52,1.91,0.95,66.16,32.91,42.51,21.14,35.32,1.96,403285634,7461698,6837200,0,16769656,9932456
대상홀딩스(주),084690,2017/12,9950,41.56,29.01,1.24,0.87,42.39,29.59,26.01,18.16,31.82,2.94,405777950,11299694,7245334,0,18053725,10808391
대상홀딩스(주),084690,2018/12,7860,31.81,21.08,1.01,0.67,26.9,17.82,18.86,12.5,23.2,3.12,410727591,12136696,8521439,0,20469465,11948026
대상홀딩스(주),084690,2019/12,6740,247.77,166.01,0.89,0.59,16.47,11.04,11.13,7.45,13.39,0.35,405973675,1339599,11333436,0,29831693,18498257
대상홀딩스(주),084690,2020/12,10200,200.46,50,1.3,0.32,32.52,8.11,18.5,4.61,28.42,0.63,397945889,2398409,13587193,0,25992221,12405028
대성산업(주),128820,2015/12,3485,0,0,6.24,1.34,0,0,0.5,0.11,0,-176.62,1021683483,-122081922,141763614,502932,801103057,-36138049
대성산업(주),128820,2016/12,4340,0,0,9.33,3.83,25.34,10.42,0.32,0.13,230.55,-174.04,888153501,-148998513,115330162,0,746039943,-13835728
대성산업(주),128820,2017/12,3835,1.33,0.51,0.74,0.28,40.85,15.57,0.72,0.28,0,94.95,951642403,201139479,50503832,0,367866808,-7162736
대성산업(주),128820,2018/12,4150,57.21,26.3,0.78,0.36,0,0,0.38,0.18,50.38,1.41,930557087,5676963,97510397,0,850774931,-1598987
대성산업(주),128820,2019/12,3505,0,0,0.83,0.39,0,0,0.39,0.18,56.21,-15.29,876703697,-60925376,94099960,0,770149886,-16482686
대성산업(주),128820,2020/12,3120,7.57,3.21,0.55,0.23,12.57,5.33,0.34,0.14,25.47,7.8,893222348,31857743,76564349,0,715757190,2398302
대성에너지(주),117580,2015/12,5980,19.49,10.98,0.97,0.55,7.6,4.28,0.31,0.17,5.27,4.87,627437223,13726684,93553834,0,875355097,15255103
대성에너지(주),117580,2016/12,6400,13.57,11.11,0.67,0.55,3.69,3.02,0.26,0.21,5.29,4.84,622322683,13982482,100399195,0,738562283,19281322
대성에너지(주),117580,2017/12,6030,12.41,11.13,0.63,0.57,3.84,3.45,0.24,0.22,4.76,5.01,645802827,14849797,105889719,0,765978290,19887161
대성에너지(주),117580,2018/12,5400,12.91,10.94,0.58,0.49,3.33,2.82,0.22,0.19,4.59,4.37,653695753,13169115,112770125,0,770679358,15758300
대성에너지(주),117580,2019/12,5240,12.12,10.42,0.55,0.47,3.43,2.95,0.21,0.18,5.33,4.46,696317903,13590508,104024829,0,773995689,22731641
대성에너지(주),117580,2020/12,5330,13.11,7.01,0.62,0.33,5.31,2.84,0.26,0.14,5.24,4.64,702882791,14452193,103876470,0,741782693,24662748
대성홀딩스(주),016710,2015/12,10650,97.29,56.91,1.14,0.67,48.6,28.43,9,5.27,45.22,1.14,406135864,2629501,6629627,0,28419000,5613125
대성홀딩스(주),016710,2016/12,10000,25.05,19.1,0.8,0.61,25.73,19.62,6.36,4.85,28.54,3.14,407592706,7225742,7350935,0,28450063,9708503
대성홀딩스(주),016710,2017/12,7940,31.39,20.47,0.85,0.56,25.57,16.68,7.67,5.01,27.05,2.67,394746659,6176783,7289930,0,25265696,9073069
대성홀딩스(주),016710,2018/12,6360,21.69,15.33,0.6,0.43,24.1,17.04,5.95,4.21,20.58,2.74,396480832,6379148,6994609,0,23262223,9788994
대성홀딩스(주),016710,2019/12,8330,36.53,25.99,0.61,0.43,75.99,54.07,8.36,5.95,36.43,1.63,355656382,3800902,6485972,0,16602895,5787162
대성홀딩스(주),016710,2020/12,24750,23.85,6.9,1.73,0.5,18.11,5.24,11.62,3.36,17.9,7.34,373637346,17605244,5851570,0,36132409,25987449
대영포장(주),014160,2015/12,1215,0,0,1.2,0.74,11.38,7.03,0.61,0.38,9.74,-5.61,210805563,-7023127,25711287,0,244205122,8360710
대영포장(주),014160,2016/12,940,12.43,8.75,0.97,0.68,18.6,13.09,0.5,0.35,8.3,8.15,209726030,10718164,28732764,0,267108952,6732164
대영포장(주),014160,2017/12,845,0,0,0.91,0.68,67.63,50.06,0.38,0.28,20.27,-2.22,207669261,-2965668,29412386,0,312071269,-2746291
대영포장(주),014160,2018/12,1110,13.72,7.16,1.04,0.55,8.95,4.67,0.49,0.25,8.9,7.88,218730444,10623082,28169817,0,300056836,9507994
대영포장(주),014160,2019/12,1110,17.03,9.93,1.23,0.72,6.35,3.71,0.68,0.4,6.03,7.42,212247463,10790536,27352207,0,270087084,13408394
대영포장(주),014160,2020/12,1655,73.27,21.26,1.59,0.46,14.27,4.14,0.93,0.27,12.41,2.18,207957144,3313636,28720994,0,260706386,4701762
대우전자부품(주),009320,2015/12,1315,48.62,23.55,2.79,1.35,16.32,7.91,1.64,0.79,14.94,5.92,62069502,1559330,5974958,889456,46262775,2705962
대우전자부품(주),009320,2016/12,1565,41.05,24.44,2.7,1.61,18.48,11,1.82,1.09,17.61,6.97,63506272,2235063,6780685,1728602,50327048,2253737
대우전자부품(주),009320,2017/12,2655,59.17,22.72,4.89,1.88,35.18,13.51,3.18,1.22,22.83,8.23,65634732,3019847,8228512,2236344,56268226,3310751
대우전자부품(주),009320,2018/12,2095,166.28,48.48,5.11,1.49,348.64,101.65,3.07,0.89,21.07,2.98,70820674,1154780,8862700,2236592,62630106,2121537
대우전자부품(주),009320,2019/12,2100,0,0,4.7,2.28,66.79,32.44,2.96,1.44,47.64,-6.5,77481781,-2477990,8851653,2505885,53430109,-994615
대우전자부품(주),009320,2020/12,2775,0,0,5.25,1.96,0,0,2.16,0.81,49.58,-10.09,91992450,-3625942,9068237,2648970,75948847,-996620
대우조선해양(주),042660,2015/12,5070,0,0,11.19,2.56,0,0,0.3,0.07,0,-196.41,17074991605,-2307918887,555048152,69318825,13802894508,-2263764158
대우조선해양(주),042660,2016/12,4480,0,0,1.91,1.15,0,0,0.03,0.02,0,-914.45,13483738472,-2990996546,728946216,52236985,11385449714,-1413547728
대우조선해양(주),042660,2017/12,13900,5.04,0.5,1.37,0.14,0,0,0.35,0.04,5.87,49.56,11022743789,739144217,784635514,40942989,10634033270,716502804
대우조선해양(주),042660,2018/12,34150,4.36,1.58,1.11,0.4,5.81,2.1,0.43,0.16,5.63,29.22,11736775670,946109171,-282616033,61565728,9599758587,1044402889
대우조선해양(주),042660,2019/12,27850,0,0,1.3,0.69,1.86,0.98,0.57,0.3,9.46,-1.57,11067648302,-57722249,177474831,68736621,8317581776,268058307
대우조선해양(주),042660,2020/12,27400,28.74,10.16,0.87,0.31,0,0,0.47,0.17,16.13,3.1,10153130187,114537478,240802113,70926000,7041551239,152360480
대원강업(주),000430,2015/12,4840,16.09,10.8,1.18,0.79,8.83,5.93,0.54,0.36,10.52,7.08,758978407,25825187,43058555,0,773296717,27835382
대원강업(주),000430,2016/12,4480,14.62,9.41,1.03,0.66,22.54,14.52,0.46,0.3,10.06,6.88,831052514,26216885,41985831,0,834440831,29308652
대원강업(주),000430,2017/12,3740,18.64,13.33,0.8,0.57,4.35,3.11,0.39,0.28,8.42,4.13,731607235,16301520,40340845,0,770723903,23423384
대원강업(주),000430,2018/12,3875,22.44,11.89,0.9,0.48,3.62,1.92,0.49,0.26,8.18,3.9,681295179,15639233,38350656,0,709572300,19068011
대원강업(주),000430,2019/12,3395,37.38,19.47,0.98,0.51,56.57,29.47,0.56,0.29,9.11,2.54,652128550,10317994,34458619,0,683068052,12147495
대원강업(주),000430,2020/12,3825,36.86,17.63,0.75,0.36,15.04,7.19,0.49,0.24,11.72,1.97,655107888,8090161,32887651,0,602544680,7738852
대원전선(주),006340,2015/12,2460,140.69,31.27,3.21,0.71,18.16,4.04,0.54,0.12,30.77,2.27,185891405,1671503,7970597,0,431517022,5551762
대원전선(주),006340,2016/12,1270,70.18,31.38,2.24,1,36.95,16.52,0.43,0.19,22.56,3.27,197142947,2524403,7409772,0,410938730,3969013
대원전선(주),006340,2017/12,1075,180.37,111.58,1.48,0.92,0,0,0.24,0.15,0,0.81,220738570,652890,10706674,0,495564298,-2684609
대원전선(주),006340,2018/12,1575,192.72,61.67,2.96,0.95,0,0,0.56,0.18,37.43,1.53,187881371,1238629,8221613,0,424027248,2483621
대원전선(주),006340,2019/12,1165,0,0,1.92,0.8,73.83,30.61,0.39,0.16,115.59,-0.5,188684263,-405057,10766436,0,396226799,-669514
대원전선(주),006340,2020/12,1080,39.58,16.63,1.07,0.45,17.5,7.35,0.26,0.11,22.2,2.77,189738054,2314050,8115253,0,358784696,3286842
대원제약(주),003220,2015/12,17650,29.92,13.07,3.95,1.73,20.54,8.97,2.58,1.13,9.47,12.96,194779266,18392501,91102469,6436143,213001002,24219071
대원제약(주),003220,2016/12,19600,21.25,14.29,2.8,1.89,18.8,12.64,1.74,1.17,8.82,12.57,213729170,19552431,105918277,6634021,238448562,30464330
대원제약(주),003220,2017/12,21300,53.07,39.3,2.92,2.16,84.23,62.37,1.64,1.21,11.28,4.96,224159317,8129691,124585886,6762205,263359982,26443059
대원제약(주),003220,2018/12,16150,20.26,11.49,3,1.7,11.63,6.59,1.66,0.94,7.68,13.43,272018490,23279593,132315048,9275450,283583708,31711680
대원제약(주),003220,2019/12,17300,13.65,9.39,2.09,1.44,11.54,7.94,1.17,0.8,7.95,14.1,324068894,26999743,142954742,10243523,315309102,35996744
대원제약(주),003220,2020/12,19400,37.5,10.9,3.56,1.03,25.09,7.29,2.14,0.62,10.65,8.47,332230448,17487619,139988783,13477506,306358567,25276400
대원화성(주),024890,2015/12,3000,17.99,8.45,2.85,1.34,20.4,9.58,1.23,0.58,9.51,18.18,116511195,9767346,12677472,2053309,142323012,13247890
대원화성(주),024890,2016/12,2600,23.69,15.79,2.08,1.39,22.55,15.03,1.15,0.77,11.16,9.11,123454638,5929101,14070671,2491598,121765035,9218083
대원화성(주),024890,2017/12,2575,0,0,1.98,1.38,31.62,22.02,1.16,0.81,18.09,-1.31,111169870,-884554,14423515,1863581,113536053,5053543
대원화성(주),024890,2018/12,1815,166.62,69.47,1.7,0.71,39.84,16.61,1.1,0.46,163.42,1.04,117595636,730299,14340308,1663133,110524820,-1047665
대원화성(주),024890,2019/12,1420,14.23,8.13,1.07,0.61,19.16,10.94,0.66,0.38,82.9,7.81,125992696,5912643,13644475,1386951,127849798,-789334
대원화성(주),024890,2020/12,1790,0,0,1.22,0.38,0,0,0.9,0.28,0,-2.77,125484466,-2139638,13190374,1547813,102197808,-5870885
대창단조(주),015230,2015/12,42800,8.49,5.83,0.96,0.66,7.43,5.11,0.64,0.44,4.22,11.46,147210462,13924412,6256595,202333,183890069,18362297
대창단조(주),015230,2016/12,48500,6.72,5.1,0.74,0.56,0,0,0.59,0.45,4.63,11.28,162408100,15062775,6126237,213744,171257097,17926316
대창단조(주),015230,2017/12,58800,13.61,8.79,0.95,0.61,0,0,0.63,0.41,6.12,6.99,172816175,10092705,7318798,239935,217913966,15352558
대창단조(주),015230,2018/12,42700,14.97,8.08,0.86,0.46,0,0,0.48,0.26,6.62,5.74,176491640,8683700,7537988,285310,272946424,9292167
대창단조(주),015230,2019/12,28850,8.28,4.63,0.6,0.33,2.34,1.3,0.42,0.24,4.7,7.1,175790915,11106586,7466457,376561,217336146,11873901
대창단조(주),015230,2020/12,6940,12.86,2.25,0.67,0.12,282.17,49.42,0.54,0.09,5.96,5.11,179942946,8133121,7125517,344177,193395563,10604826
대한방직(주),001070,2015/12,64100,0,0,1.03,0.18,0,0,0.77,0.14,23.56,-1.48,381208265,-2616457,11761933,131258,234303020,5873741
대한방직(주),001070,2016/12,89800,422.82,204.31,0.54,0.26,0,0,0.44,0.21,47.38,0.13,385930956,246438,14205525,102632,236833616,2448292
대한방직(주),001070,2017/12,74400,0,0,0.72,0.43,27.98,16.53,0.62,0.37,0,-9.19,363313651,-16966507,16184616,137830,203060834,-8878328
대한방직(주),001070,2018/12,14600,117.84,15.47,2.38,0.31,0,0,2.01,0.26,0,2,267115765,3512504,15621397,187262,205745710,-11777274
대한방직(주),001070,2019/12,20150,0,0,0.98,0.55,0,0,0.81,0.46,0,-10.73,192309738,-16133979,21868845,258304,150793037,-18563522
대한방직(주),001070,2020/12,39950,94.33,31.37,1.68,0.56,40.33,13.41,1.34,0.45,37.05,1.85,211647890,2399241,10130262,130185,168898347,4500486
대한유화(주),006650,2015/12,172000,7.61,2.19,1.53,0.44,4.62,1.33,0.87,0.25,3.73,21.87,1463994229,195555726,53691568,0,1717483712,269929144
대한유화(주),006650,2016/12,275500,6.75,3.66,1.48,0.8,5.65,3.07,1.14,0.62,4.69,23.97,1692967119,267089265,50913508,0,1583906573,340158428
대한유화(주),006650,2017/12,263500,9.47,7.29,1.4,1.08,8.59,6.61,1.1,0.85,5.11,15.45,1900767238,205583321,49455086,0,1769074977,283061616
대한유화(주),006650,2018/12,153500,9.04,3.76,1.4,0.58,6.58,2.74,0.89,0.37,2.23,16.31,1889794420,249630666,54743440,0,2539542876,313883656
대한유화(주),006650,2019/12,117500,12.05,6.83,0.72,0.41,5.36,3.04,0.59,0.33,2.7,5.98,1898563930,100343828,44227616,0,2059165682,109104529
대한유화(주),006650,2020/12,230000,14.32,3.32,0.95,0.22,5.67,1.32,0.91,0.21,3.94,6.71,1974315817,118499672,43008760,0,1866482314,168002703
대한전선(주),001440,2015/12,2290,0,0,11.27,2.25,0,0,2.69,0.54,40.59,-30.28,1194838757,-57211099,82045803,0,1360382694,36883008
대한전선(주),001440,2016/12,1855,502.85,152.55,13.93,4.23,0,0,4.21,1.28,30.61,2.79,1273712358,10064901,69733517,0,1201174113,43715830
대한전선(주),001440,2017/12,1125,0,0,5.23,2.55,59.03,28.77,1.28,0.62,20.77,-3.48,1237437015,-13071689,59934295,0,1465408989,47242233
대한전선(주),001440,2018/12,1015,348.21,144.58,5.68,2.36,129.64,53.83,1.29,0.53,19.33,1.55,1170830602,5657103,59349931,0,1528860215,44672637
대한전선(주),001440,2019/12,616,0,0,3.39,1.41,13.13,5.48,0.77,0.32,18.94,-8.26,1193509533,-28421626,49396498,0,1394967712,25864498
대한전선(주),001440,2020/12,1370,60.06,13.87,4.03,0.93,200.37,46.28,1.01,0.23,20.9,6.93,1165771170,24385182,52260324,0,1448315791,51438981
대한제강(주),084010,2015/12,8340,9.57,3.87,0.83,0.33,2.88,1.17,0.38,0.15,2.2,8.76,574739563,34118801,51086659,0,854402351,50644341
대한제강(주),084010,2016/12,9510,8.19,4.77,0.71,0.41,8.15,4.75,0.35,0.21,2.48,8.66,595928515,36420490,43304571,0,843242879,48684977
대한제강(주),084010,2017/12,9470,13.39,8.32,0.82,0.51,3.71,2.3,0.32,0.2,2.01,6.09,671655603,27148614,45817027,0,1141087903,42605436
대한제강(주),084010,2018/12,5590,0,0,0.78,0.28,0,0,0.31,0.11,4.2,-5.57,579700204,-24471089,42965476,0,1025388703,2199389
대한제강(주),084010,2019/12,6030,8.92,5.47,0.49,0.3,14.62,8.97,0.24,0.15,2.28,5.55,563565918,24007362,35243981,0,883278810,36863249
대한제강(주),084010,2020/12,10400,26.58,7.94,0.64,0.19,1.87,0.56,0.36,0.11,3.11,2.35,623382995,10339461,37504408,56498,770678170,62863880
대한제당(주),001790,2015/12,20150,0,0,0.72,0.47,10.18,6.61,0.26,0.17,25.72,-2.59,1003032363,-11096768,99429652,3283329,1127440598,13431256
대한제당(주),001790,2016/12,24000,7.32,5.58,0.56,0.43,8.22,6.27,0.22,0.17,12.51,7.76,1035408719,34024178,89480839,1575944,1144286584,33496453
대한제당(주),001790,2017/12,24500,41.3,29.04,0.69,0.49,127.75,89.83,0.27,0.19,33.72,1.63,994798047,7451613,87758704,1805207,1153582884,7373234
대한제당(주),001790,2018/12,19000,38.95,26.74,0.58,0.4,21.12,14.5,0.23,0.16,13.1,1.45,983277597,6617214,86455179,0,1105428362,29511076
대한제당(주),001790,2019/12,19950,16.73,11.19,0.56,0.37,0,0,0.23,0.15,13.22,3.28,994430650,15123058,81199904,0,1111606644,28840060
대한제당(주),001790,2020/12,22950,13.64,7.33,0.51,0.27,4.09,2.2,0.21,0.11,11.66,3.63,998421173,17062189,82911152,0,1114809057,36573743
대한제분(주),001130,2015/12,184000,21.55,11.62,0.77,0.41,13.57,7.31,1.36,0.73,7.53,3.58,736917223,21524953,40446645,0,340671199,33593695
대한제분(주),001130,2016/12,180000,16.68,13.42,0.56,0.45,7.92,6.37,1.13,0.91,8.01,3.35,687450035,20463037,39824134,0,302367877,28499972
대한제분(주),001130,2017/12,166500,23.86,19.88,0.53,0.44,19.66,16.38,1.15,0.96,9.91,2.24,689594455,13814408,37847843,0,286386535,19514857
대한제분(주),001130,2018/12,176000,9.84,7.9,0.54,0.43,11.34,9.1,1.12,0.9,9.27,5.46,707393585,34676569,36907208,0,305132946,19773999
대한제분(주),001130,2019/12,147500,151.25,86.21,0.66,0.37,0,0,1.31,0.74,12.51,0.43,685170226,2754340,36313578,75978,318994504,7461157
대한제분(주),001130,2020/12,166000,56.25,26.23,0.48,0.23,16.34,7.62,0.99,0.46,9.87,0.85,721607213,5527844,36224361,11107,312555101,15498402
대한해운(주),005880,2015/12,19000,16.93,10.9,1.14,0.74,4.58,2.95,1.28,0.83,7.76,7.18,1506368414,37871437,10492713,0,500141787,83480751
대한해운(주),005880,2016/12,17200,21.68,13.38,0.98,0.61,4.7,2.9,1.16,0.71,12.82,4.69,1922272995,27382770,11890921,0,513451299,40913400
대한해운(주),005880,2017/12,22850,21.86,9.18,1.65,0.69,6.38,2.68,1.32,0.55,10.85,7.39,1995500363,43750961,16276916,0,726762509,80077991
대한해운(주),005880,2018/12,21750,26.25,14.93,1.39,0.79,4.27,2.43,1.08,0.62,15.75,5.44,2197735122,32472280,18328359,0,787415449,66892236
대한해운(주),005880,2019/12,23000,15,10.85,1.03,0.75,2.82,2.04,1.15,0.83,12.49,7.21,2580991934,46486430,17424519,0,605936390,81887411
대한해운(주),005880,2020/12,3040,0,0,9.77,0.67,31.2,2.13,11.31,0.77,9.73,-6.68,2067514368,-41871399,18377259,0,500046204,95696208
대한화섬(주),003830,2015/12,100000,0,0,0.46,0.23,0,0,1.36,0.68,119.04,-3.78,516448518,-15624199,13503990,0,135360924,-12843859
대한화섬(주),003830,2016/12,104500,10.39,8.07,0.41,0.32,10.13,7.87,1.52,1.18,38.06,3.77,483677417,15337504,7713313,0,104629274,-1985514
대한화섬(주),003830,2017/12,114500,8.39,6.3,0.38,0.28,31.03,23.31,1.55,1.16,15.46,4.7,558937149,20411062,6967707,0,110839358,5748612
대한화섬(주),003830,2018/12,105500,4.62,3.03,0.42,0.28,55.45,36.36,1.9,1.25,25.37,9.15,583452286,44246505,5762576,0,107660512,2218822
대한화섬(주),003830,2019/12,89500,6.6,5.16,0.29,0.22,16.2,12.66,1.3,1.02,12.67,4.36,609361576,22519885,6415782,0,114236034,4878136
대한화섬(주),003830,2020/12,102000,9.47,3.58,0.26,0.1,11.59,4.38,1.77,0.67,28.02,2.84,722306185,16203021,6378251,0,86893259,2998628
덕양산업(주),024900,2015/12,1810,175.17,64.25,2.55,0.94,4.17,1.53,0.16,0.06,19.87,1.25,330510835,760330,9923227,451000,815922074,-3456794
덕양산업(주),024900,2016/12,1765,0,0,1.79,1.08,0,0,0.1,0.06,53.34,-4.9,330323972,-2883084,11203281,666000,823616333,-7073661
덕양산업(주),024900,2017/12,1410,67.47,37.85,1.58,0.89,2.48,1.39,0.08,0.05,6.69,1.94,331824039,1127078,9029681,568000,914027609,2276869
덕양산업(주),024900,2018/12,1250,248.5,110.44,1.38,0.61,1.51,0.67,0.06,0.03,2.14,0.45,448801929,265370,10891564,1366000,1171523331,7873487
덕양산업(주),024900,2019/12,1245,0,0,1.65,0.81,0,0,0.05,0.03,4.24,-24.36,411991258,-13065493,14369583,1316000,1256666020,5453709
덕양산업(주),024900,2020/12,1710,0,0,2.18,0.55,5.66,1.42,0.06,0.02,4.84,-12.59,417642817,-5770528,10756446,1241000,1216102001,5911500
동국제강(주),001230,2015/12,5750,47.73,30.83,0.28,0.18,1.32,0.85,0.16,0.1,8.6,0.59,6644551558,15064525,282981751,8063000,4489569246,134290890
동국제강(주),001230,2016/12,11050,23.81,9.25,0.45,0.17,1.77,0.69,0.26,0.1,7.33,1.85,6299711325,48882190,339696699,9424000,4464952576,210338561
동국제강(주),001230,2017/12,11000,21.53,13.72,0.54,0.34,0,0,0.28,0.18,8.2,2.54,6192759636,70268221,321496807,11106000,5423677518,166719589
동국제강(주),001230,2018/12,7230,0,0,0.52,0.28,2.53,1.37,0.23,0.12,7.67,-16.9,5743707794,-444922966,283420997,10664000,5364845570,113519333
동국제강(주),001230,2019/12,5950,0,0,0.38,0.24,8.62,5.41,0.17,0.1,7.08,-5.59,5334291668,-129997320,281492205,10235000,5055408636,133744926
동국제강(주),001230,2020/12,8120,44.1,13.88,0.37,0.12,1.5,0.47,0.18,0.06,5.3,0.83,5249538204,19109408,244907602,10287000,4613655633,248697788
동부건설(주),005960,2015/12,9220,0,0,14.34,0.15,8.14,0.09,1.81,0.02,0,-114.26,592175074,-64142649,40095209,5742000,644193772,-25253049
동부건설(주),005960,2016/12,9970,5.44,2.71,0.87,0.43,0,0,0.41,0.21,5.84,23.93,653680406,40046828,38439507,2957000,527064705,15483021
동부건설(주),005960,2017/12,10100,3.73,1.99,1.19,0.64,0,0,0.57,0.3,2.44,34.78,611801332,96957954,29202515,2759000,639986679,25732989
동부건설(주),005960,2018/12,7230,3.9,1.86,0.81,0.39,4.99,2.38,0.34,0.16,2.38,22.08,695084073,73836926,34170367,871000,842159931,31120488
동부건설(주),005960,2019/12,8540,3.89,2.34,0.6,0.36,2.16,1.3,0.22,0.13,0.42,15.92,796251191,62885537,42113111,814000,1097927763,56512439
동부건설(주),005960,2020/12,13550,6.36,2.63,0.72,0.3,0,0,0.29,0.12,4.9,11.22,777463210,50381129,53442250,588000,1090216496,56857552
동성제약(주),002210,2015/12,4940,432.98,204.42,3.46,1.63,0,0,2.64,1.25,51.86,0.8,124116094,454838,35281041,2481539,74660371,1196898
동성제약(주),002210,2016/12,4190,0,0,2.93,1.44,0,0,2.02,0.99,0,-2.93,125386412,-1660443,39385573,2349488,79720855,-2289619
동성제약(주),002210,2017/12,4950,0,0,2.43,1.13,85.57,39.73,1.87,0.87,54.08,-0.33,124184875,-198264,35148510,2460263,82385234,955133
동성제약(주),002210,2018/12,14950,0,0,21.56,2.15,876,87.33,13.28,1.32,2291.32,-9.44,140196083,-5744558,37001766,3004217,91912686,-1807258
동성제약(주),002210,2019/12,16050,0,0,11.09,4.68,0,0,8.89,3.75,0,-13.14,131730493,-8385205,40608264,3104422,86536755,-7531758
동성제약(주),002210,2020/12,12450,0,0,8.31,3.06,89.77,33.1,5.12,1.89,0,-22.52,125718175,-14079138,37819996,3373318,87799927,-3670772
동아쏘시오홀딩스(주),000640,2015/12,169500,45.56,19.42,3.05,1.3,0,0,24.64,10.5,0,6.86,618764563,26425778,36678439,22101698,48855138,-7333110
동아쏘시오홀딩스(주),000640,2016/12,156500,265.42,138.67,2.05,1.07,0,0,22.34,11.67,0,0.92,835960880,4651491,58878541,19416193,55252587,-3625953
동아쏘시오홀딩스(주),000640,2017/12,128000,46.42,29.13,1.64,1.03,21.64,13.58,12.36,7.76,27.69,3.53,899262926,22016499,53368887,13839485,82666277,29297389
