회사명,거래소코드,회계년도,거래월(*),종가,자산(*)(IFRS),부채(*)(IFRS),당기순이익(손실)(IFRS),영업활동으로 인한 현금흐름(간접법)(*)(IFRS),매출액(수익)(*)(IFRS),비유동자산(*)(IFRS),매출총이익(손실)(IFRS),법인세비용(IFRS),이자비용(IFRS),감가상각비(IFRS),유동자산(*)(IFRS),유동부채(*)(IFRS),현금및현금성자산(*)(IFRS)
(주)BNK금융지주,138930,2015/12,06,14200,,,,,,,,,,,,,
(주)BNK금융지주,138930,2015/12,07,13750,,,,,,,,,,,,,
(주)BNK금융지주,138930,2015/12,08,13900,,,,,,,,,,,,,
(주)BNK금융지주,138930,2015/12,09,13700,,,,,,,,,,,,,
(주)BNK금융지주,138930,2015/12,10,14000,,,,,,,,,,,,,
(주)BNK금융지주,138930,2015/12,11,9730,,,,,,,,,,,,,
(주)BNK금융지주,138930,2015/12,12,8420,,,,,,,,,,,,,
(주)BNK금융지주,138930,2016/12,01,8990,,,,,,,,,,,,,
(주)BNK금융지주,138930,2016/12,02,8610,,,,,,,,,,,,,
(주)BNK금융지주,138930,2016/12,03,9700,,,,,,,,,,,,,
(주)BNK금융지주,138930,2016/12,04,9290,,,,,,,,,,,,,
(주)BNK금융지주,138930,2016/12,05,8750,,,,,,,,,,,,,
(주)BNK금융지주,138930,2016/12,06,8070,,,,,,,,,,,,,
(주)BNK금융지주,138930,2016/12,07,8810,,,,,,,,,,,,,
(주)BNK금융지주,138930,2016/12,08,8850,,,,,,,,,,,,,
(주)BNK금융지주,138930,2016/12,09,8580,,,,,,,,,,,,,
(주)BNK금융지주,138930,2016/12,10,9290,,,,,,,,,,,,,
(주)BNK금융지주,138930,2016/12,11,8960,,,,,,,,,,,,,
(주)BNK금융지주,138930,2016/12,12,8680,,,,,,,,,,,,,
(주)BNK금융지주,138930,2017/12,01,8530,,,,,,,,,,,,,
(주)BNK금융지주,138930,2017/12,02,8680,,,,,,,,,,,,,
(주)BNK금융지주,138930,2017/12,03,9180,,,,,,,,,,,,,
(주)BNK금융지주,138930,2017/12,04,9560,,,,,,,,,,,,,
(주)BNK금융지주,138930,2017/12,05,10000,,,,,,,,,,,,,
(주)BNK금융지주,138930,2017/12,06,10950,,,,,,,,,,,,,
(주)BNK금융지주,138930,2017/12,07,11300,,,,,,,,,,,,,
(주)BNK금융지주,138930,2017/12,08,9860,,,,,,,,,,,,,
(주)BNK금융지주,138930,2017/12,09,10000,,,,,,,,,,,,,
(주)BNK금융지주,138930,2017/12,10,9940,,,,,,,,,,,,,
(주)BNK금융지주,138930,2017/12,11,9510,,,,,,,,,,,,,
(주)BNK금융지주,138930,2017/12,12,9420,,,,,,,,,,,,,
(주)BNK금융지주,138930,2018/12,01,10600,,,,,,,,,,,,,
(주)BNK금융지주,138930,2018/12,02,11200,,,,,,,,,,,,,
(주)BNK금융지주,138930,2018/12,03,10400,,,,,,,,,,,,,
(주)BNK금융지주,138930,2018/12,04,10450,,,,,,,,,,,,,
(주)BNK금융지주,138930,2018/12,05,9530,,,,,,,,,,,,,
(주)BNK금융지주,138930,2018/12,06,9350,,,,,,,,,,,,,
(주)BNK금융지주,138930,2018/12,07,8970,,,,,,,,,,,,,
(주)BNK금융지주,138930,2018/12,08,8340,,,,,,,,,,,,,
(주)BNK금융지주,138930,2018/12,09,8600,,,,,,,,,,,,,
(주)BNK금융지주,138930,2018/12,10,7590,,,,,,,,,,,,,
(주)BNK금융지주,138930,2018/12,11,7670,,,,,,,,,,,,,
(주)BNK금융지주,138930,2018/12,12,7330,,,,,,,,,,,,,
(주)BNK금융지주,138930,2019/12,01,7350,,,,,,,,,,,,,
(주)BNK금융지주,138930,2019/12,02,7090,,,,,,,,,,,,,
(주)BNK금융지주,138930,2019/12,03,6680,,,,,,,,,,,,,
(주)BNK금융지주,138930,2019/12,04,7010,,,,,,,,,,,,,
(주)BNK금융지주,138930,2019/12,05,6900,,,,,,,,,,,,,
(주)BNK금융지주,138930,2019/12,06,7490,,,,,,,,,,,,,
(주)BNK금융지주,138930,2019/12,07,7000,,,,,,,,,,,,,
(주)BNK금융지주,138930,2019/12,08,6700,,,,,,,,,,,,,
(주)BNK금융지주,138930,2019/12,09,7190,,,,,,,,,,,,,
(주)BNK금융지주,138930,2019/12,10,6950,,,,,,,,,,,,,
(주)BNK금융지주,138930,2019/12,11,6960,,,,,,,,,,,,,
(주)BNK금융지주,138930,2019/12,12,7660,,,,,,,,,,,,,
(주)BNK금융지주,138930,2020/12,01,6750,,,,,,,,,,,,,
(주)BNK금융지주,138930,2020/12,02,6170,,,,,,,,,,,,,
(주)BNK금융지주,138930,2020/12,03,4435,,,,,,,,,,,,,
(주)BNK금융지주,138930,2020/12,04,5050,,,,,,,,,,,,,
(주)BNK금융지주,138930,2020/12,05,5080,,,,,,,,,,,,,
(주)BNK금융지주,138930,2020/12,06,5000,,,,,,,,,,,,,
(주)BNK금융지주,138930,2020/12,07,5140,,,,,,,,,,,,,
(주)BNK금융지주,138930,2020/12,08,5080,,,,,,,,,,,,,
(주)BNK금융지주,138930,2020/12,09,5060,,,,,,,,,,,,,
(주)BNK금융지주,138930,2020/12,10,5510,,,,,,,,,,,,,
(주)BNK금융지주,138930,2020/12,11,5630,,,,,,,,,,,,,
(주)BNK금융지주,138930,2020/12,12,5680,,,,,,,,,,,,,
(주)BNK금융지주,138930,2021/12,01,5510,,,,,,,,,,,,,
(주)BNK금융지주,138930,2021/12,02,5900,,,,,,,,,,,,,
(주)BNK금융지주,138930,2021/12,03,6790,,,,,,,,,,,,,
(주)BNK금융지주,138930,2021/12,04,7670,,,,,,,,,,,,,
(주)BNK금융지주,138930,2021/12,05,7950,,,,,,,,,,,,,
(주)BNK금융지주,138930,2021/12,06,7730,,,,,,,,,,,,,
(주)BNK금융지주,138930,2021/12,07,7750,,,,,,,,,,,,,
(주)BNK금융지주,138930,2021/12,08,7760,,,,,,,,,,,,,
(주)BNK금융지주,138930,2021/12,09,8840,,,,,,,,,,,,,
(주)BNK금융지주,138930,2021/12,10,8800,,,,,,,,,,,,,
(주)BNK금융지주,138930,2021/12,11,8000,,,,,,,,,,,,,
(주)BNK금융지주,138930,2021/12,12,8400,,,,,,,,,,,,,
(주)BNK금융지주,138930,2022/12,01,8040,,,,,,,,,,,,,
(주)BNK금융지주,138930,2022/12,02,7880,,,,,,,,,,,,,
(주)BNK금융지주,138930,2022/12,03,7960,,,,,,,,,,,,,
(주)BNK금융지주,138930,2022/12,04,7880,,,,,,,,,,,,,
(주)BNK금융지주,138930,2022/12,05,7890,,,,,,,,,,,,,
(주)BNK금융지주,138930,2022/12,06,6710,,,,,,,,,,,,,
(주)BNK금융지주,138930,2022/12,07,6790,,,,,,,,,,,,,
(주)BNK금융지주,138930,2022/12,08,6710,,,,,,,,,,,,,
(주)BNK금융지주,138930,2022/12,09,6020,,,,,,,,,,,,,
(주)BNK금융지주,138930,2022/12,10,6410,,,,,,,,,,,,,
(주)BNK금융지주,138930,2022/12,11,7390,,,,,,,,,,,,,
(주)BNK금융지주,138930,2022/12,12,6500,,,,,,,,,,,,,
(주)DB하이텍,000990,2013/12,01,6550,1049494642,852207175,-73243309,28528798,493752028,827177708,89251311,656349,0,1400000,222316934,476710357,34683939
(주)DB하이텍,000990,2013/12,02,6890,1049494642,852207175,-73243309,28528798,493752028,827177708,89251311,656349,0,1400000,222316934,476710357,34683939
(주)DB하이텍,000990,2013/12,03,6250,1049494642,852207175,-73243309,28528798,493752028,827177708,89251311,656349,0,1400000,222316934,476710357,34683939
(주)DB하이텍,000990,2013/12,04,5970,1049494642,852207175,-73243309,28528798,493752028,827177708,89251311,656349,0,1400000,222316934,476710357,34683939
(주)DB하이텍,000990,2013/12,05,8490,1049494642,852207175,-73243309,28528798,493752028,827177708,89251311,656349,0,1400000,222316934,476710357,34683939
(주)DB하이텍,000990,2013/12,06,6870,1049494642,852207175,-73243309,28528798,493752028,827177708,89251311,656349,0,1400000,222316934,476710357,34683939
(주)DB하이텍,000990,2013/12,07,7270,1049494642,852207175,-73243309,28528798,493752028,827177708,89251311,656349,0,1400000,222316934,476710357,34683939
(주)DB하이텍,000990,2013/12,08,6330,1049494642,852207175,-73243309,28528798,493752028,827177708,89251311,656349,0,1400000,222316934,476710357,34683939
(주)DB하이텍,000990,2013/12,09,6580,1049494642,852207175,-73243309,28528798,493752028,827177708,89251311,656349,0,1400000,222316934,476710357,34683939
(주)DB하이텍,000990,2013/12,10,6050,1049494642,852207175,-73243309,28528798,493752028,827177708,89251311,656349,0,1400000,222316934,476710357,34683939
(주)DB하이텍,000990,2013/12,11,5670,1049494642,852207175,-73243309,28528798,493752028,827177708,89251311,656349,0,1400000,222316934,476710357,34683939
(주)DB하이텍,000990,2013/12,12,7530,1049494642,852207175,-73243309,28528798,493752028,827177708,89251311,656349,0,1400000,222316934,476710357,34683939
(주)DB하이텍,000990,2014/12,01,7450,1001959816,865855755,-58319918,47362460,567718224,755653097,136904849,-8414157,0,831000,246306720,376149526,39292223
(주)DB하이텍,000990,2014/12,02,7210,1001959816,865855755,-58319918,47362460,567718224,755653097,136904849,-8414157,0,831000,246306720,376149526,39292223
(주)DB하이텍,000990,2014/12,03,6700,1001959816,865855755,-58319918,47362460,567718224,755653097,136904849,-8414157,0,831000,246306720,376149526,39292223
(주)DB하이텍,000990,2014/12,04,6960,1001959816,865855755,-58319918,47362460,567718224,755653097,136904849,-8414157,0,831000,246306720,376149526,39292223
(주)DB하이텍,000990,2014/12,05,6170,1001959816,865855755,-58319918,47362460,567718224,755653097,136904849,-8414157,0,831000,246306720,376149526,39292223
(주)DB하이텍,000990,2014/12,06,3915,1001959816,865855755,-58319918,47362460,567718224,755653097,136904849,-8414157,0,831000,246306720,376149526,39292223
(주)DB하이텍,000990,2014/12,07,4040,1001959816,865855755,-58319918,47362460,567718224,755653097,136904849,-8414157,0,831000,246306720,376149526,39292223
(주)DB하이텍,000990,2014/12,08,5890,1001959816,865855755,-58319918,47362460,567718224,755653097,136904849,-8414157,0,831000,246306720,376149526,39292223
(주)DB하이텍,000990,2014/12,09,5490,1001959816,865855755,-58319918,47362460,567718224,755653097,136904849,-8414157,0,831000,246306720,376149526,39292223
(주)DB하이텍,000990,2014/12,10,5340,1001959816,865855755,-58319918,47362460,567718224,755653097,136904849,-8414157,0,831000,246306720,376149526,39292223
(주)DB하이텍,000990,2014/12,11,5700,1001959816,865855755,-58319918,47362460,567718224,755653097,136904849,-8414157,0,831000,246306720,376149526,39292223
(주)DB하이텍,000990,2014/12,12,4615,1001959816,865855755,-58319918,47362460,567718224,755653097,136904849,-8414157,0,831000,246306720,376149526,39292223
(주)DB하이텍,000990,2015/12,01,4975,1005673854,728010902,127469869,150510354,666594987,671628729,229679471,-13552576,0,854000,334045125,242109386,104789976
(주)DB하이텍,000990,2015/12,02,6220,1005673854,728010902,127469869,150510354,666594987,671628729,229679471,-13552576,0,854000,334045125,242109386,104789976
(주)DB하이텍,000990,2015/12,03,5990,1005673854,728010902,127469869,150510354,666594987,671628729,229679471,-13552576,0,854000,334045125,242109386,104789976
(주)DB하이텍,000990,2015/12,04,8200,1005673854,728010902,127469869,150510354,666594987,671628729,229679471,-13552576,0,854000,334045125,242109386,104789976
(주)DB하이텍,000990,2015/12,05,13150,1005673854,728010902,127469869,150510354,666594987,671628729,229679471,-13552576,0,854000,334045125,242109386,104789976
(주)DB하이텍,000990,2015/12,06,15800,1005673854,728010902,127469869,150510354,666594987,671628729,229679471,-13552576,0,854000,334045125,242109386,104789976
(주)DB하이텍,000990,2015/12,07,17200,1005673854,728010902,127469869,150510354,666594987,671628729,229679471,-13552576,0,854000,334045125,242109386,104789976
(주)DB하이텍,000990,2015/12,08,15550,1005673854,728010902,127469869,150510354,666594987,671628729,229679471,-13552576,0,854000,334045125,242109386,104789976
(주)DB하이텍,000990,2015/12,09,14100,1005673854,728010902,127469869,150510354,666594987,671628729,229679471,-13552576,0,854000,334045125,242109386,104789976
(주)DB하이텍,000990,2015/12,10,12150,1005673854,728010902,127469869,150510354,666594987,671628729,229679471,-13552576,0,854000,334045125,242109386,104789976
(주)DB하이텍,000990,2015/12,11,12100,1005673854,728010902,127469869,150510354,666594987,671628729,229679471,-13552576,0,854000,334045125,242109386,104789976
(주)DB하이텍,000990,2015/12,12,14300,1005673854,728010902,127469869,150510354,666594987,671628729,229679471,-13552576,0,854000,334045125,242109386,104789976
(주)DB하이텍,000990,2016/12,01,13750,1006370876,641920423,88002359,247018873,773140180,642244024,290010241,-2868455,0,788000,364126852,271946015,110782463
(주)DB하이텍,000990,2016/12,02,15200,1006370876,641920423,88002359,247018873,773140180,642244024,290010241,-2868455,0,788000,364126852,271946015,110782463
(주)DB하이텍,000990,2016/12,03,18050,1006370876,641920423,88002359,247018873,773140180,642244024,290010241,-2868455,0,788000,364126852,271946015,110782463
(주)DB하이텍,000990,2016/12,04,19450,1006370876,641920423,88002359,247018873,773140180,642244024,290010241,-2868455,0,788000,364126852,271946015,110782463
(주)DB하이텍,000990,2016/12,05,20050,1006370876,641920423,88002359,247018873,773140180,642244024,290010241,-2868455,0,788000,364126852,271946015,110782463
(주)DB하이텍,000990,2016/12,06,18450,1006370876,641920423,88002359,247018873,773140180,642244024,290010241,-2868455,0,788000,364126852,271946015,110782463
(주)DB하이텍,000990,2016/12,07,17800,1006370876,641920423,88002359,247018873,773140180,642244024,290010241,-2868455,0,788000,364126852,271946015,110782463
(주)DB하이텍,000990,2016/12,08,17050,1006370876,641920423,88002359,247018873,773140180,642244024,290010241,-2868455,0,788000,364126852,271946015,110782463
(주)DB하이텍,000990,2016/12,09,17800,1006370876,641920423,88002359,247018873,773140180,642244024,290010241,-2868455,0,788000,364126852,271946015,110782463
(주)DB하이텍,000990,2016/12,10,17050,1006370876,641920423,88002359,247018873,773140180,642244024,290010241,-2868455,0,788000,364126852,271946015,110782463
(주)DB하이텍,000990,2016/12,11,15550,1006370876,641920423,88002359,247018873,773140180,642244024,290010241,-2868455,0,788000,364126852,271946015,110782463
(주)DB하이텍,000990,2016/12,12,15900,1006370876,641920423,88002359,247018873,773140180,642244024,290010241,-2868455,0,788000,364126852,271946015,110782463
(주)DB하이텍,000990,2017/12,01,17550,977575054,536028245,74401732,182244045,679737744,629067093,253567151,-4830926,0,850000,348507961,143100665,102087610
(주)DB하이텍,000990,2017/12,02,18800,977575054,536028245,74401732,182244045,679737744,629067093,253567151,-4830926,0,850000,348507961,143100665,102087610
(주)DB하이텍,000990,2017/12,03,19100,977575054,536028245,74401732,182244045,679737744,629067093,253567151,-4830926,0,850000,348507961,143100665,102087610
(주)DB하이텍,000990,2017/12,04,21100,977575054,536028245,74401732,182244045,679737744,629067093,253567151,-4830926,0,850000,348507961,143100665,102087610
(주)DB하이텍,000990,2017/12,05,20000,977575054,536028245,74401732,182244045,679737744,629067093,253567151,-4830926,0,850000,348507961,143100665,102087610
(주)DB하이텍,000990,2017/12,06,22500,977575054,536028245,74401732,182244045,679737744,629067093,253567151,-4830926,0,850000,348507961,143100665,102087610
(주)DB하이텍,000990,2017/12,07,19150,977575054,536028245,74401732,182244045,679737744,629067093,253567151,-4830926,0,850000,348507961,143100665,102087610
(주)DB하이텍,000990,2017/12,08,15950,977575054,536028245,74401732,182244045,679737744,629067093,253567151,-4830926,0,850000,348507961,143100665,102087610
(주)DB하이텍,000990,2017/12,09,15300,977575054,536028245,74401732,182244045,679737744,629067093,253567151,-4830926,0,850000,348507961,143100665,102087610
(주)DB하이텍,000990,2017/12,10,14300,977575054,536028245,74401732,182244045,679737744,629067093,253567151,-4830926,0,850000,348507961,143100665,102087610
(주)DB하이텍,000990,2017/12,11,13400,977575054,536028245,74401732,182244045,679737744,629067093,253567151,-4830926,0,850000,348507961,143100665,102087610
(주)DB하이텍,000990,2017/12,12,12000,977575054,536028245,74401732,182244045,679737744,629067093,253567151,-4830926,0,850000,348507961,143100665,102087610
(주)DB하이텍,000990,2018/12,01,14800,1050696487,508139265,95087399,182780278,669279136,670598161,215336382,9285232,0,1082000,380098326,156793407,118765482
(주)DB하이텍,000990,2018/12,02,15300,1050696487,508139265,95087399,182780278,669279136,670598161,215336382,9285232,0,1082000,380098326,156793407,118765482
(주)DB하이텍,000990,2018/12,03,14750,1050696487,508139265,95087399,182780278,669279136,670598161,215336382,9285232,0,1082000,380098326,156793407,118765482
(주)DB하이텍,000990,2018/12,04,13450,1050696487,508139265,95087399,182780278,669279136,670598161,215336382,9285232,0,1082000,380098326,156793407,118765482
(주)DB하이텍,000990,2018/12,05,17000,1050696487,508139265,95087399,182780278,669279136,670598161,215336382,9285232,0,1082000,380098326,156793407,118765482
(주)DB하이텍,000990,2018/12,06,19600,1050696487,508139265,95087399,182780278,669279136,670598161,215336382,9285232,0,1082000,380098326,156793407,118765482
(주)DB하이텍,000990,2018/12,07,16800,1050696487,508139265,95087399,182780278,669279136,670598161,215336382,9285232,0,1082000,380098326,156793407,118765482
(주)DB하이텍,000990,2018/12,08,18350,1050696487,508139265,95087399,182780278,669279136,670598161,215336382,9285232,0,1082000,380098326,156793407,118765482
(주)DB하이텍,000990,2018/12,09,15800,1050696487,508139265,95087399,182780278,669279136,670598161,215336382,9285232,0,1082000,380098326,156793407,118765482
(주)DB하이텍,000990,2018/12,10,11350,1050696487,508139265,95087399,182780278,669279136,670598161,215336382,9285232,0,1082000,380098326,156793407,118765482
(주)DB하이텍,000990,2018/12,11,11750,1050696487,508139265,95087399,182780278,669279136,670598161,215336382,9285232,0,1082000,380098326,156793407,118765482
(주)DB하이텍,000990,2018/12,12,10850,1050696487,508139265,95087399,182780278,669279136,670598161,215336382,9285232,0,1082000,380098326,156793407,118765482
(주)DB하이텍,000990,2019/12,01,12900,1089400761,444095557,121159865,160796839,807416423,666869595,294123786,39328428,0,1887000,422531166,219572033,84227309
(주)DB하이텍,000990,2019/12,02,12450,1089400761,444095557,121159865,160796839,807416423,666869595,294123786,39328428,0,1887000,422531166,219572033,84227309
(주)DB하이텍,000990,2019/12,03,12500,1089400761,444095557,121159865,160796839,807416423,666869595,294123786,39328428,0,1887000,422531166,219572033,84227309
(주)DB하이텍,000990,2019/12,04,16000,1089400761,444095557,121159865,160796839,807416423,666869595,294123786,39328428,0,1887000,422531166,219572033,84227309
(주)DB하이텍,000990,2019/12,05,14600,1089400761,444095557,121159865,160796839,807416423,666869595,294123786,39328428,0,1887000,422531166,219572033,84227309
(주)DB하이텍,000990,2019/12,06,14750,1089400761,444095557,121159865,160796839,807416423,666869595,294123786,39328428,0,1887000,422531166,219572033,84227309
(주)DB하이텍,000990,2019/12,07,13350,1089400761,444095557,121159865,160796839,807416423,666869595,294123786,39328428,0,1887000,422531166,219572033,84227309
(주)DB하이텍,000990,2019/12,08,14700,1089400761,444095557,121159865,160796839,807416423,666869595,294123786,39328428,0,1887000,422531166,219572033,84227309
(주)DB하이텍,000990,2019/12,09,16000,1089400761,444095557,121159865,160796839,807416423,666869595,294123786,39328428,0,1887000,422531166,219572033,84227309
(주)DB하이텍,000990,2019/12,10,17000,1089400761,444095557,121159865,160796839,807416423,666869595,294123786,39328428,0,1887000,422531166,219572033,84227309
(주)DB하이텍,000990,2019/12,11,19000,1089400761,444095557,121159865,160796839,807416423,666869595,294123786,39328428,0,1887000,422531166,219572033,84227309
(주)DB하이텍,000990,2019/12,12,27600,1089400761,444095557,121159865,160796839,807416423,666869595,294123786,39328428,0,1887000,422531166,219572033,84227309
(주)DB하이텍,000990,2020/12,01,27350,1179256936,384020119,165657642,310467238,935919766,723614020,358884823,43629661,0,1701000,455642916,261727435,47731454
(주)DB하이텍,000990,2020/12,02,23800,1179256936,384020119,165657642,310467238,935919766,723614020,358884823,43629661,0,1701000,455642916,261727435,47731454
(주)DB하이텍,000990,2020/12,03,21650,1179256936,384020119,165657642,310467238,935919766,723614020,358884823,43629661,0,1701000,455642916,261727435,47731454
(주)DB하이텍,000990,2020/12,04,26750,1179256936,384020119,165657642,310467238,935919766,723614020,358884823,43629661,0,1701000,455642916,261727435,47731454
(주)DB하이텍,000990,2020/12,05,28600,1179256936,384020119,165657642,310467238,935919766,723614020,358884823,43629661,0,1701000,455642916,261727435,47731454
(주)DB하이텍,000990,2020/12,06,28850,1179256936,384020119,165657642,310467238,935919766,723614020,358884823,43629661,0,1701000,455642916,261727435,47731454
(주)DB하이텍,000990,2020/12,07,34100,1179256936,384020119,165657642,310467238,935919766,723614020,358884823,43629661,0,1701000,455642916,261727435,47731454
(주)DB하이텍,000990,2020/12,08,35550,1179256936,384020119,165657642,310467238,935919766,723614020,358884823,43629661,0,1701000,455642916,261727435,47731454
(주)DB하이텍,000990,2020/12,09,37500,1179256936,384020119,165657642,310467238,935919766,723614020,358884823,43629661,0,1701000,455642916,261727435,47731454
(주)DB하이텍,000990,2020/12,10,31950,1179256936,384020119,165657642,310467238,935919766,723614020,358884823,43629661,0,1701000,455642916,261727435,47731454
(주)DB하이텍,000990,2020/12,11,35450,1179256936,384020119,165657642,310467238,935919766,723614020,358884823,43629661,0,1701000,455642916,261727435,47731454
(주)DB하이텍,000990,2020/12,12,51000,1179256936,384020119,165657642,310467238,935919766,723614020,358884823,43629661,0,1701000,455642916,261727435,47731454
(주)DB하이텍,000990,2021/12,01,61500,1548223597,442262644,316919978,391303244,1214682040,738979333,535196604,103547897,0,1935000,809244264,335133908,181799441
(주)DB하이텍,000990,2021/12,02,56400,1548223597,442262644,316919978,391303244,1214682040,738979333,535196604,103547897,0,1935000,809244264,335133908,181799441
(주)DB하이텍,000990,2021/12,03,56300,1548223597,442262644,316919978,391303244,1214682040,738979333,535196604,103547897,0,1935000,809244264,335133908,181799441
(주)DB하이텍,000990,2021/12,04,55300,1548223597,442262644,316919978,391303244,1214682040,738979333,535196604,103547897,0,1935000,809244264,335133908,181799441
(주)DB하이텍,000990,2021/12,05,51600,1548223597,442262644,316919978,391303244,1214682040,738979333,535196604,103547897,0,1935000,809244264,335133908,181799441
(주)DB하이텍,000990,2021/12,06,62400,1548223597,442262644,316919978,391303244,1214682040,738979333,535196604,103547897,0,1935000,809244264,335133908,181799441
(주)DB하이텍,000990,2021/12,07,61000,1548223597,442262644,316919978,391303244,1214682040,738979333,535196604,103547897,0,1935000,809244264,335133908,181799441
(주)DB하이텍,000990,2021/12,08,59800,1548223597,442262644,316919978,391303244,1214682040,738979333,535196604,103547897,0,1935000,809244264,335133908,181799441
(주)DB하이텍,000990,2021/12,09,54600,1548223597,442262644,316919978,391303244,1214682040,738979333,535196604,103547897,0,1935000,809244264,335133908,181799441
(주)DB하이텍,000990,2021/12,10,57500,1548223597,442262644,316919978,391303244,1214682040,738979333,535196604,103547897,0,1935000,809244264,335133908,181799441
(주)DB하이텍,000990,2021/12,11,67000,1548223597,442262644,316919978,391303244,1214682040,738979333,535196604,103547897,0,1935000,809244264,335133908,181799441
(주)DB하이텍,000990,2021/12,12,72700,1548223597,442262644,316919978,391303244,1214682040,738979333,535196604,103547897,0,1935000,809244264,335133908,181799441
(주)DB하이텍,000990,2022/12,01,74100,2120023184,482709689,558546974,728512079,1675287534,798775254,933217769,188735744,0,2710000,1321247930,404168015,148514126
(주)DB하이텍,000990,2022/12,02,69400,2120023184,482709689,558546974,728512079,1675287534,798775254,933217769,188735744,0,2710000,1321247930,404168015,148514126
(주)DB하이텍,000990,2022/12,03,74900,2120023184,482709689,558546974,728512079,1675287534,798775254,933217769,188735744,0,2710000,1321247930,404168015,148514126
(주)DB하이텍,000990,2022/12,04,67700,2120023184,482709689,558546974,728512079,1675287534,798775254,933217769,188735744,0,2710000,1321247930,404168015,148514126
(주)DB하이텍,000990,2022/12,05,68700,2120023184,482709689,558546974,728512079,1675287534,798775254,933217769,188735744,0,2710000,1321247930,404168015,148514126
(주)DB하이텍,000990,2022/12,06,49950,2120023184,482709689,558546974,728512079,1675287534,798775254,933217769,188735744,0,2710000,1321247930,404168015,148514126
(주)DB하이텍,000990,2022/12,07,45000,2120023184,482709689,558546974,728512079,1675287534,798775254,933217769,188735744,0,2710000,1321247930,404168015,148514126
(주)DB하이텍,000990,2022/12,08,46500,2120023184,482709689,558546974,728512079,1675287534,798775254,933217769,188735744,0,2710000,1321247930,404168015,148514126
(주)DB하이텍,000990,2022/12,09,37350,2120023184,482709689,558546974,728512079,1675287534,798775254,933217769,188735744,0,2710000,1321247930,404168015,148514126
(주)DB하이텍,000990,2022/12,10,44250,2120023184,482709689,558546974,728512079,1675287534,798775254,933217769,188735744,0,2710000,1321247930,404168015,148514126
(주)DB하이텍,000990,2022/12,11,44600,2120023184,482709689,558546974,728512079,1675287534,798775254,933217769,188735744,0,2710000,1321247930,404168015,148514126
(주)DB하이텍,000990,2022/12,12,37150,2120023184,482709689,558546974,728512079,1675287534,798775254,933217769,188735744,0,2710000,1321247930,404168015,148514126
(주)JB금융지주,175330,2013/12,07,6610,,,,,,,,,,,,,
(주)JB금융지주,175330,2013/12,08,6160,,,,,,,,,,,,,
(주)JB금융지주,175330,2013/12,09,7030,,,,,,,,,,,,,
(주)JB금융지주,175330,2013/12,10,7260,,,,,,,,,,,,,
(주)JB금융지주,175330,2013/12,11,6270,,,,,,,,,,,,,
(주)JB금융지주,175330,2013/12,12,6360,,,,,,,,,,,,,
