종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"004060","SG세계물산","613","-3","-0.49","616","624","612","394707","243565239","124086500480","202424960"
"001380","SG충남방적","1320","-35","-2.58","1355","1355","1300","50451","66325885","55106660400","41747470"
"002360","SH에너지화학","1710","-45","-2.56","1795","1820","1675","15963509","27732375060","190038678300","111133730"
"009160","SIMPAC","5120","-90","-1.73","5210","5250","5040","21488","109855880","148914816000","29084925"
"123700","SJM","6970","-130","-1.83","7100","7140","6810","5843","40515990","108766139060","15604898"
"025530","SJM홀딩스","4660","0","0.00","4710","4710","4610","1163","5412880","69592477280","14934008"
"003600","SK","163500","-3500","-2.10","170000","171000","163500","59619","9827323000","7678256262000","46961812"
"034730","SK C&C","213500","-1000","-0.47","216500","219500","213000","93917","20164878500","10675000000000","50000000"
"011790","SKC","26600","-900","-3.27","27400","27600","26600","112362","3021554500","966843845800","36347513"
"018670","SK가스","96800","2800","2.98","94000","97000","92300","21287","2023072900","843332248000","8712110"
"001740","SK네트웍스","8940","170","1.94","8720","8960","8650","560854","4974696170","2218797564180","248187647"
"001745","SK네트웍스우","14500","100","0.69","14550","14550","14500","12","174100","1647896000","113648"
"003605","SK우","112000","-500","-0.44","110000","112000","109500","307","34121500","57111040000","509920"
"096770","SK이노베이션","85100","-800","-0.93","86100","86700","83800","296439","25173628100","7868819496400","92465564"
"096775","SK이노베이션우","51000","-500","-0.97","51500","51900","50700","3077","156747900","63669726000","1248426"
"001510","SK증권","883","8","0.91","880","887","875","776958","684125776","282663461993","320117171"
"001515","SK증권우","829","25","3.11","810","829","810","10903","8951742","3243474106","3912514"
"006120","SK케미칼","64000","0","0.00","63600","64600","62000","151743","9613913400","1333955008000","20843047"
"006125","SK케미칼우","27150","-150","-0.55","27450","27500","26700","9231","250933050","76484943750","2817125"
"017670","SK텔레콤","268000","-4000","-1.47","275000","275000","267500","143715","38741244000","21639850548000","80745711"
"000660","SK하이닉스","47750","-300","-0.62","48300","48500","47500","1159390","55546206200","34762112928750","728002365"
"011810","STX","375","0","0.00","0","0","0","0","0","100727755500","268607348"
"077970","STX엔진","3510","0","0.00","0","0","0","0","0","172686499830","49198433"
"071970","STX중공업","1410","0","0.00","0","0","0","0","0","161175713970","114309017"
"002710","TCC동양","2650","-40","-1.49","2635","2700","2630","5113","13530410","50350000000","19000000"
"024070","WISCOM","5480","-50","-0.90","5500","5510","5440","6100","33357080","82342041600","15025920"
"000500","가온전선","24450","-150","-0.61","24600","24600","24000","2496","60789500","101720484150","4160347"
"035250","강원랜드","30400","-500","-1.62","31150","31200","30100","448353","13661846850","6503791200000","213940500"
"000860","건설화학","48300","2200","4.77","45600","48950","45600","28377","1370354400","313950000000","6500000"
"000800","경남기업","4810","625","14.93","4395","4810","4350","468969","2187533105","172213045680","35803128"
"008020","경남에너지","6000","40","0.67","6180","6180","5960","546","3312150","211086282000","35181047"
"192520","경남은행","11900","-100","-0.83","12000","12100","11800","140323","1664428700","933208852800","78420912"
"002100","경농","4670","-20","-0.43","4830","4830","4660","7091","33275865","101300472500","21691750"
"012320","경동가스","111000","1500","1.37","108500","115000","106000","2800","308670500","386812800000","3484800"
"009450","경동나비엔","29000","1450","5.26","27550","29000","27250","24935","705451200","369445790000","12739510"
"000050","경방","182000","0","0.00","182000","182500","179000","2290","415788500","498957914000","2741527"
"012610","경인양행","4260","25","0.59","4220","4260","4185","101165","426750170","172088514900","40396365"
"009140","경인전자","19200","0","0.00","19350","19350","19100","553","10574450","30159302400","1570797"
"013580","계룡건설","9490","-80","-0.84","9330","9500","9200","36645","343695280","84754307430","8930907"
"012200","계양전기","4110","100","2.49","4015","4130","4000","103469","420245235","133986000000","32600000"
"012205","계양전기우","2330","30","1.30","2295","2330","2295","1009","2318555","3262000000","1400000"
"004200","고려개발","2020","-100","-4.72","2155","2180","2000","59399","122820240","40400000000","20000000"
"002140","고려산업","1940","-40","-2.02","1980","1980","1905","173358","334804900","48382484500","24939425"
"010130","고려아연","403500","-5500","-1.34","403000","407000","398000","25496","10243891000","7614045000000","18870000"
"002240","고려제강","42250","-450","-1.05","42600","42600","41700","19357","816044200","633750000000","15000000"
"009810","고려포리머","860","-5","-0.58","870","880","842","294977","253093802","25530469980","29686593"
"001290","골든브릿지증권","893","9","1.02","890","896","882","48955","43331608","56917200831","63737067"
"009290","광동제약","10500","-50","-0.47","10500","10900","10400","327427","3483431500","550418935500","52420851"
"017040","광명전기","2295","35","1.55","2285","2300","2260","387855","884313350","99459826425","43337615"
"017900","광전자","1630","0","0.00","1600","1630","1600","16468","26656430","94448333690","57943763"
"037710","광주신세계","307000","4000","1.32","303000","309500","302500","614","187265000","491200000000","1600000"
"192530","광주은행","9630","-130","-1.33","9750","9760","9490","42009","401777750","494173628910","51316057"
"140910","광희리츠","5550","-340","-5.77","5960","5970","5520","12341","69500830","20139479250","3628735"
"030610","교보증권","8050","-360","-4.28","8380","8510","7990","519072","4231052280","289800000000","36000000"
"007690","국도화학","41100","-1400","-3.29","42150","42750","41050","11440","478048000","238816317600","5810616"
"005320","국동","10000","-50","-0.50","10050","10050","9800","5102","50560610","46961240000","4696124"
"001140","국보","12600","-700","-5.26","13750","13800","12500","16547","214730650","12944030400","1027304"
"002720","국제약품","2345","-40","-1.68","2370","2385","2325","52271","123325180","37212120260","15868708"
"014530","극동유화","24050","200","0.84","24000","24050","23600","1101","26226300","83860955100","3486942"
"002250","근화제약","13700","-200","-1.44","14100","14100","13550","26343","360282000","162453531400","11857922"
"014280","금강공업","60300","2800","4.87","56800","61100","56800","25129","1509372000","292814629200","4855964"
"014285","금강공업우","25350","750","3.05","25200","25750","24000","2601","65102150","2990666250","117975"
"008870","금비","33450","50","0.15","33600","33600","33450","46","1538850","33450000000","1000000"
"001570","금양","1350","-10","-0.74","1375","1380","1350","33853","46023075","53126965800","39353308"
"002990","금호산업","22700","900","4.13","22000","24100","21700","1030769","23683802550","747598871700","32933871"
"002995","금호산업우","18400","50","0.27","18100","20150","18000","36204","687392200","5377694400","292266"
"011780","금호석유","80600","-1300","-1.59","82000","82500","80100","59893","4837294500","2455695894600","30467691"
"011785","금호석유우","40050","-350","-0.87","40500","40500","39500","1505","59917750","121090614300","3023486"
"001210","금호전기","18050","150","0.84","17900","18200","17700","10176","182142000","124834720550","6916051"
"073240","금호타이어","9670","-380","-3.78","10000","10050","9630","1316762","12943478350","1527793837860","157993158"
"092440","기신정기","7280","-10","-0.14","7290","7290","7190","2958","21360980","212576000000","29200000"
"000270","기아차","52300","-700","-1.32","53800","53800","51700","723916","37813756000","21200503048100","405363347"
"024110","기업은행","14100","-350","-2.42","14550","14600","13850","2721793","38241350150","7790463459900","552515139"
"004540","깨끗한나라","4600","0","0.00","4620","4650","4570","1447","6670065","112091640800","24367748"
"004545","깨끗한나라우","5300","60","1.15","5220","5390","5130","72","372410","1940648000","366160"
"007460","나라케이아이씨","1825","25","1.39","1850","1875","1815","5253","9657510","19026586775","10425527"
"001260","남광토건","2910","105","3.74","2845","3100","2790","384507","1134406630","24069989340","8271474"
"008350","남선알미늄","1220","30","2.52","1185","1230","1150","2293371","2770025475","134418489800","110179090"
"008355","남선알미우","3695","-25","-0.67","3720","3895","3620","938","3430735","1137653550","307890"
"004270","남성","11400","50","0.44","11550","11550","11350","12","138250","41281862400","3621216"
"003920","남양유업","639000","9000","1.43","625000","644000","623000","1423","910651000","460080000000","720000"
"003925","남양유업우","251500","0","0.00","242000","251500","242000","24","5934000","41915493000","166662"
"002070","남영비비안","8310","110","1.34","8200","8310","8200","5328","43694220","57072622950","6867945"
"025860","남해화학","9070","10","0.11","9090","9110","8900","167920","1514018340","450587106010","49678843"
"005720","넥센","87000","900","1.05","85500","87200","85000","2103","180404400","442657479000","5088017"
"005725","넥센우","37200","0","0.00","0","0","0","0","0","13394232000","360060"
"002350","넥센타이어","12750","50","0.39","12700","12850","12550","135845","1727099400","1229302431750","96415877"
"002355","넥센타이어1우B","5150","-20","-0.39","5050","5150","5050","3295","16708970","33475000000","6500000"
"110570","넥솔론","333","43","14.83","333","333","333","2450039","815859934","44722574991","134302027"
"090350","노루페인트","9050","-10","-0.11","8920","9110","8920","288874","2610673770","181000000000","20000000"
"090355","노루페인트우","6910","-320","-4.43","7110","7110","6700","1233","8323670","3200200660","463126"
"000320","노루홀딩스","25100","100","0.40","24750","25150","24150","5723","141718200","331285136100","13198611"
"000327","노루홀딩스2우B","23600","-100","-0.42","23150","23600","22600","1591","36003550","2183944000","92540"
"000325","노루홀딩스우","14700","-400","-2.65","15000","15000","14300","180","2606950","2723175000","185250"
"006280","녹십자","137000","-2500","-1.79","139500","140500","137000","12348","1714429500","1601055706000","11686538"
"005250","녹십자홀딩스","20900","-350","-1.65","21300","21300","20700","27974","586961200","982889589000","47028210"
"005255","녹십자홀딩스1우","14000","0","0.00","0","0","0","0","0","23364180000","1668870"
"005257","녹십자홀딩스2우","13650","-50","-0.36","13700","13700","13650","252","3450000","11547763500","845990"
"004370","농심","252500","3000","1.20","248500","252500","248500","7396","1861243500","1535867105000","6082642"
"072710","농심홀딩스","104000","-4000","-3.70","107500","107500","103500","2170","228515500","482330160000","4637790"
"023590","다우기술","11950","0","0.00","11950","12150","11850","77400","928076000","536156073150","44866617"
"020120","다우인큐브","3090","90","3.00","3030","3100","2990","1618","4928905","48922576410","15832549"
"015590","대경기계","1490","0","0.00","1495","1495","1480","17405","25831925","81562436100","54739890"
"019680","대교","7040","-60","-0.85","7050","7130","7020","33784","238711330","596308064000","84702850"
"019685","대교우B","4220","5","0.12","4200","4225","4155","348","1456295","81981897800","19426990"
"006370","대구백화점","15650","100","0.64","15600","15750","15450","3307","51424000","169358212150","10821611"
"004130","대덕GDS","12200","150","1.24","12050","12300","12000","141448","1719148550","251022478600","20575613"
"004135","대덕GDS우","7090","60","0.85","7070","7090","6990","5272","37264150","15314400000","2160000"
"008060","대덕전자","8980","-120","-1.32","9030","9190","8760","176230","1579314330","438190774000","48796300"
"000490","대동공업","9850","130","1.34","9870","9900","9790","10650","104876260","233722868500","23728210"
"008110","대동전자","4070","0","0.00","4045","4130","4015","1638","6606545","42696119290","10490447"
"005750","대림B&Co","3570","45","1.28","3525","3580","3520","27223","96902075","54146989680","15167224"
"000210","대림산업","65800","200","0.30","65100","66300","65000","90831","5991027800","2289840000000","34800000"
"000215","대림산업우","25250","550","2.23","24700","25250","24700","2456","61521550","95950000000","3800000"
"006570","대림통상","4310","10","0.23","4350","4350","4255","32","137610","65619750000","15225000"
"001680","대상","33400","-1250","-3.61","34450","35150","33350","313276","10612922100","1149346605000","34411575"
"001689","대상3우B","33550","850","2.60","32700","34450","32700","27","905200","7932897500","236450"
"001685","대상우","13050","0","0.00","13050","13250","12900","6507","84307050","17881410150","1370223"
"084690","대상홀딩스","16800","-450","-2.61","17250","17450","16500","19508","327118050","608370638400","36212538"
"084695","대상홀딩스우","7120","-250","-3.39","7390","7390","7050","3232","23023570","6503991840","913482"
"128820","대성산업","2375","0","0.00","0","0","0","0","0","67962259000","28615688"
"117580","대성에너지","6000","-130","-2.12","6060","6140","6000","32643","197075600","165000000000","27500000"
"005620","대성합동지주","32400","-700","-2.11","32850","33050","31800","810","26227050","58290094800","1799077"
"016710","대성홀딩스","10700","100","0.94","10700","10750","10500","9260","98613400","172157211300","16089459"
"003540","대신증권","9490","-130","-1.35","9620","9680","9490","84173","805591190","481839566000","50773400"
"003547","대신증권2우B","5750","-30","-0.52","5790","5880","5700","2653","15213070","57500000000","10000000"
"003545","대신증권우","6160","-120","-1.91","6280","6310","6120","21170","130769720","160160000000","26000000"
"009190","대양금속","565","30","5.61","573","610","545","681454","399255234","34798162985","61589669"
"014160","대영포장","912","4","0.44","905","913","898","697836","630905660","86630633760","94989730"
"047040","대우건설","5890","10","0.17","5860","6000","5860","613826","3631908590","2448017337820","415622638"
"009320","대우부품","882","6","0.68","884","890","865","78023","68370159","33429817134","37902287"
"047050","대우인터내셔널","31450","-250","-0.79","31500","31700","30750","240175","7486187200","3581409351950","113876291"
"042660","대우조선해양","18650","-200","-1.06","18800","19300","18650","1338244","25288267400","3569437636700","191390758"
"006800","대우증권","9830","-270","-2.67","10150","10200","9790","1395212","13815311400","3211469758530","326700891"
"006805","대우증권우","5280","-50","-0.94","5350","5380","5250","15523","82005320","74319960000","14075750"
"003090","대웅","45150","0","0.00","44400","45400","44400","1227","55384750","525022079400","11628396"
"069620","대웅제약","67200","-3200","-4.55","69300","69900","67200","17648","1208868500","778617840000","11586575"
"000430","대원강업","6000","-180","-2.91","6210","6290","5980","35440","217242750","372000000000","62000000"
"006340","대원전선","739","16","2.21","723","739","722","397884","290506214","50331199369","68107171"
"006345","대원전선우","752","-20","-2.59","780","794","752","28219","21625723","1971142400","2621200"
"003220","대원제약","14600","750","5.42","13750","14600","13750","110335","1572228000","238865314800","16360638"
"024890","대원화성","2195","-35","-1.57","2205","2230","2075","57816","125766950","79298080160","36126688"
"000300","대유신소재","1230","0","0.00","1235","1245","1215","201415","247488205","108388246980","88120526"
"002880","대유에이텍","1615","15","0.94","1595","1635","1570","500165","800219715","139861277150","86601410"
"012800","대창","879","-3","-0.34","888","899","870","153486","134714049","80112498621","91140499"
"015230","대창단조","43350","-1050","-2.36","44400","44400","43300","2788","121547850","86700000000","2000000"
"001070","대한방직","31050","-100","-0.32","31100","31350","30850","347","10764150","32913000000","1060000"
"006650","대한유화","70900","100","0.14","70800","71800","70100","21797","1540299300","460850000000","6500000"
"001440","대한전선","1200","0","0.00","0","0","0","0","0","196244022000","163536685"
"084010","대한제강","5700","-50","-0.87","5670","5760","5650","12504","71590380","140486383800","24646734"
"001790","대한제당","24950","350","1.42","24500","25000","24450","5864","145066650","187342564000","7508720"
"001799","대한제당3우B","23000","-500","-2.13","23100","23200","23000","31","714600","2485058000","108046"
"001795","대한제당우","12600","-250","-1.95","12950","12950","12200","1298","16101800","6806898000","540230"
"001130","대한제분","155500","-2000","-1.27","157500","158000","154000","2138","332535000","262795000000","1690000"
"003490","대한항공","47450","650","1.39","47050","48600","46800","626488","29934448300","2784149533100","58675438"
"003495","대한항공우","17350","400","2.36","16950","18000","16850","8641","151686650","19272275900","1110794"
"005880","대한해운","23400","0","0.00","23400","23750","23300","56881","1339429850","571336927200","24416108"
"003830","대한화섬","73100","400","0.55","72700","73500","72700","540","39539100","97076800000","1328000"
"016090","대현","2860","30","1.06","2830","2865","2810","244551","695516990","129507406600","45282310"
"069460","대호에이엘","1100","-90","-7.56","1180","1180","1100","823876","932066520","29848322900","27134839"
"012510","더존비즈온","9300","150","1.64","9160","9420","9090","183325","1705766200","275956110000","29672700"
"004830","덕성","2430","35","1.46","2420","2440","2410","9453","22883370","38102400000","15680000"
"004835","덕성우","1475","0","0.00","1460","1475","1460","26","38150","2053200000","1392000"
"024900","덕양산업","2670","-65","-2.38","2770","2770","2655","114366","305660945","86948496600","32564980"
"008000","도레이케미칼","12650","-250","-1.94","12900","13050","12550","258952","3298056250","586502715150","46363851"
"002150","도화엔지니어링","4310","110","2.62","4205","4350","4115","9284","39603165","145333200000","33720000"
"001620","동국실업","2360","-95","-3.87","2460","2460","2350","120748","289564270","62149467200","26334520"
"001230","동국제강","5860","-130","-2.17","5940","6050","5850","216259","1282100270","520510339400","88824290"
"023450","동남합성","34000","0","0.00","34150","34150","34000","133","4522150","43516022000","1279883"
"004140","동방","1895","45","2.43","1860","1920","1850","65373","123731535","40787923150","21523970"
"007590","동방아그로","6450","0","0.00","6470","6470","6420","2203","14175710","87833371650","13617577"
"012030","동부CNI","2510","-130","-4.92","2600","2600","2495","32607","82262660","45713706320","18212632"
"005960","동부건설","1005","-45","-4.29","1030","1055","1005","660884","676742510","50290363815","50040163"
"005965","동부건설우","687","-13","-1.86","683","697","681","9460","6473721","2296204755","3342365"
"016380","동부제철","1405","-10","-0.71","1415","1435","1395","139285","195940735","85212356420","60649364"
"016385","동부제철우","1690","10","0.60","1730","1730","1680","1596","2722760","4335441500","2565350"
"016610","동부증권","3710","5","0.13","3740","3740","3605","109784","401186375","157476103190","42446389"
"000990","동부하이텍","4615","-260","-5.33","4400","4640","4335","312240","1414280005","204757544680","44367832"
"000995","동부하이텍1우","23000","-1450","-5.93","22500","23450","21500","6625","149383800","2583268000","112316"
"000997","동부하이텍2우B","22300","-1050","-4.50","23000","23000","21950","1237","27377050","691723700","31019"
"005830","동부화재","55000","-500","-0.90","55600","56300","54900","119973","6632681500","3894000000000","70800000"
"083350","동북아10호","4740","0","0.00","4740","4740","4740","1","4740","7516028400","1585660"
"083360","동북아11호","4650","0","0.00","0","0","0","0","0","7373319000","1585660"
"083370","동북아12호","4600","0","0.00","0","0","0","0","0","7294036000","1585660"
"083380","동북아13호","4740","0","0.00","4740","4740","4740","1","4740","7516028400","1585660"
"083390","동북아14호","4550","0","0.00","0","0","0","0","0","7214753000","1585660"
"002210","동성제약","4270","0","0.00","4250","4385","4230","295711","1278424845","92942784200","21766460"
"102260","동성홀딩스","6690","-10","-0.15","6720","6790","6650","72437","486343820","242275975050","36214645"
"005190","동성화학","14800","-150","-1.00","14850","15100","14650","19868","294025950","72177365200","4876849"
"000640","동아쏘시오홀딩스","121500","-500","-0.41","121500","124000","119500","9995","1224441500","544513306500","4481591"
"058730","동아에스텍","4230","55","1.32","4115","4250","4115","20650","86867955","53826750000","12725000"
"170900","동아에스티","91700","600","0.66","90200","92100","90200","15439","1411534100","706267531200","7701936"
"008040","동아원","2955","0","0.00","2955","2980","2940","10250","30207585","192607931295","65180349"
"028100","동아지질","7590","20","0.26","7550","7600","7540","3447","26108230","87285000000","11500000"
"007340","동아타이어","19150","100","0.52","19000","19600","19000","9220","178376000","454372433000","23727020"
"001520","동양","895","7","0.79","882","902","882","498998","446490641","210797903680","235528384"
"001527","동양2우B","6340","150","2.42","6030","6340","5930","100","622080","1956327460","308569"
"001529","동양3우B","8150","240","3.03","8190","8190","7850","431","3422300","731234300","89722"
"001780","동양강철","3020","90","3.07","2975","3060","2960","544747","1639108690","173303621100","57385305"
"084670","동양고속","34400","0","0.00","34700","35450","33450","13539","464230100","91228800000","2652000"
"013570","동양기전","7560","0","0.00","0","0","0","0","0","239389728480","31665308"
"030790","동양네트웍스","665","19","2.94","660","675","650","347414","228975846","20824103930","31314442"
"002900","동양물산","7600","10","0.13","7560","7620","7500","9349","70439080","49695564000","6538890"
"082640","동양생명","10750","-250","-2.27","11050","11050","10750","144711","1568828050","1156403192500","107572390"
"001525","동양우","3035","-10","-0.33","3075","3075","2865","769","2279610","1874813585","617731"
