종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"095570","AJ네트웍스","6970","-30","-0.43","7090","7090","6850","45771","315718570","326351396150","46822295"
"068400","AJ렌터카","9910","30","0.30","9830","10100","9790","357703","3538160360","219469833000","22146300"
"006840","AK홀딩스","68500","600","0.88","68000","68500","66700","18963","1291636900","907457928500","13247561"
"027410","BGF","15250","900","6.27","14450","15400","14450","1170675","17589903400","492021714750","32263719"
"282330","BGF리테일","210000","-2500","-1.18","210500","213000","209500","28678","6032219000","3629620260000","17283906"
"138930","BNK금융지주","9420","80","0.86","9320","9430","9260","629232","5891001724","3070310017320","325935246"
"001460","BYC","306000","-500","-0.16","306500","307000","305500","671","205365000","191132190000","624615"
"001465","BYC우","152500","-500","-0.33","147000","152500","147000","26","3885500","32846212500","215385"
"001040","CJ","181500","4000","2.25","178500","182000","177000","37405","6761125150","5295625137000","29176998"
"079160","CJ CGV","74200","100","0.13","74200","75200","73900","99695","7435191400","1570169424600","21161313"
"000120","CJ대한통운","140000","0","0.00","140500","142500","139500","34056","4802178375","3193728160000","22812344"
"011150","CJ씨푸드","2875","35","1.23","2850","2875","2825","55258","157772620","103300972375","35930773"
"011155","CJ씨푸드1우","26150","-100","-0.38","26300","26300","25550","1512","39199250","5230000000","200000"
"001045","CJ우","77100","1300","1.72","76900","77600","76000","2195","169110300","174263193300","2260223"
"097950","CJ제일제당","366000","-2000","-0.54","368000","368500","364000","29754","10891319035","4822689768000","13176748"
"097955","CJ제일제당 우","150500","-2000","-1.31","153000","153000","150500","11855","1791425000","199778666500","1327433"
"037560","CJ헬로","7100","120","1.72","6970","7100","6950","115579","812611950","549872741500","77446865"
"000590","CS홀딩스","80200","100","0.12","80000","80200","78400","438","34705100","92589456400","1154482"
"012030","DB","658","8","1.23","650","662","642","216245","141630068","122345784694","185935843"
"016610","DB금융투자","4005","50","1.26","3980","4015","3930","30057","119516475","169997787945","42446389"
"005830","DB손해보험","71200","600","0.85","70600","71300","70000","66774","4734941920","5040960000000","70800000"
"000990","DB하이텍","12000","150","1.27","11850","12100","11750","194214","2320631200","532413984000","44367832"
"000995","DB하이텍1우","34150","1150","3.48","33300","34600","32600","482","16051400","3835591400","112316"
"139130","DGB금융지주","10550","-100","-0.94","10550","10600","10400","332040","3484071367","1784488538150","169145833"
"004840","DRB동일","7860","-10","-0.13","7870","7870","7720","23255","180242740","149340000000","19000000"
"155660","DSR","5170","80","1.57","5090","5230","5060","64097","329721070","82720000000","16000000"
"069730","DSR제강","5240","180","3.56","5070","5350","5070","165625","869463760","75456000000","14400000"
"017940","E1","56900","300","0.53","56800","56900","56400","4230","240320600","390334000000","6860000"
"007700","F&F","41950","-700","-1.64","42750","42800","41850","62930","2649207450","646030000000","15400000"
"114090","GKL","29250","-50","-0.17","29450","29450","28900","129923","3784761250","1809278347500","61855670"
"078930","GS","62200","400","0.65","61800","62200","61300","117338","7265807056","5779336511600","92915378"
"006360","GS건설","28300","950","3.47","27150","28300","27150","441435","12311655790","2028409207100","71675237"
"001250","GS글로벌","2795","0","0.00","2800","2835","2775","151080","422645855","230681870380","82533764"
"007070","GS리테일","40300","900","2.28","39350","40650","39000","136079","5453491960","3103100000000","77000000"
"078935","GS우","40900","-50","-0.12","41000","41000","40500","898","36491700","72999383400","1784826"
"003560","IHQ","2540","130","5.39","2420","2540","2395","1092933","2700748970","368689882380","145153497"
"175330","JB금융지주","6070","-20","-0.33","6070","6080","6020","221305","1338401510","943517297610","155439423"
"234080","JW생명과학","42100","-150","-0.36","42600","42600","41600","12428","523640250","333317361700","7917277"
"001060","JW중외제약","45300","1350","3.07","43950","46100","43950","158556","7181263250","867551036100","19151237"
"001067","JW중외제약2우B","42450","-150","-0.35","42150","43950","42150","814","34806350","3584350650","84437"
"001065","JW중외제약우","25950","550","2.17","25750","26650","25150","2028","53006200","4175562600","160908"
"096760","JW홀딩스","8370","260","3.21","8100","8440","8000","547358","4497147680","519114790710","62020883"
"105560","KB금융","63400","400","0.63","63600","63600","62500","617834","38968203260","26508271445800","418111537"
"002380","KCC","381000","14000","3.81","365500","381000","363000","17301","6533066692","4022031453000","10556513"
"009070","KCTC","2560","10","0.39","2530","2595","2510","3963","10122415","76800000000","30000000"
"009440","KC그린홀딩스","5200","-20","-0.38","5200","5250","5130","29970","154949280","116661896000","22434980"
"119650","KC코트렐","4790","40","0.84","4780","4870","4750","68385","327547820","62270000000","13000000"
"092220","KEC","1290","25","1.98","1280","1300","1260","1272987","1628164735","143004081330","110855877"
"109070","KGP","3500","-10","-0.28","3510","3510","3325","109002","371729240","26138308000","7468088"
"001390","KG케미칼","24500","0","0.00","24500","25500","24050","312991","7753605250","303148520500","12373409"
"001940","KISCO홀딩스","74200","400","0.54","73200","74500","73200","887","65524400","274189479200","3695276"
"083420","KPX그린케미칼","4325","-55","-1.26","4380","4415","4320","10686","46541710","86500000000","20000000"
"025000","KPX케미칼","69900","2600","3.86","68900","70600","67400","2210","153173900","338316000000","4840000"
"092230","KPX홀딩스","65500","-1200","-1.80","66000","66000","65200","1331","87168600","276714313000","4224646"
"000040","KR모터스","325","0","0.00","0","0","0","0","0","61186294000","188265520"
"044450","KSS해운","9070","-10","-0.11","9080","9100","8850","21557","194922530","210295931600","23185880"
"030200","KT","30250","-200","-0.66","30400","30450","30150","482886","14713943856","7898632192000","261111808"
"033780","KT&G","115500","500","0.43","115500","115500","113000","203544","23286517115","15857283403500","137292497"
"030210","KTB투자증권","3895","30","0.78","3900","3900","3800","411354","1585048680","234923388340","60314092"
"058850","KTcs","2270","-15","-0.66","2295","2300","2245","113863","258132530","96894950000","42685000"
"093050","LF","31300","850","2.79","30450","32100","30450","141469","4459256450","915212000000","29240000"
"003550","LG","91000","800","0.89","90300","91300","89500","106393","9665638442","15702698921000","172557131"
"034220","LG디스플레이","29900","150","0.50","30000","30200","29700","1600430","47922294577","10698689430000","357815700"
"001120","LG상사","27150","100","0.37","27000","27200","26900","140383","3801941150","1052334000000","38760000"
"051900","LG생활건강","1189000","15000","1.28","1190000","1199000","1176000","15075","17947575260","18570036233000","15618197"
"051905","LG생활건강우","698000","10000","1.45","681000","698000","681000","1657","1149926824","1465588506000","2099697"
"003555","LG우","49700","200","0.40","49300","49900","49300","1691","84027500","164739446900","3314677"
"032640","LG유플러스","14000","-350","-2.44","14300","14500","14000","997478","14141890150","6112559054000","436611361"
"011070","LG이노텍","144000","3500","2.49","140000","145000","138500","190019","27166593384","3408063408000","23667107"
"066570","LG전자","106000","-1000","-0.93","107000","109500","105000","822274","88002408468","17346668284000","163647814"
"066575","LG전자우","47000","200","0.43","46600","47450","46300","61528","2894168350","807741624000","17185992"
"108670","LG하우시스","97100","1100","1.15","96000","97500","95000","22599","2189853300","870760757000","8967670"
"108675","LG하우시스우","55800","500","0.90","55500","55900","55400","545","30252700","57604014000","1032330"
"051910","LG화학","405000","10500","2.66","396500","407000","395000","169517","68358962775","28589898915000","70592343"
"051915","LG화학우","249000","5000","2.05","244000","249500","242000","9776","2418220794","1914511200000","7688800"
"079550","LIG넥스원","59800","2400","4.18","57700","60800","57700","330826","19799456800","1315600000000","22000000"
"006260","LS","72500","-1000","-1.36","73500","74300","72500","76594","5601456400","2334500000000","32200000"
"000680","LS네트웍스","2895","5","0.17","2895","2895","2860","5669","16347030","228134731320","78803016"
"010120","LS산전","65100","-200","-0.31","65500","66000","64400","34499","2242801900","1953000000000","30000000"
"229640","LS전선아시아","6290","-40","-0.63","6350","6350","6250","63102","396184930","192630488910","30624879"
"023150","MH에탄올","6340","-60","-0.94","6390","6390","6290","8218","51918950","46779854840","7378526"
"035420","NAVER","870000","-7000","-0.80","880000","881000","860000","65370","56705863764","28677530730000","32962679"
"181710","NHN엔터테인먼트","68400","-1900","-2.70","70300","70300","68400","104047","7170027900","1338247710000","19565025"
"005940","NH투자증권","13900","50","0.36","13800","13950","13800","779225","10814837642","3911583529300","281408887"
"005945","NH투자증권우","8930","10","0.11","8970","8970","8850","36836","328028790","168517744240","18870968"
"034310","NICE","14650","250","1.74","14450","14750","14300","27966","405520800","554975695000","37882300"
"008260","NI스틸","2930","-10","-0.34","2940","2965","2900","56589","165745215","83290670500","28426850"
"004250","NPC","5220","-20","-0.38","5240","5270","5200","1272","6669310","191678400000","36720000"
"004255","NPC우","2545","-55","-2.12","2600","2600","2545","1571","4010965","13437600000","5280000"
"010060","OCI","136000","7000","5.43","128000","137000","127500","369226","49085160610","3243514456000","23849371"
"005490","POSCO","332500","-2000","-0.60","335000","335000","329000","164553","54519432508","28989622637500","87186835"
"100840","S&TC","16100","500","3.21","15600","16200","15450","3897","61948650","114062253200","7084612"
"064960","S&T모티브","46850","450","0.97","46350","46850","45800","38138","1774986150","685093921600","14623136"
"003570","S&T중공업","7480","-20","-0.27","7540","7550","7440","16849","125795060","242901323720","32473439"
"036530","S&T홀딩스","15750","0","0.00","15700","15800","15650","7522","118411600","249324153750","15830105"
"010950","S-Oil","117000","-1000","-0.85","118000","118000","116000","328500","38425988428","13172186664000","112582792"
"010955","S-Oil우","99000","-1000","-1.00","100000","100500","98300","26146","2586510100","398170773000","4021927"
"034120","SBS","25850","500","1.97","25350","26000","24950","45910","1175428800","471829244700","18252582"
"101060","SBS미디어홀딩스","3055","-30","-0.97","3085","3095","3040","78810","241611775","427382860450","139896190"
"004060","SG세계물산","927","30","3.34","890","930","887","474780","431622041","187647937920","202424960"
"001380","SG충방","4000","25","0.63","3950","4055","3950","41818","168098010","179856572000","44964143"
"002360","SH에너지화학","1405","15","1.08","1385","1410","1375","915884","1276163220","156142890650","111133730"
"009160","SIMPAC","4130","65","1.60","4125","4150","4035","10837","44465170","120120740250","29084925"
"123700","SJM","4900","-50","-1.01","4975","4975","4895","17406","85712880","76464000200","15604898"
"025530","SJM홀딩스","4800","5","0.10","4795","4800","4765","4329","20686760","71683238400","14934008"
"034730","SK","283000","4000","1.43","281000","284000","276000","93028","26023033140","19911964051000","70360297"
"011790","SKC","47000","3150","7.18","45300","50600","44900","857606","41066375200","1764124085000","37534555"
"018670","SK가스","94200","-100","-0.11","94400","94600","93100","9472","893081500","844728703200","8967396"
"001740","SK네트웍스","6650","70","1.06","6570","6670","6530","635505","4209351195","1650447852550","248187647"
"001745","SK네트웍스우","54900","-1100","-1.96","55400","56100","54000","3293","179643900","6239275200","113648"
"210980","SK디앤디","33650","1650","5.16","32400","33900","31750","88347","2939291950","543615750000","16155000"
"03473K","SK우","163500","2000","1.24","162000","169000","162000","9791","1632120500","92563072500","566135"
"096770","SK이노베이션","204500","2500","1.24","202000","204500","200500","110022","22347359681","18909207838000","92465564"
"096775","SK이노베이션우","142000","2000","1.43","139500","142500","139000","7159","1012948000","177276492000","1248426"
"001510","SK증권","1150","10","0.88","1145","1150","1130","2385041","2724261405","368134746650","320117171"
"001515","SK증권우","3560","15","0.42","3545","3640","3530","38137","136096085","13928549840","3912514"
"006120","SK케미칼","84200","0","0.00","0","0","0","0","0","1883060167000","22364135"
"006125","SK케미칼우","40500","0","0.00","0","0","0","0","0","114093562500","2817125"
