종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"095570","AJ네트웍스","5410","-50","-0.92","5480","5480","5320","180273","970926310","253308615950","46822295"
"006840","AK홀딩스","19300","-100","-0.52","19500","19600","19150","14993","289853350","255677927300","13247561"
"027410","BGF","5290","-20","-0.38","5260","5320","5250","142976","754152560","506341824390","95716791"
"282330","BGF리테일","145500","-500","-0.34","145500","146500","143500","20511","2973355000","2514808323000","17283906"
"138930","BNK금융지주","8400","0","0.00","8380","8430","8350","1058390","8878043900","2737856066400","325935246"
"001460","BYC","450500","-11500","-2.49","461500","470000","447000","2894","1309668500","281389057500","624615"
"001465","BYC우","184500","500","0.27","182500","184500","180500","193","35314500","39738532500","215385"
"001040","CJ","83400","-1100","-1.30","84100","84800","83000","50897","4254552700","2433361633200","29176998"
"079160","CJ CGV","25050","100","0.40","25050","25300","24800","191412","4802493150","950732970600","37953412"
"00104K","CJ4우(전환)","70500","-1500","-2.08","71500","71800","70500","6143","435190700","297969096000","4226512"
"000120","CJ대한통운","126000","-500","-0.40","126500","126500","124500","66720","8386864500","2874355344000","22812344"
"011150","CJ씨푸드","3800","80","2.15","3720","4210","3695","2763382","11096481930","136536937400","35930773"
"011155","CJ씨푸드1우","36850","-50","-0.14","36900","36900","36300","1278","47070050","7370000000","200000"
"001045","CJ우","53800","-200","-0.37","54200","54200","53600","674","36267900","121599997400","2260223"
"097950","CJ제일제당","387500","-1000","-0.26","386000","394000","385500","29345","11422504000","5833497075000","15054186"
"097955","CJ제일제당 우","177500","-1500","-0.84","179000","179000","177000","2742","487397500","235619357500","1327433"
"000590","CS홀딩스","64100","100","0.16","64000","64200","63300","1019","65176500","74002296200","1154482"
"012030","DB","950","6","0.64","947","952","934","489166","462319614","191115236350","201173933"
"016610","DB금융투자","6580","50","0.77","6550","6610","6510","117642","772370510","279297239620","42446389"
"005830","DB손해보험","54000","0","0.00","54200","55200","53600","148954","8057207800","3823200000000","70800000"
"000990","DB하이텍","72700","-400","-0.55","73100","73500","72100","519512","37796321300","3227777347600","44398588"
"000995","DB하이텍1우","102000","0","0.00","101500","102500","101000","213","21669500","11456232000","112316"
"139130","DGB금융지주","9380","-40","-0.42","9270","9410","9270","280252","2615634010","1586587913540","169145833"
"001530","DI동일","277000","1000","0.36","273000","278500","272000","9245","2537129500","695451435000","2510655"
"000210","DL","60900","-700","-1.14","61500","61600","60400","74554","4542935300","1276213335600","20955884"
"001880","DL건설","27150","50","0.18","27100","27250","26900","11822","320122800","598746660600","22053284"
"000215","DL우","37000","-700","-1.86","38100","38100","36800","1199","44515650","62386255000","1686115"
"375500","DL이앤씨","119000","-1000","-0.83","120000","121000","117500","124189","14791159500","2303689822000","19358738"
