회사명,거래소코드,회계년도,종가,PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),PCR(최고)(IFRS),PCR(최저)(IFRS),PSR(최고)(IFRS),PSR(최저)(IFRS),EV/EBITDA(IFRS),자기자본순이익률(IFRS연결),자산(*)(IFRS연결),당기순이익(손실)(IFRS연결),판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),연구개발비(IFRS연결),매출액(수익)(*)(IFRS연결),* (정상)영업손익(보고서기재)(IFRS연결)
(주)강원랜드,035250,2019/12,29600,22.02,17.63,2.09,1.67,18.07,14.46,4.87,3.9,11.04,9.16,4438119306,334653892,282268243,60061,1520080449,501153152
(주)강원랜드,035250,2020/12,23500,0,0,1.96,1.06,0,0,13.33,7.17,0,-7.92,3641632201,-275879104,365663102,8215,478578866,-431583874
(주)갤럭시아에스엠,011420,2015/12,3455,41.12,13.89,2.23,0.75,35.22,11.9,1.97,0.67,18.15,5.11,68686992,1863773,4362057,0,62472754,2101041
(주)갤럭시아에스엠,011420,2016/12,2125,0,0,2.34,1.03,0,0,2.16,0.95,0,-3.3,58444606,-1562620,4661340,0,52626331,-3713866
(주)갤럭시아에스엠,011420,2017/12,2935,0,0,2.63,1.43,0,0,2.72,1.48,0,-13.83,49831109,-5899738,3391712,0,37281280,-3545768
(주)갤럭시아에스엠,011420,2018/12,1660,0,0,3.72,1.31,0,0,4.29,1.51,0,-47.79,33253331,-16003255,4970149,0,22060413,-10337846
(주)갤럭시아에스엠,011420,2019/12,1485,0,0,4.85,1.92,120.21,47.75,3.45,1.37,27.74,-5.7,28241598,-1375316,2251316,0,28732679,-456437
(주)갤럭시아에스엠,011420,2020/12,1430,63.84,19.4,3.24,0.98,21.89,6.65,3.21,0.98,12.23,,,,,,,
(주)경농,002100,2015/12,5090,20.83,15.54,0.82,0.61,0,0,0.98,0.73,11.79,4.13,316341853,6980392,57201531,9788474,196418710,12111543
(주)경농,002100,2016/12,5800,30.33,17.85,1.04,0.61,20.16,11.87,1.22,0.72,15.13,3.86,320915151,6365805,59444576,11642420,203984939,9168484
(주)경농,002100,2017/12,6010,12.76,10.23,0.85,0.68,10.23,8.2,1.03,0.82,12.59,5.83,335873898,10079442,59226684,8450006,206534382,8447803
(주)경농,002100,2018/12,10800,36.55,12.7,1.97,0.68,75.99,26.41,2.4,0.84,14.26,3.08,357260541,4878426,57973365,7409758,212654617,14769793
(주)경농,002100,2019/12,11350,74.8,30.72,2.89,1.19,120.26,49.39,3.49,1.43,17.34,2.47,370874091,4014664,65722104,6867950,227510941,8690743
(주)경농,002100,2020/12,12000,41.06,11.95,2.27,0.66,50.32,14.64,2.59,0.75,17.74,6.69,371525656,13294936,66329258,7158687,248295524,14281977
(주)경동나비엔,009450,2015/12,31250,27.79,14.37,3.04,1.57,14.7,7.6,1.2,0.62,14.93,8.48,402084368,16752000,135756950,5529749,512031120,24222981
(주)경동나비엔,009450,2016/12,43050,28.92,11.77,4.13,1.68,15.17,6.17,1.64,0.67,11.93,16.79,429754702,37469924,155087917,7692663,583252904,45831937
(주)경동나비엔,009450,2017/12,51300,43.09,23.81,3.32,1.83,52.17,28.83,1.23,0.68,16.06,10.73,503697210,27019124,190824927,9040550,684660958,47757034
(주)경동나비엔,009450,2018/12,41550,40.92,19.43,4.09,1.94,0,0,1.51,0.72,14.24,9.23,583595818,24748538,198095020,12570808,726741615,40802217
(주)경동나비엔,009450,2019/12,46600,38.7,20.22,3.27,1.71,20.77,10.85,1.21,0.63,11.32,9.59,609808343,27852090,219829864,10204000,774290704,44824995
(주)경동나비엔,009450,2020/12,52100,41.68,17.57,2.95,1.24,14.47,6.1,1.05,0.44,11.08,12.83,734688738,41637325,263267715,10151328,873409019,67099323
(주)경동도시가스,267290,2017/12,36250,,,,,,,,,,,710280194,17798556,56645639,0,871548284,21664503
(주)경동도시가스,267290,2018/12,33200,7.32,4.46,0.82,0.5,2.07,1.26,0.15,0.09,0.82,11.11,778269612,34164798,83355348,0,1606531867,42657143
(주)경동도시가스,267290,2019/12,21250,9.59,4.91,0.72,0.37,6.95,3.56,0.16,0.08,1.02,7.45,749999474,24638348,84463787,0,1422707835,28055130
(주)경동도시가스,267290,2020/12,18600,7.1,3.78,0.39,0.21,0,0,0.12,0.07,1.61,5.46,699658165,19017069,85237694,0,1086830628,18135395
(주)경동인베스트,012320,2015/12,89200,0,0,0.85,0.57,0,0,0.33,0.22,6.54,-2.85,1167819522,-21251390,97030233,0,1604168482,-13298185
(주)경동인베스트,012320,2016/12,76700,19.17,12.59,0.58,0.38,9.63,6.32,0.31,0.2,4.67,3.34,1126122628,19132415,88431091,0,1181902637,28667528
(주)경동인베스트,012320,2017/12,42750,31.06,14.18,0.73,0.34,4.54,2.07,367.59,167.82,26.27,10.99,599276331,51930860,17964879,0,195069859,36380462
(주)경동인베스트,012320,2018/12,37250,114.12,52.56,0.58,0.27,103.98,47.89,24.09,11.09,434.79,7.35,592002536,29827973,18301003,0,228644016,39212613
(주)경동인베스트,012320,2019/12,36650,0,0,0.38,0.24,114.72,71.1,13.6,8.43,190.33,2.29,605467383,8856009,26467287,0,271765025,21959506
(주)경동인베스트,012320,2020/12,31200,71.87,29.97,0.31,0.13,0,0,12.22,5.1,78.16,3.68,589277835,16483709,22169647,0,310532988,19465612
(주)경방,000050,2015/12,192500,33.63,19.54,1.09,0.63,16.48,9.58,2.36,1.37,13.38,2.55,1318643312,16692163,62797982,16474,357628146,38961511
(주)경방,000050,2016/12,15300,19.47,1.35,0.88,0.06,9.77,0.68,1.92,0.13,10.09,4.39,1301910960,29474988,65655764,7285,377445013,43436569
(주)경방,000050,2017/12,13900,18.1,13.99,0.66,0.51,9.06,7,1.61,1.25,9.19,3.67,1274042237,25315361,65037350,16967,360788750,42309232
(주)경방,000050,2018/12,10800,16.01,9.67,0.65,0.39,15.88,9.59,1.67,1.01,8.2,2.87,1301792841,20189241,66416067,29577,351438926,40979751
(주)경방,000050,2019/12,9280,15.48,11.29,0.47,0.34,5.27,3.84,1.36,0.99,7.83,6.01,1370742491,43621631,67475534,34018,343892085,32020530
(주)경방,000050,2020/12,12400,16.02,7.11,0.55,0.25,8.95,3.98,1.84,0.82,8.7,1.76,1264902051,13025703,74972106,28087,329224741,21853997
(주)경보제약,214390,2015/12,14200,33.51,11.01,7.64,2.51,206.37,67.81,4.91,1.61,11.03,,,,,,,
(주)경보제약,214390,2016/12,13950,42.9,21.92,4.49,2.3,21.52,11,2.92,1.49,14.21,,,,,,,
(주)경보제약,214390,2017/12,12550,19.7,14.37,2.66,1.94,13.71,10.01,1.85,1.35,8.94,,,,,,,
(주)경보제약,214390,2018/12,10250,31.44,16.95,2.91,1.57,0,0,2.05,1.1,9.81,,,,,,,
(주)경보제약,214390,2019/12,8260,52.24,33.2,1.93,1.22,11.67,7.41,1.44,0.92,13.16,,,,,,,
(주)경보제약,214390,2020/12,16350,57.45,11.64,3.59,0.73,25.98,5.27,2.51,0.51,20.83,,,,,,,
(주)경인양행,012610,2015/12,3670,2352.34,1208.16,1.39,0.71,0,0,1.44,0.74,40.42,1.01,326687437,3670895,36322519,0,263163677,6718134
(주)경인양행,012610,2016/12,4990,76.89,34.16,1.53,0.68,34.01,15.11,1.6,0.71,35.86,2.7,344298515,6837522,36254507,0,274873817,10577181
(주)경인양행,012610,2017/12,5800,524.66,279.82,1.49,0.8,427.19,227.83,1.44,0.77,57.16,1.85,357951470,4779249,39781229,0,299987729,7364797
(주)경인양행,012610,2018/12,5800,40.51,25.59,1.57,0.99,329.61,208.22,1.35,0.85,17.82,6.59,412996589,13801882,56045269,0,331102011,19691167
(주)경인양행,012610,2019/12,7740,85.88,46.23,2.11,1.14,0,0,1.68,0.9,20,6.57,472081003,16372880,61192976,0,358802386,23555055
(주)경인양행,012610,2020/12,7040,0,0,2.34,0.8,11.57,3.95,2.01,0.69,67.73,-4.18,505102151,-7581553,65193707,0,329312078,3369847
(주)광명전기,017040,2015/12,2360,34.24,25.18,1.74,1.28,8.59,6.32,1.27,0.93,15.51,8.63,131457603,8891002,8315158,0,116316957,9342095
(주)광명전기,017040,2016/12,3260,12.19,4.55,2.29,0.86,67.63,25.26,1.96,0.73,23.88,11.75,146859319,11593891,5593800,0,96942911,3616733
(주)광명전기,017040,2017/12,2590,0,0,1.86,1.21,29.11,18.91,1.46,0.95,18.71,-2.2,152717140,-2043260,6908967,0,101561159,2197753
(주)광명전기,017040,2018/12,2620,74.9,29.01,2.81,1.09,0,0,2.46,0.95,22.94,2.93,151823119,2718092,7549135,0,114110654,3257516
(주)광명전기,017040,2019/12,2280,22.81,11.52,1.64,0.83,6.25,3.16,1.18,0.6,9.52,8.53,156712705,7118200,6839756,0,131864294,7985837
(주)광명전기,017040,2020/12,2010,21.97,9.3,1.13,0.48,15.07,6.38,0.96,0.4,10.12,4.67,165884690,4529827,7018338,0,123548325,4237433
(주)광주신세계,037710,2015/12,283000,13.4,9.08,1.26,0.85,11.8,8,3,2.03,8.89,,,,,,,
(주)광주신세계,037710,2016/12,248500,9.97,8.15,0.86,0.7,9.07,7.41,2.16,1.76,7.25,,,,,,,
(주)광주신세계,037710,2017/12,229500,9,7.36,0.75,0.61,8.39,6.86,2.05,1.68,6,,,,,,,
(주)광주신세계,037710,2018/12,180000,8.73,5.85,0.64,0.43,7.31,4.9,2.91,1.95,4.3,,,,,,,
(주)광주신세계,037710,2019/12,164000,7,5.22,0.51,0.38,4.49,3.35,2.15,1.61,2.76,,,,,,,
(주)광주신세계,037710,2020/12,153000,6.73,4.13,0.42,0.26,5.73,3.52,1.97,1.21,2.28,,,,,,,
(주)국동,005320,2015/12,10100,21.53,7.54,5.12,1.79,86.32,30.25,1.12,0.39,12.17,17.49,93758552,5235608,21039032,0,170296068,8655834
(주)국동,005320,2016/12,7990,23.56,10.06,2.58,1.1,0,0,0.81,0.35,9.8,14.97,124126720,6208749,26153510,0,197368723,10563534
(주)국동,005320,2017/12,3110,0,0,3.78,0.97,0,0,1.12,0.29,0,-19.01,106307080,-8967738,34263931,0,191602989,-5856432
(주)국동,005320,2018/12,2690,55.41,20.74,1.79,0.67,0,0,0.55,0.2,37.73,4.64,123134702,2111761,30748879,0,219550054,5762204
(주)국동,005320,2019/12,1235,0,0,1.28,0.43,7.26,2.42,0.6,0.2,0,-7.94,133723726,-4523376,38421120,0,223077183,-4249136
(주)국동,005320,2020/12,4200,0,0,3.26,0.61,5.92,1.11,1.23,0.23,5.16,14.3,180700682,10672756,40235895,1407352,253421044,26588643
(주)국보,001140,2015/12,19450,0,0,2.18,1.07,0,0,0.3,0.15,0,-19.61,83085438,-4043773,8334137,0,91618545,-2462368
(주)국보,001140,2016/12,21000,0,0,3.77,1.79,184.38,87.8,0.42,0.2,82.51,-25.32,81308887,-4187272,7537419,0,87333326,204105
(주)국보,001140,2017/12,9380,0,0,3.6,1.14,0,0,0.53,0.17,0,-17.16,73270170,-2889794,9851897,0,78255522,-3934059
(주)국보,001140,2018/12,11350,0,0,11.05,2.79,0,0,0.9,0.23,0,-24.45,48188113,-3999572,8907609,0,71549828,-5293766
(주)국보,001140,2019/12,2435,0,0,19.54,1.16,0,0,2.26,0.13,101.36,-47.63,115356448,-6676274,18708889,0,89087334,-968491
(주)국보,001140,2020/12,1805,0,0,4.91,1.02,0,0,2.41,0.5,0,-67.86,90823631,-20527205,42296464,0,109928741,-10803222
(주)금양,001570,2015/12,1870,35.42,20.78,1.85,1.09,15.83,9.29,0.54,0.32,16.8,28.69,165405931,14474633,16060644,0,158999533,6855670
(주)금양,001570,2016/12,2985,0,0,8.81,3.01,100.99,34.47,1.22,0.42,21.21,-44.99,178901902,-20526295,19024813,1179679,168681746,12127454
(주)금양,001570,2017/12,2480,355.25,244.6,4.17,2.87,11.33,7.8,0.86,0.59,24.93,41.19,196084032,18645438,22325522,1270946,180373683,13140970
(주)금양,001570,2018/12,2335,8.02,5.56,2.8,1.94,0,0,0.85,0.59,21.78,29.84,204777156,20253300,26905139,1784753,205441375,13526326
(주)금양,001570,2019/12,2400,0,0,3.65,2.41,0,0,0.94,0.62,27.53,-14.85,224222540,-10903987,26607808,1657038,172723864,9211215
(주)금양,001570,2020/12,6620,0,0,7.46,1.45,53.92,10.51,2.84,0.55,62.56,-5.36,219851714,-3962270,25259681,912203,176169811,6006943
(주)금호에이치티,214330,2015/12,9900,5.68,4.9,1.18,1.02,9.77,8.44,0.52,0.45,4.26,21.54,123875646,14971109,11637498,2897625,203071984,20339189
(주)금호에이치티,214330,2016/12,6340,9.24,4.3,1.3,0.6,6.47,3.01,0.63,0.29,4.21,11.31,156606980,8354070,9705977,597537,208574892,14295443
(주)금호에이치티,214330,2017/12,4920,14.75,8.29,0.83,0.47,11.01,6.19,0.48,0.27,4.64,5.57,150164495,4933421,9552020,626592,179707629,8924225
(주)금호에이치티,214330,2018/12,7030,13.51,6.46,0.73,0.35,5.06,2.42,0.51,0.24,8.18,7.23,238380056,7792877,10679500,664412,209260006,10493446
(주)금호에이치티,214330,2019/12,5880,101.18,42.91,1,0.43,14.99,6.36,0.82,0.35,15.94,-0.05,322078193,-75223,10512958,735081,251095062,4059148
(주)금호에이치티,214330,2020/12,2640,0,0,0.76,0.2,10.83,2.82,0.95,0.25,218.64,-4.85,344298589,-9813211,11527390,893154,219632557,-4710924
(주)까뮤이앤씨,013700,2015/12,11800,16.51,5.24,1.91,0.61,10.84,3.44,0.64,0.2,15.3,,,,,,,
(주)까뮤이앤씨,013700,2016/12,11050,18.58,13.87,1.21,0.9,0,0,0.43,0.32,16.29,,,,,,,
(주)까뮤이앤씨,013700,2017/12,10100,8.96,5.19,1.32,0.76,9.28,5.37,0.44,0.25,5.92,,,,,,,
(주)까뮤이앤씨,013700,2018/12,1330,42.07,2.52,1.27,0.08,0,0,0.63,0.04,17.73,,,,,,,
(주)까뮤이앤씨,013700,2019/12,1270,5.82,3.76,1.14,0.74,10.3,6.66,0.28,0.18,4.99,,,,,,,
(주)까뮤이앤씨,013700,2020/12,2995,17.93,3.43,2.03,0.39,0,0,1.02,0.2,40.44,,,,,,,
(주)나이스홀딩스,034310,2015/12,21750,170.75,80.24,3.81,1.79,148.2,69.64,38.37,18.03,83.94,6.09,1242453840,62915097,999594881,1954675,1090840202,91245321
(주)나이스홀딩스,034310,2016/12,17600,50.76,31.78,2.91,1.82,55.05,34.46,27.66,17.31,40.88,10.65,1408253173,90779251,1219484494,2291037,1346411434,126926939
(주)나이스홀딩스,034310,2017/12,14650,145.05,102.13,2.32,1.63,46.74,32.91,19.82,13.96,29.63,9.21,1742367144,92750994,1327470660,2285352,1450068987,122598327
(주)나이스홀딩스,034310,2018/12,17950,0,0,2.49,1.6,33.86,21.79,20.29,13.06,29.64,10.01,2172977804,99301937,1261590816,4083072,1611892148,128330972
(주)나이스홀딩스,034310,2019/12,20900,183.18,127.3,2.9,2.01,34.99,24.32,20.99,14.59,28.85,4.39,2564827369,77665757,1723508671,11247084,1877743691,154235020
(주)나이스홀딩스,034310,2020/12,19450,0,0,3.1,1.58,45.93,23.34,23.91,12.15,38.7,2.43,2730355253,52928234,1902365666,18043935,2055514098,153148432
(주)남선알미늄,008350,2015/12,1235,11.43,6.7,1.65,0.97,0,0,0.49,0.28,10.07,,,,,,,
(주)남선알미늄,008350,2016/12,1190,8.45,5.33,1.41,0.89,4.17,2.63,0.43,0.27,6.76,,,,,,,
(주)남선알미늄,008350,2017/12,990,7.14,4.86,1.05,0.72,5.13,3.49,0.39,0.26,6.22,,,,,,,
(주)남선알미늄,008350,2018/12,2830,14.78,4.16,2.22,0.63,15.4,4.33,1.08,0.3,23.29,14.95,303023071,25220519,25447600,1704626,347834921,9426031
(주)남선알미늄,008350,2019/12,3230,77.91,28.89,3.69,1.37,23.35,8.66,2,0.74,21.86,8.33,295529661,14479409,23307406,1908936,324782177,11578883
(주)남선알미늄,008350,2020/12,4695,0,0,5.07,1.85,0,0,3.28,1.2,134.72,5.72,295152804,10538669,20643732,1719644,268474786,-1515276
(주)남성,004270,2015/12,1995,35.45,2.57,0.81,0.06,0,0,1.05,0.08,30.22,-0.6,201740627,-520743,16482210,431158,75864783,2786303
(주)남성,004270,2016/12,1835,70.15,37,1.31,0.69,28.47,15.02,1.35,0.71,25.39,1.87,204535206,1327730,17595571,540210,83724292,4559142
(주)남성,004270,2017/12,2160,74.57,47.84,1.17,0.75,6.15,3.94,1.29,0.83,18.22,1.68,203435953,1356665,17700654,593121,91991880,7210225
(주)남성,004270,2018/12,1910,0,0,1.1,0.41,0,0,1.41,0.53,30.48,-4.11,205083689,-3576375,18086099,704060,83251810,976778
(주)남성,004270,2019/12,3150,0,0,2.17,0.72,0,0,3.2,1.06,47.66,-2.52,204791617,-2196177,18434517,702035,72953026,461285
(주)남성,004270,2020/12,4225,0,0,2.5,0.49,2393.26,468.45,2.79,0.55,64.69,-19.75,193273608,-16173812,20517258,666222,92533561,-2456097
(주)넥센,005720,2015/12,77300,25.41,19.47,1.12,0.86,17.39,13.32,2.62,2.01,15.46,11.25,883064033,77791797,32523921,0,306141351,85770458
(주)넥센,005720,2016/12,8080,18.74,1.64,0.97,0.08,15.08,1.32,2.37,0.21,14.93,12.86,970602747,99387101,33240714,0,321408358,109069008
