회사명,거래소코드,회계년도,종가,PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),PCR(최고)(IFRS),PCR(최저)(IFRS),PSR(최고)(IFRS),PSR(최저)(IFRS),EV/EBITDA(IFRS),자기자본순이익률(IFRS연결),자산(*)(IFRS연결),당기순이익(손실)(IFRS연결),판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),연구개발비(IFRS연결),매출액(수익)(*)(IFRS연결),* (정상)영업손익(보고서기재)(IFRS연결)
(주)엘지헬로비전,037560,2015/12,12650,19.08,11.19,1.58,0.93,3.09,1.81,0.96,0.56,4.49,,,,,,,
(주)엘지헬로비전,037560,2016/12,9370,51.3,28.22,1.42,0.78,4,2.2,1,0.55,4.54,,,,,,,
(주)엘지헬로비전,037560,2017/12,7100,28.96,17.7,1.04,0.63,2.97,1.82,0.75,0.46,3.81,,,,,,,
(주)엘지헬로비전,037560,2018/12,9160,22.37,13.27,1.05,0.62,3.42,2.03,0.76,0.45,3.75,3.75,1935138662,39690621,993139889,0,1178041258,68004595
(주)엘지헬로비전,037560,2019/12,6050,0,0,1.17,0.47,3.95,1.58,0.89,0.36,4.07,-9.37,1790671378,-94231348,992958685,0,1112180459,29249462
(주)엘지헬로비전,037560,2020/12,3880,0,0,0.86,0.34,2.16,0.86,0.45,0.18,3.1,-39.53,1472721456,-312793599,934339398,0,1057934696,34150119
(주)엘지화학,051910,2015/12,328500,21.09,10.01,2.15,1.02,9.22,4.38,1.46,0.69,9.04,9.18,18578728000,1148531000,1842474000,84901000,20206583000,1823568000
(주)엘지화학,051910,2016/12,261000,18.45,11.54,2,1.25,11.37,7.11,1.47,0.92,6.52,9.51,20487060000,1280994000,2072316000,125976000,20659296000,1991920000
(주)엘지화학,051910,2017/12,405000,20.77,12.07,2.32,1.35,11.66,6.77,1.6,0.93,8.92,12.92,25041221000,2021973000,2635069000,146645000,25698014000,2928457000
(주)엘지화학,051910,2018/12,347000,22.16,14.95,2.28,1.54,17.3,11.68,1.5,1.01,8.99,8.86,28944137000,1519312000,3100127000,186286000,28183013000,2246070000
(주)엘지화학,051910,2019/12,317500,85.57,61.29,2.04,1.46,16.11,11.54,1.4,1.01,16.29,1.84,34024426000,376104000,3950159000,242618000,28625042000,895648000
(주)엘지화학,051910,2020/12,824000,0,0,4.42,1.18,12.9,3.44,3.24,0.86,26.88,2.93,41388894000,682408000,4514065000,217778000,30076510000,1798159000
(주)엠씨넥스,097520,2015/12,,0,0,0,0,0,0,0,0,9.59,19.24,272541433,16163491,40296074,22566168,502865298,26293735
(주)엠씨넥스,097520,2016/12,,0,0,0,0,0,0,0,0,0,-31.95,294686928,-24699655,41197033,24866150,412481617,-23870425
(주)엠씨넥스,097520,2017/12,,0,0,0,0,0,0,0,0,11.34,-1.1,387796901,-892479,43756471,24716762,668465044,19660858
(주)엠씨넥스,097520,2018/12,,0,0,0,0,0,0,0,0,3.58,26.19,391053609,29818006,46060248,30864423,696954048,41111699
(주)엠씨넥스,097520,2019/12,,0,0,0,0,0,0,0,0,5.34,47.71,476580874,84507308,71056710,55310367,1267712135,113067104
(주)엠씨넥스,097520,2020/12,,0,0,0,0,0,0,0,0,10.7,16.1,453396248,38443583,68731243,49190714,1311342738,59167162
(주)영원무역,111770,2015/12,42100,57.75,32.87,4.03,2.29,25.57,14.56,2.82,1.6,20.85,12.09,2221028528,144523885,252444567,0,1584939206,196818558
(주)영원무역,111770,2016/12,30650,37.55,17.53,2.98,1.39,22.13,10.33,2.03,0.95,13.39,9.08,2389711953,108970651,347531565,0,2001607172,179446187
(주)영원무역,111770,2017/12,31500,36.55,25.04,1.88,1.29,17.5,11.99,1.36,0.93,13.36,8.78,2274891069,94672822,355986775,0,2009311225,181147430
(주)영원무역,111770,2018/12,38350,43.71,27.98,1.66,1.06,24.86,15.91,1.57,1.01,15.9,8.15,2638946077,111285166,368105865,0,2101268459,201037987
(주)영원무역,111770,2019/12,34250,28.22,20.2,1.48,1.06,31.51,22.55,1.39,0.99,11,9.82,3104545848,174282787,368318138,0,2388266483,237561338
(주)영원무역,111770,2020/12,31700,26.54,12.06,1.28,0.58,10.67,4.85,1.38,0.63,9.95,8.03,3038285285,182425908,368645574,0,2466374429,259688519
(주)영원무역홀딩스,009970,2015/12,68000,108.92,55.53,3.72,1.9,160.24,81.69,82.78,42.2,60.13,11.34,2648231029,172629438,458836705,1194800,1880488284,230875438
(주)영원무역홀딩스,009970,2016/12,59500,88.4,63.43,2.44,1.75,73.76,52.92,69.12,49.6,65.75,8.28,2838123068,128985771,565654303,464194,2338014921,200995944
(주)영원무역홀딩스,009970,2017/12,55500,79.16,63.5,1.95,1.56,79.52,63.8,60.67,48.68,63.44,8.2,2760525744,117579784,591917272,333781,2384765744,210302068
(주)영원무역홀딩스,009970,2018/12,62500,71.48,52,1.89,1.38,64.65,47.03,51.08,37.16,51.48,8.49,3262155793,152106279,619979371,273056,2518695930,254901724
(주)영원무역홀딩스,009970,2019/12,48200,62.66,42.7,1.7,1.16,44.56,30.36,36.38,24.79,33.4,9.6,3789427814,227683259,586706479,264666,2737959366,298988113
(주)영원무역홀딩스,009970,2020/12,37750,43.58,23.61,1.26,0.68,31.9,17.28,27.26,14.77,20.87,7.64,3732514860,234465777,592593908,1147392,2850956468,340765358
(주)영풍,000670,2015/12,1097000,51.39,33.46,1.84,1.2,29.03,18.9,2.79,1.82,19.03,5.13,3987888361,89940121,117095720,36773,2615383130,-5522303
(주)영풍,000670,2016/12,1064000,27.07,19.65,1.31,0.95,36.2,26.28,1.91,1.39,16.85,6.12,4134902349,127379031,110098099,0,2654083285,-4150401
(주)영풍,000670,2017/12,1074000,41.12,27.05,1.43,0.94,140.77,92.62,1.69,1.11,25.34,8.6,4803738859,272291255,125277955,0,3724854999,159425137
(주)영풍,000670,2018/12,745000,58.15,31.95,1.22,0.67,20.33,11.17,1.54,0.85,58.65,3.69,4721553263,46236892,116790150,0,2971432405,-108918579
(주)영풍,000670,2019/12,645000,21.08,13.26,0.89,0.56,11.88,7.48,1.19,0.75,11.42,7.4,4832690296,207399649,133253327,0,3084133444,84396705
(주)영풍,000670,2020/12,538000,27.19,15.16,0.69,0.39,6.37,3.55,1.02,0.57,13.16,4.03,5000855951,85349631,121024859,0,3183432777,46683479
(주)영흥,012160,2015/12,2315,45.15,27.3,1.43,0.86,0,0,1.48,0.9,42.22,2.35,302807739,4154776,22185404,0,208441903,2937243
(주)영흥,012160,2016/12,1575,301.99,158.29,1.4,0.73,28.61,15,1.46,0.77,29.04,0.16,300800390,327239,21017876,0,185856007,515225
(주)영흥,012160,2017/12,1240,0,0,0.92,0.61,0,0,0.86,0.57,23.1,-2.47,298109813,-4191657,19336793,0,177429264,1080937
(주)영흥,012160,2018/12,1070,0,0,1.19,0.47,34.87,13.84,1.02,0.41,51.19,-3.13,292950382,-5208903,21347854,0,196485437,-1709463
(주)영흥,012160,2019/12,1145,58.47,31.24,1.02,0.55,0,0,0.87,0.47,15.13,0.64,310862513,1062345,17411667,0,197495229,3400597
(주)영흥,012160,2020/12,1165,0,0,0.94,0.35,0,0,0.73,0.28,0,-12.89,337720311,-22749946,24950786,0,204715403,-25108849
(주)예스코홀딩스,015360,2015/12,36750,25.04,16.23,0.52,0.34,9.49,6.15,0.29,0.19,3.6,2.7,1264603090,19434109,104341108,277522,1200695485,17378610
(주)예스코홀딩스,015360,2016/12,37100,11.49,9.14,0.43,0.34,4.51,3.59,0.29,0.23,7.79,5.81,1286056959,49172965,107340590,247204,1051315418,21127259
(주)예스코홀딩스,015360,2017/12,37900,6.99,6.31,0.39,0.35,3.01,2.72,0.27,0.24,8.23,3.61,1434974395,27073983,112149670,200411,1115181077,24391297
(주)예스코홀딩스,015360,2018/12,39950,0,0,0.52,0.41,4.3,3.37,0.73,0.57,15.78,1.15,1520633168,10688729,122214213,197338,1095366215,25213826
(주)예스코홀딩스,015360,2019/12,37400,33.12,26.17,0.51,0.4,33.7,26.63,21,16.6,47.92,3.46,1544289720,22132121,124046037,212131,1108191971,22143229
(주)예스코홀딩스,015360,2020/12,35000,0,0,0.59,0.35,14.03,8.38,14.5,8.66,27.32,-13.17,1564088965,-77910988,139726838,0,1122374039,9591204
(주)오뚜기,007310,2015/12,1225000,53.65,17.14,6.69,2.14,47.04,15.03,2.76,0.88,27.79,11.86,1484303072,104933462,324526723,0,1883098975,133409191
(주)오뚜기,007310,2016/12,662000,41.22,17.36,5.89,2.48,38.83,16.36,2.52,1.06,13.95,13.94,1592713366,137991306,344391283,0,2010658196,142501147
(주)오뚜기,007310,2017/12,806000,29.72,20.54,3.32,2.29,34.46,23.81,1.51,1.04,16.35,12.34,1721705316,132382443,330870613,0,2126150492,146055183
(주)오뚜기,007310,2018/12,724000,22.48,15.96,2.95,2.1,19.19,13.63,1.49,1.06,14.77,13.87,2063478708,160829137,247289097,0,2246764231,151725095
(주)오뚜기,007310,2019/12,554000,30.16,19.31,2.58,1.65,20.26,12.97,1.37,0.88,11.08,7.79,2152123515,99795075,260194349,0,2359651225,148278491
(주)오뚜기,007310,2020/12,577000,16.41,10.52,1.81,1.16,50.32,32.27,0.98,0.63,10.19,7.93,2339299659,110380199,263839302,0,2595880912,198445222
(주)오리온,271560,2017/12,104500,,,,,,,,,,,2257997920,76680272,416317375,671063,1117220559,107426613
(주)오리온,271560,2018/12,120000,89.39,46.98,9.7,5.1,51.5,27.07,8.89,4.67,38.44,10.31,2351350662,143026320,594797734,1131566,1926947889,282175029
(주)오리온,271560,2019/12,105500,66.69,39.24,7.27,4.28,42.05,24.74,6.96,4.09,29.53,14.24,2452307264,220467908,585627402,1166988,2023296057,327588745
(주)오리온,271560,2020/12,124000,85.96,45.62,8.6,4.56,49.5,26.27,8.45,4.49,32.15,15.5,2665406434,274562274,576939975,1138091,2229819934,376122013
(주)오리온홀딩스,001800,2015/12,1166000,539.02,327.7,10.41,6.33,74.68,45.4,11.7,7.11,57.08,12.36,2998838793,177107597,815402670,1335222,2382377301,299320248
(주)오리온홀딩스,001800,2016/12,655000,142.79,74.51,8.25,4.31,96.02,50.11,10.71,5.59,37.07,15.89,2908864465,249049644,824426208,1326014,2386269282,326246561
(주)오리온홀딩스,001800,2017/12,26650,15.15,0.4,17.94,0.47,921.36,24.25,2483.61,65.36,174.03,85.88,4302849629,1486406464,22603276,0,112748278,4900910
(주)오리온홀딩스,001800,2018/12,17100,81.6,40.87,0.99,0.5,114.42,57.31,71.08,35.6,65.14,3.03,4342134128,118294878,666882673,1131566,1997682828,230512591
(주)오리온홀딩스,001800,2019/12,17800,163.97,114.43,0.7,0.49,80.57,56.23,45.08,31.46,61.21,2.54,4366333653,156389781,661569466,1166988,2103591289,266659513
(주)오리온홀딩스,001800,2020/12,13200,83.64,48.32,0.61,0.35,211.42,122.16,43.28,25.01,59.21,3.98,4497550946,218531879,654773140,1138091,2280487378,308628635
(주)와이지플러스,037270,2015/12,2940,0,0,4.89,1.55,0,0,92.66,29.39,0,-3.49,116473239,-4519843,15258322,0,29224379,-6986453
(주)와이지플러스,037270,2016/12,2100,232.62,111.93,2,0.96,0,0,8.3,3.99,0,-4.01,123034218,-5447738,30119435,0,70363034,-6760753
(주)와이지플러스,037270,2017/12,2000,0,0,1.76,1.02,0,0,8.98,5.22,0,-8.19,135980750,-9984394,30368068,0,72462525,-6011798
(주)와이지플러스,037270,2018/12,2015,467.98,316.55,1.64,1.11,46.61,31.53,4.05,2.74,720.13,-0.15,146754665,-1430694,31111234,0,102350297,807421
(주)와이지플러스,037270,2019/12,1370,0,0,1.67,0.71,70.01,29.9,2.11,0.9,47.59,-3.48,156670578,-4249703,32980775,0,124525579,1195655
(주)와이지플러스,037270,2020/12,5060,0,0,6.47,0.49,81.25,6.14,7.36,0.56,150.31,-6.94,150978437,-7469923,27075815,0,107139764,6138629
(주)와이투솔루션,011690,2015/12,1590,43.62,23.11,1.93,1.02,4.72,2.5,0.54,0.29,13.66,4.23,97047072,1617387,9412195,0,127936190,4219797
(주)와이투솔루션,011690,2016/12,3410,0,0,2.87,1.04,64.44,23.42,1.66,0.6,0,-10.46,102085750,-5113504,9948696,0,97923870,-4787260
(주)와이투솔루션,011690,2017/12,4610,72.15,43.36,2.24,1.35,0,0,2.49,1.5,0,4.44,202054862,4108937,9815266,0,112119451,-3234740
(주)와이투솔루션,011690,2018/12,7270,0,0,6.93,2.46,0,0,8.02,2.85,0,-25.65,194186138,-29972349,13699438,1190891,91081443,-18409622
(주)와이투솔루션,011690,2019/12,4880,0,0,5.38,2.22,0,0,5.62,2.32,0,-8.52,206907487,-9501426,12344877,1886808,108289227,-5099545
(주)와이투솔루션,011690,2020/12,1220,0,0,10.02,2.33,0,0,2.86,0.66,0,-58.41,113153493,-43044843,11111429,1441728,107392165,-4156945
(주)용평리조트,070960,2015/12,,0,0,0,0,0,0,0,0,3.07,3.78,970650679,11572555,15032317,0,176303475,26430359
(주)용평리조트,070960,2016/12,8580,46.89,21.6,1.73,0.8,0,0,3.19,1.47,10.69,4.04,928945970,14321286,18590640,0,210702135,30374032
(주)용평리조트,070960,2017/12,10450,40.84,23.14,1.77,1,38.92,22.05,3.31,1.88,12.66,4.21,868156494,16953250,13829690,0,209677450,33497017
(주)용평리조트,070960,2018/12,6090,59.44,22.26,1.51,0.57,11.52,4.31,3.34,1.25,9.41,2.48,812775928,10185942,16990683,0,181388591,24562783
(주)용평리조트,070960,2019/12,6000,0,0,1.55,0.7,25.28,11.31,4.62,2.07,31.24,-3.41,849935619,-13791548,17402188,0,129431260,-4124129
(주)용평리조트,070960,2020/12,4255,0,0,0.85,0.31,6.13,2.22,2.46,0.89,26.95,-4.54,911905132,-17562113,16061662,0,127417725,-6952266
(주)우성,006980,2015/12,4415,0,0,0.95,0.55,25.03,14.52,0.53,0.31,21.75,-3.18,256515295,-5522211,47784409,0,313894292,3477040
(주)우성,006980,2016/12,3260,0,0,0.93,0.58,12.98,8.18,0.57,0.36,18.13,0.54,245949757,804311,46235538,0,275671865,1089776
(주)우성,006980,2017/12,2945,99.87,39.42,1.37,0.54,57.63,22.75,0.85,0.33,38,0.71,251426742,1046873,48104275,0,275453669,-1903680
(주)우성,006980,2018/12,2405,0,0,0.97,0.42,0,0,0.55,0.24,171.53,-2.54,282202976,-4217562,50147150,0,289318269,-4134827
(주)우성,006980,2019/12,2940,14.15,6.38,0.99,0.45,0,0,0.52,0.23,33.77,7.16,335926098,11867931,57691209,0,340814646,-3575574
(주)우성,006980,2020/12,3000,38.07,14.05,0.78,0.29,8.08,2.98,0.36,0.13,8.86,3.29,313457406,5715732,60363213,0,388558138,4505354
(주)우신시스템,017370,2015/12,4535,10.43,4.5,0.97,0.42,45.89,19.78,0.79,0.34,8.51,15.14,256997922,15161038,19269132,950129,262989414,16148988
(주)우신시스템,017370,2016/12,3765,12.95,8.72,0.83,0.56,6.75,4.55,0.88,0.6,18.28,8.16,252476646,9214581,22144956,1658623,264306663,11544517
(주)우신시스템,017370,2017/12,8310,42.15,15.61,1.74,0.65,23.02,8.53,1.71,0.63,18.76,-0.66,289528242,-788404,20876831,1802734,243972561,6706706
(주)우신시스템,017370,2018/12,6660,75.85,41.87,1.69,0.93,0,0,1.33,0.73,26.85,-2.71,300007702,-3133664,23721438,1775392,291720275,-1259003
(주)우신시스템,017370,2019/12,4990,0,0,1.45,0.8,6.29,3.46,1.35,0.74,18.29,4.17,311961834,4161981,26410264,1550950,263651611,666441
(주)우신시스템,017370,2020/12,3565,422.04,212.68,0.96,0.49,9.21,4.64,0.82,0.41,11.22,-13.15,324516702,-14012533,22854758,1624564,240664448,-3556316
(주)우진,105840,2015/12,7460,8.06,6.15,1.5,1.15,0,0,2.97,2.26,52.39,12.82,195233366,13796391,21259826,3218272,105956174,1348192
(주)우진,105840,2016/12,6800,119.62,83.81,1.45,1.01,0,0,3.11,2.18,64.67,-0.35,181294690,-251255,24082484,3385736,108414003,-284285
(주)우진,105840,2017/12,4810,0,0,1.25,0.77,10.82,6.63,2.88,1.76,0,-14.11,189515106,-15455652,21581416,3389975,98260859,-2780674
(주)우진,105840,2018/12,4780,0,0,1.79,0.64,43.48,15.41,4.41,1.56,89.59,-6.46,211028961,-7205033,21159502,2675871,93881393,-1087051
(주)우진,105840,2019/12,4200,0,0,1.35,0.63,4158.49,1949.64,4.18,1.96,178.97,-10.49,199870389,-13993501,19828740,2775515,88925734,-1965171
(주)우진,105840,2020/12,4395,3.73,1.66,0.85,0.38,0,0,2.91,1.3,47.81,25.83,240174509,33898169,18696811,1895262,89787947,1146289
(주)우진아이엔에스,010400,2015/12,,,,,,,,,,,,,,,,,
(주)우진아이엔에스,010400,2016/12,,0,0,0,0,0,0,0,0,-0.68,,,,,,,
(주)우진아이엔에스,010400,2017/12,,0,0,0,0,0,0,0,0,-0.36,21.88,97690984,16845828,5028594,0,140446264,22811552
(주)우진아이엔에스,010400,2018/12,9950,1.08,0.38,0.15,0.05,0.78,0.27,0.12,0.04,2.43,15.52,122226689,14446830,5163373,0,132971035,17980331
(주)우진아이엔에스,010400,2019/12,8400,49.86,26.47,1.03,0.55,0,0,0.99,0.52,18.48,1.97,133250154,2124868,5386323,0,107307026,880296
(주)우진아이엔에스,010400,2020/12,8070,42.86,19.57,0.76,0.35,4.96,2.26,0.54,0.25,10.54,1.69,121032450,1764132,5553589,0,140431201,1773652
(주)우진플라임,049800,2015/12,4325,0,0,0.85,0.5,0,0,0.31,0.19,176.7,-23.23,294346210,-17252240,45661733,4856592,183188498,-10715777
(주)우진플라임,049800,2016/12,7970,6.82,2.65,1.1,0.43,3.3,1.28,0.39,0.15,8.61,20.32,304003724,14800872,46117585,2457717,228313547,16136997
(주)우진플라임,049800,2017/12,8600,71.52,32.18,1.92,0.86,0,0,0.69,0.31,13.42,0.92,313148635,743659,51458656,3179750,229589677,6217428
(주)우진플라임,049800,2018/12,5220,0,0,1.34,0.55,7.48,3.09,0.53,0.22,0,-18.39,287714584,-13596004,45743273,2133131,171898285,-11777031
(주)우진플라임,049800,2019/12,3460,0,0,1.55,0.58,5.55,2.06,0.45,0.17,102.81,-22.8,267791146,-13605915,46982330,2389945,181802338,-8331188
(주)우진플라임,049800,2020/12,6060,8.25,2.51,1.08,0.33,2.35,0.72,0.32,0.1,8.83,13.7,267621933,7769633,43730353,2306045,204996134,9434364
(주)웅진,016880,2015/12,3300,69.19,32.86,0.58,0.28,3.12,1.48,1.22,0.58,7,9.68,1203683619,20423149,56779257,481989,450574525,22419089
(주)웅진,016880,2016/12,2825,105.06,71.14,0.6,0.41,24.78,16.78,1.56,1.06,24.02,-0.16,838011575,-2605083,43288066,0,242973133,-11792564
(주)웅진,016880,2017/12,2240,20.99,14.92,0.57,0.41,16.14,11.48,1.64,1.17,27.75,2.45,886226383,6946922,41345590,0,282834110,10377194
(주)웅진,016880,2018/12,2115,0,0,1.6,0.57,0,0,2.55,0.91,0,-35.07,759854099,-103258776,113791417,2289122,290411590,-84221841
(주)웅진,016880,2019/12,1550,0,0,1.16,0.41,0,0,1.39,0.49,71.73,-106.55,2911024480,-228082289,299745367,0,819916676,75213066
(주)웅진,016880,2020/12,1085,3.16,1.82,0.53,0.3,3,1.73,0.76,0.44,5.72,-37.38,1095983600,-22582530,357034813,1356395,873571554,22859138
(주)웅진씽크빅,095720,2015/12,10200,32.26,19.81,2.07,1.27,0,0,0.62,0.38,8.44,5.28,494211834,13399179,296891610,924602,650492559,23369993
(주)웅진씽크빅,095720,2016/12,9310,23.67,12.2,2.47,1.27,8.6,4.43,0.9,0.47,5.53,8.74,508663966,23695776,296377545,948080,624013875,37709170
(주)웅진씽크빅,095720,2017/12,7090,13.05,8.19,1.41,0.88,5.99,3.76,0.58,0.36,4.07,8.61,533978663,24937526,314558824,1005292,624308471,34215442
(주)웅진씽크빅,095720,2018/12,2695,12.3,4.16,1,0.34,7.2,2.44,0.43,0.14,2.41,7.2,653284606,22333927,332506758,980145,642932703,33994612
(주)웅진씽크빅,095720,2019/12,3035,0,0,1.21,0.61,9.3,4.68,0.73,0.37,30.09,-35.62,2462969354,-141193847,350518448,1022891,652236816,21653561
(주)웅진씽크빅,095720,2020/12,2755,48.25,31.74,1.2,0.79,7,4.6,0.59,0.39,5.55,0.22,666079005,357915,360656098,1356395,646135587,13993153
(주)원림,005820,2015/12,21100,42.54,21.21,1.12,0.56,20.03,9.99,1.46,0.73,30.93,3.59,133313044,5142855,12011551,0,79995474,7046115
(주)원림,005820,2016/12,22850,18.7,11.21,1,0.6,18.97,11.38,1.39,0.83,33.08,8.41,141503999,10436745,15949598,0,85356169,10393667
(주)원림,005820,2017/12,23150,36.82,27.96,0.86,0.65,0,0,1.26,0.96,52.92,4.23,147494204,5513583,12087784,0,74081964,4981259
(주)원림,005820,2018/12,18650,0,0,0.98,0.55,0,0,1.42,0.8,0,-1.01,150036326,460318,11685858,0,78944698,1976516
(주)원림,005820,2019/12,18150,242.51,182.72,0.69,0.52,10.91,8.22,1.03,0.77,60.01,3.33,163100687,4348589,12017679,0,79052711,4181832
(주)원림,005820,2020/12,19700,2.56,1.49,0.54,0.31,8.76,5.11,1.2,0.7,38.04,16.31,177323382,18304754,11220240,0,68366893,5424323
(주)위스컴,024070,2015/12,4960,40.2,32.02,0.79,0.63,23.68,18.87,0.69,0.55,17.71,2.36,130630753,2792667,7307282,864308,141133193,2150383
(주)위스컴,024070,2016/12,4180,46.12,38.24,0.65,0.54,14.31,11.86,0.61,0.51,18.46,1.6,133754645,1894355,6733409,832814,134468635,1474039
(주)위스컴,024070,2017/12,4045,147.67,119.44,0.63,0.51,13.65,11.04,0.69,0.56,21.17,0.06,129739854,65046,6037915,698293,116849879,335710
(주)위스컴,024070,2018/12,2750,69.48,40.1,0.54,0.31,21.21,12.24,0.61,0.35,17.21,0.9,127792595,1050474,6230111,701658,111921029,-344658
(주)위스컴,024070,2019/12,2660,33.74,26.39,0.4,0.31,12.06,9.44,0.43,0.34,10.93,0.92,134193746,1076011,6147941,699263,115450067,827393
(주)위스컴,024070,2020/12,2735,0,0,0.41,0.21,6.42,3.26,0.5,0.25,19.01,-0.85,130666515,-1001070,6524506,687768,102450919,-1721061
(주)윌비스,008600,2015/12,2130,0,0,1.11,0.43,0,0,0.63,0.25,85.34,3.03,305011416,4191830,44999968,1075366,291716142,9829471
(주)윌비스,008600,2016/12,3185,453.17,250.97,1.4,0.77,161.64,89.52,0.7,0.39,34.82,2.8,341543712,3965833,51605242,1168403,310849160,10144254
(주)윌비스,008600,2017/12,1620,0,0,1.65,0.59,128.35,46.28,0.9,0.32,15.31,0.42,307930289,652300,48610065,1148183,290966512,7002497
(주)윌비스,008600,2018/12,1315,885.42,394.84,0.78,0.35,0,0,0.51,0.23,10.28,-4.97,304848695,-6621622,48708118,1049937,277696610,3413680
(주)윌비스,008600,2019/12,1430,0,0,0.77,0.42,7.06,3.83,0.46,0.25,10.8,-30.74,281045532,-36493420,47295724,946339,269623316,-19744323
(주)윌비스,008600,2020/12,1345,0,0,0.91,0.31,0,0,0.69,0.24,16.75,-2.42,284787600,-2449013,42326017,613190,239612066,2385303
(주)유니드,014830,2015/12,45700,11.08,5.98,1.35,0.73,0,0,1.37,0.74,7.86,13.49,1036809019,70874809,104881018,4866181,708217609,53065770
(주)유니드,014830,2016/12,44700,11.09,7.64,0.87,0.6,3.49,2.4,0.92,0.63,6.59,8.13,1046784997,48473432,109377394,6345506,740883521,68046618
(주)유니드,014830,2017/12,46550,16.11,12.46,0.83,0.64,0,0,0.91,0.7,9.37,6.19,1113148608,41086408,119246642,5162447,762387352,67090237
(주)유니드,014830,2018/12,42000,41.72,25.96,0.98,0.61,13.46,8.38,1.02,0.64,9.71,5.52,1111856122,35973646,94878280,2933521,814007810,80054814
(주)유니드,014830,2019/12,46750,12.44,9.54,0.82,0.63,12.27,9.41,0.86,0.66,10.48,9.87,1076285814,67465576,105987128,13554563,875163630,84757897
(주)유니드,014830,2020/12,48300,10.26,5.7,0.76,0.42,5.22,2.9,0.82,0.46,7.66,10.29,1120794923,76818319,109650831,14915603,890460359,96249279
(주)유니온,000910,2015/12,4405,0,0,0.88,0.47,13.43,7.24,1.05,0.57,14.92,-2.3,163957108,-3246313,13801954,1293978,100482100,312260
(주)유니온,000910,2016/12,4010,443.69,294.37,0.66,0.44,12.65,8.39,0.88,0.58,14.54,,,,,,,
(주)유니온,000910,2017/12,3910,8.41,6.22,0.52,0.38,16.27,12.05,0.84,0.63,21.98,3.39,363299898,1868853,25214861,3417443,181139044,462111
(주)유니온,000910,2018/12,3815,0,0,1.01,0.49,0,0,1.1,0.53,20.7,-29.15,306580016,-60367216,27574176,3201730,208863125,-716957
(주)유니온,000910,2019/12,4005,0,0,1.38,0.64,12.55,5.8,1.18,0.54,15.59,-14.93,325173585,-12637322,28186090,3483958,212431082,10890229
(주)유니온,000910,2020/12,5950,7.41,1.05,1.5,0.21,15.43,2.2,1.81,0.26,15.94,12.93,354433760,15437191,25310724,2737750,189192653,7813211
(주)유니켐,011330,2015/06,890,0,0,5.47,2.19,0,0,5.84,2.34,0,,,,,,,
(주)유니켐,011330,2016/12,1585,70.91,40.13,4.38,2.48,0,0,3.37,1.91,32.58,,,,,,,
(주)유니켐,011330,2017/12,1315,41.35,26.82,3.19,2.07,47.55,30.84,1.49,0.97,20.62,16.84,92818715,5871003,4292734,317740,66051125,3636677
(주)유니켐,011330,2018/12,1495,12.7,7.12,2.24,1.25,0,0,1.51,0.85,11.16,23.1,118585016,11708886,7231543,367528,83645368,13175702
(주)유니켐,011330,2019/12,1810,13.05,7.28,2.25,1.26,67.41,37.59,1.77,0.99,11.2,21.11,169681996,16186990,7713363,454545,108791123,17925772
(주)유니켐,011330,2020/12,1415,12.87,6.08,1.59,0.75,0,0,1.18,0.56,12.25,12.01,285803950,11193675,10953999,585240,126248782,15329618
(주)유수홀딩스,000700,2015/12,7780,123.68,62.63,2.08,1.05,51.17,25.91,22.72,11.5,36.9,10.42,464546229,47475305,66932889,0,516368008,67192446
(주)유수홀딩스,000700,2016/12,5720,101.97,42.13,1.78,0.73,86.81,35.87,17.96,7.42,24.29,-0.24,473581040,7248429,95805457,153821,446966932,18434784
(주)유수홀딩스,000700,2017/12,6350,0,0,1.43,0.88,32.87,20.2,16,9.83,37.2,-2.11,520624313,22352355,70022450,1124,433552429,57913544
(주)유수홀딩스,000700,2018/12,6450,0,0,1.49,0.89,82.95,49.48,15.53,9.26,37.4,4.37,541149251,25230852,76103688,3359155,384328007,32609871
(주)유수홀딩스,000700,2019/12,6660,13.44,8.77,1.41,0.92,38.95,25.42,17.19,11.22,40.87,1.83,521957790,-2460450,77357065,852090,366111472,-7814058
(주)유수홀딩스,000700,2020/12,5740,2.26,1.09,0.77,0.37,36.46,17.61,13.79,6.66,37.18,30.04,498245353,62940465,70311124,766658,334813527,-15196368
(주)유유제약,000220,2015/03,10050,0,0,1.41,0.75,67.18,35.85,1.76,0.94,25,-10.53,101400550,-7363351,29728101,1131686,62816223,1370931
(주)유유제약,000220,2016/03,13300,0,0,2.55,1.08,0,0,2.91,1.23,33.17,-0.35,104327188,-403695,29258845,1245266,69743375,1613761
(주)유유제약,000220,2017/03,8980,23.3,11.32,1.76,0.85,14.22,6.91,2.02,0.98,13.56,7.85,111299322,6145574,29635916,2246055,71578932,3734924
(주)유유제약,000220,2018/12,10500,46.53,21.77,2.02,0.95,33.56,15.71,2.18,1.02,11.88,4.79,135226315,4312110,35309524,1424411,83096445,5327413
(주)유유제약,000220,2019/12,11350,30.73,18.95,1.3,0.8,9.53,5.88,1.34,0.83,9.19,5.41,137718627,5563343,38535588,876672,90877644,8074727
