회사명,거래소코드,회계년도,거래월(*),종가,자산(*)(IFRS연결),부채(*)(IFRS연결),당기순이익(손실)(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결),매출액(수익)(*)(IFRS연결),비유동자산(*)(IFRS연결),매출총이익(손실)(IFRS연결),법인세비용(IFRS연결),이자비용(IFRS연결),감가상각비(IFRS연결),유동자산(*)(IFRS연결),유동부채(*)(IFRS연결),현금및현금성자산(*)(IFRS연결)
(주)대우건설,047040,2017/12,12,5920,8776332436,6498263149,257893627,337412561,11766840488,3499180269,831726694,55747526,0,7927000,5277152166,5269742791,517092528
(주)대우건설,047040,2018/12,12,5390,8733846010,6416124005,297330432,176191450,10605493845,3536475219,1030107806,134465866,0,8644000,5197370791,4844628242,705949915
(주)대우건설,047040,2019/12,12,4740,9697696817,7209447916,201239572,-309745995,8651852221,3648303651,855053795,106035402,0,40048000,6049393166,5084710613,756755792
(주)대우건설,047040,2020/12,12,4985,9305916434,6628920364,282603723,408383334,8136705737,3332772420,1000291061,94802011,0,49633000,5973144015,4936379321,806485052
(주)대우건설,047040,2021/12,12,5770,10457976991,7241599093,484926502,1746844561,8685207680,3309086774,1238864577,113466579,0,41461000,7148890217,5048964447,1061037854
(주)대우건설,047040,2022/12,12,4180,11140353752,7415736591,508010239,-423144222,10419213132,3112183305,1253693377,205487350,0,38942000,8028170448,5406234805,1423086552
(주)대웅,003090,2013/12,12,40000,898471403,211402935,74723609,86193905,843315008,457416321,385844043,21892483,0,4704310,441055082,143060853,106261162
(주)대웅,003090,2014/12,12,45150,1010731916,302000173,37877138,46607317,893952807,468340030,358175832,29097755,0,4691618,542391886,130744091,79409815
(주)대웅,003090,2015/12,12,56600,1242301736,413822364,54590416,74916093,996816140,627626643,389586296,25732000,0,5062011,614675093,178485498,100994417
(주)대웅,003090,2016/12,12,44050,1467286018,602653923,34573862,18755842,1014965932,768420771,460565156,22582708,0,4906130,698865247,265466787,106208825
(주)대웅,003090,2017/12,12,19350,1549153182,609847534,85706875,147774279,1123956914,830511516,514829914,-2189931,0,4596169,718641666,280757955,135155473
(주)대웅,003090,2018/12,12,17800,1592170452,627857613,32736376,45380803,1231290089,857952194,547691128,28038884,0,5210592,734218258,382513109,95125340
(주)대웅,003090,2019/12,12,12950,1668172837,641926246,71342383,138512225,1365679369,910364150,633386645,9945079,0,4193863,757808687,282114839,67456679
(주)대웅,003090,2020/12,12,50300,1837532868,720614938,118379527,145365813,1355337387,1001207011,626457189,26237626,0,4319430,836325858,367749993,196872300
(주)대웅,003090,2021/12,12,31050,1933709055,776674439,99957306,133175353,1511373581,1085715999,763172787,13427079,0,5326823,847993056,513966844,124629820
(주)대웅,003090,2022/12,12,20350,2158905107,879409306,120268044,149081681,1697338483,1204902206,899651919,34664176,0,5504706,954002901,515754225,190435290
(주)대웅제약,069620,2013/12,12,76200,579012972,141049551,57974401,54157051,682508016,266893260,291702621,16028200,0,3409918,312119712,87196834,67659129
(주)대웅제약,069620,2014/12,12,67200,694263908,238757925,30469956,25945213,735889424,290476968,270187409,23215040,0,3347101,403786940,79679838,63648852
(주)대웅제약,069620,2015/12,12,71100,944529005,364288461,35673702,35887836,839686478,491424384,302603495,12077722,0,3831729,453104621,149436907,59935832
(주)대웅제약,069620,2016/12,12,68700,1144699986,540148895,26125871,15377371,883920425,637241440,373688247,1483423,0,4147616,507458546,222832140,78280444
(주)대웅제약,069620,2017/12,12,164500,1213524544,581987525,35436337,103938173,960307423,695392687,406982215,696171,0,3868165,518131858,268048604,91121303
(주)대웅제약,069620,2018/12,12,188500,1207846352,600036902,-15417245,47499563,1031427426,692180411,409942687,14794722,0,4566210,515665941,367400665,65333695
(주)대웅제약,069620,2019/12,12,137500,1245668149,609748055,28865606,57600276,1113425921,719411803,478293427,-5543933,0,4583100,526256347,262080186,32094194
(주)대웅제약,069620,2020/12,12,165000,1366907921,671659305,24148066,100981257,1055423690,838556626,446941722,-10588733,0,4956177,528351295,326750097,72299250
(주)대웅제약,069620,2021/12,12,148000,1415179681,712772242,30257003,39994279,1152975698,890286003,544745895,-10322780,0,4566301,524893678,460659801,75907306
(주)대웅제약,069620,2022/12,12,158500,1563340614,822117616,39163169,118214603,1280091851,1014372250,638957560,-833512,0,4093789,548968364,472831460,102951260
(주)대한항공,003490,2013/12,12,31200,22920438008,20180224924,-383555366,1949344874,11848707841,19780605592,1095082147,-137091711,0,10730614,3139832416,7758835173,1126825381
(주)대한항공,003490,2014/12,12,47450,23465724376,21264565746,-457822464,1863563778,11909748648,18517684314,1520204414,-106649542,0,10676121,4948040063,7441886204,796603824
(주)대한항공,003490,2015/12,12,27700,24180351113,21681315971,-562967287,2728023078,11544831301,20891224059,2027434387,-85493975,0,11195132,3289127053,8450381325,967481408
(주)대한항공,003490,2016/12,12,27350,23956534894,22082184812,-556844431,2806255597,11731852589,20628546236,2296631228,-160555544,0,12040339,3327988658,9131118135,1089927367
(주)대한항공,003490,2017/12,12,33850,24648674122,20897570965,801897025,2806750798,12092211498,21066371572,2101059163,319802098,0,12734045,3582302550,6638123274,761234833
(주)대한항공,003490,2018/12,12,33050,25574772722,22679902098,-198649078,2792632458,13011645224,21712826967,2000369055,-26404403,0,50422976,3861945756,7556788984,1503951368
(주)대한항공,003490,2019/12,12,28500,27014118935,24233326242,-622761502,2333681192,12683407265,23439417361,1544061199,-111730933,0,72234286,3574701574,8777297332,816253032
(주)대한항공,003490,2020/12,12,27200,25190061074,21878336960,-230018635,1376703699,7606224079,21187542092,761745319,-111424154,0,69948219,4002518982,7987774773,1314565984
(주)대한항공,003490,2021/12,12,29350,26671903184,19806214029,578782033,3514195625,9016824640,20030906373,2104777576,264331989,0,56520164,6640996811,8444926989,1185375122
(주)대한항공,003490,2022/12,12,22950,28997701022,19705240816,1729502852,5572422139,14096094819,20906764279,3850654389,832632146,0,61680403,8090936743,8475183413,1056900547
(주)더블유게임즈,192080,2014/12,,,,,,,,,,,,,,,
(주)더블유게임즈,192080,2015/12,,,,,,,,,,,,,,,
(주)더블유게임즈,192080,2016/12,,,436960921,58747382,48718418,54254023,155636444,114188586,155636444,4681230,0,264314,322772334,57421568,15316025
(주)더블유게임즈,192080,2017/12,,,997179792,592561877,35641749,82407202,319345253,892077654,319345253,2686805,0,788573,105102138,307402681,24804466
(주)더블유게임즈,192080,2018/12,,,996761337,478507167,87761134,156285030,483010036,882209003,483010036,29588766,0,829763,114552333,176417454,41804988
(주)더블유게임즈,192080,2019/12,12,49850,1074710470,427556204,110292805,164430655,513847375,900419531,513847375,27749005,0,7369243,174290939,85142274,45803304
(주)더블유게임즈,192080,2020/12,12,60200,1023166746,95278856,124794300,201817519,658175939,805965398,658175939,44274873,0,7468633,217201348,54889809,60025673
(주)더블유게임즈,192080,2021/12,12,57900,1381904218,197077448,156282035,189499036,624060773,854032657,624060773,41570846,0,7276647,527871561,102525287,183881959
(주)더블유게임즈,192080,2022/12,12,47250,1235636098,229338874,-221064093,118824453,617262020,663025369,617262020,-71298898,0,7567346,572610729,205744396,302722787
(주)동서,026960,2013/12,,,1112784981,109008515,126490088,107925349,470368827,573462207,87346278,33908224,0,1492061,539322774,55901061,97720158
(주)동서,026960,2014/12,,,1175763189,101500037,131013543,94691135,502655538,593614434,92877570,32635810,0,1549816,582148755,42044784,53044900
(주)동서,026960,2015/12,,,1256369403,116289849,124966404,109312076,509394172,630179027,89008539,31030371,0,1570367,626190376,51316680,36311091
(주)동서,026960,2016/12,12,27550,1327035012,129646303,122358706,106473070,513790349,657185417,86117503,29818532,0,1506381,669849595,60406908,30863782
(주)동서,026960,2017/12,12,29100,1387720936,143003572,126070591,111445725,559080361,692786362,94603876,31492341,0,1564436,694934574,65121453,35924278
(주)동서,026960,2018/12,12,17900,1432202480,142001818,120396957,95372753,563524574,719528669,90319313,33414070,0,1608738,712673811,58492850,27266732
(주)동서,026960,2019/12,12,17400,1478277016,126335146,140545752,106779240,502235935,748458277,83811960,13376377,0,1676405,729818738,55883838,23032528
(주)동서,026960,2020/12,12,33950,1525770284,128513682,120588759,84004855,493040722,770276503,82167077,27743643,0,1364806,755493781,55895950,22093631
(주)동서,026960,2021/12,12,31000,1582577880,133970703,115145659,84765950,535327319,802156735,78994725,26151061,0,1269926,780421145,58685674,20526765
(주)동서,026960,2022/12,12,20200,1627852719,82302460,169611049,86159439,556486609,815354210,81736629,-40274628,0,1241998,812498509,67707638,20756867
(주)두산,000150,2013/12,12,139500,31166041855,22108058426,130167997,383361559,21936534160,18856719576,3678210890,83107547,0,53488000,12309322279,11815346585,1258449802
(주)두산,000150,2014/12,12,103500,31369299869,22466959131,33249467,646789842,20468238468,19092317256,3387551733,-90941116,0,51228000,12276982613,12648269449,1691010039
(주)두산,000150,2015/12,12,88500,31556310459,23162784821,-1700809954,-17769699,18960372476,19232558846,2992266681,229513066,0,41861000,12323751612,14279681899,2332606038
(주)두산,000150,2016/12,12,105000,28664805143,20763947018,50416444,924981103,16410692546,17896055039,2876942806,191493042,0,43782000,10768750104,13440314392,2016275130
(주)두산,000150,2017/12,12,113000,28769021898,21165603829,45949111,677021774,17585204592,17901033636,3146493363,272901257,0,45943000,10867988262,13721912495,2344600297
(주)두산,000150,2018/12,12,111500,28880281620,21735235429,-340510995,1021890995,18172166697,17294387454,3323508790,258855449,0,47660000,11585894166,13316919417,2456189370
(주)두산,000150,2019/12,12,70300,29169746816,22350207441,433106773,784166128,18535738102,18121715060,3159324301,244577014,0,93018000,11048031756,16205783142,1840833889
(주)두산,000150,2020/12,12,52400,30117622956,22408094226,-963891957,126536368,16969330882,17519299098,2428148110,71359558,0,86728000,12598323857,15808245254,2707378621
(주)두산,000150,2021/12,12,118000,26009852172,17512799235,656730965,743214641,13204153076,16114570480,2242466534,249552158,0,56209000,9895281692,12006449216,2235362001
(주)두산,000150,2022/12,12,83100,26315352623,16017536857,-581168718,533183467,16995760103,16789037238,2838047017,211331878,0,63973000,9526315385,9478485386,2074186432
(주)메리츠금융지주,138040,2013/03,03,4020,,,,,,,,,,,,,
(주)메리츠금융지주,138040,2014/12,12,9000,,,,,,,,,,,,,
(주)메리츠금융지주,138040,2015/12,12,13000,,,,,,,,,,,,,
(주)메리츠금융지주,138040,2016/12,12,11100,,,,,,,,,,,,,
(주)메리츠금융지주,138040,2017/12,12,15050,,,,,,,,,,,,,
(주)메리츠금융지주,138040,2018/12,12,11550,,,,,,,,,,,,,
(주)메리츠금융지주,138040,2019/12,12,11800,,,,,,,,,,,,,
(주)메리츠금융지주,138040,2020/12,12,9810,,,,,,,,,,,,,
(주)메리츠금융지주,138040,2021/12,12,44000,,,,,,,,,,,,,
(주)메리츠금융지주,138040,2022/12,12,42700,,,,,,,,,,,,,
(주)보령,003850,2013/12,12,33450,,,,,,,,,,,,,
(주)보령,003850,2014/12,12,40250,,,,,,,,,,,,,
(주)보령,003850,2015/12,12,56400,,,,,,,,,,,,,
(주)보령,003850,2016/12,12,62000,,,,,,,,,,,,,
(주)보령,003850,2017/12,12,48000,402516283,152862300,56478219,-24263565,422721052,173977169,167817270,19902157,0,4543624,228539114,116196775,16376925
(주)보령,003850,2018/12,12,9980,450017573,193914931,20306902,38913968,460401670,225471645,188613834,6262723,0,4833776,224545928,129736933,7617713
(주)보령,003850,2019/12,12,16600,507628914,224675238,32221803,46998849,524268670,275777597,222994644,10247568,0,4626163,231851317,139214472,4522869
(주)보령,003850,2020/12,12,19050,647993966,307706406,26859762,44740976,561866592,332333742,231441598,9184427,0,3610053,315660225,122871383,25526945
(주)보령,003850,2021/12,12,14600,828641139,354327079,43119260,60167364,627279390,391327423,264937357,27598892,0,3657678,437313716,155952639,150708196
(주)보령,003850,2022/12,12,9060,892385915,375969361,41938309,27814065,760475845,554007560,307187185,16933656,0,4161266,338378355,277482941,16072987
(주)비지에프리테일,282330,2017/12,12,210000,1277349524,888705327,27983935,-24964282,938735225,710706834,169199318,7042399,0,16057000,566642690,681364596,28756851
(주)비지에프리테일,282330,2018/12,12,204000,1482568537,960905507,154186683,345797723,5775862323,786496225,1019638635,48352759,0,106426000,696072311,763691794,35338826
(주)비지에프리테일,282330,2019/12,12,169500,2172410900,1549815138,151377054,532814863,5946068220,1428270248,1056506961,49701323,0,312140000,744140652,950726347,28047950
(주)비지에프리테일,282330,2020/12,12,135500,2371169598,1674341688,122711267,507341460,6181269419,1542083477,1051756037,40392716,0,336031000,829086122,1003393100,24011315
(주)비지에프리테일,282330,2021/12,12,145500,2596378757,1787059387,147642852,538147660,6781161259,1788049984,1177097526,44873477,0,368384000,808328772,1016456192,54442437
(주)비지에프리테일,282330,2022/12,12,210500,2946235272,1983607628,193538863,630424676,7615769468,2056334837,1386199281,60529911,0,408615000,889900434,1102246622,268595922
(주)셀트리온,068270,2013/12,,,1978508192,891376234,102454821,137081056,226207869,1426978113,157522077,13209769,0,606155,551530079,497796860,80753867
(주)셀트리온,068270,2014/12,,,2322385039,974603694,117481628,145158529,471045511,1529348710,341137650,31629576,0,921716,793036329,493936504,108752400
(주)셀트리온,068270,2015/12,,,2748230542,938389810,158281750,77566858,603412769,1651393145,368844054,4829113,0,1181920,1096837397,665750830,149926060
(주)셀트리온,068270,2016/12,,,2883847406,822974207,149418661,230113413,670580962,1643597744,390650480,48014632,0,1499398,1240249662,610253362,268408116
(주)셀트리온,068270,2017/12,,,3294095986,883598311,377725081,485980718,949079965,1680062198,697833873,105346399,0,1385857,1614033788,616781030,419205663
(주)셀트리온,068270,2018/12,12,222500,3503108205,907848812,237476361,364786083,982074960,1838826879,550908059,64162718,0,1672646,1664281326,678087471,410547609
(주)셀트리온,068270,2019/12,12,181000,3859646629,986733418,301442694,473993888,1128459878,2074530710,633493704,80588584,0,2969961,1785115920,657225838,546137583
(주)셀트리온,068270,2020/12,12,359000,5020121254,1592540900,525702910,350746672,1849115532,2503626342,1027663989,131449106,0,3186460,2516494912,1056766921,684293887
(주)셀트리온,068270,2021/12,12,198000,5674122532,1623747846,595779439,911159432,1911601263,2599651919,1105794311,155530434,0,2795362,3074470614,1210479664,1188325852
(주)셀트리온,068270,2022/12,12,160500,5891652311,1617448041,542566233,863532,2283967480,2961859847,1032697306,94826673,0,3460212,2929792464,1294097736,551186670
(주)신세계,004170,2013/12,12,252500,7499974642,4156115854,194652961,273950320,2441636907,7011066427,1568271757,72086138,0,159586000,488908215,1346020424,18165874
(주)신세계,004170,2014/12,12,181000,7931446086,4362384554,186056566,378701059,2492306887,7129114256,1598045294,63937430,0,151471000,802331830,1616383183,68515457
(주)신세계,004170,2015/12,12,230000,7918168376,3857275265,433181913,278606216,2563985168,7329430836,1634605503,150193318,0,156973000,588737540,1906777083,44287675
(주)신세계,004170,2016/12,12,176000,9954538692,5261597935,323364949,338736360,2947485624,8967011476,1890120445,92055003,0,188152000,987527215,2434987520,78328791
(주)신세계,004170,2017/12,12,300000,10151705102,5232178311,213610457,357355146,3871416071,8882608516,2312054379,77740309,0,245722000,1269096586,2892094354,175486927
(주)신세계,004170,2018/12,12,256000,11101280507,6099112836,284880100,331265089,5185683014,9264373454,2894074483,69947625,0,270489000,1836907053,3244847597,352460668
(주)신세계,004170,2019/12,12,289000,13018488598,7503358314,593123360,789940312,6394223582,11187326087,3268292726,205110193,0,631423000,1831162511,3172981441,177672685
(주)신세계,004170,2020/12,12,239500,12769110974,7711856252,-69137655,552374855,4769279392,11105375333,2400449986,-49337540,0,619134000,1663735641,3608998502,388719002
(주)신세계,004170,2021/12,12,254000,13644510517,7882059338,388866619,1104485593,6316435934,11734139052,3709320594,128707948,0,612631000,1910371465,3570536290,577787922
(주)신세계,004170,2022/12,12,220000,14348412323,8096632950,547639875,903136487,7812755199,11694684587,5085184312,-25765050,0,531149000,2653727736,4849923550,937972868
(주)신세계인터내셔날,031430,2013/12,12,90000,755481565,319248606,31491814,20208574,803129633,483660594,382330773,7589602,0,17191700,271820971,264154506,169121
(주)신세계인터내셔날,031430,2014/12,12,114000,887788838,438099113,19253675,1734846,911892490,548013630,435006510,6551277,0,23200821,339775208,348400631,8926591
(주)신세계인터내셔날,031430,2015/12,12,102500,914201109,449405241,20988506,47854682,1005239641,583736860,487385168,4485210,0,27484152,330464248,322199605,10265892
(주)신세계인터내셔날,031430,2016/12,12,66200,966185102,487673085,17454544,53510215,1021123056,602078390,517745861,7999013,0,28798722,364106712,329013701,16755107
(주)신세계인터내셔날,031430,2017/12,12,74100,950856585,454668563,24138483,10445185,1102544876,582524682,574822821,7630877,0,31573909,368331903,303500785,3184806
(주)신세계인터내셔날,031430,2018/12,12,194500,982473531,437637581,57678052,106742229,1262650382,578773105,703433277,1219963,0,32347994,403700427,246154352,12352596
(주)신세계인터내셔날,031430,2019/12,12,219500,1128879552,529582127,74001043,102976317,1425001392,692562081,836907282,26425286,0,49559653,436317472,292334885,4646807
(주)신세계인터내셔날,031430,2020/12,12,161500,1147454446,506237600,50958180,104572082,1325499684,720668263,743833733,2047813,0,58223706,426786183,300185228,26746086
