종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"095570","AJ네트웍스","32500","0","0.00","0","0","0","0","0","304344917500","9364459"
"068400","AJ렌터카","8350","-120","-1.42","8440","8440","8330","136140","1140871910","184921605000","22146300"
"006840","AK홀딩스","56000","700","1.27","55400","56000","54600","28778","1590848800","741863416000","13247561"
"027410","BGF리테일","81800","-1400","-1.68","83200","83500","81300","65538","5367501100","4052995725000","49547625"
"138930","BNK금융지주","8680","-90","-1.03","8720","8770","8620","764663","6637915400","2829117935280","325935246"
"001460","BYC","397000","1000","0.25","396500","399000","395500","846","335070000","247972155000","624615"
"001465","BYC우","173000","-1000","-0.57","172500","173000","169000","261","44489500","37261605000","215385"
"001040","CJ","187000","2000","1.08","186000","187500","182500","46192","8597605000","5456098626000","29176998"
"079160","CJ CGV","70400","1600","2.33","68800","70900","68400","108263","7602164800","1489756435200","21161313"
"000120","CJ대한통운","179000","3500","1.99","176000","179500","174000","26928","4780716500","4083409576000","22812344"
"011150","CJ씨푸드","3470","5","0.14","3465","3490","3435","93787","324623845","124679782310","35930773"
"011155","CJ씨푸드1우","16950","-100","-0.59","17200","17200","16650","1450","24380200","3390000000","200000"
"001045","CJ우","74600","0","0.00","74900","75000","73600","3591","267196000","168612635800","2260223"
"097950","CJ제일제당","357500","1500","0.42","357000","358000","351500","27337","9694069500","4705378535000","13161898"
"097955","CJ제일제당 우","173000","0","0.00","173500","173500","172500","304","52565500","229645909000","1327433"
"037560","CJ헬로비전","9370","140","1.52","9230","9370","9160","92276","857835970","725677125050","77446865"
"000590","CS홀딩스","80700","800","1.00","79500","80700","79300","144","11489800","93166697400","1154482"
"139130","DGB금융지주","9770","-50","-0.51","9850","9850","9660","258366","2512729260","1651649314580","169053154"
"004840","DRB동일","12350","-400","-3.14","12800","12800","12200","21567","268069300","228598500000","18510000"
"155660","DSR","9300","-120","-1.27","9490","9660","9230","629855","5922971900","148800000000","16000000"
"069730","DSR제강","8820","50","0.57","8860","9010","8660","704732","6246600300","127008000000","14400000"
"017940","E1","62700","100","0.16","62700","63100","62200","2796","176027300","430122000000","6860000"
"007700","F&F","17450","400","2.35","17250","17500","17000","71950","1242202200","268730000000","15400000"
"114090","GKL","20450","-250","-1.21","20750","20850","20250","297630","6070036750","1264948451500","61855670"
"078930","GS","54100","300","0.56","53600","54100","53100","156722","8407379900","5026721949800","92915378"
"006360","GS건설","26500","450","1.73","26000","26600","25850","427935","11293580400","1881500000000","71000000"
"001250","GS글로벌","3095","5","0.16","3085","3115","3055","609836","1880610275","255441999580","82533764"
"007070","GS리테일","47600","400","0.85","47400","47600","46950","69368","3282499400","3665200000000","77000000"
"078935","GS우","34250","-250","-0.72","34500","34500","34050","6713","229561400","61130290500","1784826"
"001500","HMC투자증권","9500","-80","-0.84","9580","9600","9460","23761","225415460","278702554500","29337111"
"003560","IHQ","1865","15","0.81","1860","1885","1840","738596","1375989480","267732044440","143556056"
"175330","JB금융지주","5780","-60","-1.03","5840","5840","5740","213518","1230933200","898439864940","155439423"
"234080","JW생명과학","27350","0","0.00","26850","27500","26700","76860","2084789500","216537525950","7917277"
"001060","JW중외제약","52700","200","0.38","51200","53100","51100","401203","20963218700","987739025200","18742676"
"001067","JW중외제약2우B","39650","-950","-2.34","40900","41350","39000","4257","171574350","3283218250","82805"
"001065","JW중외제약우","25250","-300","-1.17","25550","25550","25000","1581","39760150","3983515750","157763"
"096760","JW홀딩스","8880","0","0.00","8680","8910","8650","339278","2986310920","544418867280","61308431"
