회사명,거래소코드,회계년도,거래월(*),종가,자산(*)(IFRS),부채(*)(IFRS),당기순이익(손실)(IFRS),영업활동으로 인한 현금흐름(간접법)(*)(IFRS),매출액(수익)(*)(IFRS),비유동자산(*)(IFRS),매출총이익(손실)(IFRS),법인세비용(IFRS),이자비용(IFRS),감가상각비(IFRS),유동자산(*)(IFRS),유동부채(*)(IFRS),현금및현금성자산(*)(IFRS)
(주)대우건설,047040,2018/12,12,5390,8137774312,5936051185,247630799,68841874,10204674621,3487987049,948377728,117221982,0,2053000,4649787263,4554288160,613471859
(주)대우건설,047040,2019/12,12,4740,8734473025,6559695786,7779954,-445751241,8091938554,3380441524,621149759,26719026,0,33312000,5354031501,4631807220,580255762
(주)대우건설,047040,2020/12,12,4985,8399269137,6029114122,176906546,268136889,7637255921,3233536855,788927087,35110257,0,43144000,5165732282,4557268656,584039216
(주)대우건설,047040,2021/12,12,5770,9192699187,6468101092,356917295,1479793183,8085719645,3163662605,1041537166,105782939,0,35359000,6029036582,4583614283,595571690
(주)대우건설,047040,2022/12,12,4180,9668849513,6674852812,254741243,-532919702,9318914840,3026639309,895405252,110120402,0,32867000,6642210204,4901761014,887671651
(주)대웅,003090,2013/12,12,40000,309791451,16818446,9903903,7313921,43620683,280178890,39759809,1990591,0,323292,29612561,3503970,14853713
(주)대웅,003090,2014/12,12,45150,315970433,16864609,11367794,11193961,46086581,282845671,43698754,2178486,0,348233,33124762,4627773,1101659
(주)대웅,003090,2015/12,12,56600,329324956,25335487,8832823,11885371,50147920,247782511,44404417,8596354,0,332889,81542445,12878195,18036816
(주)대웅,003090,2016/12,12,44050,330037143,18464484,5958016,9315044,49222029,246514462,39911599,1509086,0,307621,83522681,6394455,12109681
(주)대웅,003090,2017/12,12,19350,337100220,18650283,11274209,8780653,54733877,256424652,46207918,2872447,0,306799,80675567,7205061,14516639
(주)대웅,003090,2018/12,12,17800,344459714,17666059,12312560,6543599,47887031,271758276,47887031,1665091,0,307791,72701438,6811790,8350294
(주)대웅,003090,2019/12,12,12950,348607411,18145357,6320466,10425174,49225217,289599130,49225217,2243642,0,665628,59008281,6300721,9305014
(주)대웅,003090,2020/12,12,50300,371342389,20939861,45918663,41514852,87608403,320240314,87608403,3091219,0,864105,51102075,8527757,18597374
(주)대웅,003090,2021/12,12,31050,415669425,19916968,48492800,49360417,96233964,367348522,96233964,1762002,0,872527,48320903,7573378,7409502
(주)대웅,003090,2022/12,12,20350,467020461,22242291,53906527,45380879,102401976,370797696,102401976,2347668,0,1037019,96222765,9559633,16359361
(주)대웅제약,069620,2013/12,12,76200,572053856,134900663,58673001,55720701,674867033,268706449,286433208,15884720,0,2929409,303347407,81347935,59895664
(주)대웅제약,069620,2014/12,12,67200,678153979,229206596,31792910,26804487,727222610,319818792,264804798,23088778,0,2618602,358335187,73048129,34821274
(주)대웅제약,069620,2015/12,12,71100,819336096,326641992,49232912,37597462,800517043,477603819,284099171,10050940,0,2517718,341732277,132835285,33617234
(주)대웅제약,069620,2016/12,12,68700,1015246927,497586842,32974251,13710904,794009801,612224252,329241751,2228476,0,1967986,403022675,202360569,55645111
(주)대웅제약,069620,2017/12,12,164500,1053517341,506177466,36724783,63297190,866755277,685546917,358136169,4168820,0,1476313,367970424,211128439,42241466
(주)대웅제약,069620,2018/12,12,188500,1076308746,537937107,1481271,53761451,943522107,693394003,357697604,14290706,0,1563850,382914743,340369356,34808239
(주)대웅제약,069620,2019/12,12,137500,1099982039,546985217,20228348,37986057,1005179736,716308362,413627236,-3818043,0,1874966,383673677,232512231,19718514
(주)대웅제약,069620,2020/12,12,165000,1186735400,610701511,3138751,98363540,944751591,811857976,390032224,-10923648,0,2029713,374877424,291287497,52142241
(주)대웅제약,069620,2021/12,12,148000,1259655414,645390489,35795056,47950163,1055169533,888499400,486968880,-10263420,0,1909796,371156014,436927122,33106570
(주)대웅제약,069620,2022/12,12,158500,1374022214,714171561,48561673,92493752,1161253630,991059821,567274155,-3937419,0,1723315,382962393,441492743,30988415
(주)대한항공,003490,2013/12,12,31200,20964254228,18693690565,-290459634,1762075444,11712354062,18038947359,1105910456,-106837499,0,10630673,2925306869,6688805989,1002505201
(주)대한항공,003490,2014/12,12,47450,21420446969,19440734674,-205476811,1840787053,11680398140,19027555069,1509330333,-131408104,0,10545321,2392891900,6350692460,410108320
(주)대한항공,003490,2015/12,12,27700,23048939945,20752645983,-407682308,2666464424,11308423373,20175377273,2021944108,-91298180,0,10790590,2873562673,8428114075,698946675
(주)대한항공,003490,2016/12,12,27350,22706038038,21052892214,-591360924,2771539104,11502876673,19830396514,2284864903,-150729067,0,10595789,2875641524,8269323046,746001347
(주)대한항공,003490,2017/12,12,33850,23423066865,19750938411,907879962,2813805051,11802818528,20203116182,2142630584,310244194,0,10381827,3219950683,6594634106,575785735
(주)대한항공,003490,2018/12,12,33050,24368468723,21483492553,-120399329,2581323985,12646864991,20808699638,1999965940,-31242119,0,10404746,3559769085,7523580553,1163630334
(주)대한항공,003490,2019/12,12,28500,25758375652,22939942479,-568732636,2300694250,12291667990,22454849834,1540706002,-119993278,0,32737443,3303525817,7679640509,746141113
(주)대한항공,003490,2020/12,12,27200,24747289887,21377868079,-194631399,1440584330,7405005608,21029508633,862653380,-100676603,0,27041283,3717781254,7833503552,1155854256
(주)대한항공,003490,2021/12,12,29350,26193031955,19214935987,638690221,3498373266,8753416403,19819243953,2126028174,260804610,0,22759932,6373788002,7942924217,1043473360
(주)대한항공,003490,2022/12,12,22950,28065730615,18840106265,1779642637,5368435223,13412724921,20454827240,3818002627,838229869,0,21519458,7610903375,8243665908,816894074
(주)더블유게임즈,192080,2014/12,,,50769748,9381421,27908422,26899605,71256798,1435975,71256798,3181441,0,54726,49333773,8117959,21602470
(주)더블유게임즈,192080,2015/12,,,382513664,14291187,34161459,38751251,122441546,9574503,122441546,2303696,0,116654,372939161,12566901,72791704
(주)더블유게임즈,192080,2016/12,,,392720415,14548031,48839781,54308060,155159525,76920595,155159525,4681230,0,258597,315799820,13666561,9009368
(주)더블유게임즈,192080,2017/12,,,419734962,15117048,35364189,53032587,161222279,356386906,161222279,-2832990,0,374908,63348056,13788818,8131962
(주)더블유게임즈,192080,2018/12,,,540130693,21876524,87761134,75117244,193052704,476686642,193052704,21503460,0,448432,63444051,21048152,7234596
(주)더블유게임즈,192080,2019/12,12,49850,692039878,44885612,110292805,74643390,200271921,587728545,200271921,14719270,0,3917622,104311333,31076740,5322531
(주)더블유게임즈,192080,2020/12,12,60200,742191677,42644039,132915746,85560323,238873234,617989396,238873234,20764542,0,3953758,124202281,32665427,13245993
(주)더블유게임즈,192080,2021/12,12,57900,999668738,136039760,125335327,68445399,213362973,790722348,213362973,16751008,0,3871750,208946389,80221040,7084351
(주)더블유게임즈,192080,2022/12,12,47250,723165536,81088691,-7231350,41857987,206870475,545943680,206870475,10923414,0,3865923,177221856,60077017,27272100
(주)동서,026960,2013/12,,,959158837,83097054,95998377,100938863,425764543,440236878,73839950,25907642,0,1332067,518921959,51027877,95947684
(주)동서,026960,2014/12,,,989883955,70209871,98911924,83982070,453718087,436868159,77642778,25389935,0,1402149,553015796,37085842,51343860
(주)동서,026960,2015/12,,,1032915002,78895977,93307750,99627496,462297464,434124954,74237712,22598770,0,1417164,598790048,46352797,32897321
(주)동서,026960,2016/12,12,27550,1300920314,125235553,119036898,97406234,466716608,709885278,72012717,27395973,0,1383678,591035037,55230614,29516700
(주)동서,026960,2017/12,12,29100,1351455235,131355334,122250562,95960686,503282371,707775225,77674228,28584634,0,1524866,643680010,56488209,28931198
(주)동서,026960,2018/12,12,17900,1394425636,130408884,116652664,86882827,495108546,735386385,71986725,29839307,0,1573856,659039251,49888294,23832844
(주)동서,026960,2019/12,12,17400,1456823841,118995310,136936403,123217348,441898585,749076477,67094297,10912053,0,1239569,707747364,48555780,20106129
(주)동서,026960,2020/12,12,33950,1503228153,121494000,116866234,75519799,441093215,775651287,67202199,25024173,0,990770,727576866,48678764,19224103
(주)동서,026960,2021/12,12,31000,1561312544,127721300,113354764,81364107,496751792,807930334,70386661,24885411,0,908143,753382209,52313354,18948203
(주)동서,026960,2022/12,12,20200,1605210800,74995068,167855852,82688581,516898546,823133945,73489347,-41489586,0,879116,782076855,59768504,19983591
(주)두산,000150,2013/12,12,139500,3291631175,1323744041,149688056,231349135,1652024598,2719747523,464771176,19173421,0,5314000,571883652,487660292,100715116
(주)두산,000150,2014/12,12,103500,3509598140,1399059874,186399330,246653679,1995372674,2869987912,560486531,19680389,0,6131000,639610228,742714303,102345355
(주)두산,000150,2015/12,12,88500,3478222671,1368966362,123323660,210439628,1873556346,2764689052,496479919,36711228,0,5805000,713533619,870353876,166196173
(주)두산,000150,2016/12,12,105000,3744673181,1632122694,153802056,167166167,2067135545,2934035188,590295809,494780,0,7032000,810637993,1042961198,155824169
(주)두산,000150,2017/12,12,113000,3950029379,1750270631,205100275,203947049,2624828847,2969055186,692057814,47638237,0,8776000,980974193,1319119683,56559567
(주)두산,000150,2018/12,12,111500,4734223086,2428715307,158613281,80359284,2919400699,3558088689,756297658,24072781,0,15268000,1176134397,1404102798,114171498
(주)두산,000150,2019/12,12,70300,4752375845,2607723181,633803582,142453384,2060705340,3831180917,427057365,17190483,0,19662000,921194928,1705580503,126344598
(주)두산,000150,2020/12,12,52400,5413828678,2760522341,180219915,-251731958,1549335936,4154624065,338849302,88220795,0,12980000,1259204613,1648873982,69610061
(주)두산,000150,2021/12,12,118000,5308286887,2261876495,410821651,-273229596,967464727,4240325428,265909061,25251783,0,8682000,1067961459,1584689342,49062003
(주)두산,000150,2022/12,12,83100,5012811344,1829294411,175466401,-101565274,1077195113,4220970917,297782195,25212757,0,7843000,791840427,779950804,381777405
(주)메리츠금융지주,138040,2013/03,03,4020,,,,,,,,,,,,,
(주)메리츠금융지주,138040,2014/12,12,9000,,,,,,,,,,,,,
(주)메리츠금융지주,138040,2015/12,12,13000,,,,,,,,,,,,,
(주)메리츠금융지주,138040,2016/12,12,11100,,,,,,,,,,,,,
(주)메리츠금융지주,138040,2017/12,12,15050,,,,,,,,,,,,,
(주)메리츠금융지주,138040,2018/12,12,11550,,,,,,,,,,,,,
(주)메리츠금융지주,138040,2019/12,12,11800,,,,,,,,,,,,,
(주)메리츠금융지주,138040,2020/12,12,9810,,,,,,,,,,,,,
(주)메리츠금융지주,138040,2021/12,12,44000,,,,,,,,,,,,,
(주)메리츠금융지주,138040,2022/12,12,42700,,,,,,,,,,,,,
(주)보령,003850,2013/12,12,33450,267559994,107579507,14126625,28527119,327278734,112445071,140924718,6186896,0,1754438,155114923,89866697,10346263
(주)보령,003850,2014/12,12,40250,282409341,105052976,21590564,9340832,359490951,115264553,160168353,7024199,0,2260575,167144787,87809981,6210515
(주)보령,003850,2015/12,12,56400,330928386,134988168,20301086,17114341,401350240,128896502,168987585,7515864,0,2473321,202031884,119396775,22121177
(주)보령,003850,2016/12,12,62000,397900573,202551724,5614105,9363178,409140007,135885124,176605503,15849007,0,3850537,262015449,195605272,26349537
(주)보령,003850,2017/12,12,48000,401220772,152855956,55351979,-23921666,422721052,172928446,167817270,19326250,0,4534909,228292326,116190430,16133070
(주)보령,003850,2018/12,12,9980,451316774,193908310,22902114,38983685,460401670,226965820,188613834,7228849,0,4833776,224350953,129730312,7428804
(주)보령,003850,2019/12,12,16600,511049761,224668382,34347745,47033130,524268670,279368090,222994644,10153520,0,4626163,231681672,139207616,4361653
(주)보령,003850,2020/12,12,19050,643556511,298834902,27047673,44885073,541445422,335720520,220714220,9221395,0,3579832,307835991,116086559,20225312
(주)보령,003850,2021/12,12,14600,808103829,346493892,27119750,71459765,594412562,380885720,248143617,20361929,0,3598216,427218109,148615359,145752367
(주)보령,003850,2022/12,12,9060,870256643,365044939,50001284,26786300,722056442,546503813,287333256,18562233,0,4110887,323752830,267000253,11019837
(주)비지에프리테일,282330,2017/12,12,210000,1231046501,869876343,24755495,-20814277,938656966,705406738,168880243,7074241,0,15889000,525639764,664673134,20481254
(주)비지에프리테일,282330,2018/12,12,204000,1435845971,941529769,154142275,345926372,5774158186,765788326,1017239056,48316305,0,105376000,670057644,746546634,33505877
(주)비지에프리테일,282330,2019/12,12,169500,2114202246,1520608903,149768379,531212667,5943404080,1391684000,1054308503,49136438,0,309679000,722518247,934735106,18909487
(주)비지에프리테일,282330,2020/12,12,135500,2308304394,1636845533,125895224,502425017,6167808904,1503295100,1057178541,39396850,0,332582000,805009294,981318994,17218444
(주)비지에프리테일,282330,2021/12,12,145500,2522959711,1740819789,146218694,525360402,6762088873,1747330576,1171940693,44144376,0,363043000,775629135,981357584,46931239
(주)비지에프리테일,282330,2022/12,12,210500,2857090834,1925834121,190700183,617016113,7577772993,2002528277,1367161645,59746288,0,400836062,854562557,1067273452,252670113
(주)셀트리온,068270,2013/12,,,1972614126,883885661,103754409,137441210,224575287,1423980332,157983060,13012009,0,500679,548633794,490306287,79524136
(주)셀트리온,068270,2014/12,,,2098697249,839289166,128060384,135372089,404621868,1401156160,299291481,34141101,0,506243,697541089,423054493,105159675
(주)셀트리온,068270,2015/12,,,2517717474,765972798,202004864,59435736,528784433,1572197032,321158239,21172775,0,449582,945520442,607475186,139618111
(주)셀트리온,068270,2016/12,,,2722746720,649856559,213235761,250706952,577574962,1646143636,358392058,48209135,0,511783,1076603084,524271609,257604839
(주)셀트리온,068270,2017/12,,,3138184505,733242263,362083993,490902876,828917202,1716972980,619274527,106443550,0,416840,1421211524,491067961,413501866
(주)셀트리온,068270,2018/12,12,222500,3370639262,766576994,238274200,352384457,861884226,1888329254,514575964,57913668,0,572602,1482310008,548121290,399558426
(주)셀트리온,068270,2019/12,12,181000,3674522702,803855701,289754685,447415032,981870269,2063791785,571414751,79351820,0,1210373,1610730917,517564389,526092843
(주)셀트리온,068270,2020/12,12,359000,4781125289,1359837342,514270058,319161648,1689786997,2486920961,955462733,135618816,0,1718372,2294204329,900571681,615216684
(주)셀트리온,068270,2021/12,12,198000,5315369384,1315561451,575982802,802547349,1615839890,2615584784,929869229,147857696,0,1691277,2699784600,950175730,1078949146
(주)셀트리온,068270,2022/12,12,160500,5571483130,1401534327,511383102,27368540,1937469297,2990949026,885411230,95006836,0,2193350,2580534104,1105339630,501359477
(주)신세계,004170,2013/12,12,252500,5379701531,3107928739,120288669,212377331,1543719663,5182607517,1148047752,38216562,0,131032000,197094014,1042315560,6685074
(주)신세계,004170,2014/12,12,181000,5535161424,3092956212,133412261,348884116,1502014514,5125895938,1140043500,40723330,0,116149000,409265485,1144053828,27693731
(주)신세계,004170,2015/12,12,230000,5405620293,2561253118,395319478,200952583,1486078871,5178264254,1128771233,124772192,0,115378000,227356038,1267876881,5615890
(주)신세계,004170,2016/12,12,176000,5871837064,2883740145,159039844,246491919,1643709943,5452502875,1259942130,46524175,0,132298000,419334189,1596736543,6943130
(주)신세계,004170,2017/12,12,300000,6071901542,2933063593,142101940,309703155,1665520576,5459433293,1314474251,45331984,0,133552000,612468250,2029087842,111149343
(주)신세계,004170,2018/12,12,256000,6089701363,2949502946,186754859,366246170,1739326807,5604513758,1393962975,57998257,0,135056000,485187605,1449203815,214780811
(주)신세계,004170,2019/12,12,289000,7265903911,3494702200,705956105,308597072,1557606955,6864814565,1272855050,239605971,0,201693000,401089345,1433868253,70713903
(주)신세계,004170,2020/12,12,239500,7535083634,3928791406,214085442,268000818,1459802056,7054680600,1166914457,-25863344,0,193798000,480403034,1977024027,210524785
(주)신세계,004170,2021/12,12,254000,7721030612,3960130087,218625610,585699617,1671594565,7239862978,1372504025,7601001,0,149230000,481167633,2037583213,145314368
(주)신세계,004170,2022/12,12,220000,8345250728,4385916580,247588341,485773160,1865707316,7579679135,1557805482,47353607,0,137801000,765571592,2681359723,310341351
(주)신세계인터내셔날,031430,2013/12,12,90000,742342439,314695775,29759160,24912284,790015551,473900854,371625216,6518054,0,16998656,268441586,260152104,168653
(주)신세계인터내셔날,031430,2014/12,12,114000,815169040,386887975,6803789,13386926,846193149,520101292,393385511,5315648,0,22218367,295067748,331835707,31700
(주)신세계인터내셔날,031430,2015/12,12,102500,833251815,397540025,12239635,47158769,884540956,538201541,410781681,3120817,0,25669587,295050274,302693673,1039550
(주)신세계인터내셔날,031430,2016/12,12,66200,860075677,425944786,7844653,55813720,893803537,563277448,437552576,7514822,0,26648702,296798229,274342558,1210194
(주)신세계인터내셔날,031430,2017/12,12,74100,854969239,404478363,22597925,15480363,960655106,544163827,486914390,6048540,0,28701696,310805412,265503470,2130739
(주)신세계인터내셔날,031430,2018/12,12,194500,874767939,394521676,38023163,109554564,1120763405,532289681,618953533,5739054,0,29579606,342478258,214849019,3118993
(주)신세계인터내셔날,031430,2019/12,12,219500,1011909930,486055812,61140336,105486856,1282444400,649748232,749199092,20876905,0,43672129,362161699,267377463,1935244
(주)신세계인터내셔날,031430,2020/12,12,161500,1059874930,481421991,61610520,93051663,1211404312,692943861,678127460,6296493,0,52357821,366931069,278519610,11684573
