종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"006360","GS건설","30500","500","1.67","30100","31150","29850","1122145","34424880300","1555500000000","51000000"
"001250","GS글로벌","8860","110","1.26","8780","8860","8710","16433","144722780","199649149040","22533764"
"007070","GS리테일","28000","100","0.36","28200","28200","27950","47417","1329635000","2156000000000","77000000"
"078935","GS우","29000","-150","-0.51","29000","29000","28600","890","25539500","51759954000","1784826"
"035000","GⅡR","7740","-30","-0.39","7520","7770","7520","240","1841800","128231745660","16567409"
"001500","HMC투자증권","9810","50","0.51","9750","9810","9680","14402","139979020","287797058910","29337111"
"011420","IB월드와이드","1880","70","3.87","1800","2070","1770","88230","161718400","36890157120","19622424"
"003560","IHQ","2125","-5","-0.23","2130","2130","2095","29211","61615425","87072338250","40975218"
"175330","JB금융지주","6360","-20","-0.31","6410","6410","6200","342416","2159393060","425002942320","66824362"
"005560","JS전선","4845","10","0.21","4850","4850","4650","36212","173387440","55129510800","11378640"
"001060","JW중외제약","16100","250","1.58","15750","16400","15750","33861","548187700","222128785900","13796819"
"001067","JW중외제약2우B","16150","-200","-1.22","15800","16150","15800","420","6697000","1157082900","71646"
"001065","JW중외제약우","11000","0","0.00","0","0","0","0","0","1499366000","136306"
"096760","JW홀딩스","2485","-20","-0.80","2555","2610","2485","101456","258096815","127734290565","51402129"
"105560","KB금융","42250","900","2.18","41050","42450","41050","1339335","56477265900","16323359029250","386351693"
"002380","KCC","468500","6500","1.41","464000","468500","459500","10532","4908754500","4928620000000","10520000"
"009070","KCTC","19450","150","0.78","19450","19450","19150","1180","22651000","58350000000","3000000"
"009440","KC그린홀딩스","6190","330","5.63","5850","6250","5850","404571","2476543780","138872526200","22434980"
"119650","KC코트렐","9260","-130","-1.38","9380","9380","9130","14806","137208540","92600000000","10000000"
"092220","KEC","784","3","0.38","781","804","770","837967","657974705","46293149056","59047384"
"109070","KGP","1925","0","0.00","0","0","0","0","0","8614667600","4475152"
"001390","KG케미칼","16950","0","0.00","17200","17350","16650","146017","2478778750","181365000000","10700000"
"001940","KISCO홀딩스","39550","-50","-0.13","39500","39650","39500","130","5143000","146148165800","3695276"
"083420","KPX그린케미칼","4670","30","0.65","4690","4700","4670","5470","25652100","93400000000","20000000"
"025000","KPX케미칼","63900","1000","1.59","63000","64800","62900","1355","86181100","309276000000","4840000"
"092230","KPX홀딩스","44300","150","0.34","44250","44550","44100","520","23037000","187151817800","4224646"
"025850","KPX화인케미칼","14750","50","0.34","14500","14900","14500","6478","95641000","56050000000","3800000"
"044450","KSS해운","12400","150","1.22","12150","12450","12100","14256","175615400","143752456000","11592940"
"030200","KT","31550","0","0.00","31600","31750","31250","983103","31016683650","8238077542400","261111808"
"033780","KT&G","74500","-200","-0.27","75000","75200","73600","348573","25872927200","10228291026500","137292497"
"030210","KTB투자증권","2175","85","4.07","2090","2175","2090","227893","489333300","131183150100","60314092"
"058850","KTcs","3470","-15","-0.43","3450","3480","3400","88383","303845660","158526950000","45685000"
"003550","LG","64000","200","0.31","64400","64400","63000","175020","11105842300","11043656384000","172557131"
"034220","LG디스플레이","25350","0","0.00","25450","25450","25050","1159138","29290427850","9070627995000","357815700"
"001120","LG상사","28750","250","0.88","28500","28850","28200","176000","5041670400","1114350000000","38760000"
"068870","LG생명과학","40600","300","0.74","40350","40600","39850","48744","1954272900","673025794000","16576990"
"068875","LG생명과학우","21300","0","0.00","0","0","0","0","0","5031400800","236216"
"051900","LG생활건강","548000","8000","1.48","545000","548000","538000","23439","12757546000","8558771956000","15618197"
"051905","LG생활건강우","228000","3000","1.33","227500","228500","222000","143","32377500","478730916000","2099697"
"003555","LG우","35700","300","0.85","36000","36000","35600","922","32926900","118333968900","3314677"
"032640","LG유플러스","10750","150","1.42","10550","11000","10550","2169768","23522042050","4693572130750","436611361"
"011070","LG이노텍","83700","1300","1.58","82200","83800","81400","131922","10945273000","1688307594300","20170939"
"066570","LG전자","68100","-200","-0.29","68500","69000","68000","384347","26215226700","11144416133400","163647814"
"066575","LG전자우","26350","150","0.57","26150","26450","25850","14691","384331850","452850889200","17185992"
"093050","LG패션","33700","650","1.97","33300","33850","33000","114306","3842094700","985388000000","29240000"
"108670","LG하우시스","141500","0","0.00","142000","142500","138000","38109","5333962000","1268925305000","8967670"
"108675","LG하우시스우","46300","-100","-0.22","46550","46850","46100","370","17205000","47796879000","1032330"
"051910","LG화학","299500","4000","1.35","296000","299500","295500","127495","38097759000","19848194450000","66271100"
"051915","LG화학우","152500","2000","1.33","151500","153500","149000","17647","2669951000","1163410452500","7628921"
"002550","LIG손해보험","32950","500","1.54","32450","33000","31800","149830","4866354500","1977000000000","60000000"
"006260","LS","80900","1100","1.38","80200","81800","79900","133611","10857279700","2604980000000","32200000"
"000680","LS네트웍스","4865","40","0.83","4795","4910","4775","121216","586374130","376940292435","77480019"
"000685","LS네트웍스우","43200","2100","5.11","40000","43500","40000","140","5975000","660268800","15284"
"000687","LS네트웍스전환상환2우B","4650","0","0.00","0","0","0","0","0","6128039700","1317858"
"010120","LS산전","65700","-1100","-1.65","67000","67000","65500","119106","7846425200","1971000000000","30000000"
"023150","MH에탄올","2990","-5","-0.17","3020","3020","2960","5512","16464235","20930000000","7000000"
"035420","NAVER","724000","-10000","-1.36","717000","727000","716000","117875","84958171000","23864979596000","32962679"
"181710","NHN엔터테인먼트","96400","-100","-0.10","96300","96500","94900","142922","13663254300","1461908410000","15165025"
"016420","NH농협증권","4985","-135","-2.64","5100","5170","4985","132765","667815910","598823269565","120125029"
"034310","NICE","11800","150","1.29","11650","11850","11600","6730","78851000","447011140000","37882300"
"008260","NI스틸","1855","10","0.54","1860","1880","1840","89210","166079790","52731806750","28426850"
"004250","NPC","5000","50","1.01","4975","5040","4975","13941","69700400","183600000000","36720000"
"004255","NPC우","1740","-10","-0.57","1750","1750","1690","1470","2506300","9187200000","5280000"
"010060","OCI","191000","4000","2.14","189500","193000","187500","202134","38589910500","4555229861000","23849371"
"005490","POSCO","326500","-2500","-0.76","328000","329000","324000","164571","53671407000","28466501627500","87186835"
"100840","S&TC","16700","50","0.30","16550","16700","16100","5150","84375500","118313020400","7084612"
"000040","S&T모터스","438","-2","-0.45","440","443","433","52040","22861930","52271524002","119341379"
"064960","S&T모티브","27300","300","1.11","27250","27550","26700","21502","586924600","393212437800","14403386"
"003570","S&T중공업","12750","350","2.82","12450","12750","12250","95901","1201920250","414036347250","32473439"
"036530","S&T홀딩스","16250","300","1.88","15750","16250","15750","3040","48310000","242505623750","14923423"
"010950","S-Oil","74000","500","0.68","73800","74400","73700","148918","11047888200","8331126608000","112582792"
"010955","S-Oil우","52700","0","0.00","52500","53000","52000","6008","315211100","211955552900","4021927"
"950100","SBI모기지","11600","400","3.57","11250","11800","11250","18840","217261500","275395600000","23741000"
"034120","SBS","41600","1450","3.61","40300","41600","39950","43616","1785149000","759307411200","18252582"
"101060","SBS미디어홀딩스","5260","260","5.20","5040","5260","4975","1228237","6358344110","735853959400","139896190"
"004060","SG세계물산","623","3","0.48","621","630","619","406520","253576130","126110750080","202424960"
"001380","SG충남방적","1540","55","3.70","1485","1545","1470","7650","11654100","64291103800","41747470"
"002360","SH에너지화학","724","-3","-0.41","727","734","724","576021","418915836","80460820520","111133730"
"002365","SH에너지화학우","90900","-3100","-3.30","90300","94000","88000","848","76556900","565398000","6220"
"009160","SIMPAC","6960","-20","-0.29","6910","7010","6840","55747","385694220","202431078000","29084925"
"123700","SJM","10900","-50","-0.46","10950","11150","10850","11669","128452600","170093388200","15604898"
"025530","SJM홀딩스","4950","-15","-0.30","4985","5100","4950","4638","23083150","73923339600","14934008"
"003600","SK","191000","2000","1.06","190000","191000","187500","69796","13213144000","8969706092000","46961812"
"034730","SK C&C","135000","3000","2.27","133000","135500","132000","55739","7473815000","6750000000000","50000000"
"011790","SKC","30550","50","0.16","30700","30700","30350","105706","3224887800","1106370174650","36215063"
"018670","SK가스","74900","-800","-1.06","75600","75600","74000","20478","1532322800","646287008500","8628665"
"001740","SK네트웍스","7560","50","0.67","7540","7560","7480","423610","3188511560","1876298611320","248187647"
"001745","SK네트웍스우","13500","-200","-1.46","13600","13600","13150","742","9871100","1534248000","113648"
"003605","SK우","77500","0","0.00","77600","78300","77500","112","8722700","39518800000","509920"
"096770","SK이노베이션","141500","1000","0.71","141000","142500","140500","214496","30332789000","13083877306000","92465564"
"096775","SK이노베이션우","65000","-600","-0.91","65300","66000","64500","3908","254273500","81147690000","1248426"
"001510","SK증권","709","1","0.14","707","712","700","1456739","1027258669","226963074239","320117171"
"001515","SK증권우","689","0","0.00","687","689","687","7240","4987200","2695722146","3912514"
"006120","SK케미칼","55200","-200","-0.36","55400","55600","54700","75203","4142877900","1150536194400","20843047"
"006125","SK케미칼우","16300","-150","-0.91","16450","16450","16200","2744","44774200","45919137500","2817125"
"017670","SK텔레콤","230000","2500","1.10","229000","231000","228000","135003","31006038000","18571513530000","80745711"
"000660","SK하이닉스","36800","150","0.41","36800","37000","36250","2537422","92805058100","26135392788800","710200891"
"011810","STX","2580","-100","-3.73","2700","2740","2525","5782624","15088943550","158609622840","61476598"
"077970","STX엔진","4600","-155","-3.26","4760","4760","4600","114388","530586680","226312791800","49198433"
"067250","STX조선해양","6700","40","0.60","6700","6730","6560","114684","764442000","236498254900","35298247"
"071970","STX중공업","3220","-10","-0.31","3270","3290","3195","109886","354527750","368075034740","114309017"
"028670","STX팬오션","762","0","0.00","0","0","0","0","0","156864113754","205858417"
"002710","TCC동양","3480","25","0.72","3400","3500","3400","3371","11652130","62640000000","18000000"
"011000","VGX인터","1250","10","0.81","1245","1250","1220","212254","262694390","69743102500","55794482"
"024070","WISCOM","4925","-25","-0.51","4950","4980","4885","5053","24826025","74002656000","15025920"
"000500","가온전선","19100","200","1.06","18750","19100","18700","4303","81051500","79462627700","4160347"
"035250","강원랜드","30950","0","0.00","31000","31000","30500","374906","11530013850","6621458475000","213940500"
"000860","건설화학","28050","-150","-0.53","28200","28200","27600","5071","141257550","182325000000","6500000"
"000800","경남기업","3515","5","0.14","3495","3555","3470","23666","83179440","55547994920","15803128"
"008020","경남에너지","5990","-60","-0.99","6050","6090","5990","9780","58664300","178485587400","29797260"
"002100","경농","3545","0","0.00","3535","3575","3535","7958","28288280","76897253750","21691750"
"012320","경동가스","98100","3100","3.26","95900","99000","95000","1294","125344400","341858880000","3484800"
"009450","경동나비엔","17450","-50","-0.29","17750","17750","17200","13041","226444000","222304449500","12739510"
"000050","경방","109000","0","0.00","110000","111000","106000","1503","163326000","271660482000","2492298"
"012610","경인양행","4150","30","0.73","4095","4155","4095","61530","253338100","167644914750","40396365"
"009140","경인전자","16450","-50","-0.30","0","0","0","0","0","25839610650","1570797"
"013580","계룡건설","8250","160","1.98","8090","8260","8090","12130","98989600","73679982750","8930907"
"012200","계양전기","2860","-5","-0.17","2865","2875","2845","63750","182301150","93236000000","32600000"
"012205","계양전기우","1615","5","0.31","1605","1615","1600","820","1317400","2261000000","1400000"
"004200","고려개발","2020","20","1.00","2020","2050","1995","33790","67715000","40400000000","20000000"
"002140","고려산업","1150","5","0.44","1150","1150","1130","8970","10246500","28680338750","24939425"
"010130","고려아연","318000","2000","0.63","318000","322000","313500","92084","29234205000","6000660000000","18870000"
"002240","고려제강","37350","0","0.00","37750","37800","37250","2331","87421350","560250000000","15000000"
"009810","고려포리머","472","2","0.43","473","473","467","26250","12359350","13310736064","28200712"
"119250","골든나래리츠","228","6","2.70","235","235","224","523893","120647095","12226477200","53624900"
"001290","골든브릿지증권","849","0","0.00","0","0","0","0","0","79582769883","93737067"
"009290","광동제약","7460","210","2.90","7260","7460","7260","387325","2863691480","391059548460","52420851"
"017040","광명전기","1985","10","0.51","1980","1995","1960","165297","326038285","86025165775","43337615"
"017900","광전자","2135","80","3.89","2075","2160","2075","142074","302196140","123709934005","57943763"
"037710","광주신세계","252500","1500","0.60","250000","252500","250000","495","124517000","404000000000","1600000"
"140910","광희리츠","4100","-20","-0.49","0","0","0","0","0","14877813500","3628735"
"030610","교보증권","4420","0","0.00","4405","4430","4380","20306","89511570","159120000000","36000000"
"007690","국도화학","55500","1600","2.97","54300","56200","54200","20453","1129722700","322489188000","5810616"
"005320","국동","1820","5","0.28","1820","1845","1810","24187","44046830","8310582280","4566254"
"001140","국보","11200","0","0.00","11200","11400","11100","710","7930000","11505804800","1027304"
"002720","국제약품","1890","-70","-3.57","1995","2010","1875","68917","130696260","29178670500","15438450"
"014530","극동유화","24550","-300","-1.21","24850","24850","24400","790","19340000","85604426100","3486942"
"002250","근화제약","24450","-50","-0.20","24400","24600","24250","4502","109781400","119560157700","4889986"
"014280","금강공업","16800","-300","-1.75","17250","17250","16700","6850","115807500","81580195200","4855964"
"014285","금강공업우","12500","0","0.00","12500","12550","12200","60","742000","1474687500","117975"
"008870","금비","29500","150","0.51","29500","29500","29500","30","885000","29500000000","1000000"
"001570","금양","1145","-20","-1.72","1185","1220","1120","437995","507031475","45059537660","39353308"
"002990","금호산업","11750","1500","14.63","10600","11750","10450","180134","2082587000","375937161000","31994652"
"002995","금호산업우","11800","1500","14.56","10300","11800","10300","14740","170313000","3448738800","292266"
"011780","금호석유","95200","800","0.85","94100","95300","93500","110115","10412466700","2900524183200","30467691"
"011785","금호석유우","34750","700","2.06","33700","34800","33550","5086","175753300","105066138500","3023486"
"001210","금호전기","26200","3400","14.91","23200","26200","23200","138493","3544553100","181200536200","6916051"
"073240","금호타이어","11500","-50","-0.43","11650","11650","11450","234834","2713338100","1699828777000","147811198"
"092440","기신정기","7340","0","0.00","7390","7390","7210","8380","60958200","214328000000","29200000"
"000270","기아차","56100","200","0.36","55500","56100","55200","1195705","66589944700","22740883766700","405363347"
"024110","기업은행","12150","150","1.25","11950","12200","11900","1130047","13721422050","6684869310750","550195005"
"004540","깨끗한나라","4950","-50","-1.00","4890","4950","4800","51260","248855800","120536524350","24350813"
"004545","깨끗한나라우","5390","10","0.19","5460","5460","5200","2920","15606200","1973602400","366160"
"007460","나라케이아이씨","2485","-10","-0.40","2535","2535","2365","27820","67243050","25907434595","10425527"
"001260","남광토건","8330","-170","-2.00","8310","8600","8230","454785","3823502800","64331906940","7722918"
"008350","남선알미늄","621","3","0.49","620","631","606","1948996","1201673178","68421214890","110179090"
"008355","남선알미우","3345","-60","-1.76","3450","3500","3170","24841","82485860","1029892050","307890"
"004270","남성","8500","100","1.19","8390","8600","8150","560","4627900","30780336000","3621216"
"003920","남양유업","940000","15000","1.62","938000","940000","920000","883","824027000","676800000000","720000"
"003925","남양유업우","309000","2000","0.65","314500","314500","306000","42","12992500","51498558000","166662"
"002070","남영비비안","6400","120","1.91","6410","6410","6400","40","256200","43954848000","6867945"
"025860","남해화학","6900","160","2.37","6710","6940","6710","31083","213417620","342784016700","49678843"
"005720","넥센","77900","-1900","-2.38","81900","81900","77900","742","59003100","396356524300","5088017"
"005725","넥센우","23700","150","0.64","23700","23700","23700","10","237000","8533422000","360060"
"002350","넥센타이어","14550","150","1.04","14400","14550","14250","226571","3259570050","1381089783000","94920260"
"002355","넥센타이어1우B","4025","-15","-0.37","4000","4030","3925","7450","29443800","26162500000","6500000"
"110570","넥솔론","856","-64","-6.96","950","950","856","621898","563027438","104438553536","122007656"
"090350","노루페인트","5110","-10","-0.20","5120","5160","5100","32570","166907100","102200000000","20000000"
"090355","노루페인트우","5130","0","0.00","5030","5130","5010","272","1370640","2375836380","463126"
"000320","노루홀딩스","16350","-150","-0.91","16500","16550","16150","10720","175340500","215797289850","13198611"
"000327","노루홀딩스2우B","14300","50","0.35","14050","14300","13700","910","12520500","1323322000","92540"
"000325","노루홀딩스우","11850","350","3.04","11500","11850","11500","40","467500","2195212500","185250"
"006280","녹십자","124500","-1000","-0.80","126500","126500","123500","9940","1240042000","1454973981000","11686538"
"005250","녹십자홀딩스","12450","-50","-0.40","12500","12500","12350","22391","277335850","585501214500","47028210"
"005255","녹십자홀딩스1우","13350","0","0.00","0","0","0","0","0","22279414500","1668870"
"005257","녹십자홀딩스2우","12500","0","0.00","0","0","0","0","0","10574875000","845990"
"004370","농심","251000","1500","0.60","250500","251000","247000","10192","2544553000","1526743142000","6082642"
"072710","농심홀딩스","79000","300","0.38","78700","79200","78000","954","75268400","366385410000","4637790"
"023590","다우기술","15150","350","2.36","14750","15150","14500","209514","3097410600","679729247550","44866617"
"020120","다우인큐브","3050","30","0.99","3200","3210","3050","1300","4120800","48289274450","15832549"
"015590","대경기계","1700","10","0.59","1690","1705","1675","27490","46273850","93057813000","54739890"
"019680","대교","7300","130","1.81","7200","7310","7040","69511","504528700","618330805000","84702850"
"019685","대교우B","3525","5","0.14","3510","3535","3505","32777","115542315","68480139750","19426990"
"006375","대구백화우","112000","500","0.45","114000","114000","106500","401","44488500","479584000","4282"
"006370","대구백화점","19800","400","2.06","19950","21000","19700","92310","1866158400","214267897800","10821611"
"004130","대덕GDS","17550","50","0.29","17700","17800","17450","61956","1095258550","361102008150","20575613"
"004135","대덕GDS우","7800","110","1.43","7870","7870","7400","210","1575000","16848000000","2160000"
"008060","대덕전자","8330","-10","-0.12","8380","8380","8300","61046","509020680","406473179000","48796300"
"000490","대동공업","6000","120","2.04","5880","6020","5830","16148","96258070","142369260000","23728210"
"008110","대동전자","3080","110","3.70","2995","3080","2970","2741","8288620","32310576760","10490447"
"005750","대림B&Co","2595","-5","-0.19","2620","2680","2585","130811","343206355","38925000000","15000000"
"000210","대림산업","94100","1200","1.29","92900","94500","92100","120697","11294246400","3274680000000","34800000"
"000215","대림산업우","30500","-100","-0.33","30600","30600","30200","4810","145827200","115900000000","3800000"
"006570","대림통상","4255","0","0.00","4370","4370","4200","3330","14166900","64782375000","15225000"
"001680","대상","38400","1400","3.78","37000","38400","36600","255121","9568829250","1321404480000","34411575"
"001689","대상3우B","29100","0","0.00","0","0","0","0","0","6880695000","236450"
"001685","대상우","10700","350","3.38","10250","10700","10050","3341","34572700","14661386100","1370223"
"084690","대상홀딩스","8320","-80","-0.95","8550","8550","8280","9440","78639400","301288316160","36212538"
"084695","대상홀딩스우","4385","50","1.15","4385","4385","4385","30","130420","4005618570","913482"
"128820","대성산업","4525","-45","-0.98","4570","4570","4480","36538","164572500","129485988200","28615688"
"117580","대성에너지","5330","-90","-1.66","5470","5470","5330","23124","123900320","146575000000","27500000"
"005620","대성합동지주","26350","450","1.74","26200","26400","26000","720","18939500","47405678950","1799077"
"016710","대성홀딩스","8980","0","0.00","8980","9100","8870","13283","119170540","144483341820","16089459"
"003540","대신증권","7850","100","1.29","7780","7850","7700","117013","911579760","398571190000","50773400"
"003547","대신증권2우B","5050","-30","-0.59","5100","5100","5020","9711","49144550","50500000000","10000000"
"003545","대신증권우","5570","0","0.00","5550","5570","5490","40580","223836400","144820000000","26000000"
"009190","대양금속","1095","-20","-1.79","1120","1165","1080","610876","684424070","60761187555","55489669"
"014160","대영포장","726","5","0.69","721","727","716","401907","290422261","68962543980","94989730"
"047040","대우건설","7370","210","2.93","7170","7370","7120","505992","3684588410","3063138842060","415622638"
"009320","대우부품","995","-2","-0.20","1000","1005","992","68012","67861090","37712775565","37902287"
"047050","대우인터내셔널","41300","100","0.24","41400","41600","41000","326118","13473960100","4703090818300","113876291"
"042660","대우조선해양","35000","300","0.86","34800","35000","34250","525345","18193897050","6698676530000","191390758"
"006800","대우증권","8900","20","0.23","8890","8940","8840","755400","6715179510","2907637929900","326700891"
"006805","대우증권우","3980","50","1.27","3910","3980","3890","18636","72752680","56021485000","14075750"
"003090","대웅","40000","650","1.65","39000","40000","38700","4530","178207500","465135840000","11628396"
"069620","대웅제약","76200","-1900","-2.43","78200","78600","76100","27428","2107121800","882897015000","11586575"
"000430","대원강업","7460","30","0.40","7450","7500","7360","13420","100148100","462520000000","62000000"
"006340","대원전선","680","15","2.26","680","700","669","202771","138623170","46312876280","68107171"
"006345","대원전선우","734","21","2.95","724","735","692","2690","1944340","1923960800","2621200"
"003220","대원제약","10450","-100","-0.95","10350","10650","10200","116189","1208854550","162903200350","15588823"
"024890","대원화성","1585","10","0.63","1600","1600","1565","30720","48594900","51000017195","32176667"
"000300","대유신소재","1330","15","1.14","1320","1350","1310","605377","808803310","115893633100","87138070"
"002880","대유에이텍","1120","10","0.90","1110","1125","1095","195989","218224740","94560961600","84429430"
"012800","대창","994","3","0.30","995","1000","983","346049","343389355","90593656006","91140499"
"015230","대창단조","49000","-50","-0.10","49050","49350","48400","3849","188498500","98000000000","2000000"
"012805","대창우","82500","0","0.00","0","0","0","0","0","176550000","2140"
"001070","대한방직","18400","-200","-1.08","18100","18500","18100","261","4809400","19504000000","1060000"
"006650","대한유화","87200","1200","1.40","86200","87700","85300","24507","2125256100","566800000000","6500000"
"001440","대한전선","2385","25","1.06","2365","2405","2325","670134","1592700605","250750993725","105136685"
"084010","대한제강","5800","80","1.40","5780","5800","5690","32191","184485300","142951057200","24646734"
"001790","대한제당","28350","400","1.43","27600","28350","27550","2440","68274000","212872212000","7508720"
"001799","대한제당3우B","23650","0","0.00","23650","23650","23650","20","473000","2555287900","108046"
"001795","대한제당우","11150","100","0.90","10600","11150","10600","60","641500","6023564500","540230"
"001130","대한제분","153500","-2500","-1.60","155000","159000","152500","1966","306276500","259415000000","1690000"
"003490","대한항공","31200","900","2.97","30600","31650","30500","727143","22777981650","1830673665600","58675438"
"003495","대한항공우","10750","200","1.90","10650","10800","10650","1730","18527000","11941035500","1110794"
"005880","대한해운","25750","-150","-0.58","25900","26100","25100","128792","3309236500","616854434000","23955512"
"003830","대한화섬","61000","-600","-0.97","60000","61200","60000","139","8473400","81008000000","1328000"
"016090","대현","2335","25","1.08","2305","2355","2305","356049","830927390","105734193850","45282310"
"069460","대호에이엘","2045","30","1.49","2025","2055","2015","386918","788521260","55490745755","27134839"
"012510","더존비즈온","11200","50","0.45","11150","11250","11100","105568","1180797650","332334240000","29672700"
"004830","덕성","2870","-10","-0.35","2870","2885","2855","28130","80746050","45001600000","15680000"
"004835","덕성우","1610","-20","-1.23","1635","1635","1595","500","804400","2241120000","1392000"
"024900","덕양산업","18300","-400","-2.14","18700","18700","18300","2600","48008500","59593913400","3256498"
"002150","도화엔지니어링","4900","0","0.00","4830","4910","4830","12070","58943350","165228000000","33720000"
"001620","동국실업","2335","35","1.52","2295","2350","2270","33970","79134400","61491104200","26334520"
"001230","동국제강","13150","100","0.77","13100","13300","13000","133824","1760505300","812989413500","61824290"
"023450","동남합성","34000","300","0.89","33700","34000","33700","30","1014000","43462982000","1278323"
"004140","동방","2110","0","0.00","2115","2155","2090","104663","221836680","45415576700","21523970"
"007590","동방아그로","6300","-10","-0.16","6270","6300","6250","840","5260900","85790735100","13617577"
"012030","동부CNI","4440","0","0.00","4350","4590","4320","115423","515402220","80864086080","18212632"
"005960","동부건설","2795","75","2.76","2720","2880","2700","11508","31885260","98821146385","35356403"
"005965","동부건설우","1470","30","2.08","1440","1510","1430","1584","2306880","4913276550","3342365"
"016380","동부제철","2685","75","2.87","2580","2745","2580","100344","267726865","135993542340","50649364"
"016385","동부제철우","1455","10","0.69","1450","1480","1425","3170","4619400","3732584250","2565350"
"016610","동부증권","3335","-5","-0.15","3340","3340","3305","30935","102651375","141558707315","42446389"
"000990","동부하이텍","7530","500","7.11","6980","7970","6730","3046694","22503608240","334089774960","44367832"
"000995","동부하이텍1우","11100","1430","14.79","10550","11100","10150","8298","91063800","1246707600","112316"
"000997","동부하이텍2우B","23500","3050","14.91","22500","23500","22050","3788","87587600","728946500","31019"
"005830","동부화재","56200","-200","-0.35","56500","56900","56000","71168","4007967000","3978960000000","70800000"
"083350","동북아10호","4400","0","0.00","0","0","0","0","0","6976904000","1585660"
"083360","동북아11호","4290","-10","-0.23","0","0","0","0","0","6802481400","1585660"
"083370","동북아12호","4320","30","0.70","4250","4490","4025","50","213350","6850051200","1585660"
"083380","동북아13호","4385","10","0.23","4100","4385","4100","30","128700","6953119100","1585660"
"083390","동북아14호","4285","0","0.00","0","0","0","0","0","6794553100","1585660"
"080960","동북아3호","4920","0","0.00","4920","4920","4920","30","147600","20184792000","4102600"
"080970","동북아4호","4920","20","0.41","4910","4920","4910","1100","5411000","20184792000","4102600"
"080980","동북아5호","4850","0","0.00","0","0","0","0","0","19897610000","4102600"
"002210","동성제약","3365","-15","-0.44","3385","3410","3350","33280","112462850","73244137900","21766460"
"102260","동성홀딩스","5280","-50","-0.94","5390","5500","5240","211822","1130164390","144810346560","27426202"
"005190","동성화학","21650","0","0.00","21900","22400","21550","108797","2384063650","105583780850","4876849"
"000640","동아쏘시오홀딩스","147500","-2000","-1.34","150500","152500","145000","14936","2228111000","640096752500","4339639"
"058730","동아에스텍","3230","15","0.47","3215","3235","3185","19091","61264030","39971250000","12375000"
"170900","동아에스티","99500","-1000","-1.00","100500","101500","99400","14030","1401653000","731416142000","7350916"
"008040","동아원","3180","25","0.79","3155","3210","3090","102811","324875980","207273509820","65180349"
"028100","동아지질","8190","40","0.49","8050","8230","8050","7100","57886300","94185000000","11500000"
"007340","동아타이어","19000","350","1.88","19050","19050","18700","13547","257179750","450813380000","23727020"
"001520","동양","290","-1","-0.34","296","296","284","7965765","2293091449","71033767830","244944027"
"001527","동양2우B","1045","5","0.48","1005","1045","983","4410","4501160","3256132220","3115916"
"001529","동양3우B","1275","20","1.59","1280","1280","1220","1570","1963650","1187717325","931543"
"001780","동양강철","1995","135","7.26","1860","2000","1860","92432","179690440","113353380315","56818737"
