회사명,거래소코드,회계년도,매출액증가율(IFRS),총자본증가율(IFRS),자기자본증가율(IFRS),순이익증가율(IFRS),유형자산증가율(IFRS),비유동자산증가율(IFRS),유동자산증가율(IFRS),재고자산증가율(IFRS),유동비율(IFRS),당좌비율(IFRS),현금비율(IFRS),순운전자본비율(IFRS),부채비율(IFRS),자기자본배율(IFRS),비유동비율(IFRS),유동자산구성비율(IFRS),자기자본구성비율(IFRS),매출액총이익률(IFRS),매출액순이익률(IFRS),총자본사업이익률(IFRS),총자본순이익률(IFRS),자기자본순이익률(IFRS),1주당순이익(IFRS)(원),1주당매출액(IFRS)(원),총자본회전률(IFRS),자기자본회전률(IFRS),비유동자산회전률(IFRS),재고자산회전률(IFRS),매출채권회전률(IFRS),매입채무회전률(IFRS),매입채무회전기간(IFRS),재고자산회전기간(IFRS),매출채권회전기간(IFRS),1회전기간(IFRS),운전자본회전률(IFRS),순운전자본회전률(IFRS),유형자산회전율(IFRS),유동자산회전률(IFRS),당좌자산회전률(IFRS),부가가치(IFRS)(백만원),총자본투자효율(IFRS),설비투자효율(IFRS),기계투자효율(IFRS),부가가치율(IFRS),노동소득분배율(IFRS),자본분배율(IFRS),이윤분배율(IFRS),상장폐지일,소속코드,상장일
(주)에이프로젠,007460,2020/12,44.08,27.95,16.22,0,-1.2,30.68,21.24,-12.66,77,73.71,14.9,-8.19,80.18,354.44,130.77,27.42,55.5,15.24,-64.61,1.8,-9.01,-15.54,-276,396.49,0.14,0.24,0.19,9.89,10.77,97.24,3.75,36.9,33.89,0.01,0,0.22,3.4,0.5,0.52,-35225.28,-6.03,-174.63,-714.78,-48.56,0,0,0,,1,1995/07/08
(주)에이프로젠,007460,2021/12,11.78,-1.69,7.85,0,-6.2,-3.15,2.17,33.92,73.5,69.39,10.9,-10.28,64.24,351.14,117.43,28.5,60.89,5.74,-14.85,0.87,-2.08,-3.57,-62,407.13,0.14,0.24,0.19,10.14,17.22,104.23,3.5,36,21.19,0.02,0,0.21,3.95,0.5,0.53,11217.16,1.95,56.98,215.79,13.83,54.4,45.6,-107.34,,1,1995/07/08
(주)에이프로젠,007460,2022/12,-57.09,-2.94,-15.41,0,80.43,23.34,-68.86,-5.31,22.65,18.8,8.44,-31.22,88.45,233.21,171.22,9.14,53.06,3.3,-250.59,-6.75,-15.41,-27.02,-433,75.88,0.06,0.11,0.08,3.9,6.14,52.73,6.92,93.51,59.46,0.01,0,0.11,1.25,0.32,0.35,-62284.62,-11.17,-174.09,-391.01,-179.01,0,0,0,,1,1995/07/08
(주)에이프로젠바이오로직스,003060,2018/12,0.33,30.86,75.13,0,-4.85,31.08,30.51,-6.01,137.42,123.67,32.98,10.64,42.59,274.63,86.86,39.08,70.13,13.6,-33.27,0.87,-5.53,-8.85,-105,314.57,0.17,0.27,0.27,3.63,2,51.91,7.03,100.49,182.21,0,0,0.26,1.83,0.42,0.48,2171.93,1.03,13.16,266.42,7.02,285.18,-185.18,-474.26,,1,1984/10/19
(주)에이프로젠바이오로직스,003060,2019/12,8.55,34.65,66.69,0,7.9,-1.6,91.14,-4.28,466.3,442.94,34.78,43.58,15.19,204.36,51.28,55.48,86.82,12.25,-17.35,0.72,-2.35,-2.95,-36,311.34,0.14,0.17,0.26,4.16,2.66,59.74,6.11,87.78,137.25,0,0,0.2,1.96,0.28,0.3,3236.13,1.14,18.18,178.59,9.63,206.69,-106.69,-180.24,,1,1984/10/19
(주)에이프로젠바이오로직스,003060,2020/12,-5.29,71.62,93.91,0,-2.8,102.61,46.75,10.07,4296.96,4135.5,568.57,46.34,1.94,240.27,53.58,47.44,98.09,12.14,-2.96,1.11,-0.24,-0.26,-3,131.72,0.08,0.09,0.17,3.83,2.82,56.58,6.45,95.22,129.47,0,0,0.15,1.81,0.16,0.17,3653.08,0.75,21.6,249.19,11.48,195.28,-95.28,-25.83,,1,1984/10/19
(주)에이프로젠바이오로직스,003060,2021/12,6.97,1.51,1.33,0,-4.72,1.21,1.84,8.7,3864.63,3709.63,353.53,46.37,2.13,243.46,53.52,47.6,97.92,12.93,15.15,1.58,1.05,1.07,13,85.43,0.07,0.07,0.13,3.75,3.23,51.85,7.04,97.34,113.03,0,0,0.14,2.01,0.15,0.15,4411.68,0.89,26.75,302.63,12.96,161.57,-61.57,116.92,,1,1984/10/19
(주)에이프로젠바이오로직스,003060,2022/12,30.79,18.91,-14.99,110.5,1821.76,77.69,-45.81,437.85,85.88,51.7,3.53,-3.57,42.84,140.84,111.86,21.69,70.01,17.93,24.38,1.59,2,2.42,27,111.73,0.08,0.1,0.12,1.48,3.44,20.52,17.78,247.24,106.24,0,0,0.17,0.27,0.24,0.29,10905.37,1.85,4.82,12.37,24.49,84.68,15.32,99.56,,1,1984/10/19
(주)에이플러스에셋어드바이저,244920,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2020/11/20
(주)에이플러스에셋어드바이저,244920,2019/12,0,0,0,0,0,0,0,0,108.31,108.31,11.75,3.11,192.05,535.05,173.8,40.49,34.24,0,6.03,13.21,8.94,26.1,609,10104.11,1.48,4.33,2.49,0,15.43,0,0,0,23.66,0.04,0.06,1.9,17.1,3.66,3.66,60328.38,38.61,445.31,0,26.05,37.43,62.57,23.15,,1,2020/11/20
(주)에이플러스에셋어드바이저,244920,2020/12,5.37,3.01,79.9,57.67,-2.39,-10.06,22.23,0,133.51,133.51,15.14,12.06,67.24,851.51,86.89,48.04,59.8,0,9.02,15.48,13.88,29.41,1048,10646.41,1.54,3.26,2.76,0,17.22,0,0,0,21.19,0.05,0.06,1.9,18.23,3.47,3.47,71351.12,44.33,539.58,0,29.24,33.01,66.99,30.86,,1,2020/11/20
(주)에이플러스에셋어드바이저,244920,2021/12,-10.52,1.65,0.77,-60.65,97.89,19.29,-17.43,0,121.45,121.45,1.84,6.89,68.7,858.03,102.87,39.02,59.28,0,3.97,5.74,5.34,8.97,383,9659.62,1.35,2.26,2.38,0,17.26,0,0,0,21.14,0.05,0.06,1.74,11.09,3.09,3.09,54838.57,33.51,209.57,0,25.11,44.56,55.44,15.8,,1,2020/11/20
(주)에이플러스에셋어드바이저,244920,2022/12,5.33,24.9,30.67,271.76,-11.14,-7.21,75.07,0,175.62,175.62,12.37,23.55,61.25,1121.17,73.05,54.7,62.01,50.14,14,2.24,17.51,28.8,1425,10174.34,1.25,2.06,2.39,0,17.22,0,0,0,21.2,0.05,0.06,1.58,9.31,2.62,2.62,86062.36,42.11,370.13,0,37.42,29.28,70.72,37.43,,1,2020/11/20
(주)에프앤에프,383220,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2021/05/21
(주)에프앤에프,383220,2022/12,0,0,0,0,0,0,0,0,126.72,72.44,18.62,8.22,45.15,23904.53,88.6,38.96,68.9,70.44,23.87,40.28,29.01,42.11,10100,42174.66,1.22,1.76,1.99,7.28,8.83,17.89,20.41,50.11,41.32,0.01,0,1.74,23.84,3.12,5.46,623197.82,46.89,920.61,0,38.57,7.43,92.57,61.88,,1,2021/05/21
(주)에프앤에프홀딩스,007700,2018/12,15.17,22,32.44,42.7,62,40.99,11.05,46.39,293.82,134.68,9.27,38.07,24.68,5075.51,52.72,57.72,80.21,66.16,16.5,20.99,24.05,31.09,6923,41949.87,1.46,1.88,3.67,5.04,7.3,15.83,23.06,72.42,49.98,0.01,0,1.76,6.01,2.42,4.65,169411.89,34.77,165.4,0,26.22,14.29,85.71,62.93,,1,1984/10/04
(주)에프앤에프홀딩스,007700,2019/12,37.01,34.91,25.33,11.08,16.15,35.07,34.79,8.03,258.68,146.39,11.83,35.37,34.21,6361.05,56.81,57.67,74.51,66.96,13.38,28.18,20.69,26.9,7692,57475.18,1.55,2.01,3.66,5.59,9.58,19.11,19.1,65.33,38.12,0.01,0,1.96,6.16,2.68,5.15,203240.69,30.92,131.68,0,22.96,11.95,88.05,58.27,,1,1984/10/04
(주)에프앤에프홀딩스,007700,2020/12,-9.22,27.9,21.41,2.87,-59.35,23.59,31.07,-18.14,239.33,174.44,26.15,34.4,41.39,7722.65,57.84,59.09,70.73,65.68,15.16,19,16.26,22.47,7951,52174.72,1.07,1.48,2.58,5.37,8.45,15.34,23.79,67.97,43.18,0.01,0,1.31,7.4,1.83,2.79,227432.89,27.05,365,0,28.31,12.34,87.66,53.57,,1,1984/10/04
(주)에프앤에프홀딩스,007700,2021/12,-99.64,128.81,220.51,1418.19,-50.2,440.09,-86.67,0,570.5,570.5,303.27,2.84,0.93,9745.16,97.46,3.44,99.07,93.04,63267.75,0.31,133.81,147.93,85154,134.39,0,0,0,0.04,0.06,0.12,3079.88,8409.3,5822.31,0,0,0.01,0.06,0.01,0.01,36564.02,1.9,117.01,0,1250.74,34.26,65.74,5058.43,,1,1984/10/04
(주)에프앤에프홀딩스,007700,2022/12,1358.39,0.44,0.93,-98.72,15.15,-0.05,14.23,0,2114.38,2114.38,649.87,3.73,0.44,9835.74,96.51,3.92,99.56,67.96,55.67,1.37,1.23,1.24,608,1089.99,0.02,0.02,0.02,0,23.03,0,0,0,15.85,0.06,0.04,0.54,1.27,0.6,0.6,31679.77,1.64,91.08,0,74.31,10.53,89.47,74.92,,1,1984/10/04
(주)엔씨소프트,036570,2018/12,-1.08,-16.74,-12.04,-7.03,1.74,-21.55,-11.58,215.76,385.61,385.44,15.66,37.93,19,22078.9,58.06,51.21,84.04,0,28.66,22.77,13.82,16.94,20791,69734.81,0.48,0.59,0.96,3548.15,7.8,0,0,0.1,46.8,0.02,0,0.78,6.95,0.97,0.97,795504.41,27.6,358.08,3324.84,52,19.58,80.42,55.11,,1,2003/05/22
(주)엔씨소프트,036570,2019/12,-0.26,10.52,3.33,-29.86,20.19,-11.12,31.14,167.66,553.01,552.5,34.59,49.78,27.27,22798.96,49.94,60.76,78.57,0,20.15,19.53,10.14,12.49,14927,69525.71,0.5,0.62,1.15,1267.34,6.63,0,0,0.29,55.04,0.02,0,0.74,6.24,0.89,0.9,621260.47,19.5,232.67,1751.6,40.72,28.41,71.59,49.49,,1,2003/05/22
(주)엔씨소프트,036570,2020/12,46.96,24.73,27.27,104.08,1.1,33.69,18.95,-76.3,571.67,571.57,16.22,47.81,24.73,29016.4,52.46,57.95,80.17,0,27.98,25.15,17.53,22.07,30451,102142.15,0.63,0.79,1.54,2068.22,8.83,0,0,0.18,41.36,0.02,0,0.9,8.35,1.06,1.06,1105421.22,27.82,409.5,2792.85,49.3,22.2,77.8,56.77,,1,2003/05/22
(주)엔씨소프트,036570,2021/12,-5.04,12.99,-1.07,-43.85,150.72,31.78,-0.65,1310.56,382.06,381.08,16.94,37.62,42.46,28706.21,69.87,50.95,70.19,0,16.55,9.17,8.33,11.12,17151,96990.29,0.5,0.67,1.1,678.63,8.64,0,0,0.54,42.24,0.02,0,0.76,4.5,0.93,0.93,812044.17,18.09,167.44,1061.44,38.14,40.61,59.39,43.39,,1,2003/05/22
(주)엔씨소프트,036570,2022/12,12.79,-3.29,2.32,30.05,25.44,-17.34,10.24,-94.05,580.94,580.86,31.61,48.08,34.66,29371.09,56.45,58.08,74.26,99.75,19.08,14.23,10.38,14.38,22567,109390.77,0.54,0.75,1.19,773.61,10.94,0,0,0.47,33.35,0.03,0,0.82,3.15,1,1,921349.42,21.22,204.67,1214.14,38.36,27.44,72.56,49.74,,1,2003/05/22
(주)엔아이스틸,008260,2018/12,0.09,-2.95,8.33,-7.03,2.91,0.8,-19.1,-11.74,37.08,22.18,0.39,-26.65,129.46,743.35,193.41,15.71,43.58,18.88,6.77,6.67,4.12,9.98,358,5270.36,0.61,1.47,0.74,9.18,6.03,12.44,29.35,39.77,60.56,0.01,0.36,1.02,0.76,3.52,5.71,44436.62,18.22,22.3,589.99,29.48,29.37,70.63,22.96,,1,1975/06/16
(주)엔아이스틸,008260,2019/12,-1.66,6.05,4.31,-37.11,0.39,0.83,34.08,44.24,40.38,22.92,1.57,-29.33,133.28,775.41,186.96,19.86,42.87,15.8,4.33,4.81,2.55,5.91,224,5182.65,0.59,1.36,0.72,7.88,6.12,16.06,22.72,46.31,59.68,0.01,0,0.93,0.74,3.31,5.69,42389.7,16.39,21.14,529.81,28.6,31.41,68.59,15.14,,1,1975/06/16
(주)엔아이스틸,008260,2020/12,29.92,11.1,9.52,89.07,9.75,10.92,11.82,-1.61,39.38,24.4,0.41,-30.76,136.64,849.23,189.34,19.99,42.26,17.09,6.3,6.82,4.44,10.45,424,6733.25,0.71,1.66,0.88,8.74,6.26,14.06,25.95,41.76,58.33,0.01,1.07,1.01,0.91,3.54,5.95,50006.99,17.4,22.82,627.16,25.97,30.22,69.78,24.26,,1,1975/06/16
(주)엔아이스틸,008260,2021/12,28.89,18.68,16.81,81.77,9.5,9.12,56.96,84.01,53.46,29.62,1.45,-23.01,140.43,991.98,176.87,26.44,41.59,18.07,8.89,9.93,7.02,16.75,771,8678.73,0.79,1.89,1.03,8,6.84,11.43,31.93,45.64,53.37,0.01,0.29,1.07,1.07,3.36,5.8,68756.73,20.16,28.96,924.03,27.7,25.3,74.7,32.08,,1,1975/06/16
(주)엔아이스틸,008260,2022/12,43.18,16.53,32.67,121.22,11.78,11.45,30.69,13.01,66.62,40.93,2.38,-14.85,111.19,1316.05,148.58,29.65,47.35,25.24,13.73,18.35,13.21,29.57,1706,12426.18,0.96,2.15,1.34,8.3,7.43,16.34,22.34,43.99,49.16,0.01,0,1.28,1.38,3.42,5.81,114698.19,28.86,43.03,1523.47,32.27,18.99,81.01,42.54,,1,1975/06/16
(주)엔에스쇼핑,138250,2018/12,-1.08,3.95,8,-33.94,-4.16,5.75,-12.43,-14.14,32.12,30.36,12.55,-17.56,70.71,2863.14,156.52,8.31,58.58,91.89,9.71,9.91,5.63,9.79,1375,13901.06,0.58,1.01,0.64,115.63,52.37,377.49,0.97,3.16,6.97,0.11,0,1.66,3.88,6.39,6.76,112932.3,13.71,95.6,3087.61,24.11,26.85,73.15,40.26,2022/03/22,4,2015/03/27
(주)엔에스쇼핑,138250,2019/12,3.71,6.65,3.97,-40.65,-13.73,3.82,37.92,34.16,85.33,80.79,40.97,-1.85,75.12,2976.79,156.29,10.75,57.11,90.76,5.55,6.42,3.17,5.49,816,14417.33,0.57,0.99,0.63,110.86,43.75,314.08,1.16,3.29,8.34,0.1,0,2,4.42,5.97,6.31,90522.26,10.31,88.82,2833.24,18.63,33.14,66.86,29.81,2022/03/22,4,2015/03/27
(주)엔에스쇼핑,138250,2020/12,8.02,14.72,4.92,42.1,1.63,7.4,75.49,-10.99,69.99,68.1,39.74,-7.05,91.47,3123.2,159.99,16.44,52.23,90.74,7.31,6.9,4.07,7.46,1159,15572.91,0.56,1.02,0.65,110.58,36.42,378.73,0.96,3.3,10.02,0.08,0,1.73,5.11,4.04,4.19,105426.21,10.46,103.53,2884.23,20.09,29.99,70.01,36.37,2022/03/22,4,2015/03/27
(주)엔에스쇼핑,138250,2021/12,4.43,-0.18,6.46,-0.01,-1.83,3.52,-18.99,-14.53,37.34,36.28,18.13,-22.39,79.52,3324.98,155.57,13.34,55.7,91.34,7,6.22,3.81,7.06,1159,16262.69,0.54,1.01,0.64,132.22,26.51,411.89,0.89,2.76,13.77,0.06,0,1.22,5.34,3.66,3.76,100900.66,10.03,99.23,1844.09,18.41,31.17,68.83,38,2022/03/22,4,2015/03/27
(주)엔케이,085310,2018/12,-9.34,-9.97,-22.88,0,-15.53,-20.35,35.24,-32,95.69,81.94,43,-1.26,51.1,316.73,108.73,28.04,66.18,-7.32,-35.35,-9.85,-13.23,-18.37,-339,944.9,0.37,0.52,0.49,7.94,4.72,7.06,51.7,45.99,77.41,0.01,0.18,0.79,0.86,1.62,2.03,-15671.52,-8.19,-19.61,-83.04,-20.74,0,0,0,,1,2008/01/24
(주)엔케이,085310,2019/12,16.78,-31.55,-29.13,0,-19.21,-28.16,-40.27,-44.89,88.68,76.92,13.22,-3.12,45.94,224.46,110.23,24.47,68.52,5.94,-35.9,-4.63,-19.66,-29.28,-402,1103.48,0.55,0.82,0.75,14.76,5.04,8.66,42.17,24.73,72.49,0.02,0.09,0.99,1.22,2.06,2.39,-18666.39,-14.25,-28.83,-141.64,-21.15,0,0,0,,1,2008/01/24
(주)엔케이,085310,2020/12,-21.44,7.94,1.21,0,-36.89,-23.11,103.8,-39.53,146.69,140.92,59.11,14.7,55.64,227.16,83.74,46.2,64.25,11.7,-1.34,-0.13,-0.68,-1.03,-12,866.86,0.51,0.77,0.79,20.34,3.98,6.73,54.22,17.95,91.71,0.02,0.06,0.78,1.31,1.42,1.53,3659.06,2.59,8.95,46.93,5.28,131.1,-31.1,-25.45,,1,2008/01/24
(주)엔케이,085310,2021/12,-0.53,-10.18,9.23,0,-48.1,-19.24,0.38,-28.65,248.04,241.1,171.72,30.81,27.98,248.14,61.91,51.63,78.14,16.6,10.32,1.79,5.3,7.49,90,862.23,0.51,0.73,1,31.33,5.35,8.21,44.45,11.65,68.2,0.03,0.04,0.68,2.22,1.05,1.09,14872.42,11.71,76.77,250.55,21.57,32.93,67.07,47.86,,1,2008/01/24
(주)엔케이,085310,2022/12,3.22,2.66,4.61,-46.27,-23.64,7.19,-1.59,11.97,251.31,243.32,75.42,29.8,25.6,259.56,63.44,49.49,79.62,11.16,5.37,1.77,2.97,3.77,48,890,0.55,0.7,1.12,36.64,6.73,13.11,27.84,9.96,54.22,0.03,0.03,0.78,3.81,1.09,1.13,10060.87,7.72,62.25,10031.68,14.13,47.22,52.78,38.01,,1,2008/01/24
(주)엘에스,006260,2018/12,109.96,4.83,10.86,155.72,2.87,3.23,136.44,0,26.97,26.97,0.05,-7.31,12.41,1279.52,109.37,2.7,88.96,0,74.77,9.1,8,9.24,6516,7515.62,0.11,0.12,0.11,0,0,0,0,0,0,0,0,0.96,5.19,5.44,5.44,215025,9.29,454.73,0,88.85,8.55,91.45,84.15,,1,1977/06/30
(주)엘에스,006260,2019/12,-64,51.27,55.16,-71.46,-0.79,49.11,129.19,0,195.49,195.49,9.59,2,9.59,1985.31,105.11,4.09,91.25,0,59.28,1.64,1.78,1.96,1860,2705.28,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0.34,1.85,0.85,0.85,86812,2.48,185.06,0,99.66,24.32,75.68,59.49,,1,1977/06/30
(주)엘에스,006260,2020/12,90.27,3.33,3.57,137.23,-2.46,2.43,24.41,0,226.8,226.8,106.28,2.75,9.33,2056.26,103.95,4.93,91.47,0,73.91,3.58,3.44,3.77,4412,5147.42,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0.7,3.58,1.03,1.03,153370,4.24,335.2,0,92.53,12.41,87.59,79.88,,1,1977/06/30
(주)엘에스,006260,2021/12,110.58,11.31,7.13,126.53,-2.69,13.37,-28.49,0,64.04,64.04,15.64,-1.78,13.6,2202.86,110,3.16,88.03,0,79.51,8,7.26,8.09,9995,10839.66,0.09,0.1,0.1,0,0,0,0,0,0,0,0,1.2,7.73,2.28,2.28,303777,7.54,682.29,0,87.03,7.85,92.15,91.36,,1,1977/06/30
(주)엘에스,006260,2022/12,70.31,31.41,11.98,60.99,-1.33,32.79,-10.83,0,45.34,45.34,10.8,-2.59,33.31,2466.79,130.45,2.15,75.01,0,75.16,11.73,9.58,11.89,16134,18461.06,0.13,0.16,0.13,0,0,0,0,0,0,0,0,1.72,13.44,4.93,4.93,561047,10.6,1277.08,0,94.38,5.26,94.74,79.63,,1,1977/06/30
(주)엘에스네트웍스,000680,2018/12,-12.78,-1.85,-3.02,0,8.25,-3.16,4.87,8.04,95.31,45.99,7.46,-0.86,121.13,118,182.57,17.44,45.22,45.25,-6.96,1.92,-1.38,-3.03,-195,2606,0.2,0.43,0.24,2.3,4.97,14.04,26,158.76,73.42,0,0,0.4,4.7,1.17,2.39,10273.3,1,22.61,233.32,5,129.59,-29.59,-139.22,,1,1973/11/15
(주)엘에스네트웍스,000680,2019/12,5.91,0.75,-8.95,0,0.35,-1.21,10.02,3.86,126.64,64.77,12.77,4.01,144.68,107.45,198.09,19.04,40.87,37.44,-19.1,0.08,-4.03,-9.36,-566,2759.96,0.21,0.49,0.26,2.3,5.32,16.21,22.52,158.71,68.59,0,0,0.6,4.78,1.16,2.32,-9202.44,-0.89,-20.19,-227.29,-4.23,0,0,0,,1,1973/11/15
(주)엘에스네트웍스,000680,2020/12,-17.52,13.74,9.15,0,-24.88,15.28,7.18,-15.18,36.7,22.51,9.27,-30.95,154.96,117.28,209.21,17.94,39.22,38.29,-26.03,-2.05,-4.22,-10.55,-635,2276.5,0.16,0.41,0.2,2.01,6.08,17.71,20.61,181.17,59.99,0,0,0.31,4.5,0.88,1.56,14593.24,1.24,42.62,4575.21,8.13,93.46,6.54,-320.02,,1,1973/11/15
(주)엘에스네트웍스,000680,2021/12,24.85,6.74,12.96,0,-0.06,7.7,2.37,-12.15,140.84,94.12,24.91,4.99,140.92,132.48,199.46,17.21,41.51,39.98,26.6,0.55,4.89,12.11,811,2842.1,0.18,0.46,0.22,2.92,11.45,30.32,12.04,125.1,31.87,0.01,0,0.39,6.54,1.05,1.63,122782.66,9.76,360.52,43405.73,54.81,11.63,88.37,48.54,,1,1973/11/15
(주)엘에스네트웍스,000680,2022/12,2.31,-0.03,1.02,-91.9,-2.57,-0.74,3.39,10.08,113.89,73.66,10.03,2.17,138.41,133.84,195.98,17.8,41.94,42.96,2.11,0.83,0.38,0.92,66,2907.89,0.18,0.44,0.22,3.04,11.07,21.26,17.16,120.12,32.96,0.01,0,0.58,6.78,1.04,1.58,44627.77,3.55,133.83,18083.96,19.47,34.53,65.47,10.81,,1,1973/11/15
(주)엘에프,093050,2018/12,1.84,3.12,5.88,16.85,2.2,-4.45,9.97,8.19,488.26,302.66,179.77,44.52,26.97,811.41,55.88,55.99,78.76,60.28,6.04,8.14,5.76,7.41,2924,48385.06,0.95,1.23,2.09,4.59,12.13,20.78,17.57,79.57,30.08,0.01,0,1.42,4.22,1.76,2.85,521058.04,34.59,154.86,0,36.83,18.53,81.47,16.41,,1,2006/12/01
(주)엘에프,093050,2019/12,-0.67,10.33,4.8,-13.54,20.42,40.57,-13.44,-5.36,333.8,195.08,86.04,30.77,33.67,850.33,74.95,43.93,74.81,59.97,5.26,6.12,4.67,6.09,2528,48059.47,0.89,1.16,1.76,4.5,13.1,22.31,16.36,81.03,27.86,0.01,0,1.43,3.76,1.79,2.96,508167.21,30.58,124.65,0,36.16,20.49,79.51,14.55,,1,2006/12/01
(주)엘에프,093050,2020/12,-20.59,2.88,1.23,-46.32,-15.74,5.08,0.07,-25.29,316.3,218.16,87.34,29.22,35.85,860.8,77.8,42.73,73.61,58.19,3.56,3.05,2.35,3.17,1386,38162.43,0.66,0.89,1.17,4.21,12.4,26.87,13.58,86.69,29.44,0.01,0,1.17,2.97,1.53,2.4,379273.78,22.18,110.98,0,33.99,25.57,74.43,10.46,,1,2006/12/01
(주)엘에프,093050,2021/12,2.65,7.53,10.06,260.24,-10.91,10.79,3.17,7.27,357.9,242.44,118.79,29.54,32.73,947.37,78.32,41,75.34,61.24,12.48,4.57,8.06,10.82,5023,39175.5,0.65,0.87,1.11,4.88,13.95,25.94,14.07,74.85,26.16,0.01,0,1.19,3.53,1.54,2.26,513300.58,27.92,167.63,0,44.81,19.27,80.73,27.85,,1,2006/12/01
(주)엘에프,093050,2022/12,11.04,7.36,9.58,8.98,-3.78,12.81,-0.49,45,227.85,120.75,60.83,21.32,30.04,1038.14,80.62,38,76.9,61.31,12.25,4.33,8.17,10.73,5474,43498.94,0.67,0.88,1.1,4.27,14.8,19.68,18.55,85.47,24.65,0.01,0,1.24,4.23,1.69,2.8,538393.78,27.28,182.73,0,42.33,20.44,79.56,28.93,,1,2006/12/01
(주)엘엑스세미콘,108320,2018/12,14.3,11.66,8.36,5.32,42.99,112.24,2.08,70.61,325.73,258.84,142.39,57.84,36.18,5483.39,22.51,83.47,73.43,24.46,6.18,10.38,8.5,11.41,3009,48684.41,1.38,1.85,10.72,9.59,5.3,7.48,48.81,38.05,68.86,0.02,0.13,1.23,42.91,1.58,1.89,145763.65,24,671.18,2071.51,18.41,53.66,46.34,33.57,,1,2022/11/03
(주)엘엑스세미콘,108320,2019/12,9.51,3.63,5.66,-21.85,41.12,11.35,2.1,14.17,355.83,274.11,74.49,59.13,33.56,5793.76,23.72,82.24,74.87,24.55,4.41,8.2,6.19,8.34,2351,53314.44,1.4,1.89,8.17,7.78,5.45,7.63,47.86,46.92,66.94,0.02,0.18,1.31,33.12,1.69,2.16,144295.47,22.93,470.83,2413.55,16.64,59.3,40.7,26.5,,1,2022/11/03
(주)엘엑스세미콘,108320,2020/12,33.99,19.17,12.71,89.05,4.46,9.39,21.28,13.82,299.33,234.82,47.72,55.73,41.22,6529.86,23.03,83.69,70.81,25.48,6.22,13.98,10.48,14.43,4445,71438.44,1.68,2.32,9.93,9.14,6.29,9.05,40.34,39.91,58.06,0.02,0.16,1.55,37.08,2.03,2.61,219109.73,29.22,684.42,3392.42,18.86,52.47,47.53,32.99,,1,2022/11/03
(주)엘엑스세미콘,108320,2021/12,63.43,55.96,50.1,307.93,50.79,15.24,63.89,48.68,282.61,227.36,36.74,56.83,46.73,9801.47,17.68,87.95,68.15,34.68,15.53,38.84,30.73,44.41,18132,116749.3,1.98,2.86,14.43,11.29,9.85,10.62,34.36,32.33,37.06,0.03,0.1,1.7,47.3,2.29,2.88,558038.9,47.71,1155.96,1844.13,29.39,28.63,71.37,52.85,,1,2022/11/03
(주)엘엑스세미콘,108320,2022/12,11.61,9.65,18.54,-21.8,114.23,96.1,-2.19,139.94,310.06,161.34,57.43,53.15,35.73,11618.21,29.25,78.45,73.68,31.88,10.88,26.18,18.81,26.48,14179,130306.58,1.73,2.43,10.16,6.2,13.3,10.35,35.28,58.87,27.44,0.02,0.11,1.56,27.94,2.08,3.14,498824.81,38.9,532.32,1772.8,23.54,35.97,64.03,46.23,,1,2022/11/03
(주)엘엑스인터내셔널,001120,2018/12,3.39,-1.16,-5.38,0,-6.99,-0.76,-2.42,-6.43,90.77,72.83,11.34,-2.42,137.71,585.48,181.24,23.76,42.07,4.3,-2.41,-0.04,-2.58,-5.99,-1809,74930,1.07,2.49,1.41,22.17,9.04,9.22,39.57,16.46,40.39,0.06,0.05,2.2,101.03,4.48,5.61,148741.86,5.51,538.93,275447.89,5.12,30.33,69.67,-47.01,,1,1976/03/10
(주)엘엑스인터내셔널,001120,2019/12,6.07,-6.28,6.46,0,-31.83,-6.79,-4.63,4.52,93.23,73.04,13.45,-1.75,109.27,623.3,158.68,24.17,47.78,4.36,1.91,0.24,2.25,5.03,1523,79475.33,1.18,2.63,1.55,23.78,10.93,10.25,35.61,15.35,33.39,0.08,0.04,2.36,132.23,4.92,6.21,46688.05,1.85,247.91,59856.47,1.52,88.04,11.96,126.13,,1,1976/03/10
(주)엘엑스인터내셔널,001120,2020/12,5.77,3.28,13.35,401.41,-13.68,-3.99,26.06,-59.62,130.85,121.77,55.78,6.96,90.67,706.51,134.41,29.51,52.45,3.29,9.06,-0.48,11.49,22.91,7870,84061.92,1.27,2.53,1.73,35.07,11.52,11.69,31.21,10.41,31.69,0.09,0.03,2.48,185.17,4.72,5.45,408708.43,15.65,2508.1,454120.47,12.54,9.31,90.69,72.24,,1,1976/03/10
(주)엘엑스인터내셔널,001120,2021/12,27.55,15.64,31.85,17.87,-45.08,19.05,7.5,88.23,110.08,96.7,34.89,2.51,67.23,931.56,121.36,27.43,59.8,4.53,8.37,1.1,12.36,21.93,9676,107216.81,1.48,2.62,2.06,53.94,12.39,14.42,25.32,6.77,29.46,0.09,0.02,2.83,329.04,5.2,5.75,452262.5,14.98,5422.27,753770.84,10.88,12.64,87.36,76.95,,1,1976/03/10
