회사명,거래소코드,회계년도,매출액증가율(IFRS),총자본증가율(IFRS),자기자본증가율(IFRS),순이익증가율(IFRS),유형자산증가율(IFRS),비유동자산증가율(IFRS),유동자산증가율(IFRS),재고자산증가율(IFRS),유동비율(IFRS),당좌비율(IFRS),현금비율(IFRS),순운전자본비율(IFRS),부채비율(IFRS),자기자본배율(IFRS),비유동비율(IFRS),유동자산구성비율(IFRS),자기자본구성비율(IFRS),매출액총이익률(IFRS),매출액순이익률(IFRS),총자본사업이익률(IFRS),총자본순이익률(IFRS),자기자본순이익률(IFRS),1주당순이익(IFRS)(원),1주당매출액(IFRS)(원),총자본회전률(IFRS),자기자본회전률(IFRS),비유동자산회전률(IFRS),재고자산회전률(IFRS),매출채권회전률(IFRS),매입채무회전률(IFRS),매입채무회전기간(IFRS),재고자산회전기간(IFRS),매출채권회전기간(IFRS),1회전기간(IFRS),운전자본회전률(IFRS),순운전자본회전률(IFRS),유형자산회전율(IFRS),유동자산회전률(IFRS),당좌자산회전률(IFRS),부가가치(IFRS)(백만원),총자본투자효율(IFRS),설비투자효율(IFRS),기계투자효율(IFRS),부가가치율(IFRS),노동소득분배율(IFRS),자본분배율(IFRS),이윤분배율(IFRS),상장폐지일,소속코드,상장일
(주)가비아,079940,2018/12,5.41,6.66,4.55,10.79,9.23,2.12,21.65,0,101.65,101.65,64.26,0.43,39.1,736.32,102.2,26.53,71.89,42.65,5.01,6.78,4.11,5.67,212,4077.94,0.82,1.13,1.1,0,19.93,26.38,13.84,0,18.31,0.22,0,1.6,2.36,3.29,3.29,24805.77,35.79,109.34,5610.41,44.94,69.53,30.47,11.14,,5,2005/10/19
(주)가비아,079940,2019/12,5.54,19.69,8.53,68.48,62.64,36.2,-26.03,0,67.14,67.14,46.45,-8.02,53.4,799.13,128.25,16.4,65.19,40.72,7.99,7.53,6.11,8.96,357,4303.74,0.77,1.12,0.97,0,20.09,30.42,12,0,18.16,0.16,0,1.66,1.82,3.64,3.64,29591.96,35.67,98.87,12337.08,50.8,60.86,39.14,15.73,,5,2005/10/19
(주)가비아,079940,2020/12,10.03,18.22,7.91,2.22,16.81,12.04,49.74,0,80.56,80.56,45.21,-5.01,68.07,862.31,133.16,20.77,59.5,42.54,7.42,8.93,5.26,8.46,365,4735.41,0.71,1.14,0.87,0,20.87,26.5,13.77,0,17.49,0.27,0,1.61,1.49,3.77,3.77,31230.15,31.84,67.56,12607.34,48.72,61.23,38.77,15.24,,5,2005/10/19
(주)가비아,079940,2021/12,12.13,9.6,9.23,-7.25,19.9,8.8,12.63,0,94.19,94.19,21.41,-1.32,68.64,941.87,132.65,21.34,59.3,44.75,6.14,8.3,4.29,7.23,336,5309.91,0.7,1.18,0.89,0,22.71,35.37,10.32,0,16.07,0.17,0,1.55,1.41,3.32,3.32,35023.16,32.58,63.97,13125.65,48.73,63.88,36.12,12.6,,5,2005/10/19
(주)가비아,079940,2022/12,7.72,29.21,8.93,66.59,13.89,9.17,103.06,0,139.44,139.44,28.09,9.49,100.04,1025.93,132.94,33.54,49.99,46.14,9.5,7.03,5.97,11.04,559,5719.62,0.63,1.16,0.88,0,24.05,33.22,10.99,0,15.17,0.24,0,1.22,1.3,2.23,2.23,41132.12,29.61,75.37,21105.41,53.13,60.41,39.59,17.87,,5,2005/10/19
(주)가온칩스,399720,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2022/05/20
(주)가온칩스,399720,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2022/05/20
(주)가온칩스,399720,2020/12,0,0,0,0,0,0,0,0,215.26,215.26,100.01,42.39,134.78,2718.67,48.92,79.16,42.59,29.36,10.83,7.94,7.25,17.03,35220,213728.82,0.67,1.57,3.21,0,7.4,3.67,99.44,0,49.33,0,0.27,0.58,4.83,0.85,0.85,9025.03,35.35,600.16,5061.32,52.78,73.85,26.15,20.52,,5,2022/05/20
(주)가온칩스,399720,2021/12,88.53,44.89,101.04,233.89,39.82,33.02,48.01,0,216.66,216.66,40.71,43.54,69.21,463.75,32.37,80.87,59.1,33.15,19.18,20.04,19.78,37.77,677,402945.09,1.03,1.97,5.2,0,15.09,5.98,61.06,0,24.19,0,0.11,0.88,7.59,1.29,1.29,16095.77,43.51,901.38,9385.24,49.93,51.22,48.78,38.41,,5,2022/05/20
(주)가온칩스,399720,2022/12,34.39,97.84,149.05,-27.62,117.15,162.98,82.43,0,380.89,380.89,73.89,54.99,34.42,947.87,34.18,74.57,74.39,26.84,10.33,8.16,8.12,11.73,418,4049.36,0.79,1.14,3.37,0,9.87,10.86,33.62,0,36.98,0.3,0,0.77,5.51,1.03,1.03,18214.75,24.89,384.73,33976.41,42.05,66.89,33.11,24.57,,5,2022/05/20
(주)강스템바이오텍,217730,2018/12,-81.44,48.7,94.36,0,13.93,9.51,81.24,-70.9,319.31,315.67,16.89,45.73,38.04,460.46,46.12,66.59,72.44,72.37,-1348.69,-18.68,-24.39,-37.19,-737,60.41,0.02,0.03,0.05,0.9,1.67,1.36,267.93,406.04,218.45,0,0.83,0.02,0.07,0.03,0.03,-5971.99,-9.02,-127.8,-1470.46,-596.58,0,0,0,,5,2015/12/21
(주)강스템바이오텍,217730,2019/12,-71.82,49.02,47.76,0,59.91,119.28,13.76,-93.16,327.75,327.53,32.42,35.32,39.21,588.19,68.44,50.83,71.83,49.86,-8863.64,-23.07,-30.34,-42.09,-1200,13.54,0,0,0.01,1.05,0.54,1.13,324.12,346.98,672.96,0,2.14,0,0.02,0.01,0.01,-16534.36,-16.76,-385.59,-7172.79,-5861.81,0,0,0,,5,2015/12/21
(주)강스템바이오텍,217730,2020/12,4.72,-30.95,-27.4,0,-0.83,-41.64,-20.62,-19.16,856.3,855.7,151.52,51.62,32.41,405.34,55.03,58.44,75.53,82.8,-6599.06,-19.06,-23.38,-31.88,-874,12.2,0,0,0.01,9.52,29.09,1.12,326.53,38.35,12.55,0,0.03,0.01,0.01,0.01,0.01,-12054.54,-17.7,-53.46,-178.03,-4081.05,0,0,0,,5,2015/12/21
(주)강스템바이오텍,217730,2021/12,1171.84,32.43,36.37,0,-1.06,-2.31,57.13,2652.84,915.33,904.15,98.67,61.77,28.57,369.1,39.42,69.34,77.78,46.69,-544.02,-26.55,-25.82,-33.62,-734,147.8,0.05,0.06,0.13,9.49,18.22,6.78,53.82,38.45,20.04,0.21,0.05,0.07,0.17,0.07,0.07,-9530.42,-10.57,-42.81,-151.34,-253.69,0,0,0,,5,2015/12/21
(주)강스템바이오텍,217730,2022/12,57.44,-23.65,-26.67,0,-8.1,-8.7,-30.26,-38.84,863.37,854.12,76.59,56,33.87,270.66,49.08,63.34,74.7,42,-334.16,-24.91,-24.86,-32.52,-521,155.63,0.07,0.1,0.22,9.61,9.31,9.41,38.78,37.98,39.18,0.03,0.11,0.1,0.28,0.11,0.11,-8625.63,-12.53,-42.12,-156.05,-145.84,0,0,0,,5,2015/12/21
(주)강원에너지,114190,2018/12,3.36,2.09,4.6,0,-4.22,-8.02,5.32,50.46,173.94,172.59,47.85,33.25,81.83,641.46,39.61,78.22,54.99,6.86,2.3,1.04,2.23,4.1,130,5632.02,0.97,1.78,4.22,189.82,1.97,6.49,56.25,1.92,185.05,0.01,0.01,0.8,9.49,1.26,1.27,11569.08,12.91,130.68,1954.99,13.47,58.87,41.13,17.09,,5,2009/11/20
(주)강원에너지,114190,2019/12,-50.47,-38.51,-53.53,0,2.67,26.83,-56.71,-78.15,110.09,109.66,12.48,5.05,140.6,262.61,108.1,55.07,41.56,-14.43,-78.64,-23.07,-46.24,-92.7,-2118,2210.85,0.59,1.18,1.92,128.45,1.53,4.48,81.54,2.84,239.3,0.01,0.01,0.51,4.74,0.85,0.85,-22522.15,-40.87,-264.68,-1219.92,-52.93,0,0,0,,5,2009/11/20
(주)강원에너지,114190,2020/12,-9.88,-40.12,-24.85,0,-30.31,-55.12,-27.88,85.02,177.21,175.43,72.03,28.9,91.72,189.61,64.56,66.33,52.16,-4.85,-36.61,-19.61,-31.87,-69.99,-777,2112.11,0.87,1.91,2.14,226.52,3.34,6.57,55.56,1.61,109.38,0.02,0,0.83,4.97,1.47,1.48,-6960,-21.09,-109.98,-459.09,-18.15,0,0,0,,5,2009/11/20
(주)강원에너지,114190,2021/12,15.17,25.88,66.13,0,-1.77,-8.32,43.24,212.27,269.9,263.99,58.98,47.51,45.27,218.91,35.63,75.48,68.84,11.23,13.12,5.29,15.55,25.31,287,2432.57,1.19,1.93,4.15,97.48,4.7,14.59,25.01,3.74,77.65,0.02,0.01,1.14,7.03,1.66,1.69,9893.55,23.82,165.28,740.82,22.4,35.57,64.43,58.58,,5,2009/11/20
(주)강원에너지,114190,2022/12,55.78,30,6.5,-72.58,-6.31,43.39,25.65,-26.09,174.63,172.39,6.25,31.18,77.33,233.14,47.97,72.95,56.39,7.69,2.31,6.4,3.33,5.38,61,2633.65,1.44,2.33,5.55,115.29,5.18,17.03,21.43,3.17,70.47,0.02,0.01,1.31,11.42,1.95,1.98,7113.05,13.17,125.07,612.54,10.34,65.91,34.09,22.35,,5,2009/11/20
(주)고려시멘트,198440,2018/12,-2.15,10.06,11.78,362.85,1.83,0.31,29.61,27.42,168.76,154.43,3.23,15.96,47.42,2705.16,89.68,39.17,67.83,14.77,5.42,3.84,3.82,5.67,149,2682.17,0.7,1.05,1.11,22.65,2.81,16.69,21.87,16.11,129.86,0.01,0.11,1.21,1.77,1.94,2.12,19051.09,14.94,39.49,361.16,22.21,45.89,54.11,24.39,,5,2014/08/13
(주)고려시멘트,198440,2019/12,-17.32,-0.39,2.24,-26.89,4.84,3.69,-6.73,63.62,166.4,141.61,15.86,14.64,43.63,2765.65,90.95,36.68,69.62,7.5,4.79,0.1,2.67,3.88,106,2217.69,0.56,0.81,0.9,12.68,2.53,18.26,19.98,28.78,144.13,0.01,0,0.92,1.42,1.47,1.66,16208.11,12.76,32.34,309.92,22.85,51.71,48.29,20.96,,5,2014/08/13
(주)고려시멘트,198440,2020/12,-1.04,-9.21,4.43,30.88,-0.94,-4.5,-17.34,-49.85,367.97,334.7,78.78,24.32,24.88,2888.13,83.18,33.39,80.08,11.61,6.33,3.65,3.67,4.92,139,2194.58,0.58,0.78,0.89,13.47,2.87,22.04,16.56,27.11,127.16,0.01,0,1.14,1.38,1.65,1.88,18317.4,15.88,36.48,422.93,26.1,43.46,56.54,24.27,,5,2014/08/13
(주)고려시멘트,198440,2021/12,-6.43,27.26,26.84,4.36,54.12,28.04,25.71,20.74,424.12,387.3,25.06,25.21,25.29,3663.26,83.97,32.98,79.81,10.06,7.06,2.92,3.54,4.43,145,2053.55,0.5,0.63,0.75,17.09,3.19,16.42,22.24,21.36,114.52,0.01,0.26,1.21,1.02,1.51,1.66,18506.62,12.61,24.74,484.22,28.18,42.5,57.5,25.07,,5,2014/08/13
(주)고려시멘트,198440,2022/12,6.44,-6.55,-6.67,0,4.23,-1.08,-17.68,58.91,402.39,334.94,37.99,21.84,25.45,3418.84,89,29.06,79.71,-14.28,-11.1,-8.75,-5.47,-6.85,-243,2185.89,0.49,0.62,0.71,12.85,3.45,19,19.21,28.42,105.69,0.01,0,1.28,0.88,1.58,1.81,2502.99,1.82,3.61,84.64,3.58,298.7,-198.7,-310.07,,5,2014/08/13
(주)고바이오랩,348150,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2020/11/18
(주)고바이오랩,348150,2020/12,0,0,0,0,0,0,0,0,26230.41,26179.72,19481.73,97.75,2.85,697.67,1.93,98.12,97.23,57.54,-1226.51,-17.42,-101.15,-104.03,-5253,646.82,0.08,0.08,4.39,43.5,1.71,0,0,8.39,212.85,0,0.02,0.08,15.62,0.08,0.08,-50607.01,-90.9,-17221.3,0,-1102.19,0,0,0,,5,2020/11/18
(주)고바이오랩,348150,2021/12,-36.98,80.05,61.42,0,1852.12,576.1,70.54,142.72,1863.32,1858.19,1039.42,87.95,14.71,969.75,8.1,92.94,87.17,65.98,-603.98,-13.18,-22.42,-24.7,-1089,180.24,0.04,0.04,0.71,16,2.01,0,0,22.82,181.45,0,0.06,0.04,0.96,0.04,0.04,-13435.23,-13.4,-3234.71,0,-464.35,0,0,0,,5,2020/11/18
(주)고바이오랩,348150,2022/12,158.4,8.48,-2.8,0,120.59,425.48,-23.2,0,1086.28,1086.28,126.86,59.74,28.02,898.56,43.78,65.8,78.11,86.53,-197.35,-3.38,-14.12,-17.12,-878,403.78,0.07,0.09,0.34,58.36,37.47,0,0,6.25,9.74,0.06,0.01,0.08,0.81,0.09,0.09,-8943.11,-8.22,-70.67,0,-119.62,0,0,0,,5,2020/11/18
(주)고영테크놀러지,098460,2018/12,16.35,36.12,39.09,46.78,34.02,4.31,45.36,52.84,601.62,551.02,46.68,68.99,22.12,3349.97,21.07,82.74,81.89,59.92,19.3,19.39,17.47,21.53,3131,16059.75,0.91,1.12,4.65,13.64,2.17,15.64,23.34,26.76,168.07,0.01,5.76,0.96,7.78,1.12,1.23,75984.96,27.14,239.01,446970352.53,34.57,26.68,73.32,55.84,,5,2008/06/03
(주)고영테크놀러지,098460,2019/12,-4.7,10.01,9.92,-18.21,9.39,63.1,-1.06,9.5,664.27,602.43,61.42,63.21,22.22,3674.32,31.27,74.42,81.82,61.05,16.57,14.15,11.8,14.42,2574,15304.03,0.71,0.87,3.3,10.26,2,16.16,22.58,35.57,182.88,0.01,0,0.78,6.18,0.91,1,73465.3,23.85,214.8,432148818.24,35.07,29.04,70.96,47.24,,5,2008/06/03
(주)고영테크놀러지,098460,2020/12,-25.02,-1.59,0.25,-78.54,-3.78,29.17,-12.17,9.73,715.4,632.2,136.4,57.13,19.97,3680.19,40.29,66.42,83.36,59.69,4.74,4.82,2.44,2.95,551,11440.25,0.51,0.62,1.74,7.02,1.61,13.87,26.32,52,227.04,0,0,0.64,4.52,0.73,0.81,35556.55,11.73,108.7,209156194.76,22.64,52.29,47.71,20.94,,5,2008/06/03
(주)고영테크놀러지,098460,2021/12,46.52,21,12.97,418.59,11.72,-13.14,38.26,16.94,652.11,587.97,145.38,64.25,28.49,4157.63,30.98,75.89,77.82,61.59,16.78,13.3,11.53,14.35,571,3352.19,0.69,0.86,2.42,9.06,2.4,21.04,17.34,40.28,151.77,0.01,0,0.84,6.38,0.96,1.07,80493.3,21.95,225.34,41022.59,34.98,24.88,75.12,47.98,,5,2008/06/03
(주)고영테크놀러지,098460,2022/12,5.1,4.43,7.17,-8.07,38.65,10.48,2.51,15.6,561.6,499.3,83.15,61.23,25.2,4455.92,31.93,74.5,79.87,61.67,14.68,10.97,9.47,12.01,528,3522.99,0.65,0.82,2.6,8.19,2.21,20.05,18.2,44.54,165.48,0.01,0,0.74,5.32,0.86,0.96,105327.68,27.5,314.05,69014.38,43.55,48.25,51.75,33.71,,5,2008/06/03
(주)골드앤에스,035290,2018/12,-32.19,149.92,5.82,0,3222.07,256.14,91.64,22.05,75.34,70.72,54.63,-16.21,206.29,121.85,154.62,49.52,32.65,49.91,-46.61,-14.99,-13.61,-30,-182,390.14,0.29,0.64,0.63,7.39,5.94,56.24,6.49,49.37,61.45,0.01,0,0.27,1.51,0.54,0.59,11.61,0.03,0.11,0.19,0.13,25055.52,-24955.52,-34848.18,,5,1999/12/07
(주)골드앤에스,035290,2019/12,-11.95,-62.1,0,0,-66.73,-43.17,-81.41,-61.41,18.65,16.28,3.62,-105.96,0,0,0,24.29,0,17.66,-325.58,-23.84,-84.97,0,-10205,321.19,0.26,0,0.45,8.55,6.44,75.98,4.8,42.71,56.71,0.01,0,0.21,1.02,0.61,0.66,-16227.48,-100.82,-438.94,-91165.6,-212.33,0,0,0,,5,1999/12/07
(주)골드앤에스,035290,2020/12,-45.85,28.19,0,0,-3.45,-4.9,131.33,-26.94,429.98,412.69,372.74,33.64,42.42,79.99,79.99,43.84,70.22,74.8,39.52,-12.63,8.91,0,452,1071.8,0.23,0,0.35,9.6,5.27,33.98,10.74,38,69.26,0.01,0,0.23,1.13,0.64,0.68,5505.25,26.68,153.16,0,133.02,27.92,72.08,29.71,,5,1999/12/07
(주)골드앤에스,035290,2021/12,226.35,26.71,5.37,-52.88,-6.66,15.3,41.32,-2.02,347.26,337.58,110.52,34.81,71.26,84.29,87.52,48.89,58.39,34.44,5.71,5.98,3.3,5.18,21,372.87,0.58,0.91,1.08,37.5,18.87,89.04,4.1,9.73,19.34,0.04,0,0.98,3.89,1.24,1.28,5422.43,20.74,161.63,0,40.15,52.67,47.33,14.21,,5,1999/12/07
