회사명,거래소코드,회계년도,유동자산(*)(IFRS연결)(천원),자산(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),매출액(수익)(*)(IFRS연결)(천원),부채(*)(IFRS연결)(천원),당기순이익(손실)(IFRS연결)(천원),유동부채(*)(IFRS연결)(천원),매출원가(*)(IFRS연결)(천원),재고자산(*)(IFRS연결)(천원),선급금(IFRS연결)(천원)
(주)강원랜드,035250,2019/03,1912219310,4333701899,3507322431,377447644,826379467,102444783,811606872,180646354,1086117,11423878
(주)강원랜드,035250,2020/03,1989263303,4370236586,3375714378,236006485,994522208,-156116590,918554381,158050934,3305734,5623988
(주)강원랜드,035250,2021/03,1438806905,3599976919,3205560553,97434544,394416366,-40899772,321557749,131907119,2353296,5729441
(주)강원랜드,035250,2022/03,1626467487,3800197528,3246348677,226850861,553848852,-5845907,486383529,186757870,3369976,2932776
(주)경농,002100,2018/03,208856994,382942997,209562516,94931757,173380480,20844759,150054119,55843115,103397480,833205
(주)경농,002100,2019/03,229429147,416648045,215125993,95187292,201522051,17155232,164865941,57235659,112249750,212335
(주)경농,002100,2020/03,227320982,410449607,216142416,104833495,194307191,18987340,148234495,62892423,109397830,138631
(주)경농,002100,2021/03,253721561,433780178,228197038,110179356,205583140,20518030,178295510,68010704,116458477,607654
(주)경농,002100,2022/03,290157969,473518175,264364565,147709654,209153610,33457858,170172664,90357139,120856149,1261948
(주)경동나비엔,009450,2018/03,256239877,536172475,266113349,164033467,270059126,8279334,241128503,105885447,141225352,0
(주)경동나비엔,009450,2019/03,297565023,601965543,280582645,164965828,321382898,3016409,290750006,108081540,154176457,0
(주)경동나비엔,009450,2020/03,303618688,644112505,307014167,183230956,337098338,9073735,298778057,111793275,157673175,0
(주)경동나비엔,009450,2021/03,381846984,757090328,369310616,232558418,387779712,24382640,339742224,143509685,181035014,0
(주)경동나비엔,009450,2022/03,518341708,976340482,463553551,294132624,512786932,19092891,458418215,171591088,297861511,5146472
(주)파워넷,037030,2018/03,41559580,54780695,33325143,27478785,21455551,1443987,20129664,22562945,11168634,226242
(주)파워넷,037030,2019/03,66702563,87225324,48629419,28159440,38595904,1225992,22179828,23679333,15556785,1158498
(주)파워넷,037030,2020/03,47285801,107101979,58325832,28604943,48776147,1087696,40507965,23146210,14637527,556163
(주)파워넷,037030,2021/03,78706558,139683219,76175817,44292910,63507402,179041,38719368,38205701,27779268,2614165
(주)파워넷,037030,2022/03,94968849,160669860,85104070,56897215,75565790,830592,61874441,51176005,37651786,610687
(주)헥토이노베이션,214180,2018/03,108894426,203356766,140650916,24996822,62705850,4569126,47237727,0,0,551079
(주)헥토이노베이션,214180,2019/03,142604989,243634779,156469436,29352599,87165344,6314009,73218695,0,331391,729497
(주)헥토이노베이션,214180,2020/03,195143900,297202224,205538681,31810431,91663543,5345085,77352306,0,0,613973
(주)헥토이노베이션,214180,2021/03,239524731,365761164,244017557,49253069,121743608,7362538,106602985,0,12036237,713107
(주)헥토이노베이션,214180,2022/03,326123161,466982846,272216589,61696999,194766258,5868295,165751419,0,9192119,3871081
(주)헬릭스미스,084990,2018/03,100223686,177100021,162532506,473622,14567515,-2210337,978604,115277,482858,560519
(주)헬릭스미스,084990,2019/03,120964638,300620782,121275940,4653793,179344843,-17817727,59278784,2034280,3730232,804527
(주)헬릭스미스,084990,2020/03,250345591,383462066,173589514,852884,209872552,-29058496,75963905,317453,3440638,3016712
(주)헬릭스미스,084990,2021/03,277348924,391103971,271989455,388672,119114516,-2758876,112339636,160207,1726581,4613267
(주)헬릭스미스,084990,2022/03,157036856,272650247,213337702,1421921,59312545,-11911103,34840903,433986,1072680,4158207
(주)현대공업,170030,2018/03,101221659,144433365,96979033,36915581,47454332,-819320,44331713,35838461,10200811,6526676
(주)현대공업,170030,2019/03,108193997,148184555,99332391,42330641,48852164,1619418,45068730,38694333,8162971,6254687
(주)현대공업,170030,2020/03,93735287,139773796,102957907,41887827,36815889,1435435,34054745,37639273,7261150,7705178
(주)현대공업,170030,2021/03,127592556,175438797,115855116,55254214,59583682,3884191,57169919,49178373,8188685,10618038
(주)현대공업,170030,2022/03,127876363,193431410,126995451,59347840,66435960,2270880,64038946,54394812,9145426,6721459
(주)현대바이오랜드,052260,2018/03,66024139,181400308,137720362,26828139,43679946,3045284,24690256,16328150,28148152,1893644
(주)현대바이오랜드,052260,2019/03,86836268,211078439,149775562,28141435,61302877,4399054,36707003,18102980,34056335,6929252
(주)현대바이오랜드,052260,2020/03,76712414,215749249,152401330,21739014,63347919,913333,32771090,14125367,42106857,1335777
(주)현대바이오랜드,052260,2021/03,60418161,191449517,139468615,26143866,51980902,3198502,38260761,16840818,27260978,401695
(주)현대바이오랜드,052260,2022/03,62289742,170448820,127293553,27576576,43155267,3208584,42334802,18024581,28570414,984359
(주)현대에버다임,041440,2018/03,215342363,297674976,184272129,75216121,113402847,2850678,104498682,63422012,131027097,1304683
(주)현대에버다임,041440,2019/03,192885044,279810741,190359971,63543289,89450771,395995,78406495,56396664,110350240,1025496
(주)현대에버다임,041440,2020/03,203656599,291647034,191743857,63613067,99903177,2700395,87568836,54614681,118457390,3439212
(주)현대에버다임,041440,2021/03,187016126,266284524,185140459,73022215,81144065,1728544,75917364,65666547,114406613,2720282
(주)현대에버다임,041440,2022/03,197875155,256537197,167457886,90273591,89079311,2021223,85763953,77294253,128192785,1978835
(주)홈센타홀딩스,060560,2018/03,72729653,349555398,158584791,49571776,190970607,-5051972,127079985,48017574,6555608,1030369
(주)홈센타홀딩스,060560,2019/03,81533630,324243642,141298405,54813996,182945237,-1268717,131580663,50299091,6087569,836565
(주)홈센타홀딩스,060560,2020/03,74119822,329959539,140944677,60312281,189014862,-1177661,148071589,55620231,4770132,3344813
(주)홈센타홀딩스,060560,2021/03,106671711,383712152,185083548,64854796,198628603,101004,104783126,59355976,18600696,1619807
(주)홈센타홀딩스,060560,2022/03,121830490,398783751,194195589,88319281,204588162,1856230,128205074,80248651,18526240,2654240
