회사명,거래소코드,회계년도,상장폐지일,소속코드,상장일,매출액증가율(IFRS),자기자본증가율(IFRS),순이익증가율(IFRS),총자본증가율(IFRS),매출액순이익률(IFRS),부채비율(IFRS),총자본순이익률(IFRS)
(주)솔트룩스,304100,2020/12,,5,2020/07/23,12.78,49.46,-56.85,51.42,3.07,9.34,1.11
(주)솔트룩스,304100,2021/12,,5,2020/07/23,18.7,-7.65,0,23.6,-19.36,46.34,-6.18
(주)솔트룩스,304100,2022/12,,5,2020/07/23,1.74,-17.11,0,-2.84,-39.67,71.51,-11.82
(주)쇼박스,086980,2018/12,,5,2006/07/07,-33.29,1.84,-67.51,-11.32,7.45,27.06,2.69
(주)쇼박스,086980,2019/12,,5,2006/07/07,14.77,0.06,-34.48,-7.48,4.26,17.48,1.95
(주)쇼박스,086980,2020/12,,5,2006/07/07,-40.62,-4.35,0,-8.95,-5.59,11.83,-1.66
(주)쇼박스,086980,2021/12,,5,2006/07/07,8.55,1.95,0,6.45,4.58,16.77,1.49
(주)쇼박스,086980,2022/12,,5,2006/07/07,11.74,-1.61,0,1.75,-4.2,20.76,-1.47
(주)수산아이앤티,050960,2018/12,,5,2016/10/11,-0.75,3.66,-25.93,4.78,19.18,2.9,4.27
(주)수산아이앤티,050960,2019/12,,5,2016/10/11,-1.65,4.75,-6.96,6.35,18.14,4.46,3.76
(주)수산아이앤티,050960,2020/12,,5,2016/10/11,12.9,5.62,43.27,6.33,23.03,5.16,5.07
(주)수산아이앤티,050960,2021/12,,5,2016/10/11,15.41,-0.29,-81.97,0.39,3.6,5.88,0.88
(주)수산아이앤티,050960,2022/12,,5,2016/10/11,4.65,2.04,306.11,0.58,13.96,4.36,3.58
(주)수성샐바시온,084180,2018/12,,5,2005/12/16,-10.63,-6.52,0,-28.88,-56.88,192.97,-23.81
(주)수성샐바시온,084180,2019/12,,5,2005/12/16,-3.6,2.2,0,0.49,-27.23,188.06,-13.18
(주)수성샐바시온,084180,2020/12,,5,2005/12/16,-8.89,26.81,0,10.15,-10.57,150.21,-4.43
(주)수성샐바시온,084180,2021/12,,5,2005/12/16,29.75,65.41,0,52.88,-39.92,131.26,-16.36
(주)수성샐바시온,084180,2022/12,,5,2005/12/16,19.78,33.55,0,9.21,-20.97,89.11,-8.14
(주)수젠텍,253840,2018/12,,5,2019/05/28,0,0,0,0,-750.91,57.68,-167.88
(주)수젠텍,253840,2019/12,,5,2019/05/28,-29.43,57.86,0,86.65,-246.28,86.44,-27.11
(주)수젠텍,253840,2020/12,,5,2019/05/28,975.45,161.2,0,60.45,-98.09,14.53,-68.47
(주)수젠텍,253840,2021/12,,5,2019/05/28,86.69,58.02,0,112.99,46,54.36,31.09
(주)수젠텍,253840,2022/12,,5,2019/05/28,31.34,39.59,-24.9,11.44,26.31,23.24,16.23
(주)슈프리마,236200,2018/12,,5,2016/02/05,11.5,11.61,22.57,11.91,21.54,6.46,10.25
(주)슈프리마,236200,2019/12,,5,2016/02/05,36.84,26.11,136.62,28.76,37.26,8.7,20.08
(주)슈프리마,236200,2020/12,,5,2016/02/05,-22.3,6.97,-63.99,3.51,17.27,5.18,6.31
(주)슈프리마,236200,2021/12,,5,2016/02/05,22.29,13.98,139.57,14.35,33.82,5.53,13.87
(주)슈프리마,236200,2022/12,,5,2016/02/05,26.22,10.42,-15.23,11.2,22.72,6.27,10.44
(주)슈프리마아이디,317770,2018/12,,5,2019/08/01,0,0,0,0,24.87,10.99,19.41
(주)슈프리마아이디,317770,2019/12,,5,2019/08/01,-32.18,92.55,-71.97,80.08,10.28,3.8,3.89
(주)슈프리마아이디,317770,2020/12,,5,2019/08/01,-30.83,2.35,-60.78,3.41,5.83,4.88,1.17
(주)슈프리마아이디,317770,2021/12,,5,2019/08/01,72.11,8.83,576.48,9.92,22.91,5.93,7.39
(주)슈프리마아이디,317770,2022/12,,5,2019/08/01,2.05,6.44,-8.67,5.31,20.51,4.81,6.28
(주)슈프리마에이치큐,094840,2018/12,,5,2008/07/11,-21.06,1.02,-55.46,2.59,12.02,5.29,1.38
(주)슈프리마에이치큐,094840,2019/12,,5,2008/07/11,-1.49,3.36,254.87,4.47,43.31,6.42,4.74
(주)슈프리마에이치큐,094840,2020/12,,5,2008/07/11,26.21,3.29,-26.45,2.04,25.24,5.13,3.38
(주)슈프리마에이치큐,094840,2021/12,,5,2008/07/11,-7.27,3.08,-9.83,2.75,24.54,4.79,2.98
(주)슈프리마에이치큐,094840,2022/12,,5,2008/07/11,6.92,1.99,-25.87,2.11,17.01,4.91,2.15
(주)슈피겐코리아,192440,2018/12,,5,2014/11/05,19.92,16.45,68.94,13.89,18.55,11.04,15.34
(주)슈피겐코리아,192440,2019/12,,5,2014/11/05,15.36,13.37,4.95,16.14,16.88,13.76,13.99
(주)슈피겐코리아,192440,2020/12,,5,2014/11/05,7.35,6.67,-33.99,8.24,10.38,15.44,8.25
(주)슈피겐코리아,192440,2021/12,,5,2014/11/05,9.95,7.21,3.15,6.78,9.74,14.98,7.92
(주)슈피겐코리아,192440,2022/12,,5,2014/11/05,11.06,3.83,-34.43,1.1,5.75,11.95,5
(주)스마트솔루션즈,136510,2018/12,,6,2011/11/18,-12.36,-0.88,-70.44,1.61,3.97,31.42,2.06
(주)스마트솔루션즈,136510,2019/12,,6,2011/11/18,-22.1,-19.25,0,-11.14,-36.28,44.63,-15.38
(주)스마트솔루션즈,136510,2020/12,,6,2011/11/18,-20.17,-34.7,0,-22.16,-76.69,72.4,-31.02
(주)스마트솔루션즈,136510,2021/12,,6,2011/11/18,117.26,156.18,0,270.56,-28.76,149.38,-12.27
(주)스마트솔루션즈,136510,2022/12,,6,2011/11/18,-60.5,0,0,-72.64,-608.06,0,-102.15
(주)스맥,099440,2018/12,,5,2009/05/26,-6.98,3.37,214.82,10.45,0.8,118.67,0.58
(주)스맥,099440,2019/12,,5,2009/05/26,-5.88,2.03,0,3.35,-10.71,121.5,-6.89
(주)스맥,099440,2020/12,,5,2009/05/26,-23.46,-20.22,0,-15.2,-25.98,135.43,-13.62
(주)스맥,099440,2021/12,,5,2009/05/26,16.69,-28.33,0,-0.13,-18.2,228.06,-12.14
(주)스맥,099440,2022/12,,5,2009/05/26,31.95,30.56,0,2.76,6.59,158.22,5.72
(주)스카이문스테크놀로지,033790,2018/12,,6,2001/06/26,7.36,-14.91,0,-10.72,-40.47,65.64,-9.8
(주)스카이문스테크놀로지,033790,2019/12,,6,2001/06/26,-60.36,-41.19,0,-52.19,-214.86,34.65,-29.6
(주)스카이문스테크놀로지,033790,2020/12,,6,2001/06/26,337.2,-3.62,0,-4.29,-3.31,33.71,-3.15
(주)스카이문스테크놀로지,033790,2021/12,,6,2001/06/26,-55.37,11.43,0,-3.5,18.35,15.79,8.11
(주)스카이문스테크놀로지,033790,2022/12,,6,2001/06/26,2.13,9.35,-9,1.5,16.35,7.48,7.46
(주)스코넥엔터테인먼트,276040,2018/12,,5,2022/02/04,,,,,,,
(주)스코넥엔터테인먼트,276040,2019/12,,5,2022/02/04,,,,,,,
(주)스코넥엔터테인먼트,276040,2020/12,,5,2022/02/04,0,0,0,0,-196.81,0,-122.21
(주)스코넥엔터테인먼트,276040,2021/12,,5,2022/02/04,31.15,0,0,-27.94,-64.89,0,-61.42
(주)스코넥엔터테인먼트,276040,2022/12,,5,2022/02/04,-40.26,0,0,461.12,-120.83,16.15,-24.68
(주)스킨앤스킨,159910,2018/12,,5,2012/12/27,25.85,34.04,0,12.77,-69.57,36.09,-30.29
(주)스킨앤스킨,159910,2019/12,,5,2012/12/27,-0.51,-2.27,0,-6.17,-33.96,30.66,-14.32
(주)스킨앤스킨,159910,2020/12,,5,2012/12/27,27.93,-72.37,0,-68.78,-105.11,47.65,-89.26
(주)스킨앤스킨,159910,2021/12,,5,2012/12/27,5.02,261.42,0,176.22,4.81,12.84,4.79
(주)스킨앤스킨,159910,2022/12,,5,2012/12/27,-25.07,-24.19,0,-15.08,-48.45,26.4,-26.64
(주)스타플렉스,115570,2018/12,,5,2010/01/27,-7.23,0.89,0,-5.81,1.1,79.36,0.59
(주)스타플렉스,115570,2019/12,,5,2010/01/27,-6.51,-17.91,0,-3.66,-18.59,110.49,-9.77
(주)스타플렉스,115570,2020/12,,5,2010/01/27,-21.01,-18.25,0,-16.48,-32.47,115.06,-14.96
(주)스타플렉스,115570,2021/12,,5,2010/01/27,17.15,-21.54,0,-29.99,-19.37,91.89,-13.51
(주)스타플렉스,115570,2022/12,,5,2010/01/27,8.2,0.81,0,-9.34,0.36,72.58,0.35
(주)스튜디오미르,408900,2018/12,,5,2023/02/07,,,,,,,
(주)스튜디오미르,408900,2019/12,,5,2023/02/07,0,0,0,0,1.64,157.65,1.12
(주)스튜디오미르,408900,2020/12,,5,2023/02/07,19.84,15.3,285.81,1.36,5.29,126.5,4.3
(주)스튜디오미르,408900,2021/12,,5,2023/02/07,-12.42,17.09,144,1.79,14.73,96.91,10.33
(주)스튜디오미르,408900,2022/12,,5,2023/02/07,79.17,99.15,-32.46,21.35,5.55,19.99,6.25
(주)스튜디오산타클로스엔터테인먼트,204630,2018/12,,5,2014/12/29,-58.46,-2.1,0,1.52,1.12,20.22,0.33
(주)스튜디오산타클로스엔터테인먼트,204630,2019/12,,5,2014/12/29,52.46,-19.27,0,-6.33,-36.18,39.48,-16.58
(주)스튜디오산타클로스엔터테인먼트,204630,2020/12,,5,2014/12/29,-37.14,-11.08,0,19.54,-48.44,87.51,-13.14
(주)스튜디오산타클로스엔터테인먼트,204630,2021/12,,5,2014/12/29,130.52,82.57,0,90.51,26.79,95.67,10.59
(주)스튜디오산타클로스엔터테인먼트,204630,2022/12,,5,2014/12/29,-46.59,10.83,0,-20.17,-184.51,40.94,-33.04
(주)스페코,013810,2018/12,,5,1997/11/03,10.9,-21.76,0,-17.08,-11.35,84.57,-5.18
(주)스페코,013810,2019/12,,5,1997/11/03,-25.73,6.98,0,2.28,8.87,76.48,3.28
(주)스페코,013810,2020/12,,5,1997/11/03,-6.33,-2.59,-6.25,-2.21,8.87,77.16,3.07
(주)스페코,013810,2021/12,,5,1997/11/03,4.2,7,-76.38,6.49,2.01,76.32,0.71
(주)스페코,013810,2022/12,,5,1997/11/03,-0.71,-7.66,157.34,-12.64,5.21,66.8,1.89
(주)승일,049830,2018/12,,5,2001/01/18,11.2,5.6,190.34,5.72,5.25,25.74,4.56
(주)승일,049830,2019/12,,5,2001/01/18,-9.53,-1.14,0,-4.32,-0.43,21.68,-0.34
(주)승일,049830,2020/12,,5,2001/01/18,-2.81,0.51,0,1.72,0.61,23.14,0.47
(주)승일,049830,2021/12,,5,2001/01/18,10.9,2.66,382.63,4.01,2.63,24.77,2.19
(주)승일,049830,2022/12,,5,2001/01/18,7.92,0.37,-66.17,-2.24,0.83,21.52,0.73
(주)시공테크,020710,2018/12,,5,1999/08/13,-60,-5.91,0,-13.12,-2.73,26.99,-1.61
(주)시공테크,020710,2019/12,,5,1999/08/13,73.93,9.74,0,27.64,7.49,47.71,7.26
(주)시공테크,020710,2020/12,,5,1999/08/13,-16.04,3.31,-55.01,-2.35,4.02,39.61,2.95
(주)시공테크,020710,2021/12,,5,1999/08/13,-12.02,0.83,-41.23,-0.25,2.68,38.1,1.76
(주)시공테크,020710,2022/12,,5,1999/08/13,2.39,-4.07,0,-3.05,-1.07,39.57,-0.73
(주)시너지이노베이션,048870,2018/12,,5,2004/08/13,89.44,50.46,0,-5.53,89.95,88.78,11.64
(주)시너지이노베이션,048870,2019/12,,5,2004/08/13,-6.17,43.11,-50.29,21.45,47.66,60.21,5.38
(주)시너지이노베이션,048870,2020/12,,5,2004/08/13,87.26,5.73,0,4.95,-118.59,59.04,-22.29
(주)시너지이노베이션,048870,2021/12,,5,2004/08/13,-11.86,43.02,0,31.44,11.03,46.17,1.54
(주)시너지이노베이션,048870,2022/12,,5,2004/08/13,-25.54,25.39,610.69,14.31,105.26,33.24,9
(주)시노펙스,025320,2018/12,,5,1995/04/20,-18.08,16.37,0,-4.92,-1.31,55.09,-1.05
(주)시노펙스,025320,2019/12,,5,1995/04/20,-8.88,13.3,0,11.4,3.47,52.48,2.47
(주)시노펙스,025320,2020/12,,5,1995/04/20,-13.76,-11.63,0,-9.65,-14.57,55.9,-8.9
(주)시노펙스,025320,2021/12,,5,1995/04/20,23.32,12.56,0,25.89,6.39,74.35,4.49
(주)시노펙스,025320,2022/12,,5,1995/04/20,-9.73,12.96,-24.91,3.32,5.31,59.47,2.97
(주)시스웍,269620,2018/12,,6,2017/12/26,-32.23,12.55,-11.11,7.56,23.13,4.73,13.12
(주)시스웍,269620,2019/12,,6,2017/12/26,-34.65,7.37,-64.25,29.9,12.65,26.71,3.94
(주)시스웍,269620,2020/12,,6,2017/12/26,39.25,51.1,23.2,92.91,11.19,61.77,2.93
(주)시스웍,269620,2021/12,,6,2017/12/26,-8.4,-16.54,0,35.12,-227.49,161.9,-35.22
(주)시스웍,269620,2022/12,,6,2017/12/26,43.48,-27.38,0,-41.26,-32.71,111.85,-7.97
(주)시큐브,131090,2018/12,,5,2011/12/21,-8.27,6.96,-18.08,-2.66,18.81,23.18,7.86
(주)시큐브,131090,2019/12,,5,2011/12/21,30.88,18.19,98.26,14.03,28.49,18.84,14.76
(주)시큐브,131090,2020/12,,5,2011/12/21,-19.23,6.63,-52.91,0.62,16.61,12.14,6.5
(주)시큐브,131090,2021/12,,5,2011/12/21,-10.3,12.65,97.04,9.98,36.49,9.49,12.16
(주)시큐브,131090,2022/12,,5,2011/12/21,3.82,10.22,0.77,12.68,35.41,11.94,11
(주)시티랩스,139050,2018/12,,5,2011/07/29,-27.54,-1.72,0,9.06,-33.01,56.34,-16.15
(주)시티랩스,139050,2019/12,,5,2011/07/29,-13.15,28.66,0,76.65,-95.58,114.65,-28.15
(주)시티랩스,139050,2020/12,,5,2011/07/29,7.27,9.73,0,-8.55,-54.01,78.9,-13.96
(주)시티랩스,139050,2021/12,,5,2011/07/29,-16.14,24.53,0,6.39,-66.19,52.84,-14.55
(주)시티랩스,139050,2022/12,,5,2011/07/29,10.4,-16.13,0,-8.13,-46.13,67.41,-11.32
(주)신도기연,290520,2018/12,,5,2020/07/06,0,0,0,0,6.53,77.28,6.11
(주)신도기연,290520,2019/12,,5,2020/07/06,70.77,60.05,367.82,48.4,17.88,64.37,23.03
(주)신도기연,290520,2020/12,,5,2020/07/06,-50.54,34.58,0,8.73,-10.39,32.8,-5.3
(주)신도기연,290520,2021/12,,5,2020/07/06,-4.36,-1.92,0,-3.49,4.53,30.67,2.16
(주)신도기연,290520,2022/12,,5,2020/07/06,-45.73,-1.31,0,-9.89,-2.98,19.32,-0.83
(주)신스틸,162300,2018/12,,5,2022/12/23,0,0,0,0,1.55,267.8,3.78
(주)신스틸,162300,2019/12,,5,2022/12/23,5.95,25.21,49.14,18.44,2.18,247.91,5.16
(주)신스틸,162300,2020/12,,5,2022/12/23,10.65,8.92,-46.31,8.69,1.06,247.17,2.45
(주)신스틸,162300,2021/12,,5,2022/12/23,56.97,93.11,921.05,46.35,6.87,163.1,19.5
(주)신스틸,162300,2022/12,,5,2022/12/23,10.78,59.35,-65.47,29.19,2.14,113.31,4.94
(주)신진에스엠,138070,2018/12,,5,2011/11/28,-5.18,3.02,-36.47,15.34,7.69,33.64,3.69
(주)신진에스엠,138070,2019/12,,5,2011/11/28,-7.31,2.38,-23.82,9.85,6.32,43.4,2.5
(주)신진에스엠,138070,2020/12,,5,2011/11/28,-8.1,-3.37,0,-3.12,-1.52,43.78,-0.54
(주)신진에스엠,138070,2021/12,,5,2011/11/28,28.33,4.55,0,-2.4,8.71,34.22,4.05
(주)신진에스엠,138070,2022/12,,5,2011/11/28,14.97,5.47,9.78,1.3,8.32,28.92,4.47
(주)신테카바이오,226330,2018/12,,5,2019/12/17,,,,,,,
(주)신테카바이오,226330,2019/12,,5,2019/12/17,0,0,0,0,-4977.8,3.98,-47.9
(주)신테카바이오,226330,2020/12,,5,2019/12/17,32.14,-9.91,0,-6.61,-1064.13,7.79,-13.99
(주)신테카바이오,226330,2021/12,,5,2019/12/17,-48.06,-33.46,0,51.08,-4671.01,144.75,-26.31
(주)신테카바이오,226330,2022/12,,5,2019/12/17,-22.95,17.55,0,-16.55,-1426.54,73.74,-5.61
(주)신화콘텍,187270,2018/12,,5,2014/08/08,-38.84,-0.2,-92.03,-0.27,1.6,54.86,0.64
(주)신화콘텍,187270,2019/12,,5,2014/08/08,24.45,-13.09,0,0.28,-6.55,78.7,-3.25
(주)신화콘텍,187270,2020/12,,5,2014/08/08,-8.6,1.23,0,5.17,4.3,85.66,1.9
(주)신화콘텍,187270,2021/12,,5,2014/08/08,7.14,3.38,-6.63,-1.82,3.75,76.31,1.74
(주)신화콘텍,187270,2022/12,,5,2014/08/08,-5.05,10.41,137.83,1.43,9.4,61.98,4.16
(주)실리콘투,257720,2018/12,,5,2021/09/29,,,,,,,
(주)실리콘투,257720,2019/12,,5,2021/09/29,,,,,,,
(주)실리콘투,257720,2020/12,,5,2021/09/29,0,0,0,0,4.95,38.66,9.61
(주)실리콘투,257720,2021/12,,5,2021/09/29,33.15,141.33,59,86.04,5.92,6.9,10.69
(주)실리콘투,257720,2022/12,,5,2021/09/29,29.94,10.16,36.61,34.29,6.22,30.31,9.58
(주)심텍,222800,2018/12,,5,2015/08/05,3.91,1.19,-8.75,19.39,0.75,281.32,0.94
(주)심텍,222800,2019/12,,5,2015/08/05,6.21,-48.83,0,2.89,-7.81,666.81,-9.46
(주)심텍,222800,2020/12,,5,2015/08/05,21.52,131.31,0,-8.12,5.03,204.59,7.62
(주)심텍,222800,2021/12,,5,2015/08/05,13.36,62.73,210.23,8.65,13.77,103.37,23.65
(주)심텍,222800,2022/12,,5,2015/08/05,25.02,65.57,48.67,62.12,16.37,99.13,25.76
(주)심텍홀딩스,036710,2018/12,,5,2000/01/04,48.12,0.69,321.85,-0.38,31.07,13.24,1.12
(주)심텍홀딩스,036710,2019/12,,5,2000/01/04,-18.09,-4.74,0,-7.44,-28.99,10.02,-0.89
(주)심텍홀딩스,036710,2020/12,,5,2000/01/04,5.9,15.89,0,8.71,434.88,3.2,14.06
(주)심텍홀딩스,036710,2021/12,,5,2000/01/04,125.17,29.51,-46.79,54.81,102.77,23.36,5.64
(주)심텍홀딩스,036710,2022/12,,5,2000/01/04,-0.75,2.24,-39.48,-0.72,62.67,19.8,2.82
(주)싸이맥스,160980,2018/12,,5,2015/06/17,-23.84,4.17,-31.02,-7.06,9.98,25.68,9.2
(주)싸이맥스,160980,2019/12,,5,2015/06/17,-39.91,1.28,-53.93,9.56,7.65,35.95,4.2
(주)싸이맥스,160980,2020/12,,5,2015/06/17,114.99,22.69,299.79,26.98,14.22,40.7,14.14
(주)싸이맥스,160980,2021/12,,5,2015/06/17,39.96,17.9,15.7,16.5,11.76,39.03,13.51
(주)싸이맥스,160980,2022/12,,5,2015/06/17,-20.92,2.41,-70.54,5.27,4.38,42.92,3.6
(주)싸이버원,356890,2018/12,,5,2021/03/11,,,,,,,
(주)싸이버원,356890,2019/12,,5,2021/03/11,0,0,0,0,8.51,26.13,13.96
(주)싸이버원,356890,2020/12,,5,2021/03/11,-7.92,19.33,3.39,11.84,9.55,18.22,13.62
(주)싸이버원,356890,2021/12,,5,2021/03/11,7.7,108.11,0.32,97.76,8.9,12.34,8.69
(주)싸이버원,356890,2022/12,,5,2021/03/11,2.56,7.02,5.74,8.18,9.17,13.56,6.65
(주)싸이토젠,217330,2018/12,,5,2018/11/22,495.26,365.76,0,269.27,-212.09,3.23,-17.98
(주)싸이토젠,217330,2019/12,,5,2018/11/22,-34.81,-18.7,0,-13.35,-518.3,10.02,-19.5
(주)싸이토젠,217330,2020/12,,5,2018/11/22,-19.56,2.33,0,43.59,-760.7,54.39,-20.36
(주)싸이토젠,217330,2021/12,,5,2018/11/22,-45.87,25.48,0,96.14,-3125.13,141.33,-25.93
(주)싸이토젠,217330,2022/12,,5,2018/11/22,77.54,-73.69,0,-27.16,-3036.37,568.1,-39.08
(주)썬테크놀로지스,122800,2018/12,2020/02/12,4,2010/11/26,-13.67,-9.8,0,-3.51,-53.56,87.42,-21.43
(주)썸에이지,208640,2018/12,,5,2014/12/29,6.2,-69.48,0,40.9,-757.7,373.91,-74.65
(주)썸에이지,208640,2019/12,,5,2014/12/29,4.92,202.09,0,-17.99,-288.82,28.65,-28.04
(주)썸에이지,208640,2020/12,,5,2014/12/29,104.38,10.87,0,-1.91,-42.05,13.82,-9.35
(주)썸에이지,208640,2021/12,,5,2014/12/29,406.24,69.35,0,59.06,48.05,6.91,42.16
(주)썸에이지,208640,2022/12,,5,2014/12/29,-64.94,-28.01,0,-6.49,-167.48,38.87,-43.36
(주)쎄노텍,222420,2018/12,,5,2015/08/06,-18.96,-5.81,0,29.53,-8.43,92.34,-4.43
(주)쎄노텍,222420,2019/12,,5,2015/08/06,-13.99,-4.81,0,20.98,-7.64,144.45,-2.77
(주)쎄노텍,222420,2020/12,,5,2015/08/06,-17.01,-19.55,0,-4.87,-30.64,189.05,-8.62
(주)쎄노텍,222420,2021/12,,5,2015/08/06,40.48,10.91,0,10.49,3.84,187.96,1.48
(주)쎄노텍,222420,2022/12,,5,2015/08/06,5.61,21.71,0,7.49,-0.21,154.33,-0.08
(주)쎄니트,037760,2018/12,,5,2000/04/07,-2.06,-1.04,-91.96,-4.45,0.22,73.48,0.14
(주)쎄니트,037760,2019/12,,5,2000/04/07,-2.71,-1.89,0,2.1,-0.45,80.53,-0.28
(주)쎄니트,037760,2020/12,,5,2000/04/07,-19.79,3,0,6.53,10.9,86.72,5.15
(주)쎄니트,037760,2021/12,,5,2000/04/07,45.92,6.86,-10.29,-0.12,6.7,74.52,4.48
(주)쎄니트,037760,2022/12,,5,2000/04/07,26.66,2.54,-43.68,1.97,2.98,73.55,2.5
(주)쎄트렉아이,099320,2018/12,,5,2008/06/13,6.43,4.01,-36.88,13.85,9.68,26.58,5.64
(주)쎄트렉아이,099320,2019/12,,5,2008/06/13,58.14,10.03,85.53,21.14,11.36,39.36,8.89
(주)쎄트렉아이,099320,2020/12,,5,2008/06/13,29.48,15.03,68.58,14.57,14.79,38.8,12.75
(주)쎄트렉아이,099320,2021/12,,5,2008/06/13,-18.98,69.89,0,115.06,-8.3,75.7,-3.45
(주)쎄트렉아이,099320,2022/12,,5,2008/06/13,18.97,5.1,0,14.34,1.41,91.16,0.48
(주)쎌바이오텍,049960,2018/12,,5,2002/12/13,2.71,17.8,6.71,16.13,33.95,5.37,19.15
(주)쎌바이오텍,049960,2019/12,,5,2002/12/13,-27.22,-0.33,-56.71,-2.65,20.19,2.92,7.82
(주)쎌바이오텍,049960,2020/12,,5,2002/12/13,-2.87,-4.32,-76.52,-3.97,4.88,3.3,1.9
(주)쎌바이오텍,049960,2021/12,,5,2002/12/13,2.95,3.13,233.95,4.46,15.84,4.64,6.33
(주)쎌바이오텍,049960,2022/12,,5,2002/12/13,7.85,3.56,54.03,3.74,22.62,4.82,9.37
(주)쏠리드,050890,2018/12,,5,2005/07/08,-4.28,29.62,0,1.1,7.71,125.94,5.02
(주)쏠리드,050890,2019/12,,5,2005/07/08,-0.17,16.03,-18.9,7.79,6.26,109.9,3.9
(주)쏠리드,050890,2020/12,,5,2005/07/08,-20.62,-5.04,0,0.8,-5.72,122.82,-2.72
(주)쏠리드,050890,2021/12,,5,2005/07/08,28.27,65.54,0,27.24,14.87,71.27,7.94
(주)쏠리드,050890,2022/12,,5,2005/07/08,35,14.74,15.58,17.81,12.73,75.85,7.52
(주)씨씨에스충북방송,066790,2018/12,,5,2003/05/30,-1.16,-21.47,0,-15.95,-35.85,44.98,-19.28
(주)씨씨에스충북방송,066790,2019/12,,5,2003/05/30,-3.3,-0.41,0,-7.68,-6.97,34.41,-4.13
(주)씨씨에스충북방송,066790,2020/12,,5,2003/05/30,-5.16,8.29,0,5.63,-15.16,31.11,-8.63
(주)씨씨에스충북방송,066790,2021/12,,5,2003/05/30,-3.81,-7.74,0,-17.18,7.88,17.69,4.59
(주)씨씨에스충북방송,066790,2022/12,,5,2003/05/30,4.43,3.26,-46.08,11.32,4.07,26.89,2.59
(주)씨앤씨인터내셔널,352480,2018/12,,5,2021/05/17,,,,,,,
(주)씨앤씨인터내셔널,352480,2019/12,,5,2021/05/17,0,0,0,0,11.37,165.04,8.74
(주)씨앤씨인터내셔널,352480,2020/12,,5,2021/05/17,8.89,17.2,8.81,20.06,11.37,171.51,8.64
(주)씨앤씨인터내셔널,352480,2021/12,,5,2021/05/17,-3.05,166.45,0,30.25,-8.96,32.73,-5.26
(주)씨앤씨인터내셔널,352480,2022/12,,5,2021/05/17,41.72,10.85,0,9.84,11.12,31.53,7.79
(주)씨앤투스,352700,2018/12,,5,2021/01/28,11.49,-16.9,0,-7.86,-34.09,431.91,-21.28
(주)씨앤투스,352700,2019/12,,5,2021/01/28,26.73,-15.39,0,-5.85,-5.06,491.86,-4.3
(주)씨앤투스,352700,2020/12,,5,2021/01/28,236.19,679.41,0,127.52,18.56,72.77,33.38
(주)씨앤투스,352700,2021/12,,5,2021/01/28,2.76,124.58,50.55,55.79,27.19,19.85,28.28
(주)씨앤투스,352700,2022/12,,5,2021/01/28,-20.62,5.48,-43.79,-4.54,19.26,8.47,13.36
(주)씨에스,065770,2018/12,,5,2004/06/04,35.54,18.84,293.62,-35.35,6.84,44.06,9.72
(주)씨에스,065770,2019/12,,5,2004/06/04,-45.24,-2.87,0,-16.2,-1.06,24.29,-1.14
(주)씨에스,065770,2020/12,,5,2004/06/04,33.59,1.67,0,4.52,0.53,27.77,0.82
(주)씨에스,065770,2021/12,,5,2004/06/04,-4.34,-3.31,0,21.62,-5.79,60.72,-7.55
(주)씨에스,065770,2022/12,,5,2004/06/04,-14.38,-14.73,0,-1.07,-9.84,86.48,-10.06
(주)씨에스에이코스믹,083660,2018/12,,5,2006/07/25,104.79,-0.33,0,21.67,-0.83,56.38,-1.54
(주)씨에스에이코스믹,083660,2019/12,,5,2006/07/25,-8.42,-31.79,0,-25.55,-12.95,70.69,-23.01
(주)씨에스에이코스믹,083660,2020/12,,5,2006/07/25,-20.29,-41.11,0,-3.1,-35.53,180.85,-59.89
(주)씨에스에이코스믹,083660,2021/12,,5,2006/07/25,-4.98,37.16,0,46.29,1.12,199.54,1.48
(주)씨에스에이코스믹,083660,2022/12,,5,2006/07/25,9.41,-71.05,0,-26.61,-21.38,659.26,-30.01
(주)씨엔알리서치,359090,2020/12,,5,2020/09/23,,,,,,,
(주)씨엔알리서치,359090,2021/12,,5,2020/09/23,0,0,0,0,-6.18,128.91,-3.69
(주)씨엔알리서치,359090,2022/12,,5,2020/09/23,11.99,17.27,0,-1.25,7.82,92.75,5.27
(주)씨엔플러스,115530,2018/12,,5,2011/11/02,-11.08,34.16,0,-12.2,-25.33,143.39,-15.21
(주)씨엔플러스,115530,2019/12,,5,2011/11/02,-31.47,-16.16,0,-46.74,-39.45,54.63,-22.66
(주)씨엔플러스,115530,2020/12,,5,2011/11/02,10.46,1.44,0,41.27,-11.82,115.35,-8.94
(주)씨엔플러스,115530,2021/12,,5,2011/11/02,48.58,-26.94,0,-18.28,-0.84,140.9,-0.89
(주)씨엔플러스,115530,2022/12,,5,2011/11/02,45.01,21.4,0,50.68,5.21,199,7.09
(주)씨엠에스에듀,225330,2018/12,2022/03/17,4,2016/04/07,7.85,-4.58,-26.15,28.5,7.2,118.56,5.92
(주)씨엠에스에듀,225330,2019/12,2022/03/17,4,2016/04/07,17.86,-11.52,-12.96,8.57,5.32,168.2,4.4
(주)씨엠에스에듀,225330,2020/12,2022/03/17,4,2016/04/07,4.91,10.41,47.42,-1.19,7.47,140.03,6.26
