통계표,계정항목,단위,변환,2019/12/31,2019/12/30,2019/12/27,2019/12/26,2019/12/24,2019/12/23,2019/12/20,2019/12/19,2019/12/18,2019/12/17,2019/12/16,2019/12/13,2019/12/12,2019/12/11,2019/12/10,2019/12/09,2019/12/06,2019/12/05,2019/12/04,2019/12/03,2019/12/02,2019/11/29,2019/11/28,2019/11/27,2019/11/26,2019/11/25,2019/11/22,2019/11/21,2019/11/20,2019/11/19,2019/11/18,2019/11/15,2019/11/14,2019/11/13,2019/11/12,2019/11/11,2019/11/08,2019/11/07,2019/11/06,2019/11/05,2019/11/04,2019/11/01,2019/10/31,2019/10/30,2019/10/29,2019/10/28,2019/10/25,2019/10/24,2019/10/23,2019/10/22,2019/10/21,2019/10/18,2019/10/17,2019/10/16,2019/10/15,2019/10/14,2019/10/11,2019/10/10,2019/10/08,2019/10/07,2019/10/04,2019/10/02,2019/10/01,2019/09/30,2019/09/27,2019/09/26,2019/09/25,2019/09/24,2019/09/23,2019/09/20,2019/09/19,2019/09/18,2019/09/17,2019/09/16,2019/09/11,2019/09/10,2019/09/09,2019/09/06,2019/09/05,2019/09/04,2019/09/03,2019/09/02,2019/08/30,2019/08/29,2019/08/28,2019/08/27,2019/08/26,2019/08/23,2019/08/22,2019/08/21,2019/08/20,2019/08/19,2019/08/16,2019/08/14,2019/08/13,2019/08/12,2019/08/09,2019/08/08,2019/08/07,2019/08/06,2019/08/05,2019/08/02,2019/08/01,2019/07/31,2019/07/30,2019/07/29,2019/07/26,2019/07/25,2019/07/24,2019/07/23,2019/07/22,2019/07/19,2019/07/18,2019/07/17,2019/07/16,2019/07/15,2019/07/12,2019/07/11,2019/07/10,2019/07/09,2019/07/08,2019/07/05,2019/07/04,2019/07/03,2019/07/02,2019/07/01,2019/06/28,2019/06/27,2019/06/26,2019/06/25,2019/06/24,2019/06/21,2019/06/20,2019/06/19,2019/06/18,2019/06/17,2019/06/14,2019/06/13,2019/06/12,2019/06/11,2019/06/10,2019/06/07,2019/06/05,2019/06/04,2019/06/03,2019/05/31,2019/05/30,2019/05/29,2019/05/28,2019/05/27,2019/05/24,2019/05/23,2019/05/22,2019/05/21,2019/05/20,2019/05/17,2019/05/16,2019/05/15,2019/05/14,2019/05/13,2019/05/10,2019/05/09,2019/05/08,2019/05/07,2019/05/03,2019/05/02,2019/04/30,2019/04/29,2019/04/26,2019/04/25,2019/04/24,2019/04/23,2019/04/22,2019/04/19,2019/04/18,2019/04/17,2019/04/16,2019/04/15,2019/04/12,2019/04/11,2019/04/10,2019/04/09,2019/04/08,2019/04/05,2019/04/04,2019/04/03,2019/04/02,2019/04/01,2019/03/29,2019/03/28,2019/03/27,2019/03/26,2019/03/25,2019/03/22,2019/03/21,2019/03/20,2019/03/19,2019/03/18,2019/03/15,2019/03/14,2019/03/13,2019/03/12,2019/03/11,2019/03/08,2019/03/07,2019/03/06,2019/03/05,2019/03/04,2019/02/28,2019/02/27,2019/02/26,2019/02/25,2019/02/22,2019/02/21,2019/02/20,2019/02/19,2019/02/18,2019/02/15,2019/02/14,2019/02/13,2019/02/12,2019/02/11,2019/02/08,2019/02/07,2019/02/01,2019/01/31,2019/01/30,2019/01/29,2019/01/28,2019/01/25,2019/01/24,2019/01/23,2019/01/22,2019/01/21,2019/01/18,2019/01/17,2019/01/16,2019/01/15,2019/01/14,2019/01/11,2019/01/10,2019/01/09,2019/01/08,2019/01/07,2019/01/04,2019/01/03,2019/01/02
"3.1.1.1. 주요국 통화의 대원화환율","원/미국달러(매매기준율)","원 ","원자료","1,157.80","1,160.90","1,161.20","1,163.70","1,161.70","1,162.60","1,164.50","1,165.30","1,166.70","1,172.90","1,171.70","1,188.60","1,193.30","1,192.00","1,189.30","1,189.70","1,190.20","1,193.70","1,186.20","1,180.40","1,180.30","1,179.30","1,176.00","1,174.40","1,176.20","1,177.80","1,176.50","1,170.10","1,168.60","1,164.50","1,166.30","1,170.40","1,167.60","1,163.50","1,161.30","1,156.10","1,160.60","1,157.50","1,160.10","1,160.40","1,167.60","1,161.70","1,168.40","1,166.50","1,169.60","1,174.20","1,171.00","1,173.70","1,171.40","1,175.40","1,180.50","1,186.60","1,187.00","1,184.10","1,183.70","1,189.30","1,196.10","1,194.70","1,196.50","1,197.00","1,203.70","1,198.20","1,199.20","1,201.30","1,199.10","1,198.30","1,194.00","1,193.10","1,191.10","1,195.10","1,190.50","1,188.30","1,184.00","1,191.40","1,191.90","1,192.40","1,196.90","1,199.60","1,209.70","1,215.20","1,211.90","1,209.60","1,215.20","1,213.50","1,213.10","1,218.20","1,212.20","1,205.10","1,204.00","1,210.20","1,210.70","1,213.30","1,211.70","1,218.90","1,215.60","1,209.70","1,211.30","1,214.50","1,214.30","1,211.80","1,194.80","1,188.50","1,181.90","1,182.00","1,183.40","1,184.20","1,179.80","1,178.20","1,178.40","1,177.60","1,173.40","1,179.50","1,180.40","1,178.50","1,179.20","1,177.30","1,173.80","1,181.40","1,179.90","1,178.50","1,170.40","1,169.20","1,170.40","1,164.80","1,155.40","1,156.40","1,156.80","1,158.20","1,154.70","1,157.90","1,162.00","1,167.70","1,177.00","1,185.00","1,186.30","1,184.00","1,184.70","1,181.70","1,181.70","1,184.00","1,179.50","1,179.80","1,181.50","1,183.00","1,191.20","1,190.00","1,193.10","1,187.60","1,184.10","1,189.60","1,191.20","1,194.60","1,193.30","1,192.90","1,192.70","1,189.80","1,189.40","1,187.00","1,183.10","1,178.10","1,175.80","1,169.90","1,169.80","1,169.40","1,163.90","1,163.80","1,158.20","1,159.70","1,158.70","1,146.90","1,141.10","1,140.80","1,137.10","1,136.20","1,136.10","1,135.70","1,133.90","1,140.50","1,139.20","1,141.20","1,142.80","1,141.40","1,136.40","1,135.50","1,134.90","1,135.80","1,132.70","1,136.10","1,137.80","1,134.70","1,132.10","1,134.90","1,129.80","1,125.80","1,130.40","1,130.90","1,133.70","1,136.10","1,132.70","1,131.50","1,128.70","1,134.50","1,134.00","1,128.30","1,127.80","1,125.80","1,125.00","1,119.90","1,117.80","1,118.30","1,120.80","1,125.70","1,124.40","1,122.60","1,127.50","1,124.70","1,127.70","1,125.00","1,121.70","1,124.60","1,124.50","1,124.50","1,123.40","1,116.80","1,111.60","1,117.20","1,118.10","1,116.90","1,125.10","1,128.00","1,128.20","1,130.20","1,126.50","1,121.30","1,121.40","1,122.00","1,120.10","1,121.40","1,117.60","1,118.90","1,121.60","1,121.70","1,118.00","1,125.20","1,127.50","1,119.00","1,118.10"
