,회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),현금및현금성자산(*)(IFRS연결)(천원),부채(*)(IFRS연결)(천원),유동자산(*)(IFRS연결)(천원),유동부채(*)(IFRS연결)(천원),원재료(부재료)(IFRS연결)(천원),"선급공사비,외주비(IFRS연결)(천원)",매출액(수익)(*)(IFRS연결)(천원),법인세비용차감전순이익(손실)(IFRS연결)(천원),법인세비용(IFRS연결)(천원),당기순이익(손실)(IFRS연결)(천원)
149,쿠쿠홈시스(주),284740,2020/03,646329227.0,26584820.0,174387100.0,249354064.0,146013364.0,0.0,0.0,165712783.0,21032808.0,3939530.0,17093279.0
150,키움증권(주),39490,2020/03,,,,,,,,,,,
151,태광산업(주),3240,2020/03,4420259889.0,387245078.0,889959025.0,2782212887.0,582373728.0,48025000.0,0.0,507905133.0,75323374.0,21477185.0,67817031.0
152,티케이지휴켐스(주),69260,2020/03,891785117.0,56817649.0,232948672.0,400621811.0,143401271.0,3003904.0,0.0,179742663.0,31865619.0,8143982.0,23721637.0
153,팬오션(주),28670,2020/03,4813220000.0,249259000.0,1729957000.0,747684000.0,766420000.0,0.0,0.0,558779000.0,20176000.0,229000.0,19947000.0
154,포스코홀딩스(주),5490,2020/03,82260720378.0,5081531418.0,34846333471.0,37812464765.0,18284862605.0,3605508000.0,0.0,14545812808.0,660403264.0,225745040.0,434658225.0
155,피아이첨단소재(주),178920,2020/03,,,,,,,,,,,
156,하이트진로(주),80,2020/03,3636762100.0,499654905.0,2616385436.0,1161913154.0,1951008845.0,29920907.0,0.0,533871533.0,44955421.0,11578705.0,33376716.0
157,한국가스공사(주),36460,2020/03,39552113866.0,557721905.0,30995705513.0,9642994651.0,8120963716.0,1792001630.0,0.0,7967770073.0,712537319.0,170687350.0,541849969.0
158,한국앤컴퍼니(주),240,2020/03,3722585685.0,149492212.0,328364433.0,571459073.0,217479659.0,29778059.0,0.0,195127459.0,35960074.0,4990694.0,30969379.0
159,한국전력공사(주),15760,2020/03,199094173000.0,1458491000.0,130272055000.0,19741633000.0,23095827000.0,3692985000.0,0.0,15093127000.0,144955000.0,91347000.0,53608000.0
160,한국전력기술(주),52690,2020/03,,,,,,,,,,,
161,한국콜마(주),161890,2020/03,2424088736.0,200074868.0,1570421750.0,645666006.0,685865611.0,85581922.0,0.0,375274512.0,20457289.0,6526361.0,13930928.0
162,한국타이어앤테크놀로지(주),161390,2020/03,10745205069.0,1101089881.0,3468713177.0,4509849564.0,2213768133.0,303688776.0,0.0,1435764700.0,181176663.0,83518606.0,97658056.0
163,한국투자금융지주(주),71050,2020/03,,,,,,,,,,,
164,한국항공우주산업(주),47810,2020/03,4768253956.0,476989111.0,3543568144.0,3060442938.0,2617252662.0,408599002.0,0.0,827694931.0,101343475.0,21872612.0,79470863.0
165,한미사이언스(주),8930,2020/03,905170201.0,14629148.0,266410912.0,212531946.0,228330502.0,25000.0,0.0,214399554.0,7815815.0,1298227.0,6517588.0
166,한미약품(주),128940,2020/03,1974114579.0,134123802.0,1144071052.0,730354553.0,518805896.0,110917695.0,0.0,288201349.0,15103959.0,3576368.0,11527591.0
167,한세실업(주),105630,2020/03,1126087492.0,52106114.0,704403866.0,667982317.0,615549622.0,127225000.0,0.0,394095714.0,-21008979.0,-3322140.0,-17686839.0
168,한온시스템(주),18880,2020/03,7491152335.0,815970150.0,5131115846.0,3165351518.0,2558857327.0,450709000.0,0.0,1674843250.0,45296708.0,12070127.0,33226581.0
169,한올바이오파마(주),9420,2020/03,191131167.0,9323259.0,45690716.0,134161959.0,24061963.0,3631662.0,0.0,22096643.0,3181146.0,-695750.0,3876896.0
170,한일시멘트(주),300720,2020/03,,,,,,,,,,,
171,한전케이피에스(주),51600,2020/03,1368573263.0,33318852.0,355991353.0,767890821.0,315443032.0,0.0,0.0,251091808.0,30692175.0,7472183.0,23219992.0
172,한화생명보험(주),88350,2020/03,,,,,,,,,,,
173,한화솔루션(주),9830,2020/03,16608332616.0,2047578500.0,10799562834.0,6148721399.0,6241792811.0,245113183.0,0.0,2248354510.0,51175505.0,-12874488.0,64049993.0
174,한화시스템(주),272210,2020/03,2749625334.0,704533292.0,1805235469.0,1816186576.0,1511123272.0,57220271.0,0.0,282256059.0,11736740.0,2125118.0,9611622.0
175,한화에어로스페이스(주),12450,2020/03,9567836290.0,1360633815.0,6744981757.0,5334061163.0,4195233327.0,497217539.0,0.0,1027394869.0,-9425529.0,-276414.0,-9149115.0
176,현대건설(주),720,2020/03,19376595000.0,3843704000.0,10586072000.0,14483130000.0,7705134000.0,25858000.0,168660000.0,4058864000.0,287067000.0,90527000.0,196540000.0
177,현대글로비스(주),86280,2020/03,10914758849.0,1007909996.0,6269368937.0,5927525627.0,3756251462.0,0.0,0.0,4702905990.0,221916096.0,61429868.0,160486227.0
178,현대로템(주),64350,2020/03,4235970921.0,270938543.0,3103537536.0,2635291689.0,2169349407.0,214592104.0,0.0,670454202.0,-15689662.0,-8284387.0,-7405275.0
179,현대모비스(주),12330,2020/03,47113973000.0,3764098000.0,14487600000.0,21462869000.0,9169843000.0,596761000.0,0.0,8423037000.0,501841000.0,153005000.0,348836000.0
180,현대엘리베이터(주),17800,2020/03,2466092484.0,283277065.0,1585650514.0,1015057573.0,928380496.0,16653334.0,0.0,408720838.0,5336168.0,9922653.0,-4586485.0
181,현대위아(주),11210,2020/03,6677249000.0,279768000.0,3511534000.0,3486417000.0,1698214000.0,272287000.0,0.0,1647757000.0,129443000.0,52944000.0,76499000.0
182,현대자동차(주),5380,2020/03,198850849000.0,10373838000.0,122924233000.0,46163125000.0,54206672000.0,1833275000.0,0.0,25319448000.0,724268000.0,171586000.0,552682000.0
183,현대제철(주),4020,2020/03,33999010816.0,1399492212.0,17327797535.0,9857482319.0,6737967050.0,1193681596.0,0.0,4667990001.0,-152361381.0,-36921045.0,-115440336.0
184,현대해상화재보험(주),1450,2020/03,,,,,,,,,,,
185,효성첨단소재(주),298050,2020/03,2726337517.0,101604247.0,2308644595.0,1098514833.0,1777704115.0,119624536.0,0.0,688156540.0,11003918.0,2689559.0,8314360.0
186,효성티앤씨(주),298020,2020/03,3285456002.0,160159848.0,2683381553.0,1530296898.0,2115864174.0,98121000.0,0.0,1387681972.0,44042273.0,17755631.0,26286643.0
