통계표,계정항목,단위,변환,2020/07/01,2020/06/30,2020/06/29,2020/06/26,2020/06/25,2020/06/24,2020/06/23,2020/06/22,2020/06/19,2020/06/18,2020/06/17,2020/06/16,2020/06/15,2020/06/12,2020/06/11,2020/06/10,2020/06/09,2020/06/08,2020/06/05,2020/06/04,2020/06/03,2020/06/02,2020/06/01,2020/05/29,2020/05/28,2020/05/27,2020/05/26,2020/05/25,2020/05/22,2020/05/21,2020/05/20,2020/05/19,2020/05/18,2020/05/15,2020/05/14,2020/05/13,2020/05/12,2020/05/11,2020/05/08,2020/05/07,2020/05/06,2020/05/04,2020/04/29,2020/04/28,2020/04/27,2020/04/24,2020/04/23,2020/04/22,2020/04/21,2020/04/20,2020/04/17,2020/04/16,2020/04/14,2020/04/13,2020/04/10,2020/04/09,2020/04/08,2020/04/07,2020/04/06,2020/04/03,2020/04/02,2020/04/01
"3.1.1.1. 주요국 통화의 대원화환율","원/미국달러(매매기준율)","원 ","원자료","1,198.50","1,200.70","1,198.60","1,205.20","1,202.90","1,210.10","1,213.20","1,212.00","1,213.00","1,214.50","1,206.60","1,210.80","1,206.60","1,192.80","1,194.40","1,197.70","1,204.20","1,213.10","1,217.40","1,216.90","1,224.10","1,227.80","1,237.60","1,239.40","1,233.70","1,237.10","1,242.00","1,236.20","1,230.70","1,227.80","1,224.50","1,231.60","1,229.30","1,227.90","1,226.30","1,226.70","1,217.80","1,217.70","1,226.50","1,223.30","1,227.80","1,218.50","1,225.20","1,230.30","1,235.80","1,232.00","1,235.20","1,231.30","1,218.70","1,219.30","1,227.50","1,216.70","1,218.70","1,212.30","1,216.40","1,219.70","1,222.40","1,233.40","1,229.80","1,237.60","1,222.20","1,220.00"
