회사명,거래소코드,회계년도,매출액증가율(IFRS연결),총자본증가율(IFRS연결),자기자본증가율(IFRS연결),순이익증가율(IFRS연결),유형자산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),순운전자본비율(IFRS연결),부채비율(IFRS연결),자기자본배율(IFRS연결),비유동비율(IFRS연결),유동자산구성비율(IFRS연결),자기자본구성비율(IFRS연결),매출액총이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본순이익률(IFRS연결),1주당순이익(IFRS연결)(원),1주당매출액(IFRS연결)(원),총자본회전률(IFRS연결),자기자본회전률(IFRS연결),비유동자산회전률(IFRS연결),재고자산회전률(IFRS연결),매출채권회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),재고자산회전기간(IFRS연결),매출채권회전기간(IFRS연결),1회전기간(IFRS연결),운전자본회전률(IFRS연결),순운전자본회전률(IFRS연결),유형자산회전율(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),부가가치(IFRS연결)(백만원),총자본투자효율(IFRS연결),설비투자효율(IFRS연결),기계투자효율(IFRS연결),부가가치율(IFRS연결),노동소득분배율(IFRS연결),자본분배율(IFRS연결),이윤분배율(IFRS연결),상장폐지일,소속코드,상장일
(주)DB하이텍,000990,2018/12,-1.54,7.3,22.51,-21.19,7.56,6.69,8.4,-42.83,244.51,217.15,75.96,21.24,91,250.9,122.34,35.95,52.36,32.17,12.97,11.34,8.43,17.12,2002,15036.21,0.65,1.32,1.01,11.35,7.25,19.03,19.18,32.15,50.33,0.02,0,1.29,1.16,1.82,2.16,309084.25,28.98,61.13,140.95,46.18,42.92,57.08,28.09,,1,1975/12/12
(주)DB하이텍,000990,2019/12,20.64,2.1,15.45,20.51,3.18,-3,11.19,20.86,194.01,170.41,38.58,18.97,68.91,289.66,102.79,39.15,59.2,36.43,12.96,17.14,9.71,17.4,2410,18139.64,0.75,1.34,1.2,17.05,8.04,24.06,15.17,21.41,45.4,0.02,0.98,1.36,1.33,1.99,2.26,379212.5,34.83,67.3,135.21,46.97,38.21,61.79,27.59,,1,1975/12/12
(주)DB하이텍,000990,2020/12,15.92,8.24,23.26,58.67,9.42,8.56,7.73,0.02,175.47,155.66,18.45,16.76,48.33,357.03,90.53,38.96,67.42,38.35,17.74,21.29,14.64,23.07,3822,21026.63,0.83,1.3,1.35,18.05,9.16,27.75,13.15,20.22,39.86,0.02,0,1.37,1.45,2.11,2.39,483956.34,41.06,83.62,177.32,51.71,32.58,67.42,34.31,,1,1975/12/12
(주)DB하이텍,000990,2021/12,29.78,31.51,39.2,90.87,-2.5,2.14,77.51,27.33,243.09,223.4,54.58,30.96,40.13,496.98,66.43,52.59,71.36,44.06,26.09,29.44,23.23,33.35,7292,27289.38,0.89,1.28,1.67,20.61,10.24,29.97,12.18,17.71,35.66,0.02,1.14,1.3,1.82,1.91,2.1,744906.75,48.06,134.52,284.72,61.33,24.03,75.97,42.54,,1,1975/12/12
(주)DB하이텍,000990,2022/12,37.92,36.95,48.12,76.35,12.18,8.19,62.88,11.74,328.36,310.11,37.42,43.5,29.57,736.12,48.52,62.55,77.18,55.7,33.36,42.66,30.43,40.73,12858,37637.47,0.91,1.22,2.19,23.97,13.04,36.11,10.11,15.23,27.99,0.03,1.11,1.16,2.4,1.56,1.67,1068759.34,50.35,189.56,385.52,63.8,20.01,79.99,52.29,,1,1975/12/12
(주)HJ중공업,097230,2018/12,-30.76,-35.02,-222.45,0,-64.36,-56.21,-9.15,-26.83,80.41,56.15,10.7,-15.34,0,-133.46,0,62.95,-25.91,8.29,-75.6,2.05,-36.99,0,0,16009.7,0.49,0,1.02,2.76,14.13,7.12,51.3,132.07,25.83,0.01,0.1,0.37,1.4,0.94,1.42,390449,14.28,61.34,1195.57,23,46.6,53.4,-328.76,,1,2007/08/31
(주)HJ중공업,097230,2019/12,-4.07,-9.64,0,0,-3.7,15.5,-24.43,-29.94,70.48,50.77,6.64,-22.05,908.28,58.86,477.43,52.65,9.92,10.9,18.8,3.87,11.77,0,5185,18223.9,0.63,0,1.49,3.69,12.67,8.93,40.86,98.93,28.81,0.01,0.13,0.46,2.6,1.08,1.52,333185,13.49,54.33,1206.67,20.46,51.68,48.32,91.89,,1,2007/08/31
(주)HJ중공업,097230,2020/12,4.12,-11.19,30.59,-74.39,-3.09,-3.71,-17.92,-54.05,103.19,87.03,20.67,1.5,585.57,76.87,351.98,48.66,14.59,7.69,4.62,2.54,3.36,27.71,940,20364.21,0.73,6,1.48,6.39,16.72,9.09,40.18,57.14,21.83,0.03,0.07,0.65,2.8,1.43,1.85,292475,13.33,49.32,1254.23,17.25,55.79,44.21,26.79,,1,2007/08/31
(주)HJ중공업,097230,2021/12,0.63,8.72,35,0,54.92,27.51,-11.1,-11.99,99.9,84.41,12.45,-0.04,452.13,103.77,332.46,39.79,18.11,-1.2,-8.19,-4.46,-6.11,-37.18,-1679,20492.91,0.75,4.54,1.33,10.86,27.89,7.92,46.06,33.61,13.09,1.57,0.03,0.85,2.25,1.69,2.01,109086,4.57,11.81,486.17,6.39,148.44,-48.44,-128.2,,1,2007/08/31
(주)HJ중공업,097230,2022/12,4.78,7.65,-10.88,0,-30.16,-20.81,50.72,36.43,100.85,86.7,7.21,0.47,566.95,92.48,295.43,55.7,14.99,5.4,-2.81,0.42,-2.03,-12.28,-602,21473.17,0.72,4.38,1.39,10.28,17.66,7.88,46.31,35.5,20.67,0.1,0.05,0.75,2.28,1.5,1.76,236842,9.22,36.74,923.14,13.24,75.23,24.77,-21.18,,1,2007/08/31
(주)MH에탄올,023150,2018/12,40.05,-12,-5.46,-108.83,0.34,-1.16,-65.11,16.57,20.96,16.33,4.89,-25.33,380.62,1355.05,448.33,6.72,20.81,26.47,-16.53,0.67,-2.56,-0.93,-87,9865.91,0.15,0.73,0.18,11.99,6.8,134.23,2.72,30.45,53.69,0.01,0,0.33,0.19,1.27,1.42,16853.56,3.83,4.32,814.98,23.15,54.67,45.33,-71.4,,1,1996/12/24
(주)MH에탄올,023150,2019/12,11.1,2.57,-7.78,0,3.08,1.96,10.95,25.01,11.62,8.73,3.21,-55.27,468.69,1249.58,527.35,7.27,17.58,32.96,-9.34,1.85,-1.69,-0.88,-79,10961.45,0.18,0.95,0.2,11,8.08,139.98,2.61,33.2,45.19,0.01,0,0.33,0.2,2.59,3.39,22570.7,5,5.62,1121.61,27.91,44.05,55.95,-33.46,,1,1996/12/24
(주)MH에탄올,023150,2020/12,17.02,-0.4,6.85,0,-1.76,-1.6,14.97,2.25,25.82,20.1,8.54,-24.11,459.13,1335.13,512.21,8.39,17.89,36.79,4.02,3.6,0.84,11.49,1049,12827.12,0.21,1.18,0.23,11.45,9.91,184.69,1.98,31.88,36.85,0.01,0,0.38,0.24,2.68,3.5,45223.3,10.06,11.5,2584.8,47.78,22.03,77.97,8.41,,1,1996/12/24
(주)MH에탄올,023150,2021/12,7.84,0.4,2.38,-13.4,-2.42,-3.05,38.02,9.91,17.51,14.42,8.94,-54.33,432.99,1366.91,471.51,11.53,18.76,42.97,8.51,5.25,1.93,9.52,908,13832.97,0.23,1.24,0.25,11.64,10.46,196.62,1.86,31.37,34.9,0.02,0,0.38,0.26,2.27,2.83,56485.88,12.51,14.71,1940.33,55.34,26.28,73.72,15.38,,1,1996/12/24
(주)MH에탄올,023150,2022/12,8.48,-0.89,5.94,-15.66,-2.46,-1.17,1.27,-4.5,27.62,23.02,7.82,-30.89,369.03,1448.09,413.75,11.79,21.32,39.07,10.75,5.02,2.65,7.71,766,15006.03,0.25,1.23,0.28,12.33,10.27,188.67,1.93,29.6,35.56,0.02,0,0.37,0.29,2.11,2.55,54043.4,12.08,14.46,1861.49,48.81,27.34,72.66,22.03,,1,1996/12/24
(주)SH에너지화학,002360,2018/12,-2.4,-2.3,-1.92,-75.89,-3.39,-2.75,-2.1,11.35,1287.95,953.73,441.48,64.61,16.17,185.76,34.8,70.04,86.08,6.68,1.11,1.93,1.64,2.21,20.8,1651.96,1.48,1.72,4.94,8.69,6.5,133.77,2.73,41.99,56.11,0.01,0,1.95,6.01,2.12,2.8,19920.85,16.27,67.41,164.52,10.85,76.76,23.24,10.21,,1,1985/12/23
(주)SH에너지화학,002360,2019/12,-23.28,0.8,-5.94,-223.7,10.49,8.67,-2.57,-24.72,1110.48,887.83,542.25,61.61,24.66,174.72,40.26,67.71,80.22,4.73,-2.19,-2.21,-2.51,-2.84,-25.8,1267.34,1.15,1.38,3.68,7.22,6.14,140.69,2.59,50.54,59.48,0.01,0,1.54,4.45,1.66,2.16,13705.14,11.1,44.32,102.46,9.73,110.44,-10.44,-22.55,,1,1985/12/23
(주)SH에너지화학,002360,2020/12,-33.56,-4.91,-7.76,0,10.16,12.67,-13.3,-42.74,979.37,849.69,445.74,55.43,30.38,161.16,49.89,61.73,76.7,1.16,-7.42,-6.26,-5.77,-7.29,-61.9,842.04,0.78,0.99,2.21,7.1,5.37,80.22,4.55,51.38,67.98,0.01,0,1.09,2.68,1.2,1.44,8226.3,7.01,27.05,65.54,8.79,189,-89,-84.43,,1,1985/12/23
(주)SH에너지화학,002360,2021/12,49.39,1.94,1.94,0,-6.61,-7.88,8.02,28.48,599.23,504.85,149.24,54.5,30.4,164.28,45.09,65.42,76.69,7.1,0.44,0.54,0.52,0.69,5.7,1257.89,1.18,1.54,3.24,12.76,7.27,98.06,3.72,28.61,50.2,0.01,0,1.63,3.95,1.86,2.17,19043.54,15.92,56.14,119.06,13.62,82.57,17.43,3.21,,1,1985/12/23
(주)SH에너지화학,002360,2022/12,19.71,3.79,2.59,196.29,8.48,2.63,4.4,73.14,759.41,561.05,158.53,57.14,31.94,168.54,45.12,65.8,75.79,6.55,1.09,1.16,1.5,1.99,16.8,1505.81,1.37,1.8,3.99,9.94,7.61,106.11,3.44,36.71,47.95,0.01,0,1.82,4.7,2.09,2.65,21342.67,17.19,57.61,111.27,12.75,79.1,20.9,8.59,,1,1985/12/23
(주)SIMPAC,009160,2018/12,32.74,78.86,80.64,436.6,106.96,60.97,106.23,180.33,135.98,87.82,49.22,12.06,56.71,1329.78,85.28,45.58,63.81,11.16,22.6,2.1,13.02,20.48,1678,10526.1,0.58,0.91,1.02,4.1,4.23,8.44,43.27,89,86.22,0.01,0,0.75,1.16,1.33,1.96,114254.96,16.76,32,292.53,37.32,27.54,72.46,60.57,,1,1989/07/29
(주)SIMPAC,009160,2019/12,40.48,-0.38,1.42,-86.29,-26.23,5.1,-6.93,-19.88,131.76,91.59,58.26,10.26,53.93,1348.61,88.38,42.58,64.96,10.41,2.21,1.89,1.39,2.17,157,6573.26,0.63,0.98,1.13,4.34,7.08,11.34,32.17,84.11,51.54,0.01,13.04,0.82,1.39,1.43,2.14,65475.48,9.64,24.96,199.32,15.22,57.13,42.87,14.49,,1,1989/07/29
(주)SIMPAC,009160,2020/12,-14.93,8.56,5.17,259.84,-13.51,-1.52,22.15,49.41,141.82,88.93,49.68,14.13,58.9,1418.28,82.77,47.91,62.93,10.3,9.33,1.21,4.82,7.54,586,5591.72,0.52,0.81,0.95,3.33,7.19,9.18,39.76,109.69,50.79,0.01,0.75,0.66,1.49,1.14,1.73,96471.6,13.08,42.37,372.74,26.37,39.73,60.27,35.39,,1,1989/07/29
(주)SIMPAC,009160,2021/12,67.55,22.51,17.82,166.06,-2.95,-5.99,53.49,29.3,163.62,112.22,65.94,23.34,65.23,1671,66.04,60.03,60.52,26.01,14.82,13.48,11.07,17.98,1621,9369.06,0.75,1.21,1.65,4.06,9.03,14.03,26.01,89.93,40.42,0.01,0,0.83,2.73,1.37,2.07,179119.52,19.83,81.87,881.2,29.22,28.94,71.06,50.71,,1,1989/07/29
(주)SIMPAC,009160,2022/12,9.66,6.85,9.7,-16.18,9.16,7.56,6.38,22.84,169.96,108.3,61.66,24.6,60.93,1833.06,64.76,59.76,62.14,26.13,11.33,13.27,8.15,13.28,1381,10274.09,0.72,1.17,1.79,3.54,7.64,24.21,15.08,103.05,47.77,0.01,0,0.75,2.91,1.2,1.82,158830.35,16.46,68.11,751.72,23.63,33.27,66.73,47.94,,1,1989/07/29
(주)SNT에너지,100840,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2008/02/22
(주)SNT에너지,100840,2019/12,0,0,0,0,0,0,0,0,303.82,288.69,31.18,41.19,36.31,6526.29,52.63,61.39,73.36,16.73,7.24,5.55,4.63,6.31,2148,28418.13,0.64,0.87,1.65,20.9,2.54,9.11,40.07,17.47,143.54,0.01,0.07,0.78,1.73,1.04,1.1,36695.84,10.99,29.95,1558.76,17.2,41.98,58.02,42.11,,1,2008/02/22
(주)SNT에너지,100840,2020/12,11.28,0.44,-3.75,-36.66,-0.42,2.09,-0.6,-40.19,251.91,244.37,83.83,36.64,42.24,6281.65,55.82,60.76,70.31,16.89,4.12,6.96,2.92,4.07,1414,31625,0.71,0.99,1.82,29.1,3.24,8.53,42.77,12.54,112.56,0.01,0.04,0.85,1.93,1.16,1.21,32027.13,9.55,26.11,1219.45,13.49,50.38,49.62,30.56,,1,2008/02/22
(주)SNT에너지,100840,2021/12,0,0,0,0,0,0,0,0,301.77,297.75,134.01,40.19,35.65,6523.48,54.11,60.11,73.72,16.79,7.31,4.04,3.76,5.11,1957,22791.35,0.52,0.7,1.29,64.3,3,7.21,50.65,5.68,121.68,0.01,0.02,0.64,1.39,0.86,0.87,35039.82,10.55,28.75,1664.91,20.48,46.67,53.33,35.68,,1,2008/02/22
(주)SNT에너지,100840,2022/12,18.58,29.39,4.32,20.76,23.15,33.14,26.91,326.13,253.91,242.55,97.92,35.74,68.25,6805.41,69.05,58.96,59.43,10.9,7.44,1.66,3.96,6.04,2292,27026.3,0.53,0.81,1.31,28.99,4.52,6.52,55.99,12.59,80.81,0.03,0.04,0.66,1.48,0.9,0.92,35261.54,8.2,23.72,1069.28,17.38,50.69,49.31,42.82,,1,2008/02/22
(주)SNT홀딩스,036530,2018/12,-7.08,-1.51,9.82,303.74,-1.31,-1.32,-1.66,2.03,306.08,248.36,70.44,37.2,40.62,7885.45,62.92,55.26,71.12,12.86,5.26,3.79,3.46,4.36,1701,85949.29,0.66,0.93,1.47,6.43,4.81,5.96,61.2,56.8,75.88,0.01,0.19,0.88,1.6,1.19,1.46,283495.5,13.41,33.17,309.23,20.23,50.66,49.34,26.01,,1,2002/10/22
(주)SNT홀딩스,036530,2019/12,7.91,5.81,16.33,127.87,0.21,2.57,8.43,4.34,312.26,255.6,92.67,38.49,37.56,9173.42,59.67,56.63,72.69,15.07,8.23,6.26,5.72,8.78,4072,92745.65,0.7,0.97,1.58,6.72,5.13,7.13,51.21,54.32,71.2,0.01,0.21,0.94,1.74,1.24,1.52,320323.23,14.32,37.79,346.3,21.18,44.01,55.99,38.87,,1,2002/10/22
(주)SNT홀딩스,036530,2020/12,-5.05,1.51,11.38,-40.18,-10.91,6.02,-1.94,-5.86,269.15,222.26,79.06,34.38,40.37,10217.07,63.59,54.7,71.24,14.53,5.42,5.95,3.46,4.62,2533,88062.12,0.64,0.89,1.44,6.44,4.83,6.47,56.45,56.71,75.62,0.01,0.21,0.85,1.74,1.14,1.39,271105.98,11.94,35.33,269.56,18.88,49.39,50.61,28.73,,1,2002/10/22
(주)SNT홀딩스,036530,2021/12,0,0,0,0,0,0,0,0,321.8,266.35,85.12,38.57,33.27,11376.34,58.7,55.96,75.04,15.21,10.81,5.72,6.4,8.13,5329,86118.86,0.59,0.79,1.34,6.14,5.5,7.42,49.16,59.46,66.41,0.01,0.24,0.81,1.83,1.06,1.28,374132.78,15.77,49.67,383.41,26.65,36.83,63.17,40.58,,1,2002/10/22
(주)SNT홀딩스,036530,2022/12,16.06,7.84,3.85,-33.42,4.04,0.89,13.32,35.54,267.59,212.44,57.22,36.82,40.86,11814.22,58.04,58.8,70.99,15.58,7.09,6.74,4.69,5.31,3556,99946.78,0.66,0.91,1.55,6.05,5.86,7.23,50.49,60.34,62.25,0.01,0.21,0.86,2.09,1.15,1.42,329359.5,12.87,42.04,328.87,20.21,42.99,57.01,35.09,,1,2002/10/22
(주)STX,011810,2018/12,-16.68,-11.71,49.97,-97.28,4.93,-13.55,-11.12,-28.74,91.21,63.3,9.55,-7.35,765.34,129.42,204.91,76.32,11.56,1.33,0.61,-2.09,1.54,17.12,471,78552.83,2.54,28.2,10.62,9.66,12.81,15.56,23.46,37.77,28.49,0.02,0.14,1.57,20.73,3.34,5.12,83521,15.07,112.51,232002.78,5.56,65.19,34.81,10.9,,1,1990/09/12
(주)STX,011810,2019/12,-2.12,1.09,-11.47,-460.27,21.6,32.4,-8.62,-8.22,87.86,60.85,9.1,-9.53,895.02,114.58,308.59,68.99,10.05,3.16,-2.26,0.87,-5.96,-54.53,-1664,74576.54,2.64,24.45,9.65,11.85,10.91,16.44,22.2,30.79,33.46,0.02,0.16,1.72,17.88,3.64,5.24,51064,9.12,56.6,30577.25,3.47,120.67,-20.67,-65.05,,1,1990/09/12
(주)STX,011810,2020/12,-33.69,10.26,-50.05,0,113.14,71.35,-17.21,-14.11,69.81,47.55,5.7,-22.4,655.62,57.24,364.19,51.8,13.23,4.14,-2.1,0.31,-3.47,-48.03,-1032,49453.63,1.66,14.14,4.14,8.84,6.82,9.48,38.49,41.3,53.55,0.02,0.16,1.22,6.9,2.76,4.02,61014,9.88,31.77,363.74,6.25,96.63,3.37,-33.51,,1,1990/09/12
(주)STX,011810,2021/12,-5.13,9.49,136.9,0,27.54,4.12,14.48,9.67,81.68,56.73,4.37,-12.15,451.82,93.45,252.93,54.17,18.12,5.98,-2.52,1.59,-3.6,-32.13,-696,37797.95,1.43,9.06,3.05,8.65,5.66,8.12,44.92,42.18,64.45,0.02,0.16,1.16,4.23,2.7,3.92,82990,12.27,36.33,562.53,8.97,88.35,11.65,-28.1,,1,1990/09/12
(주)STX,011810,2022/12,28.42,9.71,-25.01,0,-11,-10.71,26.98,-17.88,85.83,68.87,3.46,-10.35,624.35,70.08,270.21,62.7,13.81,4.01,-1.57,-0.08,-2.63,-23.17,-491,41527.42,1.68,10.57,4.05,11.67,5.43,10.69,34.15,31.29,67.26,0.02,0.16,1.31,5.12,2.86,3.79,101672,13.71,46.59,724.26,8.55,85.82,14.18,-18.34,,1,1990/09/12
(주)TCC스틸,002710,2018/12,5.57,9.36,11.28,537.96,-5.2,-3.68,26.55,31.13,163.32,89.05,24.95,19.36,171.53,501.02,135.97,49.93,36.83,8.54,2.36,6.65,3.34,9.19,0,18492.84,1.42,3.88,2.66,6.78,9.16,15.53,23.5,53.87,39.86,0.01,2.5,1.57,7.2,3.03,5.49,75995.51,24.93,136.75,509.41,18.39,69.01,30.99,12.84,,1,1984/12/21
(주)TCC스틸,002710,2019/12,5.81,3.09,4.11,-48.34,6.16,8.26,-2.09,4.95,89.76,46.01,9.02,-5.41,168.92,521.64,141.4,47.42,37.19,7.22,1.15,4.81,1.63,4.42,237,19566.92,1.41,3.82,2.75,6.17,10.03,13.95,26.17,59.2,36.38,0.01,0.44,1.56,7.59,2.9,5.49,74428.93,23.69,131.01,444.25,17.03,72.07,27.93,6.77,,1,1984/12/21
(주)TCC스틸,002710,2020/12,-1.23,-2.37,0.58,0,3.13,2.83,-8.14,-25.31,102.32,61.77,10.39,1.01,153.25,509.68,140.26,44.61,39.49,4.74,-0.39,0.76,-0.54,-1.3,-68,18773.82,1.39,3.63,2.58,6.81,8.89,17.77,20.53,53.62,41.08,0.01,0,1.47,7.17,3.02,5.43,63116.41,20.58,103.25,413.69,14.62,82.66,17.34,-2.67,,1,1984/12/21
(주)TCC스틸,002710,2021/12,24.28,19.64,28.74,0,3.58,-2.88,47.58,37.69,145.64,91.79,30.1,17.25,136.42,642.19,106.3,55.04,42.3,9.11,5.35,7.86,8.53,21.49,1242,22836.22,1.59,3.88,3.2,8.33,8.23,20.36,17.93,43.84,44.33,0.01,0,1.76,8.62,3.17,5.11,112671.51,30.7,195.36,825.31,21,54.82,45.18,25.49,,1,1984/12/21
(주)TCC스틸,002710,2022/12,27.53,38.28,35.05,1.86,92.62,40.05,36.84,56.81,109.72,63.23,12.94,4.82,143.04,802.85,110.68,54.46,41.15,11.51,4.32,10.39,6.76,16.54,1239,27549.29,1.57,3.76,3.46,7.14,7.78,13.72,26.6,51.14,46.9,0.01,0.83,1.58,7.38,2.86,4.78,116962.38,23.05,196.75,760.5,17.09,58,42,25.28,,1,1984/12/21
(주)강원랜드,035250,2018/12,-10.37,1.09,2.45,-32.06,1.24,22.3,-18.72,-11.6,276.57,276.38,7.68,26.54,17.97,3353.02,68.93,41.57,84.77,49.27,20.67,11.28,7.06,8.39,1467,6721.77,0.34,0.41,0.64,1174.68,199.09,415.45,0.88,0.31,1.83,0.79,0,0.55,1.1,0.73,0.73,833429.97,19.7,64.76,420.96,57.96,39.78,60.22,35.66,,1,2003/09/04
(주)강원랜드,035250,2019/12,5.7,4.89,3.65,12.56,4.3,3.55,6.77,216.55,288.36,287.8,9.31,27.64,19.38,3475.46,68.86,42.32,83.77,51.54,22.02,12.57,7.72,9.16,1651,7105.16,0.35,0.42,0.6,635.31,172.37,409.75,0.89,0.57,2.12,0.56,0,0.62,1.13,0.84,0.84,908009,20.46,68.09,483.42,59.73,32.13,67.87,36.86,,1,2003/09/04
(주)강원랜드,035250,2020/12,-68.52,-17.95,-12.66,0,-1.55,-16.27,-20.23,-40.6,454.03,453.38,20.02,32.08,12.15,3035.42,66.01,41.14,89.16,-13.77,-57.65,-10.01,-6.83,-7.92,-1361,2236.97,0.12,0.14,0.2,165.13,96.23,188.27,1.94,2.21,3.79,0.25,0.01,0.22,0.35,0.28,0.28,29372.92,0.81,2.23,16.13,6.14,1177.27,-1077.27,-939.23,,1,2003/09/04
(주)강원랜드,035250,2021/12,64.74,5.1,0.18,0,-3.36,1.25,10.6,57.61,326.99,326.31,40.73,30.05,17.66,3040.82,66.72,43.3,84.99,7.82,-1.34,-1.06,-0.28,-0.33,-52,3685.29,0.21,0.24,0.37,283.39,287.41,406.47,0.9,1.29,1.27,0.6,0.01,0.4,0.59,0.5,0.5,462672.4,12.09,36.71,296.3,58.68,76.17,23.83,-2.29,,1,2003/09/04
(주)강원랜드,035250,2022/12,61.17,8.9,5,0,-3.53,36.45,-27.2,18.3,175.44,174.85,14.7,12.45,22.03,3192.81,86.71,28.95,81.95,27.46,9.1,6.14,2.89,3.47,570,5939.44,0.32,0.38,0.5,341.96,317.91,428.08,0.85,1.07,1.15,0.73,0,0.63,0.99,0.89,0.89,681336.37,16.35,55.92,526.35,53.62,55.25,44.75,16.97,,1,2003/09/04
(주)갤럭시아에스엠,011420,2018/12,-40.83,-33.27,-34.63,0,-30.89,-9.86,-50.43,0,213.65,213.65,121.27,22.8,25.62,192.18,71.78,42.86,79.61,-24.33,-72.54,-24.64,-38.52,-47.79,-581,800.75,0.53,0.66,1.1,0,4.07,9.44,38.67,0,89.63,0.02,0,0.76,71.66,1.03,1.03,-9771.55,-29.39,-3883.71,0,-44.29,0,0,0,,1,1989/11/14
(주)갤럭시아에스엠,011420,2019/12,30.25,-15.07,-17.65,0,103.49,-23.18,-4.26,0,216.18,216.18,120.35,25.97,29.56,158.25,66.96,48.31,77.19,6.25,-4.79,-1.01,-4.47,-5.7,-50,1042.94,0.93,1.19,1.71,0,8.19,18.83,19.38,0,44.55,0.04,0,1.41,75.26,2.06,2.06,3529.68,12.5,689.41,0,12.28,132.99,-32.99,-38.96,,1,1989/11/14
(주)갤럭시아에스엠,011420,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1989/11/14
(주)갤럭시아에스엠,011420,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1989/11/14
(주)갤럭시아에스엠,011420,2022/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1989/11/14
(주)경농,002100,2018/12,2.96,6.37,3.42,-45.49,1.7,8.61,4,1.06,132.49,38.2,9.58,11.67,77.34,1687.34,92.96,47.58,56.39,34.21,2.29,4.3,1.41,3.08,310,9803.48,0.61,1.08,1.18,1.77,8.96,7.93,46.03,206.54,40.74,0,0.36,0.73,1.5,1.28,4.59,57945.41,16.22,40.68,423.76,27.25,59.5,40.5,8.42,,1,1977/06/30
(주)경농,002100,2019/12,6.99,3.81,0.56,-18.01,-2.24,-0.76,8.85,10.54,150.9,41.85,9.67,16.83,83.71,1696.81,92.06,49.89,54.43,32.71,1.76,2.47,1.1,2.47,254,10488.36,0.62,1.13,1.22,1.79,9.02,8.73,41.79,204.3,40.45,0,0.48,0.75,1.61,1.28,4.54,55965.47,15.09,40.26,472.57,24.6,62.28,37.72,7.17,,1,1977/06/30
(주)경농,002100,2020/12,9.14,0.18,4.74,177.87,-2.11,-3.67,4.04,3.1,143.61,40.76,9.95,15.73,75.77,1777.17,84.7,51.81,56.89,32.47,5.35,3.9,3.58,6.69,706,11446.54,0.67,1.2,1.36,1.83,9.59,8.74,41.77,199.61,38.05,0.01,0.37,0.78,1.8,1.32,4.69,66274.43,17.84,48.71,622.91,26.69,53.83,46.17,20.06,,1,1977/06/30
(주)경농,002100,2021/12,8.85,4.65,10.18,26.02,2.96,1.79,7.3,-0.84,167.85,56.76,21.42,21.48,64.18,1958.08,76.96,53.13,60.91,30.79,5.96,4.45,4.24,7.85,890,13363.88,0.71,1.21,1.5,1.97,9.41,9.74,37.49,185.4,38.78,0.01,0.61,0.82,1.95,1.35,4.34,66250.11,17.04,47.33,653.39,24.51,55.28,44.72,24.31,,1,1977/06/30
(주)경농,002100,2022/12,33.79,15.39,9.33,68.9,3.66,3.09,26.25,18.65,166.16,62.81,27.09,23.14,72.23,2140.82,72.12,58.12,58.06,30.54,8.54,9.85,7.38,12.08,1503,18522.38,0.86,1.45,1.95,2.42,9.83,11.87,30.75,150.85,37.14,0.01,2.65,0.97,2.53,1.55,4.29,89283.25,19.9,62.43,681.89,24.69,41.9,58.1,34.59,,1,1977/06/30
(주)경동나비엔,009450,2018/12,6.15,15.86,9.11,-6.3,12.18,8.72,24.3,35.95,104.32,49.78,9.54,2.04,108.35,2196.86,105.89,49.18,48,32.87,3.41,7.59,4.55,9.23,1961,57046.28,1.34,2.71,2.55,5.58,8.47,8.58,42.53,65.4,43.07,0.02,0.18,1.44,3.09,2.81,5.65,164621.76,28.21,74.02,372.05,22.65,65.78,34.22,15.03,,1,1993/08/31
(주)경동나비엔,009450,2019/12,6.54,4.49,7.48,12.51,11.97,13.13,-4.43,-7.95,101.49,50.38,7.85,0.66,102.57,2361.24,111.46,44.98,49.37,34.18,3.6,7.59,4.67,9.59,2207,60778.69,1.3,2.66,2.45,5.37,8.18,9.11,40.05,67.92,44.64,0.01,0.23,1.4,2.93,2.76,5.67,195347,32.03,72.44,357.2,25.23,59.57,40.43,14.26,,1,1993/08/31
(주)경동나비엔,009450,2020/12,12.8,20.48,15.74,49.48,9.01,11.55,31.41,28.87,106.64,53.98,11.02,3.05,111.02,2559.14,107.5,49.06,47.39,37.83,4.77,10.07,6.19,12.83,3261,67802.04,1.3,2.69,2.46,5.53,9.41,9.49,38.46,66.05,38.78,0.02,0.18,1.41,3,2.75,5.48,230730.36,31.41,79.85,395.79,26.42,61.92,38.08,18.05,,1,1993/08/31
