회사명,거래소코드,회계년도,매출액증가율(IFRS연결),총자본증가율(IFRS연결),자기자본증가율(IFRS연결),순이익증가율(IFRS연결),유형자산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),순운전자본비율(IFRS연결),부채비율(IFRS연결),자기자본배율(IFRS연결),비유동비율(IFRS연결),유동자산구성비율(IFRS연결),자기자본구성비율(IFRS연결),매출액총이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본순이익률(IFRS연결),1주당순이익(IFRS연결)(원),1주당매출액(IFRS연결)(원),총자본회전률(IFRS연결),자기자본회전률(IFRS연결),비유동자산회전률(IFRS연결),재고자산회전률(IFRS연결),매출채권회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),재고자산회전기간(IFRS연결),매출채권회전기간(IFRS연결),1회전기간(IFRS연결),운전자본회전률(IFRS연결),순운전자본회전률(IFRS연결),유형자산회전율(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),부가가치(IFRS연결)(백만원),총자본투자효율(IFRS연결),설비투자효율(IFRS연결),기계투자효율(IFRS연결),부가가치율(IFRS연결),노동소득분배율(IFRS연결),자본분배율(IFRS연결),이윤분배율(IFRS연결),상장폐지일,소속코드,상장일
(주)에이블씨엔씨,078520,2018/12,-7.44,4.28,5.07,-245.48,1.66,90.14,-13.84,40.85,405.37,309,49.15,51.39,21.73,2358.65,38.68,68.22,82.15,58.16,-3.38,-3.66,-3.08,-3.83,-483,13919.36,0.91,1.11,3.67,6.42,12.37,9.9,36.88,56.85,29.5,0.02,0.11,0.98,23.02,1.21,1.49,9749.54,2.51,64.42,2652.36,2.82,248.63,-148.63,-119.96,,1,2011/09/07
(주)에이블씨엔씨,078520,2019/12,22.19,11.65,-22.49,0,9.63,89.17,-24.46,38.64,206.77,116.55,56.41,23.84,69,1828.09,90.99,46.16,59.17,60.01,-2.28,1.04,-2.34,-3.94,-420,15617.89,1.03,1.47,2.37,5.62,11.39,12.76,28.6,64.93,32.03,0.01,0.24,1.35,26.62,1.82,2.68,54718.98,12.63,329.79,2410.27,12.96,65.42,34.58,-17.56,,1,2011/09/07
(주)에이블씨엔씨,078520,2020/12,-27.16,-41.2,-36.56,0,-27.17,-50.07,-30.85,-38.33,208.03,127.08,55.76,28.19,62.48,1159.69,74.28,54.29,61.54,47.64,-31.81,-19.39,-28.44,-43.71,-3387,11375.44,0.89,1.49,1.76,4.36,9.32,12.74,28.65,83.73,39.15,0.01,1.06,1.23,21.45,1.82,3.12,-32027.59,-12.57,-360.79,-1758.6,-10.41,0,0,0,,1,2011/09/07
(주)에이블씨엔씨,078520,2021/12,-14.49,-23.93,-27.42,0,-48.93,-33.52,-15.85,-24.63,189.88,123.71,37.72,28.43,69.04,841.7,67.53,60.05,59.16,49.39,-16.49,-9.67,-19.33,-32.04,-1666,9726.68,1.17,1.94,2.71,5.57,10.83,16.02,22.78,65.51,33.72,0.01,2.65,1.37,28.81,2.06,3.28,-3944.9,-2.04,-73.22,-296.44,-1.5,0,0,0,,1,2011/09/07
(주)에이블씨엔씨,078520,2022/12,-5.73,0.83,1.12,0,-12.13,-5.16,4.82,6.13,201.58,130.45,49.7,31.46,68.37,851.13,63.26,62.43,59.39,57.35,0.43,5.54,0.55,0.82,36,9169.13,1.27,2.15,3.29,5.93,11.5,11.01,33.16,61.56,31.75,0.02,0.16,1.38,42.76,2.08,3.2,39549.57,20.24,796.75,4797.4,15.96,57.32,42.68,2.72,,1,2011/09/07
(주)에이엔피,015260,2018/12,6.6,7.92,20.67,0,20.25,17.28,-11.88,-15.34,102.74,57.39,5.96,0.7,128.71,159.73,168.77,26.21,43.72,1.76,-7.2,-3.01,-5.26,-13.23,0,1383.71,0.73,1.76,1.03,5.57,7.7,28.72,12.71,65.5,47.42,0.01,0,1.26,1.35,2.51,4.58,25020.96,16.31,28.78,284.89,23.2,103.11,-3.11,-31.05,,1,1988/01/18
(주)에이엔피,015260,2019/12,-1.84,-14.07,-15.73,0,-15.76,-13.78,-14.88,-21.2,85,50.26,11.17,-4.56,132.2,135.83,172.16,25.86,43.07,0.22,-7.34,-4.44,-5.43,-12.34,0,1278.5,0.74,1.7,1,6.67,7.44,32.54,11.22,54.7,49.08,0.01,0,1.38,1.32,2.84,4.96,28241.25,21.34,38.56,159.82,26.68,96.86,3.14,-27.5,,1,1988/01/18
(주)에이엔피,015260,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1988/01/18
(주)에이엔피,015260,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1988/01/18
(주)에이엔피,015260,2022/12,0,0,0,0,0,0,0,0,82.71,55.92,11.05,-9.32,255.38,148.11,196.95,44.58,28.14,-2.64,-28.25,-9.87,-28.43,-101.02,-1090,2648,1.01,3.58,1.82,6.97,5.53,25.13,14.53,52.37,65.97,0.01,0,1.02,4.21,2.26,3.34,-423.18,-0.4,-1.66,-2934.29,-0.39,0,0,0,,1,1988/01/18
(주)에이프로젠,007460,2018/12,13.7,48.01,30.73,-1471.69,-22.99,387.16,-34.23,17.89,141.58,136.39,60.03,10.5,102.11,425.48,129.82,35.77,49.48,17.99,-62.9,1.37,-9.7,-18.61,-632,1025.56,0.15,0.3,0.33,10.65,6.56,68.2,5.35,34.26,55.62,0.01,0,0.2,1.33,0.29,0.29,-4248.54,-1.08,-13.49,-80.87,-8.32,0,0,0,,1,1995/07/08
(주)에이프로젠,007460,2019/12,53.29,63.78,37.91,0,22.06,18.22,145.59,235.66,319.44,303.42,65.96,36.84,25.05,350.79,57.98,53.63,79.97,24.74,23.42,1.36,3.52,-4.66,-79,509.02,0.15,0.22,0.28,6.93,5.44,107.97,3.38,52.68,67.15,0.01,0,0.22,2.1,0.32,0.34,37054.87,5.73,91.19,499.52,47.36,33.27,66.73,49.46,,1,1995/07/08
(주)에이프로젠,007460,2020/12,62.48,28.93,18.34,0,-1.78,33.27,25.18,-0.58,510.62,490.28,113.54,41.88,20.9,348.82,57.95,52.07,82.71,27.11,-25.69,2.01,-4.41,-15.79,-274,694.97,0.17,0.21,0.36,7.33,6.6,88.58,4.12,49.81,55.27,0.01,0,0.26,3.14,0.33,0.34,-20248.58,-2.43,-52.22,-316.58,-15.93,0,0,0,,1,1995/07/08
(주)에이프로젠,007460,2021/12,11.09,-1.23,5.29,0,-2.33,-15.03,11.47,20.79,437.28,418.41,56.32,45.33,17,337.38,48.24,58.77,85.47,22.12,-8.85,1.64,-1.51,-5.5,-93,709.23,0.17,0.2,0.38,7.39,8.51,93.1,3.92,49.36,42.89,0.01,0,0.25,3.56,0.31,0.32,12127.09,1.47,31.05,178.16,8.59,181.97,-81.97,-103.08,,1,1995/07/08
(주)에이프로젠,007460,2022/12,-44.53,-27.21,-35.98,0,830.15,14.27,-56.32,194.11,235.26,166.91,47.89,20.28,30.12,169.59,84.22,35.27,76.85,7.85,-148.16,-16.34,-16.3,-35.81,-490,170.86,0.11,0.13,0.22,1.9,4.22,27.02,13.51,191.86,86.54,0,0,0.17,0.39,0.23,0.26,-27074.14,-4.51,-9.78,-21.67,-34.56,0,0,0,,1,1995/07/08
(주)에이프로젠바이오로직스,003060,2018/12,-1.53,37.14,93.31,0,-4.61,40.66,32.24,-4.95,140.69,127.15,34.86,11.63,44.22,279.03,86.22,40.21,69.34,41.37,-2.68,0.94,-0.65,-1.06,-12,461.23,0.24,0.4,0.41,5.27,2.92,75.85,4.81,69.29,124.82,0.01,0,0.36,2.56,0.59,0.67,17247.8,7.95,99.54,2115.7,37.99,69.09,30.91,-7.05,,1,1984/10/19
(주)에이프로젠바이오로직스,003060,2019/12,12.13,68.29,63.67,0,17.58,16.92,144.65,4.28,1974.57,1893.59,280.14,55.5,5.08,203.88,43.65,58.46,95.17,40.39,-6.81,0.49,-1.19,-4.19,-51,471.55,0.17,0.2,0.36,5.93,3.65,81.87,4.46,61.51,100.06,0.01,0,0.27,2.7,0.34,0.36,12276.74,3.36,60.26,677.52,24.12,112.43,-12.43,-28.24,,1,1984/10/19
(주)에이프로젠바이오로직스,003060,2020/12,4.75,68.45,105.16,0,-2.81,83.73,57.59,14.63,3879.25,3763.51,746.93,53.28,2.83,253.6,46.59,54.69,97.24,43.51,35.48,1.34,3.86,2.99,35,220.64,0.11,0.11,0.25,5.67,4.32,79.34,4.6,64.34,84.52,0.01,0,0.19,2.65,0.19,0.2,25308.48,4.11,130.4,1726.37,47.47,63.45,36.55,74.75,,1,1984/10/19
(주)에이프로젠바이오로직스,003060,2021/12,0,0,0,0,0,0,0,0,3740.94,3630.67,371.2,55.97,2.92,254.88,43.73,57.51,97.16,45.05,16.2,1.59,1.49,1.6,20,141.71,0.09,0.09,0.22,5.42,4.83,86.55,4.22,67.33,75.63,0.01,0,0.16,3,0.16,0.16,13548.75,2.2,71.85,929.39,23.99,113.67,-13.67,67.54,,1,1984/10/19
(주)에이프로젠바이오로직스,003060,2022/12,15.42,10,-16.97,-3.28,1617.03,66.76,-31.93,402.06,149.35,116.88,14.65,11.76,34.58,143.99,86.69,35.59,74.3,41.86,8.57,1.74,0.87,1.69,19,163.56,0.1,0.12,0.19,2.08,4.53,29.23,12.49,175.62,80.54,0,0,0.17,0.38,0.22,0.25,8623.59,1.28,3.7,7.88,13.23,179.36,-79.36,64.75,,1,1984/10/19
(주)에이플러스에셋어드바이저,244920,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2020/11/20
(주)에이플러스에셋어드바이저,244920,2019/12,0,0,0,0,0,0,0,0,156.52,156.07,24.11,14.78,250.23,518.51,206.85,40.94,28.55,0,5.71,8.93,6.24,26.98,610,11751.16,1.09,3.83,1.85,912.98,14.07,397.28,0.92,0.4,25.95,0.04,0,1.63,15.51,2.67,2.68,69937.45,28.38,402.61,10666.16,25.96,41.11,58.89,22,,1,2020/11/20
(주)에이플러스에셋어드바이저,244920,2020/12,5.85,2.09,81.49,54.92,11.12,-4.08,11,110.4,175.61,174.64,27.33,19.16,124.29,832.51,124.46,44.51,44.58,0,7.64,9.67,8.75,29.7,1032,12439.19,1.15,3.12,2,622.7,15.97,349.4,1.04,0.59,22.86,0.04,0,1.67,15.55,2.68,2.69,80911.82,32.16,419.18,5398.49,28.38,37.73,62.27,26.93,,1,2020/11/20
(주)에이플러스에셋어드바이저,244920,2021/12,-9.51,13.51,4.28,-44.15,86.1,-1.84,32.65,11.6,189.88,189,26.01,24.62,123.81,868.11,107.4,52.01,44.68,0,5.97,2.71,5.74,12.59,535,11412.95,0.96,2.15,1.87,392.86,15.89,205.62,1.78,0.93,22.96,0.05,0,1.28,9.34,1.98,1.99,75283.89,26.36,209.58,6694.09,29.18,43.9,56.1,20.47,,1,2020/11/20
(주)에이플러스에셋어드바이저,244920,2022/12,4.92,20.91,48.58,315.77,-10.5,3.16,37.28,36.15,261.84,260.63,31.15,36.5,85.5,1289.85,75.95,59.06,53.91,50.17,24.2,1.74,20.77,41.26,2226,11974.84,0.86,1.73,1.94,330.97,16.41,280.54,1.3,1.1,22.24,0.05,0.01,1.06,7.95,1.54,1.54,137093.16,39.7,426.42,17972.36,50.64,25.13,74.87,47.79,,1,2020/11/20
(주)에프앤에프,383220,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2021/05/21
(주)에프앤에프,383220,2022/12,0,0,0,0,0,0,0,0,104.39,52.74,17.71,1.61,66.48,24055.1,102.74,38.29,60.07,70.55,24.47,33.6,28.19,47.94,11571,47220.9,1.15,1.92,1.87,6.08,13.98,18.14,20.13,60.03,26.1,0.02,0.52,1.54,23.43,3.01,5.96,788258.92,50.2,1022.19,0,43.58,8.54,91.46,56.16,,1,2021/05/21
(주)에프앤에프홀딩스,007700,2018/12,19.31,23.93,33.17,45.78,70.43,40.74,14.33,52.46,291.83,132.39,17.34,38.6,25.59,5118.53,51.85,58.72,79.62,65.89,16.34,20.78,24.4,31.64,7089,43423.82,1.49,1.94,3.82,5.08,7.66,15.95,22.89,71.88,47.64,0.01,0,1.78,6.02,2.45,4.74,177415.86,35.78,161.8,42683.03,26.53,15.96,84.04,61.61,,1,1984/10/04
(주)에프앤에프홀딩스,007700,2019/12,36.13,38.04,22.56,0.94,14.59,38.93,37.41,10.62,247.92,138.89,27.83,34.87,41.49,6273.13,58.79,58.45,70.68,67.77,12.08,25.85,18.63,25.13,7158,59112.76,1.54,2.07,3.72,5.43,10.93,18.85,19.36,67.16,33.41,0.01,0,1.91,6.06,2.63,5.11,211578.06,30.91,131.78,71602.69,23.24,14.71,85.29,51.96,,1,1984/10/04
(주)에프앤에프홀딩스,007700,2020/12,-7.99,19.49,14.14,-22.15,3.32,3.95,30.53,-10.46,215.05,150.18,31.03,34.16,48.23,7160.11,53.58,63.85,67.46,67.67,10.19,16.56,11.36,16.59,5599,54390.64,1.12,1.62,2.89,5.02,10.96,15.17,24.05,72.66,33.3,0.01,1.24,1.26,5.13,1.82,2.85,208510.06,25.5,126.01,19167.98,24.89,19.39,80.61,40.94,,1,1984/10/04
(주)에프앤에프홀딩스,007700,2021/12,0,0,0,0,0,0,0,0,119.1,76.61,12.39,3.76,25.84,9887.75,96.32,23.46,79.47,71.09,277.53,7.79,69.29,98.88,88031,33425.23,0.25,0.31,0.33,2.98,7.14,6.87,53.14,122.36,51.15,0.01,0.31,0.58,4.28,1.06,1.65,323994.85,11.13,190.52,3915345.67,44.56,13.48,86.52,622.84,,1,1984/10/04
(주)에프앤에프홀딩스,007700,2022/12,149.86,23.45,6.06,-93.09,37.12,29.62,3.31,22.63,121.21,69.88,25.2,3.44,24.44,10486.68,100.01,19.63,80.36,70.39,22.98,15.11,12.83,6.64,3384,46448.79,0.56,0.7,0.71,6.7,15.53,17.32,21.07,54.51,23.51,0.02,0.2,1.43,9.01,2.62,4.29,798554.09,22.21,344.34,25439760.77,43.95,9.12,90.88,52.29,,1,1984/10/04
(주)엔씨소프트,036570,2018/12,-2.48,-16.6,-12.99,-5.17,2.1,-22.18,-11.07,95.65,333.23,333.01,39.23,37.51,23.64,21584.53,57.37,53.6,80.88,0,24.57,20.3,13.03,16.44,19831,78176.48,0.53,0.67,1.1,2260.76,10.04,919.22,0.4,0.16,36.34,0.03,0,0.8,7.41,1.02,1.02,980848.93,33.35,424.39,3831.42,57.19,34.77,65.23,42.97,,1,2003/05/22
(주)엔씨소프트,036570,2019/12,-0.81,13.77,5.55,-14.35,49.83,-7.79,32.44,106.48,464.21,463.75,67.47,48.95,33.21,22767.29,50.1,62.39,75.07,0,21.11,16.42,11.42,14.72,17387,77524.76,0.54,0.7,1.3,1105.62,8.44,543.81,0.67,0.33,43.23,0.02,0,0.74,5.82,0.93,0.93,848377.88,25.35,242.85,2197.28,49.87,38.57,61.43,42.33,,1,2003/05/22
(주)엔씨소프트,036570,2020/12,42.03,21.96,25.71,64,5.15,30.06,17.07,-65.53,479.91,479.77,30.88,47.41,29.78,28619.67,52.05,59.89,77.05,0,24.28,23.15,15.8,20.83,28504,110056.56,0.65,0.85,1.67,1733.38,9.71,1048.32,0.35,0.21,37.57,0.03,0,0.88,6.72,1.07,1.07,1246944.19,30.55,339.01,1913.17,51.61,32.33,67.67,47.04,,1,2003/05/22
(주)엔씨소프트,036570,2021/12,-4.44,12.27,0.23,-32.43,102.82,30.08,0.34,792.48,369.72,368.76,38.58,39.05,45.4,28685.81,67.57,53.53,68.78,0,17.14,9.78,9.14,12.62,19318,105166.03,0.53,0.73,1.23,651.1,8.86,0,0,0.56,41.18,0.02,0,0.76,4.14,0.94,0.94,1056129.53,23.05,190.53,1064.87,45.74,47.76,52.24,37.47,,1,2003/05/22
(주)엔씨소프트,036570,2022/12,11.39,-3.15,1.5,9.78,24.48,-17.97,9.72,-76.52,522.19,521.9,55.41,49.03,38.74,29117.31,54.6,60.64,72.08,99.81,16.95,13.54,9.67,13.73,21456,117144.47,0.57,0.81,1.33,653.18,11.34,0,0,0.56,32.17,0.03,0,0.81,3.07,1,1,1131138.96,25.49,212.87,1240.99,43.98,39.84,60.16,38.54,,1,2003/05/22
(주)엔아이스틸,008260,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1975/06/16
(주)엔아이스틸,008260,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1975/06/16
(주)엔아이스틸,008260,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1975/06/16
(주)엔아이스틸,008260,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1975/06/16
(주)엔아이스틸,008260,2022/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1975/06/16
(주)엔에스쇼핑,138250,2018/12,-0.57,5.9,5.83,-37.36,15.14,3.45,22.1,-14.89,56.12,54.35,29.15,-11.83,84.49,2618.68,156.58,15.13,54.2,84.92,7.29,7.95,4.37,8.06,1045,14069.45,0.6,1.1,0.7,112.03,52.16,319.67,1.14,3.26,7,0.11,0,1.45,2.97,4.23,4.4,118274.21,14.53,88.41,3217.27,24.95,38.77,61.23,29.23,2022/03/22,4,2015/03/27
(주)엔에스쇼핑,138250,2019/12,5.04,13.12,-3.7,-122.08,52.7,16.96,-8.41,60.98,74.04,69.93,38.72,-4.29,115.9,2521.75,189.45,12.25,46.32,83.14,-1.51,3.54,-0.87,-1.76,0,14778.83,0.57,1.15,0.66,98.07,43.56,269.31,1.36,3.72,8.38,0.09,0,1.64,2.31,4.22,4.41,77914.86,8.46,61.35,1903.26,15.65,63.5,36.5,-9.68,2022/03/22,4,2015/03/27
(주)엔에스쇼핑,138250,2020/12,8.26,25.03,-1.68,0,49.83,16.5,86.16,10.87,49.35,47.72,30.56,-18.72,174.54,2479.32,224.47,18.24,36.42,82.75,1.19,2.95,0.62,1.53,194,15999.61,0.52,1.27,0.62,81.63,35.74,247.79,1.47,4.47,10.21,0.08,0,1.2,1.65,3.34,3.48,102823.82,8.93,40.42,220.94,19.07,55.01,44.99,6.25,2022/03/22,4,2015/03/27
(주)엔에스쇼핑,138250,2021/12,0,0,0,0,0,0,0,0,41.64,37.86,18.78,-21.17,199.16,2239.52,253.98,15.1,33.43,76.7,-6.12,-0.65,-3.15,-9.46,-1079,17325.82,0.51,1.54,0.61,37.48,18.84,103.86,3.51,9.74,19.38,0.04,0,1,1.39,3.41,3.75,77267.34,6.82,19.32,52.37,13.23,79.2,20.8,-46.2,2022/03/22,4,2015/03/27
(주)엔케이,085310,2018/12,-10.97,-14.84,-19.91,0,-22.19,-24.23,10.45,-40.44,95.05,76.83,37.76,-1.83,69.96,302.22,110.26,35.13,58.84,-1.08,-27.06,-10.37,-13.14,-21.97,-379,1355.69,0.49,0.79,0.7,5.85,4.65,6.98,52.27,62.38,78.52,0.01,0.28,0.75,1.06,1.58,2.16,-12727.48,-6.19,-14.24,-51.54,-11.74,0,0,0,,1,2008/01/24
(주)엔케이,085310,2019/12,0.02,-29.04,-25.82,0,-17.83,-26.55,-33.63,-34.59,93.87,76.13,14.15,-2.15,62.57,224.19,109.17,32.85,61.51,10.48,-24.54,-3.64,-15.15,-25.29,-337,1355.94,0.62,1.03,0.94,9.48,4.46,8.06,45.27,38.51,81.77,0.01,0.17,0.88,1.33,1.81,2.23,-8803.92,-6.04,-11.97,-47.9,-8.12,0,0,0,,1,2008/01/24
(주)엔케이,085310,2020/12,-36.04,-3.86,-0.23,0,-44.5,-29.27,48.09,-71.61,158.71,152.96,71.39,18.72,56.68,223.67,77.4,50.6,63.82,11.74,-0.05,-0.13,-0.02,-0.03,0,867.23,0.49,0.77,0.83,11.94,3.26,5.91,61.76,30.57,111.99,0.01,0.11,0.65,1.21,1.17,1.29,3452.07,2.46,8.45,44.28,4.98,139.72,-39.72,-1.03,,1,2008/01/24
(주)엔케이,085310,2021/12,-0.39,-6.75,14.79,0,-48.09,-14.74,1.05,-28.65,268.69,261.82,192.96,34.42,27.27,256.76,57.49,54.83,78.57,16.91,16.16,1.72,8.24,11.62,142,863.83,0.51,0.72,1.08,31.39,5.35,8.23,44.37,11.63,68.21,0.03,0.04,0.65,2.23,0.97,1,19095.68,14.61,98.54,321.7,27.64,26.58,73.42,58.45,,1,2008/01/24
(주)엔케이,085310,2022/12,10.99,42.09,11.9,-4.03,142.21,67.97,20.77,410.58,211.47,188.6,72.55,24.57,44.85,287.3,77.34,46.61,69.04,11.19,13.93,1.35,6.75,9.85,136,958.8,0.48,0.66,0.97,13.7,6.38,13.75,26.54,26.64,57.22,0.02,0.16,0.68,2.11,0.97,1.04,17826.03,9.6,35.07,131.54,23.24,29.89,70.11,59.92,,1,2008/01/24
(주)엘에스,006260,2018/12,6.25,5.12,16.24,36.14,14.78,16.49,-2.09,8.56,151.08,112.16,20.89,19.26,140.63,1964.97,103.51,56.98,41.56,12.41,4.82,5.18,4.76,13.73,14555,313980.09,0.99,2.53,2.41,6.83,4.38,9.85,37.05,53.4,83.39,0.01,0.74,1,4.81,1.67,2.22,1663618,15.86,78.85,318.44,16.45,59,41,29.31,,1,1977/06/30
(주)엘에스,006260,2019/12,0.65,2.6,0.08,-93.73,1.62,5.19,0.65,-1.8,151.42,113.36,25.6,18.98,151.99,1966.6,111.14,55.9,39.68,12.28,0.91,3.53,0.87,0.8,912,316032.39,0.96,2.36,2.2,6.67,4.17,9.4,38.81,54.74,87.51,0.01,0.7,1.02,4.49,1.7,2.28,1655109,15.38,79.49,315.03,16.26,63.59,36.41,5.61,,1,1977/06/30
(주)엘에스,006260,2020/12,2.63,8.33,3.19,400.77,4.53,4.66,11.23,9.47,154.18,116.04,36.04,20.17,162.12,2029.35,111.69,57.39,38.15,12.36,1.86,3.93,1.74,3.94,4568,324357.64,0.93,2.4,2.15,6.59,4.38,8.58,42.52,55.35,83.39,0.01,0.42,0.99,4.47,1.64,2.19,1792478,15.37,80.66,285.89,17.16,60.02,39.98,10.86,,1,1977/06/30
(주)엘에스,006260,2021/12,25.32,8.28,8.55,118.99,3.52,3.46,11.85,34.3,144.68,101.71,24.6,18.31,168.05,2202.86,109.13,59.29,37.31,12.42,2.69,4.99,2.9,8.15,10004,406493.85,1.08,2.86,2.59,6.75,5.05,9.51,38.39,54.08,72.31,0.01,0.44,1.1,5.39,1.85,2.54,2024319,16.03,92.01,324.84,15.47,59.8,40.2,17.39,,1,1977/06/30
(주)엘에스,006260,2022/12,33.63,33.17,12.24,62.56,41.17,4.13,53.11,109.69,134.76,79.94,19.65,17.58,202.7,2472.39,96.36,68.17,33.04,10.76,2.89,4.82,3.43,12,16306,543209.25,1.19,3.41,3.33,5.08,5.65,10.87,33.58,71.84,64.65,0.01,0,1.07,5.87,1.85,2.9,2540687,15.11,84.69,277.54,14.53,53.75,46.25,19.9,,1,1977/06/30
(주)엘에스네트웍스,000680,2018/12,0.57,0.01,2.46,-20.88,-0.49,0.22,-0.79,-1.96,123.39,58.09,13.75,3.86,99.58,161.93,158.89,20.39,50.1,29.74,3.66,0.36,1.28,2.59,222,5657.16,0.35,0.71,0.44,3.21,8.12,17.12,21.33,113.62,44.95,0.01,0,0.71,3.93,1.71,3.66,79794.2,6.27,70.54,1746.33,17.9,39.43,60.57,20.43,,1,1973/11/15
(주)엘에스네트웍스,000680,2019/12,-9.66,-8.29,-18.61,-523.85,-1.71,-11.2,3.09,0.11,157.5,76.56,18.89,8.37,124.89,131.8,173.34,22.92,44.47,26.21,-17.15,-1.68,-5.66,-11.94,-940,5110.65,0.33,0.7,0.42,2.93,7.81,20.22,18.05,124.6,46.76,0.01,0,0.89,3.59,1.53,3.19,-15287.27,-1.31,-13.75,-370.92,-3.8,0,0,0,,1,1973/11/15
(주)엘에스네트웍스,000680,2020/12,-16.87,5.16,-5.04,0,-11.57,5.57,3.81,-16.61,46.81,27.48,11.88,-25.71,149.06,125.15,192.71,22.62,40.15,25.09,-7.37,-2.62,-2.06,-4.87,-336,4248.56,0.28,0.66,0.36,2.65,8.77,18.84,19.37,137.51,41.61,0.01,0,0.51,3.2,1.23,2.28,55014.85,4.48,55.95,15658.58,16.43,53.93,46.07,-44.84,,1,1973/11/15
(주)엘에스네트웍스,000680,2021/12,16.61,6.59,12.25,0,-0.34,8.29,0.8,-14.6,163.48,106.3,29.96,8.31,136.51,140.48,185.91,21.4,42.28,28.31,15.39,0.38,4.74,11.48,818,4954.06,0.31,0.75,0.39,3.67,13.99,22.79,16.01,99.42,26.09,0.01,0,0.59,3.98,1.4,2.26,141743.8,10.83,144.89,41647.71,36.3,21.38,78.62,42.39,,1,1973/11/15
(주)엘에스네트웍스,000680,2022/12,-7.06,-0.68,-0.32,0,-1.52,-1.08,0.76,8.08,133.81,83.61,10.72,5.48,135.64,140.04,184.49,21.71,42.44,32.39,-0.66,0.74,-0.18,-0.43,-33,4604.4,0.28,0.66,0.35,3.56,12.86,18.63,19.59,102.53,28.39,0.01,0,0.77,3.73,1.29,2.02,56682.36,4.36,58.74,15355.7,15.62,55.86,44.14,-4.23,,1,1973/11/15
(주)엘에프,093050,2018/12,6.53,3.57,7.4,13,4.12,-5.7,11.26,9.26,324.88,200.88,112.64,40.65,39.58,802.53,57.61,58.73,71.64,55.24,4.77,7.97,5.01,7.35,2846,58368.06,1.05,1.49,2.43,4.81,12.46,20.24,18.04,75.83,29.28,0.01,0,1.38,4.29,1.85,3.01,653760.83,39.58,166.35,0,38.31,29.88,70.12,12.44,,1,2006/12/01
(주)엘에프,093050,2019/12,8.5,46.33,4.09,-18.72,28.95,46.77,-0.83,0.67,135.49,82.99,34.85,10.42,73.7,835.36,71.91,39.8,57.57,56.48,3.75,4.63,3.41,5.65,2313,63328.21,0.91,1.44,2.2,4.98,14.35,23.55,15.5,73.23,25.44,0.01,0,1.26,3.99,1.92,3.11,665936.88,27.55,128.52,0,35.96,30.95,69.05,10.43,,1,2006/12/01
(주)엘에프,093050,2020/12,-13.03,2.58,1,-74.41,3.55,4.24,12.57,-18.24,150.24,107.96,45.74,14.6,75.3,843.72,73.74,43.68,57.05,55.71,1.78,3.32,1.17,1.41,605,55077.29,0.66,1.15,1.58,4.75,14.19,26.96,13.54,76.78,25.72,0.01,0,0.93,3.03,1.58,2.36,549981.57,22.18,103.23,0,34.15,39.2,60.8,5.2,,1,2006/12/01
(주)엘에프,093050,2021/12,11.34,2.49,8.22,585.4,-9.41,7.87,7.53,2.99,189.89,138.71,65.32,21.69,69.59,913.05,75.09,45.82,58.96,61.24,7.59,6.46,5.42,9.24,4169,61323.67,0.71,1.23,1.65,5.8,16.19,28.38,12.86,62.96,22.54,0.01,0,1,3.48,1.6,2.2,720254.05,28.34,162.11,0,40.17,31.18,68.82,18.9,,1,2006/12/01
(주)엘에프,093050,2022/12,9.78,1.69,10.04,28.36,21.56,4.25,3.53,41.8,162.3,102.39,41.08,17.91,55.96,1004.71,70.79,46.65,64.12,59.45,9.01,7.52,6.92,10.86,5351,67323.54,0.77,1.25,1.71,5.19,15.98,22.99,15.88,70.36,22.84,0.01,0,1.06,3.62,1.66,2.44,793154.63,30.69,153.44,0,40.29,31.13,68.87,22.35,,1,2006/12/01
