회사명,거래소코드,회계년도,매출액증가율(IFRS연결),총자본증가율(IFRS연결),자기자본증가율(IFRS연결),순이익증가율(IFRS연결),유형자산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),순운전자본비율(IFRS연결),부채비율(IFRS연결),자기자본배율(IFRS연결),비유동비율(IFRS연결),유동자산구성비율(IFRS연결),자기자본구성비율(IFRS연결),매출액총이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본순이익률(IFRS연결),1주당순이익(IFRS연결)(원),1주당매출액(IFRS연결)(원),총자본회전률(IFRS연결),자기자본회전률(IFRS연결),비유동자산회전률(IFRS연결),재고자산회전률(IFRS연결),매출채권회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),재고자산회전기간(IFRS연결),매출채권회전기간(IFRS연결),1회전기간(IFRS연결),운전자본회전률(IFRS연결),순운전자본회전률(IFRS연결),유형자산회전율(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),부가가치(IFRS연결)(백만원),총자본투자효율(IFRS연결),설비투자효율(IFRS연결),기계투자효율(IFRS연결),부가가치율(IFRS연결),노동소득분배율(IFRS연결),자본분배율(IFRS연결),이윤분배율(IFRS연결),상장폐지일,소속코드,상장일
(주)코미팜,041960,2018/12,-4.49,-6.27,-7.78,0,1.97,-4.68,-9.12,10.93,128.49,93.67,50.54,7.72,42.78,1688.2,93.03,34.84,70.04,27.94,-44.32,-4.07,-10.73,-14.7,-260,632.91,0.24,0.34,0.37,2.79,2.81,12.51,29.17,130.97,130.11,0,0,0.4,0.49,0.68,0.91,-6442.87,-4.61,-9.6,-57.11,-18.41,0,0,0,,5,2001/10/30
(주)코미팜,041960,2019/12,1.42,-10.19,-21.54,0,2.77,-13.63,-3.76,-7.11,151.15,111.62,60.83,12.63,64.96,1146.29,103.37,37.34,60.62,32.17,-65.56,-3.8,-17.52,-25.64,-336,610.41,0.27,0.41,0.42,2.79,3.05,11.28,32.36,131,119.82,0,0,0.43,0.49,0.74,1.01,-134.39,-0.11,-0.21,-1.41,-0.38,0,0,0,,5,2001/10/30
(주)코미팜,041960,2020/12,4.71,-2.97,4.09,0,-2.22,-1.9,-4.76,12.79,113.57,78.39,38.25,4.38,56.1,1188.35,98.89,36.65,64.06,36,-10.65,-1.62,-3.2,-3.77,-44,578.95,0.3,0.48,0.48,2.85,3.34,10.59,34.46,128.2,109.41,0,0,0.46,0.51,0.81,1.14,9453.79,7.75,15.32,119.24,25.44,90.4,9.6,-41.85,,5,2001/10/30
(주)코미팜,041960,2021/12,-3.53,-5.46,-12.87,0,-2.67,-4.44,-7.21,2.45,161.39,106.2,46.69,13.68,59.19,1035.43,101.94,35.96,62.82,31.34,-16.55,-4.34,-5,-6.25,-70,558.49,0.3,0.48,0.47,2.56,3.44,11.71,31.18,142.62,106.14,0,0,0.47,0.5,0.83,1.23,7247.4,6.29,12.2,118.51,20.22,114.09,-14.09,-81.88,,5,2001/10/30
(주)코미팜,041960,2022/12,11.03,-3.05,-8.77,0,-5.16,-6.35,2.84,14.66,103.85,64.25,26.32,1.41,70.23,944.61,105.29,38.15,58.74,28.79,-18.79,-3.15,-6.59,-10.25,-102,620.08,0.35,0.58,0.56,2.62,3.84,12.24,29.81,139.54,94.95,0,0,0.53,0.58,0.95,1.48,7395.38,6.62,13.25,162.72,18.58,125.75,-25.75,-101.14,,5,2001/10/30
(주)코세스,089890,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2006/11/08
(주)코세스,089890,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2006/11/08
(주)코세스,089890,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2006/11/08
(주)코세스,089890,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2006/11/08
(주)코세스,089890,2022/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2006/11/08
(주)코센,009730,2018/12,-4.51,-2.77,-24.32,-338.27,2.07,-5.89,-0.45,5.48,147.91,98.29,2.51,19.02,150.97,106.13,103.62,58.71,39.85,7.85,-18.89,-0.02,-18.32,-40.18,-250,1310.5,0.97,2.13,2.31,5.13,4.31,11,33.17,71.16,84.75,0.01,0,0.96,6.67,1.67,2.48,-4450.53,-8.01,-53.69,-95.21,-8.14,0,0,0,,6,1990/07/27
(주)코센,009730,2019/12,6.57,51.51,-85.52,0,18.1,124.74,0.02,10.99,42.03,26.38,1.73,-53.46,2526.43,9.12,1608.42,38.76,3.81,9.32,-97.42,-4.72,-81.25,-447.99,-892,931.58,0.83,4.6,1.56,5.05,4.85,16.39,22.27,72.32,75.21,0.01,0,0.71,6.45,1.79,2.76,-41748.02,-49.58,-426.45,-967,-71.63,0,0,0,,6,1990/07/27
(주)코센,009730,2020/12,-35.45,-36.61,531.55,0,24.33,-40.43,-30.58,-48.94,82.02,59.56,2.69,-9.31,163.62,145.83,151.72,42.45,37.93,2.46,-65.07,-8.52,-35.59,-208.76,-1167,314.77,0.55,3.21,0.91,4.1,3.9,10.58,34.5,89.03,93.61,0.01,0,0.47,3.43,1.36,2.04,-16253.17,-30.45,-133.53,0,-43.2,0,0,0,,6,1990/07/27
(주)코센,009730,2021/12,21.22,-31.65,-69.28,0,-81.3,-53.29,-2.32,31.89,86.87,54.76,9.73,-9.17,486.44,124.5,230.66,60.67,17.05,12.5,-5.51,2.68,-5.59,-18.99,-271,1725.45,1.01,3.45,2.02,6.34,7.23,16.4,22.26,57.57,50.49,0.01,0,0.93,6.31,2.04,3,3478.91,9.54,152.83,11710.34,7.63,113.75,-13.75,-72.24,,6,1990/07/27
(주)코센,009730,2022/12,46.07,24.77,348.87,0,-36.88,-55.43,76.76,79.72,239.43,149.44,9.77,50.05,63,218.72,22.9,85.95,61.35,11.55,4.38,5.51,7.11,17.08,154,3532.67,1.62,3.9,6.42,5.82,10.18,15.69,23.26,62.7,35.87,0.01,3.31,1.29,35.88,2.17,3.47,9026.47,19.83,882.53,33923.91,13.55,55.16,44.84,32.3,,6,1990/07/27
(주)코스나인,082660,2018/12,-52.82,-56.23,-77.82,0,-77.66,-75.82,-42.41,-81.63,129.61,113.33,2.43,17.62,483.7,64.61,133.42,77.14,17.13,-6,-56.84,-8.43,-37.94,-132.04,-1220,2157.04,0.67,2.32,1.87,3.51,3.28,2.31,158.15,103.98,111.41,0.02,0.22,0.55,2.14,1.04,1.47,-462.58,-0.58,-3.12,-5.51,-0.53,0,0,0,,5,2005/10/05
(주)코스나인,082660,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2005/10/05
(주)코스나인,082660,2020/12,0,0,0,0,0,0,0,0,37.64,27.32,13.33,-29.77,267.44,124.94,301.41,17.97,27.22,13.5,-54.58,-2.59,-16.43,-60.44,-493,691.6,0.3,1.11,0.37,6.11,5.47,5.43,67.27,59.75,66.78,0.02,0.16,0.46,0.83,1.68,2.31,-769.88,-1.1,-3.05,-25.53,-3.66,0,0,0,,5,2005/10/05
(주)코스나인,082660,2021/12,-40.31,-25.31,26.66,0,2.37,-51.5,94.26,-66.58,95.9,91.38,60.33,-2,116.9,100.28,115.54,46.73,46.1,10.28,-126.19,-8.57,-25.96,-73.57,-400,265.52,0.21,0.58,0.3,5.47,4.11,5.67,64.38,66.77,88.77,0.01,0.26,0.26,0.49,0.68,0.78,-273.39,-0.52,-1.06,-10.49,-2.18,0,0,0,,5,2005/10/05
(주)코스나인,082660,2022/12,-28.27,-7.65,-2.7,0,11.6,14.03,-32.35,-13.77,69.13,64.97,15.83,-15.29,105.88,76.84,135.41,34.23,48.57,-24.75,-119.67,-14.25,-21.47,-45.4,-213,165.53,0.18,0.38,0.3,8.41,4.76,7.84,46.53,43.42,76.73,0.01,0.19,0.2,0.33,0.44,0.46,-3748.85,-7.78,-12.99,-185.71,-41.66,0,0,0,,5,2005/10/05
(주)코스메카코리아,241710,2018/12,66.34,108.55,10.14,-9.68,156.29,218.15,35.26,206.68,154.53,94.91,16.8,13.72,83.57,2340.35,112.22,38.87,54.48,17.14,3.02,4.31,3.93,7.53,840,28398.19,1.3,2.13,2.4,9.68,7.26,11.76,31.03,37.7,50.25,0.02,0.19,1.86,3.2,2.85,4.04,65376.56,20.75,56.95,206.89,21.56,70.28,29.72,14.02,,5,2016/10/28
(주)코스메카코리아,241710,2019/12,14.42,11.39,2.19,-45.77,6.97,10.31,13.07,4.25,126.01,81.18,14.18,8.14,103.53,2391.67,123.22,39.46,49.13,18.35,1.16,2.49,1.21,3.85,456,32492.32,1.04,2.02,1.71,7.19,6.38,10.75,33.94,50.75,57.21,0.01,0.35,1.54,2.46,2.66,4.22,80317.25,22.89,61.48,193.48,23.14,66.21,33.79,5.02,,5,2016/10/28
(주)코스메카코리아,241710,2020/12,-2.29,2.3,1.6,-46.12,0.89,-1.55,8.19,21.38,105.91,63.65,22.23,2.33,108.02,2429.94,121.21,41.73,48.07,17.93,1.01,2.81,0.96,2.04,245,31746.79,0.96,1.97,1.61,6.22,6.39,10.51,34.74,58.69,57.16,0.01,0.48,1.26,2.31,2.35,3.78,73778.61,20.55,51.98,190.4,21.76,66.98,33.02,4.63,,5,2016/10/28
(주)코스메카코리아,241710,2021/12,16.93,9.08,9.63,239.62,-0.11,-0.63,22.65,12,135.69,86.24,22.23,12.34,99.44,2663.85,105.86,46.92,50.14,18.35,4.28,5.37,4.52,6.55,834,37122.26,1.06,2.15,1.9,6.26,6.36,13.2,27.65,58.34,57.38,0.01,0,1.3,2.7,2.38,3.83,87543.01,22.36,62.07,232.75,22.08,57.91,42.09,19.38,,5,2016/10/28
(주)코스메카코리아,241710,2022/12,0.74,0.3,3.1,-70.17,0.28,-0.88,1.65,6.3,130.61,80.83,18.2,11.14,89.72,2746.33,99.5,47.55,52.71,16.3,1.5,2.67,1.53,1.84,249,37396.93,1.02,1.98,1.93,5.78,5.13,12.38,29.49,63.12,71.1,0.01,0,1.23,2.71,2.16,3.44,82837.8,21.09,60.52,252.01,20.74,67.83,32.17,7.25,,5,2016/10/28
(주)코스온,069110,2018/12,9.81,58.82,53.99,-283.59,109.05,75.72,48.74,-6,135.23,101.83,30.29,15.28,97.01,980.74,81.44,58.66,50.76,20.05,-0.9,2.28,-0.55,-2.32,-131,5754.14,0.61,1.2,1.54,3.33,3.45,8.41,43.42,109.53,105.82,0.01,0,0.63,2.27,1.02,1.46,18903.94,8.54,66.64,204.79,17.13,61.39,38.61,-5.24,,6,2003/10/14
(주)코스온,069110,2019/12,-0.97,8.36,-2.83,0,67.65,57.69,-26.4,-20.25,95.55,69.97,12.53,-1.86,122.33,953,133.75,39.84,44.98,18,-4.73,0.47,-2.24,-4.95,-303,4920.3,0.47,0.99,0.93,3.79,3.83,8.07,45.25,96.33,95.41,0.01,0,0.52,1.24,0.97,1.3,16129.39,6.72,36.15,173.04,14.76,84.44,15.56,-32.05,,6,2003/10/14
(주)코스온,069110,2020/12,-15.92,-17.36,-15.89,0,-59.15,-19.1,-14.73,-58.48,92.01,80.02,2.45,-3.57,119.94,703.3,129.53,41.11,45.47,2.34,-38.75,-6.25,-16.25,-36.24,-1857,4137.04,0.42,0.93,0.7,5.07,6.75,6.5,56.12,71.93,54.08,0.01,0.19,0.5,1.18,1.04,1.3,-7808.55,-3.94,-22.26,-122.37,-8.5,0,0,0,,6,2003/10/14
(주)코스온,069110,2021/12,-65.59,-33.2,-78.36,0,-29.9,-37.12,-27.58,-58.08,55.12,50.96,5.74,-36.29,556.47,146.17,363.91,44.57,15.23,-2.12,-234.68,-8.29,-44.87,-136.39,-3129,1199.53,0.19,0.57,0.33,4.19,6.82,2.51,145.43,87.03,53.54,0,0.12,0.19,0.82,0.45,0.5,-54283.98,-40.98,-172.24,-1110.93,-171.68,0,0,0,,6,2003/10/14
(주)코스온,069110,2022/12,-66.45,-45.69,-346.21,0,-7.88,-48.6,-42.07,-40,28.71,26.46,0.64,-118.04,0,-359.89,0,47.53,0,-30.51,-634.92,-9.41,-65.89,0,-2805,402.42,0.1,0,0.19,2.98,10.9,1.06,344.85,122.6,33.5,0,0.08,0.07,0.35,0.23,0.25,-53947.61,-74.98,-185.15,-1228.24,-508.56,0,0,0,,6,2003/10/14
(주)코썬바이오,204990,2018/12,-62.82,-48.83,-52.44,0,-7.75,-49.34,-47.99,-4.67,363.46,329.06,41.26,27.99,20.7,343.03,74.1,38.61,82.85,33.87,-624.9,-24.78,-61.59,-70.79,-1891,301.38,0.1,0.11,0.16,3.89,0.35,9.4,38.82,93.88,1044.12,0,0,0.21,1.36,0.26,0.28,-53299.96,-81.35,-794.46,-2170.59,-558.78,0,0,0,,6,2016/12/09
(주)코썬바이오,204990,2019/12,-71.74,-77.38,-90.99,0,-8.11,-71.05,-83.9,-61.24,60.11,49.32,6.04,-23.26,203.18,30.48,196.93,35.05,32.98,-108.06,-1859.15,-71.19,-125.28,-170.24,-1581,85.17,0.07,0.09,0.13,1.62,0.19,3.11,117.23,224.98,1893.16,0,0,0.1,0.42,0.14,0.16,-46397.81,-314.34,-752.6,-3752.24,-1721.3,0,0,0,,6,2016/12/09
(주)코아시아,045970,2018/12,-10.81,-1.1,-11.41,-556.2,-1.66,9.58,-13.2,-17.21,97.84,77.13,36.08,-0.91,136.33,984.29,139.1,41.14,42.31,14.04,-4.76,1.68,-5.47,-17.54,-944,20082.19,1.15,2.62,2.05,12.02,10.28,12.75,28.64,30.38,35.51,0.03,0.1,1.37,3.19,2.61,3.33,57441.48,17.54,50.18,82.75,15.18,91.27,8.73,-31.38,,5,2000/08/03
(주)코아시아,045970,2019/12,15.99,-0.36,24.3,0,13.21,-0.07,-0.77,36.32,91.37,64.8,25.87,-3.87,129.23,948.65,135.3,40.97,43.62,13.61,2.8,6.44,3.76,5.82,313,21912.27,1.34,3.12,2.28,13.02,12.79,10.39,35.12,28.03,28.53,0.05,0.06,1.59,3.5,3.27,4.37,88953.79,27.26,67.36,103.97,20.27,53.38,46.62,13.81,,5,2000/08/03
(주)코아시아,045970,2020/12,13.56,-2.61,-5.29,0,-4.96,-7.86,4.95,-5.4,97.57,71.99,30.56,-1.1,138.3,863.78,133.08,44.16,41.96,8.29,-1.84,-1.03,-2.84,-6.09,-330,18939.47,1.55,3.62,2.69,13.17,13.51,10.77,33.9,27.71,27.02,0.05,0.06,1.77,3.84,3.64,5.03,60071.3,18.9,47.99,78.52,12.05,73.97,26.03,-15.24,,5,2000/08/03
(주)코아시아,045970,2021/12,-23.61,28.39,-8.6,0,15.62,24.89,32.82,43.43,106.91,76.64,38.34,2.95,119.67,789.5,119.33,45.68,45.52,8.72,-2.9,-3.56,-3.05,-2.56,-124,14467.26,1.05,2.39,1.91,8.5,11.53,10.04,36.35,42.93,31.66,0.03,0.1,1.18,2.79,2.33,3.21,71440.63,17.51,49.53,89.84,18.77,73.73,26.27,-15.47,,5,2000/08/03
(주)코아시아,045970,2022/12,20.75,0.6,-44.45,0,12.68,8.8,-9.15,-31.24,87.55,68.79,32.01,-5.87,151.55,438.58,147.78,41.25,39.75,9.83,-6.66,-5.39,-7.48,-33.73,-1213,17469.26,1.12,2.64,1.99,10.32,12.57,9.91,36.82,35.35,29.04,0.04,0.08,1.27,2.96,2.58,3.45,69743.34,16.99,42.6,91.87,15.17,83.78,16.22,-43.9,,5,2000/08/03
(주)코아시아옵틱스,196450,2018/12,-36.38,-16,-14.2,0,1.34,-10.78,-27.57,16.82,88.85,83.75,23.16,-3.36,46.79,222.31,107.45,26.8,68.12,-5.52,-105.85,-2.15,-15.24,-22.45,-110,105.12,0.14,0.21,0.2,11.04,1.88,24.03,15.19,33.07,194.31,0,0,0.24,1.98,0.49,0.52,-8952.51,-15.6,-194.49,-925.25,-98.88,0,0,0,,5,2014/06/02
(주)코아시아옵틱스,196450,2019/12,851.55,99.07,92.89,0,1345.8,87.29,131.22,926.81,105,78.21,27.74,1.48,51.24,277.76,104.16,31.13,66.12,23.68,6.62,3.76,6.65,10.08,46,706.65,1,1.5,1.43,17.3,16.46,32.45,11.25,21.1,22.18,0.03,0.76,1.69,2.42,3.38,4.2,43860.93,38.38,68.64,107.51,50.91,47.2,52.8,13.01,,5,2014/06/02
(주)코아시아옵틱스,196450,2020/12,-9.08,-17.23,-21.17,-409.62,-12.79,-18.44,-14.55,-0.97,93.84,66.09,9.07,-2.11,58.76,206.74,107.75,32.13,62.99,5.08,-22.83,-12.56,-17.12,-26.49,-127,548.25,0.75,1.16,1.1,8.67,7.04,9.23,39.55,42.09,51.84,0.02,0.15,1.18,1.26,2.37,3.27,26028.64,27.52,45,66.72,33.23,82.27,17.73,-68.69,,5,2014/06/02
(주)코아시아옵틱스,196450,2021/12,0,0,0,0,0,0,0,0,115.31,63.67,26.71,6.21,81.36,183.08,96.59,46.74,55.14,1.28,-7.82,-6.53,-7.05,-19.88,-367,4396.19,0.9,1.64,1.69,4.31,10.12,5.52,66.16,84.73,36.05,0.02,0.11,1.03,1.75,1.93,3.49,31139.16,15.66,31,45.97,17.37,71.87,28.13,-45.01,,5,2014/06/02
(주)코아시아옵틱스,196450,2022/12,113.7,-9,-0.52,0,-6.65,-3.55,-15.22,-30.96,110.22,70.02,36.34,4.04,122.47,182.12,125.59,43.55,44.95,4.49,-1.33,-2.16,-2.69,-11.63,-212,9293.68,2.02,4.01,3.68,10.89,21.45,13.22,27.61,33.51,17.01,0.04,0.05,2.37,3.88,4.46,7.56,53151.21,29.37,55.99,83.1,13.87,58.64,41.36,-9.61,,5,2014/06/02
(주)코엔텍,029960,2018/12,17.93,13.66,18.42,52.49,-11.03,-16.36,52.85,20.55,636.56,636.31,514.79,49.16,32.05,594.72,55.03,58.33,75.73,47.06,33.9,16.61,13.27,17.86,492,1444.78,0.39,0.53,0.8,1713.29,8.38,78.92,4.62,0.21,43.57,0.03,0,0.65,0.9,0.76,0.76,50215.7,25.58,67.36,167.24,69.51,19.43,80.57,48.77,,5,2004/06/18
(주)코엔텍,029960,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2004/06/18
(주)코엔텍,029960,2020/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2004/06/18
(주)코엔텍,029960,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2004/06/18
(주)코엔텍,029960,2022/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2004/06/18
(주)코윈테크,282880,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2019/08/05
(주)코윈테크,282880,2019/12,0,0,0,0,0,0,0,0,756.02,754.3,139.97,67.2,11.42,2268.27,25.13,77.44,89.75,29.89,18.81,18.3,14.87,16.57,2195,9991.87,0.79,0.88,3.51,449.75,2.71,100.53,3.63,0.81,134.68,0.01,0,0.9,3.75,1.02,1.02,32255.27,27.99,134.56,8441.4,35.41,38.32,61.68,53.12,,5,2019/08/05
(주)코윈테크,282880,2020/12,-50.22,10.47,-3.86,-85.14,21.26,45.17,0.36,3796.29,323.75,295.22,66.89,48.63,28.03,2149.18,37.95,70.36,78.11,21.68,5.61,1.06,2.1,2.51,283,4902.43,0.37,0.45,1.42,11.21,1.83,22.1,16.52,32.57,198.96,0,0,0.42,1.69,0.51,0.53,13274.7,10.43,54.48,1870.56,29.27,82.24,17.76,19.18,,5,2019/08/05
(주)코윈테크,282880,2021/12,134.48,46.46,5.02,119.16,45.55,75.57,34.2,42.67,223.21,202.3,78.09,35.59,57.7,2203.78,56.04,64.47,63.41,18.07,6.91,4.46,4.69,5.48,608,11224.21,0.68,0.98,2.05,11.11,4.33,20.61,17.71,32.87,84.33,0.01,0,0.73,2.94,1.01,1.12,26759.92,14.35,70.33,543.7,25.16,59.36,40.64,27.47,,5,2019/08/05
(주)코윈테크,282880,2022/12,89.14,84.43,20.2,-11.38,48.03,39.67,109.1,232.99,171.61,146,25.64,30.5,84.15,2574.2,49.55,73.09,54.3,16.75,4.95,5.88,3.75,4.3,524,20630.48,0.76,1.32,2.53,8.25,5.32,21.97,16.61,44.23,68.61,0.01,0,0.7,3.78,1.08,1.25,40644.43,11.82,67.61,258.83,20.21,58.95,41.05,24.49,,5,2019/08/05
(주)코이즈,121850,2018/12,-27.44,1.69,-31.17,0,15.35,10.35,-12.82,-7.26,54.58,36.32,16.34,-26.67,199.41,294.57,203.44,32.05,33.4,-8.98,-41.66,-15.89,-17.32,-41.92,-775,1817.89,0.42,1.01,0.64,3.7,9.62,15.27,23.91,98.65,37.95,0.01,0,0.48,0.83,1.2,1.77,934.27,2.01,4.17,13.22,4.88,548.28,-448.28,-853.81,,5,2012/09/27
(주)코이즈,121850,2019/12,85.22,-11.52,17.52,0,-9.63,-26.55,20.34,12.78,102.35,70.26,28.79,1,125.42,236.59,127.15,43.6,44.36,11.04,-2.8,-6.24,-2.27,-5.89,-76,2668.08,0.81,2.1,1.3,6.69,12.11,20.34,17.94,54.53,30.15,0.01,0,0.91,1.51,2.16,3.19,8186.29,19.92,37.02,102.13,23.08,67.59,32.41,-12.14,,5,2012/09/27
(주)코이즈,121850,2020/12,4.2,-1.52,-14.3,0,-6.8,-3.88,1.52,-24.74,139.18,106.84,65.66,12.65,159.03,202.76,142.61,44.94,38.61,10.65,-7.22,-4.57,-6.54,-15.76,-176,2397.74,0.91,2.18,1.63,7.51,11.25,20.39,17.9,48.62,32.46,0.02,0,1.11,1.72,2.05,2.81,4937.84,12.2,23.96,70.9,13.36,109.3,-9.3,-54.03,,5,2012/09/27
(주)코이즈,121850,2021/12,-56.2,-34.76,-71.12,0,-20.54,-18.88,-54.21,-36.61,78.6,53.31,22.81,-8.59,485.24,54.31,400.62,31.55,17.09,-14.08,-82.54,-28.05,-39.96,-132.72,-871,1044.38,0.48,1.61,0.8,4.69,7.01,11,33.17,77.87,52.04,0.01,1.43,0.65,0.87,1.22,1.65,-4717.47,-17.87,-29.38,-160.78,-29.14,0,0,0,,5,2012/09/27
(주)코이즈,121850,2022/12,-40.06,53.45,324.5,0,-7.97,-7.82,186.42,17.15,143.4,124.53,106.5,17.82,111.55,125.12,86.99,58.88,47.27,-15.95,-92.54,-21.37,-26.83,-75.89,-493,528.8,0.29,0.82,0.56,3.33,5.06,9.04,40.38,109.46,72.07,0.01,0,0.33,0.61,0.6,0.74,-2094.22,-5.17,-14.19,-102.05,-21.58,0,0,0,,5,2012/09/27
(주)코콤,015710,2018/12,14.34,14.53,10.56,29.38,3.99,0.59,32.63,7.95,277.79,223.15,50.11,32.25,30.54,1290.23,64.77,50.39,76.6,27.33,8.48,12.55,10.04,12.88,836,9333.03,1.18,1.52,2.24,11.61,5.17,12.04,30.31,31.44,70.66,0.01,0.21,1.85,5.37,2.51,3.2,29974.93,20.31,119.77,374686685.13,18.32,37.43,62.57,46.29,,5,1997/09/30
(주)코콤,015710,2019/12,-18.16,-0.13,4.24,-40.77,-1.08,0.36,-0.62,-24.45,336.55,286.23,98.03,35.24,25.06,1344.95,62.36,50.14,79.96,28.33,6.14,9.19,5.57,7.12,495,7638.33,0.91,1.16,1.82,10.43,4.27,9.9,36.86,35,85.42,0.01,0.21,1.36,4.33,1.81,2.18,26462.44,17.95,88.68,330780494,19.76,42.43,57.57,31.05,,5,1997/09/30
(주)코콤,015710,2020/12,-11.18,2.61,3.9,-11.44,20.67,8.08,-2.84,5.9,357.41,299.16,141.16,34.2,23.51,1397.34,64.87,47.48,80.96,25.9,6.12,7.41,4.87,6.06,438,6784.2,0.8,0.99,1.56,10.45,4.91,10.55,34.6,34.92,74.38,0.01,0.21,1.27,3.51,1.63,1.93,22341.34,14.77,76.19,279266692.75,18.79,47.02,52.98,32.58,,5,1997/09/30
(주)코콤,015710,2021/12,0,0,0,0,0,0,0,0,383.74,286.93,90.68,32.14,26.58,1420.44,71.56,43.46,79,22.86,4.65,2.68,2.74,3.46,260,5285.8,0.59,0.74,1.04,5.36,5.62,13.4,27.24,68.06,64.99,0.01,0,1.07,2.12,1.35,1.81,15700.22,9.96,35.96,196252764.63,16.94,60.37,39.63,27.46,,5,1997/09/30
(주)코콤,015710,2022/12,2.83,-5.11,-3.28,0,0.26,-1.42,-9.91,4.9,299.65,211.64,30.27,27.49,24.19,1373.88,72.94,41.27,80.52,17.6,-2.78,-1.26,-1.72,-2.16,-159,5435.14,0.62,0.78,1.08,5.38,5.05,11.38,32.08,67.81,72.23,0.01,0,1.13,2.18,1.46,2.01,8246.71,5.51,18.84,103083830.88,8.66,116.63,-16.63,-32.09,,5,1997/09/30
(주)코텍,052330,2018/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2001/07/10
(주)코텍,052330,2019/12,0,0,0,0,0,0,0,0,768.99,582.34,306.82,59.65,11.06,4082.49,34.91,68.56,90.04,24.93,10.78,10.26,8.71,9.68,2069,18315.69,0.81,0.9,2.57,4.85,6.02,19.86,18.38,75.19,60.59,0.01,0,1.04,3.54,1.18,1.56,68884.59,19.51,96.63,3690.51,24.15,44.47,55.53,44.65,,5,2001/07/10
(주)코텍,052330,2020/12,-34.61,-8.34,-5.68,-127.67,20.56,28.92,-25.43,-16.62,988.98,720.6,311.93,50.14,7.93,3850.67,47.72,55.78,92.65,17.6,-4.58,0.36,-2.52,-2.76,-589,11976.61,0.55,0.6,1.47,3.46,4.39,15.53,23.51,105.43,83.2,0.01,0,0.79,2.1,0.88,1.18,22961.04,7.09,27.34,357.36,12.31,126.65,-26.65,-37.17,,5,2001/07/10
(주)코텍,052330,2021/12,0,0,0,0,0,0,0,0,330.09,149.46,16.2,37.97,21.35,3707.32,55.25,54.47,82.41,11.46,-6.31,-3.74,-3.83,-4.66,-941,13670.23,0.61,0.74,1.33,2.04,3.26,8.26,44.17,179.01,112.1,0,0,0.86,2.17,1.12,2.46,17340.7,4.95,20.21,420.7,8.14,167.9,-67.9,-77.46,,5,2001/07/10
(주)코텍,052330,2022/12,101.29,34.63,11.1,0,-0.37,-14.4,75.62,32.8,265.2,155.46,58.85,44.26,38.05,4118.84,39.97,71.05,72.44,18.09,6.78,6.92,7.07,9.26,1977,27516.24,1.04,1.36,2.89,3.53,5.54,17.1,21.34,103.52,65.84,0.01,0,1.21,4.38,1.63,3.03,78087.19,16.56,81.04,2365.11,18.22,47.09,52.91,37.19,,5,2001/07/10
(주)코퍼스코리아,322780,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2019/05/31
(주)코퍼스코리아,322780,2020/12,0,0,0,0,0,0,0,0,271.03,264.24,174.14,34.38,32.01,1111.8,60.08,54.49,75.75,0,9.79,10.77,4.21,5.56,71,631.19,0.43,0.57,0.94,31.53,4.09,9.48,38.5,11.58,89.16,0.02,0.04,0.58,156.6,0.79,0.81,11938.75,23.71,8634,57625.01,55.14,25.7,74.3,17.76,,5,2019/05/31
