,회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),현금및현금성자산(*)(IFRS연결)(천원),부채(*)(IFRS연결)(천원),유동자산(*)(IFRS연결)(천원),유동부채(*)(IFRS연결)(천원),원재료(부재료)(IFRS연결)(천원),"선급공사비,외주비(IFRS연결)(천원)",매출액(수익)(*)(IFRS연결)(천원),법인세비용차감전순이익(손실)(IFRS연결)(천원),법인세비용(IFRS연결)(천원),당기순이익(손실)(IFRS연결)(천원)
160,한국가스공사(주),36460,2020/06,37597569358.0,484215149.0,29595738551.0,7950112441.0,6799376477.0,2375049355.0,0.0,12062360569.0,52559038.0,10776477.0,41782560.0
161,한국앤컴퍼니(주),240,2020/06,3710976028.0,173807735.0,303973936.0,565307145.0,191244403.0,35080150.0,0.0,370838611.0,56026821.0,12090910.0,43935911.0
162,한국전력공사(주),15760,2020/06,201225213000.0,1747240000.0,132265182000.0,20211856000.0,23327212000.0,3778712000.0,0.0,28165660000.0,362706000.0,106246000.0,256460000.0
163,한국전력기술(주),52690,2020/06,699600378.0,59303661.0,221742435.0,228517194.0,191285895.0,0.0,0.0,177951731.0,2922309.0,585687.0,2336622.0
164,한국콜마(주),161890,2020/06,2320687312.0,75906994.0,1460552711.0,584275877.0,501676893.0,69349321.0,0.0,655502597.0,23984180.0,10874510.0,20321413.0
165,한국타이어앤테크놀로지(주),161390,2020/06,10889101148.0,1258972798.0,3633294699.0,4789175048.0,2073689279.0,311567542.0,0.0,2800177886.0,203965124.0,110913911.0,93051213.0
166,한국투자금융지주(주),71050,2020/06,,,,,,,,,,,
167,한국항공우주산업(주),47810,2020/06,5299698853.0,938676035.0,4033273781.0,3483200582.0,2929010285.0,466487692.0,0.0,1548834631.0,150691101.0,29460076.0,121231024.0
168,한미사이언스(주),8930,2020/06,907734166.0,14304575.0,259129867.0,211270234.0,240332711.0,27000.0,0.0,422859748.0,17060533.0,2619994.0,14440539.0
169,한미약품(주),128940,2020/06,1973036077.0,112565414.0,1138903836.0,703059642.0,602966928.0,108468791.0,0.0,531612338.0,26955411.0,9649187.0,17306224.0
170,한세실업(주),105630,2020/06,1242119738.0,77995495.0,816959195.0,830978750.0,697488229.0,163392539.0,0.0,847698634.0,-10237574.0,72902.0,-10310476.0
171,한온시스템(주),18880,2020/06,7086205859.0,580028403.0,4831524870.0,2752717735.0,2129900164.0,426502049.0,0.0,2870238046.0,-35676843.0,-8519630.0,-27157213.0
172,한올바이오파마(주),9420,2020/06,197551394.0,9442422.0,40776989.0,129040241.0,21216163.0,3148687.0,0.0,44697685.0,9582468.0,-191158.0,9773626.0
173,한일시멘트(주),300720,2020/06,,,,,,,,,,,
174,한전케이피에스(주),51600,2020/06,1315791739.0,52320857.0,262938112.0,744165123.0,210251088.0,0.0,0.0,579088037.0,84444128.0,18903900.0,65540228.0
175,한화생명보험(주),88350,2020/06,,,,,,,,,,,
176,한화솔루션(주),9830,2020/06,16353379052.0,1942584558.0,10307426996.0,5612897789.0,5909479606.0,259734758.0,0.0,4204782518.0,262456271.0,36148947.0,211327854.0
177,한화시스템(주),272210,2020/06,2745953484.0,592714162.0,1788601385.0,1800508151.0,1464981026.0,62750470.0,0.0,605311458.0,28569995.0,5967575.0,22602421.0
178,한화에어로스페이스(주),12450,2020/06,9710098693.0,1251854222.0,6852647905.0,5460472366.0,4162532549.0,524614771.0,0.0,2220082228.0,51577809.0,18404924.0,33172885.0
179,현대건설(주),720,2020/06,18793593000.0,3355243000.0,9982934000.0,14393321000.0,7162926000.0,23285000.0,166410000.0,8603014000.0,395422000.0,129455000.0,265967000.0
180,현대글로비스(주),86280,2020/06,9575330184.0,1632625280.0,4806259651.0,4619860376.0,2361078232.0,0.0,0.0,7972741597.0,362162320.0,86577691.0,275584629.0
181,현대로템(주),64350,2020/06,4116061951.0,537057975.0,3013710448.0,2700210821.0,2120894887.0,187358668.0,0.0,1327089672.0,17713735.0,652221.0,17061513.0
182,현대모비스(주),12330,2020/06,46738194000.0,4147351000.0,13877503000.0,21022130000.0,8559345000.0,732859000.0,0.0,15958509000.0,761633000.0,178097000.0,583536000.0
183,현대엘리베이터(주),17800,2020/06,2516760538.0,435686019.0,1644693674.0,1153636046.0,942203393.0,15930606.0,0.0,861348083.0,49361883.0,17666504.0,31695379.0
184,현대위아(주),11210,2020/06,6598707000.0,380260000.0,3484012000.0,3450496000.0,1682992000.0,271963000.0,0.0,2861420000.0,74584000.0,46476000.0,28108000.0
185,현대자동차(주),5380,2020/06,201804520000.0,10883777000.0,125756385000.0,48833908000.0,54213858000.0,2084588000.0,0.0,47178439000.0,1320534000.0,390582000.0,929952000.0
186,현대제철(주),4020,2020/06,34057275356.0,1565611075.0,17342138837.0,9975976634.0,6366323646.0,1250082316.0,0.0,8781245137.0,-154809345.0,-26431453.0,-128377892.0
187,현대해상화재보험(주),1450,2020/06,,,,,,,,,,,
188,효성첨단소재(주),298050,2020/06,2456271949.0,68752933.0,2088061871.0,852681247.0,1755769741.0,144454000.0,0.0,1065381922.0,-45257166.0,-13602952.0,-31654214.0
189,효성티앤씨(주),298020,2020/06,3026752068.0,158618370.0,2452847789.0,1332319790.0,1931310973.0,116624000.0,0.0,2393601226.0,17954062.0,11200713.0,6753349.0
