,회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),현금및현금성자산(*)(IFRS연결)(천원),부채(*)(IFRS연결)(천원),유동자산(*)(IFRS연결)(천원),유동부채(*)(IFRS연결)(천원),원재료(부재료)(IFRS연결)(천원),"선급공사비,외주비(IFRS연결)(천원)",매출액(수익)(*)(IFRS연결)(천원),법인세비용차감전순이익(손실)(IFRS연결)(천원),법인세비용(IFRS연결)(천원),당기순이익(손실)(IFRS연결)(천원)
110,삼성에스디에스(주),18260,2020/06,8998024684.0,1137407859.0,2337571051.0,6375255184.0,1755269621.0,1725220.0,0.0,5002685259.0,412957320.0,297446640.0,115510680.0
111,삼성엔지니어링(주),28050,2020/06,4721001936.0,824089436.0,3264662870.0,3070030713.0,2952729973.0,0.0,12782707.0,3266777061.0,192610337.0,55709556.0,136900781.0
112,삼성전기(주),9150,2020/06,9188394953.0,1511589070.0,3628592409.0,3936106947.0,2273159333.0,229590307.0,0.0,4036676734.0,224454567.0,51410473.0,178877123.0
113,삼성전자(주),5930,2020/06,357959499000.0,36109613000.0,88151682000.0,186136845000.0,61863721000.0,10307644000.0,0.0,108291320000.0,14526549000.0,4086540000.0,10440009000.0
114,삼성중공업(주),10140,2020/06,14067332323.0,620875326.0,9544533270.0,7504618431.0,7626571397.0,319007000.0,0.0,3518140805.0,-919835728.0,11430079.0,-931265807.0
115,삼성증권(주),16360,2020/06,,,,,,,,,,,
116,삼성카드(주),29780,2020/06,,,,,,,,,,,
117,삼성화재해상보험(주),810,2020/06,,,,,,,,,,,
118,세방전지(주),4490,2020/06,1542742577.0,235147575.0,427819773.0,965476360.0,399276466.0,36699322.0,0.0,605700070.0,61131592.0,14645750.0,46485842.0
119,신풍제약(주),19170,2020/06,390560900.0,27245164.0,176745651.0,231008480.0,136011847.0,17775096.0,0.0,100316296.0,5106275.0,1560559.0,3545716.0
120,쌍용씨앤이(주),3410,2020/06,3211091905.0,112646302.0,1461071137.0,625188307.0,584664845.0,23369284.0,0.0,699048879.0,83594654.0,10292966.0,73301688.0
121,씨에스윈드(주),112610,2020/06,840925473.0,47639688.0,446704474.0,502545139.0,386543694.0,122051728.0,0.0,421648670.0,36546541.0,8025938.0,28520603.0
122,씨제이(주),1040,2020/06,41316035924.0,2323440613.0,26090995335.0,11912763583.0,12495734250.0,787376440.0,0.0,15634006163.0,694159425.0,275674333.0,418485092.0
123,씨제이대한통운(주),120,2020/06,9423961335.0,435011877.0,5709729573.0,2527903369.0,2763218795.0,2159000.0,0.0,5165358381.0,67543129.0,19966228.0,47576901.0
124,씨제이제일제당(주),97950,2020/06,26872869954.0,1205660146.0,16696953257.0,8218135046.0,7920378902.0,868219000.0,0.0,11751821403.0,878356658.0,268414802.0,609941856.0
125,아시아나항공(주),20560,2020/06,13400983585.0,250011226.0,12840508677.0,1445094691.0,4797915081.0,706000.0,0.0,2180139164.0,-663380443.0,-30116883.0,-633263561.0
126,아이에스동서(주),10780,2020/06,3077630696.0,315715875.0,1802161029.0,1996703752.0,1192890560.0,4644699.0,14383073.0,529880592.0,68096220.0,18335002.0,37238302.0
127,에스엘(주),5850,2020/06,2229612122.0,72670425.0,857066009.0,1338648656.0,688757062.0,7916506.0,0.0,1033335262.0,10353567.0,7096612.0,3256955.0
128,에스케이(주),34730,2020/06,136106998000.0,13164041000.0,82919328000.0,39773098000.0,35854812000.0,1404192000.0,0.0,42503190000.0,-707358000.0,58543000.0,-714801000.0
129,에스케이네트웍스(주),1740,2020/06,9468032000.0,813086000.0,7199369000.0,3100951000.0,4074649000.0,37177000.0,0.0,5308091000.0,17693000.0,3257000.0,102648000.0
130,에스케이바이오사이언스(주),302440,2020/06,,,,,,,,,,,
131,에스케이바이오팜(주),326030,2020/06,765507675.0,575978937.0,257923927.0,716217476.0,249232179.0,10849121.0,0.0,5993203.0,-125519407.0,705532.0,-126224939.0
132,에스케이씨(주),11790,2020/06,5766016924.0,475978645.0,3551634540.0,1433944334.0,1598984982.0,120550548.0,0.0,1313443356.0,191065095.0,60039588.0,93913673.0
133,에스케이케미칼(주),285130,2020/06,2257173295.0,295122136.0,1296164489.0,988495099.0,726483609.0,62456368.0,0.0,540956496.0,8943506.0,2825162.0,252304708.0
134,에스케이텔레콤(주),17670,2020/06,45957150000.0,1496903000.0,21940427000.0,8261328000.0,7435399000.0,12376000.0,0.0,9053209000.0,918266000.0,179265000.0,739001000.0
135,에스케이하이닉스(주),660,2020/06,69259297000.0,3918249000.0,19856421000.0,17362825000.0,9595472000.0,738603000.0,0.0,15805426000.0,2655514000.0,742204000.0,1913310000.0
136,에쓰-오일(주),10950,2020/06,16835215000.0,2126374000.0,11308737000.0,6090301000.0,7230879000.0,1087839000.0,0.0,8650222000.0,-1365878000.0,-418346000.0,-947532000.0
137,에이치디씨현대산업개발(주),294870,2020/06,5806782029.0,621892814.0,3072757712.0,4663271815.0,2147230518.0,1475000.0,0.0,1963543448.0,286795861.0,80794251.0,206001610.0
138,에이치디한국조선해양(주),9540,2020/06,26780240485.0,4621064359.0,13692749005.0,14409659699.0,10319975505.0,616377000.0,0.0,7870086637.0,230703134.0,65362929.0,165340205.0
139,에이치디현대인프라코어(주),42670,2020/06,12335015479.0,1177298612.0,7782369260.0,5035644783.0,4756451984.0,612069339.0,0.0,3984931850.0,232239804.0,79547215.0,152692588.0
140,에이치디현대중공업(주),329180,2020/06,,,,,,,,,,,
141,에이치엘만도(주),204320,2020/06,4518084042.0,543533110.0,3043223701.0,2088673846.0,1457166580.0,202884343.0,0.0,2323512729.0,-95555925.0,6762659.0,-102318584.0
142,에이치엠엠(주),11200,2020/06,8423356000.0,687858000.0,6696751000.0,1635154000.0,2152014000.0,0.0,0.0,2688254000.0,-35962000.0,1494000.0,-37456000.0
143,엔에이치투자증권(주),5940,2020/06,,,,,,,,,,,
144,엘아이지넥스원(주),79550,2020/06,2774975403.0,60570920.0,2129965543.0,1830487294.0,1570523536.0,114714949.0,1697780.0,701126592.0,39411588.0,6083166.0,33328422.0
145,엘지디스플레이(주),34220,2020/06,35054254000.0,3520803000.0,22953481000.0,9826257000.0,11160360000.0,426930000.0,0.0,10031270000.0,-963820000.0,-261093000.0,-702727000.0
146,엘지전자(주),66570,2020/06,44770155000.0,5464763000.0,27411364000.0,19904993000.0,16360907000.0,2164054000.0,0.0,27561630000.0,1537284000.0,385003000.0,1152281000.0
147,중소기업은행,24110,2020/06,,,,,,,,,,,
148,지에스건설(주),6360,2020/06,13694765002.0,1944065181.0,9503793569.0,7313669179.0,5880856830.0,58877000.0,114301000.0,4988841259.0,311505424.0,94800515.0,216704910.0
149,코스맥스(주),192820,2020/06,1288148295.0,60703987.0,958894103.0,679577698.0,734416845.0,108598384.0,0.0,707713386.0,36299515.0,21330640.0,14968875.0
150,코오롱인더스트리(주),120110,2020/06,5108552079.0,135661779.0,2858778471.0,1960563667.0,2114101471.0,152188019.0,0.0,1931611025.0,253636653.0,76659445.0,180042821.0
151,코웨이(주),21240,2020/06,3027963172.0,194651731.0,1715897115.0,903458369.0,1505946779.0,8401318.0,0.0,1574440842.0,297857687.0,77378824.0,220478862.0
152,쿠쿠홈시스(주),284740,2020/06,668255317.0,28182886.0,162577128.0,248046620.0,136484236.0,4679619.0,0.0,374954536.0,67549046.0,15821240.0,51727806.0
153,키움증권(주),39490,2020/06,,,,,,,,,,,
154,태광산업(주),3240,2020/06,4051523883.0,362000517.0,713369663.0,1702339298.0,356638858.0,51674000.0,0.0,914584077.0,229861328.0,122945631.0,110033329.0
155,티케이지휴켐스(주),69260,2020/06,831023285.0,23121625.0,158993672.0,357222889.0,69931778.0,1420756.0,0.0,304380175.0,48274531.0,14469080.0,33805450.0
156,팬오션(주),28670,2020/06,4802987000.0,263338000.0,1745502000.0,710721000.0,686727000.0,0.0,0.0,1242213000.0,62542000.0,297000.0,62245000.0
157,포스코홀딩스(주),5490,2020/06,82111847075.0,6038265565.0,34518701526.0,37746123328.0,18265630956.0,3696167000.0,0.0,28267367242.0,794549117.0,255022948.0,539526170.0
158,피아이첨단소재(주),178920,2020/06,,,,,,,,,,,
159,하이트진로(주),80,2020/06,4300673247.0,1154904684.0,3239339220.0,1828075767.0,2416011306.0,38777341.0,0.0,1115450328.0,93670635.0,25442699.0,68227936.0
