회사명,거래소코드,회계년도,영업이익증가율,순이익증가율,EPS(Earning Per Share)(원),부채비율,매출액영업이익률,PER(Price earnings ratio)(최고),PER(Price earnings ratio)(최저),PBR(Price book-value ratio)(최고),PBR(Price book-value ratio)(최저),PCR(Price cash-flow ratio)(최고),PCR(Price cash-flow ratio)(최저)
(주)한화,000880,2003/12,167.09,0,1090,272.14,2.84,,,,,,
(주)한화,000880,2004/12,50.92,244.32,3612,201.59,3.96,,,,,,
(주)한화,000880,2005/12,-8.77,-49.53,1763,263.46,4,,,,,,
(주)한화,000880,2006/12,17.85,123.63,3946,244.62,4.42,,,,,,
(주)한화,000880,2007/12,29.1,-20.42,3139,221.87,3.77,32.94,10.7,5.9,1.92,33.26,10.81
(주)한화,000880,2008/12,75.48,35.14,4245,199.42,4.64,19.36,3.38,3.46,0.6,0,0
(주)한화,000880,2009/12,2.39,91.36,8072,143.67,5.03,6.43,2.61,1.63,0.66,12.95,5.26
(주)한화,000880,2010/12,3.51,-51.12,3945,114.06,4.65,14.35,8.8,1.42,0.87,51.35,31.48
(주)한화,000880,2011/12,-53.7,-74.65,0,139.32,2.08,63.23,33.08,1.8,0.94,14.6,7.64
(주)한화,000880,2012/12,0.11,-0.39,996,128.38,2.15,44.1,28.15,1.23,0.79,11.48,7.32
(주)한화,000880,2013/12,-0.62,-22.34,773,138.28,2.1,58.95,40.24,1.26,0.86,9.98,6.81
(주)한화,000880,2014/12,43.11,77.26,1371,145.75,3.17,31.12,19.26,1.17,0.72,13.38,8.28
(주)한화,000880,2015/12,3.45,-62.06,520,184.18,3.25,113.61,55.66,1.63,0.8,1728.4,846.76
(주)한화,000880,2016/12,35.16,193.67,1308,149.84,4.39,31.07,23.4,1.12,0.84,10.1,7.6
(주)한화,000880,2017/12,15.57,50.87,2096,132.68,5.58,32.3,20.85,1.7,1.1,8.94,5.77
(주)한화,000880,2018/12,15.74,77.45,3898,129.25,5.74,16.78,9.05,1.46,0.79,19.78,10.67
(주)한화,000880,2019/12,-36.99,-64.76,1199,131.64,4.26,34.47,20.65,1.05,0.63,17.33,10.38
(주)한화,000880,2020/12,-11.64,28.33,1607,110.82,4.17,26.4,9.02,1.01,0.35,9.55,3.26
(주)한화,000880,2021/12,37.12,2.18,1417,126.6,5.82,28,20.63,1.07,0.79,12.42,9.15
(주)한화,000880,2022/12,-15.03,117.96,0,220.87,5.01,11.26,7.84,1.01,0.7,30.93,21.55
(주)현대리바트,079430,2003/12,5.82,29.48,12359,188.4,4.9,,,,,,
(주)현대리바트,079430,2004/12,-54.24,-41.46,7234,177.97,2.2,,,,,,
(주)현대리바트,079430,2005/12,111.62,70.15,1612,141.89,4.43,,,,,,
(주)현대리바트,079430,2006/12,17.86,5.66,1484,99.4,5.01,,,,,,
(주)현대리바트,079430,2007/12,17.23,21.42,1830,96.33,5.19,9.91,6.05,1.51,0.92,6.81,4.16
(주)현대리바트,079430,2008/12,20.24,14.21,1064,81.14,6.05,13.93,4.29,2.18,0.67,24.59,7.58
(주)현대리바트,079430,2009/12,4.97,11.56,1188,81.41,5.89,7.42,3.83,1.14,0.59,8.38,4.33
(주)현대리바트,079430,2010/12,-7.66,-9.21,1094,81.36,5.29,8.95,6.73,1.14,0.86,8.99,6.76
(주)현대리바트,079430,2011/12,-60.71,-64.41,388,77.11,1.64,25.24,16.11,0.89,0.57,19.97,12.75
(주)현대리바트,079430,2012/12,-64.61,-37.23,243,66.61,0.59,35.4,21.87,0.77,0.48,9.04,5.59
(주)현대리바트,079430,2013/12,322.57,48.75,362,66.42,2.3,34.99,15.3,1.12,0.49,11.95,5.22
(주)현대리바트,079430,2014/12,183.29,276.11,1361,56.89,5.43,36.54,9.04,3.93,0.97,33.22,8.22
(주)현대리바트,079430,2015/12,22.84,37.55,1872,52.49,6.05,43.05,16.59,5.58,2.15,87.64,33.79
(주)현대리바트,079430,2016/12,2.25,11.64,2089,49.9,5.88,21.29,10.3,2.7,1.31,191.79,92.8
(주)현대리바트,079430,2017/12,11.25,1.07,2082,63.28,5.42,16.16,10.29,1.51,0.96,26.37,16.79
(주)현대리바트,079430,2018/12,-4.57,3.63,1832,49.92,3.46,18.05,9.95,1.63,0.9,211.56,116.55
(주)현대리바트,079430,2019/12,-49.77,-47,971,62.41,1.89,24.66,12.93,1.14,0.6,5.3,2.78
(주)현대리바트,079430,2020/12,51.57,27.51,1238,65.88,2.55,18.72,4.59,1.05,0.26,4.43,1.09
(주)현대리바트,079430,2021/12,-44.02,-50.15,617,75.77,1.4,35.4,22,0.96,0.6,0,0
(주)현대리바트,079430,2022/12,0,0,-2463,94.52,-1.87,0,0,0.89,0.41,0,0
(주)현대미포조선,010620,2003/12,0,0,2471,261.21,5.64,,,,,,
(주)현대미포조선,010620,2004/12,92.06,220.82,5426,214.18,9.1,,,,,,
(주)현대미포조선,010620,2005/12,7.65,20.71,6456,258.36,7.24,,,,,,
(주)현대미포조선,010620,2006/12,56.85,84.17,11959,188.2,9.41,,,,,,
(주)현대미포조선,010620,2007/12,65.17,123.99,27357,126.61,12.75,15.4,4.37,2.77,0.79,7.13,2.02
(주)현대미포조선,010620,2008/12,47.81,-1.9,26890,221,14.11,11.21,2.53,2.69,0.61,13.44,3.04
(주)현대미포조선,010620,2009/12,-27.87,-27.06,19578,129.19,10.43,8.93,4.13,1.32,0.61,0,0
(주)현대미포조선,010620,2010/12,41.18,19.84,23279,78.9,14.62,10.25,4.35,1.12,0.48,7.47,3.17
(주)현대미포조선,010620,2011/12,-35.66,-49.79,11631,71.89,8.43,20.45,7.95,1.47,0.57,0,0
(주)현대미포조선,010620,2012/12,-68.73,-51.16,5681,57.54,2.75,30.01,18.42,1.06,0.65,0,0
(주)현대미포조선,010620,2013/12,0,0,-9592,74.72,-5.9,0,0,1.21,0.67,87.27,48.25
(주)현대미포조선,010620,2014/12,0,0,-35482,175.31,-24.73,0,0,2.13,0.75,0,0
(주)현대미포조선,010620,2015/12,0,0,1314,173.57,1.1,76.38,34.29,1.18,0.53,0,0
(주)현대미포조선,010620,2016/12,303.45,55.16,2017,117.9,4.76,42.51,24.96,0.79,0.46,0,0
(주)현대미포조선,010620,2017/12,-50.25,960.21,21385,68.89,3.34,5.74,2.67,1.1,0.51,0,0
(주)현대미포조선,010620,2018/12,-36.67,-79.41,2202,53.01,2.15,26.64,12.57,1.03,0.49,0,0
(주)현대미포조선,010620,2019/12,11.29,-50.92,1081,46.15,1.92,61.81,33.64,1.16,0.63,0,0
(주)현대미포조선,010620,2020/12,-88.56,0,-779,52.96,0.24,0,0,0.92,0.35,9.12,3.43
(주)현대미포조선,010620,2021/12,0,0,-4008,78.92,-7.93,0,0,1.8,0.77,84.38,36.33
(주)현대미포조선,010620,2022/12,0,0,-1041,125.38,-3.2,0,0,2.22,1.24,30.21,16.84
(주)현대백화점,069960,2003/12,0,0,2874,125.95,12.03,,,,,,
(주)현대백화점,069960,2004/12,35.81,17.95,3373,106.27,17.04,,,,,,
(주)현대백화점,069960,2005/12,29.92,110.76,7042,81.95,21.56,,,,,,
(주)현대백화점,069960,2006/12,4.74,7.68,7556,68.41,22.24,,,,,,
(주)현대백화점,069960,2007/12,-5.54,6.39,8032,61.39,20.46,16.37,8.84,2.27,1.22,20.22,10.92
(주)현대백화점,069960,2008/12,4.87,22.08,9802,61.61,21.08,12.71,4.19,1.9,0.63,18.8,6.2
(주)현대백화점,069960,2009/12,14.87,7.52,10564,53.74,23.24,12.07,4.99,1.69,0.7,13.89,5.74
(주)현대백화점,069960,2010/12,11.59,22.03,12891,50.6,25.11,11.64,7.25,1.69,1.05,12.05,7.5
(주)현대백화점,069960,2011/12,19.34,-9.95,11513,61.97,27.04,17.86,10.66,2.18,1.3,27.97,16.7
(주)현대백화점,069960,2012/12,7.59,-15.2,9670,63.44,27.21,19.7,12.19,1.86,1.15,16.94,10.48
(주)현대백화점,069960,2013/12,4.15,2.64,9926,54.62,25.81,17.86,14.89,1.56,1.3,16.03,13.37
(주)현대백화점,069960,2014/12,-7.57,-3.26,9602,42.32,23.98,17.83,12.49,1.41,0.99,13.26,9.29
(주)현대백화점,069960,2015/12,-4.74,-13.84,8348,52.33,21.06,21.74,13.63,1.4,0.88,27.32,17.14
(주)현대백화점,069960,2016/12,3.36,14.75,9595,53.53,19.31,15.79,11.5,1.1,0.8,10.94,7.98
(주)현대백화점,069960,2017/12,0.55,-7.61,8953,45.33,19.33,13.9,9.9,0.84,0.6,9.6,6.84
(주)현대백화점,069960,2018/12,0.87,82.51,16347,43.04,19.51,7.68,5.25,0.77,0.53,5.62,3.84
(주)현대백화점,069960,2019/12,-10.07,-46.94,8706,51.25,17.42,12.68,8.03,0.66,0.42,6.92,4.38
(주)현대백화점,069960,2020/12,-54.95,-47.92,4596,65.46,8.73,20.97,12.08,0.56,0.32,8.16,4.7
(주)현대백화점,069960,2021/12,71.28,49.24,6947,66.25,12.32,14.91,10.25,0.58,0.4,5.54,3.81
(주)현대백화점,069960,2022/12,35.41,5.79,7361,85.05,15.23,11.75,7.62,0.46,0.3,6.15,3.99
(주)현대지에프홀딩스,005440,2003/12,-91.71,-71.37,4528,41.78,2.84,,,,,,
(주)현대지에프홀딩스,005440,2004/12,33.54,-0.7,4466,42.92,3.63,,,,,,
(주)현대지에프홀딩스,005440,2005/12,-3.84,55.48,6943,40.23,3.43,,,,,,
(주)현대지에프홀딩스,005440,2006/12,25.28,-37.35,4329,40.83,3.83,,,,,,
(주)현대지에프홀딩스,005440,2007/12,28.5,40.35,6098,39.92,4.33,22.09,9.9,1.38,0.62,20.11,9.01
(주)현대지에프홀딩스,005440,2008/12,-11.31,64.65,10519,29.14,3.81,9.75,3.66,1.14,0.43,0,0
(주)현대지에프홀딩스,005440,2009/12,-10.54,-16.03,8453,18.26,5.37,11.39,5.77,0.83,0.42,36.68,18.58
(주)현대지에프홀딩스,005440,2010/12,-18.52,71.54,1140,18.59,3.26,91.37,8.03,7.41,0.65,238.13,20.93
(주)현대지에프홀딩스,005440,2011/12,258.56,-44.98,502,28.81,5.8,40.41,21.84,1.7,0.92,30.58,16.53
(주)현대지에프홀딩스,005440,2012/12,17.57,19.97,592,27.59,4.65,35.64,25.98,1.73,1.26,39.01,28.43
(주)현대지에프홀딩스,005440,2013/12,-3.99,-1.44,582,26.75,4.08,36.74,28.28,1.64,1.27,45.91,35.33
(주)현대지에프홀딩스,005440,2014/12,4.29,4.38,607,24.5,3.98,39.53,28.75,2,1.45,42.85,31.16
(주)현대지에프홀딩스,005440,2015/12,13.96,7.69,654,24.12,4.2,48.77,28.84,2.55,1.51,50.67,29.96
(주)현대지에프홀딩스,005440,2016/12,0.3,-0.54,650,23.17,4,42.59,25.9,2.19,1.33,25.64,15.59
(주)현대지에프홀딩스,005440,2017/12,-21.25,77.92,1157,22.79,3.31,18.23,14.07,1.54,1.19,26.86,20.74
(주)현대지에프홀딩스,005440,2018/12,42.03,-19.86,927,22.39,4.59,20.27,14.12,1.36,0.95,24.13,16.8
(주)현대지에프홀딩스,005440,2019/12,-3.48,-23.86,706,24.12,4.35,23.85,17.12,1.19,0.86,18.76,13.46
(주)현대지에프홀딩스,005440,2020/12,-32.71,-38.83,432,25.85,2.98,30.84,12.48,0.92,0.37,27.17,10.99
(주)현대지에프홀딩스,005440,2021/12,-4.15,61.03,695,21.21,2.59,19.31,12.57,0.88,0.58,13.41,8.73
(주)현대지에프홀딩스,005440,2022/12,72.49,29.03,897,23.22,3.88,11.76,7.5,0.69,0.44,13.28,8.46
(주)현대퓨처넷,126560,2003/12,0,0,11,103.52,-0.12,,,,,,
(주)현대퓨처넷,126560,2006/12,0,0,-6606,0.95,3.78,,,,,,
(주)현대퓨처넷,126560,2007/12,854.76,0,2489,19.05,26.16,0,0,0,0,0,0
(주)현대퓨처넷,126560,2008/12,14.73,0,-1416,37.39,24.67,0,0,0,0,0,0
(주)현대퓨처넷,126560,2009/12,34.23,0,1321,40.87,24.02,0,0,0,0,0,0
(주)현대퓨처넷,126560,2010/12,-3.19,243.7,141,28.84,22.03,34.58,25.03,0.89,0.65,19.14,13.85
(주)현대퓨처넷,126560,2011/12,-4.89,45.99,149,20.58,19.77,38.41,18.33,1.39,0.66,25.29,12.07
(주)현대퓨처넷,126560,2012/12,35.74,95.73,292,4.5,24.62,24.67,11.59,1.65,0.77,19.33,9.08
(주)현대퓨처넷,126560,2013/12,-32.71,1.75,233,3.47,16.65,27.42,18.26,1.76,1.17,22.17,14.76
(주)현대퓨처넷,126560,2014/12,27.79,-45.98,126,2.7,21.05,54.55,35.94,1.85,1.22,39.15,25.79
(주)현대퓨처넷,126560,2015/12,-32.79,-22.85,97,2.03,14.09,59.72,33.36,1.54,0.86,45.26,25.28
(주)현대퓨처넷,126560,2016/12,123.95,-9.96,87,9.73,14.03,49.74,35.45,1.12,0.8,20.86,14.87
(주)현대퓨처넷,126560,2017/12,263.53,349.09,385,9.69,17.71,11.99,9.32,1.11,0.86,6.46,5.02
(주)현대퓨처넷,126560,2018/12,-4.67,-16.72,320,8.59,16.92,15.93,11.76,1.13,0.83,10.4,7.68
(주)현대퓨처넷,126560,2019/12,-13.44,5.03,336,9.44,14.73,14.45,9.88,1.07,0.73,7.63,5.22
(주)현대퓨처넷,126560,2020/12,-26.29,0,-215,16.61,12.9,0,0,0.92,0.38,25.93,10.76
(주)현대퓨처넷,126560,2021/12,0,0,854,16.01,-6.84,7.02,4.13,0.86,0.5,0,0
(주)현대퓨처넷,126560,2022/12,0,0,-91,2.62,2.62,0,0,0.63,0.33,0,0
(주)현대홈쇼핑,057050,2003/12,0,0,58,704.35,1.2,,,,,,
(주)현대홈쇼핑,057050,2004/12,540.08,1663.79,1029,505.91,7.46,,,,,,
(주)현대홈쇼핑,057050,2005/12,322.16,372.83,4866,129.46,22.03,,,,,,
(주)현대홈쇼핑,057050,2006/12,24.2,6.87,5201,90.66,22.5,,,,,,
(주)현대홈쇼핑,057050,2007/12,3.56,1.72,5622,75.23,22.27,0,0,0,0,0,0
(주)현대홈쇼핑,057050,2008/12,6.2,16.76,6564,57.94,20.75,0,0,0,0,0,0
(주)현대홈쇼핑,057050,2009/12,39.85,61.59,10607,58.98,23.29,0,0,0,0,0,0
(주)현대홈쇼핑,057050,2010/12,11.02,33.79,12895,31.05,23.13,10.39,7.18,1.87,1.3,8.61,5.96
(주)현대홈쇼핑,057050,2011/12,15.68,11.57,11874,32.32,21.68,13.31,7.28,2.33,1.27,13.76,7.52
(주)현대홈쇼핑,057050,2012/12,-0.93,-27.03,8664,34.03,20.1,17.89,10.34,1.95,1.12,16.45,9.51
(주)현대홈쇼핑,057050,2013/12,-5.27,88.01,16290,23.71,18.1,11.69,7.34,2.01,1.26,25.45,15.96
(주)현대홈쇼핑,057050,2014/12,0.25,-24.37,12331,22.5,16.72,15.71,9.66,1.87,1.15,23.26,14.3
(주)현대홈쇼핑,057050,2015/12,-23.71,-34.15,8220,23.05,12.43,18.12,13.25,1.45,1.06,18.6,13.6
(주)현대홈쇼핑,057050,2016/12,19.47,6.19,8730,31.59,13.76,16.54,12.25,1.32,0.98,13.25,9.81
(주)현대홈쇼핑,057050,2017/12,13.35,-15.04,7512,21.93,14.67,20.22,14.34,1.32,0.94,24.1,17.1
(주)현대홈쇼핑,057050,2018/12,-9.67,-9.13,6829,22.67,13.91,18.94,13.47,1.08,0.77,33.54,23.85
(주)현대홈쇼핑,057050,2019/12,11.06,-26.29,5034,17.08,14.6,24.07,16.05,1,0.66,17.1,11.4
(주)현대홈쇼핑,057050,2020/12,3.52,9.26,5597,25.68,14.35,16.5,7.9,0.74,0.35,6.67,3.19
(주)현대홈쇼핑,057050,2021/12,-14,-30.37,3910,16.56,12.4,25.63,16.11,0.79,0.49,12.8,8.05
(주)현대홈쇼핑,057050,2022/12,-15.84,50.87,5898,20.57,10.23,11.55,7.82,0.52,0.35,7244.23,4903.79
(주)형지엘리트,093240,2003/12,0,0,800,3537.62,0.62,,,,,,
(주)형지엘리트,093240,2004/12,405.73,1095.24,9557,1565.17,2.51,,,,,,
(주)형지엘리트,093240,2005/12,259.22,190.37,27751,312.46,7.41,,,,,,
(주)형지엘리트,093240,2006/12,27.99,-22.43,21527,241.54,8.92,,,,,,
(주)형지엘리트,093240,2007/12,-46.68,-49.47,462,209.61,5.16,0,0,0,0,0,0
(주)형지엘리트,093240,2009/06,0,0,727,101.01,8.06,0,0,0,0,0,0
(주)형지엘리트,093240,2010/06,-19.32,6.62,633,78.82,7.7,9.02,3.43,1.2,0.46,0,0
(주)형지엘리트,093240,2011/06,12.23,11.62,678,79.55,8.18,4.35,3.18,0.57,0.42,5.45,3.99
(주)형지엘리트,093240,2012/06,12.84,-7.73,566,58.65,8.14,7.63,4.27,0.78,0.43,6.7,3.75
(주)형지엘리트,093240,2013/06,-26.76,-32.24,318,46.05,6.11,11.04,7.02,0.71,0.45,3.13,1.99
(주)형지엘리트,093240,2014/06,9.47,-44.65,157,25.69,7.15,22.03,16.36,0.68,0.51,17.33,12.87
(주)형지엘리트,093240,2015/06,-64.8,-42.71,73,108.27,3.35,46.28,28.48,0.7,0.43,0,0
(주)형지엘리트,093240,2016/06,-16.2,88.21,115,109.1,2.46,118.45,18.03,3.13,0.48,0,0
(주)형지엘리트,093240,2017/06,11.06,143.34,266,65.68,3,38.01,17.2,2.26,1.03,34.68,15.69
(주)형지엘리트,093240,2018/06,84.67,-95.63,11,45.54,5.91,662.76,261.96,1.64,0.65,22.3,8.81
(주)형지엘리트,093240,2019/06,0,0,-773,20.87,-4.8,0,0,1.33,0.5,0,0
(주)형지엘리트,093240,2020/06,0,0,-91,38.21,4.06,0,0,0.89,0.31,0,0
(주)형지엘리트,093240,2021/06,-21.45,0,-83,66.82,3.39,0,0,3.3,0.53,17.99,2.87
(주)형지엘리트,093240,2022/06,56.28,0,147,62.45,5.74,40.13,8.95,2.82,0.63,35.03,7.81
(주)혜인,003010,2003/12,14.24,-63.43,380,60.84,6.07,,,,,,
(주)혜인,003010,2004/12,-33.5,-73.12,103,65.7,3.43,,,,,,
(주)혜인,003010,2005/12,75.88,410.75,506,38.4,6.05,,,,,,
(주)혜인,003010,2006/12,-28.71,-69,147,33.25,4.87,,,,,,
(주)혜인,003010,2007/12,76.46,199.15,444,30.59,6.65,17.78,6.8,1.15,0.44,14.25,5.45
(주)혜인,003010,2008/12,-38.72,-40.92,268,70.75,3.79,32.22,11.9,1.24,0.46,0,0
(주)혜인,003010,2009/12,-84.74,-66.08,97,81.41,0.52,67.98,29.64,0.69,0.3,6.98,3.04
(주)혜인,003010,2010/12,1247.67,528.87,634,63.76,5.16,14.47,5.91,0.89,0.36,8.11,3.31
(주)혜인,003010,2011/12,-29.79,-50.26,311,68.3,4.14,40.25,13.5,1.2,0.4,16.92,5.67
(주)혜인,003010,2012/12,0,0,-900,131.03,-1.34,0,0,0.72,0.4,0,0
(주)혜인,003010,2013/12,0,0,-329,117.82,1.44,0,0,0.65,0.42,2.22,1.44
(주)혜인,003010,2014/12,245.48,0,40,144.34,4.89,121.02,91.58,0.55,0.42,0,0
(주)혜인,003010,2015/12,-53.73,0,-706,146.41,2.4,0,0,0.59,0.39,1.76,1.17
(주)혜인,003010,2016/12,11.74,0,64,150.24,2.58,86.17,49.14,0.69,0.39,0,0
(주)혜인,003010,2017/12,-30.49,412.64,327,136.91,1.6,21.79,11.14,0.86,0.44,0,0
(주)혜인,003010,2018/12,65.4,0,-41,140.22,2.89,0,0,1.49,0.46,48.25,14.88
(주)혜인,003010,2019/12,99.66,0,451,119.45,4.78,22.79,9.29,1.19,0.49,4.35,1.77
(주)혜인,003010,2020/12,-26.25,6.72,499,102.49,4.22,16.27,5.98,0.88,0.32,4.53,1.66
(주)혜인,003010,2021/12,2.4,5.63,533,81.86,4.55,19.2,10.69,1.05,0.59,4.6,2.56
(주)혜인,003010,2022/12,-71.44,0,-193,122.61,1.51,0,0,1.48,0.63,24.08,10.19
(주)호텔신라,008770,2003/12,26.2,54.89,258,34.56,5.57,,,,,,
(주)호텔신라,008770,2004/12,12.7,39.78,361,53.39,5.68,,,,,,
(주)호텔신라,008770,2005/12,26.68,49.64,541,48.43,6.91,,,,,,
(주)호텔신라,008770,2006/12,-20.62,-15.25,458,51.21,5.39,,,,,,
(주)호텔신라,008770,2007/12,-2.86,-4.01,439,47.47,4.75,86.18,30.75,3.08,1.1,51.68,18.44
(주)호텔신라,008770,2008/12,125.91,45.83,640,129.4,6.07,48.67,13.71,2.5,0.7,278.19,78.37
(주)호텔신라,008770,2009/12,1.9,26.22,806,103.81,4.46,27.32,15.5,1.67,0.94,12.84,7.29
(주)호텔신라,008770,2010/12,44.04,57.83,1270,101.24,5.37,26.89,15.17,2.34,1.32,24.07,13.58
(주)호텔신라,008770,2011/12,23.17,12.75,1425,130.02,5.44,29.02,15.35,2.91,1.54,96.18,50.87
(주)호텔신라,008770,2012/12,34.59,80.96,2576,124.6,5.9,23.59,15.27,3.69,2.39,16.7,10.81
(주)호텔신라,008770,2013/12,-31.55,-86.06,358,151.33,3.89,207.82,116.65,4.51,2.53,18.87,10.59
(주)호텔신라,008770,2014/12,97.4,697.96,2864,144.46,6.25,48.08,19.69,7.48,3.06,35.05,14.36
(주)호텔신라,008770,2015/12,-23.54,-27.76,2069,161.62,4.8,70.24,37.67,7.13,3.82,29.31,15.72
(주)호텔신라,008770,2016/12,-15.33,-50.31,1060,161.11,3.58,78.39,46.61,4.42,2.63,21.25,12.64
(주)호텔신라,008770,2017/12,-12.06,-44.77,589,187.47,2.96,161.98,75.35,4.94,2.3,14.12,6.57
(주)호텔신라,008770,2018/12,104.04,314.25,2445,159.96,5.57,57.03,29.6,6.51,3.38,56.4,29.27
(주)호텔신라,008770,2019/12,40.2,45.54,3558,213.27,6.23,35.03,20.57,5.12,3.01,12.94,7.6
(주)호텔신라,008770,2020/12,0,0,-7980,260.76,-6.25,0,0,7.12,3.89,0,0
(주)호텔신라,008770,2021/12,0,0,-257,278.48,2.68,0,0,7.58,5.15,0,0
(주)호텔신라,008770,2022/12,-60.16,0,-2264,361.18,0.85,0,0,7.34,5.19,39.43,27.85
(주)화승알앤에이,378850,2021/12,,,,,,,,,,,
(주)화승알앤에이,378850,2022/12,0,0,668,326.6,1.94,8.94,4.59,1.25,0.64,3.65,1.87
(주)화승엔터프라이즈,241590,2015/12,,,,,,,,,,,
(주)화승엔터프라이즈,241590,2016/12,0,0,1560,0.67,97.31,10.7,7.83,1.95,1.42,197.91,144.85
(주)화승엔터프라이즈,241590,2017/12,21.7,19.56,1493,5.03,97.19,18.19,8.86,2.95,1.43,0,0
(주)화승엔터프라이즈,241590,2018/12,-91.87,-92.66,50,12.96,72.96,593.97,191.62,9.16,2.95,0,0
(주)화승엔터프라이즈,241590,2019/12,71.3,100.47,100.7,17.64,72.69,176.68,83.18,5.27,2.48,0,0
(주)화승엔터프라이즈,241590,2020/12,-81.71,-92.87,7,10.13,27.46,2616.48,1078.6,3.25,1.34,482.98,199.1
(주)화승엔터프라이즈,241590,2021/12,63.43,985.49,78,8.84,36.6,284.1,156.48,3.8,2.1,346.19,190.68
(주)화승엔터프라이즈,241590,2022/12,106.57,128.01,178,5.89,54.69,98.76,48.96,2.94,1.46,37.67,18.67
(주)화승인더스트리,006060,2003/12,-3.55,-23.51,2122,90.3,8.21,,,,,,
(주)화승인더스트리,006060,2004/12,-17.61,20.55,2558,81.21,6.52,,,,,,
(주)화승인더스트리,006060,2005/12,-30.52,-20.8,2026,72.64,4.84,,,,,,
(주)화승인더스트리,006060,2006/12,-81.18,-82.3,359,90.4,0.88,,,,,,
(주)화승인더스트리,006060,2007/12,135.77,93.66,694,92.83,1.93,16.54,11.36,0.45,0.31,0,0
(주)화승인더스트리,006060,2008/12,449.28,331.42,2996,94.99,7.93,2.94,1.02,0.32,0.11,1.35,0.47
(주)화승인더스트리,006060,2009/12,23.03,-0.72,1844,69.46,8.36,7.2,2.36,0.53,0.17,3.01,0.99
(주)화승인더스트리,006060,2010/12,-38.99,-51.29,782,88.41,4.38,14.1,9.15,0.46,0.3,90.4,58.7
(주)화승인더스트리,006060,2011/12,9.63,58.45,124,129.33,4,8.74,5.5,0.47,0.3,0,0
(주)화승인더스트리,006060,2012/12,-27.37,-55.7,55,114.44,3.26,21.37,1.46,0.5,0.03,5.33,0.36
(주)화승인더스트리,006060,2013/12,0,0,-224,138.74,-0.95,0,0,0.61,0.35,0,0
(주)화승인더스트리,006060,2014/12,0,0,-13,183.95,-0.38,0,0,1.13,0.58,0,0
(주)화승인더스트리,006060,2015/12,0,0,392,171.57,2.22,20.28,2.42,4.45,0.53,22.3,2.66
(주)화승인더스트리,006060,2016/12,87.87,393.01,1933,117.09,3.17,6.04,2.99,3.21,1.59,59.36,29.42
(주)화승인더스트리,006060,2017/12,-17.2,-67.24,636,113.64,2.24,19.55,13.27,3.26,2.21,33.71,22.89
(주)화승인더스트리,006060,2018/12,-43.62,-33.39,423,128.59,1.52,25.65,13.72,4.42,2.36,371.15,198.52
(주)화승인더스트리,006060,2019/12,105.74,-21.35,338,125.58,2.42,37.01,16.44,4.39,1.95,30.41,13.51
(주)화승인더스트리,006060,2020/12,-17.48,-14.49,291,105.39,2.25,48.6,20.15,4.96,2.06,35.3,14.63
(주)화승인더스트리,006060,2021/12,-13.55,-0.37,294,102.23,2.17,33.97,18.48,3.38,1.84,31.87,17.34
(주)화승인더스트리,006060,2022/12,55.52,44.36,438,94.69,2.28,15.42,9,2.25,1.31,13.69,8
(주)화승코퍼레이션,013520,2003/12,-30.26,-70,595,112.87,2.53,,,,,,
(주)화승코퍼레이션,013520,2004/12,-6.21,455.17,3304,123.56,1.88,,,,,,
(주)화승코퍼레이션,013520,2005/12,112.17,-59.4,1252,134.75,3.15,,,,,,
(주)화승코퍼레이션,013520,2006/12,-30.03,-69.04,378,175.19,1.92,,,,,,
(주)화승코퍼레이션,013520,2007/12,-39.22,410.92,1782,137.41,1.31,12.14,5.84,0.92,0.44,10.88,5.24
(주)화승코퍼레이션,013520,2008/12,13.33,0,-984,129.14,1.71,0,0,0.5,0.15,0,0
(주)화승코퍼레이션,013520,2009/12,37.08,0,2537,116.63,2.46,4.26,1.9,0.34,0.15,4.94,2.2
(주)화승코퍼레이션,013520,2010/12,89.57,-64.79,893,140.61,3.4,41.56,7.68,1.05,0.19,15.93,2.94
(주)화승코퍼레이션,013520,2011/12,-29.78,79.36,1602,153.16,1.95,19.72,8.69,0.87,0.38,12.77,5.63
(주)화승코퍼레이션,013520,2012/12,42.44,-34.67,1047,151.26,2.65,18.38,10.56,0.52,0.3,0,0
(주)화승코퍼레이션,013520,2013/12,3.55,-68.14,334,173.53,2.77,63.21,34.61,0.57,0.31,6.39,3.5
(주)화승코퍼레이션,013520,2014/12,-20.62,666.78,2558,197.23,2.17,16.27,6.19,1.21,0.46,16.32,6.2
(주)화승코퍼레이션,013520,2015/12,22.1,404.06,12892,166.97,2.6,4.31,2.29,1.23,0.65,6.81,3.62
(주)화승코퍼레이션,013520,2016/12,-2.53,-25.14,9652,148.44,2.27,5.45,3.56,0.98,0.64,6.03,3.94
(주)화승코퍼레이션,013520,2017/12,-83.09,0,-615,162.92,0.4,0,0,1.07,0.05,10.33,0.49
(주)화승코퍼레이션,013520,2018/12,300.1,0,-534,201.88,1.59,0,0,0.94,0.47,0,0
(주)화승코퍼레이션,013520,2019/12,47.05,0,336,167.4,2.28,7.58,5.36,0.64,0.45,3.6,2.54
(주)화승코퍼레이션,013520,2020/12,0,0,-531,215.85,-2.26,0,0,0.76,0.34,6.15,2.74
(주)화승코퍼레이션,013520,2021/12,0,0,-781,91.71,-57.37,0,0,1.52,0.63,0,0
