회사명,거래소코드,회계년도,영업이익증가율,순이익증가율,EPS(Earning Per Share)(원),부채비율,매출액영업이익률,PER(Price earnings ratio)(최고),PER(Price earnings ratio)(최저),PBR(Price book-value ratio)(최고),PBR(Price book-value ratio)(최저),PCR(Price cash-flow ratio)(최고),PCR(Price cash-flow ratio)(최저)
(주)DB하이텍,000990,2003/12,-21.03,-19.97,1363,173.16,5.21,,,,,,
(주)DB하이텍,000990,2004/12,116.51,213.98,4280,160.59,8.39,,,,,,
(주)DB하이텍,000990,2005/12,-63.29,-72.6,1180,180.68,2.86,,,,,,
(주)DB하이텍,000990,2006/12,-37.29,-81.32,221,166.92,1.92,,,,,,
(주)DB하이텍,000990,2007/12,0,0,-682,263.15,-1.11,0,0,1.22,0.44,0,0
(주)DB하이텍,000990,2008/12,0,0,-8646,287.47,-6.57,0,0,0.67,0.15,0,0
(주)DB하이텍,000990,2009/12,0,0,-5361,288.09,-11.31,0,0,0.81,0.2,5.02,1.24
(주)DB하이텍,000990,2010/12,0,0,-1753,217.19,-47.41,0,0,1.39,0.58,0,0
(주)DB하이텍,000990,2011/12,0,0,-2414,305.87,-6.64,0,0,3.66,1.21,13.09,4.32
(주)DB하이텍,000990,2012/12,0,0,-799,318.52,-2.47,0,0,2.49,1.35,7.23,3.92
(주)DB하이텍,000990,2013/12,0,0,-1823,431.96,-1.9,0,0,3.25,1.79,14.01,7.73
(주)DB하이텍,000990,2014/12,0,0,-1450,636.17,7.98,0,0,5.25,2.02,8.22,3.17
(주)DB하이텍,000990,2015/12,174.49,0,3131,262.19,18.66,6.74,1.47,3.53,0.77,5.71,1.25
(주)DB하이텍,000990,2016/12,38.12,-30.96,2034,176.13,22.22,10.6,5.92,2.75,1.54,3.78,2.11
(주)DB하이텍,000990,2017/12,-17.13,-15.45,1719,121.4,20.94,14.03,6.76,2.58,1.24,5.73,2.76
(주)DB하이텍,000990,2018/12,-20.7,27.8,2192,93.66,16.87,9.74,4.68,1.84,0.88,5.07,2.44
(주)DB하이텍,000990,2019/12,60.48,27.42,2790,68.82,22.44,10.6,3.67,2.12,0.73,7.99,2.76
(주)DB하이텍,000990,2020/12,32.03,36.73,3814,48.29,25.56,14.05,3.9,3.07,0.85,7.5,2.08
(주)DB하이텍,000990,2021/12,66.79,91.31,7293,39.99,32.84,11.12,6.84,3.3,2.03,9.01,5.54
(주)DB하이텍,000990,2022/12,92.65,76.24,12852,29.48,45.88,6.81,2.77,2.43,0.99,5.22,2.13
(주)HJ중공업,097230,2007/12,,,,,,,,,,,
(주)HJ중공업,097230,2008/12,0,0,1331,196.27,13.26,54.78,8.64,1.65,0.26,0,0
(주)HJ중공업,097230,2009/12,-9.69,-17.61,1086,231.29,14.28,39.7,18.84,1,0.47,0,0
(주)HJ중공업,097230,2010/12,-56.3,0,-1083,211.25,7.31,0,0,1.12,0.47,8.91,3.7
(주)HJ중공업,097230,2011/12,-80.92,0,-2409,212.4,1.66,0,0,1.13,0.38,0,0
(주)HJ중공업,097230,2012/12,-25.61,0,271,218.65,1.44,88.04,39.68,0.62,0.28,0,0
(주)HJ중공업,097230,2013/12,0,0,-3299,223.6,-5.66,0,0,0.52,0.26,0,0
(주)HJ중공업,097230,2014/12,0,0,-2771,210.45,-5.91,0,0,0.68,0.2,0,0
(주)HJ중공업,097230,2015/12,0,0,-2544,236.72,-4.79,0,0,0.55,0.26,6.86,3.27
(주)HJ중공업,097230,2016/12,0,0,-3215,333.73,2.56,0,0,0.55,0.33,6.28,3.81
(주)HJ중공업,097230,2017/12,75.76,0,-2820,487.9,4.99,0,0,0.99,0.54,1.5,0.82
(주)HJ중공업,097230,2018/12,0,0,-9087,0,-3.77,0,0,0,0,2.34,0.95
(주)HJ중공업,097230,2019/12,0,0,-1249,897.14,4.79,0,0,3.63,0.32,6.32,0.56
(주)HJ중공업,097230,2020/12,-33.7,0,919,583.21,3.01,11.15,3.91,2.68,0.94,3.38,1.18
(주)HJ중공업,097230,2021/12,0,0,-1681,450.92,-6.4,0,0,2.03,1.3,0,0
(주)HJ중공업,097230,2022/12,0,0,-603,565.7,0.36,0,0,1.84,0.7,8.4,3.22
(주)MH에탄올,023150,2003/12,63.95,228,3926,44.83,21.12,,,,,,
(주)MH에탄올,023150,2004/12,19.63,43.22,5622,44.12,22.51,,,,,,
(주)MH에탄올,023150,2005/12,-33.21,-24.66,468,44.76,13.89,,,,,,
(주)MH에탄올,023150,2006/12,-11.65,-50.07,266,64.31,11.3,,,,,,
(주)MH에탄올,023150,2007/12,64.41,86.02,496,71.65,18.07,19.13,7.83,2.01,0.82,22.49,9.21
(주)MH에탄올,023150,2008/12,-3.2,0,-923,151,16.27,0,0,1.87,0.8,5.98,2.56
(주)MH에탄올,023150,2009/12,5.92,0,188,146.41,16.98,40.34,26.84,1.19,0.79,9.04,6.02
(주)MH에탄올,023150,2010/12,-1.89,0,-173,169.15,16.86,0,0,0.96,0.43,14.7,6.59
(주)MH에탄올,023150,2011/12,-5.52,0,479,142.03,15.96,8.42,3.75,0.54,0.24,6.71,2.99
(주)MH에탄올,023150,2012/12,-5.47,-23.28,367,137.09,14.33,16.3,7.08,0.77,0.33,15.03,6.53
(주)MH에탄올,023150,2013/12,48.04,0,-1661,160.02,20.84,0,0,0.68,0.45,5.15,3.44
(주)MH에탄올,023150,2014/12,-9.36,0,640,62.36,17.86,17.89,4.54,1.78,0.45,16.12,4.09
(주)MH에탄올,023150,2015/12,26.84,67.7,1059,36.69,22.02,16.01,6.76,2.42,1.02,9.28,3.92
(주)MH에탄올,023150,2016/12,7.06,5.04,1128,13.86,24.29,7.94,5.99,1.14,0.86,5.28,3.98
(주)MH에탄올,023150,2017/12,-11.99,-27.43,824,66.06,21.65,10.39,7.36,1.06,0.75,5.7,4.04
(주)MH에탄올,023150,2018/12,-13.63,11.02,955,60.15,19.23,7.8,5.07,0.83,0.54,7.67,4.98
(주)MH에탄올,023150,2019/12,-13.29,0,-752,69.91,16.66,0,0,0.98,0.76,8.03,6.25
(주)MH에탄올,023150,2020/12,5.24,0,178,69.27,16.07,87.73,37.65,2,0.86,13.28,5.7
(주)MH에탄올,023150,2021/12,-55.39,327.07,759,70.07,8.01,29.13,11.35,2.84,1.11,70.86,27.62
(주)MH에탄올,023150,2022/12,-84.07,15.11,873,76.34,1.14,17.72,9.28,1.81,0.95,0,0
(주)SH에너지화학,002360,2003/06,5.52,0,-251,185.59,10.26,,,,,,
(주)SH에너지화학,002360,2004/06,-86.24,0,-884,205.08,1.34,,,,,,
(주)SH에너지화학,002360,2005/06,82.51,0,-712,55.39,1.96,,,,,,
(주)SH에너지화학,002360,2006/12,0,0,-178,47.81,0.53,,,,,,
(주)SH에너지화학,002360,2007/12,305.27,0,256,48.74,2,44.37,16.49,1.91,0.71,89.72,33.35
(주)SH에너지화학,002360,2008/12,-62.3,0,-104,44.62,0.73,0,0,15.04,0.56,155.52,5.78
(주)SH에너지화학,002360,2009/12,483.14,0,41,42.64,4.34,21.02,8.78,1.37,0.57,18.83,7.87
(주)SH에너지화학,002360,2010/12,-42.2,0,-34,42.68,2.28,0,0,1.09,0.65,162.47,97.75
(주)SH에너지화학,002360,2011/12,28.19,0,29,58.74,2.54,14.66,8.42,0.73,0.42,6.63,3.81
(주)SH에너지화학,002360,2012/12,-34.6,-65.88,10,57.95,1.5,162.25,31.83,2.74,0.54,481.86,94.54
(주)SH에너지화학,002360,2013/12,150.58,348.43,44,57.61,3.13,32.02,16.07,2.32,1.16,20.67,10.37
(주)SH에너지화학,002360,2014/12,181.47,221.57,140,30.81,8.93,15.13,5.05,3.07,1.02,9.73,3.25
(주)SH에너지화학,002360,2015/12,12.95,-18.82,114,25.69,10.71,22.07,10.6,3.3,1.59,11.36,5.45
(주)SH에너지화학,002360,2016/12,3.06,39.04,159,19.28,11.01,13.72,7.21,2.52,1.32,20.82,10.94
(주)SH에너지화학,002360,2017/12,-44.11,-49.33,80,16.59,7.14,22.84,16.66,2.03,1.48,12.48,9.11
(주)SH에너지화학,002360,2018/12,-78.68,-68.93,25,16.17,1.56,74.92,32.62,2.06,0.9,48.38,21.06
(주)SH에너지화학,002360,2019/12,0,0,-28.5,24.38,-1.71,0,0,1.75,1.02,11.61,6.75
(주)SH에너지화학,002360,2020/12,0,0,-65.4,29.79,-7.78,0,0,2.17,0.62,51.03,14.66
(주)SH에너지화학,002360,2021/12,0,0,6.9,29.78,0.52,213.18,122.6,1.79,1.03,0,0
(주)SH에너지화학,002360,2022/12,-23.94,63.47,11.2,33.11,0.34,160.64,74.09,2.17,1,0,0
(주)SIMPAC,009160,2003/12,62.98,3120.36,1366,159.28,7.09,,,,,,
(주)SIMPAC,009160,2004/12,4.82,53.37,218,121.51,6.88,,,,,,
(주)SIMPAC,009160,2005/12,25.16,39.36,343,118.94,8.01,,,,,,
(주)SIMPAC,009160,2006/12,66.02,14.36,371,97.48,11.16,,,,,,
(주)SIMPAC,009160,2007/12,-2.07,41.49,519,82.7,10.57,8.97,3.6,1.64,0.66,9.37,3.76
(주)SIMPAC,009160,2008/12,-23.8,108.08,1024,79.16,6.77,7.19,1.53,2.03,0.43,37.16,7.91
(주)SIMPAC,009160,2009/12,31.92,-46.32,555,69.88,9.6,7.99,4.54,1.07,0.61,8.5,4.83
(주)SIMPAC,009160,2010/12,98.09,46.95,761,90.06,12.9,7.5,3.77,1.19,0.6,6.51,3.27
(주)SIMPAC,009160,2011/12,24.07,5.34,785,90.56,13.52,11.05,5.59,1.54,0.78,12.88,6.52
(주)SIMPAC,009160,2012/12,-12.46,6.23,833,72.84,11.31,10.55,5.98,1.37,0.77,18.3,10.37
(주)SIMPAC,009160,2013/12,-6.2,-14.75,711,76.77,11.61,11.59,7.92,1.14,0.78,19,12.99
(주)SIMPAC,009160,2014/12,-21.08,-46.77,378,61.51,8.24,21.72,14.17,1.11,0.72,7.64,4.98
(주)SIMPAC,009160,2015/12,26.12,90.33,719,67.82,11.09,11.96,6.98,1.08,0.63,22.18,12.95
(주)SIMPAC,009160,2016/12,-9.41,-15.45,613,59.96,9.92,10.51,7.61,0.77,0.56,5.67,4.1
(주)SIMPAC,009160,2017/12,-34.73,-56.62,282,53.28,6.88,21.2,16.19,0.68,0.52,0,0
(주)SIMPAC,009160,2018/12,-48.35,774.43,1513,52.83,2.68,2.44,0.93,0.38,0.14,4.19,1.6
(주)SIMPAC,009160,2019/12,16.94,-81.55,190,45.2,2.15,23.11,13.08,0.64,0.36,5.89,3.33
(주)SIMPAC,009160,2020/12,-18.28,128.57,452,51.22,2.53,7.45,4.14,0.46,0.25,451.62,251.07
(주)SIMPAC,009160,2021/12,1062.71,148.33,1165,62.24,16.33,9.89,2.45,1.36,0.34,14.08,3.49
(주)SIMPAC,009160,2022/12,8.59,-27.24,862,51.63,17.26,12.87,6.07,1.21,0.57,26.7,12.6
(주)SNT에너지,100840,2008/12,,,,,,,,,,,
(주)SNT에너지,100840,2009/12,0,0,5273,72.09,24.09,7.7,2.42,1.64,0.51,7.9,2.48
(주)SNT에너지,100840,2010/12,-81.95,-92.16,420,51.48,3.72,104.32,41.62,1.82,0.72,0,0
(주)SNT에너지,100840,2011/12,0,0,-648,72.18,-3.44,0,0,0.99,0.54,0,0
(주)SNT에너지,100840,2012/12,0,0,1298,59.73,6.56,19.06,11.03,0.97,0.56,6.5,3.76
(주)SNT에너지,100840,2013/12,11.05,78.15,2285,57.28,8.37,9.04,6.39,0.76,0.54,7.27,5.14
(주)SNT에너지,100840,2014/12,-18.01,-30.42,1590,46.6,5.68,11.57,9.28,0.65,0.52,0,0
(주)SNT에너지,100840,2015/12,146.18,139.96,3815,36.64,13.04,8.58,3.96,1.03,0.48,105.23,48.52
(주)SNT에너지,100840,2016/12,-96.48,-93.86,234,51.45,0.47,126.99,71.71,0.93,0.52,6.02,3.4
(주)SNT에너지,100840,2017/12,1506.66,176.05,647,28.42,10.43,32.32,20.87,0.64,0.41,0,0
(주)SNT에너지,100840,2018/12,0,-60.16,257,21.5,-1.36,68.56,41.57,0.55,0.33,8.67,5.26
(주)SNT에너지,100840,2019/12,0,698.64,2027,34.96,7.24,10.43,5.41,0.64,0.33,0,0
(주)SNT에너지,100840,2020/12,54.72,-35.47,1360,40.37,9.88,15.88,8.18,0.64,0.33,2.25,1.16
(주)SNT에너지,100840,2021/12,-39.64,37.53,2025,31.22,8.29,16.42,8.76,0.88,0.47,7.6,4.05
(주)SNT에너지,100840,2022/12,-83.32,-49.67,988,56.02,1.25,31.13,16.14,0.84,0.44,10.48,5.43
(주)SNT홀딩스,036530,2003/12,-72.98,-23.35,2142,39.54,13.89,,,,,,
(주)SNT홀딩스,036530,2004/12,17.42,2.37,2193,42.66,12.92,,,,,,
(주)SNT홀딩스,036530,2005/12,8.75,8.45,2378,38.41,10.44,,,,,,
(주)SNT홀딩스,036530,2006/12,33.29,20.5,2866,38.07,10.02,,,,,,
(주)SNT홀딩스,036530,2007/12,44.12,-18.19,1705,33.34,11.06,37.22,12.25,2.96,0.97,0,0
(주)SNT홀딩스,036530,2008/12,-15.8,20.13,2000,9.59,44.29,18.43,1.93,1.06,0.11,34.65,3.62
(주)SNT홀딩스,036530,2009/12,47.1,-18.98,1117,10.12,67.9,14.95,4.55,0.71,0.22,88.59,26.95
(주)SNT홀딩스,036530,2010/12,46.6,88.29,2103,8.79,90.41,8.85,5.33,0.74,0.44,287.9,173.36
(주)SNT홀딩스,036530,2011/12,-97.95,-82.11,385,0.07,28.62,42.29,26.03,0.64,0.39,26.08,16.05
(주)SNT홀딩스,036530,2012/12,936.2,56.27,619,0.09,76.8,23.68,14.51,0.56,0.34,24.61,15.08
(주)SNT홀딩스,036530,2013/12,3.4,-11.02,543,0.12,78.44,37.69,17.76,0.77,0.36,37.92,17.86
(주)SNT홀딩스,036530,2014/12,-13.83,-14.05,462,0.1,77.46,47.42,31.29,0.83,0.55,47.73,31.49
(주)SNT홀딩스,036530,2015/12,12.63,302.89,1811,2.05,79.29,17.69,10.55,1.18,0.7,61.71,36.79
(주)SNT홀딩스,036530,2016/12,19.05,-75.07,438,0.07,81.48,70.43,32.7,1.16,0.54,640.17,297.22
(주)SNT홀딩스,036530,2017/12,-32.48,-39.73,264,0.07,72.82,69.81,54.44,0.69,0.54,47.1,36.73
(주)SNT홀딩스,036530,2018/12,-0.18,49.03,386,0.05,73.94,41.82,28.32,0.62,0.42,38.86,26.31
(주)SNT홀딩스,036530,2019/12,66.76,48.67,602,0.06,81.62,29.1,20.64,0.66,0.47,26.64,18.89
(주)SNT홀딩스,036530,2020/12,155.5,148.28,1543,0.07,90.77,11.93,7.14,0.66,0.39,11.95,7.15
(주)SNT홀딩스,036530,2021/12,-28.17,-27.93,1141,0.16,87.32,23.61,14.19,0.93,0.56,23.29,14.01
(주)SNT홀딩스,036530,2022/12,13.57,15.03,1316,0.2,88.5,18.68,11.4,0.83,0.51,18.52,11.3
(주)STX,011810,2003/12,-11.6,-82.99,397,245.55,3.2,,,,,,
(주)STX,011810,2004/12,-16.04,151.65,643,152.96,3.79,,,,,,
(주)STX,011810,2005/12,130.94,40.73,943,181.12,4.39,,,,,,
(주)STX,011810,2006/12,78.77,24.99,1099,221.34,5.48,,,,,,
(주)STX,011810,2007/12,160.99,182.72,2456,210.37,10.76,64.12,6.91,13.24,1.43,0,0
(주)STX,011810,2008/12,-45.49,-71.97,648,134.54,3.04,133.91,20.52,3.39,0.52,0,0
(주)STX,011810,2009/12,0,0,-4312,198.73,-4.29,0,0,1.7,0.67,20.43,8.07
(주)STX,011810,2010/12,0,0,401,223.88,2.64,88.98,38.19,2.01,0.86,0,0
(주)STX,011810,2011/12,-27.84,327.27,1557,183.54,1.48,23.98,7.34,1.78,0.55,0,0
(주)STX,011810,2012/12,-71.26,0,-408,187.21,0.43,0,0,0.94,0.41,6.51,2.82
(주)STX,011810,2013/12,0,0,-27673,0,-3.55,0,0,0,0,6.13,0.77
(주)STX,011810,2014/12,0,0,13720,1850,1.81,4.25,0.25,28.64,1.7,0,0
(주)STX,011810,2015/12,0,0,-1791,1362.39,-1.2,0,0,3.09,0.17,7.19,0.39
(주)STX,011810,2016/12,0,0,-14556,0,-7.22,0,0,0,0,4.4,1.09
(주)STX,011810,2017/12,0,0,21097,1063.93,1.89,11.28,0.79,89.15,6.26,40.4,2.84
(주)STX,011810,2018/12,0,-98.51,260,618.11,-0.52,142.82,40.18,11.95,3.36,0,0
(주)STX,011810,2019/12,0,0,-1884,814.2,-1.11,0,0,7.88,2.79,30.55,10.84
(주)STX,011810,2020/12,0,0,-841,1303.36,-0.94,0,0,7.04,3.34,2.57,1.22
(주)STX,011810,2021/12,0,0,-733,547.76,1.19,0,0,6.68,1.51,0,0
(주)STX,011810,2022/12,-74.42,0,-541,784.41,0.22,0,0,5.85,2.05,0,0
(주)TCC스틸,002710,2003/12,76.1,100.78,4212,90.42,4.94,,,,,,
(주)TCC스틸,002710,2004/12,-15.92,70.1,7293,94.42,3.48,,,,,,
(주)TCC스틸,002710,2005/12,11.11,-52.42,3515,96.51,3.74,,,,,,
(주)TCC스틸,002710,2006/12,0,-6.56,3127,89.7,-0.37,,,,,,
(주)TCC스틸,002710,2007/12,0,-84.83,457,101.46,2.86,80.81,40.53,0.6,0.3,0,0
(주)TCC스틸,002710,2008/12,579.55,-42.26,249,106.44,12.75,127.12,40.23,0.55,0.17,1.57,0.5
(주)TCC스틸,002710,2009/12,-69.69,1926.8,935,75.47,4.6,26.44,4.87,2.11,0.39,8.44,1.55
(주)TCC스틸,002710,2010/12,1.67,-10.37,815,92.72,3.89,8.46,5.37,0.59,0.37,0,0
(주)TCC스틸,002710,2011/12,-20.19,-36.57,468,98.3,2.8,19.99,9.84,0.69,0.34,0,0
(주)TCC스틸,002710,2012/12,-8.68,-38.4,269,109.12,2.65,23.68,17.1,0.49,0.35,9.16,6.61
(주)TCC스틸,002710,2013/12,-28.5,-90.69,24,111.44,1.99,214.56,149.32,0.41,0.28,3.96,2.76
(주)TCC스틸,002710,2014/12,30.19,161.02,58,119.57,2.71,73.48,47.94,0.37,0.24,5.42,3.53
(주)TCC스틸,002710,2015/12,34.06,0,-6539,331.91,4.16,0,0,0.98,0.49,2,0.99
(주)TCC스틸,002710,2016/12,-8.78,0,737,170.86,4.19,4.91,2.67,0.85,0.46,0,0
(주)TCC스틸,002710,2017/12,-49.14,0,-111,177.7,2.03,0,0,0.71,0.47,0,0
(주)TCC스틸,002710,2018/12,141.22,0,360,172.63,4.64,7.99,4.81,0.64,0.39,4.33,2.61
(주)TCC스틸,002710,2019/12,-22.38,-73.61,94,177.19,3.73,34.42,21.21,0.73,0.45,0,0
(주)TCC스틸,002710,2020/12,-80.93,0,-143,165.86,0.75,0,0,1.51,0.25,0,0
(주)TCC스틸,002710,2021/12,859.31,0,1248,142.17,5.68,8.64,2.92,2.08,0.7,38.63,13.06
(주)TCC스틸,002710,2022/12,85.29,-19.89,979,149.87,8.14,16.12,8.29,2.24,1.15,0,0
(주)강원랜드,035250,2003/12,10.99,3.92,1152,25.64,48.9,,,,,,
(주)강원랜드,035250,2004/12,14.93,18.09,1273,23.52,49.8,,,,,,
(주)강원랜드,035250,2005/12,9.51,10.27,1408,21.08,49.2,,,,,,
(주)강원랜드,035250,2006/12,-21.74,-17.1,1171,23.77,37.51,,,,,,
(주)강원랜드,035250,2007/12,28.21,18.09,1383,28.85,39.21,20.61,11.84,4.2,2.41,13.92,8
(주)강원랜드,035250,2008/12,12.58,5.63,1472,27.28,40.96,17.33,6.3,3.61,1.31,14.11,5.13
(주)강원랜드,035250,2009/12,-1.22,26.11,1902,26.29,38.54,9.87,5.98,2.27,1.37,7.83,4.74
(주)강원랜드,035250,2010/12,22.83,8.15,2066,24.21,43.48,15.93,7.66,3.53,1.7,13.67,6.57
(주)강원랜드,035250,2011/12,-12.19,-6.73,1935,19.84,39.69,17.32,12.62,3.25,2.37,15.89,11.57
(주)강원랜드,035250,2012/12,-16.91,-24.63,1461,22.33,32.24,23.02,16.09,3.06,2.14,14.89,10.41
(주)강원랜드,035250,2013/12,-4.37,-1.14,1446,23.04,29.37,27,18.79,3.33,2.32,18.32,12.75
(주)강원랜드,035250,2014/12,32.05,24.11,1795,24.46,35.27,21.64,16.41,3.09,2.35,15.24,11.55
(주)강원랜드,035250,2015/12,14.74,18.32,2123,23.04,37.03,22.81,14.81,3.51,2.28,16.88,10.96
(주)강원랜드,035250,2016/12,3.48,5.7,2244,22.23,36.88,20.97,16.62,3.13,2.48,15.88,12.59
(주)강원랜드,035250,2017/12,-14.25,-3.93,2156,19.47,33.43,19.36,15.86,2.56,2.1,18.16,14.88
(주)강원랜드,035250,2018/12,-18.84,-31.98,1467,17.93,30.28,24.65,18.2,2.15,1.59,20.02,14.79
(주)강원랜드,035250,2019/12,15.61,12.88,1655,19.31,33.13,22.02,17.63,2.09,1.67,18.07,14.46
(주)강원랜드,035250,2020/12,0,0,-1375,12.06,-90.24,0,0,1.96,1.06,0,0
(주)강원랜드,035250,2021/12,0,0,-59,17.49,-6.71,0,0,1.95,1.43,29.49,21.53
(주)강원랜드,035250,2022/12,0,0,572,21.86,17.17,52.89,41.72,1.84,1.45,14.6,11.52
(주)갤럭시아에스엠,011420,2003/12,0,0,-1118,305.85,1.46,,,,,,
(주)갤럭시아에스엠,011420,2004/12,0,0,72,134.28,-39.06,,,,,,
(주)갤럭시아에스엠,011420,2005/12,0,0,-1595,215.18,-9.22,,,,,,
(주)갤럭시아에스엠,011420,2006/12,0,0,-1784,0,1.27,,,,,,
(주)갤럭시아에스엠,011420,2007/12,987.27,0,226,434.08,14.02,41.99,25.55,0,0,10617.96,6461.14
(주)갤럭시아에스엠,011420,2008/12,1.82,0,-186,180.38,12.1,0,0,41.51,7.41,33.05,5.9
(주)갤럭시아에스엠,011420,2009/12,-66.94,0,101,103.49,4.55,38.53,15.93,5.64,2.33,0,0
(주)갤럭시아에스엠,011420,2010/12,72.83,-77.76,22,60.48,8.82,242.44,76.29,8.31,2.61,0,0
(주)갤럭시아에스엠,011420,2011/12,-24.84,580.28,153,65.9,8.86,21.94,9.15,5.08,2.12,16.63,6.94
(주)갤럭시아에스엠,011420,2012/12,-43.51,-92.54,11,59.7,4.28,267.41,127.13,3.12,1.48,23.05,10.96
(주)갤럭시아에스엠,011420,2013/12,-59.2,0,-72,52,2.11,0,0,2.44,1.58,0,0
(주)갤럭시아에스엠,011420,2014/12,0,0,-47,73.18,-1.55,0,0,3.78,1.6,0,0
(주)갤럭시아에스엠,011420,2015/12,0,0,117,32.63,4.8,41.12,13.89,2.23,0.75,35.22,11.9
(주)갤럭시아에스엠,011420,2016/12,0,0,-57,24.48,-7.06,0,0,2.34,1.03,0,0
(주)갤럭시아에스엠,011420,2017/12,0,0,-214,20.9,-9.02,0,0,2.63,1.43,0,0
(주)갤럭시아에스엠,011420,2018/12,0,0,-569,24.41,-30.36,0,0,3.72,1.31,0,0
(주)갤럭시아에스엠,011420,2019/12,0,0,-50,29.56,-2.7,0,0,4.85,1.92,120.21,47.75
(주)갤럭시아에스엠,011420,2020/12,0,0,36,37.82,7.04,63.84,19.4,3.24,0.98,21.89,6.65
(주)갤럭시아에스엠,011420,2021/12,151.06,274.19,134,23.75,11.95,28.25,10.44,3.28,1.21,64.52,23.84
(주)갤럭시아에스엠,011420,2022/12,20.92,25.3,167,73.59,13.87,18.57,8.81,2.68,1.27,98.29,46.62
(주)경농,002100,2003/12,-49.66,-91.78,270,73.83,5.18,,,,,,
(주)경농,002100,2004/12,79.72,823.8,2526,59.48,8.79,,,,,,
(주)경농,002100,2005/12,62.31,95.11,1010,60.25,13.57,,,,,,
(주)경농,002100,2006/12,18.95,48.05,1509,56.58,15.65,,,,,,
(주)경농,002100,2007/12,3.38,12.89,858,44.28,15.32,10.97,5.39,1.37,0.68,7.13,3.5
(주)경농,002100,2008/12,-30.43,-22.93,663,45.75,9.77,13.03,3.66,1.12,0.31,7.66,2.15
(주)경농,002100,2009/12,22.16,45.02,970,35.14,11.21,6.27,3.88,0.73,0.45,0,0
(주)경농,002100,2010/12,-16.37,-44.57,538,31.64,9.82,11.85,7.93,0.73,0.49,4.5,3.01
(주)경농,002100,2011/12,-45.63,-66.08,182,21.04,6.33,29.5,18.43,0.66,0.41,6.52,4.07
(주)경농,002100,2012/12,83.23,108.93,381,34.3,10.68,11.95,9.27,0.53,0.41,6.54,5.08
(주)경농,002100,2013/12,17.23,108.68,795,32.14,11.78,6.62,4.92,0.58,0.43,5.56,4.13
(주)경농,002100,2014/12,-14.42,-32.58,535,36.61,10.41,15.35,8.18,0.88,0.47,10,5.33
(주)경농,002100,2015/12,-35.02,-30.01,364,53.19,6.63,20.83,15.54,0.82,0.61,0,0
(주)경농,002100,2016/12,-20.79,-11.06,323,50.87,5.05,30.33,17.85,1.04,0.61,20.16,11.87
(주)경농,002100,2017/12,25.65,99.95,646,47.01,6.34,12.76,10.23,0.85,0.68,10.23,8.2
(주)경농,002100,2018/12,67.19,-16.69,538,52.37,10.38,36.55,12.7,1.97,0.68,75.99,26.41
(주)경농,002100,2019/12,-22.6,-26.54,395,55.69,7.76,74.8,30.72,2.89,1.19,120.26,49.39
(주)경농,002100,2020/12,0.91,48.11,585,51.62,7.16,41.06,11.95,2.27,0.66,50.32,14.64
(주)경농,002100,2021/12,24.09,134,1370,46.13,8.42,15.53,8.43,1.86,1.01,17.94,9.73
(주)경농,002100,2022/12,82.29,-23.6,1047,51.44,13.24,15.87,8.92,1.38,0.77,11.19,6.29
(주)경동나비엔,009450,2003/12,-63.07,-45.24,4148,48.1,3.77,,,,,,
(주)경동나비엔,009450,2004/12,-34.79,-41.81,2462,47.52,2.7,,,,,,
(주)경동나비엔,009450,2005/12,-47.02,-8.24,2246,44.55,1.45,,,,,,
(주)경동나비엔,009450,2006/12,-5.76,20.34,2656,46.86,1.28,,,,,,
(주)경동나비엔,009450,2007/12,-37.33,27.75,3393,41.16,0.83,8.65,6.16,0.53,0.38,0,0
(주)경동나비엔,009450,2008/12,228.32,1.19,3373,36.37,2.34,10.54,4.35,0.59,0.24,56.6,23.35
(주)경동나비엔,009450,2009/12,32.58,-52.24,1604,43.16,2.73,32.23,10.29,0.87,0.28,5.64,1.8
(주)경동나비엔,009450,2010/12,28.61,107.78,3102,43.04,2.94,12.29,8.36,0.63,0.43,5.37,3.65
(주)경동나비엔,009450,2011/12,32.63,23,751,56.61,3.41,45.86,5.89,3.2,0.41,34.95,4.49
(주)경동나비엔,009450,2012/12,6.72,-2.44,730,67.3,3.4,18.25,7.47,1.17,0.48,7.46,3.05
(주)경동나비엔,009450,2013/12,27.65,0.4,732,86.68,3.98,28.92,14.46,1.75,0.87,13.24,6.62
(주)경동나비엔,009450,2014/12,8.66,-1.83,719,97.1,4.21,45.87,23.71,2.62,1.35,0,0
(주)경동나비엔,009450,2015/12,29.36,112.73,1530,75.4,4.64,27.79,14.37,3.04,1.57,14.7,7.6
(주)경동나비엔,009450,2016/12,75.83,48.21,2268,65.39,7.23,28.92,11.77,4.13,1.68,15.17,6.17
(주)경동나비엔,009450,2017/12,-12.45,-43.11,1291,76.28,5.62,43.09,23.81,3.32,1.83,52.17,28.83
(주)경동나비엔,009450,2018/12,-8.38,40.06,1808,83.28,4.75,40.92,19.43,4.09,1.94,0,0
(주)경동나비엔,009450,2019/12,33.63,-10.27,1622,81.34,5.98,38.7,20.22,3.27,1.71,20.77,10.85
(주)경동나비엔,009450,2020/12,15.97,-7.75,1479,90.27,6.09,41.68,17.57,2.95,1.24,14.47,6.1
(주)경동나비엔,009450,2021/12,1.73,229.72,4554,84.94,4.86,17.21,10.21,3.13,1.86,15.76,9.35
