,종목코드,종목명,회계년도,종가
11,5490,POSCO,2016/06,201500
12,270,기아차,2016/06,43200
13,51900,LG생활건강,2016/06,1117000
14,17670,SK텔레콤,2016/06,215500
15,51910,LG화학,2016/06,260000
16,34730,SK,2016/06,202500
17,2790,아모레G,2016/06,167500
18,96770,SK이노베이션,2016/06,140500
19,105560,KB금융,2016/06,32600
20,810,삼성화재,2016/06,263500
21,18260,삼성에스디에스,2016/06,143500
22,3550,LG,2016/06,63700
23,11170,롯데케미칼,2016/06,283000
24,10130,고려아연,2016/06,508000
25,34220,LG디스플레이,2016/06,26400
26,35250,강원랜드,2016/06,41700
27,8930,한미사이언스,2016/06,153000
28,66570,LG전자,2016/06,53900
29,10950,S-Oil,2016/06,75700
30,21240,코웨이,2016/06,104500
31,9540,현대중공업,2016/06,105500
32,30200,KT,2016/06,29650
33,6400,삼성SDI,2016/06,108000
34,128940,한미약품,2016/06,706000
35,47810,한국항공우주,2016/06,73200
36,86790,하나금융지주,2016/06,23250
37,30,우리은행,2016/06,9520
38,86280,현대글로비스,2016/06,171500
39,23530,롯데쇼핑,2016/06,202500
40,161390,한국타이어,2016/06,51000
41,24110,기업은행,2016/06,11150
42,4020,현대제철,2016/06,45850
43,1040,CJ,2016/06,202000
44,18880,한온시스템,2016/06,10500
45,1800,오리온,2016/06,942000
46,27410,BGF리테일,2016/06,213500
47,36570,엔씨소프트,2016/06,236000
48,97950,CJ제일제당,2016/06,388500
49,88350,한화생명,2016/06,5790
50,120,CJ대한통운,2016/06,217000
51,5830,동부화재,2016/06,69300
52,29780,삼성카드,2016/06,41500
53,139480,이마트,2016/06,173000
54,32640,LG유플러스,2016/06,10900
55,78930,GS,2016/06,47450
56,4800,효성,2016/06,124500
57,12750,에스원,2016/06,108000
58,7070,GS리테일,2016/06,54500
59,2380,KCC,2016/06,380500
60,9830,한화케미칼,2016/06,23750
61,720,현대건설,2016/06,33350
62,36460,한국가스공사,2016/06,39750
63,9240,한샘,2016/06,159000
64,9150,삼성전기,2016/06,50100
65,100,유한양행,2016/06,306000
66,69960,현대백화점,2016/06,129000
67,12630,현대산업,2016/06,39550
68,7310,오뚜기,2016/06,823000
69,51600,한전KPS,2016/06,64800
70,47050,포스코대우,2016/06,25000
71,4990,롯데제과,2016/06,195500
72,210,대림산업,2016/06,76000
73,880,한화,2016/06,35400
74,138930,BNK금융지주,2016/06,8070
75,16360,삼성증권,2016/06,35300
76,37620,미래에셋증권,2016/06,23050
77,8770,호텔신라,2016/06,67900
78,5940,NH투자증권,2016/06,9130
79,12450,한화테크윈,2016/06,48600
80,6800,미래에셋대우,2016/06,7790
81,11210,현대위아,2016/06,89100
82,71050,한국금융지주,2016/06,42100
83,47040,대우건설,2016/06,5610
84,4370,농심,2016/06,374000
85,34020,두산중공업,2016/06,21200
86,6280,녹십자,2016/06,188000
87,5300,롯데칠성,2016/06,1786000
88,3520,영진약품,2016/06,11700
89,161890,한국콜마,2016/06,100000
90,10140,삼성중공업,2016/06,9160
91,10060,OCI,2016/06,90300
92,150,두산,2016/06,93200
93,204320,만도,2016/06,217500
94,28050,삼성엔지니어링,2016/06,10250
95,240,한국타이어월드와이드,2016/06,22250
96,3490,대한항공,2016/06,25950
97,30000,제일기획,2016/06,16900
98,11070,LG이노텍,2016/06,78800
99,4170,신세계,2016/06,195000
100,670,영풍,2016/06,962000
101,5440,현대그린푸드,2016/06,18600
102,6120,SK케미칼,2016/06,72600
103,120110,코오롱인더,2016/06,72300
104,11780,금호석유,2016/06,59500
105,111770,영원무역,2016/06,41400
106,6260,LS,2016/06,56100
107,10780,아이에스동서,2016/06,60400
108,80,하이트진로,2016/06,23850
109,5610,삼립식품,2016/06,187500
110,114090,GKL,2016/06,26550
111,14820,동원시스템즈,2016/06,65900
112,6650,대한유화,2016/06,239500
113,1120,LG상사,2016/06,37650
114,1740,SK네트웍스,2016/06,5940
115,2620,제일약품,2016/06,100000
116,3450,현대증권,2016/06,6260
117,192820,코스맥스,2016/06,170500
118,57050,현대홈쇼핑,2016/06,127000
119,64350,현대로템,2016/06,17850
120,73240,금호타이어,2016/06,9550
121,105630,한세실업,2016/06,37700
122,17800,현대엘리베이,2016/06,62000
123,3410,쌍용양회,2016/06,18700
124,10120,LS산전,2016/06,47550
125,192400,쿠쿠전자,2016/06,145500
126,42670,두산인프라코어,2016/06,6810
127,10620,현대미포조선,2016/06,69100
128,70,삼양홀딩스,2016/06,146500
129,3000,부광약품,2016/06,34250
130,2350,넥센타이어,2016/06,13200
131,1060,JW중외제약,2016/06,62300
132,2270,롯데푸드,2016/06,852000
133,42660,대우조선해양,2016/06,4230
134,170900,동아에스티,2016/06,135500
135,69620,대웅제약,2016/06,104500
136,108670,LG하우시스,2016/06,127500
137,68870,LG생명과학,2016/06,72000
138,7570,일양약품,2016/06,57700
139,9420,한올바이오파마,2016/06,21000
140,185750,종근당,2016/06,110500
141,49770,동원F&B,2016/06,283500
142,52690,한전기술,2016/06,26600
143,11790,SKC,2016/06,27050
144,1680,대상,2016/06,27450
145,3240,태광산업,2016/06,868000
146,3620,쌍용차,2016/06,7000
147,145990,삼양사,2016/06,94000
148,25540,한국단자,2016/06,90000
149,64960,S&T모티브,2016/06,65200
150,20000,한섬,2016/06,39300
151,640,동아쏘시오홀딩스,2016/06,175500
152,990,동부하이텍,2016/06,18450
153,1430,세아베스틸,2016/06,24850
154,103140,풍산,2016/06,29150
155,14680,한솔케미칼,2016/06,75900
156,69260,휴켐스,2016/06,21200
157,4000,롯데정밀화학,2016/06,31200
158,230,일동제약,2016/06,28800
159,1230,동국제강,2016/06,8090
160,1520,동양,2016/06,3235
161,115390,락앤락,2016/06,14450
162,20150,일진머티리얼즈,2016/06,18450
163,33920,무학,2016/06,24250
164,19680,대교,2016/06,8810
165,2240,고려제강,2016/06,37100
166,3300,한일시멘트,2016/06,82000
167,5180,빙그레,2016/06,67700
168,93050,LF,2016/06,21150
169,7340,동아타이어,2016/06,26800
170,60980,한라홀딩스,2016/06,61000
171,5740,크라운제과,2016/06,40000
172,2960,한국쉘석유,2016/06,444500
173,3850,보령제약,2016/06,67100
174,3920,남양유업,2016/06,688000
175,4490,세방전지,2016/06,37900
176,93370,후성,2016/06,6260
177,8490,서흥,2016/06,45300
178,9290,광동제약,2016/06,9920
179,29530,신도리코,2016/06,50200
180,78520,에이블씨엔씨,2016/06,35100
181,5850,에스엘,2016/06,14400
182,50,경방,2016/06,173000
183,3030,세아제강,2016/06,68000
184,4710,한솔테크닉스,2016/06,18700
185,5090,삼광글라스,2016/06,83300
186,7210,벽산,2016/06,6500
187,97230,한진중공업,2016/06,3980
188,25860,남해화학,2016/06,8720
189,34120,SBS,2016/06,25750
190,36580,팜스코,2016/06,12800
191,79430,현대리바트,2016/06,25850
192,14830,유니드,2016/06,44300
193,140,하이트진로홀딩스,2016/06,13400
194,3200,일신방직,2016/06,124500
195,3570,S&T중공업,2016/06,9670
196,104700,한국철강,2016/06,37000
197,7690,국도화학,2016/06,59400
198,8060,대덕전자,2016/06,7210
199,4700,조광피혁,2016/06,45700
0,5930,삼성전자,2017/06,2377000
1,660,SK하이닉스,2017/06,67400
2,5380,현대차,2017/06,159500
3,28260,삼성물산,2017/06,148000
4,35420,NAVER,2017/06,838000
5,15760,한국전력,2017/06,40800
6,5490,POSCO,2017/06,287000
7,12330,현대모비스,2017/06,250000
8,105560,KB금융,2017/06,57700
9,55550,신한지주,2017/06,49300
10,32830,삼성생명,2017/06,117000
11,17670,SK텔레콤,2017/06,266000
12,51910,LG화학,2017/06,291000
13,34730,SK,2017/06,278000
14,207940,삼성바이오로직스,2017/06,292000
15,90430,아모레퍼시픽,2017/06,304000
16,33780,KT&G,2017/06,117000
17,51900,LG생활건강,2017/06,994000
18,270,기아차,2017/06,38200
19,96770,SK이노베이션,2017/06,158500
20,18260,삼성에스디에스,2017/06,184500
21,810,삼성화재,2017/06,281500
22,3550,LG,2017/06,77300
23,86790,하나금융지주,2017/06,45250
24,34220,LG디스플레이,2017/06,37100
25,66570,LG전자,2017/06,80200
26,251270,넷마블게임즈,2017/06,155000
27,30,우리은행,2017/06,18450
28,11170,롯데케미칼,2017/06,344000
29,6400,삼성SDI,2017/06,171500
30,2790,아모레G,2017/06,130000
31,10950,S-Oil,2017/06,94800
32,9540,현대중공업,2017/06,176500
33,23530,롯데쇼핑,2017/06,303500
34,10130,고려아연,2017/06,456000
35,30200,KT,2017/06,32600
36,36570,엔씨소프트,2017/06,379500
37,4020,현대제철,2017/06,62200
38,24110,기업은행,2017/06,14250
39,161390,한국타이어,2017/06,63600
40,21240,코웨이,2017/06,104000
41,9150,삼성전기,2017/06,102000
42,35250,강원랜드,2017/06,34850
43,6800,미래에셋대우,2017/06,11050
44,32640,LG유플러스,2017/06,15600
45,139480,이마트,2017/06,234500
46,78930,GS,2017/06,68200
47,88350,한화생명,2017/06,6960
48,4800,효성,2017/06,167500
49,86280,현대글로비스,2017/06,157000
50,18880,한온시스템,2017/06,10300
51,47810,한국항공우주,2017/06,57000
52,1040,CJ,2017/06,189500
53,8930,한미사이언스,2017/06,84400
54,720,현대건설,2017/06,46050
55,9830,한화케미칼,2017/06,30200
56,27410,BGF리테일,2017/06,101000
57,36460,한국가스공사,2017/06,53200
58,1800,오리온,2017/06,798000
59,10140,삼성중공업,2017/06,12450
60,5830,동부화재,2017/06,68000
61,97950,CJ제일제당,2017/06,361500
62,267250,현대로보틱스,2017/06,386500
63,29780,삼성카드,2017/06,39050
64,2380,KCC,2017/06,436500
65,9240,한샘,2017/06,184000
66,128940,한미약품,2017/06,373000
67,120,CJ대한통운,2017/06,180500
68,5940,NH투자증권,2017/06,14850
69,7070,GS리테일,2017/06,51600
70,11070,LG이노텍,2017/06,165000
71,71050,한국금융지주,2017/06,70100
72,16360,삼성증권,2017/06,41300
73,12750,에스원,2017/06,97000
74,138930,BNK금융지주,2017/06,10950
75,880,한화,2017/06,47400
76,3490,대한항공,2017/06,38700
77,12630,현대산업,2017/06,46950
78,1450,현대해상,2017/06,39350
79,47040,대우건설,2017/06,7580
80,210,대림산업,2017/06,89000
81,26960,동서,2017/06,30600
82,8560,메리츠종금증권,2017/06,5060
83,47050,포스코대우,2017/06,22300
84,4990,롯데제과,2017/06,198000
85,28670,팬오션,2017/06,5280
86,100,유한양행,2017/06,246000
87,7310,오뚜기,2017/06,790000
88,69960,현대백화점,2017/06,110500
89,6260,LS,2017/06,72900
90,204320,만도,2017/06,257500
91,150,두산,2017/06,119000
92,4170,신세계,2017/06,229500
93,8770,호텔신라,2017/06,57100
94,11780,금호석유,2017/06,73500
95,12450,한화테크윈,2017/06,44500
96,28050,삼성엔지니어링,2017/06,11900
97,34020,두산중공업,2017/06,20950
98,670,영풍,2017/06,1168000
99,3520,영진약품,2017/06,11350
100,5300,롯데칠성,2017/06,1714000
101,30000,제일기획,2017/06,18400
102,10060,OCI,2017/06,89700
103,10620,현대미포조선,2017/06,109000
104,6360,GS건설,2017/06,30450
105,240,한국타이어월드와이드,2017/06,21800
106,51600,한전KPS,2017/06,44150
107,6280,녹십자,2017/06,174500
108,4370,농심,2017/06,337500
109,11210,현대위아,2017/06,69800
110,5440,현대그린푸드,2017/06,17700
111,6120,SK케미칼,2017/06,73600
112,120110,코오롱인더,2017/06,68900
113,42670,두산인프라코어,2017/06,8450
114,64350,현대로템,2017/06,20650
115,10120,LS산전,2017/06,55800
116,80,하이트진로,2017/06,23300
117,1740,SK네트웍스,2017/06,6250
118,5610,SPC삼립,2017/06,181500
119,79550,LIG넥스원,2017/06,74000
120,57050,현대홈쇼핑,2017/06,131000
121,79160,CJ CGV,2017/06,73600
122,6650,대한유화,2017/06,253000
123,3410,쌍용양회,2017/06,14650
124,5250,녹십자홀딩스,2017/06,31800
125,192400,쿠쿠전자,2017/06,145000
126,111770,영원무역,2017/06,34100
127,161890,한국콜마,2017/06,72200
128,17800,현대엘리베이,2017/06,61300
129,1230,동국제강,2017/06,14650
130,2350,넥센타이어,2017/06,13350
131,214320,이노션,2017/06,63800
132,14820,동원시스템즈,2017/06,54900
133,114090,GKL,2017/06,22400
134,10780,아이에스동서,2017/06,44000
135,1120,LG상사,2017/06,31050
136,3240,태광산업,2017/06,1077000
137,11790,SKC,2017/06,33550
138,192820,코스맥스,2017/06,115000
139,73240,금호타이어,2017/06,7510
140,103140,풍산,2017/06,43000
141,185750,종근당,2017/06,122000
142,20150,일진머티리얼즈,2017/06,31950
143,70,삼양홀딩스,2017/06,122500
144,1430,세아베스틸,2017/06,30550
145,2620,제일약품,2017/06,68600
146,145990,삼양사,2017/06,103000
147,69260,휴켐스,2017/06,26750
148,105630,한세실업,2017/06,26800
149,4000,롯데정밀화학,2017/06,39350
150,990,동부하이텍,2017/06,22500
151,1060,JW중외제약,2017/06,47100
152,1680,대상,2017/06,26450
153,2270,롯데푸드,2017/06,636000
154,3000,부광약품,2017/06,21350
155,108670,LG하우시스,2017/06,109500
156,6840,AK홀딩스,2017/06,74200
157,49770,동원F&B,2017/06,243500
158,69620,대웅제약,2017/06,85900
159,93050,LF,2017/06,30000
160,93370,후성,2017/06,10550
161,3620,쌍용차,2017/06,6840
162,640,동아쏘시오홀딩스,2017/06,135500
163,3300,한일시멘트,2017/06,115000
164,7570,일양약품,2017/06,40750
165,14680,한솔케미칼,2017/06,71000
166,170900,동아에스티,2017/06,92200
167,25540,한국단자,2017/06,71400
168,52690,한전기술,2017/06,19650
169,64960,S&T모티브,2017/06,50500
170,115390,락앤락,2017/06,14800
171,20000,한섬,2017/06,32700
172,2240,고려제강,2017/06,38500
173,5180,빙그레,2017/06,68200
174,5850,에스엘,2017/06,21600
175,60980,한라홀딩스,2017/06,64200
176,9420,한올바이오파마,2017/06,13050
177,19680,대교,2017/06,8160
178,33920,무학,2017/06,23750
179,7340,동아타이어,2017/06,27200
180,1520,동양,2017/06,2275
181,2960,한국쉘석유,2017/06,402000
182,3030,세아제강,2017/06,97200
183,3920,남양유업,2017/06,765000
184,4490,세방전지,2017/06,39750
185,97230,한진중공업,2017/06,4500
186,25860,남해화학,2017/06,10800
187,29530,신도리코,2017/06,56400
188,34120,SBS,2017/06,27050
189,36580,팜스코,2017/06,13300
190,96760,JW홀딩스,2017/06,9660
191,8060,대덕전자,2017/06,11050
192,50,경방,2017/06,15600
193,3850,보령제약,2017/06,50200
194,4710,한솔테크닉스,2017/06,17000
195,79430,현대리바트,2017/06,23800
196,14830,유니드,2017/06,48250
197,78520,에이블씨엔씨,2017/06,25800
198,9290,광동제약,2017/06,8750
199,1780,알루코,2017/06,4440
0,5930,삼성전자,2018/06,46650
1,660,SK하이닉스,2018/06,85700
2,68270,셀트리온,2018/06,303500
3,5490,POSCO,2018/06,329000
4,5380,현대차,2018/06,125500
5,207940,삼성바이오로직스,2018/06,417000
6,35420,NAVER,2018/06,763000
7,51910,LG화학,2018/06,333500
8,105560,KB금융,2018/06,52800
9,28260,삼성물산,2018/06,116500
10,51900,LG생활건강,2018/06,1396000
11,12330,현대모비스,2018/06,212000
12,15760,한국전력,2018/06,32000
13,55550,신한지주,2018/06,43300
14,32830,삼성생명,2018/06,98400
15,17670,SK텔레콤,2018/06,233000
16,90430,아모레퍼시픽,2018/06,322500
17,96770,SK이노베이션,2018/06,202000
18,34730,SK,2018/06,259000
19,18260,삼성에스디에스,2018/06,200500
20,33780,KT&G,2018/06,107000
21,6400,삼성SDI,2018/06,214000
22,66570,LG전자,2018/06,83000
23,86790,하나금융지주,2018/06,42850
24,251270,넷마블,2018/06,152500
25,270,기아차,2018/06,30850
26,810,삼성화재,2018/06,264000
27,10950,S-Oil,2018/06,109500
28,3550,LG,2018/06,72100
29,11170,롯데케미칼,2018/06,348000
30,30,우리은행,2018/06,16300
31,9150,삼성전기,2018/06,148500
32,2790,아모레G,2018/06,123500
33,35720,카카오,2018/06,114500
34,24110,기업은행,2018/06,15400
35,36570,엔씨소프트,2018/06,371000
36,10130,고려아연,2018/06,386000
37,30200,KT,2018/06,27400
38,139480,이마트,2018/06,254500
39,9540,현대중공업,2018/06,102000
40,4020,현대제철,2018/06,52600
41,34220,LG디스플레이,2018/06,18300
42,4990,롯데지주,2018/06,57300
43,720,현대건설,2018/06,57500
44,21240,코웨이,2018/06,86600
45,32640,LG유플러스,2018/06,14000
46,36460,한국가스공사,2018/06,64200
47,271560,오리온,2018/06,149000
48,23530,롯데쇼핑,2018/06,210000
49,267250,현대중공업지주,2018/06,353500
50,6800,미래에셋대우,2018/06,8520
51,35250,강원랜드,2018/06,26150
52,18880,한온시스템,2018/06,10600
53,161390,한국타이어,2018/06,42100
54,97950,CJ제일제당,2018/06,352500
55,78930,GS,2018/06,54400
56,128940,한미약품,2018/06,421000
57,8770,호텔신라,2018/06,123500
58,71050,한국금융지주,2018/06,84100
59,4800,효성,2018/06,134000
60,88350,한화생명,2018/06,5300
61,29780,삼성카드,2018/06,38300
62,10140,삼성중공업,2018/06,7140
63,86280,현대글로비스,2018/06,115500
64,5830,DB손해보험,2018/06,59000
65,5940,NH투자증권,2018/06,14950
66,1040,CJ,2018/06,142000
67,47810,한국항공우주,2018/06,41200
68,8930,한미사이언스,2018/06,64600
69,4170,신세계,2018/06,401500
70,120,CJ대한통운,2018/06,168000
71,12750,에스원,2018/06,96800
72,2380,KCC,2018/06,328000
73,9830,한화케미칼,2018/06,21850
74,11780,금호석유,2018/06,116500
75,7070,GS리테일,2018/06,43950
76,282330,BGF리테일,2018/06,195000
77,11070,LG이노텍,2018/06,144500
78,6360,GS건설,2018/06,46000
79,241560,두산밥캣,2018/06,32000
80,28050,삼성엔지니어링,2018/06,15650
81,16360,삼성증권,2018/06,34750
82,138930,BNK금융지주,2018/06,9350
83,1450,현대해상,2018/06,33700
84,7310,오뚜기,2018/06,859000
85,3410,쌍용양회,2018/06,28400
86,42660,대우조선해양,2018/06,27000
87,69960,현대백화점,2018/06,115500
88,210,대림산업,2018/06,76500
89,100,유한양행,2018/06,217500
90,3490,대한항공,2018/06,28250
91,47050,포스코대우,2018/06,21400
92,26960,동서,2018/06,26150
93,28670,팬오션,2018/06,4885
94,880,한화,2018/06,31550
95,6260,LS,2018/06,75000
96,6280,녹십자,2018/06,206500
97,9240,한샘,2018/06,105000
98,10060,OCI,2018/06,103000
99,17800,현대엘리베이,2018/06,89600
100,30000,제일기획,2018/06,20650
101,47040,대우건설,2018/06,5870
102,64350,현대로템,2018/06,28050
103,294870,HDC현대산업개발,2018/06,53900
104,69620,대웅제약,2018/06,196000
105,10120,LS산전,2018/06,70500
106,8560,메리츠종금증권,2018/06,3550
107,150,두산,2018/06,104000
108,42670,두산인프라코어,2018/06,9640
109,4370,농심,2018/06,325000
110,20150,일진머티리얼즈,2018/06,42350
111,71840,롯데하이마트,2018/06,78800
112,34020,두산중공업,2018/06,15650
113,1800,오리온홀딩스,2018/06,27500
114,10620,현대미포조선,2018/06,85800
115,204320,만도,2018/06,38400
116,161890,한국콜마,2018/06,84500
117,120110,코오롱인더,2018/06,67600
118,240,한국타이어월드와이드,2018/06,17500
119,4000,롯데정밀화학,2018/06,65000
120,5250,녹십자홀딩스,2018/06,33250
121,192820,코스맥스,2018/06,162500
122,11790,SKC,2018/06,43150
123,51600,한전KPS,2018/06,35650
124,114090,GKL,2018/06,26050
125,6650,대한유화,2018/06,250500
126,670,영풍,2018/06,802000
127,111770,영원무역,2018/06,33500
128,79160,CJ CGV,2018/06,67200
129,3240,태광산업,2018/06,1389000
130,80,하이트진로,2018/06,19650
131,3520,영진약품,2018/06,7430
132,57050,현대홈쇼핑,2018/06,112500
133,9420,한올바이오파마,2018/06,24950
134,5440,현대그린푸드,2018/06,14250
135,3000,부광약품,2018/06,23550
136,5300,롯데칠성,2018/06,1537000
137,12450,한화에어로스페이스,2018/06,23450
138,214320,이노션,2018/06,59400
139,115390,락앤락,2018/06,22200
140,192400,쿠쿠홀딩스,2018/06,177500
141,69260,휴켐스,2018/06,29250
142,70,삼양홀딩스,2018/06,119000
143,1740,SK네트웍스,2018/06,4500
144,3300,한일시멘트,2018/06,143500
145,5610,SPC삼립,2018/06,131500
146,285130,SK케미칼,2018/06,92900
147,20000,한섬,2018/06,41650
148,27410,BGF,2018/06,10800
149,49770,동원F&B,2018/06,295500
150,52690,한전기술,2018/06,26500
151,11210,현대위아,2018/06,40750
152,1120,LG상사,2018/06,24150
153,1680,대상,2018/06,26550
154,2270,롯데푸드,2018/06,852000
155,2350,넥센타이어,2018/06,10250
156,6840,AK홀딩스,2018/06,75400
157,185750,종근당,2018/06,100500
158,14680,한솔케미칼,2018/06,78300
159,73240,금호타이어,2018/06,6310
160,79550,LIG넥스원,2018/06,40050
161,93370,후성,2018/06,10300
162,103140,풍산,2018/06,34050
163,12630,HDC,2018/06,28600
164,990,DB하이텍,2018/06,19600
165,1230,동국제강,2018/06,8440
166,1430,세아베스틸,2018/06,21450
167,145990,삼양사,2018/06,82000
168,14820,동원시스템즈,2018/06,33750
169,25860,남해화학,2018/06,15400
170,93050,LF,2018/06,28100
171,10780,아이에스동서,2018/06,27750
172,640,동아쏘시오홀딩스,2018/06,102500
173,1060,JW중외제약,2018/06,34650
174,3620,쌍용차,2018/06,4570
175,5850,에스엘,2018/06,18150
176,170900,동아에스티,2018/06,87600
177,7570,일양약품,2018/06,32300
178,19680,대교,2018/06,7750
179,105630,한세실업,2018/06,16350
180,108670,LG하우시스,2018/06,69400
181,6120,SK디스커버리,2018/06,36850
182,2240,고려제강,2018/06,29150
183,5180,빙그레,2018/06,60100
184,96760,JW홀딩스,2018/06,7910
185,64960,S&T모티브,2018/06,33000
186,60980,한라홀딩스,2018/06,44050
187,1520,동양,2018/06,1955
188,2960,한국쉘석유,2018/06,353500
189,3030,세아제강,2018/06,76100
190,3850,보령제약,2018/06,9230
191,3920,남양유업,2018/06,644000
192,4490,세방전지,2018/06,31650
193,79430,현대리바트,2018/06,22800
194,14830,유니드,2018/06,52000
195,25540,한국단자,2018/06,43900
196,33920,무학,2018/06,15150
197,34120,SBS,2018/06,20850
198,36580,팜스코,2018/06,12600
199,8060,대덕전자,2018/06,8350
200,97230,한진중공업,2018/06,2980
0,5930,삼성전자,2019/06,47000
1,660,SK하이닉스,2019/06,69500
2,5380,현대차,2019/06,140000
3,68270,셀트리온,2019/06,205500
4,51910,LG화학,2019/06,354500
5,12330,현대모비스,2019/06,235500
6,55550,신한지주,2019/06,44900
7,5490,POSCO,2019/06,244500
8,207940,삼성바이오로직스,2019/06,320000
9,17670,SK텔레콤,2019/06,259000
10,51900,LG생활건강,2019/06,1313000
11,105560,KB금융,2019/06,45850
12,35420,NAVER,2019/06,114000
13,28260,삼성물산,2019/06,95700
14,270,기아차,2019/06,44000
15,32830,삼성생명,2019/06,83600
16,18260,삼성에스디에스,2019/06,215000
17,15760,한국전력,2019/06,25550
18,34730,SK,2019/06,232000
19,6400,삼성SDI,2019/06,236500
20,96770,SK이노베이션,2019/06,159000
21,33780,KT&G,2019/06,98500
22,3550,LG,2019/06,76900
23,66570,LG전자,2019/06,79300
24,810,삼성화재,2019/06,268000
25,86790,하나금융지주,2019/06,37400
26,35720,카카오,2019/06,131500
27,36570,엔씨소프트,2019/06,477000
28,90430,아모레퍼시픽,2019/06,164500
29,251270,넷마블,2019/06,113000
30,316140,우리금융지주,2019/06,14050
31,10950,S-Oil,2019/06,83700
32,10130,고려아연,2019/06,476000
33,11170,롯데케미칼,2019/06,252500
34,9540,한국조선해양,2019/06,118500
35,24110,기업은행,2019/06,14050
36,30200,KT,2019/06,28350
37,9150,삼성전기,2019/06,97800
38,35250,강원랜드,2019/06,30250
39,34220,LG디스플레이,2019/06,17850
40,32640,LG유플러스,2019/06,14500
41,18880,한온시스템,2019/06,11650
42,86280,현대글로비스,2019/06,161000
43,720,현대건설,2019/06,53600
44,21240,웅진코웨이,2019/06,77400
45,4020,현대제철,2019/06,41800
46,6800,미래에셋대우,2019/06,8180
47,267250,현대중공업지주,2019/06,324000
48,10140,삼성중공업,2019/06,8160
49,2790,아모레G,2019/06,62300
50,78930,GS,2019/06,51200
51,4990,롯데지주,2019/06,44000
52,128940,한미약품,2019/06,404000
53,81660,휠라코리아,2019/06,76700
54,23530,롯데쇼핑,2019/06,160500
55,97950,CJ제일제당,2019/06,297000
56,71050,한국금융지주,2019/06,80700
57,8930,한미사이언스,2019/06,68200
58,161390,한국타이어앤테크놀로지,2019/06,35100
59,29780,삼성카드,2019/06,38200
60,5830,DB손해보험,2019/06,59300
61,5940,NH투자증권,2019/06,14500
62,210,대림산업,2019/06,115000
63,139480,이마트,2019/06,140000
64,36460,한국가스공사,2019/06,42200
65,8770,호텔신라,2019/06,97000
66,9830,한화케미칼,2019/06,22700
67,12750,에스원,2019/06,97600
68,282330,BGF리테일,2019/06,211000
69,271560,오리온,2019/06,92500
70,241560,두산밥캣,2019/06,36400
71,16360,삼성증권,2019/06,39100
72,47810,한국항공우주,2019/06,35950
73,42660,대우조선해양,2019/06,32700
74,30000,제일기획,2019/06,29400
75,28050,삼성엔지니어링,2019/06,17150
76,8560,메리츠종금증권,2019/06,5360
77,100,유한양행,2019/06,244500
78,6360,GS건설,2019/06,40350
79,3410,쌍용양회,2019/06,6300
80,7070,GS리테일,2019/06,39300
81,120,CJ대한통운,2019/06,134500
82,1040,CJ,2019/06,101000
83,11780,금호석유,2019/06,97400
84,4170,신세계,2019/06,301000
85,2380,KCC,2019/06,275500
86,88350,한화생명,2019/06,3275
87,3490,대한항공,2019/06,28950
88,11070,LG이노텍,2019/06,109000
89,1450,현대해상,2019/06,28450
90,7310,오뚜기,2019/06,685000
91,138930,BNK금융지주,2019/06,7490
92,28670,팬오션,2019/06,4640
93,17800,현대엘리베이,2019/06,90700
94,47050,포스코인터내셔널,2019/06,18350
95,10060,OCI,2019/06,93300
96,47040,대우건설,2019/06,4940
97,880,한화,2019/06,26700
98,10620,현대미포조선,2019/06,49400
99,294870,HDC현대산업개발,2019/06,43500
100,69960,현대백화점,2019/06,82700
101,26960,동서,2019/06,19250
102,64350,현대로템,2019/06,21050
103,150,두산,2019/06,100500
104,9240,한샘,2019/06,73300
105,12450,한화에어로스페이스,2019/06,33250
106,111770,영원무역,2019/06,37300
107,69620,대웅제약,2019/06,150000
108,20150,일진머티리얼즈,2019/06,37350
109,240,한국테크놀로지그룹,2019/06,17150
110,6260,LS,2019/06,47500
111,4800,효성,2019/06,72600
112,4370,농심,2019/06,254000
113,80,하이트진로,2019/06,20350
114,3240,태광산업,2019/06,1320000
115,6280,녹십자,2019/06,121500
116,214320,이노션,2019/06,71300
117,11790,SKC,2019/06,39600
118,31430,신세계인터내셔날,2019/06,213000
119,51600,한전KPS,2019/06,31250
120,10120,LS산전,2019/06,50500
121,670,영풍,2019/06,720000
122,4000,롯데정밀화학,2019/06,52800
123,5300,롯데칠성,2019/06,171500
124,204320,만도,2019/06,29500
125,11210,현대위아,2019/06,48650
126,42670,두산인프라코어,2019/06,6220
127,161890,한국콜마,2019/06,60400
128,9420,한올바이오파마,2019/06,24900
129,1740,SK네트웍스,2019/06,5060
130,5440,현대그린푸드,2019/06,13100
131,114090,GKL,2019/06,20500
132,34020,두산중공업,2019/06,6200
133,57050,현대홈쇼핑,2019/06,106000
134,10780,아이에스동서,2019/06,38650
135,1800,오리온홀딩스,2019/06,17150
136,3000,부광약품,2019/06,17500
137,5850,에스엘,2019/06,23700
138,192820,코스맥스,2019/06,109000
139,49770,동원F&B,2019/06,281000
140,73240,금호타이어,2019/06,3970
141,120110,코오롱인더,2019/06,42700
142,14820,동원시스템즈,2019/06,43050
143,2350,넥센타이어,2019/06,9750
144,3520,영진약품,2019/06,5070
145,5250,녹십자홀딩스,2019/06,21700
146,192400,쿠쿠홀딩스,2019/06,138000
147,18250,애경산업,2019/06,37000
