,PER,PBR,PCR,PSR,배당수익률(%),정상영업이익증가율,순이익증가율,매출액증가율,1주당순이익,부채비율,매출액정상영업이익률,종목코드
2013-12-01,13.869193548387097,1.8651612903225805,13.09903225806452,3.6933870967741935,2.80241935483871,0.31996676279999997,0.1392235219,0.08085343547000001,1246.0,-0.00071565509,-0.0053819650799999995,026960
2014-03-01,12.848524590163933,1.6060655737704919,12.212131147540983,3.3785245901639347,3.452295081967213,0.24197486810000002,1.012683276,-0.0353050469,,0.11933099909999999,0.12021449410000001,026960
2014-06-01,13.025333333333329,1.6278333333333337,12.379333333333333,3.424,3.4055000000000013,-0.22187486809999998,-0.9421832757,0.0783050469,786.0,0.00086900094,0.00238550586,026960
2014-09-01,16.10032258064516,2.014838709677419,15.303548387096773,4.2337096774193546,2.7908064516129025,-0.269592862,-0.2489372117,0.00186870485,-786.0,-0.00596802107,-0.010718290779999999,026960
2014-12-01,18.206612903225807,2.278709677419355,17.304677419354835,4.787258064516129,2.4419354838709677,0.311992862,0.2094372117,0.02373129515,1284.0,-0.01973197893,-0.00418170922,026960
2015-03-01,20.060166666666667,2.4200000000000004,19.149166666666666,5.087833333333332,2.367666666666667,0.1666902821,0.6672334743,-0.02354914383,,0.1196662549,0.1146604374,026960
2015-06-01,25.201612903225808,3.0404838709677424,24.055645161290318,6.3943548387096785,1.8662903225806449,-0.2833902821,-0.8126334743,0.04524914383,672.0,-0.00926625487,-0.0086604374,026960
2015-09-01,32.067142857142855,3.868571428571428,30.61015873015873,8.135079365079365,1.4706349206349205,-0.17849753799999998,-0.111387501,0.015348477490000002,-672.0,-0.00651721722,-0.00913869582,026960
2015-12-01,26.628095238095234,3.2120634920634927,25.418253968253975,6.7541269841269855,1.7661904761904759,0.197197538,0.210287501,-0.02364847749,1225.0,-0.0018827827799999999,-0.00096130418,026960
2016-03-01,25.552999999999994,2.7716666666666665,24.315499999999997,6.098666666666668,2.1555000000000004,-0.02146233284,0.5050174877,-0.05907815216,,0.114052446,0.09689253131999999,026960
2016-06-01,27.034754098360654,2.9318032786885246,25.725573770491806,6.453442622950818,2.032950819672131,-0.05103766716,-0.3939174877,0.07237815216,746.0,-0.00665244598,0.00010746868,026960
2016-09-01,25.826451612903227,2.8012903225806447,24.57645161290323,6.163548387096774,2.131935483870967,-0.27324753609999997,-0.1591741854,-0.05903892955,-746.0,-0.00262840814,-0.00700195563,026960
2016-12-01,22.23269841269841,2.4111111111111105,21.15634920634921,5.307777777777777,2.4738095238095243,0.2794475361,0.02707418544,0.05433892955,1199.0,0.00352840814,-0.00119804437,026960
2017-03-01,21.90741935483871,2.216612903225806,20.70725806451613,5.075483870967742,2.5649999999999995,-0.00759515941,1.162159395,-0.02853612452,,0.1177738359,0.08730529935,026960
2017-06-01,25.84516666666667,2.6138333333333335,24.430833333333336,5.987666666666667,2.173166666666667,-0.01800484059,-1.205459395,0.1017361245,714.0,-0.0137738359,0.0007947006500000001,026960
2017-09-01,23.317812500000002,2.3584375,22.04140625,5.4021875,2.41265625,0.053976377070000005,0.09029455927,0.02689799786,-714.0,0.01145867962,0.0010632936,026960
2017-12-01,23.86,2.413859649122807,22.554035087719296,5.528245614035087,2.3538596491228074,0.01702362293,-0.01919455927,-0.01199799786,1233.0,-0.00055867962,-0.0038632936,026960
2018-03-01,23.26983606557377,2.340655737704918,21.995573770491806,5.288196721311476,2.4296721311475418,0.11150947110000001,1.196206113,-0.01674639499,,0.1222901455,0.08408827867999999,026960
2018-06-01,21.82766666666667,2.171666666666667,20.632833333333334,4.776666666666667,2.6149999999999998,-0.1685094711,-1.254306113,0.04564639499,675.0,-0.0053901455,-0.0033882786799999997,026960
2018-09-01,19.547704918032785,1.9447540983606562,18.47770491803279,4.277540983606557,2.9355737704918035,-0.08676450321000001,0.08411213959,-0.01739243666,-675.0,0.00092375398,-0.00285904646,026960
2018-12-01,15.166774193548388,1.5088709677419354,14.336290322580645,3.3190322580645155,3.7737096774193555,0.050264503210000006,-0.07301213959,-0.00360756334,1179.0,-0.00772375398,-0.00114095354,026960
2019-03-01,16.196779661016947,1.5516949152542374,15.29135593220339,3.4600000000000004,3.603050847457627,0.057557866449999995,0.9894137867,-0.1302673091,,0.1289633538,0.08940564583,026960
2019-06-01,16.83225806451613,1.5333870967741938,15.86629032258064,3.4822580645161287,3.559032258064516,-0.18015786649999999,-0.9328137866999999,0.07076730908000001,715.0,-0.0039633538000000005,-0.01410564583,026960
2019-09-01,15.331746031746032,1.396507936507937,14.452063492063493,3.1714285714285717,3.9065079365079365,-0.01925116892,-0.224994373,-0.1468346051,-715.0,-0.014449826050000001,-0.0013629978600000002,026960
2019-12-01,15.08209677419355,1.3748387096774195,14.218870967741932,3.119516129032258,3.9695161290322587,0.03205116892,0.34289437300000003,0.0975346051,1388.0,-0.01715017395,0.00266299786,026960
2020-03-01,13.078709677419356,1.2343548387096774,12.379354838709679,2.985483870967742,4.334516129032258,0.0340220551,-0.08351157908,-0.02982346736,,0.09897548583,0.09019836599,026960
2020-06-01,12.194590163934427,1.2340983606557374,11.64049180327869,3.324918032786885,4.183770491803278,-0.0410220551,0.09211157908,-0.06487653264,721.0,-0.00497548583,-0.00759836599,026960
2020-09-01,16.56359375,1.675625,15.80984375,4.5165625,3.20625,0.05676192158,-0.2282248455,0.00720981627,-721.0,0.00078559969,-0.00136150191,026960
2020-12-01,21.873770491803278,2.212950819672131,20.878852459016393,5.964754098360655,2.337049180327869,0.1229380784,0.07422484555,0.06919018373000001,1186.0,-0.00278559969,0.01026150191,026960
2021-03-01,26.528666666666666,2.5396666666666667,25.30016666666667,6.939499999999999,2.036166666666667,-0.310333438,0.6838414424,-0.03041303263,,0.09319870485,0.08418725944,026960
2021-06-01,26.51873015873016,2.2203174603174602,25.242698412698417,6.2957142857142845,2.250793650793651,0.324433438,-0.8090414424,0.1459130326,631.0,0.00070129515,-0.00908725944,026960
2021-09-01,25.322580645161295,2.120161290322581,24.103225806451615,6.010806451612903,2.3567741935483872,-0.08082900946,-0.1333671058,-0.04455950698,-631.0,-0.00812502655,-0.0037181785899999997,026960
2021-12-01,27.193650793650786,2.2766666666666655,25.883968253968252,6.456507936507935,2.2063492063492065,0.06672900946,0.25856710580000003,-0.07094049302,1149.0,0.00672502655,0.00031817859,026960
2022-03-01,23.674406779661012,1.9422033898305084,22.559661016949153,5.436101694915256,2.5501694915254243,0.1411900555,0.2995178198,-0.02071914419,,0.09773623425,0.08452204999999999,026960
2022-06-01,23.329193548387096,1.8246774193548387,22.284354838709675,4.93951612903226,2.6409677419354836,-0.027490055500000003,-0.2556178198,0.1037191442,659.0,-0.0019362342499999999,-0.00732205,026960
2022-09-01,21.217936507936503,1.659047619047619,20.268571428571434,4.493015873015874,2.9169841269841275,-0.2828645535,-0.3754207442,-0.0644146959,-659.0,-0.00378025993,-0.00755612025,026960
2022-12-01,18.44725806451613,1.4429032258064516,17.622580645161293,3.906290322580645,3.3419354838709676,0.19006455349999998,0.8123207442,0.0209146959,1701.0,-0.03871974007,0.00075612025,026960
2007-03-01,14.071129032258066,3.4462903225806447,12.760967741935483,0.8067741935483871,2.1511290322580643,-0.8302301229,-0.8307693331,-0.8901305225,,1.6918437460000002,0.06818303825,028050
2007-06-01,23.558064516129033,5.769032258064517,21.36451612903226,1.3506451612903225,1.2988709677419354,0.8302301229,0.8307693331,0.8901305225,2000.0,-0.04084374615,0.00121696175,028050
2007-09-01,30.731999999999996,7.5251666666666654,27.869999999999997,1.7625,0.9743333333333333,0.1653901198,0.0479571784,-0.03513633848,-2000.0,-0.1893691566,0.00503197886,028050
2007-12-01,32.10290322580646,7.860322580645162,29.11467741935484,1.8422580645161288,0.9417741935483872,-0.1653901198,-0.0479571784,0.03513633848,3806.0,0.5669691566,-0.00803197886,028050
2008-03-01,19.26377049180328,4.994754098360657,17.538032786885246,1.2811475409836064,1.6972131147540985,-0.5488501075,0.4974725811,-0.46759707669999995,1323.0,2.006799299,0.046244583830000005,028050
2008-06-01,19.334,5.013166666666667,17.604166666666668,1.2858333333333332,1.6855,0.5391501075,-0.23987258109999998,0.6974970767,1215.0,0.1546007013,0.00965541617,028050
2008-09-01,15.5103125,4.02171875,14.12140625,1.0318749999999999,2.10296875,0.08984091219,0.2197208682,0.1362154028,1501.0,-0.0558803022,0.0018230512099999998,028050
2008-12-01,10.140317460317458,2.62920634920635,9.232380952380954,0.6744444444444444,3.382857142857143,0.1623590878,-0.1923208682,0.02358459722,925.0,0.23308030219999998,0.0015769487900000002,028050
2009-03-01,8.60049180327869,2.275245901639344,7.8301639344262295,0.5298360655737705,3.707213114754098,0.041777836969999996,0.5435731341000001,-0.3692913314,1831.0,2.499034322,0.10184357159999999,028050
2009-06-01,12.995555555555558,3.438095238095238,11.83206349206349,0.7995238095238097,2.479365079365079,1.2679221630000002,-0.1012731341,0.8321913314,1898.0,-0.5745343221,-0.013643571569999999,028050
2009-09-01,14.621363636363638,3.8680303030303027,13.311969696969696,0.8992424242424244,2.180454545454545,0.31127304240000003,-0.06165063721,0.1129315256,1780.0,0.1212456312,1.741217e-05,028050
2009-12-01,18.503809523809522,4.895238095238095,16.846984126984125,1.1387301587301586,1.7117460317460318,-0.7812730424000001,-0.01434936279,-0.2669315256,1333.0,0.44225436879999996,-0.00481741217,028050
2010-03-01,14.311475409836067,4.008360655737705,13.27639344262295,0.9190163934426229,2.163770491803279,-0.03773445809,0.42040083500000003,-0.3528740965,2073.0,2.632891571,0.1119269505,028050
2010-06-01,13.43951612903226,3.7640322580645162,12.468064516129036,0.862741935483871,2.3037096774193544,0.5032344581,-0.17200083500000002,0.5498740965,2580.0,-0.1465915711,-0.00392695049,028050
2010-09-01,15.618095238095234,4.374920634920635,14.48936507936508,1.0030158730158731,1.9888888888888892,-0.1282864073,-0.1058472795,0.2072777127,2334.0,-0.11679333250000001,-0.01238748285,028050
2010-12-01,21.925538461538462,6.140615384615384,20.340153846153846,1.408,1.4155384615384616,-0.1135135927,0.1654472795,-0.08927771266000001,2045.0,0.3248933325,-0.01801251715,028050
2011-03-01,17.889333333333333,4.7345,16.453833333333332,1.1424999999999998,1.6518333333333333,0.4040296589,0.6706814045999999,-0.1748072276,,2.9502056210000003,0.08890258677,028050
2011-06-01,21.78306451612903,5.76451612903226,20.034838709677416,1.390967741935484,1.3561290322580646,-0.4040296589,-0.6706814045999999,0.1748072276,,0.2971943792,-0.006202586770000001,028050
2011-09-01,22.414285714285715,5.931746031746031,20.614603174603182,1.4311111111111108,1.322698412698413,0.298494418,0.15783080659999998,0.048598147200000004,,-0.030700885900000002,0.00466177532,028050
2011-12-01,20.58920634920635,5.448730158730159,18.93619047619048,1.3158730158730159,1.4355555555555555,0.441405582,0.3548691934,0.7017018528,13892.0,-0.2659991141,-0.01026177532,028050
2012-03-01,13.811612903225805,4.335,12.84983870967742,0.7620967741935484,1.6995161290322582,0.06040067034,-0.045615981459999996,-0.1498968388,,3.071907678,0.07110829885,028050
2012-06-01,12.198688524590166,3.8286885245901647,11.349016393442625,0.6739344262295084,1.937377049180328,0.1471993297,0.2714159815,0.6133968388000001,7770.0,-0.1723076778,-0.00290829885,028050
2012-09-01,11.59,3.636875,10.7828125,0.63984375,2.02328125,-0.1134709462,-0.1364003831,-0.07920230492,-7770.0,-0.5099516996,-0.0016354855099999998,028050
2012-12-01,9.899180327868851,3.10655737704918,9.20967213114754,0.5460655737704917,2.3775409836065577,-0.07322905382,-0.06889961686,-0.1538976951,14173.0,-0.1290483004,-0.00256451449,028050
2013-03-01,9.069180327868853,2.4224590163934425,8.141311475409838,0.417704918032787,2.523442622950819,-2.393294207,-2.619936275,-0.10417649450000001,,3.2900545290000003,-0.08734800517,028050
2013-06-01,5.541935483870967,1.480645161290323,4.975322580645161,0.25499999999999995,4.187903225806452,0.6093942072,0.6714362754,0.0007764944699999999,-7369.0,0.3258454711,0.02774800517,028050
2013-09-01,4.818548387096775,1.2872580645161293,4.326612903225807,0.22258064516129034,4.758064516129031,7.417051112,4.6587229180000005,-0.2682664544,7369.0,2.862399406,-0.08865104006999999,028050
2013-12-01,4.041451612903226,1.0798387096774194,3.629032258064516,0.18612903225806451,5.720161290322581,-5.633151112,-2.710222918,0.22886645439999997,-19128.0,-0.9318994060999999,0.043451040069999995,028050
2014-03-01,,1.8804918032786881,,0.22803278688524597,,0.1270553046,-0.7197845796,-0.17561629809999998,,5.554786652000001,0.013826746990000001,028050
2014-06-01,,2.0660000000000003,,0.251,,-0.1270553046,0.7197845796,0.028816298140000002,1294.0,-0.2407866516,0.01057325301,028050
2014-09-01,,1.7769354838709674,,0.21516129032258055,,-0.5829051882,-0.3728114731,0.00410406141,-1294.0,0.130163898,-0.0032693373100000003,028050
2014-12-01,,1.3764516129032258,,0.16741935483870965,,0.5829051882,0.3728114731,0.051395938589999995,1487.0,0.008736102,-0.00293066269,028050
2015-03-01,21.276500000000002,0.9453333333333334,8.618500000000003,0.13149999999999998,,-0.01492158125,-2.526646222,-0.22608250510000003,,5.540548281,0.012186817729999999,028050
2015-06-01,21.936935483870972,0.9746774193548389,8.885967741935485,0.13548387096774192,,-0.6465784188000001,1.8069462219999999,0.04508250511,363.0,-0.6214482809999999,-0.00208681773,028050
2015-09-01,16.553492063492065,0.7346031746031746,6.7049206349206365,0.10206349206349209,,-102.7294023,-834.1972176,-0.5349010421,-363.0,-21.93647889,-0.3401996331,028050
2015-12-01,11.40079365079365,0.5065079365079366,4.618571428571427,0.07015873015873014,,103.3909023,834.9169176,0.4387010421,-35301.0,17.01737889,0.1042996331,028050
2016-03-01,,,,0.08666666666666666,,0.213073719,-0.4853282228,-0.251379065,,4.424211844,0.0180384198,028050
2016-06-01,,,,0.0857377049180328,,-0.38667371899999997,0.2786282228,0.179179065,72.0,-0.146811844,-0.009038419800000001,028050
2016-09-01,,,,0.08580645161290323,,13.97562447,-0.09627149903,-0.1324830602,-72.0,-0.2471859522,0.0077194692399999995,028050
2016-12-01,,,,0.07825396825396827,,-13.80202447,0.30297149900000003,0.2930830602,155.0,0.5533859522,-0.00651946924,028050
2017-03-01,83.50854838709678,2.3562903225806457,20.625483870967745,0.3061290322580646,,-2.017166009,18.19890517,-0.20074256340000002,,4.273557686,0.00765543927,028050
2017-06-01,85.372,2.409666666666667,21.086,0.31383333333333335,,1.838866009,-20.35120517,0.08764256344,,-0.1141576864,0.00064456073,028050
2017-09-01,74.19562499999999,2.095,18.326718749999998,0.273125,,0.237799709,-0.7766365168,-0.04559706385,,-0.035582353069999996,0.0010893809599999999,028050
2017-12-01,85.49649122807018,2.413684210526316,21.11736842105263,0.31456140350877193,,-0.754299709,2.9289365170000004,-0.05480293615,-329.0,0.07328235307,-0.00548938096,028050
2018-03-01,108.2758,3.1080327868852464,44.70737704918034,0.43754098360655735,,-2.1565179409999997,-1.1887059960000002,-0.02156380225,,3.882958727,0.017448020090000002,028050
2018-06-01,,3.339166666666667,126.31233333333333,0.6188333333333331,,3.785017941,1.1887059960000002,-0.1158361977,164.0,-0.1823587272,0.00795197991,028050
2018-09-01,,3.1163934426229507,117.8881967213115,0.5781967213114755,,0.9270131262,2.154094978,-0.03175427294,-164.0,-0.45593158539999995,0.01324112747,028050
2018-12-01,,3.5025806451612906,132.4685483870968,0.6496774193548385,,5.488386874000001,-2.154094978,0.1607542729,313.0,0.38493158540000005,-0.0027411274699999997,028050
2019-03-01,45.74818181818181,3.106779661016949,101.03542372881356,0.5803389830508474,,1.5442377550000002,-5.7700606400000005,-0.1524884047,,3.209766988,0.08804616895,028050
2019-06-01,47.49209677419355,3.091774193548387,25.28274193548387,0.5951612903225805,,0.8200622448999999,10.10986064,0.3125884047,878.0,-0.6127669884,-0.01444616895,028050
2019-09-01,45.889047619047616,2.9869841269841273,24.429206349206346,0.5752380952380954,,-0.00220903693,-0.0356348875,0.00640971558,-878.0,-0.11443545620000001,-0.00448730476,028050
2019-12-01,52.23838709677419,3.4004838709677427,27.809193548387093,0.654516129032258,,-1.2096909630000001,-0.0733651125,0.00269028442,1637.0,0.042535456199999995,-0.00301269524,028050
2020-03-01,38.71,2.7204838709677417,20.984516129032258,0.527741935483871,,-0.177376225,-0.07916146085,-0.1050275261,,2.278639932,0.05368282701,028050
2020-06-01,7.830327868852459,1.7324590163934426,6.46327868852459,0.35999999999999993,,-0.04052377503,-0.11933853920000001,0.2023275261,704.0,-0.03693993206,-0.00128282701,028050
2020-09-01,7.846718750000001,1.73640625,6.4765625,0.360625,,0.16619332679999999,-0.11584101320000001,-0.0424604194,-704.0,-0.10022979060000001,0.0033217881500000003,028050
2020-12-01,8.23032786885246,1.8213114754098358,6.794426229508195,0.37836065573770483,,-0.09389332677000001,0.1012410132,0.0010604194,1288.0,-0.1348702094,-0.00222178815,028050
2021-03-01,9.397333333333334,1.8936666666666666,7.772333333333334,0.4065,,0.1943793999,0.8255365537,-0.1854235141,,2.154932334,0.07008207893,028050
2021-06-01,15.063492063492063,2.304126984126984,12.527301587301588,0.5490476190476191,,0.30922060009999996,-0.3663365537,0.17312351410000001,1027.0,-0.10383233430000001,0.00971792107,028050
2021-09-01,18.378064516129033,2.8808064516129033,15.34693548387097,0.6837096774193548,,-0.07507008115,0.044451789990000004,0.029958454149999997,-1027.0,-0.07332221368,-6.178345e-05,028050
2021-12-01,18.25507936507936,2.87952380952381,15.25873015873016,0.6836507936507935,,-0.03512991885,-0.02895178999,0.09164154585,1900.0,0.1126222137,-0.012538216550000002,028050
2022-03-01,17.03830508474576,2.794576271186441,14.446610169491528,0.6847457627118645,,0.6338877059,0.9653292377,-0.1392967661,,1.9590661600000001,0.0806113816,028050
2022-06-01,12.683225806451613,2.358387096774194,11.284354838709676,0.6304838709677419,,-0.3608877059,-0.6987292377,0.5825967661,1301.0,-0.06916615962,-0.0102113816,028050
2022-09-01,11.297619047619047,2.100793650793651,10.05142857142857,0.5622222222222223,,0.046073984250000005,0.1617533706,-0.01422114866,-1301.0,-0.2422275629,-0.0017539312,028050
2022-12-01,12.69774193548387,2.3614516129032253,11.297741935483872,0.6311290322580646,,0.07762601575,0.3573466294,-0.08607885134,3392.0,0.3979275629,0.0012539311999999999,028050
2007-03-01,,,,,,-1.0,-1.0,-1.0,,,,028260
2007-06-01,,,,,,,,,,,,028260
2007-09-01,,,,,,,,,,,,028260
2007-12-01,,,,,,,,,,,,028260
2008-03-01,,,,,,,,,,,,028260
2008-06-01,,,,,,,,,,,,028260
2008-09-01,,,,,,,,,,,,028260
2008-12-01,,,,,,,,,,,,028260
2009-03-01,,,,,,,,,,,,028260
2009-06-01,,,,,,,,,,,,028260
2009-09-01,,,,,,,,,,,,028260
2009-12-01,,,,,,,,,,,,028260
2010-03-01,,,,,,,,,,,,028260
2010-06-01,,,,,,,,,,,,028260
2010-09-01,,,,,,,,,,,,028260
2010-12-01,,,,,,,,,,,,028260
2011-03-01,,,,,,,,,,,,028260
2011-06-01,,,,,,,,,,,,028260
2011-09-01,,,,,,,,,,,,028260
