회사명,거래소코드,회계년도,당기순이익(손실)(IFRS)(천원),*주당순손익(IFRS)(원),부채(*)(IFRS)(천원),매출액(수익)(*)(IFRS)(천원),자본(*)(IFRS)(천원),* (정상)영업손익(보고서기재)(IFRS)(천원)
(주)녹십자,006280,2008/09,38998294,4409,251441653,376140550,258927695,51766682
(주)녹십자,006280,2009/09,37468357,4208,303800660,417874986,307604071,53911500
(주)녹십자,006280,2010/09,110811357,12324,244859834,639443842,463567979,144317342
(주)녹십자,006280,2011/09,55367169,5581,207318029,528209228,603517124,73082227
(주)녹십자,006280,2012/09,58950469,5830,231909480,544542489,667655176,77002111
(주)녹십자,006280,2013/09,67215156,5959,220881594,578350896,820086501,66096502
(주)녹십자,006280,2014/09,62238715,5382,352977775,627900802,869867755,76561382
(주)녹십자,006280,2015/09,113578712,9822,325632520,678527451,959552432,83870705
(주)녹십자,006280,2016/09,45835117,3964,497426318,756277300,989341200,60798035
(주)녹십자,006280,2017/09,55722991,4882,547712813,819885775,1032291210,77036312
(주)녹십자,006280,2018/09,41670425,3651,533926257,843988374,1057843812,50201174
(주)녹십자,006280,2019/09,30811833,2700,644561963,853924505,1074955981,56062162
(주)녹십자,006280,2020/09,71967627,6306,787361973,891606195,1108757805,62728342
(주)녹십자,006280,2021/09,72467303,6349,777234920,882171418,1160129329,71011078
(주)녹십자,006280,2022/09,65503201,5739,742272969,941589774,1267849935,74901376
(주)녹십자홀딩스,005250,2007/09,12015777,0,221608215,39907483,194881612,26199073
(주)녹십자홀딩스,005250,2008/09,12234512,3437,175693132,37445869,209034395,17108755
(주)녹십자홀딩스,005250,2009/09,15435083,4353,187546863,35039598,297981995,20323728
(주)녹십자홀딩스,005250,2010/09,68250670,19225,337010714,89249558,508895626,79187378
(주)녹십자홀딩스,005250,2011/09,16986703,391,362629420,27359571,518601841,25630639
(주)녹십자홀딩스,005250,2012/09,82295655,1913,152526139,24549637,579369938,12603482
(주)녹십자홀딩스,005250,2013/09,17488221,391,197634863,27549506,572787833,15443006
(주)녹십자홀딩스,005250,2014/09,17257323,381,153397255,27735803,557678529,14601227
(주)녹십자홀딩스,005250,2015/09,15290454,336,248256393,33030459,556681661,15071828
(주)녹십자홀딩스,005250,2016/09,15492000,341,278481763,66764719,556738659,22222714
(주)녹십자홀딩스,005250,2017/09,21266418,468,298089398,85492383,585826778,26503350
(주)녹십자홀딩스,005250,2018/09,23472906,517,424674301,108598207,593392759,27397876
(주)녹십자홀딩스,005250,2019/09,16428207,362,317442906,44276930,586601706,19011102
(주)녹십자홀딩스,005250,2020/09,34683499,764,436223426,44981759,613468089,21788705
(주)녹십자홀딩스,005250,2021/09,42952630,946,402609295,60569647,664401206,33837667
(주)녹십자홀딩스,005250,2022/09,10779802,237,433956335,53343137,645915128,25600489
(주)농심,004370,2007/09,76762132,0,491086966,1165432476,997053972,85000073
(주)농심,004370,2008/09,50915925,8805,644745554,1230781912,1076345558,61520655
(주)농심,004370,2009/09,109460338,18929,581505337,1387417098,1191866728,83819853
(주)농심,004370,2010/09,88047571,15226,629307706,1403866484,1271196097,73188628
(주)농심,004370,2011/09,78795887,13626,673208411,1479429345,1524530505,92035576
(주)농심,004370,2012/09,-32747217,-5663,670721810,1465969044,1423655581,84692425
(주)농심,004370,2013/09,62509888,10810,614569195,1381965941,1480393422,60950192
(주)농심,004370,2014/09,57139273,9881,563856485,1341553426,1541199302,55070534
(주)농심,004370,2015/09,84629907,14635,603500758,1392744832,1603094537,77811139
(주)농심,004370,2016/09,174264453,30136,515783413,1377402077,1780801808,49474611
(주)농심,004370,2017/09,67763300,11718,525990787,1393863120,1835791186,65590364
(주)농심,004370,2018/09,53286630,9215,510413684,1381262182,1877762907,45498171
(주)농심,004370,2019/09,40098714,6934,617683228,1419447057,1912380666,37337217
(주)농심,004370,2020/09,77706506,13438,598557580,1598376983,1971397321,79430826
(주)농심,004370,2021/09,50274586,8694,492881117,1533922560,2008826980,37009909
(주)농심,004370,2022/09,51228496,8859,579242555,1768823584,2059189640,36435065
(주)대우건설,047040,2007/09,382026075,0,3306023472,4431731511,2990345162,446269928
(주)대우건설,047040,2008/09,241000606,750,5474567118,4557521314,3197931443,293555020
(주)대우건설,047040,2009/09,188774277,590,5776941672,5090956345,3201037499,158008882
(주)대우건설,047040,2010/09,-258577514,-808,6800453959,4926836408,2792744653,-25294062
(주)대우건설,047040,2011/09,191545635,466,6464318473,4887866988,3380140124,338057328
(주)대우건설,047040,2012/09,162264645,395,6183654005,6029171963,3504137665,255394218
(주)대우건설,047040,2013/09,130299347,317,6006528958,6347784345,3479137234,325183549
(주)대우건설,047040,2014/09,98022268,239,7389142954,7168190206,2676695820,319907309
(주)대우건설,047040,2015/09,140062693,341,7051924864,7312313322,2752438022,277164418
(주)대우건설,047040,2016/09,55493562,135,6857515674,8327493193,2679290861,266202477
(주)대우건설,047040,2017/09,392692960,956,6531502971,8512207248,2392151986,524255227
(주)대우건설,047040,2018/09,228703402,557,6410055842,8032420211,2210461793,485767619
(주)대우건설,047040,2019/09,146478087,356,6318450669,6015213117,2375809782,249256171
(주)대우건설,047040,2020/09,173619872,423,6732058696,5658079456,2358795113,293809279
(주)대우건설,047040,2021/09,271986678,662,6366023278,5773854023,2656516942,390982221
(주)대우건설,047040,2022/09,301597588,734,6633497003,6727142891,3082789281,396005003
(주)대웅,003090,2007/12,19470875,0,10636693,42657331,176881793,21068210
(주)대웅,003090,2008/12,14352117,2537,7331450,39565971,190488052,16608095
(주)대웅,003090,2009/12,25532866,3122,13552261,50879011,248437124,27826820
(주)대웅,003090,2011/09,8054577,985,14691484,33977102,272235531,9090734
(주)대웅,003090,2012/09,20274926,2407,20128526,35103194,284845599,21750785
(주)대웅,003090,2013/09,8812400,1043,17346824,33717926,293112010,9307693
(주)대웅,003090,2014/09,9395783,1103,18213738,35477556,298229314,9683529
(주)대웅,003090,2015/09,10071358,1182,18555741,38324938,304174128,10866527
(주)대웅,003090,2016/09,2816256,327,19996822,38112057,307780043,2654891
(주)대웅,003090,2017/09,11412201,264,17121575,40399576,318666399,10675299
(주)대웅,003090,2018/09,10240035,237,15713851,35741098,324372923,9433083
(주)대웅,003090,2019/09,8545036,198,17698734,37030223,331085727,8983804
(주)대웅,003090,2020/09,42964881,1020,21395563,74322144,348144786,45097908
(주)대웅,003090,2021/09,47267623,1138,19540327,82574689,393432075,48987601
(주)대웅,003090,2022/09,54302706,1306,21334573,86986563,445621821,51702959
(주)대웅제약,069620,2007/12,45944609,0,103060345,361027616,251472118,59187287
(주)대웅제약,069620,2008/12,29247487,3119,215618790,408123129,269727908,39243210
(주)대웅제약,069620,2009/12,33891574,3592,171214198,451562478,306322616,52525358
(주)대웅제약,069620,2011/09,45760079,4691,142263926,537597144,352254085,63267710
(주)대웅제약,069620,2012/09,22866330,2282,100815873,521087033,375893499,29080318
(주)대웅제약,069620,2013/09,49199528,4767,96044740,493045363,429910326,63321682
(주)대웅제약,069620,2014/09,21476367,2081,152405460,541894464,449334365,48003587
(주)대웅제약,069620,2015/09,37264388,3611,342441238,608301819,477310675,46404823
(주)대웅제약,069620,2016/09,15606301,1512,441209140,580882517,497492185,20640075
(주)대웅제약,069620,2017/09,29242222,2833,517577900,653189977,540778237,38279221
(주)대웅제약,069620,2018/09,17171560,1664,517233860,686087390,557520875,26077324
(주)대웅제약,069620,2019/09,17075423,1654,544125772,744037535,550395417,30093034
(주)대웅제약,069620,2020/09,-10168541,-957,609538485,703257092,563345548,3527552
(주)대웅제약,069620,2021/09,5632420,513,652068484,779831917,586656652,70792153
(주)대웅제약,069620,2022/09,59762994,5399,682035910,867404241,676037876,90658245
(주)대한항공,003490,2007/09,46011223,0,10145435944,6510025851,4424261643,508194085
(주)대한항공,003490,2008/09,-1298426812,-19235,12796955403,7500781557,3024606970,-121919590
(주)대한항공,003490,2009/09,-183782809,-2721,13405863585,6815448687,2881988119,-20652416
(주)대한항공,003490,2010/09,398772798,5905,14234188931,8561571091,3425040115,930378006
(주)대한항공,003490,2011/09,-359290266,-5320,17198762293,8743218855,2188288116,317329191
(주)대한항공,003490,2012/09,38757590,574,18170890967,9286449629,2222875489,285556903
(주)대한항공,003490,2013/09,-194262745,-2954,18585866371,8806220251,2307026570,-33819107
(주)대한항공,003490,2014/09,44109221,752,19273462272,8786171908,2302610328,220493249
(주)대한항공,003490,2015/09,-697820693,-9983,20476795833,8462927897,1769010148,458906003
(주)대한항공,003490,2016/09,80224641,1084,20593527802,8634804447,2245072128,903847878
(주)대한항공,003490,2017/09,428757685,4755,20678710053,8788052961,2871392982,725313216
(주)대한항공,003490,2018/09,15586917,162,20715646688,9440796287,3577573314,652034068
(주)대한항공,003490,2019/09,-626862839,-6533,23291727610,9352925756,2702316799,164629479
(주)대한항공,003490,2020/09,-915551005,-7828,22465435412,5545564818,3048827369,91703348
(주)대한항공,003490,2021/09,235178845,704,19085027308,5927497943,6521120953,759992225
(주)대한항공,003490,2022/09,1425660362,3982,20066620011,9805947214,8379611644,2363558597
(주)더블유게임즈,192080,2016/09,26921462,1617,14119439,113076174,371599737,27958588
(주)더블유게임즈,192080,2017/09,32182941,2008,16388616,117604372,432286453,44403908
(주)더블유게임즈,192080,2018/09,70395848,4253,19746031,141966357,492004324,56530641
(주)더블유게임즈,192080,2019/09,87558477,5193,45066109,152756115,653201460,60298749
(주)더블유게임즈,192080,2020/09,104599097,6184,41925470,180639576,713073931,73363137
(주)더블유게임즈,192080,2021/09,98847078,5823,35734094,163804679,838134391,60252542
(주)더블유게임즈,192080,2022/09,34436254,2029,129903694,151973874,697236548,40831463
(주)동서,026960,2007/09,57592489,0,79258463,171178246,472246727,18262426
(주)동서,026960,2008/09,69130985,2353,88053272,206609805,536867187,21729242
(주)동서,026960,2009/09,86115314,2931,74671792,229645442,621292500,31756362
(주)동서,026960,2010/09,91846866,3127,82542333,254676399,704925545,31965510
(주)동서,026960,2011/09,83727162,2850,72721652,301779892,759093055,34776645
(주)동서,026960,2012/09,87485971,2978,91891116,316402355,815610761,34643442
(주)동서,026960,2013/09,86445904,1471,84022132,314403899,865037031,30489254
(주)동서,026960,2014/09,89055910,897,91971438,335209687,910451206,31151538
(주)동서,026960,2015/09,84882202,855,82355765,342405488,944929431,27251078
(주)동서,026960,2016/09,101168690,1019,119462946,338598992,1151434885,23971487
(주)동서,026960,2017/09,105297932,1061,132958584,372711604,1214354608,26446992
(주)동서,026960,2018/09,97497763,985,139849006,362925457,1251982780,21746445
(주)동서,026960,2019/09,95651922,969,137617397,331714532,1293750556,18328549
(주)동서,026960,2020/09,96722488,980,124005581,316591180,1366489168,19075748
(주)동서,026960,2021/09,86045917,872,116529384,365141750,1404291049,24193162
(주)동서,026960,2022/09,83371972,845,126853743,399167499,1446405777,26332428
(주)두산,000150,2007/09,60413336,0,1853538596,1380251387,743280509,72173951
(주)두산,000150,2008/09,92421405,3991,1549347713,1351538054,833674458,52153049
(주)두산,000150,2009/09,184276829,7940,1022385912,885529471,1773081301,-95824555
(주)두산,000150,2010/09,202181272,8668,982679788,1084467796,1958827390,205553638
(주)두산,000150,2011/09,130650973,5764,1130158169,1435348991,4345191633,167048971
(주)두산,000150,2012/09,68922799,3174,1191050033,1402577191,1968881765,118112064
(주)두산,000150,2013/09,114110993,5394,1478907513,1160266524,1871326628,149474846
(주)두산,000150,2014/09,186989306,8949,1454948339,1535760121,2082416244,240720887
(주)두산,000150,2015/09,87665222,4314,1675128553,1407864552,2067202135,148476424
(주)두산,000150,2016/09,173390527,8791,1514890434,1500518608,2134548055,240134773
(주)두산,000150,2017/09,166823677,8481,1862272970,1884446963,2149163256,209229901
(주)두산,000150,2018/09,153828687,7819,2455491720,2169531273,2336291295,228340130
(주)두산,000150,2019/09,50758907,2575,3666625922,1825262118,1428311133,98295747
(주)두산,000150,2020/09,130563495,7335,2656063091,1580407943,2622806548,143492638
(주)두산,000150,2021/09,463124475,26018,2211954794,723082001,3096259723,89583376
(주)두산,000150,2022/09,249998682,14045,2116043132,832490767,3242734200,87699522
(주)메리츠금융지주,138040,2011/12,,,,,,
(주)메리츠금융지주,138040,2012/12,,,,,,
(주)메리츠금융지주,138040,2014/09,,,,,,
(주)메리츠금융지주,138040,2015/09,,,,,,
(주)메리츠금융지주,138040,2016/09,,,,,,
(주)메리츠금융지주,138040,2017/09,,,,,,
(주)메리츠금융지주,138040,2018/09,,,,,,
(주)메리츠금융지주,138040,2019/09,,,,,,
(주)메리츠금융지주,138040,2020/09,,,,,,
(주)메리츠금융지주,138040,2021/09,,,,,,
(주)메리츠금융지주,138040,2022/09,,,,,,
(주)보령,003850,2007/09,8125180,0,48545218,145327304,115978502,12006126
(주)보령,003850,2008/09,6590422,2274,47500082,165982875,121252280,6083319
(주)보령,003850,2009/09,5844552,1976,58494048,204441012,124668941,10868533
(주)보령,003850,2010/09,14723558,2370,87488115,229194539,137388548,18547372
(주)보령,003850,2011/09,6074642,935,128581891,239878030,139971208,10794288
(주)보령,003850,2012/09,6429913,947,139397118,235826583,142728130,6213780
(주)보령,003850,2013/09,9394859,1328,126379879,241408374,154293135,12241287
(주)보령,003850,2014/09,15121066,2039,118256758,269837513,172953914,16487053
(주)보령,003850,2015/09,16186326,2080,136531261,299676222,192334174,18817837
(주)보령,003850,2016/09,15119659,1851,163250183,311446913,209338515,20860249
(주)보령,003850,2017/09,5462045,643,225653169,328860851,199100457,7096814
(주)보령,003850,2018/09,14719601,350,201235781,347719753,251383564,20110335
(주)보령,003850,2019/09,27412318,652,227394547,385324568,282298376,32711455
(주)보령,003850,2020/09,22861460,523,331655507,414093834,345737070,35987514
(주)보령,003850,2021/09,23028094,376,329106969,435998508,460682159,40844208
(주)보령,003850,2022/09,53710089,815,384396229,530449770,508912499,48594818
(주)비지에프리테일,282330,2018/09,119817532,6936,999029876,4333154789,461408814,148323502
(주)비지에프리테일,282330,2019/09,117230393,6786,1529861444,4447213014,564704531,152889057
(주)비지에프리테일,282330,2020/09,99327609,5750,1736749617,4616186792,645879371,129094942
(주)비지에프리테일,282330,2021/09,109513167,6339,1783278799,5025376545,739065567,146937237
(주)비지에프리테일,282330,2022/09,151091335,8746,1955925211,5639536281,880920687,198449514
(주)셀트리온,068270,2007/09,1832115,0,23118629,35340947,25441618,2212244
(주)셀트리온,068270,2008/09,14418773,148,307240054,64551894,220680573,26561110
(주)셀트리온,068270,2009/09,40661489,399,259092466,120028779,266819421,54736084
(주)셀트리온,068270,2010/09,78087701,717,363941031,129279801,734111708,84497186
(주)셀트리온,068270,2011/09,123551324,1063,487979053,201312828,892606249,129493474
(주)셀트리온,068270,2012/09,120205441,695,676191427,240820953,999755982,132826633
(주)셀트리온,068270,2013/09,106772341,1082,905909697,222780263,1092244830,122055825
(주)셀트리온,068270,2014/09,109390460,1082,861652142,321055552,1241949310,165998986
(주)셀트리온,068270,2015/09,123851066,1137,788557967,380167538,1642603993,191676841
(주)셀트리온,068270,2016/09,157681905,1361,651573209,397342989,2060635806,172890136
(주)셀트리온,068270,2017/09,292498197,2395,669607084,592787632,2408533002,358396258
(주)셀트리온,068270,2018/09,211451683,1696,666091039,650909959,2654882295,295381836
(주)셀트리온,068270,2019/09,198245067,1560,808633999,636513170,2811753078,252700824
(주)셀트리온,068270,2020/09,427243604,3197,1068443173,1237337920,3359735971,550045841
(주)셀트리온,068270,2021/09,444398851,3256,1295084322,1063315550,3889972237,494634230
(주)셀트리온,068270,2022/09,456079241,3300,1394844783,1489276128,4104596183,524443369
(주)신세계,004170,2007/09,368182395,0,4994013186,6323603341,3193652489,567939642
(주)신세계,004170,2008/09,411453411,21816,5693138057,6718452414,3730852624,617605863
(주)신세계,004170,2009/09,399526085,21183,6206811817,7458129752,4270031266,659947514
(주)신세계,004170,2010/09,934199997,49532,6588829218,8313458967,7126307961,754370876
(주)신세계,004170,2011/09,3332599740,150136,1653491184,1081195342,1926007089,139593895
(주)신세계,004170,2012/09,101002665,10268,2026190780,1097627065,2087169408,131090701
(주)신세계,004170,2013/09,80327765,8166,3159153494,1120385300,2234383202,126219166
(주)신세계,004170,2014/09,91202911,9272,3082811200,1094657984,2344300740,119934389
(주)신세계,004170,2015/09,352668571,35853,2536617876,1081373194,2773424065,109691951
(주)신세계,004170,2016/09,71996503,7319,2936244929,1171974372,2886355312,117982314
(주)신세계,004170,2017/09,104719712,10646,2894140377,1218056229,3065391640,127956038
(주)신세계,004170,2018/09,121026776,11873,3194754319,1271354268,3145530451,148130865
(주)신세계,004170,2019/09,744797351,75288,3521600189,1127646006,3811030212,136705778
(주)신세계,004170,2020/09,232771418,23175,4015788762,1048715787,3568369260,65082069
(주)신세계,004170,2021/09,220344081,22401,3889515183,1192110723,3793237753,163807987
(주)신세계,004170,2022/09,195170144,19842,4325688118,1367903635,3872203957,244839172
(주)신세계인터내셔날,031430,2011/09,28856359,4995,167576095,574115445,345635096,38451687
(주)신세계인터내셔날,031430,2012/09,35944561,5034,187525338,575699874,389118489,42548018
(주)신세계인터내셔날,031430,2013/09,14113610,1977,338972470,555726804,411897441,11485200
(주)신세계인터내셔날,031430,2014/09,12573373,1761,410429432,591361957,435531016,12000496
(주)신세계인터내셔날,031430,2015/09,6368685,892,441390279,621957509,429869381,10268019
(주)신세계인터내셔날,031430,2016/09,904281,127,426770521,649531629,427643156,12239220
(주)신세계인터내셔날,031430,2017/09,11186539,1567,458908778,688769640,438819648,15437922
(주)신세계인터내셔날,031430,2018/09,39531151,5537,419817299,804131486,483611496,47376526
(주)신세계인터내셔날,031430,2019/09,59817272,8378,519368619,933657877,527651137,67615887
(주)신세계인터내셔날,031430,2020/09,43784785,6132,539849477,869106563,562130610,23851742
(주)신세계인터내셔날,031430,2021/09,48378122,6776,472747110,953826530,619342263,61755120
(주)신세계인터내셔날,031430,2022/09,69908147,1958,445776454,1044351339,687986588,88053502
(주)신한금융지주회사,055550,2007/09,,,,,,
(주)신한금융지주회사,055550,2008/09,,,,,,
(주)신한금융지주회사,055550,2009/09,,,,,,
(주)신한금융지주회사,055550,2010/09,,,,,,
(주)신한금융지주회사,055550,2011/09,,,,,,
(주)신한금융지주회사,055550,2012/09,,,,,,
(주)신한금융지주회사,055550,2013/09,,,,,,
(주)신한금융지주회사,055550,2014/09,,,,,,
(주)신한금융지주회사,055550,2015/09,,,,,,
(주)신한금융지주회사,055550,2016/09,,,,,,
(주)신한금융지주회사,055550,2017/09,,,,,,
(주)신한금융지주회사,055550,2018/09,,,,,,
(주)신한금융지주회사,055550,2019/09,,,,,,
(주)신한금융지주회사,055550,2020/09,,,,,,
(주)신한금융지주회사,055550,2021/09,,,,,,
(주)신한금융지주회사,055550,2022/09,,,,,,
(주)아모레퍼시픽,090430,2007/09,149770628,0,324501623,1040024381,916297635,209538321
(주)아모레퍼시픽,090430,2008/09,149963027,24983,327094899,1163892679,1090171071,206284907
(주)아모레퍼시픽,090430,2009/09,195759800,32822,347682835,1363263896,1273320720,263407135
(주)아모레퍼시픽,090430,2010/09,272303414,45855,360361652,1578915997,1530166694,300654746
(주)아모레퍼시픽,090430,2011/09,240998978,34933,564482775,1784136886,2056305854,313374708
(주)아모레퍼시픽,090430,2012/09,242252056,35115,548538385,1959534519,2321378046,335832342
(주)아모레퍼시픽,090430,2013/09,231090225,33497,541200415,2059582894,2530451659,321742368
(주)아모레퍼시픽,090430,2014/09,308188358,44674,613219217,2419078301,2832765750,434104101
(주)아모레퍼시픽,090430,2015/09,454900977,6594,649848833,2823426187,3260715389,571960832
(주)아모레퍼시픽,090430,2016/09,510296479,7397,818030264,3336537288,3742590843,676493038
(주)아모레퍼시픽,090430,2017/09,317155030,4597,657391566,2903646434,4010327117,429437658
(주)아모레퍼시픽,090430,2018/09,267102228,3872,452823835,2871616682,4220705316,352454913
(주)아모레퍼시픽,090430,2019/09,332258194,4841,532547262,3080148615,4385320390,398196559
(주)아모레퍼시픽,090430,2020/09,165653382,2418,427800175,2321569088,4470389293,209352946
(주)아모레퍼시픽,090430,2021/09,248340072,3621,525163330,2599137236,4741419317,305057759
(주)아모레퍼시픽,090430,2022/09,187245674,2714,349271291,2178615010,4840255377,196434126
(주)아모레퍼시픽그룹,002790,2007/09,50598941,0,129130824,55363441,1255608834,40463160
(주)아모레퍼시픽그룹,002790,2008/09,48142170,6347,128428857,48275724,1301278917,41684046
(주)아모레퍼시픽그룹,002790,2009/09,73716077,9791,104353780,70104041,1389658723,65007919
(주)아모레퍼시픽그룹,002790,2010/09,101237685,13482,105367394,104128114,1482284495,97798115
(주)아모레퍼시픽그룹,002790,2011/09,25866673,3165,61513871,27116742,1561479532,22017159
(주)아모레퍼시픽그룹,002790,2012/09,37845808,4646,48248786,34681462,1581670251,25936411
(주)아모레퍼시픽그룹,002790,2013/09,35576212,4336,50067180,43792116,1611266902,31215207
(주)아모레퍼시픽그룹,002790,2014/09,52616882,6461,49299815,71818738,1632037762,47434786
(주)아모레퍼시픽그룹,002790,2015/09,43726794,534,45011471,59525848,1652377209,39645800
(주)아모레퍼시픽그룹,002790,2016/09,48732048,594,47321424,75569618,1664950058,51156965
(주)아모레퍼시픽그룹,002790,2017/09,66201029,795,45214159,92766550,1687966781,64443120
(주)아모레퍼시픽그룹,002790,2018/09,46170142,554,49109522,66821475,1712232166,44490411
(주)아모레퍼시픽그룹,002790,2019/09,132994483,1603,44720895,147580240,1768482551,127360974
(주)아모레퍼시픽그룹,002790,2020/09,35125123,360,54650394,49565591,1992036359,32220103
(주)아모레퍼시픽그룹,002790,2021/09,148207474,1621,57649041,34034278,2069651054,17739506
(주)아모레퍼시픽그룹,002790,2022/09,27824172,297,68896142,38052073,2055389266,20043031
(주)에스원,012750,2007/09,75255226,0,192228325,557211310,449232201,100259322
(주)에스원,012750,2008/09,85778712,2493,190401976,555520681,530203252,107912647
(주)에스원,012750,2009/09,72320147,2094,185799100,541212524,595466543,86854666
(주)에스원,012750,2010/09,80315517,2326,199483472,613078515,624256481,88194844
(주)에스원,012750,2011/09,89576689,2657,246656022,709601144,700314481,105843183
(주)에스원,012750,2012/09,71538997,2118,256845055,733823802,743726825,86254825
(주)에스원,012750,2013/09,59354401,1756,294824076,848438721,761578526,87278283
(주)에스원,012750,2014/09,79986914,2366,538779038,1188908065,824450782,108711828
(주)에스원,012750,2015/09,169726612,5020,350911361,1326176817,976963217,131815214
(주)에스원,012750,2016/09,107662094,3184,338313454,1327422182,1057571955,151471979
(주)에스원,012750,2017/09,118111994,3493,289459877,1436826802,1172041850,163375585
(주)에스원,012750,2018/09,114381917,3383,384808241,1476718390,1283809692,149148503
(주)에스원,012750,2019/09,109406007,3236,431334496,1549454856,1280862638,145298345
(주)에스원,012750,2020/09,101374579,2998,463559443,1612859923,1335798108,143218473
(주)에스원,012750,2021/09,114341090,3382,478497292,1692697995,1397758605,155334839
(주)에스원,012750,2022/09,116207113,3437,487957010,1811044069,1434397398,159350382
(주)에프앤에프,383220,2021/09,129952446,16978,615634641,536234781,450250839,173813144
