회사명,거래소코드,회계년도,당기순이익(손실)(IFRS연결)(천원),*주당순손익(IFRS연결)(원),부채(*)(IFRS연결)(천원),매출액(수익)(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),* (정상)영업손익(보고서기재)(IFRS연결)(천원)
(주)케이씨씨,002380,2007/09,,,,,,
(주)케이씨씨,002380,2008/09,,,,,,
(주)케이씨씨,002380,2009/09,,,,,,
(주)케이씨씨,002380,2010/09,,,,,,
(주)케이씨씨,002380,2011/09,435848405,0,2387753353,2487624064,5449696607,128840163
(주)케이씨씨,002380,2012/09,603405461,0,2223073945,2429316766,5132085037,178988789
(주)케이씨씨,002380,2013/09,259097640,0,2076871056,2378158389,5135844140,187375220
(주)케이씨씨,002380,2014/09,180751239,0,1980867004,2523145144,5037164837,228703431
(주)케이씨씨,002380,2015/09,101203666,0,2891580102,2494340367,6029869884,249921911
(주)케이씨씨,002380,2016/09,182252965,0,3082552152,2552656134,6238345268,289869187
(주)케이씨씨,002380,2017/09,175880074,0,3586458082,2838315106,6382814868,275359941
(주)케이씨씨,002380,2018/09,359812314,0,3237463721,2852397571,6123261453,218474160
(주)케이씨씨,002380,2019/09,-187868087,0,3618707464,2469794628,5491438452,125777518
(주)케이씨씨,002380,2020/09,-47718165,0,7031258447,3742915784,4846372631,79993297
(주)케이씨씨,002380,2021/09,178969931,0,7935874519,4365159296,5519848740,314379645
(주)케이씨씨,002380,2022/09,-50944715,0,8164670648,5133586095,5423435960,410020968
(주)케이티,030200,2007/09,,,,,,
(주)케이티,030200,2008/09,,,,,,
(주)케이티,030200,2009/09,,,,,,
(주)케이티,030200,2010/09,,,,,,
(주)케이티,030200,2011/09,1231592000,0,17233533000,15610987000,12239125000,1669714000
(주)케이티,030200,2012/09,1017902000,0,20582081000,18050393000,13207265000,1485273000
(주)케이티,030200,2013/09,482287000,0,20889171000,17596120000,13233068000,1023355000
(주)케이티,030200,2014/09,-724105000,0,22192151000,17697096000,11926081000,-325908000
(주)케이티,030200,2015/09,728356000,0,19090032000,16322272000,12360535000,1025705000
(주)케이티,030200,2016/09,704866000,0,17468131000,16722598000,12667681000,1213653000
(주)케이티,030200,2017/09,685028000,0,16085932000,17280716000,13287063000,1241543000
(주)케이티,030200,2018/09,744227000,0,18077261000,17465620000,14567247000,1165732000
(주)케이티,030200,2019/09,676119000,0,18430146000,18146585000,15231146000,1002790000
(주)케이티,030200,2020/09,664230000,0,20203990000,17709417000,15656560000,1017277000
(주)케이티,030200,2021/09,1035009000,0,19733689000,18274420000,16097486000,1302431000
(주)케이티,030200,2022/09,1144955000,0,22745894000,19067053000,17905617000,1538672000
(주)케이티앤지,033780,2007/09,,,,,,
(주)케이티앤지,033780,2008/09,,,,,,
(주)케이티앤지,033780,2009/09,681384529,0,1377754783,2685625243,3910387972,916808654
(주)케이티앤지,033780,2010/09,866316282,0,1183902508,2579165999,4397930614,920564161
(주)케이티앤지,033780,2011/09,680184549,0,1302857261,2768911134,4747063546,905693981
(주)케이티앤지,033780,2012/09,619542610,0,1998326378,3030295166,5105395653,840787047
(주)케이티앤지,033780,2013/09,480478325,0,1693394236,2834588057,5272773801,790507663
(주)케이티앤지,033780,2014/09,639386820,0,1814512038,3062403224,5590526905,884628023
(주)케이티앤지,033780,2015/09,870047925,0,2220721190,3303164396,6128011162,1102052573
(주)케이티앤지,033780,2016/09,820211903,0,2141116575,3399634191,6703248410,1165152096
(주)케이티앤지,033780,2017/09,817826315,0,2639953761,3619320849,7467417897,1203617593
(주)케이티앤지,033780,2018/09,771969285,0,2393097325,3369836435,8027141852,991206226
(주)케이티앤지,033780,2019/09,920372761,0,2069138702,3765003706,8562252923,1129692194
(주)케이티앤지,033780,2020/09,865411651,0,2759545662,3960664158,8758046978,1144392555
(주)케이티앤지,033780,2021/09,878582434,0,2524414534,4178801544,9424890285,1071718949
(주)케이티앤지,033780,2022/09,1065361113,0,2844196057,4444663138,9786961639,1066247582
(주)크래프톤,259960,2017/09,,,,,,
(주)크래프톤,259960,2018/09,,,,,,
(주)크래프톤,259960,2019/09,143615510,0,377300067,692531677,443223222,159479903
(주)크래프톤,259960,2020/09,514938294,0,480908917,1237069856,1159189304,681303855
(주)크래프톤,259960,2021/09,513637092,0,784173108,1442280886,4520001795,596652841
(주)크래프톤,259960,2022/09,665596493,0,899111982,1380430207,5401719218,614480380
(주)포스코인터내셔널,047050,2007/09,,,,,,
(주)포스코인터내셔널,047050,2008/09,,,,,,
(주)포스코인터내셔널,047050,2009/09,,,,,,
(주)포스코인터내셔널,047050,2010/09,,,,,,
(주)포스코인터내셔널,047050,2011/09,156530938,0,7813185153,14076355093,1735030458,112410203
(주)포스코인터내셔널,047050,2012/09,239169182,0,6281433239,13380286846,2222501236,181105606
(주)포스코인터내셔널,047050,2013/09,102079511,0,5315259924,12152074739,2236157789,119285336
(주)포스코인터내셔널,047050,2014/09,136245797,1196,6935830367,15162483201,2323009236,250689263
(주)포스코인터내셔널,047050,2015/09,113999069,0,6250363510,13409484953,2480516325,285481206
(주)포스코인터내셔널,047050,2016/09,139254691,0,4847937522,11562682877,2470641817,246265494
(주)포스코인터내셔널,047050,2017/09,130720900,0,6564247958,16834939531,2823955303,305175397
(주)포스코인터내셔널,047050,2018/09,138112290,0,7337527400,18878630827,2933052166,355426222
(주)포스코인터내셔널,047050,2019/09,201180192,0,6769089343,18484248376,3068745601,507653412
(주)포스코인터내셔널,047050,2020/09,209702447,0,5642202863,15831071411,3196794958,387224363
(주)포스코인터내셔널,047050,2021/09,288092602,0,8070051347,24762967198,3426817539,445413857
(주)포스코인터내셔널,047050,2022/09,511832612,0,10287055318,30023330294,4479943889,733685314
(주)포스코퓨처엠,003670,2007/09,,,,,,
(주)포스코퓨처엠,003670,2008/09,,,,,,
(주)포스코퓨처엠,003670,2009/09,,,,,,
(주)포스코퓨처엠,003670,2010/09,,,,,,
(주)포스코퓨처엠,003670,2011/09,,,,,,
(주)포스코퓨처엠,003670,2012/09,,,,,,
(주)포스코퓨처엠,003670,2013/09,43781813,0,160698490,939790813,438756878,54644248
(주)포스코퓨처엠,003670,2014/09,56343043,0,204669168,1019648797,496625040,74017342
(주)포스코퓨처엠,003670,2015/09,17925208,0,179446329,928269340,522312360,37277712
(주)포스코퓨처엠,003670,2016/09,22476039,0,138082489,831012891,542609144,54219213
(주)포스코퓨처엠,003670,2017/09,70929542,0,162965206,887188270,622355859,83597761
(주)포스코퓨처엠,003670,2018/09,100795914,0,192089860,1017683896,732252636,77061392
(주)포스코퓨처엠,003670,2019/09,86248215,0,325606663,1096900159,992391999,66616170
(주)포스코퓨처엠,003670,2020/09,13931211,0,1053415497,1116353115,1009926724,39415775
(주)포스코퓨처엠,003670,2021/09,114549165,0,1355750499,1452194166,2411363215,101215146
(주)포스코퓨처엠,003670,2022/09,148054862,0,2164275678,2521114075,2722818086,162565233
(주)풍산,103140,2008/09,,,,,,
(주)풍산,103140,2009/09,,,,,,
(주)풍산,103140,2010/09,,,,,,
(주)풍산,103140,2011/09,58729822,0,1931550847,2140862517,974245708,122345053
(주)풍산,103140,2012/09,49242152,0,1757632554,2126314301,980036314,113162782
(주)풍산,103140,2013/09,45798111,0,1794259160,2210298675,998805111,101618646
(주)풍산,103140,2014/09,58279940,0,1884253408,2163802652,1038375739,89516937
(주)풍산,103140,2015/09,39397035,0,1642813737,2089047629,1083911899,85312995
(주)풍산,103140,2016/09,100791961,0,1468535494,2020820951,1167429068,157734248
(주)풍산,103140,2017/09,121471867,0,1470041576,2102246175,1329595654,191670614
(주)풍산,103140,2018/09,58941834,0,1394749849,2036990136,1355593704,88184105
(주)풍산,103140,2019/09,9802653,0,1297339663,1744874346,1395387249,24432222
(주)풍산,103140,2020/09,38233146,0,1156617688,1794866671,1411911942,67747311
(주)풍산,103140,2021/09,187689272,0,1392902715,2533434609,1632736388,249735248
(주)풍산,103140,2022/09,134493995,0,1697243798,3239974479,1824568962,188804866
(주)하나금융지주,086790,2007/09,,,,,,
(주)하나금융지주,086790,2008/09,,,,,,
(주)하나금융지주,086790,2009/09,,,,,,
(주)하나금융지주,086790,2010/09,,,,,,
(주)하나금융지주,086790,2011/09,,,,,,
(주)하나금융지주,086790,2012/09,,,,,,
(주)하나금융지주,086790,2013/09,,,,,,
(주)하나금융지주,086790,2014/09,,,,,,
(주)하나금융지주,086790,2015/09,,,,,,
(주)하나금융지주,086790,2016/09,,,,,,
(주)하나금융지주,086790,2017/09,,,,,,
(주)하나금융지주,086790,2018/09,,,,,,
(주)하나금융지주,086790,2019/09,,,,,,
(주)하나금융지주,086790,2020/09,,,,,,
(주)하나금융지주,086790,2021/09,,,,,,
(주)하나금융지주,086790,2022/09,,,,,,
(주)하나투어,039130,2007/09,,,,,,
(주)하나투어,039130,2008/09,,,,,,
(주)하나투어,039130,2009/09,,,,,,
(주)하나투어,039130,2010/09,,,,,,
(주)하나투어,039130,2011/09,,,,,,
(주)하나투어,039130,2012/09,,,,,,
(주)하나투어,039130,2013/09,29706214,0,192391820,269482245,186020824,34300804
(주)하나투어,039130,2014/09,25677005,0,221996390,288725135,180322953,29214736
(주)하나투어,039130,2015/09,26783632,0,246062511,334511482,207484813,35628015
(주)하나투어,039130,2016/09,4821662,0,314596969,448664217,209297372,17143639
(주)하나투어,039130,2017/09,5745931,0,379305502,500860863,200050758,25005283
(주)하나투어,039130,2018/09,15553131,0,437357825,634468855,245153089,21978568
(주)하나투어,039130,2019/09,-1223279,0,747923496,599741591,230803008,14031574
(주)하나투어,039130,2020/09,-132944667,0,559267214,130139287,209754126,-109580510
(주)하나투어,039130,2021/09,-36187984,0,470703157,27362221,84582216,-92107069
(주)하나투어,039130,2022/09,-75376888,0,337389938,68820822,86778729,-85208412
(주)하이브,352820,2021/09,87212195,0,1427889655,797980799,2072254140,116417693
(주)하이브,352820,2022/09,222670644,0,1981538848,1242690978,3541952848,186012805
(주)한샘,009240,2007/09,,,,,,
(주)한샘,009240,2008/09,,,,,,
(주)한샘,009240,2009/09,,,,,,
(주)한샘,009240,2010/09,,,,,,
(주)한샘,009240,2011/09,,,,,,
(주)한샘,009240,2012/09,,,,,,
(주)한샘,009240,2013/09,42378107,0,228729384,703268849,245219303,54464796
(주)한샘,009240,2014/09,60473485,0,262454495,947175861,312718741,77794271
(주)한샘,009240,2015/09,82484520,0,330397993,1242967890,406516222,105554732
(주)한샘,009240,2016/09,84125143,0,333971266,1376944526,496477316,103625386
(주)한샘,009240,2017/09,77591974,0,525689546,1572510176,498395217,105955155
(주)한샘,009240,2018/09,45311318,0,433660134,1439522881,532323102,36378957
(주)한샘,009240,2019/09,20487148,0,454174087,1263833655,577741165,34121790
(주)한샘,009240,2020/09,46403264,0,641632163,1515326321,608748869,63522187
(주)한샘,009240,2021/09,61300976,0,539289748,1657508775,669386085,75511467
(주)한샘,009240,2022/09,10439556,0,596795202,1503151176,513583906,-1426447
(주)한섬,020000,2007/09,,,,,,
(주)한섬,020000,2008/09,,,,,,
(주)한섬,020000,2009/09,,,,,,
(주)한섬,020000,2010/09,,,,,,
(주)한섬,020000,2011/09,,,,,,
(주)한섬,020000,2012/09,,,,,,
(주)한섬,020000,2013/09,26832947,0,197288091,299976573,779236387,30194447
(주)한섬,020000,2014/09,21467716,0,235735661,340732013,809319146,22889136
(주)한섬,020000,2015/09,49447861,0,142044904,393372105,810997385,35531661
(주)한섬,020000,2016/09,38954991,1773,145972442,466048052,863565340,45356191
(주)한섬,020000,2017/09,41146645,1873,352867999,827454636,914545988,48932595
(주)한섬,020000,2018/09,48427172,2204,280483192,905567609,965795975,61774954
(주)한섬,020000,2019/09,57918039,2636,240101811,875680882,1042163330,73255343
(주)한섬,020000,2020/09,53785844,0,269079586,809315168,1093627142,65956635
(주)한섬,020000,2021/09,73841323,0,353433349,942384623,1191589935,100491427
(주)한섬,020000,2022/09,81377278,0,467559493,1090351273,1299970778,119150406
(주)한솔케미칼,014680,2007/09,,,,,,
(주)한솔케미칼,014680,2008/09,,,,,,
(주)한솔케미칼,014680,2009/09,,,,,,
(주)한솔케미칼,014680,2010/09,,,,,,
(주)한솔케미칼,014680,2011/09,,,,,,
(주)한솔케미칼,014680,2012/09,,,,,,
(주)한솔케미칼,014680,2013/09,17145052,1546,243372493,239019044,195663273,22133515
(주)한솔케미칼,014680,2014/09,15069961,1359,255810350,244868676,206986577,18482153
(주)한솔케미칼,014680,2015/09,31430893,2835,279517902,275099358,244642760,40379624
(주)한솔케미칼,014680,2016/09,51019848,4601,377168154,337993833,332167404,67192843
(주)한솔케미칼,014680,2017/09,51031612,4602,345201149,391898851,378985866,65231841
(주)한솔케미칼,014680,2018/09,57653500,0,397428821,407422332,438412168,83513138
(주)한솔케미칼,014680,2019/09,77134211,0,436258644,444436777,511009692,94156884
(주)한솔케미칼,014680,2020/09,109738939,0,347329316,460046263,608727087,125135036
(주)한솔케미칼,014680,2021/09,134292653,0,413027629,560888838,747025356,162176192
(주)한솔케미칼,014680,2022/09,131918299,0,417939447,668929457,817593628,160285523
(주)한진칼,180640,2013/09,15850289,0,639122429,105975283,780662051,21049054
(주)한진칼,180640,2014/09,45684183,0,712655801,470087102,834981665,62564775
(주)한진칼,180640,2015/09,-228031809,0,847048662,520704481,1406841582,61449929
(주)한진칼,180640,2016/09,-57610457,0,920377387,751903275,1380276622,97299612
(주)한진칼,180640,2017/09,137564130,0,1187579352,851144107,1195573738,102718960
(주)한진칼,180640,2018/09,41713443,0,1009925824,1006643195,1724498940,120687694
(주)한진칼,180640,2019/09,-238033642,0,1252458245,946914305,1432444660,43714347
(주)한진칼,180640,2020/09,-414151784,0,1552420235,325748969,979673324,-165702534
(주)한진칼,180640,2021/09,-220887760,0,1983539717,275402638,1549093132,-163736170
(주)한진칼,180640,2022/09,766431298,0,1343561986,142768910,2482087048,10187714
(주)한화,000880,2007/09,,,,,,
(주)한화,000880,2008/09,,,,,,
(주)한화,000880,2009/09,,,,,,
(주)한화,000880,2010/09,,,,,,
(주)한화,000880,2011/09,176141000,3021,10152141000,8759888000,5205780000,282128000
(주)한화,000880,2012/09,255455000,0,10888221000,8321058000,5320291000,253113000
(주)한화,000880,2013/09,208506000,0,100842863000,28420303000,10667187000,666566000
(주)한화,000880,2014/09,-37377000,0,108468154000,27498755000,11297845000,349246000
(주)한화,000880,2015/09,415196073,0,124132587149,30026816594,15190226609,782061056
(주)한화,000880,2016/09,1198589000,0,137817023000,34923669000,15561662000,1619109000
(주)한화,000880,2017/09,1442973000,0,144389294000,36426978000,16194957000,1810393000
(주)한화,000880,2018/09,1183632000,0,149669339000,35755932000,17248303000,1819675000
(주)한화,000880,2019/09,666424000,0,160211167000,37683109000,19080903000,1010896000
(주)한화,000880,2020/09,945752000,0,169585717000,37138441000,19505077000,1433965000
(주)한화,000880,2021/09,1907768000,0,177334094000,38932067000,20917309000,2190613000
(주)한화,000880,2022/09,2062200000,0,189720477000,45179289000,14774559000,2302420000
(주)현대미포조선,010620,2007/09,,,,,,
(주)현대미포조선,010620,2008/09,,,,,,
(주)현대미포조선,010620,2009/09,,,,,,
(주)현대미포조선,010620,2010/09,,,,,,
(주)현대미포조선,010620,2011/09,293541719,0,5233766963,3474205445,3659951775,314555355
(주)현대미포조선,010620,2012/09,96306610,0,5227556418,3282873898,3464925436,95099825
(주)현대미포조선,010620,2013/09,-181522601,0,6550966603,2811042368,3348676225,-167645354
(주)현대미포조선,010620,2014/09,-698379773,0,7945014827,2808087487,2073620307,-937712222
(주)현대미포조선,010620,2015/09,35447473,0,8586579122,3651200592,1826400783,58490385
(주)현대미포조선,010620,2016/09,184330469,0,7534243037,3127283279,2359618909,170064658
(주)현대미포조선,010620,2017/09,342091830,0,6272700147,2545269522,2472372781,144293188
(주)현대미포조선,010620,2018/09,110888238,0,6471285244,1675369764,2446137245,63150205
(주)현대미포조선,010620,2019/09,67314042,0,1082456131,2267888902,2363371313,81776575
(주)현대미포조선,010620,2020/09,60367699,0,1139013995,2133262324,2401136755,74594027
(주)현대미포조선,010620,2021/09,-81742301,0,1655804441,2026666374,2290140749,-140318560
(주)현대미포조선,010620,2022/09,105289708,0,2741775541,2693663455,2327109595,-54367446
(주)현대백화점,069960,2007/09,,,,,,
(주)현대백화점,069960,2008/09,,,,,,
(주)현대백화점,069960,2009/09,,,,,,
(주)현대백화점,069960,2010/09,,,,,,
(주)현대백화점,069960,2011/09,324902737,0,1582488671,1024867871,2820023414,331218152
(주)현대백화점,069960,2012/09,272562987,0,2096568105,1099711691,3149263720,321423331
(주)현대백화점,069960,2013/09,252565123,0,1867062212,1106656266,3458036083,276861772
(주)현대백화점,069960,2014/09,195089368,0,1871530554,1120281368,3715823573,241869550
(주)현대백화점,069960,2015/09,191270952,0,2093222627,1180610657,3939679026,232395264
(주)현대백화점,069960,2016/09,217122986,0,2238733853,1342024898,4218401948,262166541
(주)현대백화점,069960,2017/09,239428199,0,2200725488,1353298399,4525779378,277043212
(주)현대백화점,069960,2018/09,205805189,0,2411089330,1331227821,4749079522,257969039
(주)현대백화점,069960,2019/09,167320800,0,2670295267,1586569048,4921702114,186651026
(주)현대백화점,069960,2020/09,76176416,0,3585875901,1628520148,5005383356,67734841
(주)현대백화점,069960,2021/09,167057190,0,4164549468,2471795954,5154228680,170190858
(주)현대백화점,069960,2022/09,198374580,0,5439428304,3431743066,5831380653,252335899
(주)현대지에프홀딩스,005440,2007/09,,,,,,
(주)현대지에프홀딩스,005440,2008/09,,,,,,
(주)현대지에프홀딩스,005440,2009/09,,,,,,
(주)현대지에프홀딩스,005440,2010/09,,,,,,
(주)현대지에프홀딩스,005440,2011/09,,,,,,
(주)현대지에프홀딩스,005440,2012/09,,,,,,
(주)현대지에프홀딩스,005440,2013/09,76845811,0,487275666,1302843062,1417170271,61687856
(주)현대지에프홀딩스,005440,2014/09,77434130,0,519195027,1405439377,1465004659,61079428
(주)현대지에프홀딩스,005440,2015/09,81816271,0,503245702,1543415408,1479655525,71287789
(주)현대지에프홀딩스,005440,2016/09,78402822,0,537958389,1613710439,1513872650,67688459
(주)현대지에프홀딩스,005440,2017/09,101925662,0,618913452,1839186482,1656846979,91559559
(주)현대지에프홀딩스,005440,2018/09,112965424,0,786761669,2432075837,2112477928,114609038
(주)현대지에프홀딩스,005440,2019/09,97779526,0,856272581,2330577214,2164070265,85027183
(주)현대지에프홀딩스,005440,2020/09,90860809,0,933533571,2428630926,2166778607,76441515
(주)현대지에프홀딩스,005440,2021/09,93657045,0,953050250,2580857094,2265365413,62162070
(주)현대지에프홀딩스,005440,2022/09,91962154,0,991116220,2871138688,2219866878,76145380
(주)현대홈쇼핑,057050,2010/09,,,,,,
(주)현대홈쇼핑,057050,2011/09,,,,,,
(주)현대홈쇼핑,057050,2012/09,,,,,,
(주)현대홈쇼핑,057050,2013/09,,,,,,
(주)현대홈쇼핑,057050,2014/09,,,,,,
(주)현대홈쇼핑,057050,2015/09,81904631,6915,415668990,645086323,1334027163,75921409
(주)현대홈쇼핑,057050,2016/09,83632251,7061,504425265,700801053,1421165868,83006114
(주)현대홈쇼핑,057050,2017/09,99252131,8486,430171224,770170546,1521625548,94362248
(주)현대홈쇼핑,057050,2018/09,102485653,8769,319596513,749212179,1632333554,87400800
(주)현대홈쇼핑,057050,2019/09,108169890,9255,817243607,1625538485,1770534066,99315089
(주)현대홈쇼핑,057050,2020/09,112150182,9754,875224946,1681907576,1802968048,110606432
(주)현대홈쇼핑,057050,2021/09,144922228,12659,736089850,1635649588,1915937783,107910620
(주)현대홈쇼핑,057050,2022/09,113229056,9891,942922165,1677733370,1964631645,100032867
(주)호텔신라,008770,2007/09,,,,,,
(주)호텔신라,008770,2008/09,,,,,,
(주)호텔신라,008770,2009/09,,,,,,
(주)호텔신라,008770,2010/09,,,,,,
(주)호텔신라,008770,2011/09,,,,,,
(주)호텔신라,008770,2012/09,,,,,,
(주)호텔신라,008770,2013/09,12337179,311,1131250442,1703341721,684636582,80808999
(주)호텔신라,008770,2014/09,69503631,1763,1193538760,2095307881,739265199,112431398
(주)호텔신라,008770,2015/09,20904209,530,1403478122,2404069773,741096644,65874109
(주)호텔신라,008770,2016/09,26243250,686,1488205029,2780748022,656132883,63348832
(주)호텔신라,008770,2017/09,18265706,0,1555538429,2988053074,666805630,57566823
(주)호텔신라,008770,2018/09,131489745,0,1531936357,3520824709,788917293,181632290
(주)호텔신라,008770,2019/09,131410964,0,2885391336,4173343845,889325285,218249767
(주)호텔신라,008770,2020/09,-169770820,0,2531790525,2346177981,736474249,-150068120
(주)호텔신라,008770,2021/09,9383913,0,2181172937,2649284453,564361943,93819026
(주)호텔신라,008770,2022/09,30832285,0,2253140815,3622095409,629690507,85002155
(주)화승엔터프라이즈,241590,2016/09,19929475,0,231878526,434624526,167837532,25409132
(주)화승엔터프라이즈,241590,2017/09,31744567,0,280320033,535655668,218015570,40923728
(주)화승엔터프라이즈,241590,2018/09,7635556,0,467545606,641198865,271259253,25489878
(주)화승엔터프라이즈,241590,2019/09,39423764,0,558887549,828169079,350244791,51574697
(주)화승엔터프라이즈,241590,2020/09,17822563,0,603017271,819033937,533423550,38836068
(주)화승엔터프라이즈,241590,2021/09,-576963,0,703481521,801770637,562256299,5470351
(주)화승엔터프라이즈,241590,2022/09,23822803,0,1081296210,1267875025,671570365,48510943
(주)효성,004800,2007/09,,,,,,
(주)효성,004800,2008/09,,,,,,
(주)효성,004800,2009/09,,,,,,
(주)효성,004800,2010/09,,,,,,
(주)효성,004800,2011/09,-7942754,0,10336795941,8113372559,3071685080,241150046
(주)효성,004800,2012/09,102276311,0,11063551038,9570025353,3081898624,255955287
(주)효성,004800,2013/09,-175896682,0,11560225057,9470310870,2774782732,468618531
(주)효성,004800,2014/09,149356915,0,10943921973,8860078075,2740102009,430889818
(주)효성,004800,2015/09,271933762,0,11417174497,9222011950,3301129094,754583926
(주)효성,004800,2016/09,498161946,0,9950583881,8737484055,3756637194,801286468
(주)효성,004800,2017/09,483027398,0,10693471722,9098720994,4065061152,622733725
(주)효성,004800,2018/09,3134303777,0,3834317704,2133379132,1997868287,79823424
(주)효성,004800,2019/09,105829123,0,3788842869,2465352845,2701202790,171022421
(주)효성,004800,2020/09,-44319883,0,4023159867,1962619593,2514837828,60002853
(주)효성,004800,2021/09,450614590,0,2173093102,2471091292,2895427250,494003449
(주)효성,004800,2022/09,50516736,0,2724305648,2703780927,2983313144,78718506
(주)후성,093370,2007/09,,,,,,
(주)후성,093370,2008/09,,,,,,
(주)후성,093370,2009/09,,,,,,
(주)후성,093370,2010/09,,,,,,
(주)후성,093370,2011/09,,,,,,
(주)후성,093370,2012/09,,,,,,
(주)후성,093370,2013/09,-14075187,0,170017319,152661190,147734574,-12708287
(주)후성,093370,2014/09,-6752294,0,164475904,141107992,124271009,-6104188
(주)후성,093370,2015/09,10254088,0,172171288,158660502,94580184,11823816
(주)후성,093370,2016/09,25001813,0,144935658,181757982,120508584,28539239
(주)후성,093370,2017/09,25566958,0,107110135,190988819,212487353,31717448
(주)후성,093370,2018/09,24842225,0,167726705,209145343,242434237,35863429
(주)후성,093370,2019/09,11959260,0,288756080,190846454,258792156,16992995
(주)후성,093370,2020/09,-3390584,0,300823672,193335260,242043405,3569297
(주)후성,093370,2021/09,20862182,0,318195603,246205664,270780652,29121857
(주)후성,093370,2022/09,90391669,0,375012182,461484452,385282269,107862320
(주)휠라홀딩스,081660,2009/09,,,,,,
(주)휠라홀딩스,081660,2010/09,51920823,7845,374519523,435461780,285204432,73677785
(주)휠라홀딩스,081660,2011/09,32274612,0,575021492,561328205,363140273,76036848
(주)휠라홀딩스,081660,2012/09,114654903,0,490732620,488616825,413018326,67883757
(주)휠라홀딩스,081660,2013/09,42890232,0,478701759,527354437,426180649,74030413
(주)휠라홀딩스,081660,2014/09,71674658,0,477364769,584030125,569508869,79031351
(주)휠라홀딩스,081660,2015/09,-79126264,0,507502804,612252806,505285590,72014796
(주)휠라홀딩스,081660,2016/09,-46187022,0,504292399,552967409,369281240,37337060
(주)휠라홀딩스,081660,2017/09,92981426,0,1873983563,1915842046,1330750963,166013078
(주)휠라홀딩스,081660,2018/09,206176850,0,1742238278,2192964561,1487798901,274499063
(주)휠라홀딩스,081660,2019/09,286631887,0,2076310157,2660864832,1872970469,385602647
(주)휠라홀딩스,081660,2020/09,180135132,0,1931100763,2332343483,1969992934,273005422
(주)휠라홀딩스,081660,2021/09,345874895,0,1946402743,2934700216,2368336547,467665356
(주)휠라홀딩스,081660,2022/09,331379620,0,2522131857,3325009884,2783626083,442987093
DB손해보험(주),005830,2007/12,,,,,,
DB손해보험(주),005830,2008/12,,,,,,
DB손해보험(주),005830,2009/12,,,,,,
DB손해보험(주),005830,2010/12,,,,,,
DB손해보험(주),005830,2011/12,,,,,,
DB손해보험(주),005830,2012/12,,,,,,
DB손해보험(주),005830,2014/09,,,,,,
DB손해보험(주),005830,2015/09,,,,,,
DB손해보험(주),005830,2016/09,,,,,,
DB손해보험(주),005830,2017/09,,,,,,
DB손해보험(주),005830,2018/09,,,,,,
DB손해보험(주),005830,2019/09,,,,,,
DB손해보험(주),005830,2020/09,,,,,,
DB손해보험(주),005830,2021/09,,,,,,
DB손해보험(주),005830,2022/09,,,,,,
HD현대(주),267250,2017/09,1258475542,0,9867527855,8613298486,9804443637,803286858
HD현대(주),267250,2018/09,649195321,0,12172874590,19828537569,11043646797,1025327936
HD현대(주),267250,2019/09,217938937,0,14844290399,19845229036,10631416505,565981494
HD현대(주),267250,2020/09,-338665922,0,14824554149,14300023682,11557721047,-281839225
HD현대(주),267250,2021/09,375586427,0,23697822301,19683336955,12119553361,1020669924
HD현대(주),267250,2022/09,2196194653,0,47498309022,44337832348,23225164596,3112459795
KG스틸(주),016380,2007/09,,,,,,
KG스틸(주),016380,2008/09,,,,,,
KG스틸(주),016380,2009/09,,,,,,
KG스틸(주),016380,2010/09,,,,,,
KG스틸(주),016380,2011/09,-108097990,-2225,3855976594,3272796652,1593836086,17609483
KG스틸(주),016380,2012/09,-114700839,0,3887004965,3100848983,1437820079,-8705001
KG스틸(주),016380,2013/09,-100372336,0,3883413174,2826272002,1347944118,14362911
KG스틸(주),016380,2014/09,-1213100124,0,3580205931,2371364227,82527942,-57746571
KG스틸(주),016380,2015/09,-58719351,0,2996181746,1792907972,-798288,68643112
KG스틸(주),016380,2016/09,14979419,0,2700117678,1719623289,213609716,129962809
KG스틸(주),016380,2017/09,-51931693,0,2691578908,2002375379,73284660,36247344
KG스틸(주),016380,2018/09,-137122129,0,2592274728,1918679558,57743466,-26536312
KG스틸(주),016380,2019/09,-60284664,0,1755410423,1890583584,923095215,971001
KG스틸(주),016380,2020/09,55474623,0,1352597869,1750634730,947099414,90547862
KG스틸(주),016380,2021/09,160736114,0,1592989380,2400806720,1121142566,247811081
KG스틸(주),016380,2022/09,179344994,0,1630477424,3011436072,1326454049,294633524
LG이노텍(주),011070,2008/09,,,,,,
LG이노텍(주),011070,2009/09,,,,,,
LG이노텍(주),011070,2010/09,215482780,0,2528636614,2967531894,1478218426,192460590
LG이노텍(주),011070,2011/09,-52058444,0,2979003673,3339414173,1428441668,-6821331
LG이노텍(주),011070,2012/09,5599148,0,3544178769,3689697000,1314549093,69088045
LG이노텍(주),011070,2013/09,28125727,0,3582665543,4667556801,1324052923,107255637
LG이노텍(주),011070,2014/09,118365034,5002,2925483453,4651073958,1697019051,255950493
LG이노텍(주),011070,2015/09,83288162,3520,2481270333,4547214027,1788463544,178627049
LG이노텍(주),011070,2016/09,-82022189,-3466,2530514226,3699950967,1623286883,-12994138
LG이노텍(주),011070,2017/09,88411785,3736,3266463082,4771570209,1861722151,155283936
LG이노텍(주),011070,2018/09,99855935,4220,4086011194,5551595918,2039094435,159917046
