회사명,거래소코드,회계년도,당기순이익(손실)(IFRS연결)(천원),*주당순손익(IFRS연결)(원),부채(*)(IFRS연결)(천원),매출액(수익)(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),* (정상)영업손익(보고서기재)(IFRS연결)(천원)
롯데쇼핑(주),023530,2019/09,162808869,0,21786802708,13307993551,12349460975,384359601
롯데쇼핑(주),023530,2020/09,-239330070,0,22486177197,12228488753,11658982513,164582555
롯데쇼핑(주),023530,2021/09,230643975,0,22144001205,11789208068,12210166108,98295933
롯데쇼핑(주),023530,2022/09,19467971,0,21344969798,11685972341,11324887935,293152564
롯데에너지머티리얼즈(주),020150,2010/09,,,,,,
롯데에너지머티리얼즈(주),020150,2011/09,,,,,,
롯데에너지머티리얼즈(주),020150,2012/09,,,,,,
롯데에너지머티리얼즈(주),020150,2013/09,-5348000,-136,213098000,276925000,285654000,-7442000
롯데에너지머티리얼즈(주),020150,2014/09,8987000,0,269015000,305830000,291396000,-24364000
롯데에너지머티리얼즈(주),020150,2015/09,34957000,0,213391000,330958000,329242000,-16787000
롯데에너지머티리얼즈(주),020150,2016/09,27644000,0,100679000,295539000,264679000,19986000
롯데에너지머티리얼즈(주),020150,2017/09,43750000,951,116426000,335980000,541005000,42344000
롯데에너지머티리얼즈(주),020150,2018/09,33275634,723,153356553,364839619,527267990,39231659
롯데에너지머티리얼즈(주),020150,2019/09,38024477,825,175777429,423367329,575531611,44860467
롯데에너지머티리얼즈(주),020150,2020/09,35633030,773,213290879,404300109,860166534,37338813
롯데에너지머티리얼즈(주),020150,2021/09,56439191,0,255329642,507721415,908309332,58599468
롯데에너지머티리얼즈(주),020150,2022/09,48422328,0,413181105,558190382,2060861451,69655087
롯데웰푸드(주),280360,2018/09,25519946,0,1182736759,1297533243,830291792,62536078
롯데웰푸드(주),280360,2019/09,51306740,0,1406804246,1577690922,1339860633,81087575
롯데웰푸드(주),280360,2020/09,44918892,0,1468895568,1554673418,1320379346,91627675
롯데웰푸드(주),280360,2021/09,61629471,0,1354523843,1596755436,1360782958,95644686
롯데웰푸드(주),280360,2022/09,61390806,0,1974095863,2176814352,2226414679,92939514
롯데정밀화학(주),004000,2007/09,,,,,,
롯데정밀화학(주),004000,2008/09,,,,,,
롯데정밀화학(주),004000,2009/09,,,,,,
롯데정밀화학(주),004000,2010/09,,,,,,
롯데정밀화학(주),004000,2011/09,67234851,0,275564697,1007249150,1085809232,66571945
롯데정밀화학(주),004000,2012/09,63477362,0,483991152,1090726481,1140612191,65664540
롯데정밀화학(주),004000,2013/09,11458380,0,788546921,1005011870,1157357999,-2217256
롯데정밀화학(주),004000,2014/09,40083281,0,740639661,895146959,1181875732,-30773406
롯데정밀화학(주),004000,2015/09,99078576,3890,530014711,887208849,1173268632,19227759
롯데정밀화학(주),004000,2016/09,-46189704,-1813,438520637,863059537,1104500874,13330626
롯데정밀화학(주),004000,2017/09,81650341,3206,424762300,918978684,1185744663,85047522
롯데정밀화학(주),004000,2018/09,178475588,7007,335568681,1035692637,1350803983,171847684
롯데정밀화학(주),004000,2019/09,129482362,5084,297089338,981625859,1464204536,141293088
롯데정밀화학(주),004000,2020/09,132184919,5190,244530497,959895129,1582083593,110771746
롯데정밀화학(주),004000,2021/09,359521021,14115,368175762,1257734844,1971162552,159574070
롯데정밀화학(주),004000,2022/09,81307133,3192,315906287,1967150359,2229467242,360237814
롯데지주(주),004990,2007/09,,,,,,
롯데지주(주),004990,2008/09,,,,,,
롯데지주(주),004990,2009/09,,,,,,
롯데지주(주),004990,2010/09,,,,,,
롯데지주(주),004990,2011/09,86267804,0,1318983438,1384668986,2696302045,152104462
롯데지주(주),004990,2012/09,104476999,0,1250595258,1402763829,2689163414,116478125
롯데지주(주),004990,2013/09,59989177,0,1355191101,1455475751,2907818041,76970610
롯데지주(주),004990,2014/09,48310421,0,1486752257,1645123114,2881578052,98138706
롯데지주(주),004990,2015/09,83176917,0,1660620483,1702974568,2890888240,119269180
롯데지주(주),004990,2016/09,80460716,0,1475552119,1674435024,2528037137,108878708
롯데지주(주),004990,2017/09,19574330,0,3099930742,367908192,1203175936,21733050
롯데지주(주),004990,2018/09,140372291,0,16210748450,6889157346,7861423298,178692845
롯데지주(주),004990,2019/09,432102683,0,20286819312,6600901347,9059758072,141612083
롯데지주(주),004990,2020/09,56201627,0,8962794516,6708214367,8261459927,157557993
롯데지주(주),004990,2021/09,526951362,0,8075394990,7453081266,8593263824,228771554
롯데지주(주),004990,2022/09,452931121,0,11842835972,10442914464,10051949560,472797951
롯데칠성음료(주),005300,2007/09,,,,,,
롯데칠성음료(주),005300,2008/09,,,,,,
롯데칠성음료(주),005300,2009/09,,,,,,
롯데칠성음료(주),005300,2010/09,,,,,,
롯데칠성음료(주),005300,2011/09,90446370,0,1517186591,1586111865,2232272477,159252031
롯데칠성음료(주),005300,2012/09,75648425,0,1530521472,1714310729,2207917777,127655925
롯데칠성음료(주),005300,2013/09,105206536,0,1597559965,1717937122,2389888375,153430620
롯데칠성음료(주),005300,2014/09,55002524,0,1670763473,1765479618,2406724618,106523187
롯데칠성음료(주),005300,2015/09,122221269,0,2115526558,1785061407,2465929170,139333102
롯데칠성음료(주),005300,2016/09,94589082,0,2195472833,1837258870,2367429257,145131425
롯데칠성음료(주),005300,2017/09,-231044967,0,3446176026,1815751996,1291375770,87721591
롯데칠성음료(주),005300,2018/09,30386581,37007,2191183637,1792027410,1312641928,83218645
롯데칠성음료(주),005300,2019/09,-14164217,0,2210724841,1909507511,1358972548,114600807
롯데칠성음료(주),005300,2020/09,45322041,0,2232343222,1750614562,1239927287,93906383
롯데칠성음료(주),005300,2021/09,140264105,0,2259887949,1906535304,1459594673,163279327
롯데칠성음료(주),005300,2022/09,125299539,0,2219395141,2172705085,1419842089,198484031
롯데케미칼(주),011170,2007/09,,,,,,
롯데케미칼(주),011170,2008/09,,,,,,
롯데케미칼(주),011170,2009/09,,,,,,
롯데케미칼(주),011170,2010/09,,,,,,
롯데케미칼(주),011170,2011/09,1086710921,0,4661736035,11977417673,6168563861,1336499740
롯데케미칼(주),011170,2012/09,324993134,0,4562251486,11931038832,6336624430,393494866
롯데케미칼(주),011170,2013/09,291548833,0,4988605832,12371708337,6354566575,358761169
롯데케미칼(주),011170,2014/09,200136098,0,4418603895,11363605083,6442584990,294892965
롯데케미칼(주),011170,2015/09,819371795,0,3897186141,9012945414,7440023306,1302269387
롯데케미칼(주),011170,2016/09,1257407278,0,5796910502,9552176081,8524671308,1810704219
롯데케미칼(주),011170,2017/09,1787867863,0,6608306666,11839529115,12015569078,2213222762
롯데케미칼(주),011170,2018/09,1576518725,0,7999856597,12701052058,13500455658,1866987297
롯데케미칼(주),011170,2019/09,709060681,0,7087845742,11696490492,14218798094,956427159
롯데케미칼(주),011170,2020/09,88264358,0,5330021364,9003294470,13969452260,140726585
롯데케미칼(주),011170,2021/09,1351624811,0,6578012634,12962263762,15446659599,1506119418
롯데케미칼(주),011170,2022/09,121771345,0,9327611798,16780222695,17596703451,-362641372
메리츠증권(주),008560,2007/12,,,,,,
메리츠증권(주),008560,2008/12,,,,,,
메리츠증권(주),008560,2009/12,,,,,,
메리츠증권(주),008560,2010/12,,,,,,
메리츠증권(주),008560,2011/12,,,,,,
메리츠증권(주),008560,2012/12,,,,,,
메리츠증권(주),008560,2014/09,,,,,,
메리츠증권(주),008560,2015/09,,,,,,
메리츠증권(주),008560,2016/09,,,,,,
메리츠증권(주),008560,2017/09,,,,,,
메리츠증권(주),008560,2018/09,,,,,,
메리츠증권(주),008560,2019/09,,,,,,
메리츠증권(주),008560,2020/09,,,,,,
메리츠증권(주),008560,2021/09,,,,,,
메리츠증권(주),008560,2022/09,,,,,,
명신산업(주),009900,2021/09,52451474,1147,364138257,800412024,280691374,65727400
명신산업(주),009900,2022/09,76358392,1455,537438333,1049702110,393854850,79444342
미래에셋증권(주),006800,2007/12,,,,,,
미래에셋증권(주),006800,2008/12,,,,,,
미래에셋증권(주),006800,2009/12,,,,,,
미래에셋증권(주),006800,2010/12,,,,,,
미래에셋증권(주),006800,2011/12,,,,,,
미래에셋증권(주),006800,2012/12,,,,,,
미래에셋증권(주),006800,2014/09,,,,,,
미래에셋증권(주),006800,2015/09,,,,,,
미래에셋증권(주),006800,2016/09,,,,,,
미래에셋증권(주),006800,2017/09,,,,,,
미래에셋증권(주),006800,2018/09,,,,,,
미래에셋증권(주),006800,2019/09,,,,,,
미래에셋증권(주),006800,2020/09,,,,,,
미래에셋증권(주),006800,2021/09,,,,,,
미래에셋증권(주),006800,2022/09,,,,,,
삼성SDI(주),006400,2007/09,,,,,,
삼성SDI(주),006400,2008/09,,,,,,
삼성SDI(주),006400,2009/09,,,,,,
삼성SDI(주),006400,2010/09,301738684,0,1761279430,3879294726,5831665788,272113923
삼성SDI(주),006400,2011/09,289857318,0,2437892622,4006113759,6351525282,192586275
삼성SDI(주),006400,2012/09,1440969550,0,2903413406,4356982344,7674587730,1671491104
삼성SDI(주),006400,2013/09,338139777,0,3200654202,3811679480,7646799653,28173685
삼성SDI(주),006400,2014/09,48529657,0,4365859909,3564104097,11721647313,14625790
삼성SDI(주),006400,2015/09,257069234,0,4906467770,5707540783,11616458963,20990683
삼성SDI(주),006400,2016/09,203410944,0,4126836233,3897937385,11116933858,-868312901
삼성SDI(주),006400,2017/09,403200148,0,4342465284,4467095226,11257869914,-1703394
삼성SDI(주),006400,2018/09,479042954,0,6390574285,6679626174,12035400274,466313017
삼성SDI(주),006400,2019/09,435468945,0,6981375569,7276507136,12755620649,442053061
삼성SDI(주),006400,2020/09,289113873,0,7844724722,8043385018,12964672895,425137000
삼성SDI(주),006400,2021/09,858757720,0,9646678337,9737273390,14874548453,801860400
삼성SDI(주),006400,2022/09,1410186893,0,13460319658,14158161225,16907048646,1317207104
삼성물산(주),028260,2007/09,,,,,,
삼성물산(주),028260,2013/09,88902729,0,3299107241,2394195780,4001722257,131775002
삼성물산(주),028260,2014/09,429259241,0,4356256269,3614930239,4431150052,135270960
삼성물산(주),028260,2015/09,2790330201,0,21835334160,6123610131,17431247703,113174688
삼성물산(주),028260,2016/09,-237481272,0,22252477190,20159272415,18106880221,-71253771
삼성물산(주),028260,2017/09,-801047311,0,22698612800,21514191192,25171112561,612628088
삼성물산(주),028260,2018/09,943668850,0,21894807536,23184529539,24215545380,861126187
삼성물산(주),028260,2019/09,694820839,0,18520108152,23063637937,24827802118,542117824
삼성물산(주),028260,2020/09,890720555,0,19582112923,22033770807,27101634525,600690329
삼성물산(주),028260,2021/09,1595667916,0,21283852048,24690249332,32579318371,868782502
삼성물산(주),028260,2022/09,1878797292,0,27532238639,32513913549,30617223938,1894326919
삼성바이오로직스(주),207940,2017/09,,,,,,
삼성바이오로직스(주),207940,2018/09,,,,,,
삼성바이오로직스(주),207940,2019/09,,,,,,
삼성바이오로직스(주),207940,2020/09,144753074,2188,1638363580,789470320,4498835520,200210523
삼성바이오로직스(주),207940,2021/09,314271530,4750,2681279928,1123693242,4913023685,408466678
삼성바이오로직스(주),207940,2022/09,428147031,6181,7481158630,2035768225,8610598406,670830773
삼성생명보험(주),032830,2007/12,,,,,,
삼성생명보험(주),032830,2008/12,,,,,,
삼성생명보험(주),032830,2009/12,,,,,,
삼성생명보험(주),032830,2010/12,,,,,,
삼성생명보험(주),032830,2011/12,,,,,,
삼성생명보험(주),032830,2012/12,,,,,,
삼성생명보험(주),032830,2014/09,,,,,,
삼성생명보험(주),032830,2015/09,,,,,,
삼성생명보험(주),032830,2016/09,,,,,,
삼성생명보험(주),032830,2017/09,,,,,,
삼성생명보험(주),032830,2018/09,,,,,,
삼성생명보험(주),032830,2019/09,,,,,,
삼성생명보험(주),032830,2020/09,,,,,,
삼성생명보험(주),032830,2021/09,,,,,,
삼성생명보험(주),032830,2022/09,,,,,,
삼성에스디에스(주),018260,2007/09,,,,,,
삼성에스디에스(주),018260,2008/09,,,,,,
삼성에스디에스(주),018260,2009/09,,,,,,
삼성에스디에스(주),018260,2010/09,195656109,0,898791723,3029253816,2510707865,250929734
삼성에스디에스(주),018260,2011/09,225737000,3124,1021315328,3414055568,2905195776,282073395
삼성에스디에스(주),018260,2012/09,241462125,0,1315338418,4303395141,3170519713,332608798
삼성에스디에스(주),018260,2013/09,247338512,0,1455260837,5001478167,3473317787,370873040
삼성에스디에스(주),018260,2014/09,299130368,0,1459214182,5728671955,4115532178,406637579
삼성에스디에스(주),018260,2015/09,328484838,0,1537392487,5748700469,4558746782,414304551
삼성에스디에스(주),018260,2016/09,382365192,0,1503025173,5798311819,5053472600,463463393
삼성에스디에스(주),018260,2017/09,383244778,0,1660543142,6832583556,5592234454,525021548
삼성에스디에스(주),018260,2018/09,461359062,0,1841754764,7252142118,6025550530,619052498
삼성에스디에스(주),018260,2019/09,491546128,0,2431413377,7936934932,6555810683,663892672
삼성에스디에스(주),018260,2020/09,276461770,0,2407618641,7970885237,6800682681,587778349
삼성에스디에스(주),018260,2021/09,522614128,0,2804696768,9693443465,7368249778,663845306
삼성에스디에스(주),018260,2022/09,877686363,0,3850612667,12984753655,8408116500,728539476
삼성엔지니어링(주),028050,2007/09,,,,,,
삼성엔지니어링(주),028050,2008/09,,,,,,
삼성엔지니어링(주),028050,2009/09,,,,,,
삼성엔지니어링(주),028050,2010/09,,,,,,
삼성엔지니어링(주),028050,2011/09,364097089,0,3842330989,6167307933,1194494994,538786970
삼성엔지니어링(주),028050,2012/09,409657170,0,3898166704,8631628089,1631272143,574560133
삼성엔지니어링(주),028050,2013/09,-798376715,0,5142975314,7117900937,793877373,-1055236217
삼성엔지니어링(주),028050,2014/09,64284731,0,5180325675,6620759939,951537421,139901045
삼성엔지니어링(주),028050,2015/09,-1320516674,0,6375250946,4472148394,-374631780,-1476254544
삼성엔지니어링(주),028050,2016/09,12710270,0,4307757777,4985082109,1068865754,83347927
삼성엔지니어링(주),028050,2017/09,-8462739,0,4192327046,4269100825,1016613101,40084214
삼성엔지니어링(주),028050,2018/09,84664373,0,3428560169,3871918026,1056675053,149615278
삼성엔지니어링(주),028050,2019/09,248383871,0,3157250236,4612646561,1271769648,318792436
삼성엔지니어링(주),028050,2020/09,196533440,0,3266474874,4869940000,1525342197,271361765
삼성엔지니어링(주),028050,2021/09,293220445,0,3777108068,4973199040,1909773734,396554022
삼성엔지니어링(주),028050,2022/09,415503341,0,4149192306,7114714368,2518214308,488397172
삼성전기(주),009150,2007/09,,,,,,
삼성전기(주),009150,2008/09,,,,,,
삼성전기(주),009150,2009/09,,,,,,
삼성전기(주),009150,2010/09,584357641,0,3083976493,5375605514,3555448143,694291060
삼성전기(주),009150,2011/09,221985147,0,3881703517,5324397298,3797423387,248122118
삼성전기(주),009150,2012/09,349083760,0,3166717824,5838690626,3893598968,463254384
삼성전기(주),009150,2013/09,394227154,0,3117734166,6546501140,4293811592,499870895
삼성전기(주),009150,2014/09,-50272765,0,2990177460,5311155063,4035038447,-32771114
삼성전기(주),009150,2015/09,38116847,0,3406998651,4814226791,4405139920,280703278
삼성전기(주),009150,2016/09,59825002,0,2988611462,4687987663,4336950163,70891065
삼성전기(주),009150,2017/09,116759707,0,3727148463,5121485125,4458394948,199372693
삼성전기(주),009150,2018/09,493323391,0,3832118301,6194842614,4781131282,765770042
삼성전기(주),009150,2019/09,549189590,0,3570354956,6354143203,5513020931,567849969
삼성전기(주),009150,2020/09,418873589,0,3457841619,6324573681,5787655644,563030969
삼성전기(주),009150,2021/09,830764952,0,3226210745,7536153106,6862959296,1128641884
삼성전기(주),009150,2022/09,872836326,0,3368081951,7456122267,7832713765,1081601099
삼성전자(주),005930,2007/09,,,,,,
삼성전자(주),005930,2008/09,,,,,,
삼성전자(주),005930,2009/09,,,,,,
삼성전자(주),005930,2010/09,12726111000,0,46671394000,112759249000,85558466000,14284237000
삼성전자(주),005930,2011/09,9732812000,0,49501637000,117697836000,98664248000,10953312000
삼성전자(주),005930,2012/09,16806808000,0,60188312000,145044766000,116538834000,20699255000
삼성전자(주),005930,2013/09,23173488000,0,66374078000,169416042000,144438803000,28473735000
삼성전자(주),005930,2014/09,18047567000,0,68278794000,153475865000,163467695000,19736644000
삼성전자(주),005930,2015/09,15836671000,0,65838937000,147338029000,180728636000,20270677000
삼성전자(주),005930,2016/09,15638051000,0,64935077000,148535005000,179536379000,20019851000
삼성전자(주),005930,2017/09,29931616000,0,85887328000,173596964000,210691251000,38498067000
삼성전자(주),005930,2018/09,35882671000,0,95092626000,184506365000,242103160000,48086070000
삼성전자(주),005930,2019/09,16511825000,0,89943741000,170516121000,263442244000,20608239000
삼성전자(주),005930,2020/09,19800702000,0,99652554000,175255480000,276136188000,26946875000
삼성전자(주),005930,2021/09,29069502000,0,113654600000,203039275000,296766118000,37767144000
삼성전자(주),005930,2022/09,31812631000,0,125371520000,231766785000,344906889000,39070499000
삼성중공업(주),010140,2007/09,,,,,,
삼성중공업(주),010140,2008/09,,,,,,
삼성중공업(주),010140,2009/09,,,,,,
삼성중공업(주),010140,2010/09,,,,,,
삼성중공업(주),010140,2011/09,674570663,0,13496581365,10088020032,4652064680,964353134
삼성중공업(주),010140,2012/09,723191103,0,10525845675,10949949451,5251412869,925227809
삼성중공업(주),010140,2013/09,684468285,0,11681395752,11261768629,5889771941,932063689
삼성중공업(주),010140,2014/09,105934987,0,11411800886,9801269826,5853428620,81326363
삼성중공업(주),010140,2015/09,-1169163594,0,13889973109,6485777784,4367401094,-1531800924
삼성중공업(주),010140,2016/09,-67861254,0,11371232756,8028699176,5104196796,-193560510
삼성중공업(주),010140,2017/09,104816223,0,7305765463,6488592334,6284505846,71696513
삼성중공업(주),010140,2018/09,-282450678,0,7074185157,3901181943,6923192473,-275592682
삼성중공업(주),010140,2019/09,-995220005,0,9466987747,5192507380,5839377660,-401629157
삼성중공업(주),010140,2020/09,-938616844,0,9239052683,5194960565,4428057184,-769007136
삼성중공업(주),010140,2021/09,-1107097233,0,9517476962,4775486812,2990499377,-1054877076
삼성중공업(주),010140,2022/09,-344575072,0,12369442930,4310121336,4491617355,-518569032
삼성증권(주),016360,2007/12,,,,,,
삼성증권(주),016360,2008/12,,,,,,
삼성증권(주),016360,2009/12,,,,,,
삼성증권(주),016360,2010/12,,,,,,
삼성증권(주),016360,2011/12,,,,,,
삼성증권(주),016360,2012/12,,,,,,
삼성증권(주),016360,2014/09,,,,,,
삼성증권(주),016360,2015/09,,,,,,
삼성증권(주),016360,2016/09,,,,,,
삼성증권(주),016360,2017/09,,,,,,
삼성증권(주),016360,2018/09,,,,,,
삼성증권(주),016360,2019/09,,,,,,
삼성증권(주),016360,2020/09,,,,,,
삼성증권(주),016360,2021/09,,,,,,
삼성증권(주),016360,2022/09,,,,,,
삼성카드(주),029780,2007/09,,,,,,
삼성카드(주),029780,2008/09,,,,,,
삼성카드(주),029780,2009/09,,,,,,
삼성카드(주),029780,2010/09,,,,,,
삼성카드(주),029780,2011/09,,,,,,
삼성카드(주),029780,2012/09,,,,,,
삼성카드(주),029780,2013/09,,,,,,
삼성카드(주),029780,2015/09,,,,,,
삼성카드(주),029780,2016/09,,,,,,
삼성카드(주),029780,2017/09,,,,,,
삼성카드(주),029780,2018/09,,,,,,
삼성카드(주),029780,2019/09,,,,,,
삼성카드(주),029780,2020/09,,,,,,
삼성카드(주),029780,2021/09,,,,,,
삼성카드(주),029780,2022/09,,,,,,
삼성화재해상보험(주),000810,2007/12,,,,,,
삼성화재해상보험(주),000810,2008/12,,,,,,
삼성화재해상보험(주),000810,2009/12,,,,,,
삼성화재해상보험(주),000810,2010/12,,,,,,
삼성화재해상보험(주),000810,2011/12,,,,,,
삼성화재해상보험(주),000810,2012/12,,,,,,
삼성화재해상보험(주),000810,2014/09,,,,,,
삼성화재해상보험(주),000810,2015/09,,,,,,
삼성화재해상보험(주),000810,2016/09,,,,,,
삼성화재해상보험(주),000810,2017/09,,,,,,
삼성화재해상보험(주),000810,2018/09,,,,,,
삼성화재해상보험(주),000810,2019/09,,,,,,
삼성화재해상보험(주),000810,2020/09,,,,,,
삼성화재해상보험(주),000810,2021/09,,,,,,
삼성화재해상보험(주),000810,2022/09,,,,,,
세방전지(주),004490,2007/09,,,,,,
세방전지(주),004490,2008/09,,,,,,
세방전지(주),004490,2009/09,,,,,,
세방전지(주),004490,2010/09,,,,,,
세방전지(주),004490,2011/09,,,,,,
세방전지(주),004490,2012/09,,,,,,
세방전지(주),004490,2013/09,,,,,,
세방전지(주),004490,2014/09,,,,,,
세방전지(주),004490,2015/09,58431313,4226,248593939,697317861,745570647,70435932
세방전지(주),004490,2016/09,41888244,0,231816569,682574616,801219027,50827892
세방전지(주),004490,2017/09,46476744,0,259428879,807896961,869592843,51811762
세방전지(주),004490,2018/09,64457304,0,274162942,858547599,951642797,70010366
세방전지(주),004490,2019/09,69928136,0,288378120,849965570,1045152539,84808142
세방전지(주),004490,2020/09,65848955,0,462297387,921766292,1132444895,61885131
세방전지(주),004490,2021/09,74063267,0,425781994,966719781,1201010113,78866056
세방전지(주),004490,2022/09,41745473,0,522781159,1070737513,1246294031,59792616
신풍제약(주),019170,2007/09,,,,,,
신풍제약(주),019170,2008/09,,,,,,
신풍제약(주),019170,2009/09,,,,,,
신풍제약(주),019170,2010/09,,,,,,
신풍제약(주),019170,2011/09,,,,,,
신풍제약(주),019170,2012/09,,,,,,
신풍제약(주),019170,2013/09,1751348,0,216111089,163487445,188185127,22404081
신풍제약(주),019170,2014/09,5283363,129,214353118,167261244,194230832,17299368
신풍제약(주),019170,2015/09,-1978162,0,212655539,143960572,192741304,1584046
신풍제약(주),019170,2016/09,2196149,0,189358686,147993742,233519526,5368625
신풍제약(주),019170,2017/09,7686826,0,175941623,142063676,223742088,9983626
신풍제약(주),019170,2018/09,3542212,0,177064115,136945889,213263835,6381691
신풍제약(주),019170,2019/09,4289146,85,174567065,141272372,215711691,6771849
신풍제약(주),019170,2020/09,4561946,0,219485350,148420866,383117972,5872652
신풍제약(주),019170,2021/09,-81970,-2,49234504,139528606,366818704,-5713235
신풍제약(주),019170,2022/09,-18312333,-358,41174722,150495322,339228224,-24356343
쌍용씨앤이(주),003410,2007/09,,,,,,
쌍용씨앤이(주),003410,2008/09,,,,,,
쌍용씨앤이(주),003410,2009/09,,,,,,
쌍용씨앤이(주),003410,2010/09,,,,,,
쌍용씨앤이(주),003410,2011/09,-43015833,0,1849803837,1292856854,1157071910,21124505
쌍용씨앤이(주),003410,2012/09,8983485,0,2053843338,1426497572,1125392766,80170948
쌍용씨앤이(주),003410,2013/09,15863995,0,1922875143,1466877281,1175225710,87474378
쌍용씨앤이(주),003410,2014/09,62866410,0,1769049082,1458551313,1258818755,112789575
쌍용씨앤이(주),003410,2015/09,129132839,0,1546635325,1519667364,1413095484,166829725
쌍용씨앤이(주),003410,2016/09,142648624,0,1226886477,1531754215,1715676732,200252054
쌍용씨앤이(주),003410,2017/09,165152419,0,1621152066,1100864387,1900386855,181513002
쌍용씨앤이(주),003410,2018/09,101048577,0,1393195434,1079126510,2012486231,152819492
쌍용씨앤이(주),003410,2019/09,101918809,0,1486533537,1120350153,1879056320,158841050
쌍용씨앤이(주),003410,2020/09,96160371,191,1562149134,1044717891,1719342157,175397969
쌍용씨앤이(주),003410,2021/09,164056450,327,1871266518,1175327928,1697569211,180631205
쌍용씨앤이(주),003410,2022/09,43991717,88,2159903584,1337299021,1542800647,88629039
씨에스윈드(주),112610,2015/09,22542166,1381,77647405,242688238,332659839,38814312
씨에스윈드(주),112610,2016/09,16504295,0,72700198,236007407,305949028,3302712
씨에스윈드(주),112610,2017/09,42192857,0,108016144,255917832,324763078,32831531
씨에스윈드(주),112610,2018/09,20962541,0,274987244,336283191,332728558,21439362
씨에스윈드(주),112610,2019/09,29323374,0,375418959,600926408,355482568,44489234
씨에스윈드(주),112610,2020/09,49275278,0,448647443,694970513,495304822,72136805
씨에스윈드(주),112610,2021/09,61648977,0,640274670,735542586,1006273508,72622770
씨에스윈드(주),112610,2022/09,-294637,0,905168503,960752085,989358130,48750208
씨제이(주),001040,2007/09,,,,,,
씨제이(주),001040,2008/09,,,,,,
씨제이(주),001040,2009/09,,,,,,
씨제이(주),001040,2010/09,,,,,,
씨제이(주),001040,2011/09,395112658,0,9138338953,9818455129,6394350525,756181830
씨제이(주),001040,2012/09,507140000,0,13018116457,13086503767,8276433416,832072324
씨제이(주),001040,2013/09,343335840,0,13557595294,14028897422,8634724706,599202845
씨제이(주),001040,2014/09,523119433,0,13925865660,14471825161,9057660794,735267726
씨제이(주),001040,2015/09,539558997,0,13946142981,15666208855,9813854175,1007035064
씨제이(주),001040,2016/09,625836416,0,14798601339,17673610232,10864194755,1062288631
씨제이(주),001040,2017/09,1123724602,0,17578133306,19919722157,12122603493,1061221796
씨제이(주),001040,2018/09,1187212186,0,19096310044,21722799513,12537662992,1049237572
씨제이(주),001040,2019/09,478058140,0,26815455879,24928389777,14637909064,1135295500
씨제이(주),001040,2020/09,560343272,0,25479762831,23858395128,15366759992,1052112476
씨제이(주),001040,2021/09,607957623,0,24506952745,25200576399,16317227918,1512521916
씨제이(주),001040,2022/09,746620563,0,30795645389,30318959088,18771067005,1825904853
씨제이대한통운(주),000120,2007/09,,,,,,
씨제이대한통운(주),000120,2008/09,,,,,,
씨제이대한통운(주),000120,2009/09,,,,,,
씨제이대한통운(주),000120,2010/09,,,,,,
씨제이대한통운(주),000120,2011/09,43621260,0,1734670467,1872050233,2228843798,93796506
씨제이대한통운(주),000120,2012/09,68207771,0,1441110520,2071879334,2344076166,120820737
씨제이대한통운(주),000120,2013/09,-26274666,0,2343971044,2766386350,2288539789,25698308
씨제이대한통운(주),000120,2014/09,22408084,1286,2333647215,3329198521,2264457827,107857130
씨제이대한통운(주),000120,2015/09,29907216,0,2172758029,3717923237,2353498928,143989464
씨제이대한통운(주),000120,2016/09,55321343,0,2611581030,4449079065,2620487212,173205611
씨제이대한통운(주),000120,2017/09,39763687,0,3487280046,5175963428,2827269002,175619455
씨제이대한통운(주),000120,2018/09,46729955,0,4763758068,6704520994,2985132799,155276574
씨제이대한통운(주),000120,2019/09,18101558,0,5627741752,7589375356,3538970176,205856986
씨제이대한통운(주),000120,2020/09,95089052,0,5855504692,7939860354,3801436421,234585668
씨제이대한통운(주),000120,2021/09,107546967,0,5160808736,8286326844,3962479625,244047402
씨제이대한통운(주),000120,2022/09,158818534,0,5455302796,9107310304,4158353073,299445908
씨제이제일제당(주),097950,2007/09,,,,,,
씨제이제일제당(주),097950,2008/09,,,,,,
씨제이제일제당(주),097950,2009/09,,,,,,
씨제이제일제당(주),097950,2010/09,,,,,,
씨제이제일제당(주),097950,2011/09,181315280,0,4499945584,4948182240,2806052785,373672114
씨제이제일제당(주),097950,2012/09,257571163,0,7294920178,7454936395,5254059420,487316970
씨제이제일제당(주),097950,2013/09,128078037,0,8479789650,8125152229,4901030432,279925970
씨제이제일제당(주),097950,2014/09,111000093,0,8567746954,8621780657,4893375250,408005203
씨제이제일제당(주),097950,2015/09,212549281,0,8654108592,9651311906,5371737774,639627851
씨제이제일제당(주),097950,2016/09,338013737,0,8975062968,10822665987,5791269749,686722506
씨제이제일제당(주),097950,2017/09,397645810,0,10921335683,12186084186,6333862964,626185635
씨제이제일제당(주),097950,2018/09,976295381,0,12292544114,13747911781,7240422153,660057527
씨제이제일제당(주),097950,2019/09,97512178,0,16519958531,16391174814,9065657393,627060846
씨제이제일제당(주),097950,2020/09,799119894,0,16385148075,18094288088,10230627571,1062934535
씨제이제일제당(주),097950,2021/09,691445915,0,15926730723,19341412605,10597147732,1287803149
씨제이제일제당(주),097950,2022/09,726358494,0,19195023400,22508440008,12517192602,1424138807
아시아나항공(주),020560,2007/09,,,,,,
아시아나항공(주),020560,2008/09,,,,,,
