,종목코드,종목명,회계년도,종가
43,36570,엔씨소프트,2016/12,247500
44,1040,CJ,2016/12,187000
45,139480,이마트,2016/12,183000
46,4800,효성,2016/12,145500
47,32640,LG유플러스,2016/12,11450
48,78930,GS,2016/12,54100
49,97950,CJ제일제당,2016/12,357500
50,720,현대건설,2016/12,42800
51,29780,삼성카드,2016/12,39700
52,9240,한샘,2016/12,199000
53,36460,한국가스공사,2016/12,48450
54,5830,동부화재,2016/12,62500
55,27410,BGF리테일,2016/12,81800
56,9830,한화케미칼,2016/12,24700
57,120,CJ대한통운,2016/12,179000
58,1800,오리온,2016/12,655000
59,2380,KCC,2016/12,359500
60,9150,삼성전기,2016/12,50800
61,10140,삼성중공업,2016/12,9250
62,7070,GS리테일,2016/12,47600
63,8930,한미사이언스,2016/12,61100
64,12630,현대산업,2016/12,44950
65,12750,에스원,2016/12,87700
66,128940,한미약품,2016/12,305500
67,47050,포스코대우,2016/12,27000
68,210,대림산업,2016/12,87100
69,138930,BNK금융지주,2016/12,8680
70,34020,두산중공업,2016/12,27200
71,5940,NH투자증권,2016/12,9650
72,1450,현대해상,2016/12,31500
73,880,한화,2016/12,35050
74,4990,롯데제과,2016/12,178500
75,69960,현대백화점,2016/12,109000
76,11780,금호석유,2016/12,82000
77,51600,한전KPS,2016/12,54200
78,16360,삼성증권,2016/12,31700
79,6800,미래에셋대우,2016/12,7240
80,71050,한국금융지주,2016/12,41900
81,12450,한화테크윈,2016/12,43450
82,7310,오뚜기,2016/12,662000
83,100,유한양행,2016/12,199500
84,204320,만도,2016/12,234500
85,150,두산,2016/12,105000
86,47040,대우건설,2016/12,5080
87,11070,LG이노텍,2016/12,88400
88,670,영풍,2016/12,1064000
89,3490,대한항공,2016/12,27350
90,28050,삼성엔지니어링,2016/12,10300
91,11210,현대위아,2016/12,73000
92,4370,농심,2016/12,332500
93,240,한국타이어월드와이드,2016/12,20750
94,6260,LS,2016/12,59300
95,6280,녹십자,2016/12,157000
96,120110,코오롱인더,2016/12,74000
97,10060,OCI,2016/12,78700
98,42670,두산인프라코어,2016/12,8820
99,8770,호텔신라,2016/12,48150
100,1740,SK네트웍스,2016/12,6920
101,4170,신세계,2016/12,176000
102,30000,제일기획,2016/12,15750
103,6650,대한유화,2016/12,275500
104,8560,메리츠종금증권,2016/12,3460
105,5300,롯데칠성,2016/12,1460000
106,6120,SK케미칼,2016/12,67000
107,3520,영진약품,2016/12,8820
108,64350,현대로템,2016/12,18150
109,5440,현대그린푸드,2016/12,15400
110,80,하이트진로,2016/12,21100
111,5610,SPC삼립,2016/12,169500
112,161890,한국콜마,2016/12,65800
113,17800,현대엘리베이,2016/12,57400
114,14820,동원시스템즈,2016/12,59700
115,3410,쌍용양회,2016/12,14800
116,10620,현대미포조선,2016/12,67200
117,111770,영원무역,2016/12,30650
118,57050,현대홈쇼핑,2016/12,111500
119,73240,금호타이어,2016/12,8480
120,10780,아이에스동서,2016/12,44550
121,2350,넥센타이어,2016/12,13000
122,2620,제일약품,2016/12,80700
123,10120,LS산전,2016/12,39750
124,192400,쿠쿠전자,2016/12,129000
125,42660,대우조선해양,2016/12,4480
126,114090,GKL,2016/12,20450
127,11790,SKC,2016/12,33000
128,1120,LG상사,2016/12,29250
129,1230,동국제강,2016/12,11050
130,3240,태광산업,2016/12,947000
131,192820,코스맥스,2016/12,119500
132,103140,풍산,2016/12,40500
133,145990,삼양사,2016/12,105000
134,3620,쌍용차,2016/12,7890
135,70,삼양홀딩스,2016/12,119500
136,640,동아쏘시오홀딩스,2016/12,156500
137,1060,JW중외제약,2016/12,52700
138,185750,종근당,2016/12,104500
139,14680,한솔케미칼,2016/12,83300
140,105630,한세실업,2016/12,25650
141,3000,부광약품,2016/12,26400
142,1430,세아베스틸,2016/12,25550
143,1680,대상,2016/12,26400
144,2270,롯데푸드,2016/12,649000
145,170900,동아에스티,2016/12,105500
146,52690,한전기술,2016/12,23650
147,69260,휴켐스,2016/12,21700
148,108670,LG하우시스,2016/12,95700
149,20000,한섬,2016/12,34850
150,2240,고려제강,2016/12,40150
151,4000,롯데정밀화학,2016/12,30650
152,5850,에스엘,2016/12,21550
153,115390,락앤락,2016/12,14500
154,25540,한국단자,2016/12,78700
155,49770,동원F&B,2016/12,198000
156,69620,대웅제약,2016/12,68700
157,7570,일양약품,2016/12,41650
158,990,동부하이텍,2016/12,15900
159,1520,동양,2016/12,2985
160,5180,빙그레,2016/12,63800
161,9420,한올바이오파마,2016/12,13150
162,93370,후성,2016/12,7340
163,33920,무학,2016/12,22850
164,60980,한라홀딩스,2016/12,60600
165,64960,S&T모티브,2016/12,48850
166,93050,LF,2016/12,21550
167,19680,대교,2016/12,8130
168,2960,한국쉘석유,2016/12,443000
169,3030,세아제강,2016/12,92600
170,3300,한일시멘트,2016/12,76000
171,3850,보령제약,2016/12,62000
172,29530,신도리코,2016/12,54900
173,4490,세방전지,2016/12,37400
174,7340,동아타이어,2016/12,24900
175,20150,일진머티리얼즈,2016/12,13950
176,3920,남양유업,2016/12,734000
177,50,경방,2016/12,15300
178,1780,알루코,2016/12,5350
179,5740,크라운제과,2016/12,28100
180,8060,대덕전자,2016/12,8160
181,8490,서흥,2016/12,37150
182,79430,현대리바트,2016/12,23700
183,14830,유니드,2016/12,44700
184,25860,남해화학,2016/12,8400
185,34120,SBS,2016/12,26250
186,36580,팜스코,2016/12,11800
187,9290,광동제약,2016/12,8520
188,140,하이트진로홀딩스,2016/12,12450
189,3200,일신방직,2016/12,123500
190,3570,S&T중공업,2016/12,9300
191,4700,조광피혁,2016/12,42650
192,4710,한솔테크닉스,2016/12,15450
193,104700,한국철강,2016/12,37050
194,7210,벽산,2016/12,4660
195,7690,국도화학,2016/12,54900
196,78520,에이블씨엔씨,2016/12,20700
197,97230,한진중공업,2016/12,3365
198,5090,삼광글라스,2016/12,67000
199,230,일동홀딩스,2016/12,25800
0,5930,삼성전자,2017/12,2548000
1,660,SK하이닉스,2017/12,76500
2,5380,현대차,2017/12,156000
3,5490,POSCO,2017/12,332500
4,51910,LG화학,2017/12,405000
5,35420,NAVER,2017/12,870000
6,105560,KB금융,2017/12,63400
7,12330,현대모비스,2017/12,263000
8,32830,삼성생명,2017/12,124500
9,207940,삼성바이오로직스,2017/12,371000
10,15760,한국전력,2017/12,38150
11,28260,삼성물산,2017/12,126000
12,55550,신한지주,2017/12,49400
13,17670,SK텔레콤,2017/12,267000
14,34730,SK,2017/12,283000
15,96770,SK이노베이션,2017/12,204500
16,51900,LG생활건강,2017/12,1189000
17,90430,아모레퍼시픽,2017/12,304500
18,66570,LG전자,2017/12,106000
19,251270,넷마블게임즈,2017/12,188500
20,33780,KT&G,2017/12,115500
21,3550,LG,2017/12,91000
22,18260,삼성에스디에스,2017/12,200000
23,86790,하나금융지주,2017/12,49800
24,6400,삼성SDI,2017/12,204500
25,270,기아차,2017/12,33500
26,10950,S-Oil,2017/12,117000
27,11170,롯데케미칼,2017/12,368000
28,810,삼성화재,2017/12,267000
29,2790,아모레G,2017/12,141000
30,34220,LG디스플레이,2017/12,29900
31,30,우리은행,2017/12,15750
32,36570,엔씨소프트,2017/12,447500
33,10130,고려아연,2017/12,493000
34,35720,카카오,2017/12,137000
35,24110,기업은행,2017/12,16450
36,30200,KT,2017/12,30250
37,4020,현대제철,2017/12,58600
38,139480,이마트,2017/12,271000
39,35250,강원랜드,2017/12,34800
40,9150,삼성전기,2017/12,100000
41,18880,한온시스템,2017/12,13900
42,21240,코웨이,2017/12,97700
43,8930,한미사이언스,2017/12,111000
44,161390,한국타이어,2017/12,54600
45,128940,한미약품,2017/12,584000
46,6800,미래에셋대우,2017/12,9190
47,267250,현대로보틱스,2017/12,381000
48,32640,LG유플러스,2017/12,14000
49,88350,한화생명,2017/12,6910
50,9540,현대중공업,2017/12,100500
51,78930,GS,2017/12,62200
52,23530,롯데쇼핑,2017/12,199000
53,1040,CJ,2017/12,181500
54,9830,한화케미칼,2017/12,31600
55,5830,DB손해보험,2017/12,71200
56,86280,현대글로비스,2017/12,136000
57,4800,효성,2017/12,139500
58,4990,롯데지주,2017/12,65100
59,97950,CJ제일제당,2017/12,366000
60,29780,삼성카드,2017/12,39600
61,47810,한국항공우주,2017/12,47450
62,271560,오리온,2017/12,104500
63,9240,한샘,2017/12,180000
64,1450,현대해상,2017/12,47000
65,2380,KCC,2017/12,381000
66,12750,에스원,2017/12,107000
67,720,현대건설,2017/12,36300
68,36460,한국가스공사,2017/12,42550
69,71050,한국금융지주,2017/12,69000
70,5940,NH투자증권,2017/12,13900
71,282330,BGF리테일,2017/12,210000
72,11070,LG이노텍,2017/12,144000
73,8770,호텔신라,2017/12,84900
74,120,CJ대한통운,2017/12,140000
75,16360,삼성증권,2017/12,36600
76,10060,OCI,2017/12,136000
77,3490,대한항공,2017/12,33850
78,880,한화,2017/12,41500
79,138930,BNK금융지주,2017/12,9420
80,11780,금호석유,2017/12,99500
81,7070,GS리테일,2017/12,40300
82,210,대림산업,2017/12,82400
83,4170,신세계,2017/12,300000
84,204320,만도,2017/12,308500
85,26960,동서,2017/12,29100
86,12630,현대산업,2017/12,38550
87,7310,오뚜기,2017/12,806000
88,28670,팬오션,2017/12,5270
89,10140,삼성중공업,2017/12,7330
90,8560,메리츠종금증권,2017/12,4575
91,6280,녹십자,2017/12,226000
92,47040,대우건설,2017/12,5920
93,100,유한양행,2017/12,219000
94,6260,LS,2017/12,72500
95,69960,현대백화점,2017/12,104500
96,30000,제일기획,2017/12,21200
97,28050,삼성엔지니어링,2017/12,12400
98,150,두산,2017/12,113000
99,120110,코오롱인더,2017/12,89000
100,47050,포스코대우,2017/12,18150
101,6360,GS건설,2017/12,28300
102,4370,농심,2017/12,354000
103,670,영풍,2017/12,1074000
104,69620,대웅제약,2017/12,164500
105,10120,LS산전,2017/12,65100
106,240,한국타이어월드와이드,2017/12,18900
107,3410,쌍용양회,2017/12,18650
108,5250,녹십자홀딩스,2017/12,39250
109,6120,SK케미칼,2017/12,84200
110,11210,현대위아,2017/12,65000
111,114090,GKL,2017/12,29250
112,12450,한화테크윈,2017/12,35550
113,20150,일진머티리얼즈,2017/12,38300
114,42670,두산인프라코어,2017/12,8690
115,51600,한전KPS,2017/12,40600
116,11790,SKC,2017/12,47000
117,80,하이트진로,2017/12,24100
118,1740,SK네트웍스,2017/12,6650
119,1800,오리온홀딩스,2017/12,26650
120,192400,쿠쿠전자,2017/12,165000
121,6650,대한유화,2017/12,263500
122,34020,두산중공업,2017/12,15350
123,161890,한국콜마,2017/12,82000
124,4000,롯데정밀화학,2017/12,64900
125,3520,영진약품,2017/12,8780
126,10620,현대미포조선,2017/12,78700
127,115390,락앤락,2017/12,27250
128,79160,CJ CGV,2017/12,74200
129,64350,현대로템,2017/12,18750
130,3240,태광산업,2017/12,1317000
131,5440,현대그린푸드,2017/12,14950
132,5610,SPC삼립,2017/12,156500
133,214320,이노션,2017/12,73200
134,57050,현대홈쇼핑,2017/12,120500
135,103140,풍산,2017/12,47500
136,111770,영원무역,2017/12,31500
137,17800,현대엘리베이,2017/12,54400
138,9420,한올바이오파마,2017/12,24400
139,185750,종근당,2017/12,138500
140,79550,LIG넥스원,2017/12,59800
141,14820,동원시스템즈,2017/12,47000
142,1120,LG상사,2017/12,27150
143,1230,동국제강,2017/12,11000
144,2350,넥센타이어,2017/12,11800
145,3000,부광약품,2017/12,23600
146,192820,코스맥스,2017/12,117000
147,5300,롯데칠성,2017/12,1329000
148,10780,아이에스동서,2017/12,34800
149,105630,한세실업,2017/12,26950
150,3300,한일시멘트,2017/12,143000
151,70,삼양홀딩스,2017/12,122000
152,1430,세아베스틸,2017/12,29050
153,1680,대상,2017/12,27550
154,145990,삼양사,2017/12,92800
155,69260,휴켐스,2017/12,24550
156,93050,LF,2017/12,31300
157,93370,후성,2017/12,10150
158,52690,한전기술,2017/12,23800
159,640,동아쏘시오홀딩스,2017/12,128000
160,1060,JW중외제약,2017/12,45300
161,5850,에스엘,2017/12,24500
162,6840,AK홀딩스,2017/12,68500
163,170900,동아에스티,2017/12,99600
164,20000,한섬,2017/12,31450
165,49770,동원F&B,2017/12,234000
166,108670,LG하우시스,2017/12,97100
167,14680,한솔케미칼,2017/12,72500
168,3620,쌍용차,2017/12,5120
169,7570,일양약품,2017/12,38550
170,19680,대교,2017/12,8200
171,25540,한국단자,2017/12,66900
172,79430,현대리바트,2017/12,32000
173,60980,한라홀딩스,2017/12,62700
174,64960,S&T모티브,2017/12,46850
175,73240,금호타이어,2017/12,4425
176,29530,신도리코,2017/12,63400
177,990,DB하이텍,2017/12,12000
178,2240,고려제강,2017/12,32800
179,2270,롯데푸드,2017/12,553000
180,2960,한국쉘석유,2017/12,384000
181,3030,세아제강,2017/12,96200
182,96760,JW홀딩스,2017/12,8370
183,4490,세방전지,2017/12,35750
184,5180,빙그레,2017/12,63100
185,25860,남해화학,2017/12,10700
186,27410,BGF,2017/12,15250
187,33920,무학,2017/12,19650
188,3920,남양유업,2017/12,697000
189,50,경방,2017/12,13900
190,1520,동양,2017/12,1985
191,3850,보령제약,2017/12,48000
192,4710,한솔테크닉스,2017/12,16700
193,97230,한진중공업,2017/12,3310
194,9290,광동제약,2017/12,8750
195,14830,유니드,2017/12,46550
196,34120,SBS,2017/12,25850
197,36580,팜스코,2017/12,11600
198,8060,대덕전자,2017/12,9860
199,78520,에이블씨엔씨,2017/12,16600
0,5930,삼성전자,2018/12,38700
1,660,SK하이닉스,2018/12,60500
2,68270,셀트리온,2018/12,222500
3,207940,삼성바이오로직스,2018/12,386500
4,5380,현대차,2018/12,118500
5,51910,LG화학,2018/12,347000
6,17670,SK텔레콤,2018/12,269500
7,5490,POSCO,2018/12,243000
8,15760,한국전력,2018/12,33100
9,35420,NAVER,2018/12,122000
10,28260,삼성물산,2018/12,105500
11,105560,KB금융,2018/12,46500
12,55550,신한지주,2018/12,39600
13,12330,현대모비스,2018/12,190000
14,34730,SK,2018/12,260000
15,51900,LG생활건강,2018/12,1101000
16,96770,SK이노베이션,2018/12,179500
17,32830,삼성생명,2018/12,81600
18,18260,삼성에스디에스,2018/12,204000
19,6400,삼성SDI,2018/12,219000
20,33780,KT&G,2018/12,101500
21,270,기아차,2018/12,33700
22,810,삼성화재,2018/12,269000
23,90430,아모레퍼시픽,2018/12,209500
24,3550,LG,2018/12,69900
25,10950,S-Oil,2018/12,97700
26,86790,하나금융지주,2018/12,36250
27,30,우리은행,2018/12,15600
28,36570,엔씨소프트,2018/12,466500
29,66570,LG전자,2018/12,62300
30,251270,넷마블,2018/12,111500
31,11170,롯데케미칼,2018/12,277000
32,9540,현대중공업,2018/12,128500
33,35720,카카오,2018/12,103000
34,10130,고려아연,2018/12,432500
35,24110,기업은행,2018/12,14050
36,30200,KT,2018/12,29800
37,9150,삼성전기,2018/12,103500
38,32640,LG유플러스,2018/12,17650
39,35250,강원랜드,2018/12,32000
40,34220,LG디스플레이,2018/12,18050
41,4990,롯데지주,2018/12,52700
42,720,현대건설,2018/12,54600
43,4020,현대제철,2018/12,45250
44,23530,롯데쇼핑,2018/12,211000
45,2790,아모레G,2018/12,72700
46,18880,한온시스템,2018/12,10800
47,267250,현대중공업지주,2018/12,346000
48,21240,코웨이,2018/12,74100
49,128940,한미약품,2018/12,464000
50,139480,이마트,2018/12,182500
51,5830,DB손해보험,2018/12,70400
52,97950,CJ제일제당,2018/12,330500
53,161390,한국타이어,2018/12,40150
54,8930,한미사이언스,2018/12,79000
55,86280,현대글로비스,2018/12,129000
56,271560,오리온,2018/12,120000
57,78930,GS,2018/12,51600
58,10140,삼성중공업,2018/12,7410
59,36460,한국가스공사,2018/12,48200
60,6800,미래에셋대우,2018/12,6530
61,29780,삼성카드,2018/12,34550
62,12750,에스원,2018/12,100500
63,120,CJ대한통운,2018/12,167000
64,5940,NH투자증권,2018/12,13050
65,88350,한화생명,2018/12,4220
66,42660,대우조선해양,2018/12,34150
67,210,대림산업,2018/12,102500
68,1450,현대해상,2018/12,41050
69,6360,GS건설,2018/12,43750
70,282330,BGF리테일,2018/12,204000
71,28050,삼성엔지니어링,2018/12,17600
72,1040,CJ,2018/12,121500
73,9830,한화케미칼,2018/12,20200
74,71050,한국금융지주,2018/12,59500
75,2380,KCC,2018/12,309000
76,7070,GS리테일,2018/12,40500
77,241560,두산밥캣,2018/12,31500
78,3490,대한항공,2018/12,33050
79,3410,쌍용양회,2018/12,6290
80,47810,한국항공우주,2018/12,31900
81,8770,호텔신라,2018/12,76500
82,17800,현대엘리베이,2018/12,107000
83,16360,삼성증권,2018/12,31500
84,11780,금호석유,2018/12,87300
85,4170,신세계,2018/12,256000
86,7310,오뚜기,2018/12,724000
87,30000,제일기획,2018/12,22500
88,10060,OCI,2018/12,107000
89,8560,메리츠종금증권,2018/12,4280
90,10620,현대미포조선,2018/12,60000
91,100,유한양행,2018/12,204500
92,880,한화,2018/12,31350
93,138930,BNK금융지주,2018/12,7330
94,64350,현대로템,2018/12,27850
95,28670,팬오션,2018/12,4445
96,47040,대우건설,2018/12,5390
97,69620,대웅제약,2018/12,188500
98,47050,포스코대우,2018/12,18200
99,11070,LG이노텍,2018/12,86400
100,294870,HDC현대산업개발,2018/12,48200
101,69960,현대백화점,2018/12,90400
102,150,두산,2018/12,111500
103,20150,일진머티리얼즈,2018/12,41000
104,9420,한올바이오파마,2018/12,36200
105,12450,한화에어로스페이스,2018/12,32500
106,111770,영원무역,2018/12,38350
107,26960,동서,2018/12,17900
108,6260,LS,2018/12,49100
109,6280,녹십자,2018/12,136000
110,161890,한국콜마,2018/12,70500
111,42670,두산인프라코어,2018/12,7590
112,9240,한샘,2018/12,67400
113,240,한국타이어월드와이드,2018/12,16600
114,3240,태광산업,2018/12,1320000
115,4370,농심,2018/12,254500
116,120110,코오롱인더,2018/12,57300
117,51600,한전KPS,2018/12,33200
118,73240,금호타이어,2018/12,5310
119,114090,GKL,2018/12,24900
120,10120,LS산전,2018/12,49000
121,670,영풍,2018/12,745000
122,204320,만도,2018/12,28950
123,11790,SKC,2018/12,35800
124,5440,현대그린푸드,2018/12,14300
125,1740,SK네트웍스,2018/12,5200
126,214320,이노션,2018/12,63300
127,192820,코스맥스,2018/12,130000
128,80,하이트진로,2018/12,16600
129,3000,부광약품,2018/12,24800
130,5250,녹십자홀딩스,2018/12,25100
131,115390,락앤락,2018/12,20700
132,34020,두산중공업,2018/12,9730
133,49770,동원F&B,2018/12,287500
134,57050,현대홈쇼핑,2018/12,99000
135,5300,롯데칠성,2018/12,1400000
136,1800,오리온홀딩스,2018/12,17100
137,3520,영진약품,2018/12,5940
138,4000,롯데정밀화학,2018/12,41050
139,185750,종근당,2018/12,102000
140,6650,대한유화,2018/12,153500
141,12630,HDC,2018/12,17250
142,71840,롯데하이마트,2018/12,46650
143,5610,SPC삼립,2018/12,127500
144,2350,넥센타이어,2018/12,9170
145,10780,아이에스동서,2018/12,30650
146,11210,현대위아,2018/12,36250
147,170900,동아에스티,2018/12,104500
148,20000,한섬,2018/12,36250
149,69260,휴켐스,2018/12,24100
150,14680,한솔케미칼,2018/12,77500
151,1060,JW중외제약,2018/12,40750
152,1680,대상,2018/12,25050
153,2270,롯데푸드,2018/12,709000
154,27410,BGF,2018/12,8070
155,52690,한전기술,2018/12,20900
156,285130,SK케미칼,2018/12,70000
157,79550,LIG넥스원,2018/12,36950
158,103140,풍산,2018/12,27350
159,105630,한세실업,2018/12,19850
160,192400,쿠쿠홀딩스,2018/12,118500
161,79160,CJ CGV,2018/12,41000
162,70,삼양홀딩스,2018/12,78500
163,640,동아쏘시오홀딩스,2018/12,109000
164,1230,동국제강,2018/12,7230
165,4800,효성,2018/12,50000
166,5180,빙그레,2018/12,72500
167,93370,후성,2018/12,7420
168,6840,AK홀딩스,2018/12,54000
169,8060,대덕전자,2018/12,9100
170,14820,동원시스템즈,2018/12,27350
171,93050,LF,2018/12,24850
172,5850,에스엘,2018/12,19950
173,1120,LG상사,2018/12,15350
174,1430,세아베스틸,2018/12,17700
175,145990,삼양사,2018/12,55000
176,19680,대교,2018/12,6700
177,25860,남해화학,2018/12,11500
178,3620,쌍용차,2018/12,3960
179,990,DB하이텍,2018/12,10850
180,1520,동양,2018/12,2070
181,2240,고려제강,2018/12,23250
182,2960,한국쉘석유,2018/12,336500
183,3850,보령제약,2018/12,9980
184,3920,남양유업,2018/12,624000
185,108670,LG하우시스,2018/12,56600
186,6120,SK디스커버리,2018/12,26100
187,7570,일양약품,2018/12,27500
188,25540,한국단자,2018/12,40600
189,60980,한라홀딩스,2018/12,43750
190,79430,현대리바트,2018/12,20050
191,96760,JW홀딩스,2018/12,7140
192,4490,세방전지,2018/12,35950
193,3300,한일홀딩스,2018/12,52100
194,14830,유니드,2018/12,42000
195,298040,효성중공업,2018/12,41350
196,34120,SBS,2018/12,20000
197,64960,S&T모티브,2018/12,27050
198,33920,무학,2018/12,13600
199,97230,한진중공업,2018/12,1655
200,36580,팜스코,2018/12,7780
0,5930,삼성전자,2019/12,55800
1,660,SK하이닉스,2019/12,94100
2,35420,NAVER,2019/12,186500
3,207940,삼성바이오로직스,2019/12,433000
4,5380,현대차,2019/12,120500
5,12330,현대모비스,2019/12,256000
6,68270,셀트리온,2019/12,181000
7,51910,LG화학,2019/12,317500
8,5490,POSCO,2019/12,236500
9,28260,삼성물산,2019/12,108500
10,55550,신한지주,2019/12,43350
11,105560,KB금융,2019/12,47650
12,51900,LG생활건강,2019/12,1261000
13,17670,SK텔레콤,2019/12,238000
14,34730,SK,2019/12,262000
15,270,기아차,2019/12,44300
16,15760,한국전력,2019/12,27800
17,6400,삼성SDI,2019/12,236000
18,18260,삼성에스디에스,2019/12,194500
19,32830,삼성생명,2019/12,74500
20,96770,SK이노베이션,2019/12,150000
21,35720,카카오,2019/12,153500
22,33780,KT&G,2019/12,93800
23,3550,LG,2019/12,73800
24,36570,엔씨소프트,2019/12,541000
25,66570,LG전자,2019/12,72100
26,90430,아모레퍼시픽,2019/12,200000
27,810,삼성화재,2019/12,243500
28,86790,하나금융지주,2019/12,36900
29,10950,S-Oil,2019/12,95300
30,9150,삼성전기,2019/12,125000
31,9540,한국조선해양,2019/12,126500
32,316140,우리금융지주,2019/12,11600
33,10130,고려아연,2019/12,425000
34,251270,넷마블,2019/12,92400
35,11170,롯데케미칼,2019/12,224000
36,30200,KT,2019/12,27000
37,21240,웅진코웨이,2019/12,93100
38,24110,기업은행,2019/12,11800
39,2790,아모레G,2019/12,82700
40,35250,강원랜드,2019/12,29600
41,32640,LG유플러스,2019/12,14200
42,18880,한온시스템,2019/12,11150
43,34220,LG디스플레이,2019/12,16250
44,267250,현대중공업지주,2019/12,338000
45,86280,현대글로비스,2019/12,143000
46,6800,미래에셋대우,2019/12,7550
47,78930,GS,2019/12,51600
48,720,현대건설,2019/12,42300
49,10140,삼성중공업,2019/12,7270
50,29780,삼성카드,2019/12,38600
51,4020,현대제철,2019/12,31450
52,271560,오리온,2019/12,105500
53,161390,한국타이어앤테크놀로지,2019/12,33550
54,71050,한국금융지주,2019/12,72400
55,4990,롯데지주,2019/12,38950
56,97950,CJ제일제당,2019/12,252500
57,23530,롯데쇼핑,2019/12,135500
58,28050,삼성엔지니어링,2019/12,19200
59,5830,DB손해보험,2019/12,52300
60,120,CJ대한통운,2019/12,155000
61,5940,NH투자증권,2019/12,12700
62,139480,이마트,2019/12,127500
63,12750,에스원,2019/12,93700
64,8770,호텔신라,2019/12,90800
65,16360,삼성증권,2019/12,38600
66,241560,두산밥캣,2019/12,34350
67,128940,한미약품,2019/12,296500
68,36460,한국가스공사,2019/12,37850
69,47810,한국항공우주,2019/12,34050
70,11070,LG이노텍,2019/12,140000
71,81660,휠라코리아,2019/12,53000
72,210,대림산업,2019/12,90500
73,100,유한양행,2019/12,236500
74,9830,한화케미칼,2019/12,18850
75,7070,GS리테일,2019/12,39250
76,282330,BGF리테일,2019/12,169500
77,42660,대우조선해양,2019/12,27850
78,1040,CJ,2019/12,96600
79,30000,제일기획,2019/12,24050
80,4170,신세계,2019/12,289000
81,3410,쌍용양회,2019/12,5670
82,3490,대한항공,2019/12,28500
83,138930,BNK금융지주,2019/12,7660
84,1450,현대해상,2019/12,26950
85,2380,KCC,2019/12,233500
86,28670,팬오션,2019/12,4545
87,8930,한미사이언스,2019/12,38350
88,6360,GS건설,2019/12,31050
89,8560,메리츠종금증권,2019/12,3790
90,47050,포스코인터내셔널,2019/12,18650
91,11780,금호석유,2019/12,77500
92,80,하이트진로,2019/12,29000
93,88350,한화생명,2019/12,2310
94,7310,오뚜기,2019/12,554000
95,880,한화,2019/12,25000
96,9420,한올바이오파마,2019/12,36300
97,11790,SKC,2019/12,51000
98,69960,현대백화점,2019/12,83100
99,20150,일진머티리얼즈,2019/12,42750
100,47040,대우건설,2019/12,4740
101,17800,현대엘리베이,2019/12,68300
102,10620,현대미포조선,2019/12,46050
103,51600,한전KPS,2019/12,39150
104,26960,동서,2019/12,17400
105,12450,한화에어로스페이스,2019/12,35050
106,4800,효성,2019/12,79100
107,204320,만도,2019/12,35200
108,10120,LS산전,2019/12,54600
109,1740,SK네트웍스,2019/12,5940
110,6260,LS,2019/12,47800
111,6280,녹십자,2019/12,132500
112,111770,영원무역,2019/12,34250
113,31430,신세계인터내셔날,2019/12,219500
114,69620,대웅제약,2019/12,137500
115,10060,OCI,2019/12,62600
116,4370,농심,2019/12,240500
117,9240,한샘,2019/12,62200
118,214320,이노션,2019/12,70900
119,120110,코오롱인더,2019/12,49750
120,11210,현대위아,2019/12,50200
121,240,한국테크놀로지그룹,2019/12,14400
122,64350,현대로템,2019/12,15600
123,990,DB하이텍,2019/12,27600
124,150,두산,2019/12,70300
125,670,영풍,2019/12,645000
126,1800,오리온홀딩스,2019/12,17800
127,3240,태광산업,2019/12,1060000
128,3520,영진약품,2019/12,6630
129,4000,롯데정밀화학,2019/12,45150
130,294870,HDC현대산업개발,2019/12,25650
131,5440,현대그린푸드,2019/12,11850
132,14680,한솔케미칼,2019/12,106000
133,34020,두산중공업,2019/12,5720
134,42670,두산인프라코어,2019/12,5550
135,73240,금호타이어,2019/12,4195
136,114090,GKL,2019/12,19450
137,5300,롯데칠성,2019/12,140000
138,5250,녹십자홀딩스,2019/12,22250
139,10780,아이에스동서,2019/12,32950
140,185750,종근당,2019/12,97000
141,161890,한국콜마,2019/12,47250
142,170900,동아에스티,2019/12,119000
143,57050,현대홈쇼핑,2019/12,80500
144,2350,넥센타이어,2019/12,9130
145,3000,부광약품,2019/12,14350
146,69260,휴켐스,2019/12,21150
147,49770,동원F&B,2019/12,226000
148,5850,에스엘,2019/12,18150
149,1680,대상,2019/12,23200
150,285130,SK케미칼,2019/12,64000
151,5610,SPC삼립,2019/12,87200
152,6650,대한유화,2019/12,117500
153,8060,대덕전자,2019/12,10450
154,14820,동원시스템즈,2019/12,29400
155,18250,애경산업,2019/12,28400
156,20000,한섬,2019/12,31550
157,52690,한전기술,2019/12,20050
158,71840,롯데하이마트,2019/12,30900
159,79160,CJ CGV,2019/12,34550
160,93370,후성,2019/12,8170
161,115390,락앤락,2019/12,14300
162,192400,쿠쿠홀딩스,2019/12,105000
163,192820,코스맥스,2019/12,79900
164,3850,보령제약,2019/12,16600
165,640,동아쏘시오홀딩스,2019/12,107500
166,1060,JW중외제약,2019/12,29600
167,1120,LG상사,2019/12,15050
168,105630,한세실업,2019/12,17300
169,64960,S&T모티브,2019/12,42750
170,79550,LIG넥스원,2019/12,31600
171,103140,풍산,2019/12,23800
172,12630,HDC,2019/12,11050
173,70,삼양홀딩스,2019/12,67000
174,145990,삼양사,2019/12,50600
175,1430,세아베스틸,2019/12,15250
176,2270,롯데푸드,2019/12,413000
177,4490,세방전지,2019/12,37300
178,5180,빙그레,2019/12,56000
