회사명,거래소코드,회계년도,당기순이익(순손실)(천원),영업이익(손실)(천원),매출액(영업수익)(*)(천원)
한화생명보험(주),088350,2017/06,,,
한화생명보험(주),088350,2018/06,,,
한화생명보험(주),088350,2019/06,,,
한화생명보험(주),088350,2020/06,,,
한화생명보험(주),088350,2021/06,,,
한화생명보험(주),088350,2022/06,,,
한화솔루션(주),009830,2006/06,87610530,53064900,1078073685
한화솔루션(주),009830,2007/06,109864480,75674163,1167281675
한화솔루션(주),009830,2008/06,91227591,140263646,1529267886
한화솔루션(주),009830,2009/06,239492561,276204391,1475331632
한화솔루션(주),009830,2010/06,251757407,238403534,1773852124
한화솔루션(주),009830,2011/06,333419844,320314905,2006974923
한화솔루션(주),009830,2012/06,142791861,95896942,1767634177
한화솔루션(주),009830,2013/06,62597523,35086153,1728800976
한화솔루션(주),009830,2014/06,34786334,17379113,1808066257
한화솔루션(주),009830,2015/06,56311671,92884671,1644279013
한화솔루션(주),009830,2016/06,200430704,190299141,1651362646
한화솔루션(주),009830,2017/06,384540704,315029205,1947834620
한화솔루션(주),009830,2018/06,443036574,320327056,2071320376
한화솔루션(주),009830,2019/06,128308829,90111535,1706164828
한화솔루션(주),009830,2020/06,219803735,189442232,2795905998
한화솔루션(주),009830,2021/06,407901704,358289119,3451270471
한화솔루션(주),009830,2022/06,629384662,316551707,4455264301
한화시스템(주),272210,2019/06,36478661,35148910,642549469
한화시스템(주),272210,2020/06,24099008,29175679,595153155
한화시스템(주),272210,2021/06,57139643,69496342,852617900
한화시스템(주),272210,2022/06,53412478,59814781,939788498
한화에어로스페이스(주),012450,2006/06,63227507,88018366,1281893488
한화에어로스페이스(주),012450,2007/06,95695646,85684971,1542023125
한화에어로스페이스(주),012450,2008/06,92803535,83165171,1624388145
한화에어로스페이스(주),012450,2009/06,78092116,104119375,1226019793
한화에어로스페이스(주),012450,2010/06,66354684,63355719,1422545552
한화에어로스페이스(주),012450,2011/06,219536800,61729803,1389462546
한화에어로스페이스(주),012450,2012/06,71842627,57525912,1300057732
한화에어로스페이스(주),012450,2013/06,86116157,75739970,1365114992
한화에어로스페이스(주),012450,2014/06,-30679919,22741578,1254427499
한화에어로스페이스(주),012450,2015/06,-42688226,-83647516,1140690079
한화에어로스페이스(주),012450,2016/06,226906866,66598995,1307100441
한화에어로스페이스(주),012450,2017/06,40531352,16354271,1216315968
한화에어로스페이스(주),012450,2018/06,-32806222,-53132992,551768101
한화에어로스페이스(주),012450,2019/06,10924157,-26002819,572251065
한화에어로스페이스(주),012450,2020/06,14423750,-18187572,505248817
한화에어로스페이스(주),012450,2021/06,93706111,-11655897,606772576
한화에어로스페이스(주),012450,2022/06,202422578,5927335,548151728
현대건설(주),000720,2006/06,209357763,201147285,2309557773
현대건설(주),000720,2007/06,157642828,154498485,2492168077
현대건설(주),000720,2008/06,216629043,283346231,3246059791
현대건설(주),000720,2009/06,220706696,231249416,4640178773
현대건설(주),000720,2010/06,331140086,283033050,4627878108
현대건설(주),000720,2011/06,272733166,265258026,4484070532
현대건설(주),000720,2012/06,183534000,179814000,4682894000
현대건설(주),000720,2013/06,209162000,234651000,4840505000
현대건설(주),000720,2014/06,195301000,257438000,5427372000
현대건설(주),000720,2015/06,136402000,231795000,4783192000
현대건설(주),000720,2016/06,127045000,232910000,5249959000
현대건설(주),000720,2017/06,153740000,202257000,5014101000
현대건설(주),000720,2018/06,162667000,182301000,4636802000
현대건설(주),000720,2019/06,182416000,195591000,4918821000
현대건설(주),000720,2020/06,129688000,143431000,4785700000
현대건설(주),000720,2021/06,138297000,99268000,4703068000
현대건설(주),000720,2022/06,278681000,188939000,5360410000
현대글로비스(주),086280,2006/06,39194467,34544187,932601276
현대글로비스(주),086280,2007/06,44128132,40167651,1208160234
현대글로비스(주),086280,2008/06,69366186,70585325,1478179975
현대글로비스(주),086280,2009/06,109139546,71937813,1348880262
현대글로비스(주),086280,2010/06,110337674,101569587,2767301008
현대글로비스(주),086280,2011/06,145475636,153357569,3484950368
현대글로비스(주),086280,2012/06,205953970,230800078,4612621945
현대글로비스(주),086280,2013/06,173602871,206305583,5005524560
현대글로비스(주),086280,2014/06,456969239,202472021,5462418658
현대글로비스(주),086280,2015/06,189923977,223593805,5724902530
현대글로비스(주),086280,2016/06,250924665,269676452,6040600667
현대글로비스(주),086280,2017/06,370263848,276243549,6526456975
현대글로비스(주),086280,2018/06,90646236,232053267,6351699648
현대글로비스(주),086280,2019/06,191118836,288069978,6943381419
현대글로비스(주),086280,2020/06,254520792,262108034,6408602090
현대글로비스(주),086280,2021/06,297228110,374386448,8432130787
현대글로비스(주),086280,2022/06,616669891,762670102,10689652596
현대로템(주),064350,2006/06,27002185,42881776,713892268
현대로템(주),064350,2007/06,6258193,27153596,758898673
현대로템(주),064350,2008/06,28606928,64419381,1025771835
현대로템(주),064350,2009/06,45849381,119327630,1434984129
현대로템(주),064350,2010/06,31919765,63509799,1534338981
현대로템(주),064350,2011/06,31239818,46572049,1309384760
현대로템(주),064350,2012/06,20546754,57797220,1341796331
현대로템(주),064350,2013/06,51944586,78401105,1414208238
현대로템(주),064350,2014/06,35447443,17914240,1310424370
현대로템(주),064350,2015/06,-30683665,-18230092,1601667454
현대로템(주),064350,2016/06,29676649,61992156,1325339445
현대로템(주),064350,2017/06,13242361,33334758,1098427553
현대로템(주),064350,2018/06,17474885,17461056,1018841133
현대로템(주),064350,2019/06,-100197291,-91884726,1119180314
현대로템(주),064350,2020/06,75698898,40188612,1239433504
현대로템(주),064350,2021/06,34463342,136908586,1351966969
현대로템(주),064350,2022/06,59008852,66916983,1427624428
현대모비스(주),012330,2006/06,408587000,442577000,4233809000
현대모비스(주),012330,2007/06,445781000,432332000,4212471000
현대모비스(주),012330,2008/06,531195000,613159000,4967771000
현대모비스(주),012330,2009/06,723912000,716528000,4585307000
현대모비스(주),012330,2010/06,1226878000,883368000,6763748000
현대모비스(주),012330,2011/06,988786000,1129970000,7869040000
현대모비스(주),012330,2012/06,1239214000,1200823000,8519967000
현대모비스(주),012330,2013/06,1116906000,1084045000,8654688000
현대모비스(주),012330,2014/06,1249504000,959268000,9181440000
현대모비스(주),012330,2015/06,1015598000,842461000,9321469000
현대모비스(주),012330,2016/06,1024379000,964184000,10000732000
현대모비스(주),012330,2017/06,944137000,742739000,9875631000
현대모비스(주),012330,2018/06,875229000,654966000,9660566000
현대모비스(주),012330,2019/06,1087308000,770817000,11064474000
현대모비스(주),012330,2020/06,615491000,425015000,10518882000
현대모비스(주),012330,2021/06,829362000,677922000,13012914000
현대모비스(주),012330,2022/06,716776000,620039000,15709639000
현대엘리베이터(주),017800,2006/06,34932921,23479582,240651351
현대엘리베이터(주),017800,2007/06,101049492,14157968,244204479
현대엘리베이터(주),017800,2008/06,-12269859,13810756,292856241
현대엘리베이터(주),017800,2009/06,-159805152,8471932,356945910
현대엘리베이터(주),017800,2010/06,70490962,21272935,376237963
현대엘리베이터(주),017800,2011/06,-74552613,4693790,406448930
현대엘리베이터(주),017800,2012/06,-14779738,18139075,442306131
현대엘리베이터(주),017800,2013/06,-145363802,41228426,481280328
현대엘리베이터(주),017800,2014/06,-297488297,54839982,572259629
현대엘리베이터(주),017800,2015/06,-67311700,68938109,612877610
현대엘리베이터(주),017800,2016/06,-32736430,78027203,700291110
현대엘리베이터(주),017800,2017/06,70223953,91114455,841305467
현대엘리베이터(주),017800,2018/06,-726743,63717683,787967379
현대엘리베이터(주),017800,2019/06,22048596,72695023,762493737
현대엘리베이터(주),017800,2020/06,7872547,62397192,722128005
현대엘리베이터(주),017800,2021/06,25917908,61648582,757653985
현대엘리베이터(주),017800,2022/06,105881258,19485984,756589322
현대위아(주),011210,2006/06,8273037,24110910,1389231128
현대위아(주),011210,2007/06,16379160,45027218,1471792896
현대위아(주),011210,2008/06,20434384,37859743,1574576782
현대위아(주),011210,2009/06,18520174,41582783,1410616603
현대위아(주),011210,2010/06,53048046,43205845,1907003868
현대위아(주),011210,2011/06,83890788,115010145,2719503777
현대위아(주),011210,2012/06,165173473,218811598,3000355366
현대위아(주),011210,2013/06,171033263,221226119,3213013419
현대위아(주),011210,2014/06,198547914,242037309,3411104644
현대위아(주),011210,2015/06,212417293,244513567,3839900775
현대위아(주),011210,2016/06,121906915,163912583,3629764517
현대위아(주),011210,2017/06,28254147,53754561,3414601375
현대위아(주),011210,2018/06,-7430187,-16986488,3449199921
현대위아(주),011210,2019/06,10562000,20995000,3307317000
현대위아(주),011210,2020/06,71290000,49389000,2538587000
현대위아(주),011210,2021/06,79482000,89472000,3251489000
현대위아(주),011210,2022/06,147079000,102243000,3242158000
현대자동차(주),005380,2006/06,706116000,744465000,13864320000
현대자동차(주),005380,2007/06,918923000,864268000,14711011000
현대자동차(주),005380,2008/06,939583000,1191675000,17304571000
현대자동차(주),005380,2009/06,1036831000,811011000,14111893000
현대자동차(주),005380,2010/06,2517032000,1566013000,17978279000
현대자동차(주),005380,2011/06,2558321000,2035582000,20312687000
현대자동차(주),005380,2012/06,3302174000,2657959000,22538530000
현대자동차(주),005380,2013/06,3050178000,1916180000,21158479000
현대자동차(주),005380,2014/06,3544808000,2244709000,22177491000
현대자동차(주),005380,2015/06,3182684000,2338376000,22048916000
현대자동차(주),005380,2016/06,3312811000,2134334000,21688709000
현대자동차(주),005380,2017/06,1641874000,1814177000,22043870000
현대자동차(주),005380,2018/06,1112494000,489745000,20659766000
현대자동차(주),005380,2019/06,1812538000,909143000,24229847000
현대자동차(주),005380,2020/06,1097124000,1051097000,23406075000
현대자동차(주),005380,2021/06,1820693000,926792000,27905051000
현대자동차(주),005380,2022/06,1483924000,226738000,29368911000
현대제철(주),004020,2006/06,230677656,273142010,2653869095
현대제철(주),004020,2007/06,293186561,385932342,3664120034
현대제철(주),004020,2008/06,462648402,670854672,5089084240
현대제철(주),004020,2009/06,334795464,231191999,3801403048
현대제철(주),004020,2010/06,422736757,478679964,4737906596
현대제철(주),004020,2011/06,592082688,711061572,7598787282
현대제철(주),004020,2012/06,342825157,479685164,7411482409
현대제철(주),004020,2013/06,110046613,303119039,6080135478
현대제철(주),004020,2014/06,414635458,592142990,8110496355
현대제철(주),004020,2015/06,447929528,764993283,7163245578
현대제철(주),004020,2016/06,387211864,608059394,6819043325
현대제철(주),004020,2017/06,434908358,627900666,8230170245
현대제철(주),004020,2018/06,320658202,584526462,9079644077
현대제철(주),004020,2019/06,139063325,387204422,9494844575
현대제철(주),004020,2020/06,-92266835,-12123434,7822942837
현대제철(주),004020,2021/06,506696337,780235386,9117865286
현대제철(주),004020,2022/06,1004039601,1415048150,12631281271
현대해상화재보험(주),001450,2006/09,,,
현대해상화재보험(주),001450,2007/09,,,
현대해상화재보험(주),001450,2008/09,,,
현대해상화재보험(주),001450,2009/09,,,
현대해상화재보험(주),001450,2010/09,,,
현대해상화재보험(주),001450,2011/09,,,
현대해상화재보험(주),001450,2012/09,,,
현대해상화재보험(주),001450,2013/09,,,
현대해상화재보험(주),001450,2015/06,,,
현대해상화재보험(주),001450,2016/06,,,
현대해상화재보험(주),001450,2017/06,,,
현대해상화재보험(주),001450,2018/06,,,
현대해상화재보험(주),001450,2019/06,,,
현대해상화재보험(주),001450,2020/06,,,
현대해상화재보험(주),001450,2021/06,,,
현대해상화재보험(주),001450,2022/06,,,
효성첨단소재(주),298050,2018/06,-747919,4325661,80398393
효성첨단소재(주),298050,2019/06,77726373,39617034,556649958
효성첨단소재(주),298050,2020/06,49926142,3987874,342933026
효성첨단소재(주),298050,2021/06,65229406,33328657,458613305
효성첨단소재(주),298050,2022/06,213988020,55981438,436619911
효성티앤씨(주),298020,2018/06,1331417,8424780,275530863
효성티앤씨(주),298020,2019/06,48751143,60431888,1843104890
효성티앤씨(주),298020,2020/06,33391587,34679901,1558849469
효성티앤씨(주),298020,2021/06,155210291,156406528,2029145505
효성티앤씨(주),298020,2022/06,225043068,118379990,2888908083
