회사명,거래소코드,회계년도,당기순이익(순손실)(천원),영업이익(손실)(천원),매출액(영업수익)(*)(천원)
(주)BNK금융지주,138930,2011/06,,,
(주)BNK금융지주,138930,2012/06,,,
(주)BNK금융지주,138930,2013/06,,,
(주)BNK금융지주,138930,2014/06,,,
(주)BNK금융지주,138930,2015/06,,,
(주)BNK금융지주,138930,2016/06,,,
(주)BNK금융지주,138930,2017/06,,,
(주)BNK금융지주,138930,2018/06,,,
(주)BNK금융지주,138930,2019/06,,,
(주)BNK금융지주,138930,2020/06,,,
(주)BNK금융지주,138930,2021/06,,,
(주)BNK금융지주,138930,2022/06,,,
(주)DB하이텍,000990,2006/06,16290858,29195836,597551402
(주)DB하이텍,000990,2007/06,-5807009,37033952,705572910
(주)DB하이텍,000990,2008/06,23436416,5269299,788676597
(주)DB하이텍,000990,2009/06,-101356401,-35221480,697356210
(주)DB하이텍,000990,2010/06,-43311362,-3066889,622839867
(주)DB하이텍,000990,2011/06,-10680758,5146652,296884152
(주)DB하이텍,000990,2012/06,-23647763,-1765428,300266751
(주)DB하이텍,000990,2013/06,-26093350,5086262,253691703
(주)DB하이텍,000990,2014/06,-18907684,10945135,262324448
(주)DB하이텍,000990,2015/06,88228109,45858672,296845775
(주)DB하이텍,000990,2016/06,56814102,84775866,373926909
(주)DB하이텍,000990,2017/06,55008968,96244544,365143771
(주)DB하이텍,000990,2018/06,46700317,46501501,312506014
(주)DB하이텍,000990,2019/06,49625283,71601785,373064769
(주)DB하이텍,000990,2020/06,109656599,141730846,467454113
(주)DB하이텍,000990,2021/06,106757720,141909814,518386729
(주)DB하이텍,000990,2022/06,295680059,394667321,830766626
(주)JB금융지주,175330,2014/06,,,
(주)JB금융지주,175330,2015/06,,,
(주)JB금융지주,175330,2016/06,,,
(주)JB금융지주,175330,2017/06,,,
(주)JB금융지주,175330,2018/06,,,
(주)JB금융지주,175330,2019/06,,,
(주)JB금융지주,175330,2020/06,,,
(주)JB금융지주,175330,2021/06,,,
(주)JB금융지주,175330,2022/06,,,
(주)KB금융지주,105560,2009/06,,,
(주)KB금융지주,105560,2010/06,,,
(주)KB금융지주,105560,2011/06,,,
(주)KB금융지주,105560,2012/06,,,
(주)KB금융지주,105560,2013/06,,,
(주)KB금융지주,105560,2014/06,,,
(주)KB금융지주,105560,2015/06,,,
(주)KB금융지주,105560,2016/06,,,
(주)KB금융지주,105560,2017/06,,,
(주)KB금융지주,105560,2018/06,,,
(주)KB금융지주,105560,2019/06,,,
(주)KB금융지주,105560,2020/06,,,
(주)KB금융지주,105560,2021/06,,,
(주)KB금융지주,105560,2022/06,,,
(주)강원랜드,035250,2006/06,114163232,153387840,385166702
(주)강원랜드,035250,2007/06,167383377,214656521,537183063
(주)강원랜드,035250,2008/06,184114256,242675936,577223234
(주)강원랜드,035250,2009/06,197024058,254511921,597286250
(주)강원랜드,035250,2010/06,222439773,297137338,648063304
(주)강원랜드,035250,2011/06,202173845,268448158,628456847
(주)강원랜드,035250,2012/06,181761470,231426797,651545270
(주)강원랜드,035250,2013/06,173541378,216067169,649352068
(주)강원랜드,035250,2014/06,212664423,267238910,727281648
(주)강원랜드,035250,2015/06,232706913,322742282,813238520
(주)강원랜드,035250,2016/06,266524858,341724091,847593842
(주)강원랜드,035250,2017/06,240024190,300574333,809232436
(주)강원랜드,035250,2018/06,185737172,242823895,716662328
(주)강원랜드,035250,2019/06,153390284,298687105,740142973
(주)강원랜드,035250,2020/06,-202417486,-290101034,270230465
(주)강원랜드,035250,2021/06,-18419439,-57138393,300735208
(주)강원랜드,035250,2022/06,30960107,80595760,537817391
(주)녹십자,006280,2006/06,16027226,23343773,176792858
(주)녹십자,006280,2007/06,23781996,29516898,209071069
(주)녹십자,006280,2008/06,29139407,31515754,235416276
(주)녹십자,006280,2009/06,22156897,33117353,258856072
(주)녹십자,006280,2010/06,81379730,109894088,447478576
(주)녹십자,006280,2011/06,22543721,26715964,314984439
(주)녹십자,006280,2012/06,25830814,31575870,327640301
(주)녹십자,006280,2013/06,32580099,22554626,341706219
(주)녹십자,006280,2014/06,21311371,27155022,378274302
(주)녹십자,006280,2015/06,37284514,37140013,417240534
(주)녹십자,006280,2016/06,23460012,27630270,468851300
(주)녹십자,006280,2017/06,28072472,37792149,513426340
(주)녹십자,006280,2018/06,21622900,21958061,539969298
(주)녹십자,006280,2019/06,2120761,18199664,537902914
(주)녹십자,006280,2020/06,13213933,15905500,547636781
(주)녹십자,006280,2021/06,17520696,6383452,504875825
(주)녹십자,006280,2022/06,23488296,24180877,586852389
(주)녹십자홀딩스,005250,2006/06,340983,5548223,17272593
(주)녹십자홀딩스,005250,2007/06,9380839,14983174,24071290
(주)녹십자홀딩스,005250,2008/06,12040437,15927669,25872527
(주)녹십자홀딩스,005250,2009/06,9178994,13797475,20800928
(주)녹십자홀딩스,005250,2010/06,50711062,57524018,64170272
(주)녹십자홀딩스,005250,2011/06,12429530,14621009,20482785
(주)녹십자홀딩스,005250,2012/06,81187612,11969846,18339830
(주)녹십자홀딩스,005250,2013/06,14574501,13275671,21033848
(주)녹십자홀딩스,005250,2014/06,10431314,12032945,20616454
(주)녹십자홀딩스,005250,2015/06,12180668,12627724,24013683
(주)녹십자홀딩스,005250,2016/06,13473641,17952683,47139670
(주)녹십자홀딩스,005250,2017/06,16012369,20672818,60628941
(주)녹십자홀딩스,005250,2018/06,19638361,20448817,74191454
(주)녹십자홀딩스,005250,2019/06,16790406,15567209,31133945
(주)녹십자홀딩스,005250,2020/06,24943411,19548468,33623940
(주)녹십자홀딩스,005250,2021/06,39041133,29966607,49111641
(주)녹십자홀딩스,005250,2022/06,11761727,23425842,42936828
(주)농심,004370,2006/06,64983787,75411461,777590731
(주)농심,004370,2007/06,52439524,58593130,769416714
(주)농심,004370,2008/06,46305044,53151436,806854607
(주)농심,004370,2009/06,74916337,58957265,920520197
(주)농심,004370,2010/06,63270352,58663860,946629003
(주)농심,004370,2011/06,59325880,62303100,997398219
(주)농심,004370,2012/06,-63910012,41649903,965294529
(주)농심,004370,2013/06,38482124,43003788,926927328
(주)농심,004370,2014/06,42906297,41934926,910293316
(주)농심,004370,2015/06,57903484,45962825,923469775
(주)농심,004370,2016/06,154378194,33618895,918787217
(주)농심,004370,2017/06,43951772,41962539,912879851
(주)농심,004370,2018/06,36626815,31270618,913421160
(주)농심,004370,2019/06,26977798,26542081,946427274
(주)농심,004370,2020/06,58905108,63352436,1078593556
(주)농심,004370,2021/06,29794457,18362160,1010346082
(주)농심,004370,2022/06,33068810,23264936,1153406263
(주)대우건설,047040,2006/06,271329318,294699620,2764998717
(주)대우건설,047040,2007/06,240903658,284931582,2966013343
(주)대우건설,047040,2008/06,116690118,195924360,3012471227
(주)대우건설,047040,2009/06,172506726,104454517,3332045717
(주)대우건설,047040,2010/06,25406286,104973277,3444132754
(주)대우건설,047040,2011/06,163724133,184026672,3317720440
(주)대우건설,047040,2012/06,112718627,210580455,3804579246
(주)대우건설,047040,2013/06,81103337,217661472,4341227201
(주)대우건설,047040,2014/06,95711707,222510804,4583765234
(주)대우건설,047040,2015/06,107290805,156320876,4710163600
(주)대우건설,047040,2016/06,24607233,168256345,5546291726
(주)대우건설,047040,2017/06,350425370,468762913,5668913700
(주)대우건설,047040,2018/06,170238527,306874280,5406044735
(주)대우건설,047040,2019/06,103703883,163252283,4069507577
(주)대우건설,047040,2020/06,112345582,194667552,3815068161
(주)대우건설,047040,2021/06,237725499,321744672,3841365018
(주)대우건설,047040,2022/06,191829271,269995560,4422101416
(주)대웅,003090,2006/09,14609414,11682661,23021920
(주)대웅,003090,2007/09,12009812,12985449,27475311
(주)대웅,003090,2008/09,9149460,12999616,28420154
(주)대웅,003090,2009/09,13532142,16202054,30395873
(주)대웅,003090,2010/09,11625191,11944915,28183478
(주)대웅,003090,2012/06,17884361,8286845,24397865
(주)대웅,003090,2013/06,7105466,7460740,24530814
(주)대웅,003090,2014/06,7487448,7634359,24900168
(주)대웅,003090,2015/06,7416472,7802960,26337463
(주)대웅,003090,2016/06,923524,94630,25522345
(주)대웅,003090,2017/06,8070392,7982315,27560943
(주)대웅,003090,2018/06,7787128,6832043,24624923
(주)대웅,003090,2019/06,7078902,7376598,25513413
(주)대웅,003090,2020/06,36835219,38350251,57737750
(주)대웅,003090,2021/06,44911925,46291715,68305369
(주)대웅,003090,2022/06,7334518,8361088,31347562
(주)대웅제약,069620,2006/09,26425693,38015705,193031070
(주)대웅제약,069620,2007/09,27857796,38777750,234093188
(주)대웅제약,069620,2008/09,23537955,31160567,269931694
(주)대웅제약,069620,2009/09,17583708,29361922,297282529
(주)대웅제약,069620,2010/09,4271047,55402598,339495564
(주)대웅제약,069620,2012/06,12933306,11551074,345602334
(주)대웅제약,069620,2013/06,29403673,38504793,321268188
(주)대웅제약,069620,2014/06,27213719,32744069,351484756
(주)대웅제약,069620,2015/06,25143883,31044251,394283100
(주)대웅제약,069620,2016/06,9314753,11670098,383192542
(주)대웅제약,069620,2017/06,18710930,23749040,427747830
(주)대웅제약,069620,2018/06,12691719,18038840,454058805
(주)대웅제약,069620,2019/06,16750848,27291896,501578404
(주)대웅제약,069620,2020/06,-13759418,-3497330,454336489
(주)대웅제약,069620,2021/06,-8850950,46870059,514743130
(주)대웅제약,069620,2022/06,38253603,60346667,565935260
(주)대한항공,003490,2006/06,142197731,160115339,3770073702
(주)대한항공,003490,2007/06,-83635906,226811117,4138231736
(주)대한항공,003490,2008/06,-614354093,-96853213,4741032218
(주)대한항공,003490,2009/06,-447794620,-120743347,4338872572
(주)대한항공,003490,2010/06,-61546817,572266853,5435375810
(주)대한항공,003490,2011/06,185115360,107648555,5555678143
(주)대한항공,003490,2012/06,-224944282,-14561008,5998775746
(주)대한항공,003490,2013/06,-677240390,-182748926,5654864587
(주)대한항공,003490,2014/06,148694426,-9935190,5682071411
(주)대한항공,003490,2015/06,-202116047,179188731,5544339268
(주)대한항공,003490,2016/06,-347732181,456203634,5578038835
(주)대한항공,003490,2017/06,353026116,346474954,5661988449
(주)대한항공,003490,2018/06,-252227159,259212586,6031050048
(주)대한항공,003490,2019/06,-415015939,46749261,6069943409
(주)대한항공,003490,2020/06,-529624309,91808108,4043223525
(주)대한항공,003490,2021/06,101202553,321387375,3700547216
(주)대한항공,003490,2022/06,994267356,1524319472,6137585875
(주)더블유게임즈,192080,2015/06,16391032,16373430,54434807
(주)더블유게임즈,192080,2016/06,18927747,18603306,75650809
(주)더블유게임즈,192080,2017/06,17346585,31780500,79060290
(주)더블유게임즈,192080,2018/06,46722722,34769077,92254707
(주)더블유게임즈,192080,2019/06,56908524,41193949,102361688
(주)더블유게임즈,192080,2020/06,72120554,47022319,115924217
(주)더블유게임즈,192080,2021/06,65143970,43535132,112599701
(주)더블유게임즈,192080,2022/06,2618797,25827482,96863925
(주)동서,026960,2006/06,34139343,13670433,111445898
(주)동서,026960,2007/06,41102777,13643910,118125944
(주)동서,026960,2008/06,52123077,15572258,137625232
(주)동서,026960,2009/06,60406082,22796796,155456077
(주)동서,026960,2010/06,67720565,22855432,172878599
(주)동서,026960,2011/06,74435011,23724930,211417194
(주)동서,026960,2012/06,77160118,22439466,215425785
(주)동서,026960,2013/06,77026382,22761147,213394760
(주)동서,026960,2014/06,78185523,22327625,220009772
(주)동서,026960,2015/06,76066608,19495304,228445876
(주)동서,026960,2016/06,74095571,17413669,229781431
(주)동서,026960,2017/06,70890599,17063520,248340991
(주)동서,026960,2018/06,66732717,15333295,245683606
(주)동서,026960,2019/06,70503917,12305183,229779276
(주)동서,026960,2020/06,71000646,12837613,211879713
(주)동서,026960,2021/06,62257167,16862245,246297479
(주)동서,026960,2022/06,64990032,19392251,267890669
(주)두산,000150,2006/06,2190190,21426886,916943830
(주)두산,000150,2007/06,37436614,42548511,906275788
(주)두산,000150,2008/06,25084685,32114194,888460910
(주)두산,000150,2009/06,212981144,-81927682,547683719
(주)두산,000150,2010/06,139834484,168228556,797893292
(주)두산,000150,2011/06,113377079,142833169,963619307
(주)두산,000150,2012/06,66049002,103816190,972383316
(주)두산,000150,2013/06,71762241,101668340,770371888
(주)두산,000150,2014/06,66862198,100740714,951626195
(주)두산,000150,2015/06,81002582,126385907,970107574
(주)두산,000150,2016/06,172727619,225068923,1051579236
(주)두산,000150,2017/06,134219817,160761749,1247302874
(주)두산,000150,2018/06,135048026,184916047,1487037849
(주)두산,000150,2019/06,44618317,91765923,1494923612
(주)두산,000150,2020/06,87274409,115369953,1105609126
(주)두산,000150,2021/06,142305497,65191077,477718805
(주)두산,000150,2022/06,64542070,66131890,553846961
(주)메리츠금융지주,138040,2011/09,,,
(주)메리츠금융지주,138040,2012/09,,,
(주)메리츠금융지주,138040,2013/09,,,
(주)메리츠금융지주,138040,2015/06,,,
(주)메리츠금융지주,138040,2016/06,,,
(주)메리츠금융지주,138040,2017/06,,,
(주)메리츠금융지주,138040,2018/06,,,
(주)메리츠금융지주,138040,2019/06,,,
(주)메리츠금융지주,138040,2020/06,,,
(주)메리츠금융지주,138040,2021/06,,,
(주)메리츠금융지주,138040,2022/06,,,
(주)보령,003850,2006/06,3736882,5192852,92329671
(주)보령,003850,2007/06,4408410,6086547,95928442
(주)보령,003850,2008/06,5560922,5239931,109647331
(주)보령,003850,2009/06,5101331,9120280,135642748
(주)보령,003850,2010/06,9342044,11451108,152146191
(주)보령,003850,2011/06,5231758,7934347,156679107
(주)보령,003850,2012/06,4319082,2018718,152750253
(주)보령,003850,2013/06,10487515,8944285,150049974
(주)보령,003850,2014/06,9122034,9518281,166202559
(주)보령,003850,2015/06,10696548,12968254,187632335
(주)보령,003850,2016/06,11873078,14343218,194160098
(주)보령,003850,2017/06,3444018,5642878,208797270
(주)보령,003850,2018/06,9737672,13044314,226163202
(주)보령,003850,2019/06,19160483,20834635,246003930
(주)보령,003850,2020/06,14778895,23112030,268709685
(주)보령,003850,2021/06,18346186,22295746,277738715
(주)보령,003850,2022/06,29996039,32726198,342798148
(주)비지에프리테일,282330,2018/06,67476260,83232211,2794162158
(주)비지에프리테일,282330,2019/06,68173377,89015097,2865509624
(주)비지에프리테일,282330,2020/06,50201662,68097833,2938745646
(주)비지에프리테일,282330,2021/06,63750516,81286831,3193335632
(주)비지에프리테일,282330,2022/06,83869426,109499939,3595910507
(주)셀트리온,068270,2006/06,1020835,1330525,20693098
(주)셀트리온,068270,2007/06,1081562,1327718,22299544
(주)셀트리온,068270,2008/06,-1555329,17191,24479612
(주)셀트리온,068270,2009/06,28192497,38792434,83610479
(주)셀트리온,068270,2010/06,47447458,52380155,77797956
(주)셀트리온,068270,2011/06,81600111,82241739,128609313
(주)셀트리온,068270,2012/06,82215131,88336429,159955446
(주)셀트리온,068270,2013/06,70735279,80136612,142089783
(주)셀트리온,068270,2014/06,90180434,131574402,236467336
(주)셀트리온,068270,2015/06,78159651,119575732,230691196
(주)셀트리온,068270,2016/06,98466758,100697891,250847431
(주)셀트리온,068270,2017/06,182239278,224767848,392086669
(주)셀트리온,068270,2018/06,159957712,225892203,451614067
(주)셀트리온,068270,2019/06,138731996,154463772,388331412
(주)셀트리온,068270,2020/06,257134081,315724955,749967737
(주)셀트리온,068270,2021/06,308157005,337244186,730817423
(주)셀트리온,068270,2022/06,299066544,338355671,1036576570
(주)신세계,004170,2006/06,238480150,344110358,3912845793
(주)신세계,004170,2007/06,224117909,352444291,4046915433
(주)신세계,004170,2008/06,270530778,398644425,4345559298
(주)신세계,004170,2009/06,264858644,431254724,4877489632
(주)신세계,004170,2010/06,761875842,498454632,5380657903
(주)신세계,004170,2011/06,3317026917,109237971,732983688
(주)신세계,004170,2012/06,91611665,99508278,733858615
(주)신세계,004170,2013/06,75073489,102424377,760521272
(주)신세계,004170,2014/06,74934178,88498253,737614349
(주)신세계,004170,2015/06,328009725,83837175,727618819
(주)신세계,004170,2016/06,65276694,81153280,764349544
(주)신세계,004170,2017/06,80975546,88295960,814491122
(주)신세계,004170,2018/06,91975904,101170401,839345262
(주)신세계,004170,2019/06,686339218,86062578,742468432
(주)신세계,004170,2020/06,205063400,36898220,684908775
(주)신세계,004170,2021/06,171476078,108599472,799214115
(주)신세계,004170,2022/06,150317606,169761783,910017870
(주)신세계인터내셔날,031430,2012/06,18354532,19653097,394602754
(주)신세계인터내셔날,031430,2013/06,4318530,9642544,364653827
(주)신세계인터내셔날,031430,2014/06,10112688,9599988,389770169
(주)신세계인터내셔날,031430,2015/06,8785689,10504586,414530220
(주)신세계인터내셔날,031430,2016/06,-2970663,9900523,427305989
(주)신세계인터내셔날,031430,2017/06,9203320,10453624,447479004
(주)신세계인터내셔날,031430,2018/06,27742603,32092073,520369175
(주)신세계인터내셔날,031430,2019/06,39268372,46062620,601649831
(주)신세계인터내셔날,031430,2020/06,38430321,14379417,554843154
(주)신세계인터내셔날,031430,2021/06,39136668,45436812,626080547
(주)신세계인터내셔날,031430,2022/06,56177311,63496865,678858539
(주)신한금융지주회사,055550,2006/06,,,
(주)신한금융지주회사,055550,2007/06,,,
(주)신한금융지주회사,055550,2008/06,,,
(주)신한금융지주회사,055550,2009/06,,,
(주)신한금융지주회사,055550,2010/06,,,
(주)신한금융지주회사,055550,2011/06,,,
(주)신한금융지주회사,055550,2012/06,,,
(주)신한금융지주회사,055550,2013/06,,,
(주)신한금융지주회사,055550,2014/06,,,
(주)신한금융지주회사,055550,2015/06,,,
(주)신한금융지주회사,055550,2016/06,,,
(주)신한금융지주회사,055550,2017/06,,,
(주)신한금융지주회사,055550,2018/06,,,
(주)신한금융지주회사,055550,2019/06,,,
(주)신한금융지주회사,055550,2020/06,,,
(주)신한금융지주회사,055550,2021/06,,,
(주)신한금융지주회사,055550,2022/06,,,
(주)아모레퍼시픽,090430,2006/06,5810368,13675299,99545385
(주)아모레퍼시픽,090430,2007/06,114050837,155877957,704284153
(주)아모레퍼시픽,090430,2008/06,123341437,163742729,788631060
(주)아모레퍼시픽,090430,2009/06,144563888,189947572,915265091
(주)아모레퍼시픽,090430,2010/06,179754659,225709744,1063998421
(주)아모레퍼시픽,090430,2011/06,182266617,238684309,1223717895
(주)아모레퍼시픽,090430,2012/06,167258183,239287562,1306143919
(주)아모레퍼시픽,090430,2013/06,164123415,233393126,1382162549
(주)아모레퍼시픽,090430,2014/06,208751860,301339668,1581040163
(주)아모레퍼시픽,090430,2015/06,337701540,431141314,1949694682
(주)아모레퍼시픽,090430,2016/06,402727098,517077059,2255425702
(주)아모레퍼시픽,090430,2017/06,254823474,351657071,2038901032
(주)아모레퍼시픽,090430,2018/06,220910608,286777751,1955289343
(주)아모레퍼시픽,090430,2019/06,202330794,269820459,2026326839
(주)아모레퍼시픽,090430,2020/06,143493745,163488244,1569197582
(주)아모레퍼시픽,090430,2021/06,181499445,224495052,1736337746
(주)아모레퍼시픽,090430,2022/06,130405277,161017564,1524766802
(주)아모레퍼시픽그룹,002790,2006/06,110457454,136881704,577906552
(주)아모레퍼시픽그룹,002790,2007/06,39078345,31224016,44713359
(주)아모레퍼시픽그룹,002790,2008/06,36844373,33514205,38184036
(주)아모레퍼시픽그룹,002790,2009/06,55432973,48221106,51578411
(주)아모레퍼시픽그룹,002790,2010/06,67598668,64193938,69786935
(주)아모레퍼시픽그룹,002790,2011/06,24269578,22520699,25670699
(주)아모레퍼시픽그룹,002790,2012/06,35858992,26374892,31722702
(주)아모레퍼시픽그룹,002790,2013/06,32420734,30874229,38841247
(주)아모레퍼시픽그룹,002790,2014/06,52225304,48833643,64411318
(주)아모레퍼시픽그룹,002790,2015/06,44250608,41105946,53973320
(주)아모레퍼시픽그룹,002790,2016/06,49877480,51693664,67766949
(주)아모레퍼시픽그룹,002790,2017/06,65582765,64939392,85075388
(주)아모레퍼시픽그룹,002790,2018/06,45300205,45150459,60240424
(주)아모레퍼시픽그룹,002790,2019/06,49892533,45089788,58432933
(주)아모레퍼시픽그룹,002790,2020/06,34990745,33186469,45463669
(주)아모레퍼시픽그룹,002790,2021/06,124426054,21928146,31819926
(주)아모레퍼시픽그룹,002790,2022/06,28627448,23505143,35678990
(주)에스원,012750,2006/06,42199344,54598102,327042567
(주)에스원,012750,2007/06,47280683,63478554,369659054
(주)에스원,012750,2008/06,58442830,72412888,368994541
(주)에스원,012750,2009/06,52426047,63801642,360531763
(주)에스원,012750,2010/06,50896263,56487419,402223366
(주)에스원,012750,2011/06,61305447,74167359,468785616
(주)에스원,012750,2012/06,52564604,63480464,483750362
(주)에스원,012750,2013/06,45240712,56893181,549680222
(주)에스원,012750,2014/06,56253827,73575417,782309224
(주)에스원,012750,2015/06,59224967,82099952,860148425
(주)에스원,012750,2016/06,75510925,104438017,881675755
(주)에스원,012750,2017/06,75912744,108468765,953308755
(주)에스원,012750,2018/06,78654928,102171231,965609711
(주)에스원,012750,2019/06,76380312,98929141,1021923308
(주)에스원,012750,2020/06,72661919,100668342,1073360124
(주)에스원,012750,2021/06,79972164,107668304,1126296838
(주)에스원,012750,2022/06,76270018,105721464,1198583547
(주)에프앤에프,383220,2021/06,42382055,55301360,192794110
(주)에프앤에프,383220,2022/06,156315262,213839168,700021755
(주)엔씨소프트,036570,2006/06,6600673,26038972,112891659
(주)엔씨소프트,036570,2007/06,24683405,23702022,109628931
(주)엔씨소프트,036570,2008/06,14195440,22624337,116628700
(주)엔씨소프트,036570,2009/06,69560501,91293023,207622396
(주)엔씨소프트,036570,2010/06,88629311,139892149,265066975
(주)엔씨소프트,036570,2011/06,104125524,116344489,267078627
(주)엔씨소프트,036570,2012/06,42586754,41187384,232420031
(주)엔씨소프트,036570,2013/06,73397216,102456821,261458430
(주)엔씨소프트,036570,2014/06,77153049,95265868,270129701
(주)엔씨소프트,036570,2015/06,105373466,121567958,303991692
(주)엔씨소프트,036570,2016/06,147280459,137126668,346471275
(주)엔씨소프트,036570,2017/06,68568547,89161362,403647072
(주)엔씨소프트,036570,2018/06,281073035,381904375,815549228
(주)엔씨소프트,036570,2019/06,235742418,244331158,682369951
(주)엔씨소프트,036570,2020/06,358027102,471001448,1187473672
(주)엔씨소프트,036570,2021/06,161661650,156573364,967743989
(주)엔씨소프트,036570,2022/06,313063929,371261505,1337362779
(주)엘에스,006260,2006/06,71837000,47915000,1390211000
(주)엘에스,006260,2007/06,112976000,56013000,1589978000
(주)엘에스,006260,2008/06,36147000,82725000,1804618000
(주)엘에스,006260,2009/06,50291000,48746000,61681000
(주)엘에스,006260,2010/06,104333000,112227000,124656000
(주)엘에스,006260,2011/06,47908000,52717000,66853000
(주)엘에스,006260,2012/06,62216000,67929000,82282000
(주)엘에스,006260,2013/06,62188000,66873000,82552000
(주)엘에스,006260,2014/06,48358000,50704000,71156000
(주)엘에스,006260,2015/06,46752000,54019000,71898000
(주)엘에스,006260,2016/06,36462000,44727000,59996000
(주)엘에스,006260,2017/06,66451000,74088000,89894000
(주)엘에스,006260,2018/06,63736000,75825000,96207000
(주)엘에스,006260,2019/06,81801000,72292000,95715000
(주)엘에스,006260,2020/06,46942000,49371000,72060000
(주)엘에스,006260,2021/06,149307000,152414000,174546000
(주)엘에스,006260,2022/06,188769000,199182000,218803000
(주)엘엑스인터내셔널,001120,2006/06,57221648,74556132,2818689347
(주)엘엑스인터내셔널,001120,2007/06,27801429,46278338,2575658700
(주)엘엑스인터내셔널,001120,2008/06,36201527,63080157,2818406174
(주)엘엑스인터내셔널,001120,2009/06,50396062,109068506,1940522813
(주)엘엑스인터내셔널,001120,2010/06,237643421,86677826,2988388069
(주)엘엑스인터내셔널,001120,2011/06,111493452,57766479,3641484930
(주)엘엑스인터내셔널,001120,2012/06,79559614,70735863,3054084244
(주)엘엑스인터내셔널,001120,2013/06,69752661,61919771,2901717027
(주)엘엑스인터내셔널,001120,2014/06,-35822114,62321388,2079349107
(주)엘엑스인터내셔널,001120,2015/06,54803647,17227904,1807439922
(주)엘엑스인터내셔널,001120,2016/06,46771079,29719754,1474471271
(주)엘엑스인터내셔널,001120,2017/06,53092821,23683236,1340944107
(주)엘엑스인터내셔널,001120,2018/06,-68830203,18934630,1380702648
(주)엘엑스인터내셔널,001120,2019/06,171118169,7656767,1604440905
(주)엘엑스인터내셔널,001120,2020/06,258707251,-12984962,1447810577
(주)엘엑스인터내셔널,001120,2021/06,137225527,-11660238,2030380031
(주)엘엑스인터내셔널,001120,2022/06,307733795,44905036,2108259791
(주)엘지,003550,2006/06,82841437,54304894,163667178
(주)엘지,003550,2007/06,320273678,292978564,376019462
(주)엘지,003550,2008/06,765284255,777067166,834648971
(주)엘지,003550,2009/06,680368804,713963305,823567818
(주)엘지,003550,2010/06,354804003,383623583,432648401
(주)엘지,003550,2011/06,325687000,361876000,421076000
(주)엘지,003550,2012/06,329144000,366344000,429265000
(주)엘지,003550,2013/06,278262000,310466000,382471000
(주)엘지,003550,2014/06,276784476,306808312,388509364
(주)엘지,003550,2015/06,275051000,303399000,390812000
(주)엘지,003550,2016/06,309787000,337231000,431192000
(주)엘지,003550,2017/06,612401000,398047000,507718000
(주)엘지,003550,2018/06,442829000,451644000,555247000
(주)엘지,003550,2019/06,528267000,555686000,669367000
(주)엘지,003550,2020/06,1314951000,730944000,840843000
(주)엘지,003550,2021/06,1335287000,596786000,711407000
(주)엘지,003550,2022/06,610248000,648140000,765474000
(주)엘지생활건강,051900,2006/06,30741479,49976478,514431650
(주)엘지생활건강,051900,2007/06,43375059,66528026,575279300
(주)엘지생활건강,051900,2008/06,62733028,82116834,675488291
(주)엘지생활건강,051900,2009/06,87306349,102076666,747613207
(주)엘지생활건강,051900,2010/06,79249635,109107975,861985184
(주)엘지생활건강,051900,2011/06,110985601,126967145,1001346041
(주)엘지생활건강,051900,2012/06,127032704,131387835,1088960519
(주)엘지생활건강,051900,2013/06,103327401,132063571,1134818226
(주)엘지생활건강,051900,2014/06,130165238,132309777,1190767183
(주)엘지생활건강,051900,2015/06,171996256,243587904,1497245184
(주)엘지생활건강,051900,2016/06,287251390,346590878,1871889299
(주)엘지생활건강,051900,2017/06,362292594,359790213,1893153731
(주)엘지생활건강,051900,2018/06,351153885,386296712,1992261328
(주)엘지생활건강,051900,2019/06,333266190,437059000,2248193692
(주)엘지생활건강,051900,2020/06,421695403,429056136,2094666090
(주)엘지생활건강,051900,2021/06,367755014,518107273,2540353556
(주)엘지생활건강,051900,2022/06,161780221,248603235,1926702089
(주)엘지에너지솔루션,373220,2021/06,519543000,626467000,4503237000
(주)엘지에너지솔루션,373220,2022/06,-222947000,-365894000,4152798000
(주)엘지유플러스,032640,2006/06,-89986383,201089253,1930477766
(주)엘지유플러스,032640,2007/06,120231149,153290565,2251450248
(주)엘지유플러스,032640,2008/06,143657678,184795268,2414964639
(주)엘지유플러스,032640,2009/06,154038820,200815897,2473287458
(주)엘지유플러스,032640,2010/06,610650000,679914000,4399004000
(주)엘지유플러스,032640,2011/06,90066000,123952000,4393817000
(주)엘지유플러스,032640,2012/06,-11408000,45581000,5322315000
(주)엘지유플러스,032640,2013/06,156469000,269605000,5624620000
(주)엘지유플러스,032640,2014/06,59025000,211258000,5554707000
(주)엘지유플러스,032640,2015/06,206966000,355878000,5208790000
(주)엘지유플러스,032640,2016/06,245650000,355458000,5584931000
(주)엘지유플러스,032640,2017/06,277899000,418959000,5883713000
(주)엘지유플러스,032640,2018/06,255819000,399489000,5946214000
(주)엘지유플러스,032640,2019/06,238858000,350478000,6198807000
(주)엘지유플러스,032640,2020/06,289389000,441439000,6020310000
(주)엘지유플러스,032640,2021/06,406542000,525399000,6243417000
(주)엘지유플러스,032640,2022/06,331150000,501300000,6261223000
(주)엘지화학,051910,2006/06,113236000,113626000,4401629000
(주)엘지화학,051910,2007/06,349606000,289911000,5024951000
(주)엘지화학,051910,2008/06,643978000,860183000,7186077000
(주)엘지화학,051910,2009/06,755595000,979527000,6333812000
