회사명,거래소코드,회계년도,정상영업이익증가율(IFRS),순이익증가율(IFRS),1주당순이익(IFRS)(원),부채비율(IFRS),매출액정상영업이익률(IFRS),매출액증가율(IFRS)
현대엘리베이터(주),017800,2008/06,-2.45,0,-1722,87.93,4.72,19.92
현대엘리베이터(주),017800,2009/06,-38.66,0,-22765,143.66,2.37,21.88
현대엘리베이터(주),017800,2010/06,151.1,0,10042,119.14,5.65,5.4
현대엘리베이터(주),017800,2011/06,-75.94,0,-7493,105.92,1.26,8.03
현대엘리베이터(주),017800,2012/06,254.54,0,-1407,134.15,4.1,8.82
현대엘리베이터(주),017800,2013/06,127.16,0,-11897,161,8.57,8.81
현대엘리베이터(주),017800,2014/06,33.01,0,-16925,152.34,9.58,18.9
현대엘리베이터(주),017800,2015/06,25.71,0,-3429,121.7,11.25,7.1
현대엘리베이터(주),017800,2016/06,13.18,0,-1329,102.67,11.14,14.26
현대엘리베이터(주),017800,2017/06,16.77,0,0,72.89,10.83,20.14
현대엘리베이터(주),017800,2018/06,-30.07,0,0,79.31,8.09,-6.34
현대엘리베이터(주),017800,2019/06,14.09,0,0,75.65,9.53,-3.23
현대엘리베이터(주),017800,2020/06,-14.17,-64.29,0,110.67,8.64,-5.29
현대엘리베이터(주),017800,2021/06,-1.2,229.22,635,97.64,8.14,4.92
현대엘리베이터(주),017800,2022/06,-68.39,308.53,0,93.23,2.58,-0.14
현대위아(주),011210,2007/06,0,0,754,283.01,3.06,0
현대위아(주),011210,2008/06,-15.92,24.76,940,289.09,2.4,6.98
현대위아(주),011210,2009/06,9.83,-9.37,852,189.17,2.95,-10.41
현대위아(주),011210,2010/06,3.9,186.43,2441,184.07,2.27,35.19
현대위아(주),011210,2011/06,179.66,58.14,3391,167.86,4.44,42.61
현대위아(주),011210,2012/06,91.4,96.89,6419,143.33,7.71,10.33
현대위아(주),011210,2013/06,-4.34,3.55,6647,104.47,6.89,7.09
현대위아(주),011210,2014/06,9.41,16.09,7717,94.77,7.1,6.17
현대위아(주),011210,2015/06,1.02,6.99,7997,105.42,6.37,12.57
현대위아(주),011210,2016/06,-32.96,-42.61,4590,93.05,4.52,-5.47
현대위아(주),011210,2017/06,-67.21,-76.82,1064,86.66,1.57,-5.93
현대위아(주),011210,2018/06,0,0,-280,103.18,-0.49,1.01
현대위아(주),011210,2019/06,0,0,398,97.62,0.63,-4.11
현대위아(주),011210,2020/06,135.24,574.97,2684,82.93,1.95,-23.24
현대위아(주),011210,2021/06,81.16,11.49,2992,87.6,2.75,28.08
현대위아(주),011210,2022/06,14.27,85.05,5537,78.78,3.15,-0.29
현대자동차(주),005380,2007/06,0,0,3389,65.4,5.87,0
현대자동차(주),005380,2008/06,37.88,2.25,3457,64.57,6.89,17.63
현대자동차(주),005380,2009/06,-31.94,10.35,3810,61.24,5.75,-18.45
현대자동차(주),005380,2010/06,0,0,0,0,0,0
현대자동차(주),005380,2011/06,0,0,9413,55.55,10.34,0
현대자동차(주),005380,2012/06,0,0,0,0,0,0
현대자동차(주),005380,2013/06,0,0,0,0,0,0
현대자동차(주),005380,2014/06,0,0,0,0,0,0
현대자동차(주),005380,2015/06,0,0,0,0,0,0
현대자동차(주),005380,2016/06,0,0,0,0,0,0
현대자동차(주),005380,2017/06,0,0,0,0,0,0
현대자동차(주),005380,2018/06,0,0,0,0,0,0
현대자동차(주),005380,2019/06,0,0,0,0,0,0
현대자동차(주),005380,2020/06,0,0,0,0,0,0
현대자동차(주),005380,2021/06,0,0,0,0,0,0
현대자동차(주),005380,2022/06,-75.54,-18.5,5744,54.12,0.77,5.25
현대제철(주),004020,2007/06,0,0,3492,120.5,10.53,0
현대제철(주),004020,2008/06,73.83,57.8,5422,150.28,13.18,38.89
현대제철(주),004020,2009/06,-65.54,-27.64,3988,156.69,6.08,-25.3
현대제철(주),004020,2010/06,107.05,26.27,5045,144.35,10.1,24.64
현대제철(주),004020,2011/06,50.06,40.06,7039,132.9,9.45,60.38
현대제철(주),004020,2012/06,-31.74,-42.1,4067,138.38,6.62,-2.46
현대제철(주),004020,2013/06,-38.18,-67.9,1306,139.82,4.99,-17.96
현대제철(주),004020,2014/06,95.35,276.78,3578,113.94,7.3,33.39
현대제철(주),004020,2015/06,29.19,8.03,3867,103.8,10.68,-11.68
현대제철(주),004020,2016/06,-20.51,-13.56,2958,91.66,8.92,-4.81
현대제철(주),004020,2017/06,3.26,12.32,3313,86.68,7.63,20.69
현대제철(주),004020,2018/06,-6.91,-26.27,2443,84.56,6.44,10.32
현대제철(주),004020,2019/06,-33.76,-56.63,1059,88.99,4.08,4.57
현대제철(주),004020,2020/06,0,0,-703,90.59,-0.15,-17.61
현대제철(주),004020,2021/06,0,0,3852,93.87,8.56,16.55
현대제철(주),004020,2022/06,81.36,98.15,7633,90.75,11.2,38.53
현대해상화재보험(주),001450,2007/09,,,,,,
현대해상화재보험(주),001450,2008/09,,,,,,
현대해상화재보험(주),001450,2009/09,,,,,,
현대해상화재보험(주),001450,2010/09,,,,,,
현대해상화재보험(주),001450,2011/09,,,,,,
현대해상화재보험(주),001450,2012/09,,,,,,
현대해상화재보험(주),001450,2013/09,,,,,,
현대해상화재보험(주),001450,2015/06,,,,,,
현대해상화재보험(주),001450,2016/06,,,,,,
현대해상화재보험(주),001450,2017/06,,,,,,
현대해상화재보험(주),001450,2018/06,,,,,,
현대해상화재보험(주),001450,2019/06,,,,,,
현대해상화재보험(주),001450,2020/06,,,,,,
현대해상화재보험(주),001450,2021/06,,,,,,
현대해상화재보험(주),001450,2022/06,,,,,,
효성첨단소재(주),298050,2018/06,,,,,,
효성첨단소재(주),298050,2019/06,0,0,17396,142.61,7.12,0
효성첨단소재(주),298050,2020/06,-89.93,-35.77,11174,180.07,1.16,-38.39
효성첨단소재(주),298050,2021/06,735.75,30.65,14599,149.74,7.27,33.73
효성첨단소재(주),298050,2022/06,67.97,228.05,47893,99.09,12.82,-4.8
효성티앤씨(주),298020,2018/06,,,,,,
효성티앤씨(주),298020,2019/06,0,0,11296,192.82,3.28,0
효성티앤씨(주),298020,2020/06,-42.61,-31.51,7737,170.25,2.22,-15.42
효성티앤씨(주),298020,2021/06,351,364.82,35964,128.78,7.71,30.17
효성티앤씨(주),298020,2022/06,-24.31,44.99,52145,167.41,4.1,42.37
